feature	X1965	X1798	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1815	X1814	X1812	X1949	X1941	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X10115	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6846	X4303	X4348	X4285	X14853	X4121	X14851	X14861	X14890	X14894	X14941	X15332	X15346	X15300	X15286	X15271	X63326	X79883	X7263	X7264	X25416	X14965	X14963	X63327	X14837	X15350	X14838	X4198	X4262	X29305	X7253	X15091	X15249	X15254	X15078	X15124	X15132	X29328	X79840	X15131	X15127	X15126	X15158	X15154	X15120	X15234	X15265	X14987	X14995	X14993	X4166	X14027	X14127	X29339	X14142	X14143	X5090	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4816	X4820	X4677	X48013	X4868	X25431	X4874	X4768	X4774	X4779	X4630	X4552	X4581	X4575	X4577	X4571	X4617	X4613	X4584	X4557	X4608	X29302	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4711	X4705	X4699	X4716	X4714	X4721	X4652	X4644	X4670	X59869	X4532	X4540	X4529	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X4498	X5190	X3958	X6140	X6148	X5736	X5792	X6952	X6939	X5825	X14546	X72479	X14341	X14809	X14808	X14807	X63101	X14797	X17130	X15878	X17167	X17168	X17169	X17153	X17132	X17137	X17248	X17244	X17237	X17234	X16971	X16988
01-2020-16	0	40506	1789286	65971	56657	16772	209761	245475	0	616	1360785	311646	0	1369320	72282	306331	149236	255388	26015	94733	321658	31804	647413	161410	107351	90400	0	0	48698	0	20773	102594	0	78459	0	0	456	5566993	5831	2245	4224	103886	0	16512	160478	182711	4421	0	0	0	33577	137044	0	353581	8832	1008295	386609	7717	0	0	0	0	0	254963	863802	2364	3336	4147	130	0	0	87541	854	107	393	0	0	0	626	11	0	67982	0	262500	19873	137712	0	0	0	0	0	4244	939	52531	0	0	0	323	1592	0	0	5713	7846	5658	28712	0	64527	79645	106451	563827	0	92262	351903	0	398518	155715	3855	0	40935	563843	0	0	0	195866	0	0	9905	198399	0	134284	1019	0	12296	1048516	0	34795	0	0	3499	0	2792	14670	51529	631287	5050	16157	116321	0	29835	14610	0	0	22061	0	0	0	0	0	651238	28006	0	0	0	0	0	65440	182293	0	37730	0	0	0	0	0	148549	20254	0	0	3882	0	657868	151455	1001	108	0	363363	0	7411	15269	3194	0	0	7533	47	10297	0	808	2253	6814	3042	3457	484553	856863	0	147157	44311	1567
GBM-BM-295	0	20815	91458	57538	58909	0	34261	0	30684	18428	33208	0	0	88550	0	5425867	220532	5121051	58298	48257	14252	90434	118037	148882	0	0	0	0	573637	0	21216	0	66242	0	1354954	275730	0	41121	8094	0	1183	0	0	0	44027	1239	2690	0	0	0	71772	178	0	0	0	0	137565	0	0	0	346844	116318	70400	41555	4434	0	0	0	0	0	0	0	0	0	0	0	0	1540	0	0	8842	788	0	34120	1624	99418	0	0	0	0	0	25410	23653	349	0	0	295874	0	0	0	0	0	0	0	0	3902	0	0	11825	23499	0	259857	1134	0	45480	0	0	0	0	39558	0	0	0	0	46071	274847	1015	0	0	0	0	109048	21968	18823	0	0	0	838067	0	215562	42742	196508	1501804	18017	38483	668402	2167233	11089	1414	148720	619518	47403	4308	0	0	0	0	6356	4435	0	0	58196	0	1139	0	0	0	696	113247	4542	12809	4040	0	2020	30834	0	1281	854	27172	0	0	65304	20824	519	0	444	0	0	18549	0	0	0	0	0	0	0	0	0	242	0	0	117505	0	721589	2269	5800	0
02-2020-49	0	0	837253	868783	2052803	0	524189	439992	3682	0	4823931	0	0	5365631	0	347879	0	2049645	0	0	0	642637	0	1370868	0	0	0	0	187471	281862	1524	0	76277	131394	139437	43501	13408	70765	94234	6138	38945	4620	7824	0	222546	461189	0	0	0	0	29795	677500	0	13000	1320	29822	3205166	568	0	0	205315	0	0	0	54377	0	0	0	0	381	25642	32924	0	253	0	691	0	0	251	2617	107462	5036	0	299775	34473	863327	2886	0	0	0	59783	25296	42298	0	0	0	0	7857	0	0	768	0	888	0	1351	0	269457	2919271	0	5737	0	304990	4877	0	185357	0	68	0	367	0	0	372	0	95583	0	0	0	0	0	52908	14454	0	0	918511	0	0	0	22528	0	232984	0	0	14378	418525	10629	0	46092	0	0	100382	0	0	14357	318	0	0	4059	11113	18753	0	0	77875	649	16268	0	7984	225	219	85646	0	4683	4460	0	3875	433143	50219	0	0	3224	0	0	0	1024	4844	62777	85909	0	0	112039	12526	7758	0	55771	1047	2174	9101	0	20701	7323	1312	824	198554	0	0	55377	3605	2466
01-2020-64	0	0	610370	0	535488	0	480076	0	0	1203594	3937753	0	0	5219543	0	433705	74783	357882	0	85256	135171	204233	189719	542614	57408	0	52600	632983	16735	0	0	0	58624	69005	0	79	1548	1345435	235627	8577	0	127420	6792	1030	3365	0	0	10522	99627	9988	126871	182174	258471	2359	11828	834	597293	0	7470	0	897809	150121	290756	817235	30971	518	0	0	0	4505	12291	0	1819	864	119	731	189521	201335	1291	0	326383	597472	0	10161	4245	0	0	0	11402	2009	0	165	42456	0	220667	45936	0	0	4915	21606	17614	9136	0	0	415	321626	581	0	68691	106949	0	195483	67058	0	666469	15331	5701	255763	3312	998927	0	3549	0	5193	0	0	54003	93316	68825	30830	17601	0	275981	58770	1210	0	0	0	4053	595	0	6373	8486	0	0	42168	11732	0	22348	6766	5536	3923	28117	102442	231828	211676	12267	416798	48757	0	209845	404079	13641	11827	9219	132880	768505	0	412530	14419	5141	46050	5879	1382	2084	5615	2201	1930	4784	9983	0	0	662	0	0	61336	0	15078	8794	0	9897	5985	25570	593	2112	0	0	0	462	0	0	171465	0	0	0	3190	0
01-2020-52	177897	0	136680	147598	781434	691925	60904	0	45514	0	1818044	3515526	155252	5201240	2905675	68802	0	799125	5581	35349	45032	0	296484	0	3285	0	230	0	40426	768083	116489	644164	0	8489	0	0	0	136516	0	0	3140	7062	0	0	0	0	7738	0	0	0	13843	0	0	0	100	0	13298	0	0	0	1275356	864487	470514	291624	15802	0	0	0	0	0	0	0	0	0	30551	0	0	0	0	0	208319	668	0	20126	2447	74198	260	0	0	0	0	4282	24874	0	0	0	0	0	116505	0	0	0	0	0	0	79880	0	2473	491	15060	0	1220369	36064	3669	164099	0	0	61454	1219	342371	14856	0	0	0	14765	191564	49305	47216	8373	0	0	72186	0	40997	0	6832	588	0	1112	0	10197	5296	5167	9022	0	0	0	0	0	19937	307466	0	82988	169375	0	19448	0	125230	170920	0	1268041	0	810	54468	658160	1337804	220697	0	89748	0	24874	21733	0	0	0	0	140377	10530	0	0	0	22289	13331	38824	0	43560	0	0	12845	0	0	0	0	0	0	0	0	0	0	0	0	120771	0	33069	99633	0	0
01-2020-27	221904	0	811867	0	4488168	0	344996	23837	31962	0	364026	801597	0	3253800	0	2405799	0	0	0	213339	11516	458463	1088223	838065	0	0	0	0	2524	0	1424	0	0	60413	2725	76030	0	0	152	0	0	0	570	3321	308792	0	0	6599	3368	1832	6342	22960	0	8460	1134	0	94083	2490	0	1564	150433	1297	242311	279374	76654	0	84	0	235	0	0	3596	0	669	4919	0	0	0	58	46694	163638	0	0	91317	9970	635551	0	0	0	0	0	36991	144072	0	0	22163	68000	14039	0	19957	0	16123	13525	0	0	2350	8092	60691	2629	12930	201	34133	11037	0	28386	0	0	47613	88287	39686	0	0	0	43582	174	37740	67	5052	0	108790	4000	0	9974	204676	0	0	0	0	738187	0	1030857	170183	3810412	0	2515	0	5121199	0	0	76151	0	0	154188	4262	0	0	0	0	0	56801	179704	975567	0	0	0	755	0	0	41959	0	0	614873	24	46281	132033	155319	0	2471	7785	4897	0	0	0	9177	0	69830	2819	36237	23305	7568	0	678	19178	0	0	0	0	0	0	74	0	351379	5667	68346	0	875	0
01-2020-08	91718	0	492759	0	157266	9403	0	77711	0	0	4816468	23359	0	683707	407023	353200	0	484992	156815	108926	330918	187006	2866137	595923	0	46070	0	1602158	3609	0	0	0	0	0	0	0	0	47377	0	0	1569	1240	0	0	2975	0	1593	0	0	0	58543	492934	906518	34684	0	30202	1056841	9928	20428	0	424600	86411	60688	303712	42962	21	156	0	0	2074	315015	841	701	0	0	160	90497	0	1930	0	3220635	170124	0	18701	4425	0	0	0	6937	863	0	838	3145	0	913422	0	0	0	10798	71850	0	3205	0	0	0	15690	0	0	62920	142507	22419	339376	223767	0	44533	115660	0	85949	14793	47871	1784	219	0	9901	21637	37930	0	19745	37635	0	25501	0	0	129061	2560	206	0	1069	5266	7779	11680	4189	156480	0	0	0	0	0	7139	2836	0	0	14326	0	0	44328	1199	149248	30542	0	12339	29089	2182	0	0	3684	0	0	496798	1552	0	3638	0	25270	10459	100055	0	4008	0	0	0	217902	0	0	0	284417	0	0	46495	736	382	15176	71023	64	709	22853	0	31082	74	0	0	8287	379006	0	17681	0	0
GBM-BM-265	0	289615	0	0	256710	643366	283380	896	0	0	637843	96892	0	2855490	442408	338550	0	343591	0	149544	28855	15611	0	375701	0	0	0	0	881284	0	28471	129187	0	1587	0	0	0	0	115359	0	0	1573	0	0	10672	0	0	0	0	42155	9065	686	0	32819	3470	0	24375	334	744	0	477945	17739	6230	21515	4063	0	1410	47	0	15	0	93	0	5121	35126	0	3368	0	0	0	65927	1807	0	34836	3311	14016	0	0	0	0	1966	82603	19272	23046	0	0	44983	504	44561	0	0	0	0	0	0	51902	6730	9540	2136	64577	0	158973	0	0	182773	3274	0	0	0	0	0	0	0	11709	63780	0	74900	0	0	54736	0	3281	424	5317	0	2800	0	7105	15625	0	0	479	27585	0	57441	49872	348	0	1213	0	462	0	197127	0	0	0	0	31660	45185	0	0	16567	0	14303	35143	481044	7993	0	33867	0	0	40025	14609	0	9702	74522	0	7493	101377	42283	0	0	0	22340	220	0	0	0	3192	0	0	0	2689	0	0	0	0	0	0	0	0	250	0	0	0	791	0
01-2020-12	393139	0	0	0	0	0	720422	0	0	0	25662	3136017	0	58922	4645692	613989	1897205	933445	0	0	0	0	0	271402	0	0	0	0	0	0	0	0	236833	162910	0	478	3957	0	23384	0	0	0	0	0	0	0	4977	0	0	0	215500	16096	0	11702	0	22791	415067	0	0	0	8191	0	3115	11460	926561	0	0	10528	0	0	13798	3240	3017	802	0	21927	0	0	0	48	413641	76950	49219	120453	19000	54703	0	0	0	90727	94	112974	16849	0	172858	113771	0	0	0	0	0	0	8316	2873	12205	2833	0	0	82	23473	641	1566	0	2552	15564	57364	0	807770	16023	110372	0	0	0	0	653	0	13501	7320	69191	250215	2946	22931	0	79974	0	0	0	48048	206667	565415	3873	0	4180	0	0	0	156550	0	2946	118014	0	0	40211	0	0	0	940	0	0	0	0	0	0	0	3931	0	162733	0	231501	4229	15823	0	0	147348	20016	12609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM-BM-Kit-259	161155	0	846501	7505	2670577	110267	343578	0	39980	0	3012368	351200	0	1720068	0	1379179	0	1373474	0	191986	149473	0	4535889	842008	817208	0	264672	48082	8052	0	0	90172	25077	207633	0	0	11885	4584	3806	0	0	0	0	19573	1336	0	0	2857	17636	0	292001	906650	0	22380	0	7225	1579231	28194	5647	4408	419734	39988	106943	203596	94934	229	438	2541	104	2299	61287	17759	2265	4308	4260	3101	2270785	664387	0	260	2222791	42595	108370	0	0	0	0	86	3984	1882	25831	258	100036	53467	0	66195	3667	0	37911	0	79490	24948	0	3296	0	1102651	1683	1718	130	784133	6654	649531	418991	0	689971	89154	0	0	28299	423637	0	0	0	0	24578	288157	60817	156680	31210	3558	7890	442	3438	261719	0	1446	22849	70049	38757	9513	3891	88254	307932	17961	0	2587	186921	0	186680	0	5601	0	115362	67349	17705	89546	0	529418	72953	0	8893	305635	151210	21243	165693	322312	379326	53140	562200	66403	106631	165924	33739	0	553	59656	3887	20377	0	89912	184722	0	0	0	0	390706	20126	40105	1438	7311	6833	1504	18213	0	0	1289	1122	0	0	0	0	187800	785023	10521	0	1507	0
01-2020-42	419711	0	764949	0	485475	0	594757	13732	22200	0	3874565	0	4473783	0	0	0	129137	142438	0	299294	0	414351	39821	814595	0	0	0	72097	0	0	6197	0	30937	0	0	0	0	173974	84013	23553	47838	91745	0	0	0	0	0	0	4297	15716	1015626	1829408	286848	2766	10249	9602	657794	0	230	727	1084388	94530	550222	81001	8033	398	0	0	0	2155	852	0	0	1241	637	0	0	16040	0	0	2676631	427839	168911	14667	0	0	0	4623	181	9492	1894	3624	15391	75226	13457	0	37009	0	223227	58265	12701	4805	0	0	0	547273	0	0	63511	63740	0	116856	137374	12033	415158	0	0	53991	4349	364796	419	0	18074	0	12575	261878	54531	72880	0	0	22	0	53241	57733	0	0	0	1923	0	0	0	1594	1333	0	0	36413	2119	22905	49157	0	56772	378	280450	0	19973	96531	177	193674	23841	0	0	127135	62687	57234	0	0	613753	0	566056	58276	3851	34504	37834	0	0	296860	0	65172	11237	6563	0	0	3802	47191	253509	26717	493	172318	10426	0	17529	1532	18753	0	972	7256	0	12171	0	895	0	0	0	4680	133978	8765	1032
01-2020-22	643925	0	0	371068	922311	0	551395	0	0	0	1911841	2266963	928778	630183	564045	952805	0	1172730	0	0	0	181600	2793269	1062055	0	0	302331	37204	4371	0	472	353658	38763	56511	622930	0	0	16168	0	0	0	47	0	6630	54194	75077	0	0	0	0	11069	89974	0	28152	0	0	514685	0	1669	0	4741781	303623	37262	134878	412315	0	2011	270	246	0	0	14619	0	4809	18059	0	56351	0	0	0	29269	4756	0	382200	0	290959	0	0	0	17852	0	196705	49966	44102	0	0	1899	0	6209	0	0	60341	0	0	0	27228	391	22025	0	102100	0	491931	79011	0	247727	0	0	0	0	24266	0	703	518	51232	0	107364	40269	3043	0	9619	6894	154404	0	2832	2455	0	0	248740	0	317829	17058	33644	489182	0	94841	42096	83785	16119	34291	1667	27077	0	20668	0	0	0	0	75642	3799	2760	5297	22507	26811	0	918097	193356	39620	0	93009	0	72654	17984	14250	0	9567	2613	0	11909	8873	8954	79878	109119	0	330	21308	17297	0	0	12507	1449	3276	1263	38114	0	0	0	0	0	0	0	0	957063	281708	1269739	0	1008	0
01-2020-20	0	10848	2008290	244162	292500	0	139405	0	0	0	339597	853802	308644	2005870	4054911	410416	29332	221420	0	0	518548	0	0	0	0	0	0	8456	2763667	0	79	0	0	175920	272317	0	0	49015	31572	456	1198	10996	17420	64537	114921	399432	87758	0	0	17379	294452	569337	0	24637	58757	0	571134	105032	3372	69966	694397	0	0	56887	1481428	6939	0	3390	0	91	12933	4414	10682	0	0	0	554014	0	4639	2916	2633374	139528	21671	363720	4453	129147	2440	1626	14804	31013	25346	7622	9227	0	0	0	140567	0	0	0	0	973	0	0	0	0	74321	44942	0	0	0	3329662	1127052	0	262895	0	0	0	5055	61568	0	79254	0	129726	0	0	89293	0	0	242762	46707	41934	0	731932	301	1637	0	0	7096	35917	65658	0	103084	37029	0	0	408362	0	4949	39595	0	0	175817	0	25686	0	0	0	19684	0	0	121081	0	0	0	0	626883	0	410211	0	0	128407	13306	35403	478593	142251	0	0	14639	2444	0	0	0	2671	45846	0	0	0	376674	0	50914	0	100471	0	0	0	0	895	182	0	0	0	0	0	0	0	0
01-2020-29	0	0	0	0	1566261	0	0	0	1963801	0	1282582	1210727	0	3005441	0	0	0	830402	0	1969668	359310	1149291	3704417	1493771	0	20274	154938	0	296228	0	8010	0	187695	163422	17834	0	2883	657975	2970	2542	24105	104028	2354	7291	47749	449	283	2048	6066	11586	492796	172436	964536	20874	2907	0	457076	1058	3135	0	1933705	96134	95678	1409460	66603	729	194	0	0	0	0	61530	730	4379	13193	6331	0	590646	0	249	737578	722123	42037	96427	0	263869	984	0	0	698	218771	7446	21860	124682	0	0	16862	214	10372	14685	0	12046	0	0	1033	166002	0	0	42509	199025	31032	615549	181605	0	254588	5038	0	118587	6079	188155	407	0	1958	6007	4110	103699	28460	88634	0	49796	4178	7233	0	485431	0	0	6810	30450	0	0	20869	14830	31941	0	3171	0	238505	0	20110	16965	38695	3910	113808	4009	871	57216	1984	90578	19582	0	31899	13215	7451	0	78397	15734	480953	0	53876	0	17422	8634	91665	36857	0	34286	0	0	20793	50406	0	0	8853	80	85656	108195	677	6414	39435	5916	0	0	0	0	149	0	0	746	0	0	0	98873	18807	0	0	0	0
01-2020-21	0	0	348961	3007011	3593405	0	382288	0	0	0	2043386	2251589	0	2280221	1619414	752727	0	2423499	0	0	0	0	0	0	0	0	0	0	6254	0	0	0	0	305563	0	0	0	13218	82862	0	0	0	1218	0	5954	26112	8866	0	0	0	7312	3957	0	22309	8628	12936	286035	1758	0	0	1762728	0	0	0	288332	0	1681	0	2676	0	0	32063	99	19172	0	817	0	0	0	3738	324502	38855	0	187512	0	200974	1177	0	0	0	0	129423	6886	75191	0	8904	0	5087	12584	0	0	380	0	0	0	0	651862	534808	0	0	0	213725	0	0	6512	0	0	0	612	0	0	0	0	53374	0	0	0	581224	0	8013	2587	654483	0	467455	0	138965	0	0	47787	164	27786	6029	116652	2519	268824	0	25218	0	0	6814	0	0	249844	0	0	0	0	91054	160392	0	44645	0	0	95087	0	0	156869	0	258544	0	0	0	0	384	77573	348509	0	0	0	14334	162865	294949	0	0	0	153863	0	7798	42163	0	338	0	16040	0	0	0	303	0	0	0	0	123187	0	375827	0	0	0
GBM-BM-281	0	220953	1515664	481508	341026	32736	582059	107905	0	3031916	135134	972758	151955	2011424	333406	0	114885	1576670	54471	81236	4487	48917	344637	220106	0	0	0	0	0	0	0	58702	860	54777	0	0	0	343888	0	0	0	28880	0	1548	25936	0	45005	4344	42235	0	1632	8454	0	0	931	0	56436	0	0	0	580270	0	0	0	45922	0	0	141	0	0	0	9336	0	1910	7549	0	0	0	0	10633	0	709	54381	103864	2424	38729	0	0	0	0	2697	13165	17276	22025	0	0	93471	0	0	3489	0	54	0	0	89	0	48098	112026	0	262656	0	1089141	31051	0	14326	0	4390	0	0	118452	0	0	0	44221	0	0	19798	0	0	59790	17566	22399	0	344728	0	104267	0	57146	20722	10704	49538	17291	54276	44362	30843	0	38172	0	0	50697	45257	0	157620	0	0	0	0	134626	0	10935	3876	0	0	184972	168822	0	0	240143	638	31097	0	0	0	117590	0	116564	0	9602	953	0	0	68748	142	0	0	0	4149	0	10457	0	3485	0	8408	1631	70	2990	0	0	0	0	0	93702	0	63944	0	2011	821
01-2020-50	0	0	1377369	186441	44383	0	831038	240921	0	500596	2994796	26317	0	2459193	499122	1031813	0	1331414	0	199199	66076	442184	561641	829395	391967	305176	86347	0	1666047	2873	41	0	92647	95258	0	0	15386	802673	76269	5303	0	77964	0	11746	52715	0	0	5059	0	1063	67090	45946	0	58151	12194	23619	1185570	0	19243	5856	779272	19781	13594	1058310	18443	215	0	0	0	5383	359367	17069	4373	1271	20134	4305	24331	228784	1550	0	1414162	202611	200231	226250	11170	12483	0	3534	185	1161	8663	21500	89195	133633	198357	0	0	107	14212	0	24463	3964	1331	0	0	2162	0	0	29704	321687	101187	591173	260414	0	204255	50614	0	230002	5478	74288	7779	0	21938	3980	7181	49185	60884	96901	22211	0	0	655	96675	148777	2168	0	3739	4625	5974	590	0	0	24778	0	0	13016	255024	794	29569	0	3773	0	40616	8715	6745	65583	10862	257838	71953	0	53593	32668	21711	6353	18870	58067	942648	0	142528	17260	2574	13021	0	300768	2654	56138	0	524	0	0	0	215674	91	980	0	315498	8540	34195	28594	0	0	958	34823	10996	0	4061	3223	0	2441	0	1549	53364	128275	0	43486	11197	0
01-2020-10	0	0	112411	0	47513	0	140036	0	0	0	36197	0	0	346752	26122	0	0	0	0	0	0	0	0	0	0	0	0	0	671687	0	0	0	5857	632943	0	213	0	163	559069	0	759	2319	5372	0	92442	0	202999	0	0	2486	0	0	0	0	0	0	91915	0	0	0	0	0	0	0	67261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106917	0	0	107	0	30475	0	0	0	0	0	0	1169	1175	0	0	0	0	0	0	0	0	0	0	0	0	146230	85242	0	0	0	17299	1009554	0	0	0	0	2763781	0	0	0	0	0	0	0	0	0	228706	0	0	0	71656	0	2049307	0	280645	0	0	0	0	64397	892	934131	958	184856	0	203528	0	0	59153	0	0	0	0	0	0	0	0	905718	15653	0	0	0	0	0	0	0	0	630	0	0	0	0	0	145786	54174	0	0	0	0	0	0	0	41	118703	385248	0	0	492350	0	0	0	0	107	2221	407	25379	3733	2439	4792	13654	324684	0	236296	0	0	0
01-2020-30	0	0	98844	165743	394297	0	119166	257199	75264	0	310732	0	0	2715763	0	0	0	412709	0	71914	25720	76833	290577	0	13271	0	0	11429	0	0	6922	0	45596	8454	128936	624246	2825	100743	34659	0	0	11590	0	0	252888	30114	0	818	2260	0	9136	18010	45485	0	0	0	57115	0	0	0	317753	6340	2345	42667	11296	0	0	0	0	0	0	0	0	0	0	0	0	81889	0	19895	21679	4600	9738	2480	0	43121	17	0	0	0	63096	9175	2178	1657	9606	0	14293	0	0	290	0	0	0	0	0	0	0	0	1791	13781	0	66325	27034	0	8526	8286	4447	0	3834	19905	0	0	191	16308	0	0	0	6156	0	36366	0	0	3388	50576	0	1207	0	116583	77612	732769	89172	427029	945605	11267	271869	0	3230270	0	65	44743	8836	0	20993	0	0	0	0	6675	7951	0	0	15667	0	913	2254	0	13343	1937	9283	0	0	0	4211	3676	285210	7193	0	0	19871	3207	0	34230	798	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	33860	0	19018	0	1262	0
01-2020-24	25028	0	0	0	1923	0	21814	2469	11973	14365	21207	0	0	217061	0	22962	22359	0	0	2043	14968	4496	2942	24947	3141	0	2154	0	62335	0	0	0	6685	5246	2155	4605	60843	864605	64994	6029	3414	7231	36386	5363	15715	73362	604	0	67162	8336	73709	155247	1608132	2682	33870	9425	501860	0	0	515	75426	0	112851	5466	11741	0	0	0	0	0	0	0	2808	0	0	0	31749	0	0	187	445053	920137	0	713	0	0	0	0	0	0	0	0	0	301633	4433	0	0	0	1903	0	0	0	11769	162	1581	0	23876	0	83190	2608661	221463	902772	1617774	0	215536	12901	0	197059	1763	102991	0	0	0	584	111297	186660	214784	390869	0	0	6471	0	0	307650	3518	13196	13412	0	0	38458	5030	0	13285	0	0	0	0	0	0	0	0	0	180385	4886	0	0	0	958853	209600	0	138120	10235	1673	19933	6703	21471	66605	44303	336475	50909	34161	5749	15252	67218	111626	39705	0	5820	0	23059	0	148671	0	0	0	128932	7887	15924	2231	0	25247	7825	80039	540	0	0	16336	0	116	0	0	0	0	0	3658	7869	103
