feature	X1965	X1798	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1815	X1814	X1812	X1949	X1941	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X10115	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6846	X4303	X4348	X4285	X14853	X4121	X14851	X14861	X14890	X14894	X14941	X15332	X15346	X15300	X15286	X15271	X63326	X79883	X7263	X7264	X25416	X14965	X14963	X63327	X14837	X15350	X14838	X4198	X4262	X29305	X7253	X15091	X15249	X15254	X15078	X15124	X15132	X29328	X79840	X15131	X15127	X15126	X15158	X15154	X15120	X15234	X15265	X14987	X14995	X14993	X4166	X14027	X14127	X29339	X14142	X14143	X5090	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4816	X4820	X4677	X48013	X4868	X25431	X4874	X4768	X4774	X4779	X4630	X4552	X4581	X4575	X4577	X4571	X4617	X4613	X4584	X4557	X4608	X29302	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4711	X4705	X4699	X4716	X4714	X4721	X4652	X4644	X4670	X59869	X4532	X4540	X4529	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X4498	X5190	X3958	X6140	X6148	X5736	X5792	X6952	X6939	X5825	X14546	X72479	X14341	X14809	X14808	X14807	X63101	X14797	X17130	X15878	X17167	X17168	X17169	X17153	X17132	X17137	X17248	X17244	X17237	X17234	X16971	X16988
GBM-01-2020-046	173038.682837178	0	501799.005362364	0	58942.240050577	0	0	0	2143.8141062331	0	0	0	0	1701304.10337999	347123.976985805	0	0	1514313.76502452	0	0	0	4824473.41391822	0	0	1301608.19728661	0	0	7644659.81667863	117785.40511296	0	656.635294092046	0	0	0	0	0	0	40657.6347826656	1941.44817290136	0	0	22404.6491918373	3566.69957497188	0	40876.864543775	2396.77152289777	1453.45115658576	2367.2598242869	0	0	24940.5472939006	286932.759690446	399738.065662821	70959.8253206212	3888.16629198324	0	152681.934731088	0	18853.7594554069	0	1861941.54886518	0	599379.436819233	0	1699677.79798869	2975.41161351821	394.191974302448	23396.45306301	0	227.661674998205	743.062411452476	108404.900911645	1690.5987347089	7019.56831244467	23863.3702946036	0	0	337139.536952203	0	0	1455013.16863367	1703.24660554213	0	318838.067856514	93887.2531735654	530217.717135404	0	0	0	0	615440.124798968	77549.3660247359	0	0	0	0	0	0	237.147578123131	0	0	0	0	0	12507.690264832	3015.46320449012	23631.4926626609	27035.877895273	0	0	0	48575.2019242699	71528.9795081167	101172.426773508	24124.759625157	0	11060.5630436628	12261.0567835839	0	317765.106814162	0	0	0	30918.7742410757	0	0	35259.1019153471	0	0	0	86202.6176531399	30206.2775174702	0	0	1256.35516943454	6257.53409474234	0	49532.2241506512	0	46598.9721065771	37935.1805858121	23687.3540921744	445602.407271835	11154.368085676	933.834463187083	12093.4724950436	101197.722515174	0	0	17050.383872435	7191.36855792942	0	124593.121588948	0	6857.25397008483	0	0	156379.328971337	79584.6192396504	548.074402773457	25340.0092143836	53466.765969023	6878.33375480689	3837.5748086503	6334.47530897784	3545.61979024983	80973.7770528339	0	139484.935505845	0	0	10603.1317151942	28197.3740334583	0	23065.5004428737	71283.4000161047	0	1432.37137186371	9033.74174263712	6719.18138015537	0	0	0	0	35822.986156662	250739.823311912	56315.6988742089	0	12490.8264370543	0	0	45879.0974583189	131830.865673266	535.426531940224	283.523104511654	4553.23349996411	0	8731.24683187562	0	1294.29878193424	478.511113190672	219772.565565976	709796.403182599	0	0	0	0
GBM-BM-351	0	0	152397.256489734	184571.769108837	0	0	217451.376215629	84522.7588130867	3621.13852471074	0	0	0	0	7168392.12318897	0	0	0	505451.17627227	0	72190.1011239055	238543.976643812	39086.0920863591	3165147.89610247	2914311.41790445	402453.052181281	105628.350931998	0	36.6129465968796	98068.3679911387	0	0	918729.850018293	0	102192.639265858	0	0	0	486.597870900464	3706.17504583897	0	0	0	401.561349772228	2238.11399358345	19959.9612092666	0	0	0	0	0	84664.4863483005	149718.606074195	0	93783.4721765104	0	0	1149632.3503885	41490.7359338187	23579.9186711839	0	957837.201234934	62231.3796495543	548291.866979	502982.755033965	32289.0757100675	563.366952474567	915.32366492199	2378.66046600373	552.737387333537	1908.59747421153	30245.8370774029	973.195741800929	103.9335258234	7869.42139274222	0	0	3752.23649478343	1064372.6083923	259.8338145585	0	918043.6525353	20401.6786940161	0	55124.9248213793	0	45759.0968693388	739.345308698278	0	0	0	0	2236.93293079	48437.7472848783	5627.76421077843	0	3400.27978233601	0	2141.26684452073	11431.5067777806	0	0	16207.7247144832	0	0	2134.18046776005	0	0	0	12017.3139233306	108967.215449074	1664.11747596785	393195.882006238	83055.8788236246	0	33047.3180234609	0	0	108442.823568784	2812.11051119904	1432518.14854951	388.569659044303	0	16901.008574237	0	891.702409053035	113982.008070053	14606.2035665681	79732.3681228627	4512.84093376377	0	474.787242965987	0	0	85405.0127197922	0	0	10467.7595383272	0	156630.185541451	0	8856.78988806452	11035.8507419756	37692.4379900908	0	0	0	443522.148697839	1975.91805343805	45998.8526164087	31214.30856803	0	0	7718.24535518091	0	4541.18644080652	17323.8290542913	3596.33620604833	15396.3345753846	2486.13718020747	0	17890.7391951462	0	0	0	0	2841.63708103524	566955.021241061	0	45331.5521381107	37222.3749982986	0	0	59768.8637252158	0	0	19880.8300021056	0	0	3630.58702705832	3334.14026590294	40100.6250259307	0	0	0	0	132202.263784572	0	65641.1079342379	106412.576626847	0	33127.6302934154	3425.08210099841	0	0	0	0	0	0	295.265698361932	70.8637676068637	438.174296369107	903823.65650219	544845.525747719	0	0	0	0
GMB-BM-357	240971.613623033	0	0	99138.2305956678	53447.3071567807	0	206822.882350513	0	96244.3999034819	0	2096003.736582	1733608.46524941	0	3377677.65481475	0	1119461.39198208	0	629968.210156007	0	0	1450575.00340165	0	7763885.25082386	2948019.61513442	0	0	0	442329.220835375	19190.2642995689	15093.5378903316	0	0	589310.589770459	431486.594080725	0	0	0	101451.001492329	0	0	67.5354586903818	22540.2779013993	0	27729.0399351207	0	4215.23202542987	0	784.940425533494	13791.250366151	0	265730.367629714	1327387.77824252	0	1576.25212075476	0	5852.64833518724	1289561.55010621	0	0	0	8074785.372032	0	0	729386.776617936	82072.1476100021	115.957108317448	2003.12718983548	4898.23213595901	0	2128.0040757158	0	0	0	28190.3198605154	61368.0696326186	0	65901.8651424371	0	0	222.994439072015	1347768.19571976	5238.45793728603	0	103895.020544558	95157.461294748	184290.249972739	3769.24314728584	2932.05831031261	13212.7390785013	2156.037662342	221699.79707146	58581.2762711872	202955.521650035	0	0	0	3745.0323224723	1159.57108317448	132909.782702671	9178.45111220415	0	0	0	0	0	0	18224.3798149027	1799.24655982678	10628.552093141	6688.55891822291	4415.2898936259	74204.9037995414	0	3886.47450954084	54772.5312518372	0	0	0	4264.92792899449	646138.492623572	0	824.44229759768	0	1100.95540204698	2074.48541033852	14574.9165377469	9149.1432716404	0	0	41605.6653150879	2023.51525283635	44.5988878144031	0	18824.5534194908	0	8227.85767478859	0	13168.1401906869	35837.1177397792	3520.76362946274	28104.9448466993	30300.4843811055	17826.8125863857	3025.07884775408	0	0	29748.7324261444	0	357107.117491738	46277.0802501622	343183.344716082	0	142377.4894587	57417.8824262001	35730.0804090246	29636.5980796396	0	46078.2966359037	0	0	0	18142.8275628992	121912.971221577	139393.186736948	220054.735238077	324537.186847848	2256.7037234088	0	60913.1609769117	0	79802.7013472178	523771.887000225	0	96.8432992541324	2319.14216634896	1368.5487289334	0	0	409.035513954954	0	0	130001.935217172	5251.20047666157	530.08963802262	913.640073226486	107071.735610881	0	0	38736.0454477154	8650.90998205664	0	0	76190.1914342511	663.886301465829	5576.13523073794	8373.12262366979	0	6372.54394170942	1131.53749654828	0	73.9067283781537	195794.21452098	168790.225076327	0	71567.1981488039	549.203447085935	731.421760156211
GBM-BM-396	146349.095461557	134930.074623417	362387.783407027	17413.2253980629	580920.09306355	4310.50030924424	69154.177250041	0	169.865239172613	0	7581322.07668666	4044551.13726411	74400.9747576047	979207.875578274	0	2014632.9917912	50781.5529811311	890043.573153699	1096.64998409839	51047.9016761538	651649.2608112	210517.388211403	260737.706442308	1498837.87250452	1364012.43486843	22362.4190065962	0	0	258185.651088979	0	0	0	79926.3512574114	236052.889885744	0	0	1460.84105688447	5994.20455992318	1583.14402908876	0	0	262.271929282515	231.016725274754	837.095898642639	66531.4579572158	0	0	0	0	0	828083.528513096	146586.906796398	284853.134717166	61363.4779206282	3779.1618411123	87125.9195545035	2055003.84399392	153950.90464501	3814.49381086021	15664.2928955417	285142.585084716	0	136032.160295169	1155816.08528508	395079.367877231	534.056311958696	1057.24124861035	16943.0384160331	5350.07557298063	13098.6483230786	0	60236.9316544355	6015.94731053727	10831.9665715592	11989.7680417597	8998.78091040836	0	3117.3668692958	491.929732643888	2851.01817427314	1004875.19267821	45053.6971162306	0	484399.946321845	38375.9548338768	373052.60258324	25894.2570594732	4231.68283826814	0	0	68984.3120108684	248495.178924659	234075.658501775	228491.848359692	6154.55734570213	0	4165.09566451248	3796.82782598625	33690.3920765394	251.400553975468	250172.088565771	13307.9222977392	25778.7486968358	6020.02407627742	0	8635.94875953566	0	149.4814104719	24010.7912875272	110122.955094649	3667.73024421507	131046.275794974	61033.2598956767	0	34615.8178995518	27382.2765546253	0	0	16342.3949303188	294130.494619817	0	7213.15751622585	5492.76237388562	119677.53506763	565.311515966457	45741.3116044013	7736.3424528775	0	0	140952.816543521	10677.0494734338	0	1598.09217013595	42712.2746594753	383.215979573416	3938.15570497787	4485.80123607037	0	167440.922479142	29537.5267092474	17636.0885918574	27765.4925341987	991087.57094505	29528.0142558537	89061.0243591579	6227.9391290247	1341552.17348407	0	12222.1436889479	16167.0940034926	2624.07821473853	0	106562.579681591	55525.5493807438	17199.8746576621	9004.21659806189	0	28908.345863352	8491.90303671729	0	0	64399.3094751212	16688.9200182309	455.238840982604	0	58574.9701543706	24066.5070859759	5087.80364369811	134506.090986442	3901.46481331658	0	3732.95849605735	218183.066724785	24099.121211897	245290.841052907	102163.749447977	0	0	0	4174.60811790615	482816.802292756	1055.88232669696	0	0	46454.7456089263	313575.308278384	11177.132737558	225260.332049673	6276.86031790641	0	13873.2338137057	10913.5018863621	122417.121645006	0	0	587.054266580552	120.944050290901	0	0	0	0	0	0	0	0	5029.37000142274	0
GBM-BM-284	0	0	158838.030393979	466240.153950038	101032.773638736	0	886689.932207382	0	4205502.08214377	131975.385518599	1866315.47276768	0	0	0	0	4113545.90273504	0	618164.150273721	0	71699.6465655757	0	0	0	0	0	0	0	368.322130157976	6192.78591188443	1122.73112343975	4758.57980377733	0	0	0	0	0	0	0	0	0	0	198.96500921717	0	0	19188.2802341464	0	6400.04112981898	0	0	0	39251.7696457421	0	0	17182.0497245399	502.149785167144	0	98288.7145532822	1937.5402088053	0	0	6491920.3287182	0	0	0	65202.4915622102	0	1131.02133215713	2392.31737273026	6373.98618813578	0	0	0	0	13965.4487421957	68441.5945396445	0	0	75565.2524589379	219.098373245098	558.996930657765	96823.7162413677	9057.64518150547	0	54602.8675592717	0	434528.921290521	0	0	0	0	0	37368.7079513654	0	0	0	0	32594.7320456843	969.954419933706	0	0	0	0	0	0	0	34450.5544828468	60233.1035939052	26401.9461337999	0	0	0	215585.69337999	0	0	0	0	0	0	4070.49248023461	61342.8072465033	0	2748.79634757769	0	40179.0887065579	12346.4894112441	0	12550.1916825854	0	0	152871.448748526	5182.56476389487	602416.306657288	92890.6043627354	63063.6177131256	0	135332.920049139	21.3176795589825	17242.4498166237	44703.1740351864	8447.72268301236	229031.227604053	25977.9611736823	177935.118332234	3230.81276871691	150733.759214972	0	35700.0073681094	0	0	72245.6160253918	58159.3670990286	531755.304812447	3587.29174356434	8765.11924533499	0	0	0	11595.6333645555	50017.1978230283	0	30516.2582886835	0	131875.90301399	227370.817229515	0	0	0	230.941528555644	331296.873710617	0	0	2236121.55028607	0	19210.7822292364	0	132574.649177312	0	0	0	0	0	0	0	0	76170.4376953068	0	0	0	55135.8095482463	14923.5600068188	0	0	60901.05755342	0	1388.01780239597	594.526396589402	4092.99447532465	1041.01335179698	1191.42142424091	17.7647329658188	0	53992.9450607786	0	230264.100071881	0	66.3216697390568	42.6353591179651
GBM-BM-346	141327.430168848	0	291822.958575123	100094.904878434	1303603.11889457	0	202878.055605269	33486.6781186879	0	503255.248448879	8625007.20352419	0	0	4646416.10350635	0	900044.162357279	43849.0208047823	266192.14480701	37503.102372615	44915.7091040586	3940557.04517339	0	0	3617363.24610759	715543.758975417	37802.8593236821	226115.597120446	222520.108159507	102756.045045089	0	0	0	0	212607.400900014	0	1293.10046444414	411.368581783711	7793.6807277472	956.671120427234	0	0	961.45447602937	0	8149.24349417265	40044.6586492166	0	0	0	1830.43074375077	0	185621.303044629	7082360.67176847	305227.515424176	12908.6823182981	642.564102553625	0	3643426.15633176	4096.14684729594	6307.65158735023	4800.89457267734	2728928.2877967	419227.63503802	72362.603549116	611883.659721524	76635.734553691	1275.56149390298	556.463701715174	11127.6795824361	0	30986.5775906381	3563.59992359145	3066.13094096928	1026.8270025919	44901.3590372522	45325.483233975	5169.21295404182	0	107305.016222721	0	1718.81911303426	7015522.84393982	708489.903914134	81581.7242462998	143052.627089352	5218.64096193056	30637.3926316822	0	3061.34758536715	5735.24336696127	11098.9794488233	61796.1710239972	13069.7219569034	91596.4764253055	0	0	0	11269.5857986328	1066.68829927637	14313.3944134588	20769.3300244752	2641544.353205	66326.0087792201	0	6948.62123803648	0	0	0	0	10907.6452247378	10469.1709612087	1897.39772218068	40119.5978869834	13393.3956859813	750.986829535379	7693.23026010234	0	0	3416.9103517926	7573.64637004893	218962.886043385	0	0	0	0	1761.86931345349	5727.27110762437	8305.49977717577	30643.7704391517	554.869249847796	0	0	0	0	31407.5128836261	258.301202515353	0	0	0	1038273.57254781	10355.9648786248	0	25868.3870963524	249048.598328954	0	0	0	293903.718262053	1983.49812301913	154355.696377199	14389.928103093	8125.32671616197	542.113634908766	102837.362090326	0	695.181014177123	8463.35051204626	916.809823742766	29042.9407643034	5964.8444358638	0	8664.25144733598	3844.2234522501	8547.85646101733	640.969650686247	0	0	67268.329832841	2932.19698410947	290851.93738789	0	11456.1366671161	89966.9466168444	8236.93834687848	0	29050.9130236403	42480.9811025713	24640.6591584708	5392.43621547484	0	0	0	0	0	0	0	67930.0273578031	0	115693.427497	8233.74944314373	2991.19170320248	0	15742.0232866301	79312.8192390198	0	0	0	0	5044.84570838628	24586.4477949799	554.869249847796	71.7503340320425	282120.718962124	685303.384858712	0	0	28049.5972509265	0
GBM-BM-428	89792.0083672676	0	59129.7737071277	0	298981.554466721	0	646985.598098056	0	296908.786387633	0	9396873.76529088	371835.79622693	0	465491.383329851	0	854112.53674626	0	353607.62988436	0	232172.88627052	1336320.69302768	1694543.78810775	7210888.35035332	975161.176502229	0	0	613501.249055726	673695.348528954	563975.808813099	0	0	345192.089876983	7181.02372497852	639509.916165756	0	0	0	15535.5999653232	12042.8841457811	0	0	0	0	0	4394.47154022385	369930.67850718	0	0	0	0	127505.718747443	231761.380843054	270211.736741533	275599.409652987	5961.74838433837	0	7058511.95481378	126621.744125479	8595.89115151302	0	699356.01413551	33913.6355685137	618401.211830923	536011.220844125	2158262.14187976	1094.80764961646	14250.2805437317	2827.19469610933	947.478545955779	0	0	57610.7598452468	3965.18501404014	0	36817.034973413	0	938262.856506107	0	0	3269.18200709139	6692871.60141148	512601.134303834	605682.645933871	412704.381551012	23125.5889608081	60110.2742935591	0	4887.26199039925	0	0	0	50432.276277228	99081.3623687697	0	0	71985.5080800022	213.373184612025	5722.97363012968	0	1483.45166444551	0	59381.2492461347	0	144626.376655598	16678.6705971733	4435.11405157852	262763.99653579	0	14463.6537283437	73682.3329290597	4051.55035066881	125415.169569637	75148.0034947876	0	33794.2481914093	0	17483.9003533877	35983.8634906423	72653.5693603946	859464.647460278	1473.29103660684	0	0	329582.825359829	0	10198.7301930629	0	0	0	392581.25811653	18177.3632033768	0	0	2402.98848384495	8451.102204812	0	0	149902.282660827	0	5156.51862812394	129537.844315177	39070.1541966376	412480.847738561	0	0	0	1118476.83216664	0	0	105457.156337534	403.884956587048	0	0	0	0	36387.7484472293	0	47922.601201077	0	46731.2675869932	670.601437352079	5357.19102793763	17854.7632694991	0	5291.14694698629	32653.7177165189	8179.30541012763	0	198607.252205481	0	0	35110.0494965168	8166.6046253293	105731.493289178	75112.4412973522	62221.1447270424	1282.77926463182	934.777761157444	14412.8505891504	10749.9442533106	1866382.86627226	0	0	0	98906.0915385527	0	1054.16513826179	796250.301362006	1398358.94645363	41777.9615156426	25142.4735867836	23120.5086468887	150509.380174187	0	28233.8446066983	0	0	0	0	0	0	326184.095347795	0	850988.143685869	44610.2365256713	0	0
GBM-01-2020-44	0	0	0	89423.4900434785	27177.7971172001	0	93010.4375251334	12227.637167215	0	0	3150637.11882521	3714296.56781515	0	344086.089331114	267317.112849361	115549.511155314	0	121410.761205502	0	187797.155158538	0	0	1703737.20809466	2086101.06656802	0	11207.8768914387	0	225926.70333047	1054632.51990453	4685472.38105726	0	0	0	146549.03777115	9795.62748626483	0	0	1221.34079540646	0	0	0	26.086890775672	0	0	11434.358534082	4317.38042337371	0	0	0	0	111880.745698044	271583.505258946	95922.6831499084	66355.5639912093	0	0	512259.973787533	154.149809128971	19923.2699460382	1163.23817504246	6653357.14477204	14755.6940369301	1471303.01128342	92902.5326587431	127770.033715954	1969.56025356323	4273.50701616008	1641.10258334227	0	1638.73104781721	0	75482.4184594069	1453.75127686245	33494.3819882003	0	2965.60517408889	0	196199.505523829	0	0	1044659.02725388	75438.5450521933	1234000.05203924	331393.631200987	23308.6369080629	201363.52412965	12463.6049519586	2187.74152186886	3916.59091963839	12110.2461587245	8484.16834090605	47044.1502106368	53806.5837603485	159437.147582095	246062.225706001	69763.4605407221	1856.91231612283	11634.7532859497	91732.1798771255	0	0	5018.16917102927	0	0	0	1242.68461513201	0	0	0	74397.4409566914	431.619465561118	62648.8539655388	75496.6476725573	0	46188.0258860898	0	0	26212.5821585002	968.772261987455	134301.242551972	10024.4806644332	1214.22618883128	26210.2106229752	2992.8778326271	0	16381.3816393595	2210.27110935694	20038.2894190037	0	4553.34820811729	3417.38269161303	19454.8916798386	0	53666.6631643699	0	59507.7551625954	152.96404136644	35942.9924178259	0	7400.37660595313	39529.9398994808	4349.39615296204	65044.1048458505	3677.06583160722	6652.15714779636	0	24397.171714066	0	0	5507.89125695438	159154.934854612	1354.14678480988	176899.949420882	9806.29939612761	0	0	1588.92880179093	10221.3181130133	7254.52717116187	0	0	32.0157295883247	1690.90482936856	58145.3080034478	84493.0676868765	0	0	0	30733.9146370292	4079.04110310507	719925.853575032	473086.949984574	19393.2317561871	1584.18573074081	14881.3854197583	56918.0383692287	123392.179136691	0	0	0	50932.2827039745	0	0	1803.55276680896	22616.1485347451	0	0	21387.6931327634	42424.3990078178	0	5504.33395366679	11204.3195881511	54512.1155790542	0	2490.11230131414	652.1722693918	0	0	0	726.875638431224	0	234080.04246563	0	12907.082095145	0	830.037433771381	0
GBM-BM-405	627444.043676109	3605.03028074846	2315720.23010882	0	125799.354414837	0	65965.3031446617	1559.47939111029	0	0	503127.207331783	0	303261.358130153	354726.878434006	8972.06974366049	350086.245821672	0	446244.690216557	2470.86345085007	65195.6899386592	270324.613310461	0	680205.754642704	918870.911015715	46688.5176322101	48384.3670826296	302052.930376868	4030626.38366783	1242860.51816087	0	153.922641200496	24078.0917590214	1851.12229022702	111954.417898434	0	0	1890.27804983065	165819.241126966	6054.29055388618	6090.74591627577	0	0	6435.04656106635	1558.12919250327	516237.635805965	0	242118.964409773	25344.578052408	0	2576.17894219777	2439.80888288856	129744.634744555	20459.5594922028	13688.313477988	0	20983.4365517273	1829914.72070652	22298.5299949666	5452.10197515441	0	577713.528582279	409285.703746547	0	199903.654762627	595275.561863813	0	1483.86826911706	16803.2216643875	1876.77606376043	0	642.694536942422	19344.2954428027	40.5059582106568	0	0	0	5978.67943189295	0	0	6899.51488188188	50972.6978122906	373321.813649912	43736.9834772602	84893.7374165016	1544.62720643305	63218.9991779791	0	0	3499.71478940075	103.965292740686	50594.6422023244	12205.7954074779	8064.73627974178	196875.159287077	0	55052.9980027107	0	2229.17790019315	0	0	0	4339.53832296837	51915.1364399918	661.597317440728	52576.7337574326	0	204391.714932367	0	64185.7413806068	85504.0271868755	2694.9964196157	268087.334218625	21106.3046249663	0	22765.6987129962	68649.4979754212	6686.18350197242	0	82994.0079764218	614.340366194962	0	0	0	1093762.13658326	5763.99785337647	0	0	0	0	315749.345046498	30041.9190062372	0	0	569077.658291767	0	413.1607737487	151.222243986452	0	125436.150989548	121889.179248902	17896.8825360752	7671.8284850984	778281.48105956	0	0	0	2264551.75349851	0	0	97408.7283049876	0	0	1944.28599411153	0	0	58278.622474886	0	712884.611528455	56716.4426865617	0	3351.19294262834	66370.3627267682	419.911766783809	0	15566.4397403554	0	538642.831490887	0	26208.705160902	0	0	0	0	56523.3642857576	281799.95127154	479.320505492772	0	418.561568176787	7060.18851611749	117383.566497269	649.445529977531	255088.972228825	0	2735.50237782636	0	261249.928472666	25285.169313699	9755.18493573319	1500127.36074282	263664.083582022	0	83331.5576281773	714078.187097062	0	2927.23058002347	0	0	0	15467.8752420428	0	731.807645005867	396250.886394357	0	6360807.24085786	98.5644983125983	806.068568392071	318.646871257167
GBM-BM-332	8151.41705000181	571933.27266628	321861.099694924	222493.469745258	930800.568361449	106320.309198197	745696.117333681	0	0	20401.7440018072	2373040.68627237	0	0	2424540.00898201	1427240.427808	982470.034500977	0	21279.5294241746	2149.99425037998	48846.6319618704	429484.552890204	6275.97242511999	26979.3343253618	1931433.41400278	0	3874.6299260445	1036.32816385222	0	0	0	98980.9403362886	3218498.85696136	18410.2924929121	4992.16290870604	0	0	0	20997.2460064088	0	0	0	8654.11354739281	12880.631021611	46978.9211292562	0	0	0	0	0	1782.63911767117	50029.9021788062	0	0	3112.85138769044	0	0	91359.2880566142	0	0	0	30396247.4898434	281220.021328929	667190.392025741	303060.250692501	13828.0205743864	0	0	5154.57254632467	2405.20939520926	0	0	6480.91792021017	0	0	0	0	306625.528927843	9763.9127377868	0	0	2983700.92371843	0	1330471.35206023	7637.11986420947	3890.09751057961	60037.4293730209	0	0	0	0	0	0	31406.9303985364	0	0	0	0	0	201774.640260481	0	0	20158.1295453792	0	0	0	0	0	0	986.058514113122	212930.635606428	0	1387098.17904326	63366.8269442029	14991.9563106532	28982.3865226582	0	0	0	20030.5219729646	3624913.50751746	16105.622397181	0	0	0	4713.7463870741	42551.3250560815	13599.8737024935	203027.514607825	2211.86458852041	0	0	0	0	207923.005113187	0	0	839.116461029598	0	0	0	0	0	0	0	0	8708.25009326569	0	0	409256.819214417	0	625830.070978863	119889.247731621	447206.537871304	0	0	172931.461998639	0	53432.7707765299	772698.653035845	0	0	164926.987001721	90145.0826706082	58378.5309316306	56526.2876835514	0	141497.463327166	0	123864.416957143	181786.654144988	0	0	816379.111762989	0	1678.2329220592	18317.4869857014	0	4934.15946669939	0	0	0	0	0	0	0	1485510.68564789	2981.37691914203	0	0	0	0	1191.0040092033	4644.14225666612	815.915084226936	0	5723.00627798988	15939.3458634286	0	1171.66952853442	0	0	17129448.8858327	9159149.51694475	0	47354.0100542325	25127.0910772826	0
GBM-BM-362	51653.6013036139	0	0	0	271491.333217602	0	134286.734001369	0	0	0	437361.664625336	1878259.26766413	2565880.5962017	0	0	187575.602764109	0	758918.989755451	0	26239.9365290032	57412.4830986482	396841.583738335	0	370311.528720226	0	0	0	747226.082765389	748098.821136106	65140.2388289869	1314.76695165414	0	0	205345.509153276	0	14927.1026314444	11962.7708002569	57343.9746258615	7588.35588136406	0	0	8547.47450037774	0	26075.5161943152	175257.183631212	52182.6058586972	7723.58564938649	0	0	0	64093.5485099763	0	0	451707.934552719	162.037431286782	189113.171183783	550918.330487303	320.500507471649	0	0	0	0	0	0	607375.26932204	0	892.993049628257	2488.34687678267	338.372282981221	365.179946245578	0	14380.2263008516	0	1725.22206252397	19711.3769353567	0	0	0	0	869.759741465814	8443.81820242222	20908.785894498	0	283748.392587916	53556.349669533	516667.66844906	0	0	0	0	0	230444.630678918	15631.8463123719	49945.6552907492	0	0	99332.5197338991	1633.48028157484	0	1336.80880811595	0	0	0	0	1142.60218091194	0	241607.341662197	63010.5189140963	0	11894.8580533205	0	49071.7254683311	24789.9398093266	0	13071.4166077006	8977.58856430809	1418.42324960966	0	51782.2780872828	0	0	0	0	135274.447461198	0	0	0	0	0	169.781867340929	7733.11726299159	57589.4136761929	0	364581.837491858	0	1067520.46909283	0	92775.9610252876	0	48927.5598125539	39852.8679346438	23828.4382869117	1889063.94741137	142386.818388158	22122.8751774483	0	14153.8504777303	0	0	4547.77114133563	0	0	38758.5195476077	0	0	0	0	0	36187.962503481	14831.1907695431	0	0	0	0	0	0	0	0	37335.9262170459	0	0	0	0	28550.7571023908	2527.66478290373	8990.09880716479	0	0	1318.93703260638	0	554035.168136172	177696.680988268	0	0	0	0	0	0	88764.3431492392	14426.0971913261	0	6730.51065690463	0	27.4033891146763	1410.67881355551	5818.45438006617	0	0	225.78009727092	440.241403385778	6481.49725147127	100004.498493059	0	6517.83652834073	24865.5969923172	6665.57653921986	248.417679583044
