"","Gene","Subset","Contrast","log2FC","Pr(>|t|)","FDR"
"High...Low.7719","ELP2","Glioma","High - Low",0.775954626620671,0.0106429899492027,0.0321739729851636
"High...Low.7720","PCMTD2","Glioma","High - Low",1.12477652052757,0.000161072585472557,0.00259189343123899
"High...Low.7721","TTC17","Glioma","High - Low",0.573415904493187,0.00103049796842967,0.00740242398890859
"High...Low.7722","IFT122","Glioma","High - Low",0.392911302302872,0.264238110840978,0.357289162183166
"High...Low.7723","ASXL2","Glioma","High - Low",1.08574179922736,0.00050731299024171,0.00488437962810658
"High...Low.7724","TYW1","Glioma","High - Low",1.35016707947603,0.0204602919463128,0.0505866810319146
"High...Low.7725","TMEM39A","Glioma","High - Low",1.00221693514361,0.0105608897391039,0.0320176638675218
"High...Low.7726","WDR41","Glioma","High - Low",1.69477705764713,0.00266638115298237,0.0131550847087985
"High...Low.7727","ADI1","Glioma","High - Low",0.277014101623425,0.196821009282439,0.282553919037853
"High...Low.7728","MRGBP","Glioma","High - Low",0.964351855363619,0.023709455230279,0.0563126440749633
"High...Low.7729","THNSL2","Glioma","High - Low",0.0373740652498921,0.945752591648763,0.961167683564802
"High...Low.7730","TRAPPC14","Glioma","High - Low",1.96013554634417,2.35252812657377e-05,0.00103023422372431
"High...Low.7731","ECHDC2","Glioma","High - Low",0.845485260381856,0.204436724625784,0.291188346812794
"High...Low.7732","GBP3","Glioma","High - Low",0.431423507100831,0.556481646603972,0.643803735698216
"High...Low.7733","IMP3","Glioma","High - Low",1.5738269517223,0.000709995537996525,0.00596706134436874
"High...Low.7734","TMEM100","Glioma","High - Low",0.956050684032788,0.212259212679066,0.299689684151357
"High...Low.7735","ARHGAP12","Glioma","High - Low",0.878279391311946,0.0562639810818616,0.107221738944243
"High...Low.7736","VPS53","Glioma","High - Low",0.470837823266116,0.00656229062404873,0.0233179466570676
"High...Low.7737","PGM2","Glioma","High - Low",0.78853887733607,0.00794342072243058,0.0265630679217486
"High...Low.7738","QRSL1","Glioma","High - Low",0.827851060097014,0.00427505669594357,0.0175282795021475
"High...Low.7739","CWF19L1","Glioma","High - Low",0.47866305001534,0.0443756231645097,0.0891899569576658
"High...Low.7740","TMEM140","Glioma","High - Low",-0.339262753023647,0.45739903778152,0.551744173257598
"High...Low.7741","LRRC36","Glioma","High - Low",-0.428504233166159,0.205753371955996,0.292649864478798
"High...Low.7742","RBM41","Glioma","High - Low",1.46986057296983,0.0087640134319662,0.02826502263009
"High...Low.7743","EXOC2","Glioma","High - Low",1.02279070074959,0.0467711337639684,0.0928051561608429
"High...Low.7744","BRF2","Glioma","High - Low",0.354542611769327,0.431645731189854,0.52670162844185
"High...Low.7745","PBRM1","Glioma","High - Low",0.956197120027084,0.000508361918923726,0.00489088241468572
"High...Low.7746","FBXW7","Glioma","High - Low",0.513775936634426,0.174074865951925,0.256826624763324
"High...Low.7747","KLHL26","Glioma","High - Low",0.161617508832864,0.654737161758922,0.729007516672732
"High...Low.7748","TBC1D19","Glioma","High - Low",1.30490930896275,0.0251952030688923,0.058796291032628
"High...Low.7749","CCDC91","Glioma","High - Low",-0.391636303191907,0.208067155606649,0.29513934953022
"High...Low.7750","BRIX1","Glioma","High - Low",1.46163785964637,2.94676165235079e-05,0.00112492411299945
"High...Low.7751","SAYSD1","Glioma","High - Low",1.49284293518435,0.00427428049812157,0.0175282795021475
"High...Low.7752","PI4K2B","Glioma","High - Low",0.589336457060359,0.299665361725262,0.395466463054886
"High...Low.7753","GIMAP4","Glioma","High - Low",1.75594997977409,0.0174399681141849,0.0451896447688047
"High...Low.7754","SPTLC3","Glioma","High - Low",0.103217107636213,0.860693927618772,0.898360007033894
"High...Low.7755","MBD5","Glioma","High - Low",1.03119948296004,0.0179627311673909,0.0460822887746504
"High...Low.7756","SHTN1","Glioma","High - Low",-1.01682307186346,0.0461305966494239,0.0918124384446811
"High...Low.7757","DDX19A","Glioma","High - Low",1.09139757717875,0.00110199867477819,0.00772123677796392
"High...Low.7758","RFK","Glioma","High - Low",0.750927876489829,0.0410554628831784,0.08426022429347
"High...Low.7759","TMEM144","Glioma","High - Low",-2.52101225657951,0.0161655011470297,0.0427821101246814
"High...Low.7760","RIOK2","Glioma","High - Low",0.379045894699679,0.153593447105846,0.232988020899438
"High...Low.7761","RSAD1","Glioma","High - Low",1.36450333067547,0.000187167435265887,0.00276923208742545
"High...Low.7762","AP5S1","Glioma","High - Low",1.07615625023441,0.0161936353331384,0.0428122194135998
"High...Low.7763","FGD6","Glioma","High - Low",-0.291159359797031,0.609023764882315,0.687758273166798
"High...Low.7764","MIS18BP1","Glioma","High - Low",-0.264846171311661,0.672149425683742,0.744498420693265
"High...Low.7765","C5orf22","Glioma","High - Low",1.68107908581844,0.000238050348900923,0.00317416626121048
"High...Low.7766","LARP6","Glioma","High - Low",0.268539231436431,0.683135895793868,0.753521006293466
"High...Low.7767","ABCF3","Glioma","High - Low",0.798551237679779,0.00268279626511747,0.0131814387600181
"High...Low.7768","UFSP2","Glioma","High - Low",0.497365632791308,0.0621475787203052,0.115637893220617
"High...Low.7769","TXLNG","Glioma","High - Low",1.58171306514014,0.00182913975352378,0.010344939349684
"High...Low.7770","AGPAT5","Glioma","High - Low",1.29094737441463,0.00014087311423686,0.00244115931124528
"High...Low.7771","RSBN1","Glioma","High - Low",0.457503309653595,0.109335556742937,0.178330814647736
"High...Low.7772","MNS1","Glioma","High - Low",0.704745715497965,0.214126962197345,0.302066197264817
"High...Low.7773","BLOC1S4","Glioma","High - Low",1.81816719293727,2.59979440311588e-05,0.00107907500745991
"High...Low.7774","ACER3","Glioma","High - Low",0.197525392712579,0.595007737461139,0.676363513700508
"High...Low.7775","CSGALNACT1","Glioma","High - Low",-0.245731854683193,0.5925126504805,0.674522747817046
"High...Low.7776","SYNJ2BP","Glioma","High - Low",1.96234309849305,4.25404556195894e-05,0.00131935913442052
"High...Low.7777","TMEM106B","Glioma","High - Low",0.690846113200993,0.00987853879398846,0.0307243674509465
"High...Low.7778","SLC39A9","Glioma","High - Low",1.26503951789846,0.00172442861590975,0.0100059400396051
"High...Low.7779","FBXL8","Glioma","High - Low",0.567958464782131,0.232085750429345,0.322516375900341
"High...Low.7780","MINDY1","Glioma","High - Low",1.0310449010946,0.0884951313732338,0.151491077291296
"High...Low.7781","DDX28","Glioma","High - Low",1.54743774195898,0.00110134120375745,0.00772123677796392
"High...Low.7782","LSG1","Glioma","High - Low",1.67496143510578,0.000112794698472664,0.00218940213095393
"High...Low.7783","SLC35C1","Glioma","High - Low",0.582854347890464,0.257689832691611,0.350565264339113
"High...Low.7784","ZGRF1","Glioma","High - Low",1.13639169688279,0.00402938764077867,0.0169324216689621
"High...Low.7785","TCP11L1","Glioma","High - Low",0.148822535476011,0.558091786391207,0.644663373180477
"High...Low.7786","METTL2B","Glioma","High - Low",1.07938501862335,1.06293225873004e-05,0.000669136297875533
"High...Low.7787","CHDH","Glioma","High - Low",1.00624969084588,0.0867716223998041,0.14920389017768
"High...Low.7788","CACNA2D3","Glioma","High - Low",-0.0973094345235408,0.900931308169724,0.928588991591181
"High...Low.7789","SCN3B","Glioma","High - Low",-0.0744034553654418,0.911844647819894,0.936887462221727
"High...Low.7790","ADAP2","Glioma","High - Low",0.0992255551865485,0.743373856573685,0.804175254294104
"High...Low.7791","COPRS","Glioma","High - Low",0.481385094078688,0.0262559335833025,0.0606777558232838
"High...Low.7792","LAPTM4B","Glioma","High - Low",1.42215383923565,0.000691279365827128,0.00587506828809896
"High...Low.7793","HJURP","Glioma","High - Low",0.0281216916514065,0.959113787632023,0.971351446380835
"High...Low.7794","CHST11","Glioma","High - Low",1.24297417730189,0.00417291535388347,0.0172802509942284
"High...Low.7795","FOXJ2","Glioma","High - Low",1.40975775233865,0.0203633342662203,0.0504289924742584
"High...Low.7796","SOX18","Glioma","High - Low",1.01332141546613,0.0736130779187792,0.131458526164765
"High...Low.7797","TBC1D2","Glioma","High - Low",-0.128913513290479,0.794506648845673,0.845450634700142
"High...Low.7798","STYK1","Glioma","High - Low",-0.254760960482666,0.420363733068328,0.515909899784111
"High...Low.7799","PI4K2A","Glioma","High - Low",0.566675300870272,0.215107821991578,0.303155938129127
"High...Low.7800","TMEM63B","Glioma","High - Low",0.864280741088845,0.00305329432650421,0.014214180943453
"High...Low.7801","RRN3","Glioma","High - Low",1.90045689435964,0.000305968333963031,0.00367785998579275
"High...Low.7802","UTP6","Glioma","High - Low",0.944875157091355,8.69163990837814e-05,0.00188066544604195
"High...Low.7803","BDP1","Glioma","High - Low",0.809540581564605,0.00561624951443381,0.0210232050148646
"High...Low.7804","TSNAXIP1","Glioma","High - Low",0.900957756828052,0.0499096893533952,0.0976470614752685
"High...Low.7805","DOK5","Glioma","High - Low",2.42648497902762,0.00112541743193613,0.00779281642187819
"High...Low.7806","KDM3A","Glioma","High - Low",0.715347692980133,0.00852550298605958,0.0277693870894189
"High...Low.7807","RNF130","Glioma","High - Low",0.288179310769196,0.139498598733547,0.216037214880788
"High...Low.7808","IMPACT","Glioma","High - Low",0.655154975907134,0.204200786959698,0.290978899167513
"High...Low.7809","PAG1","Glioma","High - Low",1.16196443931128,0.0154609055037656,0.0414167546371333
"High...Low.7810","PECR","Glioma","High - Low",1.50276096157351,0.0124344671787822,0.035572845365736
"High...Low.7811","EMC3","Glioma","High - Low",0.570878574109702,0.00702314568702358,0.0244058040408404
"High...Low.7812","CAND1","Glioma","High - Low",0.964842861253625,6.62788663672356e-07,0.000173548233318994
"High...Low.7813","CENPJ","Glioma","High - Low",0.280866166175447,0.604666914234721,0.684727888522826
"High...Low.7814","EAPP","Glioma","High - Low",0.623418359127784,0.00196784479244602,0.010790184134124
"High...Low.7815","CENPN","Glioma","High - Low",1.28144939076007,0.0324106658386643,0.0710744026949374
"High...Low.7816","EAF2","Glioma","High - Low",-0.167854458460198,0.615057379540825,0.693158976297521
"High...Low.7817","PRR13","Glioma","High - Low",0.518471824937676,0.00814418181815435,0.0270111237910114
"High...Low.7818","ARHGAP15","Glioma","High - Low",0.55927422238744,0.299875351266476,0.395703703465005
"High...Low.7819","BRK1","Glioma","High - Low",0.60774140148473,0.00204490604734757,0.0110416493954512
"High...Low.7820","ITFG2","Glioma","High - Low",0.214034872539473,0.287768185769841,0.382697199316504
"High...Low.7821","CISD1","Glioma","High - Low",1.29334403209866,0.0276098336022467,0.0629173618496028
"High...Low.7822","PLGRKT","Glioma","High - Low",1.15904123949268,0.00438199473220954,0.0177750430680148
"High...Low.7823","USE1","Glioma","High - Low",0.504503560732555,0.0678600451052323,0.123582674632533
"High...Low.7824","TEX2","Glioma","High - Low",0.393222834815392,0.12674803721995,0.200450887101493
"High...Low.7825","ZC3H15","Glioma","High - Low",1.03387912852761,0.00539142959198828,0.0204840531130605
"High...Low.7826","ACOT13","Glioma","High - Low",1.00750422750026,0.00728168466957673,0.0250692276777846
"High...Low.7827","TMEM165","Glioma","High - Low",0.20147628062188,0.502615073004441,0.594780096332594
"High...Low.7828","ACTR10","Glioma","High - Low",0.249511715304695,0.081296667478869,0.141781907827426
"High...Low.7829","TMEM126B","Glioma","High - Low",0.335866729793238,0.026658081724128,0.0613463834966138
"High...Low.7830","ASAP1","Glioma","High - Low",1.1347379480971,0.000185431886804529,0.00276814738027664
"High...Low.7831","HDAC8","Glioma","High - Low",1.1717732391524,0.000108854809322795,0.00215308893243607
"High...Low.7832","TMEM176A","Glioma","High - Low",0.856937340881011,0.151982704677546,0.231066189486396
"High...Low.7833","ASH1L","Glioma","High - Low",0.66189717038978,0.000556534979217572,0.00516581864961144
"High...Low.7834","LGR4","Glioma","High - Low",1.48989669123206,0.0263709327293503,0.060835270112423
"High...Low.7835","PBK","Glioma","High - Low",0.988186891393489,0.0400213377584826,0.0825779068089459
"High...Low.7836","TMCO6","Glioma","High - Low",1.58567004829826,0.00092316599647278,0.00692718370075334
"High...Low.7837","LRRC59","Glioma","High - Low",1.58401259548791,4.50946128418122e-06,0.000432151687690421
"High...Low.7838","MCM10","Glioma","High - Low",0.273089353526746,0.37690947506214,0.473678152074447
"High...Low.7839","LRP1B","Glioma","High - Low",0.678627412205443,0.240596717812062,0.332067614478205
"High...Low.7840","USP49","Glioma","High - Low",1.19240969663913,0.0159227415502292,0.042342075113465
"High...Low.7841","YOD1","Glioma","High - Low",1.48953948960908,0.00762746454410319,0.0258673972391834
"High...Low.7842","CAMK2N1","Glioma","High - Low",-0.422929446018739,0.350071570412917,0.446811301587556
"High...Low.7843","CSGALNACT2","Glioma","High - Low",0.0426640148729212,0.830833634691915,0.874161158108151
"High...Low.7844","SLC16A10","Glioma","High - Low",-0.0255473742147927,0.969298863149319,0.979018768441622
"High...Low.7845","CHST12","Glioma","High - Low",0.319958100096331,0.115239157512847,0.185944735486534
"High...Low.7846","HES6","Glioma","High - Low",1.26242196577885,0.127008337660248,0.200705668998708
"High...Low.7847","NOP10","Glioma","High - Low",1.22879149628574,0.000298773438147014,0.00364001853543131
"High...Low.7848","MACROH2A2","Glioma","High - Low",0.334340560566192,0.581728115009424,0.665078838551768
"High...Low.7849","MARK1","Glioma","High - Low",1.3054727623564,0.00357809450807335,0.0157565957330607
"High...Low.7850","ZKSCAN7","Glioma","High - Low",1.79854834200354,0.00608329142519964,0.0221940980556044
"High...Low.7851","SLC35E3","Glioma","High - Low",1.91407168368067,0.0113944534187386,0.0335958056890257
"High...Low.7852","KCNJ16","Glioma","High - Low",-0.229628171306207,0.821439858226151,0.867204184762818
"High...Low.7853","ZNF395","Glioma","High - Low",0.411196614411976,0.177612269245494,0.260752893093452
"High...Low.7854","PXMP2","Glioma","High - Low",1.42869224905169,0.000556818308788638,0.00516581864961144
"High...Low.7855","BATF3","Glioma","High - Low",1.14261094294111,0.0736203889083718,0.131458526164765
"High...Low.7856","SMPD3","Glioma","High - Low",0.546445242972271,0.364082684587611,0.461366367172184
"High...Low.7857","VPS33B","Glioma","High - Low",0.441082586496163,0.334545364982297,0.430265888329064
"High...Low.7858","UNC45A","Glioma","High - Low",1.47577892386116,2.71682563548569e-05,0.00110822787760279
"High...Low.7859","THSD1","Glioma","High - Low",1.15326652607049,0.0615891654860024,0.114762083934597
"High...Low.7860","KMT2E","Glioma","High - Low",0.948454808539842,0.000134821872012445,0.00239836407046768
"High...Low.7861","RNF114","Glioma","High - Low",2.16254962397363,0.000318665646120228,0.00375234529703082
"High...Low.7862","ZC4H2","Glioma","High - Low",0.658478283713901,0.130620377963879,0.205274031332097
"High...Low.7863","ANLN","Glioma","High - Low",-0.352630597764264,0.569418677394904,0.654549044140889
"High...Low.7864","CMAS","Glioma","High - Low",0.113709641587148,0.374838880352481,0.471845827661544
"High...Low.7865","BIN3","Glioma","High - Low",1.24677750424844,0.0190094698050212,0.0479595371150188
"High...Low.7866","FAM114A2","Glioma","High - Low",0.212513373303515,0.421346182432363,0.516921850723261
"High...Low.7867","FBXO11","Glioma","High - Low",0.986760529168888,0.0003493358110101,0.0039810296861325
"High...Low.7868","ERBIN","Glioma","High - Low",0.747028040627095,0.0295712049039955,0.0662002662015587
"High...Low.7869","ELAC1","Glioma","High - Low",0.465838666602407,0.163760052378451,0.244724278229107
"High...Low.7870","LANCL2","Glioma","High - Low",1.8066193968623,0.00274557946868991,0.0133357753763832
"High...Low.7871","PRDM5","Glioma","High - Low",0.27245957413557,0.407295518715568,0.503362673153529
"High...Low.7872","ADARB2","Glioma","High - Low",-0.438825106003119,0.477013392742215,0.571194637820444
"High...Low.7873","DHTKD1","Glioma","High - Low",0.745171937888487,0.0635965611599608,0.117603504196736
"High...Low.7874","FEM1A","Glioma","High - Low",1.18628107545617,1.16976159696888e-05,0.000705846006945186
"High...Low.7875","PIP4P2","Glioma","High - Low",0.777770246023105,0.0186910975854547,0.047320423778798
"High...Low.7876","SVOP","Glioma","High - Low",0.534970567260443,0.25705112113458,0.349950860899999
"High...Low.7877","ELMOD1","Glioma","High - Low",0.310669728740557,0.574583345338623,0.659212680615432
"High...Low.7878","COG1","Glioma","High - Low",0.976457022662993,0.00108664046904458,0.00766207339885285
"High...Low.7879","RCC2","Glioma","High - Low",0.806770461217868,0.010750771282255,0.0323648289503584
"High...Low.7880","MAML3","Glioma","High - Low",-0.00404292640044593,0.991054673641883,0.994736460520363
"High...Low.7881","IL17RB","Glioma","High - Low",1.60433861235556,0.0130092484989669,0.0366250483434687
"High...Low.7882","MYO5C","Glioma","High - Low",0.91969528275575,0.0106962719599749,0.0322860730852724
"High...Low.7883","RC3H2","Glioma","High - Low",1.31691427069677,0.00995089172324049,0.0308705549841386
"High...Low.7884","SULF2","Glioma","High - Low",0.66255470081491,0.143920663981001,0.221392995085436
"High...Low.7885","NDUFA12","Glioma","High - Low",0.927005514503273,0.00163898331009232,0.00970639867134728
"High...Low.7886","GNG12","Glioma","High - Low",0.0905954132519573,0.88881015212634,0.919497521683045
"High...Low.7887","SLC25A40","Glioma","High - Low",1.8793215507831,0.00064375619262255,0.00563652287591458
"High...Low.7888","KLHL9","Glioma","High - Low",0.71502659654011,0.229548702225897,0.319518518863176
"High...Low.7889","DNAH7","Glioma","High - Low",0.166643499217391,0.73860986989867,0.800410298473325
"High...Low.7890","CLN8","Glioma","High - Low",0.451629793102231,0.246022850241715,0.337569234105105
"High...Low.7891","HMX1","Glioma","High - Low",-0.00094979898594677,0.997407755234773,0.998498138259168
"High...Low.7892","MIS18A","Glioma","High - Low",1.10170428171983,0.0373219561806295,0.078555488543508
"High...Low.7893","NANS","Glioma","High - Low",0.839680408260588,0.0283099489888426,0.064100029752707
"High...Low.7894","ERRFI1","Glioma","High - Low",0.930431593799205,0.188069323905767,0.272590184549714
"High...Low.7895","HOXA10","Glioma","High - Low",0.283650504252573,0.46692807212379,0.560999926080537
"High...Low.7896","SH3BP1","Glioma","High - Low",0.456575774452863,0.251587071396161,0.343619600799138
"High...Low.7897","SLC37A1","Glioma","High - Low",0.93001247345895,0.115821548040422,0.186746379761272
"High...Low.7898","TREM2","Glioma","High - Low",0.423822511581431,0.301611609291538,0.397394084530428
"High...Low.7899","SNTG1","Glioma","High - Low",0.859168478939539,0.129443927644224,0.203841105059948
"High...Low.7900","GPR27","Glioma","High - Low",0.322849624584081,0.644025668118022,0.719331434287254
"High...Low.7901","TERF2IP","Glioma","High - Low",0.518083891766524,0.0377270071884187,0.0791528432887015
"High...Low.7902","SLC38A2","Glioma","High - Low",0.867946061144147,0.00165926341302118,0.00979548923809707
"High...Low.7903","WNK1","Glioma","High - Low",0.257422920028644,0.190166649104384,0.275076469751276
"High...Low.7904","TAS2R5","Glioma","High - Low",1.18449396766061,0.00467634631090601,0.0185946184618898
"High...Low.7905","DNAJC10","Glioma","High - Low",1.11757013347553,0.00216700338720216,0.0114784556440231
"High...Low.7906","YIPF1","Glioma","High - Low",1.19818795291442,0.0220504343308473,0.0533398091867936
"High...Low.7907","SSH1","Glioma","High - Low",0.662544831605124,0.147161294809225,0.225477415660192
"High...Low.7908","SH3TC1","Glioma","High - Low",-0.180439454556577,0.676324094375151,0.747576202241114
"High...Low.7909","GFOD1","Glioma","High - Low",-0.0828951181643654,0.87713361690153,0.910727744009883
"High...Low.7910","RBM27","Glioma","High - Low",0.969331342465257,0.012061106233462,0.034862720755177
"High...Low.7911","SASH3","Glioma","High - Low",-0.429779165023979,0.474614780111092,0.568790584914391
"High...Low.7912","KCTD5","Glioma","High - Low",0.696426937025107,6.84809143888958e-05,0.00164228771613224
"High...Low.7913","RIN2","Glioma","High - Low",1.27908561937848,0.00287594252426438,0.0137335839271145
"High...Low.7914","FBXO42","Glioma","High - Low",0.180403961052873,0.308415907248776,0.404324978926259
"High...Low.7915","FBXW5","Glioma","High - Low",0.428827020399399,0.0392382514866644,0.0813338079731493
"High...Low.7916","XRN1","Glioma","High - Low",0.757530764690936,0.00144558681392909,0.00898363253041645
"High...Low.7917","ETAA1","Glioma","High - Low",1.09508577312466,0.00114664667473558,0.00784030890808755
"High...Low.7918","SPIN2A","Glioma","High - Low",0.681344739712724,0.156480580058264,0.236374042228979
"High...Low.7919","ANKIB1","Glioma","High - Low",1.00605337126858,0.00761769817630074,0.0258533891330899
"High...Low.7920","MIOS","Glioma","High - Low",0.870799137276794,0.0031487442921124,0.0144767056744802
"High...Low.7921","MIEF1","Glioma","High - Low",1.09905706825473,5.7318101699979e-05,0.00151822896111937
"High...Low.7922","TOLLIP","Glioma","High - Low",0.492977312228181,0.231519800346642,0.321851604813561
"High...Low.7923","CHPF2","Glioma","High - Low",1.27882970962842,8.3563342037972e-05,0.00183895529520203
"High...Low.7924","OTULINL","Glioma","High - Low",-0.0366846791360788,0.931908140419782,0.95167721031482
"High...Low.7925","C11orf71","Glioma","High - Low",1.02498521883553,0.0113429272615216,0.033504238565839
"High...Low.7926","TMX3","Glioma","High - Low",-0.0398616804685492,0.789446103242878,0.841775836796599
"High...Low.7927","HEATR5B","Glioma","High - Low",0.491323470700356,0.160483795576226,0.240882563126324
"High...Low.7928","ZDHHC13","Glioma","High - Low",0.941862910529903,0.0370494017361954,0.0781073685934218
"High...Low.7929","DHX29","Glioma","High - Low",0.398077988368698,0.0529734305662613,0.102305914429886
"High...Low.7930","HMGCLL1","Glioma","High - Low",-0.508224667998863,0.00856451682541789,0.0278677036757832
"High...Low.7931","ELP4","Glioma","High - Low",2.22015390886795,4.36669262985092e-05,0.00131935913442052
"High...Low.7932","PUS7","Glioma","High - Low",1.81534440175447,0.00153861085403413,0.00929698685866311
"High...Low.7933","APBB1IP","Glioma","High - Low",-0.552497154410801,0.291543536030218,0.387088933358313
"High...Low.7934","CCDC93","Glioma","High - Low",1.63759237051645,0.00279770835498592,0.0134680857353623
"High...Low.7935","USP53","Glioma","High - Low",0.675011434487302,0.128278153439012,0.202224192286349
"High...Low.7936","SHLD2","Glioma","High - Low",0.771427981540336,0.0339919114281739,0.073483587294124
"High...Low.7937","DDIT4","Glioma","High - Low",0.193705849953865,0.62720973779242,0.704560265701916
"High...Low.7938","TOMM7","Glioma","High - Low",0.796034363198895,0.00237881580303655,0.0121464801461145
"High...Low.7939","EML4","Glioma","High - Low",1.53536791985388,0.00399534752568168,0.0168595167583873
"High...Low.7940","NECAB2","Glioma","High - Low",1.04638809309018,0.114753062389307,0.185403765383378
"High...Low.7941","MAGEL2","Glioma","High - Low",0.572277348400699,0.19918426913058,0.285196153088662
"High...Low.7942","WDR5B","Glioma","High - Low",0.0631219672118864,0.840785041023589,0.882433418336235
"High...Low.7943","SGTB","Glioma","High - Low",0.58231145823569,0.0807540204393268,0.141074566560567
"High...Low.7944","DLL4","Glioma","High - Low",-0.0556710270980516,0.864104581688932,0.90091451490046
"High...Low.7945","NDFIP2","Glioma","High - Low",0.937760507965738,0.0740091984990522,0.13202676364395
"High...Low.7946","TRMT13","Glioma","High - Low",0.251605190231685,0.103296365633495,0.170706341886764
"High...Low.7947","VSIG10","Glioma","High - Low",0.634979779922326,0.00341416091159829,0.0152989988140307
"High...Low.7948","ARL15","Glioma","High - Low",0.800528560556428,0.0305389292627722,0.0678447132281538
"High...Low.7949","MAP10","Glioma","High - Low",0.320802807176677,0.511941598788161,0.603566623380559
"High...Low.7950","PLEKHA3","Glioma","High - Low",1.17435482948894,0.000368970242017818,0.00408393605154802
"High...Low.7951","GTPBP2","Glioma","High - Low",0.554060728867053,0.0753883292729602,0.133897837186867
"High...Low.7952","INKA2","Glioma","High - Low",2.16888616037075,0.00270825529102743,0.0132474378997766
"High...Low.7953","ZMAT5","Glioma","High - Low",1.02100544876582,0.00154716422211532,0.00932129824321411
"High...Low.7954","ZKSCAN4","Glioma","High - Low",1.5256400895491,0.00842389433519618,0.0275480700362285
"High...Low.7955","FGF21","Glioma","High - Low",-0.932726732881175,0.0843522595652846,0.146002443720798
"High...Low.7956","UBFD1","Glioma","High - Low",1.26305162594164,0.00173849238509655,0.0100458161034661
"High...Low.7957","KLHL4","Glioma","High - Low",0.181999858348899,0.734041727033424,0.796646694884016
"High...Low.7958","PPP1R37","Glioma","High - Low",0.75412316178723,0.0537151035905748,0.103524516693404
"High...Low.7959","MTFR1L","Glioma","High - Low",1.15883809384558,0.00684095714703508,0.0239378655487112
"High...Low.7960","KIAA1217","Glioma","High - Low",-0.792562617721109,0.160305270944138,0.240687675466408
"High...Low.7961","RNF20","Glioma","High - Low",1.03972372459933,0.0128829983898794,0.0363791203185423
"High...Low.7962","GPCPD1","Glioma","High - Low",1.01412520760354,0.0088499573181908,0.0284441190781518
"High...Low.7963","LRRC8A","Glioma","High - Low",1.53531604845641,0.0215611606884457,0.052437191317702
"High...Low.7964","C21orf62","Glioma","High - Low",1.44101690508073,0.0322641512626592,0.0708480289507395
"High...Low.7965","FAM214A","Glioma","High - Low",1.83441560199657,0.0127060458024764,0.036050479683126
"High...Low.7966","C8orf44","Glioma","High - Low",1.58193012849436,0.010242859875107,0.0313804415546681
"High...Low.7967","RBMXL1","Glioma","High - Low",0.867741403003539,0.00235832490532688,0.0120771903762184
"High...Low.7968","IRGC","Glioma","High - Low",0.452405132673887,0.289601574200112,0.384822712865463
"High...Low.7969","WDR45B","Glioma","High - Low",0.652849768870993,8.01110079849751e-06,0.000571579550254352
"High...Low.7970","PARD3","Glioma","High - Low",1.92337962380135,0.00281718648744331,0.0135190045019274
"High...Low.7971","LTB4R2","Glioma","High - Low",0.356211489533153,0.505060718036657,0.597090892411463
"High...Low.7972","EIF4ENIF1","Glioma","High - Low",0.442763203709842,0.114553890695796,0.185158455100698
"High...Low.7973","RPRM","Glioma","High - Low",0.57469100346113,0.285333995715693,0.380161127571248
"High...Low.7974","PRMT8","Glioma","High - Low",0.498945968792446,0.100670645819423,0.167302615134715
"High...Low.7975","GSK3A","Glioma","High - Low",0.46630093143325,0.0385407864772081,0.0803076158708726
"High...Low.7976","CHST7","Glioma","High - Low",1.00143091661283,0.127075728737154,0.200787931951767
"High...Low.7977","ERO1B","Glioma","High - Low",1.03669324809085,0.00709855843458939,0.0245830531982315
"High...Low.7978","INPP5E","Glioma","High - Low",1.75789551816561,0.000141829516256701,0.00244179443331864
"High...Low.7979","POLE4","Glioma","High - Low",0.549258110191333,0.129083833991489,0.203371883321448
"High...Low.7980","OR2S2","Glioma","High - Low",0.0375773931532257,0.941370011852857,0.957903243332399
"High...Low.7981","SLC2A4RG","Glioma","High - Low",1.38528527274246,0.000316970598299915,0.00374586012106416
"High...Low.7982","BARHL2","Glioma","High - Low",-0.170204864397505,0.43738199325537,0.532267975476764
"High...Low.7983","ZC3HAV1","Glioma","High - Low",1.23159479645608,0.0147445719042738,0.0399638634888349
"High...Low.7984","UGGT1","Glioma","High - Low",0.64017555609495,0.00388988201473923,0.016650577018959
"High...Low.7985","KCMF1","Glioma","High - Low",0.743242570609205,0.0210450959110444,0.051547027564519
"High...Low.7986","TM9SF3","Glioma","High - Low",0.700016535451902,0.000119650817986915,0.00226402862820905
"High...Low.7987","SLAMF8","Glioma","High - Low",0.167649351540837,0.768734843019753,0.825202003156308
"High...Low.7988","SPHK2","Glioma","High - Low",1.09558284524541,0.0129041740242718,0.0364078511209351
"High...Low.7989","TCIM","Glioma","High - Low",0.646583894482575,0.342682626867664,0.438868460973972
"High...Low.7990","UBQLN4","Glioma","High - Low",0.831944398237354,0.000128327037533009,0.00235999189530508
"High...Low.7991","AGPAT4","Glioma","High - Low",0.863097679811248,0.0899647595625763,0.153345295718872
"High...Low.7992","WRNIP1","Glioma","High - Low",0.904815024373848,0.00169511293022177,0.00992656918976914
"High...Low.7993","BDH2","Glioma","High - Low",1.11629185577874,0.0342996474825071,0.0739473738760237
"High...Low.7994","ANKS1B","Glioma","High - Low",-0.488805645214253,0.594563095129827,0.676001403991188
"High...Low.7995","TMEM167B","Glioma","High - Low",0.385352961157683,0.0727449650723468,0.130286222494503
