"","Gene","Subset","Contrast","log2FC","Pr(>|t|)","FDR"
"High...Low","A2M","Glioma","High - Low",0.503113117498171,0.126755257766944,0.200450887101493
"High...Low.1","ACADM","Glioma","High - Low",0.214856709488508,0.308494157006551,0.404387074966841
"High...Low.2","ACADS","Glioma","High - Low",0.812946091148289,0.0920162405539747,0.15592472383884
"High...Low.3","ACAT1","Glioma","High - Low",0.58178360363191,0.00657514236303858,0.0233446079451267
"High...Low.4","PSEN1","Glioma","High - Low",0.103989463269576,0.598459901213848,0.679285189536592
"High...Low.5","ADA","Glioma","High - Low",0.831573223069211,0.0974610457154811,0.163086892344857
"High...Low.6","AGL","Glioma","High - Low",1.33121183330235,0.0126437645697046,0.0359453561279718
"High...Low.7","ABCD1","Glioma","High - Low",0.88184238858757,0.154387580575674,0.234029981483893
"High...Low.8","APC","Glioma","High - Low",0.302772787278606,0.343517325910184,0.439688745402537
"High...Low.9","APOE","Glioma","High - Low",0.023532051642136,0.957411820813771,0.970292672446294
"High...Low.10","ARSB","Glioma","High - Low",1.09687693186899,0.011557763552338,0.0339093336218495
"High...Low.11","ASL","Glioma","High - Low",2.6146059016968,8.62380332491073e-05,0.00187574884944155
"High...Low.12","ASPA","Glioma","High - Low",-0.733059136449978,0.206873801262873,0.293764836106285
"High...Low.13","ASS1","Glioma","High - Low",0.334926590357604,0.277909704704052,0.372004669126442
"High...Low.14","ATM","Glioma","High - Low",0.781802436790772,0.0527556791358074,0.101978688706259
"High...Low.15","ATP7A","Glioma","High - Low",1.25586381171528,0.0137347076693778,0.0379868897240861
"High...Low.16","ATP7B","Glioma","High - Low",0.979401384465023,0.0909136965954938,0.154520241851168
"High...Low.17","BLM","Glioma","High - Low",1.79028320358085,0.0243444364735758,0.05744567510993
"High...Low.18","BTD","Glioma","High - Low",0.824597659667146,0.101834154256107,0.168872393088838
"High...Low.19","BTK","Glioma","High - Low",-0.365456675104657,0.32792198328536,0.423787055777586
"High...Low.20","SERPING1","Glioma","High - Low",0.573300433077999,0.398662311294661,0.494977734681861
"High...Low.21","C2","Glioma","High - Low",0.0932173599761153,0.871142158840897,0.906231463244833
"High...Low.22","C3","Glioma","High - Low",0.0417981239224906,0.943163292330763,0.959280732466911
"High...Low.23","CA2","Glioma","High - Low",0.402837357214008,0.450520782106509,0.545154710368971
"High...Low.24","CACNA1S","Glioma","High - Low",0.192555083634241,0.724478076998409,0.788948431488454
"High...Low.25","CBS","Glioma","High - Low",0.461580175376635,0.188240654580517,0.272778124289209
"High...Low.26","CD40LG","Glioma","High - Low",0.0186087246817254,0.962975903434705,0.97413523482494
"High...Low.27","CDK4","Glioma","High - Low",2.4681654245712,0.000914767456809427,0.0068759845461898
"High...Low.28","CDKN1C","Glioma","High - Low",-0.273049801567011,0.608338965242291,0.687442740674845
"High...Low.29","LYST","Glioma","High - Low",0.925869176727679,0.00667615033306509,0.0235309589397454
"High...Low.30","ERCC8","Glioma","High - Low",1.3961378303565,0.00215625256621897,0.0114492989059494
"High...Low.31","CLN3","Glioma","High - Low",0.577592605724811,0.00364856070485291,0.0159780113275398
"High...Low.32","COL1A1","Glioma","High - Low",-0.0332334138993709,0.975767502185542,0.983950717313044
"High...Low.33","COL1A2","Glioma","High - Low",0.516593292739964,0.641132585050722,0.716969004069874
"High...Low.34","COL5A1","Glioma","High - Low",0.0569055731259435,0.951622084340779,0.965470103862717
"High...Low.35","CP","Glioma","High - Low",0.427519481665522,0.547968574671709,0.636369940746397
"High...Low.36","CPOX","Glioma","High - Low",0.0190467638658417,0.972834756440234,0.98190844837959
"High...Low.37","CPT2","Glioma","High - Low",1.05708343473595,0.0193373819820772,0.0485599946622372
"High...Low.38","CST3","Glioma","High - Low",0.604552904780195,0.200536887508703,0.286662664305563
"High...Low.39","CSTB","Glioma","High - Low",0.307685674645531,0.341985150013075,0.43815592507546
"High...Low.40","CYP1B1","Glioma","High - Low",-0.918744244042353,0.13518453411834,0.210917254443883
"High...Low.41","CYP2D6","Glioma","High - Low",-0.374412513371707,0.25446802902971,0.34683089123712
"High...Low.42","DDB2","Glioma","High - Low",0.178208184671236,0.717535371773999,0.783284631762873
"High...Low.43","DLD","Glioma","High - Low",1.04480976699598,3.79678565114148e-05,0.00125861041306447
"High...Low.44","SLC26A2","Glioma","High - Low",0.867789408183183,0.124488912552633,0.197630676644542
"High...Low.45","TOR1A","Glioma","High - Low",1.64450155431236,0.00238753245211498,0.012180808784424
"High...Low.46","EMD","Glioma","High - Low",0.739028989416039,0.00115062019051599,0.00786337201180394
"High...Low.47","EPHX1","Glioma","High - Low",0.610238007994624,0.182989834423281,0.266937793298022
"High...Low.48","ERCC5","Glioma","High - Low",0.603022843892913,0.0922713476101257,0.156300262044888
"High...Low.49","ESR1","Glioma","High - Low",-0.395745718068879,0.461308108470763,0.555691662586585
"High...Low.50","EXT1","Glioma","High - Low",1.56561142638013,0.000730056432588287,0.00606558307633949
"High...Low.51","F13A1","Glioma","High - Low",-0.296263612564486,0.721467405372528,0.786585695749199
"High...Low.52","F5","Glioma","High - Low",0.0261316973485626,0.974731480606468,0.983292296383751
"High...Low.53","FANCA","Glioma","High - Low",0.302600569895953,0.628959338606851,0.706190497317622
"High...Low.54","FAH","Glioma","High - Low",-0.33113873596311,0.537616802989187,0.626908399531607
"High...Low.55","FECH","Glioma","High - Low",-0.0404617506240594,0.838404274276832,0.880619692781171
"High...Low.56","FGFR2","Glioma","High - Low",-1.04237105116552,0.129655021855027,0.204075352346403
"High...Low.57","FH","Glioma","High - Low",0.481939267113466,0.0216029914918941,0.0524999203034263
"High...Low.58","FUCA1","Glioma","High - Low",0.436118545051515,0.408888495352858,0.504807274952887
"High...Low.59","GALC","Glioma","High - Low",1.57543329741004,0.0266910248787845,0.0613898260605662
"High...Low.60","GALK1","Glioma","High - Low",1.24222488976462,0.00827865370357068,0.027263755431226
"High...Low.61","GALT","Glioma","High - Low",0.389205332237136,0.352069001162837,0.449054305593823
"High...Low.62","GBE1","Glioma","High - Low",0.463892649551781,0.204108230667928,0.290923637711917
"High...Low.63","GCDH","Glioma","High - Low",1.02806522710523,0.00301492658806317,0.0141325614064373
"High...Low.64","GIPR","Glioma","High - Low",-0.206399316496007,0.682965611557802,0.753521006293466
"High...Low.65","GJA1","Glioma","High - Low",-0.674799503391449,0.35124927118058,0.448139721020999
"High...Low.66","GJB1","Glioma","High - Low",-1.43952564745359,0.0553380516884093,0.105857771922284
"High...Low.67","GK","Glioma","High - Low",1.15941358636455,0.0033354343366,0.0150561474297367
"High...Low.68","GLI3","Glioma","High - Low",0.683581718082826,0.25699580083897,0.349911928479304
"High...Low.69","GLDC","Glioma","High - Low",2.27763245062715,0.000182902471544042,0.00276503712205855
"High...Low.70","GPI","Glioma","High - Low",0.207173411226963,0.48722240223096,0.580710917059184
"High...Low.71","GSN","Glioma","High - Low",-0.55982474762517,0.221302819660994,0.310217227346222
"High...Low.72","GSS","Glioma","High - Low",1.94020524744158,0.000406759221353001,0.00431205073556177
"High...Low.73","MSH6","Glioma","High - Low",0.897785493790773,0.000171069876504151,0.00268463418033711
"High...Low.74","GUSB","Glioma","High - Low",0.964918476479921,0.0100242662811138,0.031005088114143
"High...Low.75","HADHA","Glioma","High - Low",0.790328592348337,0.002527973333726,0.0126630768293069
"High...Low.76","HADHB","Glioma","High - Low",0.679318945486611,0.0522418563999919,0.101236475906688
"High...Low.77","HK1","Glioma","High - Low",0.27963252690853,0.303521270672596,0.399187175390416
"High...Low.78","HK2","Glioma","High - Low",-0.433818896402276,0.42443319314559,0.519540827432771
"High...Low.79","HMGCL","Glioma","High - Low",0.864934245912713,0.0435640584223689,0.0880018174919003
"High...Low.80","HPRT1","Glioma","High - Low",1.07405071355262,0.0275939321804764,0.0628920710132564
"High...Low.81","HPS1","Glioma","High - Low",-0.597125516901874,0.125429277978832,0.19873801619734
"High...Low.82","HSD17B3","Glioma","High - Low",0.48888369236239,0.393962633139969,0.490402768165677
"High...Low.83","HSD3B2","Glioma","High - Low",0.597638116574057,0.270109264880349,0.36368233566512
"High...Low.84","SGSH","Glioma","High - Low",0.688895079047941,0.0259578737724671,0.0601473012168968
"High...Low.85","ICAM1","Glioma","High - Low",0.414581391655859,0.62762430287701,0.704872855465441
"High...Low.86","IDS","Glioma","High - Low",-0.289152335466853,0.489355531747084,0.58277592839439
"High...Low.87","IDUA","Glioma","High - Low",0.876429915974091,0.000235094608899067,0.00314757546924784
"High...Low.88","CFI","Glioma","High - Low",1.28987476689067,0.0527298607199545,0.101955817523196
"High...Low.89","INSR","Glioma","High - Low",0.561832855710324,0.00801137946368298,0.0267468135383644
"High...Low.90","ITGA6","Glioma","High - Low",0.588244443792963,0.172788981665748,0.255217024921749
"High...Low.91","ITGB2","Glioma","High - Low",-0.387836657563848,0.53591236420038,0.625199260231627
"High...Low.92","JAG1","Glioma","High - Low",1.59493664711609,0.00406814189374217,0.0170403870622713
"High...Low.93","JAK3","Glioma","High - Low",-0.013406071638954,0.984504141535718,0.990099633584385
"High...Low.94","ANOS1","Glioma","High - Low",0.78933829599237,0.175130701048606,0.257963967549442
"High...Low.95","KHK","Glioma","High - Low",0.775249477502655,0.116310886873511,0.187304729150382
"High...Low.96","KRT12","Glioma","High - Low",0.410541381008731,0.265436035715384,0.35860704206121
"High...Low.97","KRT18","Glioma","High - Low",0.374489971735189,0.32636853926935,0.422321341357138
"High...Low.98","LAMA3","Glioma","High - Low",-0.681402717629461,0.16092935262745,0.241375594880164
"High...Low.99","LCAT","Glioma","High - Low",1.47740644017823,0.109755295876453,0.178859470343034
"High...Low.100","SGCB","Glioma","High - Low",0.719840465037704,0.00225664835185812,0.011755049262409
"High...Low.101","LIG1","Glioma","High - Low",1.22900884630157,0.10672724410768,0.174992052885796
"High...Low.102","LIPA","Glioma","High - Low",0.0638717854797515,0.83993272423422,0.881609546382595
"High...Low.103","LYZ","Glioma","High - Low",0.362518416696484,0.620376548190928,0.697990249356591
"High...Low.104","MLH1","Glioma","High - Low",0.71878115026941,0.000180871591385993,0.00275884224906173
"High...Low.105","MSH2","Glioma","High - Low",0.593876632646989,0.0913810211767693,0.155113182692328
"High...Low.106","MTM1","Glioma","High - Low",0.383155558731527,0.166464698970979,0.247748211903387
"High...Low.107","MTTP","Glioma","High - Low",-0.395918542766221,0.373903016591186,0.471030026865979
"High...Low.108","MTR","Glioma","High - Low",1.18350807529504,0.00140163830895358,0.00881087470832364
"High...Low.109","MMUT","Glioma","High - Low",1.22857341457113,0.00131503746522445,0.00847864915913342
"High...Low.110","MYO5A","Glioma","High - Low",0.275601439026117,0.456310877293091,0.551040729251659
"High...Low.111","NAGA","Glioma","High - Low",0.779381198514413,0.112359850209393,0.182196888995887
"High...Low.112","NAGLU","Glioma","High - Low",2.07100903384558,7.55866265808433e-05,0.00172727973551407
"High...Low.113","PTCH1","Glioma","High - Low",1.01498993077805,0.119741910272908,0.191628033868669
"High...Low.114","NCF1","Glioma","High - Low",0.0357321433025187,0.958367790457116,0.970878946875053
"High...Low.115","NDP","Glioma","High - Low",-0.196127191393553,0.670016046316284,0.742483929457128
"High...Low.116","NF1","Glioma","High - Low",0.880627181864695,6.83879185917224e-05,0.00164228771613224
"High...Low.117","PNP","Glioma","High - Low",1.07853171531884,0.000531202943613558,0.00504392410708914
"High...Low.118","NPC1","Glioma","High - Low",0.518274908445971,0.21179142122756,0.299190513491604
"High...Low.119","OAT","Glioma","High - Low",-0.0997739835458537,0.654528407039912,0.72896104123336
"High...Low.120","OCA2","Glioma","High - Low",-0.626570034724104,0.175791917131753,0.25867142053106
"High...Low.121","OCRL","Glioma","High - Low",0.519160027886362,0.0169843786528041,0.0443279756985881
"High...Low.122","PAX6","Glioma","High - Low",1.15906810659866,0.0939948569171824,0.158563341467867
"High...Low.123","PCBD1","Glioma","High - Low",0.93358207826695,0.106230970815743,0.174418599606438
"High...Low.124","PCCA","Glioma","High - Low",0.101698493759378,0.657095551098146,0.730949719316891
"High...Low.125","PDHA1","Glioma","High - Low",0.663742282930317,0.00179618441528964,0.0102583298398673
"High...Low.126","PEPD","Glioma","High - Low",0.565448419159004,0.120208512412619,0.192276060816644
"High...Low.127","PEX12","Glioma","High - Low",1.11746372141928,0.0496598061647622,0.0972547864076273
"High...Low.128","PEX6","Glioma","High - Low",0.859008388624414,0.0912157164424206,0.154872742621506
"High...Low.129","PEX7","Glioma","High - Low",1.6258169009318,0.000909717772028496,0.00685516497138228
"High...Low.130","PFKM","Glioma","High - Low",0.973285900588166,0.000333307927258191,0.00385599395406051
"High...Low.131","PGK1","Glioma","High - Low",0.358688239665776,0.222171788584929,0.31133533815615
"High...Low.132","PHKA2","Glioma","High - Low",0.830298221508688,0.252120457340234,0.34416860596466
"High...Low.133","PHKB","Glioma","High - Low",0.65541761085823,0.00398728040879647,0.0168417579589616
"High...Low.134","PHKG2","Glioma","High - Low",0.600047670554839,0.0624403811372056,0.116069612522795
"High...Low.135","SERPINA1","Glioma","High - Low",-0.171622548286285,0.695680201198062,0.764069497943921
"High...Low.136","PKD2","Glioma","High - Low",0.561829340321657,0.0122132918072677,0.0351432745735816
"High...Low.137","PLOD1","Glioma","High - Low",0.206710427021306,0.577696720875891,0.661481242686089
"High...Low.138","PMM2","Glioma","High - Low",0.837430637193805,0.0884948784654834,0.151491077291296
"High...Low.139","PMP22","Glioma","High - Low",0.239215605951476,0.539402106505102,0.628341282251041
"High...Low.140","PON2","Glioma","High - Low",1.45281413292707,0.00543426916338992,0.0205892130860612
"High...Low.141","POU3F4","Glioma","High - Low",1.42874066965279,0.0559728135799139,0.10679120224616
"High...Low.142","PRNP","Glioma","High - Low",0.215526962346962,0.3621815260087,0.45931282339544
"High...Low.143","PROS1","Glioma","High - Low",0.631345477002987,0.0501839591294642,0.0980612984392186
"High...Low.144","PTH1R","Glioma","High - Low",-0.189856754549486,0.732641476236533,0.795684020960842
"High...Low.145","PTS","Glioma","High - Low",1.61079513644728,9.94648086148296e-05,0.00203205644257185
"High...Low.146","PEX2","Glioma","High - Low",1.30866851056573,0.00141222571898112,0.00885416839292471
"High...Low.147","QDPR","Glioma","High - Low",-0.258563228237246,0.629303699943114,0.706458667050705
"High...Low.148","RB1","Glioma","High - Low",1.65830664977417,0.00194814050302912,0.0107402270085029
"High...Low.149","RLBP1","Glioma","High - Low",-0.223372215937999,0.657501231818739,0.731276745896082
"High...Low.150","ROM1","Glioma","High - Low",1.10118855063071,0.074268468764208,0.132363050224383
"High...Low.151","RPGR","Glioma","High - Low",0.796872288219822,0.0733028781396855,0.131052414849951
"High...Low.152","RPE65","Glioma","High - Low",-0.122011883520732,0.787130811060889,0.839991103507032
"High...Low.153","ATXN1","Glioma","High - Low",0.291935518414588,0.12022026194485,0.192276060816644
"High...Low.154","SGCD","Glioma","High - Low",-0.915465232981348,0.184980905518688,0.269225894734284
"High...Low.155","SMN1","Glioma","High - Low",0.697574678379625,0.0333382693857167,0.0725014614410521
"High...Low.156","SNCA","Glioma","High - Low",-1.21850020245505,0.0560741719074977,0.106922266922495
"High...Low.157","ABCC8","Glioma","High - Low",1.87128401835497,0.00917995118361992,0.0292036639451699
"High...Low.158","TCN2","Glioma","High - Low",1.17328014797646,0.00141591235014069,0.00885416839292471
"High...Low.159","TCOF1","Glioma","High - Low",2.07132455457956,0.000864671865916716,0.00670735391724732
"High...Low.160","THBD","Glioma","High - Low",0.194742349214854,0.792062106008904,0.84363011976803
"High...Low.161","TIMP3","Glioma","High - Low",0.361766571986927,0.401493166125988,0.497647832699422
"High...Low.162","TPI1","Glioma","High - Low",0.316299089363354,0.24198591385033,0.333392630045898
"High...Low.163","TPM1","Glioma","High - Low",0.373071972952297,0.237391474858061,0.328236955838591
"High...Low.164","TPMT","Glioma","High - Low",0.0669381716234033,0.783159821868223,0.836804490931691
"High...Low.165","TSC1","Glioma","High - Low",0.159198086434309,0.438583791519422,0.533619788715417
"High...Low.166","UROS","Glioma","High - Low",0.707131743933116,0.00926477209513621,0.0293757404043038
"High...Low.167","WAS","Glioma","High - Low",0.726904723649351,0.134439581557419,0.210065856910841
"High...Low.168","XPA","Glioma","High - Low",1.07213106095473,0.0347124904123651,0.0744879300982479
"High...Low.169","MID1","Glioma","High - Low",2.59583383952085,1.52945542455703e-05,0.00081331396065409
"High...Low.170","BLMH","Glioma","High - Low",0.723007508317959,0.00817852806281488,0.0270975826048831
"High...Low.171","SLC25A20","Glioma","High - Low",1.12314942312737,0.00895614211723648,0.0287008626732977
"High...Low.172","CASR","Glioma","High - Low",0.0486220246472729,0.930733669632709,0.950848612793219
"High...Low.173","CDKN1A","Glioma","High - Low",1.2212110432673,0.147349362169842,0.225592183250703
"High...Low.174","CHM","Glioma","High - Low",1.51762934112814,0.011037098679193,0.0329080564319369
"High...Low.175","TPP1","Glioma","High - Low",0.562161558123189,0.0856078519010681,0.147615431890009
"High...Low.176","COL5A2","Glioma","High - Low",1.15494956486511,0.149909354966825,0.22883109045647
"High...Low.177","CTSK","Glioma","High - Low",1.54384320916263,0.0042231452578898,0.0173838181644096
"High...Low.178","CYBB","Glioma","High - Low",-0.328930681490467,0.595402272351329,0.676620048781659
"High...Low.179","CYB5R3","Glioma","High - Low",0.408566477240759,0.0205831339674428,0.0507371152427892
"High...Low.180","EGR2","Glioma","High - Low",0.319444108527732,0.63608493225363,0.712541372480882
"High...Low.181","ERCC2","Glioma","High - Low",0.214292436376468,0.30506501640764,0.400774688957724
"High...Low.182","G6PD","Glioma","High - Low",0.550996445162218,0.065112063173652,0.119794485765884
"High...Low.183","GLB1","Glioma","High - Low",2.28627791239488,0.000234495170991402,0.00314276332544669
"High...Low.184","GM2A","Glioma","High - Low",0.420593484261845,0.0799407001161666,0.140051314867686
"High...Low.185","HLCS","Glioma","High - Low",1.47173946464426,0.00063911632789812,0.00561650281711274
"High...Low.186","HSD17B4","Glioma","High - Low",0.426967897674124,0.0767588929100409,0.135748371659113
"High...Low.187","IFNGR1","Glioma","High - Low",0.0399090459134067,0.880525495226767,0.913018754711695
"High...Low.188","IL4R","Glioma","High - Low",0.34715068147484,0.584539903586852,0.667274671029876
"High...Low.189","ITGA2B","Glioma","High - Low",1.10323261227023,0.0710174344982265,0.12791060577748
"High...Low.190","LAMA2","Glioma","High - Low",1.72807323408337,0.0101819472971992,0.0312963422322833
"High...Low.191","PAFAH1B1","Glioma","High - Low",0.59640500471986,0.00570192605908629,0.021198472407063
"High...Low.192","MVK","Glioma","High - Low",0.346683656478965,0.364221303979363,0.461497363490012
"High...Low.193","NCF2","Glioma","High - Low",-0.232265603554361,0.746979105023199,0.807101058100882
"High...Low.194","NEU1","Glioma","High - Low",1.23341944712983,0.000104316707433791,0.00210141994944317
"High...Low.195","NOTCH3","Glioma","High - Low",0.877554104267916,0.142794438708124,0.220100103642635
"High...Low.196","OXCT1","Glioma","High - Low",0.563674513376941,0.225362609487786,0.314661762490197
"High...Low.197","PAFAH2","Glioma","High - Low",-0.131081124792324,0.584720897921503,0.667393256396806
"High...Low.198","PCSK1","Glioma","High - Low",0.282656565581471,0.66281279938322,0.735996505692324
"High...Low.199","PLEC","Glioma","High - Low",0.224607135081894,0.252462975662138,0.344564332220142
"High...Low.200","PSEN2","Glioma","High - Low",1.4517210488298,0.00424381577271761,0.0174317627580456
"High...Low.201","RFX5","Glioma","High - Low",0.98584023290947,0.000653273826574213,0.00567346645585932
"High...Low.202","SLC5A5","Glioma","High - Low",-0.032611244614061,0.951637771769164,0.965470103862717
"High...Low.203","STK11","Glioma","High - Low",0.659439927982284,0.00976001883364331,0.0304788186519736
"High...Low.204","UBE3A","Glioma","High - Low",1.15393464121977,0.000106131287142952,0.00212165354786232
"High...Low.205","BARD1","Glioma","High - Low",0.97377261390952,0.109576250966424,0.178612153635548
"High...Low.206","PEX1","Glioma","High - Low",0.486511574115304,0.186361476608776,0.270714130764956
"High...Low.207","AK1","Glioma","High - Low",-0.0566914968220124,0.838890287683667,0.880868438406571
"High...Low.208","ALPL","Glioma","High - Low",0.314181729736087,0.272934948768254,0.366770342690016
"High...Low.209","AMH","Glioma","High - Low",0.893133594615244,0.0101180514181879,0.0311877978506949
"High...Low.210","AMPD3","Glioma","High - Low",-0.292720455430707,0.482023929274535,0.575982964949878
"High...Low.211","AMT","Glioma","High - Low",0.0648465468496823,0.872346321724024,0.907195833266172
"High...Low.212","APP","Glioma","High - Low",0.542005258679489,0.0337147948851717,0.0731069239714039
"High...Low.213","APRT","Glioma","High - Low",0.960338729305843,0.000670039690153527,0.00574934449729376
"High...Low.214","ARSA","Glioma","High - Low",0.784073974083435,0.151132775993577,0.230215515223347
"High...Low.215","ATRX","Glioma","High - Low",0.154794089224597,0.379559852316309,0.476231957285334
"High...Low.216","C1QB","Glioma","High - Low",0.602517102781506,0.380095535903761,0.476675696496872
"High...Low.217","CFTR","Glioma","High - Low",-0.0485320935348294,0.906804427880216,0.933068122492707
"High...Low.218","COL4A5","Glioma","High - Low",-0.751879068801479,0.164725067438646,0.245857749121353
"High...Low.219","CYP21A2","Glioma","High - Low",0.584278302250533,0.295051834419355,0.390795945770487
"High...Low.220","F12","Glioma","High - Low",1.22802882287373,0.00115734413252181,0.00788732480834873
"High...Low.221","FBP1","Glioma","High - Low",-1.00028119772806,0.0228967287639354,0.0548399060609055
"High...Low.222","GALNS","Glioma","High - Low",1.20052340497576,0.011678734505642,0.0341723686294695
"High...Low.223","GH1","Glioma","High - Low",0.550243435194859,0.395832104594522,0.492291110745981
"High...Low.224","HBA2","Glioma","High - Low",0.20245700898894,0.81978141476631,0.865872214644678
"High...Low.225","HBB","Glioma","High - Low",0.312017792421059,0.628226531772287,0.705488697000543
"High...Low.226","HEXA","Glioma","High - Low",0.36683125840315,0.0722069017180355,0.129552914647295
"High...Low.227","HEXB","Glioma","High - Low",1.03086050678473,0.0223957854969345,0.0539741959881273
"High...Low.228","KCNJ11","Glioma","High - Low",0.545466252992493,0.408390411167797,0.504406686946029
"High...Low.229","LDLR","Glioma","High - Low",1.15967337936501,0.104543047406712,0.172273680184179
"High...Low.230","PCCB","Glioma","High - Low",0.763017839010776,0.00114438025012905,0.00783708943263063
"High...Low.231","PLP1","Glioma","High - Low",-1.64649008917017,0.185142347852328,0.269389148344101
"High...Low.232","PMS1","Glioma","High - Low",1.59353837791225,0.00521234721200253,0.0200030698692735
"High...Low.233","SMPD1","Glioma","High - Low",0.422153571250886,0.0612902218776137,0.114353685560768
"High...Low.234","HNF1A","Glioma","High - Low",-0.311455944627443,0.534409081973245,0.623945833201754
"High...Low.235","TSC2","Glioma","High - Low",0.887711580801319,0.000209016004435656,0.00294285544309729
"High...Low.236","VHL","Glioma","High - Low",0.599845411365207,0.0580645750704544,0.109898256349928
"High...Low.237","VWF","Glioma","High - Low",0.484452313047198,0.342905107556404,0.438990954081301
"High...Low.238","WRN","Glioma","High - Low",1.46255473631606,0.000341679712261013,0.00392452118626816
"High...Low.239","DCX","Glioma","High - Low",1.22795011971379,0.118513681002308,0.189989679922394
"High...Low.240","IL6R","Glioma","High - Low",0.469743850349221,0.378137705726316,0.474948212832651
"High...Low.241","FCGR1A","Glioma","High - Low",-0.123557758077746,0.765080509277273,0.822290420132694
"High...Low.242","FCGR3A","Glioma","High - Low",0.0349231204676801,0.95162536673253,0.965470103862717
"High...Low.243","CR1","Glioma","High - Low",-0.153566043340581,0.736442590176092,0.798458166412665
"High...Low.244","CD55","Glioma","High - Low",0.0969477534568768,0.813085085922343,0.860604325848125
"High...Low.245","SLC11A1","Glioma","High - Low",0.187073302120763,0.862079589920343,0.899519495610564
"High...Low.246","GPX1","Glioma","High - Low",0.0779649498522609,0.791111669002231,0.843002619947528
"High...Low.247","C7","Glioma","High - Low",0.222870493263776,0.683142831157818,0.753521006293466
"High...Low.248","CD14","Glioma","High - Low",0.159339672400778,0.825595836543813,0.870118471000055
"High...Low.249","TAP1","Glioma","High - Low",1.6657076749579,0.0105697939743281,0.0320298269613174
"High...Low.250","IGFBP1","Glioma","High - Low",0.0477596701640213,0.934679646784907,0.953178404221495
"High...Low.251","IGFBP2","Glioma","High - Low",1.06347293724218,0.206100089724032,0.293015697594622
"High...Low.252","IGFBP3","Glioma","High - Low",1.46241180713286,0.0132718061655181,0.0370535245056063
"High...Low.253","HGF","Glioma","High - Low",0.236421886174687,0.540107195560158,0.629084114807393
"High...Low.254","SERPINE1","Glioma","High - Low",0.527532597109366,0.582870560427234,0.665907273340106
"High...Low.255","ORM1","Glioma","High - Low",0.328790889896271,0.608596806372879,0.687513293300532
"High...Low.256","ORM2","Glioma","High - Low",0.116868417753143,0.814287232619137,0.861598143346665
"High...Low.257","CD59","Glioma","High - Low",0.279641702014926,0.401763242940707,0.497888311855539
"High...Low.258","IGF2","Glioma","High - Low",-0.244199590122467,0.789246558240245,0.841678798635384
"High...Low.259","NCAM1","Glioma","High - Low",0.711023326710889,0.133036092372903,0.208345245010262
"High...Low.260","CD4","Glioma","High - Low",0.216245094839517,0.767670332582695,0.824329615781352
"High...Low.261","SLC11A2","Glioma","High - Low",0.592493454004689,0.00906803668007423,0.028914620082953
"High...Low.262","NOS2","Glioma","High - Low",0.554014824681443,0.39985808220233,0.496043744988849
"High...Low.263","LTBP1","Glioma","High - Low",0.451450685457292,0.348251859814832,0.444965832593229
"High...Low.264","IL10RB","Glioma","High - Low",1.17854779058323,0.0471320113673585,0.0933514682868238
"High...Low.265","IFNAR1","Glioma","High - Low",0.813613980471082,0.000515726602495369,0.00493274224475848
"High...Low.266","NCF4","Glioma","High - Low",-0.351871530768024,0.572670998296923,0.657710205394255
"High...Low.267","ITGAM","Glioma","High - Low",-0.432634696864726,0.401078532453787,0.497228015901334
"High...Low.268","RFX2","Glioma","High - Low",-0.186649554135928,0.243977683354696,0.335402993373631
"High...Low.269","SOD2","Glioma","High - Low",0.632286027819933,0.368516206085003,0.465677591437659
"High...Low.270","GSR","Glioma","High - Low",1.7145072470472,0.00049758098287019,0.0048555704311271
"High...Low.271","FASLG","Glioma","High - Low",-0.645314503450958,0.164836461652198,0.245939907574508
"High...Low.272","IL13RA2","Glioma","High - Low",0.418659229118209,0.57780814441174,0.661481242686089
"High...Low.273","TGFB1","Glioma","High - Low",0.182458476097396,0.684319908796507,0.754440084683123
"High...Low.274","RPL9","Glioma","High - Low",0.848971352961741,0.00105714228806751,0.00753523196513659
"High...Low.275","ABAT","Glioma","High - Low",1.75577319850237,0.0429452760657612,0.0871401983187894
"High...Low.276","ACHE","Glioma","High - Low",0.0300109887196028,0.955661077771262,0.968981427314302
"High...Low.277","ACY1","Glioma","High - Low",1.50567321182046,0.00441981554567506,0.0178872986293607
"High...Low.278","ADH5","Glioma","High - Low",0.543415045573618,0.00393490576091499,0.0167665655819788
"High...Low.279","ADORA3","Glioma","High - Low",-0.772358581684738,0.115204653407726,0.185937419112124
"High...Low.280","ADRA1B","Glioma","High - Low",-0.304517662838732,0.498237815589078,0.590614336169056
"High...Low.281","ADRA1A","Glioma","High - Low",0.511217262994842,0.404489986111126,0.500509532993676
"High...Low.282","ALDH1A1","Glioma","High - Low",0.119769069265699,0.831899759769782,0.874861091834031
"High...Low.283","ALDH2","Glioma","High - Low",-0.0822639945865626,0.824804023812989,0.869633938948971
"High...Low.284","ALDH1B1","Glioma","High - Low",0.93791102258849,0.031275203567009,0.069081902075981
"High...Low.285","ALDH3B2","Glioma","High - Low",0.2326863672287,0.656025578063284,0.730099965203651
"High...Low.286","ALDH9A1","Glioma","High - Low",0.452061519072133,0.0537306453791177,0.103539230403851
"High...Low.287","ALOX5","Glioma","High - Low",-0.381812138862828,0.510701873770025,0.602498453477314
"High...Low.288","ANXA1","Glioma","High - Low",0.750983878060392,0.495965689854373,0.58861368104352
