feature	X1965	X1798	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1891	X1814	X1812	X1949	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8000	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14851	X14890	X14894	X15316	X15346	X15300	X15286	X15271	X63326	X79883	X7263	X25416	X14963	X63327	X14837	X15350	X14838	X4198	X4181	X4262	X29305	X7253	X15091	X15254	X15078	X15124	X15132	X15127	X15126	X15158	X15154	X15120	X15234	X14987	X14995	X14993	X14027	X3813	X14143	X5090	X4799	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4820	X4677	X48013	X4868	X25431	X4874	X4768	X4630	X4552	X4581	X4575	X4577	X4617	X4613	X4584	X4557	X4608	X29302	X4606	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4705	X4699	X4716	X4721	X4652	X4644	X4670	X59869	X4532	X4540	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X3922	X3958	X6140	X6148	X4080	X5792	X6952	X6939	X5825	X4053	X14546	X72479	X14341	X14809	X14807	X63101	X14797	X17130	X17167	X17168	X17248	X17244	X17237	X17234	X16971
01-2020-24	42335.4111049579	0	0	0	2630.56727316005	0	39309.2698057587	4498.75551431746	21080.4994603749	24743.155328746	34952.5613280644	0	0	396802.103583581	0	37975.1064997541	0	0	3432.5037077666	26373.99915428	7174.27438134559	4541.90904443082	42090.8744343155	5552.42087458526	0	3714.79971725814	0	83200.0060585522	0	0	11687.4144057008	9247.44189054145	854.080283493523	7699.30899772477	102804.295176299	3617.70427450309	1000721.37300997	115246.896358984	6548.54819470192	2839.14266870794	5243.15390877287	43000.6946942055	5658.50663611393	25946.0599806559	122151.461177121	1086.03050785282	0	114435.969605604	126112.595628776	14553.5280307296	253631.277113746	846172.39910025	2453454.39719231	4207.4691860523	56329.7413079686	16134.0260711313	0	0	99400.5604886083	0	176138.325412685	9373.30635337208	20965.4233800726	0	0	0	0	0	3748.96292859788	0	0	0	43007.8869492244	1622295.83044399	0	0	294.882455774606	711220.522053255	0	1400.69166492938	0	0	0	0	0	0	519793.260534158	6820.05582166512	0	0	2592.80793431086	0	0	2565.83697799002	0	45580.9161822333	39710.238023062	0	81240.1165659039	4419288.28861372	367376.790237536	1535404.399497	2671510.98291885	329257.838637404	22101.7996730577	0	330302.513678898	2939.83423897244	178346.347703485	0	0	160117.577358102	325154.657149126	351652.722702482	650233.795620553	0	8114.66172506583	0	0	506466.01198415	5903.04330675629	21197.3736044319	0	0	64363.4901640719	8573.16798252025	0	21591.1495667163	0	0	0	0	0	0	0	289389.371003926	8254.91069793424	0	0	0	1659618.23980078	339974.298615554	239568.620488056	9452.4211585799	2555.04859546168	29407.332708498	11320.6093997373	34984.9264756494	95158.9280912163	68031.5402237072	532755.502141958	85895.3036268823	57302.4937992739	9585.47787642941	24083.2659307626	106903.880537068	187462.530939932	4367.49686022267	9017.28972993688	0	38967.6376923613	0	212459.213258094	0	0	0	0	73697.2391148401	12217.8432133442	21262.1038996019	3576.34880814446	44178.4264535492	13472.891714141	112524.627834333	616.73586787006	0	25789.628433995	0	0	0	5748.40982385009	7118.53440494917
01-2020-27	244953.150792801	0	967003.198868776	0	5212002.39560613	0	384118.2483317	25564.1816911346	37243.4158451973	0	415759.370691709	894827.692594589	0	3899514.31572226	0	2724917.91932183	0	0	253708.024165538	2992.34094062619	496595.063688178	1233558.25921064	930886.311377696	0	0	0	0	2255.48457106834	91.0448562056649	0	0	69166.1702937356	2839.38558220067	85579.7369704928	0	0	0	353.25404207798	0	0	0	132.318524352233	2098.88741839459	357972.593492265	0	0	6233.53782154785	3899.14770843461	7233.8173083941	2210.56910867354	27041.5362244985	98551.808082676	0	9221.02303650974	513.49298899995	0	2926.78864415811	0	138000.937310883	1341.39421476346	251498.66898828	322490.592131794	89966.8851081898	0	0	0	0	4192.91911112489	0	735.642438141772	4650.57125498536	0	0	0	0	35.2040110661904	55088.2076615076	186033.775582159	0	108391.936141384	11687.7316739752	721475.858516171	0	0	15951.0588072325	168345.580918523	0	0	76052.8032171321	16618.721086074	0	0	18570.7228031235	0	2118.3103210518	174400.670821907	9253.79918474378	69109.11551718	1422.72761964052	14423.9330858095	172.378261082725	38823.9545489277	11427.9503509351	29034.8116096946	0	0	53675.1914931957	99450.1173305719	46468.0806759553	0	31832.9235237487	211.224066397143	44709.0940540618	41.2736681465681	5320.66139665905	127342.619477739	4252.40175051259	0	10966.6564128264	238780.309542057	0	0	0	827170.439051035	0	1210460.78615697	201499.261822961	4027088.79610047	0	3016.6195689477	0	5995653.39339086	0	90691.6021635869	0	163960.860643658	5065.73579928319	0	0	0	0	0	207248.441009495	662889.100513533	0	0	0	821.831568683135	0	0	45447.1643550358	0	0	715906.341179216	0	49144.7994484018	150404.888520342	0	2765.33576582006	3258.19192074673	5298.8106311697	0	0	0	8589.77870015046	0	0	31059.6492117086	2920.71898707773	33509.362809349	27209.058759917	0	681.015524418373	17313.0898560692	0	0	0	397606.240295715	6696.04569107263	80515.2151026257	0	293.771402690279
01-2020-28	342910.587645235	877423.713083208	586099.526194928	213835.338063424	27972.7813297762	351256.394738951	186691.764605835	0	0	209237.980378967	1741476.22535919	227065.05415812	5746378.31723175	10094724.6985766	1593979.30801644	816608.568988502	7147085.92603671	91825.3693796201	230403.376995607	111875.006807551	171373.805791981	238154.590107539	641624.216608338	2734.77412706116	6631.87203176653	0	0	17270.0896576626	0	797735.582904042	10614.9353314286	6076.67885600427	0	3784.26832382465	0	0	700.259779751745	457051.140799041	0	0	0	0	775.479500338889	3893.51601324883	0	36492.3101591344	0	0	24410.5902762565	0	0	855925.200561111	0	80146.6122856019	2946.10572299647	0	0	0	0	0	33984.986139563	122620.681177143	15375.2690771579	0	0	0	0	1337.8364590142	0	4790.77982310976	0	0	0	10496.7329133631	0	0	0	9232.32522920779	0	370321.012016336	10965.9606941686	90202.7725498118	0	0	187868.415949305	13709.6895498711	48529.2563988057	0	9801.84597079616	872.190569665217	113848.629000099	0	114.620526608981	0	30121.9162036946	29829.9920499874	39212.7567203695	682601.054871049	0	63265.1578509729	0	493316.000850686	199606.274252356	511823.63400658	42504.5149689211	0	0	2835.06708784402	22295.4833711751	1995.11354128758	0	0	678478.297804582	0	2156.29865683146	0	0	26640.3177079468	0	577452.840218863	0	86235.827761704	0	27770.4044624822	69972.2496033265	0	38268.9283215736	2183153.8880268	696663.560729388	1159055.30169012	7530993.05234767	727.123965675725	591010.299381832	1020.83906511124	0	233222.325571896	0	0	0	0	203066.381399365	21138.5324307157	0	0	312484.210667735	161364.210116706	0	0	867854.690057087	34305.5654249224	157044.44902013	425129.32413844	0	16793.698093944	0	0	0	0	0	0	0	0	0	0	0	0	49023.557419807	13043.4577389564	0	0	0	0	0	0	0	0	0	0	0	0	0	6062.35129017815
01-2020-29	0	0	0	0	1267657.97604647	0	0	0	1645112.22898335	0	1014306.79159318	964698.116947742	0	2548864.74846994	0	0	640625.230818944	0	1653676.17166044	291142.354924424	885995.852105302	2946833.22920399	1173284.13299709	0	6926.02546206822	125803.52124082	0	200566.903575581	2276.12240602539	0	156061.300504359	131941.427540847	7120.48529878924	0	2582.80355821097	7079.36603816101	367206.133876553	2289.8288262348	1068.244125071	16724.4026092712	48872.8112104458	1208.73493221747	4405.75744606269	38544.1669313911	291.261429449993	221.872677139848	1184.748696851	5102.21492295341	394022.745016266	9840.35305909433	130341.202981398	335443.218343768	719089.346610246	16936.8521225171	591.946022793957	0	938.033133081596	2120.21187614333	1225801.13868071	75374.1746853428	71293.9447192536	1144890.42688203	55188.9009731952	557.679972270428	125.927735673968	0	0	50112.3855881344	472.014845961607	3734.99950706462	8986.27174979538	5056.81240600973	0	522330.257899093	431340.187338915	0	192.746534194848	555094.598758428	29720.6589215825	77592.9014567413	0	207744.784508997	478.011404803224	179913.898273787	5031.11286811709	18370.8863369268	100432.937433199	0	13356.0498428084	68.5321010470572	6609.92114598867	0	9280.10313303463	822.385212564687	122708.440227282	23579.3260165031	0	0	32953.6607884775	163099.547281891	24159.2789216138	484108.191842623	142649.56832945	196138.873196678	4327.80218112166	0	95008.6216353247	4342.36525259416	154362.561049655	268.9884966097	4888.90875844444	2758.41706714405	83295.6289151195	22577.900689953	69202.0023347922	41396.8156374749	3385.48579172463	5773.82951321457	0	385899.121088401	0	0	25040.7730713316	0	0	16717.5493991665	12623.6130128679	24401.7112290678	0	2670.18198704597	0	195597.469598406	15897.7341403911	13816.0715710867	30072.7425907118	85205.9612318062	3167.03971963713	516.560711642194	45726.3311211227	1462.30370609158	73146.8814013134	14496.2526739788	26382.2889493278	6210.72165738956	5270.97522178179	0	65486.7058067786	12483.9788569846	349397.210768212	0	39915.6656035954	0	13901.7366973956	6731.56562534719	69039.2385948054	27977.373601198	0	610.792350581897	0	16929.1422611493	41161.2365401257	0	0	5799.52905110722	45.4025169436754	68311.9416724435	0	34745.775230858	97.6582439920565	4284.11296670416	32302.6058285304	0	0	0	0	0	0	76979.5391523701	15579.0598705223	0	0	0
01-2020-41	0	0	838483.593294831	263530.707227618	786781.03978697	0	534373.660082782	0	238208.570162891	1042946.63299432	2779546.6319998	3511694.56857902	0	4613160.131646	0	1173383.89612205	819574.939181415	0	440351.7812508	0	0	0	1346308.20499218	193548.451174903	0	0	109173.230966247	930807.302891695	0	0	0	110755.63665179	0	0	5781.79681071142	2143.90447718639	25436.9890902905	2668.94230833408	4883.94565848838	73.8334450051435	30919.8060249317	0	0	15076.6071652478	23499.0890399086	1906.90823396	978.065265315049	0	97994.3004780612	0	148936.642959573	254863.936917631	119133.453849842	15549.6881276882	3299.71692492123	29832.3578781276	0	0	234661.830230607	0	0	0	190924.173543177	0	0	0	7188.27836185878	39630.3294875139	2038.16769174692	11523.4865648768	0	968.950025190957	0	236755.60088711	0	1718.2227633913	1764.71048802417	137795.996479908	183349.409000057	190114.740220158	1301.65628972031	13227.1249440696	30302.7042685307	1071.95223859319	28208.0220880144	138092.241783941	0	0	0	2367.22786022664	28469.6294795759	23591.152965162	252.492151437342	0	12376.6730404918	30705.5978820156	0	47575.1727796723	0	8527.30713608787	0	423615.288858955	182745.068579829	138434.974812607	15271.6733039034	0	0	2789.26347797209	314310.798434921	0	4522.98214957434	0	134171.777006569	0	0	176364.400492965	1414.68526725905	125919.750122229	177677.906594847	121002.989599294	426.593237807496	7402.48650477494	0	24127.1290844585	10230.0339912682	0	1670.82351474602	49282.4572549146	152.224510072333	0	28157.8882673319	16150.3824518658	45132.2884264157	1096.56338692824	0	75472.3651794552	15476.7662066954	23624.8793536211	0	0	75248.1302724025	6569.35355743295	0	8617.54801331637	33463.8695435658	31504.092916886	28933.5952018921	102375.996405712	745515.436221194	0	49449.2661491855	0	0	78660.8761748625	0	14677.3596478126	52958.6335969609	348.202172740306	0	0	0	0	176234.964083203	6822.7572328827	4811.02373749565	0	811.256371044169	0	0	0	11724.0218476069	0	0	11326.5973781965	140.374697911014	922.462300558089	0	73391.355859125	0	0	14730.2280405323	11351.2085265315
01-2020-42	468956.326566584	0	909974.401830298	0	557608.851944894	0	648193.580342633	15443.0963131866	25629.5350384259	0	4249597.24831183	0	0	0	0	0	156461.229086493	0	356669.423152367	0	453060.445836564	36945.5134987078	919840.017372487	0	0	0	75469.7191887291	0	2468.52252920881	0	35929.7751946341	0	0	0	0	150326.847695859	114285.692377298	104888.599747716	20019.3666223623	43953.9867314639	68082.3114039168	0	0	0	0	0	0	5157.38399922978	1017832.73466489	18173.1200029198	1771251.47643407	710754.101037515	301033.840597296	3376.51266991827	11633.1696827697	11308.7145391562	0	231.234822500678	1009543.39000698	101110.150108843	583490.202915676	91894.6555074029	9335.34930001427	338.982985864868	0	0	2589.5878813034	0	0	1290.55665332839	265.133121087165	0	0	436160.933337679	17008.4713157697	0	0	2758342.08624158	170088.34511826	16468.5198454279	0	0	10814.7679026102	2007.2635377284	3957.62635997233	17923.7253776049	87749.3778516839	14458.8350006576	42315.972517624	0	225395.840569155	13687.648707815	4703.38892887504	0	507116.125546801	331443.035736417	0	0	57305.0737604559	76707.0070871358	0	136064.138565595	160087.136381726	455005.966044724	0	0	60093.2088191945	4654.9627880372	428664.566735982	292.978152068922	0	12164.646578465	306420.038111985	62230.0122836641	77748.1691151494	0	0	0	62272.3851568972	51984.2515358984	0	0	1852.29988704731	0	0	0	1633.1715997561	1376.51305331555	0	0	41595.6336726612	2411.62181372435	55073.8393213525	0	59226.3808981972	303049.578709671	0	20547.2115574948	109582.303448423	198.547177435137	227740.876439228	28100.4788746766	0	106881.335443193	65493.9341761344	58721.5383799627	0	0	630335.230255159	0	625027.725219332	65915.2416014236	4077.48105854598	40671.9050361794	40644.0600051977	0	0	876.513149164873	74815.9662874183	12644.0653727596	7055.68872007304	0	0	2726.3917291703	45280.8629904207	280495.103614448	933.413864649333	13353.5083360339	46.0048337959464	174068.973895131	11976.9952827184	20443.0953546934	1406.7793913392	11941.8863306109	0	6041.16106952032	0	0	0	5351.08856258113	154008.445053056	6192.49275963857
01-2020-44	0	0	0	985072.245114573	375935.39995912	0	472635.989997471	212998.412272667	0	3591.73352621701	3253055.33917283	4475673.56638719	0	1992137.77198027	1430717.79959934	170046.485252815	332368.308985481	0	556693.415853208	0	0	791229.120766658	1059491.16603838	0	4253.71361042854	0	44550.2297125666	351341.950324183	0	0	0	66315.0487472158	74820.6033228559	0	4881.98608073397	0	31051.2666657807	5763.06565533517	0	347.375687754565	4146.03651045071	0	0	24679.5913149187	78741.9224072659	3820.19624269171	0	0	34842.4369076088	0	315335.664414205	163174.813629012	304616.643192065	30375.2417424416	6984.96665943142	0	0	4678.80407468885	1545405.14694703	960.666996323946	321657.714666817	25098.1275209195	57050.1365360799	405.427689481743	1376.39423449922	0	28.0896782550861	34991.3122023608	373.592720792646	14987.7159943055	0	0	0	150141.202918652	566727.048925924	0	0	246799.658439621	411707.605216972	134825.774011371	10313.5935326591	73973.2313621608	6071.11579353262	3364.20713235082	11481.1878254622	12173.1302331458	69212.0308979237	76121.1554260664	0	2592.67730294445	28729.1865966936	0	1072.08938673579	0	35335.8789222898	138925.930714005	0	53.3703886846637	351.120978188577	674194.41263945	20075.6930489101	719491.827793602	533698.268910986	368402.684573714	0	0	123296.833732875	0	117800.620020963	12365.0763678889	443.816916430361	0	202125.834142732	29768.5046921318	80301.8358730317	7017.73795072902	2709.71762900731	58517.3540636039	0	205137.047651677	0	38314.3211399375	29006.3380888104	0	7557.99609583518	33611.1726774276	987.820351970529	70964.8268210411	7398.82125238969	3896.03837398045	0	10046.7415892358	0	2481.25491253261	86588.30586652	66403.9993950236	54359.1453592427	0	0	442.880593821858	134721.842201827	119897.98266401	0	7530.84274018859	0	132300.511936239	174991.204948319	0	827.709185916538	0	42420.0957782226	16733.9576591633	703517.227769934	363921.444569419	2197.54916215624	0	3057.09331676187	0	0	0	0	0	0	1028.08222413615	16454.9335218295	43641.9967823188	4722.81123728848	0	0	9183.45214419616	13175.9317468524	0	1762.1591492024	15980.2179593185	0	0	0	97892.5287189752	0	5232.17073631404	0	0
01-2020-46	314307.042786002	0	1019594.13716081	0	157265.719074828	0	0	0	3940.69752663219	0	0	0	0	3498521.21353688	687165.528442733	0	1988789.20687021	0	0	0	1182117.40023845	0	0	291947.55388947	0	0	1463902.20621084	22494.6510161602	2775.41633993576	0	0	0	0	0	0	0	63198.7889548351	6425.44969668816	0	0	16438.6007046692	3491.25067252912	0	25842.8660475295	3692.0254715883	2233.45560783483	1509.09162691543	0	7728.51751018991	1678.37233984768	181871.129988287	43619.3092857989	318275.297637995	16548.8300061134	3136.94220360115	0	0	1722.98896186083	514272.181381005	0	95879.1523258801	0	366772.253512702	492.751222527602	0	1756.45142837069	0	27824.3689663489	273.60487322771	1562.23789725462	5481.93936646886	0	0	0	466698.395905893	0	0	197333.414023021	0	84005.8818560273	24678.8971144217	123034.928088826	0	249811.091158814	12533.3340249298	0	0	0	0	0	0	0	0	1013.05977041627	19489.5902982156	140594.193358178	9377.36414429359	24593.6006311613	0	0	0	101389.305144504	117278.727722335	47325.7695468621	0	5991.74988564855	14017.4928336614	0	116633.098956733	0	8773.72749352742	0	0	48030.4497239521	0	0	35431.5030195913	49118.9640757142	0	0	0	1549.77148816271	15895.9838457739	0	20286.1282265092	11200.0843788897	9533.52232133962	173490.422444552	2053.6768661936	698.775035941273	22503.1806644862	27130.1868179678	0	4590.91917979445	2667.15541887444	44552.3215873092	0	20486.2468987741	0	0	292103.055939721	147291.279547711	102496.847173301	127936.19524233	255.233322987	7801.34758435844	29746.8204736803	8704.17805333045	282526.885376751	0	55580.5007460894	0	0	2217.05243797705	1108.85428238568	0	0	0	3514.21511033001	14923.6039366049	16710.2371975139	7910.26463221407	0	0	0	27657.0566337996	286.07128231962	13571.3266135299	6595.38653641472	0	684.996373260741	0	2314.8153303294	15380.9243122397	0	179.778741641229	0	29513.2393349055	101920.111721102	0	0	0
01-2020-49	667183.954035698	93097.4724394976	79459.9837376306	214359.158141954	76401.9263716436	66671.7438435034	0	0	0	106019.002505243	472641.236122776	0	589951.820309403	1267568.5864922	194864.518470115	302071.70764807	205299.234762524	195717.575568473	116815.50640633	410786.979910622	3520.76467603352	409099.907166995	1754953.61974128	280194.98219488	33143.5532455595	145337.69898735	853837.797934122	15275.053667464	4124.37873893381	144854.046078907	5765.75199514846	77481.5767617523	63764.1139569143	55376.3538715019	20244.87292352	289.430086942723	2787.66873213255	182719.879690374	2155.49248959976	31922.9961025971	313458.496594896	139015.936562022	0	0	0	0	0	0	77561.5508647234	78681.1883063176	1129754.16562005	1750244.66839253	0	7782.24187720336	0	60542.3000943677	1091.07526196171	9141.80162771062	840630.646072052	129626.596044163	4876.51613592312	416114.778484739	67648.5703869351	0	0	0	2065.99766008457	0	2747.68168064704	569.339447341278	3267.51334995864	0	459165.59977216	1024462.54662278	8208.77042638211	51.4119233385101	0	1864150.64076696	339863.279592493	67412.4563686397	1588.05718756731	0	97.111410750519	3794.96160050558	11095.454714574	42428.1657714327	0	359710.186146467	0	0	649.313550312294	0	4705.14305812809	0	292501.473325872	35447.5690692483	0	0	33092.141322221	526052.512035562	9136.08919178412	1122282.29942819	482434.255446108	39271.0928493864	0	0	231446.958143428	6496.94379374061	358106.895796429	1470.00017841962	0	19049.0696695724	315730.141948335	22486.0519520172	304608.029199437	0	0	0	46230.7439531736	365262.673867026	205.64769335404	0	0	0	0	0	0	0	0	0	2892.3967241184	0	17143.0202154299	0	2650.57026989652	9330.31201328516	0	23685.6634965825	174621.549691904	0	267250.602385428	7850.79110832137	0	278075.668466148	2612.48736371985	11676.2190337683	217301.062644103	93942.9129566197	440076.543051102	176527.599146046	278258.466415796	178938.24710703	105535.349596799	95047.3172357433	201456.669529297	0	0	0	6997.73400996387	0	16695.5460678539	0	125228.020380758	6451.2443063286	1635.66082028815	0	0	22697.4120812978	10691.7759091013	0	474.132181899593	0	3257.99262341447	754.041542298148	0	0	5501.07579722058	0	0	0	33642.4393164739	2751.48997126471
01-2020-50	0	0	1313452.04809232	166157.978644261	42015.7677278748	0	729894.65552824	148163.824710455	0	462809.445274972	2687805.96944218	22983.2657949789	77114.0630248386	2346890.43535447	477510.164892338	971150.11098062	1194725.53458295	0	190412.275463336	60354.0986361691	392041.811757175	502231.766786633	747896.565562879	366714.26448526	287219.078504526	80065.2593919995	0	1302604.17156402	0	0	86895.4756885331	82233.0895749731	0	0	14306.1279874592	810.512537104629	513810.6558185	73145.8479358802	3149.94645102026	0	45162.8056410824	0	7198.63108612664	48697.648595967	0	0	3609.49542540734	0	62777.8801466494	980.177242838253	42013.8287026664	1015172.76979917	0	54731.8950444589	4070.0139123986	21996.3019639113	0	16633.9277501245	587837.790711591	16928.659581799	10351.4860749595	987442.770294069	16947.0803212786	170.634218337817	0	0	5137.44728961415	15346.4150117574	3588.16614811511	1134.3297469048	15590.7321880138	3845.08698822603	17600.5318165041	175540.921627633	189479.604338103	1253.57979722044	0	1255621.59076487	164324.630309734	216814.042700697	10704.3886628854	10918.6509484119	966.604066379563	7748.34473270358	18678.6298323658	83815.3341450147	124780.150209945	179509.136716591	0	77.5610083353712	10546.3581084021	21853.783611095	2568.23888850498	0	1473.65915837205	50362.3017373649	0	0	19941.9047556281	297116.832680723	91870.044860643	551324.007012506	241309.748158215	170892.108690532	47861.9287311534	0	209051.15527893	5039.52651659074	69182.4804099427	7221.89938862725	1426.15304076664	5234.39855003336	46552.1172028898	54962.6390442566	86560.0243274826	0	0	514.811192826026	91236.9531301055	142425.279606242	1795.53734296384	0	4150.48345854655	4445.21529022096	314.122083758253	0	0	20639.9538306465	0	0	11976.3891995855	211980.052856195	25807.4560109906	0	2600.23280444332	34629.0511965348	7628.12516978376	5316.80712138969	60432.6291571086	10395.1141421481	225566.802491343	63981.0452884519	49910.5088638114	16873.39736336	17242.7816655572	5023.04480231948	17781.830673488	53475.4067094258	779571.511854441	0	125820.437234243	15293.0918185268	2187.22043505747	11225.9864439408	0	262163.964274388	2051.48867047057	658.299058246463	343.207461884017	0	0	24240.7236426161	201140.901941326	0	720.34786491476	0	0	114794.170386766	7228.68597685659	25576.7120111928	26369.773321422	0	837.658890022009	24602.3518439797	7915.10090062463	2729.17798080087	2427.65956089712	41986.682349749	121000.990078804	0	39697.6630912514	6950.43585945345
01-2020-52	121889.510368814	0	100230.974437425	89867.2078314171	566706.743722385	480632.399059602	42022.3494314963	0	33334.2380414653	0	1261294.64393199	2362599.76347543	0	3903077.72528763	2141092.96213373	49665.7021428742	556786.026641995	3550.38336069489	25579.3745542139	31366.7089825979	0	206131.78537161	0	2421.80450151954	0	0	0	24438.8213835354	32929.3566337638	376486.573155104	0	5916.80667151219	0	0	0	0	60622.9455627591	0	0	1596.32540226859	2462.96619731174	0	0	0	0	5839.72204121042	0	0	8370.79213519654	0	0	8408.96025311295	0	0	0	0	0	0	722433.413215798	581527.199390985	305661.51419163	206466.31769923	11228.9106121134	0	0	0	0	0	0	0	18917.1669916283	0	0	287.383476076484	0	0	0	137574.361649051	0	14964.1474066388	1695.11347216988	50635.6213746323	0	0	224.518340684753	18208.4374295335	0	0	0	0	59284.816252278	0	0	0	52074.7839384216	0	0	1698.10705004568	95.0460975565454	10364.5150004771	0	864732.389147326	21161.6020040069	104439.944930795	0	0	42353.8881812407	879.363501015282	241351.229080358	10428.8769248068	0	9290.56893753508	139449.089793769	33857.3657752607	31416.8514120175	0	0	49837.0844762636	0	28765.2898085305	0	4427.50167830333	0	292.622237359128	0	6980.27521188897	3973.97463012013	3188.90883219244	6484.08967897566	0	0	0	0	14451.4971954086	202138.352485297	56231.3668189653	120632.20766098	0	13271.2791178757	0	89987.6993409179	116279.545429571	903734.218502143	0	428.830030707878	32713.8190267064	475078.56370553	930032.800141017	137494.283440874	0	61180.4994421262	0	17558.0826360166	15448.3586280489	0	0	0	0	6975.03645060632	0	0	0	15601.7794941835	5561.31929876133	23224.1771604308	0	0	10737.9638404828	0	0	9321.25311076199	0	0	0	0	0	0	83478.164249998	0	23846.8413585966	68785.6840355878	0
01-2020-58	557442.928449011	0	235689.996803156	0	6925.47669401927	0	0	0	0	0	47635.1310979283	781208.157534363	5013781.37490515	7579876.29618455	1958123.58699128	420076.318016109	1493541.19053242	1174.89333412675	38168.0484157981	36557.5653761617	2221.90712168189	9011.51179746881	414533.538919396	5354.95601268657	21583.6697197912	7417.01370115393	13731.0663131276	315686.645655364	0	1220026.82159488	157255.876160619	0	0	0	0	0	0	268251.326348954	0	0	0	2201.92594253007	0	0	0	0	0	4711.56204399811	80955.7454514959	0	10226.3674898992	90786.4855941892	0	67452.4645806989	0	0	0	0	218893.817608139	0	32281.5930376732	215353.152662438	8348.13664962854	0	0	0	0	0	0	2313.82054578024	22618.6947998552	0	0	5682.64735077634	0	0	0	146841.685586693	156061.00164734	82674.126858552	3264.92467340666	489802.640784285	0	95.9096599287147	0	2213.91465002116	27318.2681363622	20260.915659941	0	0	24009.3848688216	0	0	0	3352.84186167465	0	0	0	823.224581054801	121973.110014343	1422.65995560927	871559.053423043	520285.927698295	145383.05950861	635.401497027735	0	182044.527016361	0	169668.184649727	10054.5293491936	0	23453.9080884011	469617.653605121	287197.480420706	548543.311254792	0	0	0	0	634046.773081242	0	0	0	0	0	0	0	0	0	0	1819086.54998129	0	823384.430488015	0	10362.2395081315	52390.6517360604	0	0	0	0	95510.0363456784	1310.7653523591	0	0	0	8396.0914795929	11960.7338402768	0	90562.6963876888	18898.1992417872	87369.7039592287	115211.478989368	75620.7706179612	19637.5028704043	687.352562822455	0	0	0	0	0	6629.7552425724	0	0	0	0	0	59404.0456183476	372660.979888851	0	0	0	0	0	0	0	0	0	65742.0756453035	1743377.86217506	104185.864333397	0	0
02-2020-49	0	0	659764.987555235	630386.912074552	1560362.58089842	0	385447.848637336	333216.687444464	2803.8630067187	0	3582974.02260306	0	0	4231571.62435439	0	266847.647868	1528458.62540054	0	0	0	475773.093743205	0	1018351.02748449	0	0	0	0	112128.083846113	355.690049995172	0	59772.7515772293	100834.924758767	52186.2993847647	33583.0688870442	10660.2871515445	0	29742.5776715558	74062.038563184	3170.76850874075	23872.8907429192	1957.89748240586	3551.29277393829	0	171353.681585174	356914.93757725	0	0	0	22910.7651797566	0	480295.324221184	2469082.5648202	0	9574.79161608626	177.845024997586	23232.007769955	398.949650670261	0	143193.283753124	0	0	0	41201.565228157	0	0	0	269.971952361201	23995.4596114986	0	203.480343916157	0	374.916539184101	0	3650.62963474775	0	147.403083781783	2016.37805368885	75898.1682807266	0	234069.688215742	27449.0177320599	651967.043981692	0	46004.182006808	12136.721300511	32689.8382434752	0	0	0	5913.74763302784	0	544.750527019634	0	1024.61165302663	0	35513.7288430991	203201.559822918	2255386.546315	0	4299.52364487408	0	235820.099835651	3704.30358373351	131890.511421183	0	54.4750527019633	0	319.640382765932	0	0	37502.0682667207	0	0	0	0	41763.9400369332	11096.0875731602	0	0	727817.146039446	0	0	15971.6047899859	0	178300.853012107	0	0	10596.9999579643	321775.324169619	8370.73273062963	0	29954.8701563502	0	78525.7884698802	0	8427.61109448021	120.966661147007	0	0	3196.40382765932	8916.28436136547	12944.2338464459	0	32688.2360360428	278.784093239459	11282.7447390361	0	6058.74740566101	89.7236162149985	175.44171384897	66854.5084284845	0	3055.40957360718	3383.06099353516	0	2739.77470942227	329654.179218499	1917.84229659559	0	2360.05154794094	0	320338.945206463	0	661.711669585614	2678.08972327446	46886.9983020663	0	23300.9026895486	0	0	85770.1693755251	6214.96263032105	0	28325.4251975885	664.11498073423	5158.30682864621	0	149780.759611481	0	0	41236.0126879538	1124.7496175523
