feature	X1525	X1522	X1520	X1568	X1552	X1545	X1543	X1540	X1564	X1561	X1536	X1411	X1468	X2016	X2043	X2048	X2524	X2492	X2502	X2497	X2483	X2479	X9712	X9649	X9418	X13165	X9422	X9467	X9450	X9447	X19351	X19300	X5989	X6001	X6067	X8007	X8095	X8163	X8130	X8047	X8053	X8031	X8028	X8071	X8059	X8249	X8255	X8235	X8236	X7285	X7298	X4303	X4482	X4494	X5266	X5265	X5273	X4498	X3934	X3922	X6936	X6956	X6952	X6939	X5868	X19882	X19831	X19850	X14348	X969	X17008	X17007	X16955	X17130	X15888	X15878	X15873	X15877	X17167	X17153	X17151	X17137	X15892	X15494	X16971	X16988	X16987
GBM-BM-379-Or	0	0	0	0	0	0	0	0	0	0	0	0	0	34	798	1212	0	0	0	0	0	0	236	0	0	1770	0	2195	4896	0	0	0	2424	6428	451	2476	452	4112	747	2350	0	396	0	0	1003	0	0	0	0	1602	32	1453	0	143	355	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	455	0	0	0	7264	0	0	303	0	0	0	0	0	1026	36	806
GBM-BM-378-Or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0
01-2020-64-OR	3158	14738	21026	1330	97745	0	57	15140	0	0	0	0	0	0	0	0	2464	157012	396775	42082	0	49825	73007	0	10266	3197401	0	832140	19464	0	352	8505	0	0	0	7684	13499	0	0	101246	129	0	0	5683	0	23771	443	0	440271	0	0	0	14601	18898	1081	0	0	0	0	0	2028	270	32963	550191	933	0	0	0	0	199	1110	0	12477	0	15527	233626	3523	0	0	0	2683	0	8536	4888	8271	232243	61281
01-2020-90-OR	60298	50259	70046	7973	1503338	66961	214824	0	1522	22672	2449	10294	0	9608	3029	2085	3567	51201	78732	86961	122277	31991	204746	0	12688	695374	96167	505988	39678	4992	42238	12071	0	4057	0	1981658	92560	34404	10549	124400	9695	0	1343	300602	0	80103	107968	43333	136541	1037	519	0	146313	5957	0	26750	22386	10926	0	0	890936	18257	2670641	1671652	24556	566	1846	3032	4823	104220	60012	39687	29992	141201	326164	249743	132486	27023	883868	318729	34718	36978	41867	12926	3971955	264146	576486
01-2020-21-OR	0	10738	0	53459	348931	20588	8328	0	377648	0	356065	0	20	0	1750070	4103	3682	23370	2762	0	0	28934	256185	0	0	42210	0	0	953141	5779	34162	0	58693	0	29343	37679	74542	37544	184	323	0	0	0	2362	181162	1446	118112	605	13552	14443	82670	6728	278	147580	110543	0	79764	72363	93165	8094	5528	2629007	27873	5049	2888	0	0	33725	0	9277	318	0	0	34805	0	0	0	0	141418	3986	0	12998	0	0	458390	552	9355
01-2020-14-OR	11073	64724	0	7881	219665	140481	0	11975	14224	5444	18430	5095	311	3209	350	48	533	280	650	4713	2092	3021	91697	0	5378	26840	79	99	84512	1137	9263	251	179	135	0	1709510	167980	10444	334	6435	17044	84	6823	35848	190186	5686	82068	766	12605	0	48412	1294	39360	6802	79	1866	44	3513	18580	18276	154274	324096	448696	103161	17751	0	0	895	204	27579	0	334	0	22633	5280	2538	0	3524	3734	58375	1268	95256	0	662	372435	1270	7192
01-2020-27-OR	0	12948	0	27531	357910	29505	17323	0	32508	0	93906	0	18597	0	585024	38581	15398	39948	132	0	0	34777	236076	950	0	1618	0	569	1241032	0	44358	0	50128	3193	21757	264589	124827	22450	2350	0	0	0	0	26812	52457	0	35106	0	0	0	21620	81026	0	165936	11192	0	24271	36516	23127	3675	391170	527891	46631	67	3384	0	0	47104	0	41426	0	0	0	140846	0	0	0	0	62124	15205	0	9494	0	0	291759	0	0
01-2020-30-OR	0	10131	0	263	263604	0	5768	4072	71464	0	6508	0	7297	0	0	0	5508	39898	63191	26916	14507	10879	208135	0	41292	106441	15447	995570	52589	109	5373	5224	0	0	0	6869	83961	3753	0	497450	0	0	0	0	0	858	11587	0	0	0	0	2975	31	264	0	4010	6588	236	5413	0	26879	63712	358623	157028	11407	0	0	2908	0	948	354	0	16515	208	6376	34109	0	10893	24152	2820	0	585	2853	0	297743	887888	39511
01-2020-16-OR	0	0	0	0	2378	0	39	54	0	0	0	0	0	462	0	0	0	0	0	192	0	0	1087	4980	0	0	420	0	0	0	0	0	0	0	0	44932	7105	725817	52972	1376	9280	1326	0	16260	0	1956	0	0	0	45618	0	0	0	0	0	0	0	0	0	0	1115	0	4993	21700	0	0	1063	0	250	0	2236	6679	0	0	760	67747	0	0	0	0	320	0	0	0	12855	162571	0
01-2020-12-OR	740	0	0	0	1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2331	0	0	0	0	0	0	0	0	702782	0	0	0	0	0	0	0	0	0	2546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-58-OR	472	24519	0	7665	477315	0	0	3673	37491	3838	18355	977	23824	627	77445	687	71	7466	0	0	855	5565	26469	0	0	17734	0	13305	194859	3823	15009	0	22625	3276	578	3088	0	2594	3187	8356	4637	1622	368	38401	156944	768	32086	1535	3035	1161	27977	2253	20480	21127	18562	447	41539	28858	6026	10774	368477	306080	0	4479	13490	0	0	2912	582	53969	828	1588	0	107026	0	4254	0	0	83164	0	0	0	0	0	317777	8603	10756
01-2020-42-OR	824	0	707	1555	13191	11377	0	0	662	762	0	0	0	0	0	258	462	15556	600	8519	14444	532	21543	10929	0	527	0	84804	18897	89	0	0	0	0	0	0	0	472031	0	0	0	0	0	0	0	0	1232	8576	3463	0	0	0	0	0	0	0	0	0	0	0	0	0	60	15971	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	2996	0	17897	2201	0
01-2020-22-OR	131196	22348	8728	30954	105234	81159	59650	0	29031	57799	13871	71983	2290	1842	20091	0	1947	37621	5825	4116	13599	10959	341011	0	14507	13000	16089	4187	20123	2488	19755	1936	0	6947	0	187246	44580	41311	9910	27178	828	0	0	151575	2851	6099	41207	0	512	0	5740	252	12941	0	0	1374	8426	4451	0	0	50434	256833	445196	45242	27510	1487	3211	11466	55469	3619	2673	3531	466	26441	2036	28852	0	4534	12567	40886	2452	8077	1159	3836	508575	145270	11680
01-2020-24-OR	0	0	0	3932	235125	0	0	0	0	0	34568	0	1359	0	19012	5505	2565	149183	14083	1030	0	28839	103128	0	0	73941	0	11008	405916	18337	4218	0	0	0	0	0	37801	21665	0	5196	0	0	0	0	0	1581	17100	0	46341	0	0	15848	0	80794	1805	0	1179	0	230	0	0	188118	0	28974	0	0	0	210	0	0	0	51	0	0	0	0	0	0	6098	0	0	0	0	0	8838	10226	0
GBM-BM-308-OR	4419	0	0	0	765	0	77	0	0	653	12926	292	117	901	17360	0	305	1965	2916	0	0	226	6719	0	0	0	0	0	914	1871	0	0	0	0	0	0	1867	380751	1071	1626	0	0	0	0	1017	0	3096	21382	0	0	0	0	0	0	0	0	0	0	0	0	0	18804	0	3576	0	0	0	174	0	0	0	0	46	0	1986	14932	0	0	0	1791	0	0	254	0	13812	71131	11283
GBM-BM-295-OR	0	0	0	0	19951	12151	0	0	0	0	1429	0	0	0	0	0	244	2137	1741	17621	64	224	59296	1916	0	167535	24478	281750	4203	0	39	808	0	0	0	49108	1443	2887	0	52384	0	0	0	0	0	2640	8874	0	0	0	0	0	913	0	0	0	0	0	0	0	2904	7377	57381	146298	0	0	185	0	454	0	0	0	0	3624	65536	42669	62025	33	7255	835	0	0	1002	0	101785	36742	6773
01-2020-10-OR	1760	0	0	53421	389	0	0	0	1820	473	10980	0	0	0	5620	0	2106	38677	5409	522	0	2887	46421	25872	0	1749	0	15310	2600	0	0	0	0	0	0	0	545	79112	8645	0	0	0	0	0	655	0	906	193127	5932	402	0	0	0	0	0	0	0	0	0	0	0	18250	0	3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-44-OR	4205	368	0	5888	57794	18297	1601	3188	981	3553	1470	11651	1592	4041	5584	9243	3780	2536	42684	957	0	606	20447	3604	9274	188373	487	54224	0	532	265	254	703	2284	606	73982	8027	111852	33594	67775	228	6942	1653	20548	0	8019	9520	0	0	1905	402	0	696	0	0	0	0	0	0	0	16892	0	57411	20831	732	6503	807	2274	1240	712	247	10262	0	5468	2095	50428	242	6506	123882	205	16585	0	0	0	49083	1217	0
01-2020-28-OR	18148	0	0	0	0	0	0	4585	0	2487	0	426	0	0	0	0	0	38	0	0	0	4515	0	0	0	0	0	0	0	0	0	0	0	1312	0	13501	0	94	34960	8875	324	0	110	43112	0	1315	2171	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32636	0	0	0	0	0	0	0	0	777	0	674	18533	0	0	0	0	0	0	0	730	176631	151862	18098
01-2020-50-OR	0	2025	0	965	89389	59578	41977	2672	19473	17057	4691	0	1365	7275	8474	0	0	8133	3087	3639	0	12880	15166	0	1413	6360	887	15999	0	0	2759	0	0	0	0	5970	234	28057	0	0	0	0	0	0	709	0	3515	0	0	0	0	0	7447	0	23974	22	100612	9775	497	0	6588	5653	72701	29677	3055	297	4802	770	0	657	0	0	0	4582	0	27367	867	0	16065	356	127	724	454	0	19303	25644	0
01-2020-08-OR	950	1585	0	0	20295	819	30319	2743	0	0	0	0	335	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	239	0	0	0	0	0	0	0	20044	0	0	0	19825	0	0	0	42391	0	0	2290	2558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11944	117755	226	0	0	0	0	306	0	0	0	0	0	0	0	0	460	0	1575	352	0	0	6774	1240	0
01-2020-41-OR	6310	25057	24904	6540	71157	0	80869	52312	5058	13927	0	271	0	0	0	0	0	0	1886	14663	282	620	0	0	0	0	0	0	0	0	1282	754	0	256	0	38046	0	0	0	213	38835	0	0	13687	0	0	2004	0	0	0	0	0	8148	0	0	8519	3924	861	0	0	17682	0	89346	103533	4917	0	166	870	2737	1150	0	0	0	3548	0	55463	0	3486	69940	0	0	1693	932	584	82777	38452	0
01-2020-19-OR	4795	0	974	1710	18121	0	1017	17464	1486	14934	0	0	1116	6389	0	0	0	9362	3772	3967	0	4460	1643	0	0	0	0	0	0	0	950	141	0	0	0	0	1899	25408	0	11043	0	0	0	1940	0	35	2065	0	0	0	316	0	696	0	3328	0	0	0	0	0	0	0	17769	10725	0	0	572	80	380	1011	0	0	6571	144	3071	39989	0	0	890	777	1028	3487	0	0	7602	76640	1933
GBM-BM-282-OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19833	7021	1484	5301	0	1699	12787	4923	58648	0	70029	1649	0	0	0	0	0	0	12995	0	0	0	0	0	0	0	0	0	0	0	0	32383	0	0	0	0	0	0	0	0	0	0	0	0	0	86	73640	0	0	0	0	0	0	0	0	3447	0	0	12860	0	0	0	0	0	0	0	0	1225	9279	166
01-2020-46-OR	0	0	0	12	1453	0	0	0	0	0	2316	0	0	0	4359	0	0	1428	235	0	0	596	4798	0	0	13120	0	0	9796	1203	0	0	0	0	0	0	1323	11081	0	0	0	0	0	0	0	0	150	309	4310	66941	0	0	0	0	0	0	0	0	0	0	0	5935	650	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01-2020-20-OR	4963	273	58	790	65621	459	0	614	6797	3589	3300	0	2791	0	0	0	0	213	377	0	0	0	12202	2825	0	3351	0	0	4230	0	0	0	0	53	0	4153	7364	2735	0	0	0	0	0	0	0	0	1494	136	0	0	2372	0	0	428	0	0	0	0	53	0	694	0	13543	2718	0	0	40	14	0	32	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	1992	5890	0
01-2020-29-OR	2378	0	1607	210	16484	0	0	2418	0	0	0	0	0	0	0	0	0	1236	1259	6345	996	0	7721	0	0	48253	0	0	0	0	0	0	0	0	0	5418	338	5690	0	0	0	0	0	0	0	0	0	0	29745	6986	0	0	0	0	0	0	0	0	0	0	0	0	465	15116	0	0	0	0	889	0	918	413	0	0	47752	23150	12668	0	0	0	0	0	4886	613	0	54415	1065
GBM-BM-279-OR	213	0	0	0	28276	0	133	0	0	0	0	0	0	0	0	0	0	1050	9643	0	0	68	38316	0	3632	19556	13043	7465	2175	0	0	0	0	0	0	0	1528	1749	1883	2449	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10393	0	0	0	0	0	0	0	0	0	0	0	46558	445	0	0	276	16	0	0	0	13113	8985	907
GBM-BM-291-OR	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	4672	0	0	0	0	0	0	44779	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	2017	6927	15184
01-2020-09-OR	0	0	0	0	3921	0	4229	0	0	0	0	0	0	0	1231	0	0	0	0	0	0	148	9836	0	0	5305	0	0	517	0	0	0	0	0	0	1821	0	26183	1022	3998	0	0	0	2170	0	0	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	722	0	17397	6884	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	26525	44633	1294
02-2020-49-OR	235	2239	706	36	8531	8789	18576	0	15224	35	5307	0	897	0	10891	3712	423	0	2597	544	4962	1347	2890	0	322	0	0	7038	3564	0	80	183	1083	9199	0	0	0	5807	192	0	1959	1129	0	2008	0	0	972	848	0	0	0	3575	959	0	495	0	0	0	0	0	7267	2489	36165	12029	778	208	0	1242	1285	0	469	18091	0	272	1767	23499	118	0	9752	0	2340	0	956	0	18183	40605	4251
GBM-BM-265-OR	0	0	0	0	2402	0	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4203	0	0	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	3274	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	16	0	0	0	20817	37589	63
GBM-BM-305-OR	0	0	0	0	297	0	0	0	0	0	0	0	0	44	5818	0	0	0	0	0	0	0	695	0	0	7573	0	3016	0	0	0	0	913	0	0	0	0	11563	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	301	0	0	0	0	0	0	110	0	0	0	0	4162	0	0	0	0	0	0	0	0	0	0	806
GBM-BM-259-OR	0	0	0	3879	8695	0	0	0	0	0	0	0	0	0	0	0	0	665	1061	0	0	264	325	0	0	0	0	0	0	801	0	0	0	0	0	0	0	2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	164	0	0	0	0	0	0	0	0	0	0	0	1522	1902	0	0	0	0	0	0	0	0	29	889	0
01-2020-52-OR	610	0	0	0	87	0	0	5062	0	0	0	1543	0	2299	0	0	0	0	0	0	0	0	560	0	0	4518	0	0	0	0	0	0	0	0	0	1437	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5361	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1943	733
01-2020-49-OR	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	1065	0	0	23	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4192	282	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2823	3626	0
01-2020-108-OR-ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	529	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0
