feature	X1525	X1522	X1520	X1568	X1552	X1545	X1543	X1540	X1564	X1561	X1536	X1411	X1468	X2016	X2043	X2048	X2524	X2492	X2502	X2497	X2483	X2479	X9712	X9649	X9418	X13165	X9422	X9467	X9450	X9447	X19351	X19300	X5989	X6001	X6067	X8007	X8095	X8163	X8130	X8047	X8053	X8031	X8028	X8071	X8059	X8249	X8255	X8235	X8236	X7285	X7298	X4303	X4482	X4494	X5266	X5265	X5273	X4498	X3934	X3922	X6936	X6956	X6952	X6939	X5868	X19882	X19831	X19850	X14348	X969	X17008	X17007	X16955	X17130	X15888	X15878	X15873	X15877	X17167	X17153	X17151	X17137	X15892	X15494	X16971	X16988	X16987
GBM-BM-281-Or	312.693392166273	5264.24479998605	0	0	35394.4866594362	51553.1754139626	34942.6275268003	0	8061.30437386897	0	0	0	0	56.6971535246539	618.514402087134	0	0	0	0	0	0	0	9748.47421511777	0	0	124146.149072256	0	29034.0968913069	5430.9000694373	0	2943.09769659794	0	0	0	0	205106.248114339	10356.6800438368	304.102914359507	9602.43609240275	17414.6166098755	0	0	0	48860.9196693222	0	0	7401.55567830936	4040.96076030261	0	0	728.472518013735	587.588681982777	1580.6479164449	0	0	4264.31318327851	11746.6193529715	1022.26685900512	0	0	23079.1776756568	0	133855.107089462	6241.84117439599	15218.8904824662	0	630.541071016606	2175.10898067309	0	22381.6308777475	0	0	0	34937.4732401163	3666.41592792762	64428.5835507431	0	0	59160.9025596343	2683.66526683362	0	2094.35848928949	61.8514402087133	0	84738.1911814986	55418.8904270072	1901.93178641794
GBM-BM-357-Or	2298.32483191109	0	0	0	0	4224.50711232832	1040.6208384365	0	0	0	3845.4730321031	0	0	0	0	0	2287.98753881403	62123.685748913	7387.71880002604	8545.49562689579	0	0	130263.67608031	0	0	398864.454149727	24147.916674712	0	103848.446452978	0	0	0	0	0	0	3797.23233098353	0	3559.47458975135	0	33640.9975021708	2670.46738340493	0	0	0	0	0	1640.18383806548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129.48237799258	75855.0567461629	0	0	516.864654852568	0	0	0	0	0	0	0	0	11315.8901769056	0	0	0	0	0	0	0	0	81213.2203348012	15406.0124789722	0
GBM-BM-332-Or	1507.50967879597	761.773507902217	0	8229.82677484535	47486.5548820729	0	0	0	40264.4074492596	1189.43582812802	37372.3410087326	908.782430479838	23823.4641260788	374.20453019758	103323.216566555	12808.4864907629	4878.0233400756	24807.0874625982	1844.29375597379	9935.13027674575	0	22944.0834801145	302362.606178648	0	3180.73850667943	2587.35703736613	0	0	165729.840645505	1010.35223153347	9654.47687909757	0	0	486.465889256854	2189.09650165584	4129.61427968044	32561.1399061923	48398.0102020542	0	8932.79671371652	0	0	0	0	44391.3488394387	0	16665.4660412994	0	0	5973.90803565423	9363.13192344374	27744.5930246492	85.5324640451612	11151.2949998879	6837.25134461007	61.4764585324596	15713.917378797	20877.9398955236	8569.28374152459	0	3592.36348989677	159272.139610096	2488.46012581391	12517.1415351091	192.448044101613	0	229.868497121371	5556.93727343407	0	1748.06973392298	852.6517509502	0	20471.660691309	31687.1050392308	0	1285.65985017883	0	0	31430.5076470953	6599.36417898447	0	3228.85051770483	0	0	274754.33051857	75771.0715860072	8090.83652077197
GBM-BM-396-Or	0	0	0	10523.2829803365	0	0	0	0	0	0	0	0	0	0	0	0	1144.86675039737	0	0	0	0	0	44210.8388119773	48550.0617545456	0	34173.9759017579	0	70631.7533522359	0	0	0	0	0	0	0	0	848.269146667484	333200.714006195	0	28437.7782456218	0	0	0	0	0	0	0	17721.7068228609	0	16303.970277032	0	0	0	0	0	0	0	0	0	0	0	602.093135571676	0	1821.10928690152	0	691.072416690643	0	0	0	0	0	0	30309.3091251574	0	0	1663.91255692468	0	0	0	0	0	0	0	0	27028.9396279048	81006.7375307074	110998.687219874
GBM-BM-444-Or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540.77975895559	0	1597.98692822375	0	5556.72304157994	0	0	1044.98429196493	14507.7381264036	1407.29636399657	175.435319089003	428115.571935151	0	160698.752285527	0	0	0	0	0	0	0	0	232.642488357156	282466.118978433	0	0	0	0	0	0	4690.98787998856	0	91.531470829045	19370.3475141967	10903.68646251	5182.96953569468	0	0	0	0	0	0	0	0	0	0	0	4851.16795393939	0	0	0	335.615393039832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2848.91702955403	0	0
GBM-BM-294-Or	12295.995163346	6849.42755746962	3618.51092668686	11523.6990662833	42181.2508744001	0	46725.3601196639	52111.1853358837	11269.1595286747	26200.2174052195	45059.2831462254	4318.4946551107	0	245.862053372009	12753.0093331434	3410.25130500704	2927.20468249968	116882.820173053	8524.18201514483	28008.0266211902	7910.97312908758	40055.2672364186	23325.0776281398	0	2661.0951659088	0	2661.0951659088	0	9843.15961911702	0	448.336685560722	121.484779313228	0	3251.16409400163	0	3118.10933570618	9348.54301762745	0	21178.8465269394	2823.07487165977	11431.1392344256	0	16151.6906591682	13519.5204407149	0	5646.14974331955	575.606454365056	17169.8488096029	0	0	0	0	0	0	0	7653.54109673336	497.509096235124	0	0	0	1955.32644799386	0	7977.5005082353	92788.3389425962	0	9924.1494719925	4743.691382707	0	8529.96700463594	2042.10129036045	3346.61642060488	18297.9217603686	2449.94304948343	0	4280.89222341851	18543.7838137406	0	44674.5813450668	75.2048633843792	0	13990.9970842401	2021.85382714158	0	7422.14151708912	6285.39108208677	33093.0323838724	0
01-2020-032-OR	0	409.095435387975	0	0	0	0	16575.758424214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129925.999405854	0	1044.9184614729	6759.93240523624	12449.0698304961	98513.1381578248	0	20564.4389192467	21399.8808023583	0	0	0	0	0	0	0	1407.18972052129	0	0	0	0	0	0	0	0	47697.8168928709	0	4318.91415974353	97062.8209064644	4710.75858279587	0	0	0	0	4148.86846672082	0	0	0	0	0	8151.10332858872	0	0	4341.0940327465	900.749286953644	3237.0292432657	1403.49307502079	0	2389.2652084858	4235.12352839901	17153.6673374578	0
GBM-BM-436-Or-PreOp	14117.4574498024	21608.718502543	0	0	15929.1215907758	28638.6117389216	53767.2484956061	6294.09111545635	5858.57580604563	0	0	16328.8411213308	15066.0455894778	0	0	0	0	0	0	0	0	843.189457489255	80252.1475400445	9684.74683484121	0	0	8358.31436280033	0	0	0	1831.55068478208	0	0	11770.8452803748	0	189003.70101235	1578.99157841148	12037.3249674115	93458.8012834081	3454.29265957273	2485.81797608861	0	4732.9974264727	121463.032274832	0	2165.64462076839	1748.02720078551	0	0	344.037207890663	0	0	0	0	0	312.218737796729	0	0	0	618.471512450845	58331.2102997048	0	46932.2433885529	193002.884972281	7896.94654643828	0	0	260.513723894086	0	1680.4129518359	0	0	0	2453.99950599467	0	141494.747853344	0	0	0	13264.3247204088	0	1048.02085871896	0	2841.78711026449	58502.2345764597	180404.759469464	0
GBM-BM-312-Or	0	0	0	1301.96390218329	14370.9197384929	0	0	0	956.746200846813	0	11224.5069748832	8699.48607367927	0	0	20032.4900404111	15850.4241727921	0	384.671152917791	0	0	0	0	131330.676951292	432271.742250644	3176.00285229561	83167.8759334054	0	3412.72356178348	7811.78341309975	0	779.20566873091	0	11283.6871522552	101819.495168471	3205.59294098159	17181.9781636613	30073.393467855	935579.42407344	34748.6274802404	7861.10022757639	23267.6730700787	45045.9783429628	3314.0899328302	0	27794.9566390342	0	0	0	0	42797.1316028281	1962.80921617027	12408.1105223226	0	1232.920361916	0	18977.110210611	0	0	0	0	0	41495.1677006448	0	50549.7348385559	0	1765.54195826371	0	0	7900.5536791577	0	0	10405.847854571	23869.3382066937	0	0	3609.99081969004	0	325.490975545823	0	0	0	0	2495.43081251798	0	86551.009406503	0	0
GBM-BM-Kit-275-Or	895.632490002463	457.879531405753	0	0	0	0	0	0	0	0	0	798.354054758749	0	0	0	0	0	221.392300899485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114.20692504876	0	43471.7200531345	0	101936.059634606	53157.633217487	18902.2062964939	144196.830890396	10814.6784560597	506.51874902761	13791.7340173975	0	4664.33324849597	0	0	0	6143.63634996071	414.271956986158	749.714837136893	0	0	0	0	0	0	0	0	1019.74635565823	0	0	105503.494665009	0	0	446.139030600478	0	0	0	0	1066.70835887934	0	0	0	12562.335861645	0	0	0	4682.78260690426	2696.96075641191	0	0	0	10021.3560445032	585.347825863033	0
GBM-BM-460-Or-PreOp	7535.1992193381	3650.90765727947	501.040970399999	352.523940085993	110088.656734077	28213.3395938267	4876.58117118957	10105.6862824651	0	4623.6126030723	0	1215.88118224104	37636.8267700143	306.826392297068	341.099553138762	73.4424875179152	0	1393.77520756221	0	0	0	0	13231.072140172	0	0	0	928.639453282083	3004.61376712182	0	1496.59469008729	1527.60374037264	189.318412268404	0	10618.1516398124	0	85137.7956413236	16351.5618320443	13280.0337985172	46609.8666894253	33018.1103327765	44426.176727226	2265.29272610814	0	36391.5685927661	0	3597.04983309967	7282.23065122083	0	0	507.569191512703	8001.9670288964	0	615.284839872312	0	205.638965050163	321.514889800651	1029.82688052899	200.742799215635	1832.79807739153	3195.5642346684	16098.593263927	0	53505.3002397185	49288.069400912	1230.56967974462	980.865222183712	0	0	2841.40823930423	8130.8993958723	0	4119.30752211595	0	3329.39276747882	530.417965407165	137164.453799015	2821.82357596612	15636.7216202032	42089.0735688781	3371.82620471139	997.18577496547	3819.00935093159	1041.25126747622	1785.46847432443	77682.5671306161	42585.2183734436	1886.65590157133
GBM-BM-430-Or	1000.49993210267	647.131870977044	0	0	62988.9212572722	0	3124.96574537599	0	0	0	4955.66774879789	1745.55307303018	0	0	0	0	2130.8519830527	966.44035994598	0	0	0	0	117448.048412554	0	364.011677424587	0	947.281850607844	42082.730122846	0	0	0	0	1798.77115452501	19152.1231683568	1217.62970460154	163496.589968394	38595.8814233052	176473.286960092	58588.8502792802	34072.3444962453	11007.6279763891	1319.8084210716	20914.7060274653	22249.4155113555	0	0	4764.08265541653	0	0	3067.49021736158	12027.2864178299	0	0	0	0	0	0	0	0	0	3542.1955042954	7512.26438380917	77385.4766632516	87071.1674953093	0	0	0	0	0	0	3559.22529037374	674.805273354352	0	0	0	35311.2614334448	0	0	1562.48287268799	1543.32436334986	4955.66774879789	823.815901539856	0	0	69181.3772200097	60457.8693013784	406.586142620445
GBM-BM-310-Or	5279.31426848068	6277.27099134401	0	0	401843.907072966	0	42955.2606699134	1287.48737702738	24252.8124562526	2094.47707267612	0	0	2981.54971522129	0	0	0	0	0	0	12369.7351821578	8568.87531791905	12308.1329153144	0	0	0	0	0	0	0	0	492.818134747321	0	0	2026.71457914836	0	17113.1097291007	0	0	0	0	0	0	16380.0427536641	268431.877770182	0	0	4207.43482540526	0	0	0	0	0	0	0	0	0	0	0	0	0	65366.1653475478	0	204470.244106664	36733.4317187285	8944.64914566388	0	0	0	0	12683.9067430592	0	0	31466.4379036165	0	0	880.912415860837	0	0	0	0	0	28349.3632013397	0	0	293577.923095664	122606.991698449	0
GBM-BM-299-Or	0	0	2683.86563248717	0	28495.885676737	0	0	0	0	534.466078675811	0	0	0	0	0	0	430.648926702812	2999.16216810887	4202.67211505512	21855.4330301677	8701.41536721843	1588.01791721662	51947.0267835267	0	338.367013837924	46179.4072294712	20002.1046134645	315085.056238053	14307.5415737604	0	857.45277370292	776.706099946143	0	0	0	7090.32697178558	78243.5268703172	0	0	37562.5836157122	0	0	0	2330.11829983843	0	69.2114346486662	3898.91081854153	0	0	0	0	0	0	0	0	0	0	0	0	0	11123.8155799217	0	21632.4184074109	54903.8930749058	0	1403.45409148684	0	0	7567.11685492084	0	0	1584.17283751392	0	0	15791.742339004	16487.7017651934	0	3995.03781110912	3545.16348589279	0	0	0	0	0	117124.972824057	58925.8464439339	48582.582043661
01-2020-116-Or	6394.98145116996	0	0	0	48336.8087069775	0	0	0	0	0	0	0	0	0	0	0	7947.83860033465	9287.77443826635	2096.17359851782	0	0	0	16497.730563466	0	0	0	0	0	119441.513487523	0	0	0	0	0	0	0	58564.3737603412	56901.3848984698	0	697.500847142533	0	0	0	0	0	0	9276.76126699568	0	0	0	0	0	9038.14255613113	0	0	0	0	0	0	0	0	0	4196.01825412587	92598.7440438065	0	0	0	0	0	0	0	0	0	0	0	994.856471450665	0	0	0	0	0	0	0	0	233827.981361808	87029.7504379369	0
01-2020-138-Or	5678.22367185792	881.922434099796	3402.18539000806	0	56900.9570462465	0	52871.2499242828	634.305750679469	4928.58960287309	3734.60230747644	0	1645.12454053231	4450.31628284205	1428.03594136929	7577.7489145344	0	1804.54898054266	4823.4373126535	0	0	0	0	94263.9401678205	3595.52992363763	5206.73437055072	97228.5563501406	0	0	10481.3089283399	0	651.26579748908	0	9490.84219465858	27427.7877005037	2262.47024440217	36983.0780730388	33089.051325552	84756.1379263523	183073.52928167	47498.3070949979	0	1692.61267159922	0	57457.2465816017	1251.65145454933	10030.1716832042	2859.46389210049	0	0	83558.7586215938	9226.26546442864	0	0	0	0	0	11373.4073905254	1963.97342055301	0	2198.02206652565	38733.3549037907	15986.5401227398	50225.4826219834	113740.857923978	5735.8878310106	5868.17619612557	5098.19007096921	2968.00819168201	0	3408.9694087319	3402.18539000806	7370.83634345714	0	70106.04949221	1071.87495836744	31718.6795433354	6020.81661741207	47905.3482184285	0	0	31420.1827194862	240.832664696483	0	820.866265585195	58610.5297646553	61917.7388925295	7265.68405323755
01-2020-087-or	11232.0779524329	0	113.67757640399	858.082350920438	34011.597456355	0	0	11756.4616113287	0	15922.1947337459	0	7521.0551356317	0	319.030617649907	9391.23461840702	9460.90797168688	5471.19174176621	32643.7995209134	322.697636243584	0	0	766.406886078511	6996.67147673588	94084.696057973	1591.48606965586	7664.06886078511	0	30883.6305959484	22797.8545968904	0	0	1041.43328060429	0	185411.794133501	15621.4992090644	0	0	78701.5530574976	17234.9873902823	3091.29667446978	42258.7222735347	0	5089.8218080238	0	7121.3501089209	7583.39445172422	0	24561.6905404491	4873.46771099685	2471.57053213836	0	16105.5456634298	0	0	0	0	0	0	0	0	0	14294.0384781533	0	59083.0035813252	465.71136139699	2530.24282963719	1514.47867918864	0	4756.12311599918	0	0	0	6904.99601189395	0	0	4088.72573194995	0	9229.88580028523	0	0	113.67757640399	0	0	0	0	2156.20693308213	15126.451698918
GBM-BM-459-Or-PreOp	0	2444.46275429088	0	0	53371.1162784766	3757.0374872661	12683.3764149995	0	0	15256.6044120822	0	0	2411.23301421556	0	0	0	0	0	0	0	0	0	2517.15281070564	0	0	0	0	0	0	0	0	0	0	15098.7631467245	0	62203.9965622482	3460.04668534291	12550.4574546982	47489.4522851446	2990.67660677898	18014.672838334	936.66329837314	1453.80112829534	92044.3031498873	0	5090.3808077884	5005.22959884538	0	0	0	1069.58225867443	857.74266569425	0	0	0	0	0	0	0	0	21678.2516816382	0	30774.8930272576	51672.2458171258	2907.60225659068	0	0	139.149536565411	0	3358.28060636223	0	363.450282073835	0	12346.9252967368	0	13628.3471483915	0	1717.56219014321	0	764.284021732407	0	2932.52456164717	0	0	108964.47142449	73448.1098602352	0
GBM-BM-356-Or	0	0	0	0	22630.0222136749	10834.2697022982	0	0	0	0	0	0	0	0	0	1149.08921084981	0	7996.72287550584	0	6800.73206421318	21387.1298019394	5299.880850042	102104.784164083	0	0	918872.705076086	0	471900.45285573	38834.5251666794	0	0	0	0	0	0	16626.6173569902	2790.64522634955	0	0	39444.2459724364	0	0	0	23310.0954200962	15055.4137421547	0	0	64747.6594113538	8723.69768237001	0	0	0	0	0	0	0	0	0	0	0	8817.50088325571	6472.42086111323	76238.5515198519	13108.9973237764	0	0	0	0	2134.02282014965	0	0	0	0	0	0	3728.67723520654	0	0	2321.62922192105	0	0	0	0	0	235188.075420669	0	0
01-2020-117-Or	0	0	0	0	27703.5799770346	0	0	0	0	0	0	0	0	0	0	0	2762.77520180352	0	30472.9489144033	761.576457776388	0	214.296405867815	100106.093350313	16441.4796317353	0	29401.4668850642	0	0	0	0	0	0	0	0	0	30687.2453202711	0	270.343158171705	40086.6153684117	43775.8104171207	0	0	0	32543.3818818646	0	0	4846.3956403952	0	0	0	0	0	0	0	0	0	0	0	0	0	4309.00619183437	10942.3041703889	1467.10616324889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5832.15910738715	0	114668.358345976	125290.866341455	0
GBM-BM-316-Or	0	5050.01850804197	0	0	389314.625921983	0	48794.2504166293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22843.7078820154	0	0	8936.38621892886	0	0	0	0	2101.3499832121	0	0	0	0	0	17070.6442184596	235814.398922506	0	0	0	0	0	134237.852153366	0	0	34920.8214952075	0	0	0	0	0	7987.38945231695	0	0	0	0	0	0	0	81545.9364452952	0	115416.082948897	196453.628269221	0	0	0	0	0	0	0	0	71299.0308819975	0	0	0	0	0	0	0	0	0	0	1287.92418325903	298617.649227216	0	0
GBM-BM-346-Or	0	0	0	2343.91349675203	268413.609218967	3433.00461645499	12516.6559119486	7008.0645963495	15633.9819429824	0	38173.4329420524	276.218762243505	0	86.8116109908159	0	0	883.900039179217	0	5161.34487163578	3551.38408598792	0	4522.09573615796	49245.8593256992	0	0	28829.3468135864	0	0	18917.0392313623	0	3472.46443963264	0	0	0	0	14158.1845561385	0	7102.76817197585	0	0	0	0	0	189.407151252689	0	0	13061.2014718	0	0	0	0	0	3196.24567738913	11175.0219239087	17662.2168543133	0	5666.43060830962	0	2115.0465223217	0	0	31015.4210176279	19587.8562253823	11995.7862460037	0	0	0	0	0	0	0	0	159133.574910801	0	0	8491.7539478289	0	0	0	23573.2983663243	0	0	4664.15109959747	0	41519.6259475166	60168.338381271	0
GBM-BM-339-Or	0	4406.54881129117	0	0	0	60910.6464557655	14706.6861256095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23881.3117466415	0	0	0	0	0	20688.9513075017	0	0	0	0	0	0	36568.898107325	9655.52607179976	14696.4542011251	0	0	0	0	0	1336.9714659645	0	0	7837.65415506742	0	0	0	0	0	535.470714684763	0	0	1514.32482369449	0	0	0	2005.45719894675	7322.6472893515	0	102343.119334686	0	2097.54451930655	0	0	0	0	576.398412622451	0	0	1930.42308606099	29290.589157406	0	0	0	0	0	35017.0562271876	0	351.296073965163	0	0	113148.031590236	0	0
GBM-BM-428-Or	4859.24976037713	29850.5185279894	11565.0144296976	359.28998228243	29385.2085509351	0	59633.3020593191	34777.5032850264	0	5607.27972348973	0	3422.08983124741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2182.24489238755	0	2120.39989543729	0	4449.89478056354	8885.06456185321	0	0	120.744994045735	4402.77478288716	67.7349966598024	0	0	0	0	0	0	0	812.819959917629	0	0	0	7698.22962037928	0	0	0	0	24590.748787363	0	0	80645.8760231317	8284.28459147931	0	809.874960062855	0	912.949954979945	12851.9793662338	0	3707.75481716049	674.40496674325	0	0	51192.9324755367	0	0	0	0	18291.3940980014	259.159987220113	0	45762.3527433334	0	13249.5543466283	0
GBM-BM-272-Or	1180.51853996968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109404.200113817	0	0	0	0	0	0	0	0	0	49894.6872073933	0	0	0	137352.620969726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42840.022197454	0	0	0	0	0	0	0	0	0	0	0	11478.0537560908	25189.1365576664	3470.44004521208
GBM-BM-379-Or	0	0	0	0	0	0	0	0	0	0	0	0	0	407.931873342142	9574.40102726557	14541.5714850199	0	0	0	0	0	0	2831.52712084546	0	0	21236.4534063409	0	26335.6018231177	58742.1897612685	0	0	0	29083.1429700398	77123.1200542144	5411.09631992077	29707.0387763278	5423.09431619554	49335.7606818497	8962.50321725236	28195.2912457069	0	4751.20652480848	0	0	12033.9902635932	0	0	0	0	19220.7900321798	383.935880792604	17433.0885872392	0	1715.71346729195	4259.28867754295	0	0	0	0	0	0	4235.29268499342	0	0	0	0	0	0	0	0	0	5459.08830501984	0	0	0	87153.4449399212	0	0	3635.39287125497	0	0	0	0	0	12309.9441779129	431.92786589168	9670.38499746372
GBM-BM-378-Or	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11228.7048832557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308.804089246161	0	0	0	0	0
01-2020-64-OR	3698.17882887794	17258.9485687153	24622.5168005027	1557.49773350464	114464.372903317	0	66.7499028644846	17729.7110415491	0	0	0	0	0	0	0	0	2885.46948522965	183869.048220324	464643.731737823	49280.1651288288	0	58347.6124600517	85494.9150601303	0	12022.0088211719	3744319.40647028	0	974478.318765829	22793.3352518303	0	412.209926461379	9959.78813793758	0	0	0	8998.35532650351	15808.0164696084	0	0	118564.222200309	151.065569640676	0	0	6655.08242068186	0	27837.051596345	518.775560859065	0	515579.762878062	0	0	0	17098.5145916551	22130.5204268953	1265.90605257031	0	0	0	0	0	2374.89128086272	316.183750410717	38601.3517214387	644301.680823047	1092.59051530814	0	0	0	0	233.039134561973	1299.86652946628	0	14611.2024217575	0	18182.9077504711	273587.943975756	4125.61241739613	0	0	0	3141.92963834057	0	9996.09071668844	5724.09693336142	9685.76222091495	271968.380543097	71763.1718848857
01-2020-90-OR	6431.45767300431	5360.685780416	7471.19115332615	850.409831617357	160347.850927377	7142.14131881724	22913.3878925583	0	162.338362438432	2418.22296531152	261.213304606912	1097.97050127544	0	1024.80091084655	323.076806718798	222.388623971176	380.460537988099	5461.16064074254	8397.65042805691	9275.36552957193	13042.2128409226	3412.19878631266	21838.456212759	0	1353.31743930278	74169.4326164666	10257.2886337823	53969.2925975672	4232.10351171623	532.452763004371	4505.15621069283	1287.50747240099	0	432.724531151589	0	211366.041151786	9872.56164737271	3669.57228734022	1125.16910996256	13268.6545908942	1034.08043616334	0	143.246005752177	32062.5732100641	0	8543.88294770415	11515.9975793381	4621.95023623165	14563.6283480328	110.607675327631	55.3571682690842	0	15605.9216974075	635.380831173284	0	2853.1873818844	2387.71785909772	1165.38038633529	0	0	95028.312271647	1947.31372078742	284853.801971706	178300.425917825	2619.17268596461	60.3702451643577	196.896594652658	323.396790350411	514.427018423494	11116.2313622427	6400.95256679052	4233.06346261107	3198.98302644773	15060.6695891387	34789.0470738296	26637.8907033254	14131.1171393023	2882.3058923612	94274.4308355663	33996.0209734816	3703.06390744907	3944.11824326435	4465.58490158333	1378.70280741076	423653.528501407	28174.1321187004	61488.6946180564
01-2020-21-OR	0	3813.51768155694	0	18985.5505437095	123920.146968089	7311.66902848708	2957.62481393241	0	134118.767499033	0	126453.731913166	0	7.10284537447744	0	621523.830225587	1457.14872857405	1307.6338334413	8299.67482007689	980.902946215335	0	0	10275.6864032565	90982.1221130252	0	0	14990.5551628346	0	0	338500.65715374	2052.36717095526	12132.3701841449	0	20844.3651782102	0	10420.9395911646	13381.4055432468	26473.0149952149	13333.4613369691	65.3461774451925	114.710952797811	0	0	0	838.846038725786	64338.2836865541	513.535720574719	41946.563643514	214.861072577943	4812.88802574592	5129.31978717889	29359.6113554025	2389.39718397421	98.7295507052365	52411.8960182691	39258.491811543	0	28327.5679224909	25699.1599916656	33086.8294656596	2874.52152305102	1963.22646150557	933671.510470941	9898.88045614049	1793.11331478683	1025.65087207454	0	0	11977.1730127126	0	3294.65482695136	112.935241454191	0	0	12360.7266629344	0	0	0	0	50223.5093583926	1415.59708313335	0	4616.13920887289	0	0	162793.664560336	196.038532335577	3322.35592391182
01-2020-14-OR	5247.01736585762	30669.9134821429	0	3734.46616637983	104089.774195892	66567.8900544608	0	5674.43628250203	6740.14043276066	2579.67692041261	8733.18252079436	2414.30086508124	147.369493432829	1520.60676664292	165.849912223441	22.7451308192148	252.565723471698	132.679929778753	308.006979843534	2233.28753231166	991.308618204112	1431.52167093433	43451.2554318654	0	2548.40236553619	12718.3189830776	37.4346944732911	46.9118323146306	40046.5936623642	538.775286280151	4389.33639121639	118.938079908811	84.8203836799886	63.9706804290417	0	810063.095557415	79598.4807294105	4948.96138074749	158.26820195037	3049.26910045099	8076.41686838953	39.8039789336259	3233.12557457297	16986.8218668169	90120.9468746498	2694.35028829282	38888.4874181525	362.974379323303	5972.96612450423	0	22940.3598587464	613.170818334666	18651.0072717562	3223.17457983957	37.4346944732911	884.216960596976	20.8497032509469	1664.65926183128	8804.2610546044	8660.20855941604	73103.7981667406	153575.123291338	212617.692042884	48883.5508425212	8411.43369108088	0	0	424.101918399943	96.666805981663	13068.4992263151	0	158.26820195037	0	10724.8030381519	2501.96439011363	1202.64879206598	0	1669.87168764402	1769.38163497809	27661.3960744097	600.850539140925	45137.7121107318	0	313.693262548338	176480.891596964	601.798252925059	3407.97876774569
01-2020-27-OR	0	4599.76124090261	0	9780.35424183579	127147.091885345	10481.6153392672	6153.97466606085	0	11548.4274342958	0	33359.9922063794	0	6606.56161546693	0	207829.063963377	13705.8532928069	5470.12075899123	14191.478379022	46.8928393419173	0	0	12354.4869226807	83865.7116703217	337.486343748647	0	574.79253072138	0	202.136557466295	440875.107531653	0	15758.1255115816	0	17807.910988876	1134.30936377835	7729.1477694098	93994.9202169587	44344.6398222235	7975.33517595487	834.834639799284	0	0	0	0	9524.9303669355	18635.2854042345	0	12471.3637722526	0	0	0	7680.47868615342	28784.3878827135	0	58948.5620381847	3975.94437814195	0	8622.24320960359	12972.2645561322	8215.83860197364	1305.53927713292	138962.666404377	187532.635250334	16565.6059950981	23.8016684538519	1202.16188131097	0	0	16733.6386694066	0	14716.5360801384	0	0	0	50035.3700753915	0	0	0	0	22069.4753884642	5401.55774389282	0	3372.73194478911	0	0	103647.02964817	0	0
01-2020-30-OR	0	4393.62564800974	0	114.058192224515	114320.135753426	0	2501.47396483271	1765.95041345333	30992.6032286416	0	2822.39815588267	0	3164.57273255622	0	0	0	2388.71681662596	17303.0180736643	27404.7575089708	11672.9669274336	6291.41518859711	4718.01928977376	90264.2655461955	0	17907.5698605881	46161.4754318236	6699.07564749841	431760.130923804	22806.8679501712	47.2712659789815	2330.16983582631	2265.55131627706	0	0	0	2978.95711935435	36412.3189253327	1627.60606623044	0	215734.782213251	0	0	0	0	0	372.098589082258	5025.06567796751	0	0	0	0	1290.20198428872	13.444121516958	114.491873563772	0	1739.06217041941	2857.09266302321	102.348796064584	2347.51708939658	0	11656.9207178811	27630.7054867236	155528.102928259	68100.1133408028	4947.0030369013	0	0	1261.14533455852	0	411.129909615362	153.523194096876	0	7162.24731782458	90.2057185653959	2765.15221910079	14792.4368007072	0	4724.09082852335	10474.2717057281	1222.98137670392	0	253.703583465176	1237.2928608994	0	129125.582994311	385060.456949963	17135.1833953719
01-2020-16-OR	0	0	0	0	4710.69381984908	0	77.2569634037485	106.971180097498	0	0	0	0	0	915.197874167482	0	0	0	0	0	380.341973679993	0	0	2153.29023640704	9865.11994232481	0	0	831.998067424984	0	0	0	0	0	0	0	0	89007.9456322366	14074.6339739393	1437805.57453381	104934.765780086	2725.78414470661	18383.195394533	2626.73675572745	0	32210.2108960244	0	3874.73385686493	0	0	0	90366.8758090308	0	0	0	0	0	0	0	0	0	0	2208.75677423537	0	9890.8722634594	42986.5668169575	0	0	2105.74748969704	0	495.236944895824	0	4429.39923514825	13230.7502198368	0	0	1505.5203124833	134203.26922343	0	0	0	0	633.903289466655	0	0	0	25465.0837065433	322044.661474636	0
