contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,msg,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.756818607,0.056376224,Inf,1,-3.740471119,0.000183676,0.756818607,0.270951582,0.358013901,tumor16SProximity_v3,BDH1,NA,699,0.130516685,3716,394,0.325706595,743,0.002403738,-0.401980535,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.949763206,0.10718792,Inf,1,-0.456704897,0.647883171,0.949763206,0.129235195,0.136070963,tumor16SProximity_v3,BDH2,NA,318,0.074004306,3716,145,0.150740242,743,0.780189371,-0.074360227,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.429186081,0.541505975,Inf,1,0.942500495,0.345936458,1.429186081,0.01382194,0.009671197,tumor16SProximity_v3,BDNF,NA,39,0.01022605,3716,9,0.012113055,743,0.520928693,0.515193768,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.120430619,0.116977324,Inf,1,1.089165202,0.276081041,1.120430619,0.142634369,0.12730317,tumor16SProximity_v3,BECN1,NA,357,0.084230355,3716,136,0.158815612,743,0.454026114,0.164053315,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.559126771,0.748340205,Inf,1,3.213411017,0.001311684,2.559126771,0.038468256,0.01503179,tumor16SProximity_v3,BEST1,NA,92,0.023412271,3716,15,0.01884253,743,0.011708489,1.355651616,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,2.877135616,0.882864981,Inf,1,3.44395036,0.000573281,2.877135616,0.040097226,0.013936509,tumor16SProximity_v3,BEX1,NA,94,0.023143165,3716,14,0.017496635,743,0.006118965,1.524633225,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,0.864622461,0.161223309,Inf,1,-0.780098099,0.435333135,0.864622461,0.03791688,0.043853683,tumor16SProximity_v3,BEX2,NA,94,0.025026911,3716,47,0.057873486,743,0.60418452,-0.209857781,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.886752388,0.066112221,Inf,1,-1.61208196,0.106944106,0.886752388,0.270916862,0.305515797,tumor16SProximity_v3,BEX3,NA,687,0.136167922,3716,324,0.312247645,743,0.244996605,-0.173396785,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.897575797,1.077263473,Inf,1,7.222909221,5.09E-13,4.897575797,0.171223424,0.034960852,tumor16SProximity_v3,BGN,NA,421,0.076695371,3716,38,0.047106326,743,4.62E-11,2.29206782,P-adjust < 0.001
Within30micronTumor / Within30um16StumorHigh,1.07995727,0.123037171,Inf,1,0.675177313,0.499563119,1.07995727,0.132882304,0.123044038,tumor16SProximity_v3,BHLHE40,NA,330,0.074273412,3716,133,0.130551817,743,0.662695424,0.110974231,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.965462136,0.527466705,Inf,1,2.517915556,0.011805162,1.965462136,0.034614955,0.017611611,tumor16SProximity_v3,BID,NA,85,0.021528525,3716,18,0.022880215,743,0.057282393,0.974868571,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.006253273,0.47814089,Inf,1,2.921506754,0.003483427,2.006253273,0.052023318,0.025930583,tumor16SProximity_v3,BIN1,NA,127,0.029601722,3716,25,0.03230148,743,0.023934516,1.004503746,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.281389747,0.314544017,Inf,1,1.010079532,0.312457188,1.281389747,0.034277349,0.026750135,tumor16SProximity_v3,BIN2,NA,85,0.021528525,3716,26,0.028263795,743,0.490357736,0.357709352,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.061799875,0.157176295,Inf,1,0.405094937,0.685407728,1.061799875,0.076206442,0.071771003,tumor16SProximity_v3,BIRC2,NA,187,0.04547901,3716,76,0.086137281,743,0.805051062,0.086511876,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.47323946,0.386743263,Inf,1,1.475983816,0.139948237,1.47323946,0.031513498,0.021390615,tumor16SProximity_v3,BIRC3,NA,80,0.020452099,3716,21,0.025572005,743,0.291270797,0.558991945,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.136830058,0.130672941,Inf,1,1.115696453,0.26455209,1.136830058,0.152040215,0.133740496,tumor16SProximity_v3,BIRC5,NA,366,0.081270183,3716,147,0.148048452,743,0.442496143,0.185016606,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.924500319,0.103050619,Inf,1,-0.704265701,0.481267322,0.924500319,0.132142309,0.142933763,tumor16SProximity_v3,BIRC6,NA,334,0.073735199,3716,149,0.158815612,743,0.648307991,-0.113254278,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.823162764,0.489672146,Inf,1,2.236071485,0.025347089,1.823162764,0.032527937,0.017841488,tumor16SProximity_v3,BIRC7,NA,81,0.020452099,3716,18,0.02422611,743,0.097490018,0.866443365,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.552702421,0.451390135,Inf,1,1.513511737,0.130149722,1.552702421,0.024927742,0.016054423,tumor16SProximity_v3,BLK,NA,63,0.016146394,3716,16,0.020188425,743,0.277697697,0.63478136,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.628283353,0.360785439,Inf,1,2.20028548,0.027786647,1.628283353,0.047200848,0.028988105,tumor16SProximity_v3,BLM,NA,116,0.02744887,3716,29,0.034993271,743,0.102838896,0.703351779,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.752050807,0.096256298,Inf,1,-2.226326284,0.025992334,0.752050807,0.072837877,0.096852335,tumor16SProximity_v3,BLMH,NA,180,0.044133477,3716,104,0.122476447,743,0.098887429,-0.411097964,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.195315736,0.500189486,Inf,1,3.451159261,0.000558184,2.195315736,0.056533697,0.025751966,tumor16SProximity_v3,BLNK,NA,136,0.033100108,3716,27,0.03230148,743,0.006017283,1.134428447,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.563863736,0.360331208,Inf,1,1.940704919,0.052294079,1.563863736,0.038936624,0.024897709,tumor16SProximity_v3,BLVRA,NA,96,0.023950484,3716,26,0.03230148,743,0.154344967,0.645114812,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.295968848,0.216184541,Inf,1,1.554186146,0.120140021,1.295968848,0.069442741,0.05358365,tumor16SProximity_v3,BLVRB,NA,174,0.042518837,3716,53,0.065948856,743,0.263531573,0.37403104,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.823568059,0.129197983,Inf,1,-1.237341633,0.215960278,0.823568059,0.055228416,0.067059929,tumor16SProximity_v3,BLZF1,NA,137,0.034176534,3716,69,0.083445491,743,0.388690745,-0.280040217,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.540278942,0.289326956,Inf,1,2.299627866,0.021469312,1.540278942,0.057735942,0.037484082,tumor16SProximity_v3,BMI1,NA,140,0.035791173,3716,39,0.049798116,743,0.087419868,0.623191644,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.274946993,0.254676408,Inf,1,1.216015634,0.223978967,1.274946993,0.048195113,0.037801661,tumor16SProximity_v3,BMP1,NA,119,0.031216362,3716,38,0.045760431,743,0.398363972,0.350437267,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.858369147,1.035115336,Inf,1,1.112562069,0.265896559,1.858369147,0.007714644,0.004151298,tumor16SProximity_v3,BMP15,NA,20,0.005382131,3716,4,0.00538358,743,0.443903525,0.894037108,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.56667204,0.881770643,Inf,1,2.743764597,0.006073908,2.56667204,0.027563121,0.010738856,tumor16SProximity_v3,BMP2,NA,65,0.016415501,3716,11,0.014804845,743,0.035299566,1.359898965,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.148566357,0.153965996,Inf,1,1.033300345,0.301463366,1.148566357,0.105301285,0.091680628,tumor16SProximity_v3,BMP2K,NA,260,0.059741658,3716,95,0.103633917,743,0.480552055,0.19983421,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.558454428,0.669934036,Inf,1,1.03215801,0.301998102,1.558454428,0.011887348,0.007627652,tumor16SProximity_v3,BMP3,NA,32,0.008342304,3716,7,0.009421265,743,0.480717818,0.640115968,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.874791984,0.384447103,Inf,1,3.064927429,0.002177228,1.874791984,0.063315869,0.03377221,tumor16SProximity_v3,BMP4,NA,159,0.038482239,3716,33,0.044414536,743,0.016831963,0.906730531,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.237158152,0.265822058,Inf,1,0.99046787,0.321945486,1.237158152,0.039517286,0.031941984,tumor16SProximity_v3,BMP5,NA,103,0.026910657,3716,31,0.041722746,743,0.499355462,0.307029939,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.526554293,0.366861862,Inf,1,1.760206035,0.078372879,1.526554293,0.03742431,0.024515544,tumor16SProximity_v3,BMP6,NA,93,0.023412271,3716,25,0.03230148,743,0.200148265,0.610278901,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.728930214,0.043600937,Inf,1,-5.28592251,1.25E-07,0.728930214,0.376281571,0.516210693,tumor16SProximity_v3,BMP7,NA,969,0.170613563,3716,546,0.445491252,743,4.47E-06,-0.456147393,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.948642754,0.183445479,Inf,1,-0.272643884,0.785126975,0.948642754,0.039758799,0.041911245,tumor16SProximity_v3,BMP8A,NA,99,0.025565124,3716,44,0.055181696,743,0.875244418,-0.076063205,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.127329333,0.519530301,Inf,1,3.090967885,0.001995052,2.127329333,0.044709926,0.021016927,tumor16SProximity_v3,BMP8B,NA,114,0.028794403,3716,21,0.025572005,743,0.015860279,1.089043395,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.394031955,0.297707974,Inf,1,1.555543631,0.119816652,1.394031955,0.04358783,0.031267454,tumor16SProximity_v3,BMPR1A,NA,108,0.027987083,3716,31,0.036339166,743,0.263289739,0.479263632,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.163952443,0.152805954,Inf,1,1.156453609,0.247495665,1.163952443,0.096963328,0.083305231,tumor16SProximity_v3,BMPR1B,NA,243,0.060548977,3716,85,0.107671602,743,0.42395472,0.219032114,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.242768009,0.167567387,Inf,1,1.611916506,0.10698011,1.242768009,0.097166023,0.078185166,tumor16SProximity_v3,BMPR2,NA,247,0.060279871,3716,85,0.100942127,743,0.244996605,0.31355701,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.124704977,0.316385336,Inf,1,0.417769622,0.676115564,1.124704977,0.019417869,0.017264856,tumor16SProximity_v3,BNC1,NA,48,0.012109795,3716,18,0.02422611,743,0.79899863,0.169546616,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.812805694,0.126622247,Inf,1,-1.33045109,0.183369691,0.812805694,0.057647282,0.070923817,tumor16SProximity_v3,BNIP3,NA,141,0.03444564,3716,73,0.082099596,743,0.348597634,-0.299017585,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.028716416,0.122912395,Inf,1,0.236956094,0.812690852,1.028716416,0.115548183,0.112322678,tumor16SProximity_v3,BNIP3L,NA,282,0.068622174,3716,117,0.127860027,743,0.893761801,0.040845332,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.174234981,0.239282117,Inf,1,0.788199019,0.430580303,1.174234981,0.045528072,0.03877254,tumor16SProximity_v3,BOC,NA,111,0.027717976,3716,40,0.049798116,743,0.599165247,0.231721141,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.392484409,0.214448015,Inf,1,2.149877497,0.031564906,1.392484409,0.083015545,0.059616858,tumor16SProximity_v3,BOK,NA,207,0.051130248,3716,62,0.076716016,743,0.111161018,0.477661175,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.960333474,0.046198976,Inf,1,-0.84134324,0.400155674,0.960333474,0.751282806,0.782314505,tumor16SProximity_v3,BOLA2,NA,1907,0.292518837,3716,861,0.563930013,743,0.571241413,-0.058392629,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.904412081,0.173835258,Inf,1,-0.522715853,0.601172005,0.904412081,0.041531768,0.045921288,tumor16SProximity_v3,BPGM,NA,106,0.026372443,3716,46,0.057873486,743,0.745333667,-0.144947831,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.818921118,0.102407253,Inf,1,-1.597482913,0.110158103,0.818921118,0.09554064,0.116666475,tumor16SProximity_v3,BRAF,NA,242,0.056512379,3716,119,0.135935397,743,0.249505922,-0.288203604,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.904964649,0.115504583,Inf,1,-0.782386487,0.433987473,0.904964649,0.091152029,0.100724408,tumor16SProximity_v3,BRAT1,NA,229,0.0532831,3716,106,0.114401077,743,0.602820018,-0.144066659,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.909339635,0.163296803,Inf,1,-0.529223858,0.596650168,0.909339635,0.049096086,0.053990923,tumor16SProximity_v3,BRCA1,NA,126,0.027717976,3716,61,0.056527591,743,0.741858253,-0.137108859,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.179514496,0.302819,Inf,1,0.643094639,0.520162693,1.179514496,0.026121713,0.022146156,tumor16SProximity_v3,BRCA2,NA,64,0.016415501,3716,23,0.028263795,743,0.677286036,0.238193149,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.153059542,0.179693825,Inf,1,0.913873634,0.360783249,1.153059542,0.074647793,0.064738888,tumor16SProximity_v3,BRCC3,NA,184,0.044133477,3716,68,0.082099596,743,0.535453659,0.205467013,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.960260736,0.099827087,Inf,1,-0.390064343,0.696488969,0.960260736,0.157694022,0.164220004,tumor16SProximity_v3,BRD1,NA,399,0.083961249,3716,175,0.176312248,743,0.812965298,-0.058501907,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.846272107,0.06199037,Inf,1,-2.278659446,0.022687317,0.846272107,0.277810372,0.328275469,tumor16SProximity_v3,BRD2,NA,716,0.133476857,3716,356,0.317631225,743,0.090684066,-0.240806479,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.309855929,0.190009637,Inf,1,1.86070869,0.062785326,1.309855929,0.088157316,0.067303063,tumor16SProximity_v3,BRD3,NA,220,0.052744887,3716,69,0.088829071,743,0.173678889,0.389408138,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.909904226,0.086294425,Inf,1,-0.995538882,0.319474243,0.909904226,0.165461238,0.181844675,tumor16SProximity_v3,BRD4,NA,420,0.090958019,3716,186,0.199192463,743,0.496700831,-0.136213396,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.056583,0.160127048,Inf,1,0.363176941,0.716472712,1.056583,0.062751481,0.059390962,tumor16SProximity_v3,BRD7,NA,158,0.038482239,3716,65,0.080753701,743,0.826606638,0.079406103,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.943248172,0.154998797,Inf,1,-0.355551687,0.72217633,0.943248172,0.054746034,0.058039904,tumor16SProximity_v3,BRD8,NA,138,0.032292788,3716,60,0.072678331,743,0.831323741,-0.084290695,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.584322307,0.391216363,Inf,1,1.863512552,0.062390188,1.584322307,0.037706219,0.023799589,tumor16SProximity_v3,BRF2,NA,94,0.023681378,3716,24,0.028263795,743,0.172895555,0.66386586,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.323632437,0.1896205,Inf,1,1.957171309,0.050327331,1.323632437,0.092668916,0.070011065,tumor16SProximity_v3,BRI3,NA,229,0.056243272,3716,71,0.086137281,743,0.150616241,0.404502552,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.179850024,0.397020596,Inf,1,0.491491497,0.623078864,1.179850024,0.016373966,0.013878006,tumor16SProximity_v3,BRINP1,NA,43,0.011302476,3716,13,0.01615074,743,0.761511828,0.238603483,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.744762063,0.518385092,Inf,1,1.873445668,0.061006869,1.744762063,0.02840747,0.016281573,tumor16SProximity_v3,BRINP3,NA,71,0.01722282,3716,16,0.020188425,743,0.170842934,0.803030306,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.868572844,0.158070146,Inf,1,-0.774246356,0.43878512,0.868572844,0.043056367,0.049571395,tumor16SProximity_v3,BRIP1,NA,107,0.027179763,3716,53,0.060565276,743,0.606856989,-0.203281247,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.140205008,0.127688844,Inf,1,1.17163021,0.241345554,1.140205008,0.127889968,0.112164012,tumor16SProximity_v3,BRMS1,NA,318,0.074273412,3716,118,0.138627187,743,0.418514229,0.189293243,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.219730808,0.243335521,Inf,1,0.995643196,0.319423539,1.219730808,0.044452095,0.036444185,tumor16SProximity_v3,BRWD1,NA,112,0.027179763,3716,37,0.045760431,743,0.496700831,0.286562783,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.875756725,0.04317267,Inf,1,-2.691146138,0.0071207,0.875756725,0.604440163,0.69019186,tumor16SProximity_v3,BSG,NA,1518,0.258342304,3716,753,0.538358008,743,0.039554461,-0.191397934,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.939256195,0.22468334,Inf,1,-0.261970321,0.793344324,0.939256195,0.026351289,0.028055486,tumor16SProximity_v3,BST1,NA,66,0.017491927,3716,28,0.034993271,743,0.880116359,-0.090409368,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.515889184,0.426911772,Inf,1,1.47715115,0.139635125,1.515889184,0.028923072,0.019079938,tumor16SProximity_v3,BST2,NA,80,0.019644779,3716,17,0.02153432,743,0.291000731,0.600164292,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.959065288,0.158423372,Inf,1,-0.253025888,0.800248208,0.959065288,0.056060611,0.058453383,tumor16SProximity_v3,BTBD1,NA,138,0.03444564,3716,60,0.072678331,743,0.885231587,-0.060299065,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.87013364,0.126071143,Inf,1,-0.960116303,0.336996684,0.87013364,0.070181382,0.080655865,tumor16SProximity_v3,BTBD3,NA,179,0.042518837,3716,87,0.096904441,743,0.513219083,-0.2006911,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.216613825,0.311178364,Inf,1,0.766580395,0.443331036,1.216613825,0.02763552,0.022715113,tumor16SProximity_v3,BTC,NA,71,0.01803014,3716,22,0.028263795,743,0.611028504,0.282871304,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.04453974,0.075707889,Inf,1,0.601221726,0.547692316,1.04453974,0.321602682,0.30788937,tumor16SProximity_v3,BTF3,NA,806,0.161733046,3716,324,0.296096904,743,0.700293307,0.062867382,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.541931993,0.040037403,Inf,1,-8.292134655,1.11E-16,0.541931993,0.275932017,0.50916355,tumor16SProximity_v3,BTG1,NA,755,0.137244349,3716,588,0.382234186,743,1.86E-14,-0.883816275,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.029339522,0.109578657,Inf,1,0.271638459,0.785900025,1.029339522,0.14969454,0.145427759,tumor16SProximity_v3,BTG2,NA,378,0.083153929,3716,151,0.158815612,743,0.875790087,0.041718926,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.476807687,0.686764089,Inf,1,3.270979893,0.001071755,2.476807687,0.042516885,0.017166002,tumor16SProximity_v3,BTK,NA,101,0.025565124,3716,17,0.022880215,743,0.010051952,1.308481854,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.500529095,0.57315674,Inf,1,1.062434301,0.288038569,1.500529095,0.015320301,0.010209933,tumor16SProximity_v3,BTLA,NA,38,0.01022605,3716,10,0.01076716,743,0.467310298,0.585471293,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.939433558,0.120574639,Inf,1,-0.486786464,0.626409664,0.939433558,0.090760843,0.096612307,tumor16SProximity_v3,BTN3A1,NA,225,0.053821313,3716,103,0.115746972,743,0.764237111,-0.090136965,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.20196945,0.211164074,Inf,1,1.047128909,0.295040128,1.20196945,0.062175608,0.05172811,tumor16SProximity_v3,BTRC,NA,155,0.036329386,3716,52,0.063257066,743,0.473613012,0.265400228,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.92431252,0.127807252,Inf,1,-0.569201294,0.569219543,0.92431252,0.077971486,0.084356194,tumor16SProximity_v3,BUB3,NA,195,0.045748116,3716,90,0.107671602,743,0.720563263,-0.113547369,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.051032527,0.476528205,Inf,1,3.09183284,0.001989248,2.051032527,0.054302065,0.026475477,tumor16SProximity_v3,Bacteroides genus,NA,125,0.031754575,3716,26,0.034993271,743,0.015860279,1.036350372,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.852690886,0.334185073,Inf,1,3.418589764,0.000629466,1.852690886,0.093458576,0.050444776,tumor16SProximity_v3,C11orf96,NA,222,0.048170075,3716,54,0.065948856,743,0.00659912,0.889622194,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.632370347,0.393700638,Inf,1,2.031786389,0.042175286,1.632370347,0.040331939,0.024707591,tumor16SProximity_v3,C19orf12,NA,99,0.024219591,3716,26,0.02960969,743,0.13426238,0.706968408,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.805855325,0.52461515,Inf,1,5.517996507,3.43E-08,2.805855325,0.134321961,0.04787202,tumor16SProximity_v3,C1QA,NA,306,0.061087191,3716,49,0.060565276,743,1.37E-06,1.488440623,P-adjust < 0.001
Within30micronTumor / Within30um16StumorHigh,7.762043334,2.841984611,Inf,1,5.596910416,2.18E-08,7.762043334,0.098846483,0.012734596,tumor16SProximity_v3,C1QB,NA,182,0.03525296,3716,11,0.01345895,743,9.05E-07,2.956436487,P-adjust < 0.001
Within30micronTumor / Within30um16StumorHigh,0.997611386,0.086778206,Inf,1,-0.027492611,0.978066833,0.997611386,0.213473543,0.213984669,tumor16SProximity_v3,C1QBP,NA,536,0.115446717,3716,231,0.228802153,743,0.988630147,-0.003450164,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,8.788073772,2.447952931,Inf,1,7.802421436,6.07E-15,8.788073772,0.253300828,0.028823248,tumor16SProximity_v3,C1QC,NA,387,0.057319699,3716,27,0.030955585,743,7.36E-13,3.135546981,P-adjust < 0.001
Within30micronTumor / Within30um16StumorHigh,1.301625482,0.196399438,Inf,1,1.74708499,0.080622597,1.301625482,0.089566083,0.068810948,tumor16SProximity_v3,C1QTNF1,NA,220,0.05247578,3716,70,0.082099596,743,0.203101868,0.3803144,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.080452214,0.49332098,Inf,1,3.089486827,0.002005026,2.080452214,0.051902035,0.024947477,tumor16SProximity_v3,C1QTNF7,NA,133,0.032561895,3716,24,0.02960969,743,0.015900255,1.056897152,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.743315144,0.367494781,Inf,1,2.636539772,0.008375638,1.743315144,0.070134572,0.040230576,tumor16SProximity_v3,C1R,NA,157,0.033907427,3716,39,0.045760431,743,0.044408855,0.801833393,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.985154086,0.700823542,Inf,1,4.658402072,3.19E-06,2.985154086,0.083607849,0.028007884,tumor16SProximity_v3,C1S,NA,192,0.037944026,3716,30,0.034993271,743,7.37E-05,1.577805402,P-adjust < 0.001
Within30micronTumor / Within30um16StumorHigh,1.029599815,0.099406621,Inf,1,0.30212907,0.762553672,1.029599815,0.17126116,0.166337598,tumor16SProximity_v3,C1orf35,NA,431,0.092034446,3716,176,0.184387618,743,0.857889805,0.042083699,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.994634741,0.891708334,Inf,1,3.683471314,0.000230079,2.994634741,0.042062773,0.014046045,tumor16SProximity_v3,C2,NA,104,0.02583423,3716,14,0.01884253,743,0.002906338,1.582380046,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.340051212,0.284492437,Inf,1,1.378748367,0.167972351,1.340051212,0.045963902,0.034300109,tumor16SProximity_v3,C3,NA,123,0.029601722,3716,32,0.041722746,743,0.329281248,0.422288136,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.292735929,0.587105773,Inf,1,3.240281688,0.001194117,2.292735929,0.048970646,0.021359043,tumor16SProximity_v3,C3AR1,NA,120,0.030947255,3716,21,0.028263795,743,0.010943708,1.197070199,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.091653465,0.273354448,Inf,1,0.350207944,0.726182645,1.091653465,0.028701175,0.02629147,tumor16SProximity_v3,C4BPA,NA,71,0.017491927,3716,26,0.034993271,743,0.833295597,0.126514959,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.498819112,0.392075486,Inf,1,1.546994013,0.121864689,1.498819112,0.028892507,0.019276847,tumor16SProximity_v3,C5,NA,71,0.018568353,3716,20,0.0269179,743,0.265785572,0.583826279,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.54517216,0.34707245,Inf,1,1.937229543,0.05271729,1.54517216,0.050972486,0.032988225,tumor16SProximity_v3,C5AR1,NA,122,0.028525296,3716,33,0.041722746,743,0.155104186,0.627767589,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.579033668,0.330666452,Inf,1,2.181422376,0.02915219,1.579033668,0.048697599,0.030840127,tumor16SProximity_v3,C5AR2,NA,125,0.031485468,3716,31,0.040376851,743,0.105490966,0.659041932,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.981853012,0.557420333,Inf,1,2.432009273,0.015015323,1.981853012,0.032829683,0.016565145,tumor16SProximity_v3,C6,NA,78,0.020721206,3716,17,0.01884253,743,0.068805378,0.986849966,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.660504639,0.702369689,Inf,1,3.706517972,0.000210128,2.660504639,0.063627661,0.023915636,tumor16SProximity_v3,C7,NA,168,0.031754575,3716,26,0.02960969,743,0.002687293,1.411699919,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.317427485,0.378244103,Inf,1,0.96019917,0.336954984,1.317427485,0.023857157,0.018108896,tumor16SProximity_v3,C8A,NA,61,0.016146394,3716,18,0.02153432,743,0.513219083,0.397723554,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.635325451,0.390794398,Inf,1,2.058170432,0.039573776,1.635325451,0.043235353,0.026438378,tumor16SProximity_v3,C8B,NA,104,0.025296017,3716,26,0.030955585,743,0.128656428,0.709577779,NS or |log2FC| < 1
