contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,1.204994084,0.478453137,Inf,1,0.469640266,0.638612051,1.204994084,0.029973464,0.024874366,tumor16SProximity_v3,ACVR2A,177,0.026540284,6330,7,0.018404908,326,0.93795974,0.269026063,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.347410335,1.3769096,Inf,1,1.454761542,0.145735288,2.347410335,0.024232617,0.010323128,tumor16SProximity_v3,ACVR2B,147,0.022590837,6330,3,0.009202454,326,0.727890719,1.231070051,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.254513087,0.629119392,Inf,1,0.452152219,0.651159327,1.254513087,0.020871427,0.016637074,tumor16SProximity_v3,ACVRL1,119,0.017377567,6330,5,0.015337423,326,0.940777021,0.327127521,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.830887545,0.208340627,Inf,1,-0.738842485,0.460002651,0.830887545,0.051969695,0.062547206,tumor16SProximity_v3,ACY1,318,0.045813586,6330,18,0.049079755,326,0.887835275,-0.267274864,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.432644621,0.175270282,Inf,1,-2.068156511,0.038625308,0.432644621,0.013084149,0.030242255,tumor16SProximity_v3,ADA,78,0.011690363,6330,8,0.024539877,326,0.574739096,-1.208745629,P < 0.05
Within30micronTumor / Within30um16StumorHigh,2.301704685,1.196420223,Inf,1,1.603797821,0.108758625,2.301704685,0.032252789,0.014012566,tumor16SProximity_v3,ADA2,185,0.027804107,6330,4,0.012269939,326,0.696033072,1.202702744,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.136459768,0.304322143,Inf,1,0.47769649,0.632866243,1.136459768,0.063086307,0.055511254,tumor16SProximity_v3,ADAM10,386,0.053870458,6330,16,0.04601227,326,0.936539132,0.184546612,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.920192285,0.403778135,Inf,1,-0.189546688,0.849664367,0.920192285,0.019823131,0.02154238,tumor16SProximity_v3,ADAM12,116,0.017061611,6330,6,0.018404908,326,0.984744116,-0.119992734,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.509101946,0.517734344,Inf,1,1.199491006,0.23033708,1.509101946,0.046481446,0.030800733,tumor16SProximity_v3,ADAM15,289,0.042496051,6330,9,0.027607362,326,0.808538612,0.593690269,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.824424545,0.235378565,Inf,1,-0.676235596,0.498891076,0.824424545,0.040353269,0.048947196,tumor16SProximity_v3,ADAM17,243,0.035545024,6330,14,0.042944785,326,0.901473333,-0.278540638,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.012918041,0.617035262,Inf,1,0.021070307,0.983189571,1.012918041,0.010424263,0.010291319,tumor16SProximity_v3,ADAM19,63,0.009636651,6330,3,0.006134969,326,0.999992957,0.018517446,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.258354044,1.18078336,Inf,1,1.558064867,0.119217872,2.258354044,0.029813036,0.013201223,tumor16SProximity_v3,ADAM22,177,0.026224329,6330,4,0.009202454,326,0.708861296,1.175271677,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.948313365,0.320815084,Inf,1,-0.15687309,0.875344868,0.948313365,0.032355584,0.034119085,tumor16SProximity_v3,ADAM28,197,0.028120063,6330,10,0.030674847,326,0.989124728,-0.076564226,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.074796448,0.193203834,Inf,1,0.401267694,0.688223046,1.074796448,0.156885362,0.14596751,tumor16SProximity_v3,ADAM8,965,0.11563981,6330,43,0.104294479,326,0.950992577,0.104063458,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.339030482,0.253312573,Inf,1,1.543248964,0.122770381,1.339030482,0.142115158,0.106132877,tumor16SProximity_v3,ADAM9,905,0.107740916,6330,32,0.082822086,326,0.710155576,0.421188802,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.059113381,0.281770945,Inf,1,0.215874395,0.829085656,1.059113381,0.065680631,0.062014731,tumor16SProximity_v3,ADAMTS17,395,0.053238547,6330,18,0.052147239,326,0.980475391,0.082857042,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.989327506,0.358708925,Inf,1,-0.029593184,0.976391501,0.989327506,0.02963469,0.029954378,tumor16SProximity_v3,ADAMTS5,177,0.026698262,6330,9,0.027607362,326,0.999992957,-0.015479907,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.404273311,2.074863917,Inf,1,2.009935207,0.044438047,3.404273311,0.0354356,0.010409153,tumor16SProximity_v3,ADAMTS9,210,0.028751975,6330,3,0.009202454,326,0.581581794,1.767346868,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.038618461,0.357355932,Inf,1,0.110127558,0.912308213,1.038618461,0.032149834,0.030954422,tumor16SProximity_v3,ADAR,198,0.029541864,6330,9,0.027607362,326,0.994967651,0.054665775,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.660938152,0.194577146,Inf,1,-1.406594743,0.159547593,0.660938152,0.033607761,0.050848571,tumor16SProximity_v3,ADCY1,195,0.029541864,6330,15,0.039877301,326,0.743837752,-0.597412818,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.085759497,0.525937551,Inf,1,0.169860487,0.865119857,1.085759497,0.018612203,0.017142105,tumor16SProximity_v3,ADCY2,111,0.016745656,6330,5,0.015337423,326,0.987964562,0.118704572,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.721534319,0.179187501,Inf,1,-1.314215579,0.188773667,0.721534319,0.048620255,0.067384535,tumor16SProximity_v3,ADCY3,294,0.042338073,6330,20,0.052147239,326,0.778133748,-0.470860078,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.678613445,0.169006982,Inf,1,-1.556745651,0.119530886,0.678613445,0.042919632,0.063246068,tumor16SProximity_v3,ADCY5,263,0.039336493,6330,18,0.052147239,326,0.708861296,-0.55933808,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.602850102,0.12974849,Inf,1,-2.351429434,0.018701436,0.602850102,0.061788186,0.102493449,tumor16SProximity_v3,ADCY7,371,0.051658768,6330,29,0.073619632,326,0.511558762,-0.730128773,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.20695381,0.870080339,Inf,1,0.260927189,0.794148657,1.20695381,0.008235906,0.006823713,tumor16SProximity_v3,ADCY8,51,0.008056872,6330,2,0.006134969,326,0.974772008,0.271370465,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.519937393,0.787688462,Inf,1,0.807871284,0.419164684,1.519937393,0.021199694,0.013947742,tumor16SProximity_v3,ADCY9,126,0.018799368,6330,4,0.012269939,326,0.88152647,0.6040119,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.497705434,0.093193233,Inf,1,-3.726369412,0.000194258,0.497705434,0.063282561,0.127148623,tumor16SProximity_v3,ADD1,388,0.05371248,6330,35,0.085889571,326,0.027927924,-1.006635955,P-adjust < 0.05
Within30micronTumor / Within30um16StumorHigh,1.538729999,0.81437793,Inf,1,0.814274375,0.415487786,1.538729999,0.021190555,0.013771458,tumor16SProximity_v3,ADD2,125,0.018799368,6330,4,0.012269939,326,0.88152647,0.621740104,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.458514972,0.389688747,Inf,1,1.412591305,0.157775927,1.458514972,0.076090545,0.052169876,tumor16SProximity_v3,ADD3,466,0.065086888,6330,15,0.036809816,326,0.743837752,0.544500196,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.273205427,0.927176363,Inf,1,0.331681324,0.740129904,1.273205427,0.008855395,0.006955198,tumor16SProximity_v3,ADGRA2,54,0.008372828,6330,2,0.006134969,326,0.960832228,0.348465212,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.618289507,0.130943546,Inf,1,-2.270235226,0.023193315,0.618289507,0.057081152,0.092321075,tumor16SProximity_v3,ADGRA3,351,0.049921011,6330,27,0.073619632,326,0.539982377,-0.693645573,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.478865507,0.762512826,Inf,1,0.758863908,0.447933971,1.478865507,0.021367964,0.014448889,tumor16SProximity_v3,ADGRE1,127,0.018957346,6330,4,0.012269939,326,0.883615931,0.564490855,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.806391104,0.186495808,Inf,1,-0.930446702,0.352139848,0.806391104,0.063682982,0.078972823,tumor16SProximity_v3,ADGRE2,383,0.054976303,6330,22,0.064417178,326,0.850537524,-0.310448371,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.150178324,0.24763526,Inf,1,0.649865026,0.515779411,1.150178324,0.094545914,0.082201092,tumor16SProximity_v3,ADGRE5,580,0.080410742,6330,24,0.067484663,326,0.905218998,0.201857554,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.95855564,0.380814711,Inf,1,-0.106543746,0.915150948,0.95855564,0.023224176,0.024228302,tumor16SProximity_v3,ADGRF1,141,0.021169036,6330,7,0.021472393,326,0.994967651,-0.061065918,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.765895035,0.24074885,Inf,1,-0.84848579,0.396167483,0.765895035,0.03094992,0.040410133,tumor16SProximity_v3,ADGRF3,183,0.027488152,6330,12,0.033742331,326,0.872149824,-0.384781408,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.393785712,1.49430255,Inf,1,1.398296696,0.16202399,2.393785712,0.023401654,0.009776002,tumor16SProximity_v3,ADGRF5,134,0.019905213,6330,3,0.009202454,326,0.745262131,1.25929401,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.027118224,0.169089214,Inf,1,0.162533393,0.870885834,1.027118224,0.149297182,0.145355401,tumor16SProximity_v3,ADGRG1,932,0.117061611,6330,42,0.116564417,326,0.988808022,0.038602249,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.88533822,0.287952305,Inf,1,-0.37444184,0.708075619,0.88533822,0.033834886,0.038216904,tumor16SProximity_v3,ADGRG3,200,0.030489731,6330,11,0.033742331,326,0.95634745,-0.175699391,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.791369005,0.228875616,Inf,1,-0.809055858,0.418483017,0.791369005,0.038050908,0.048082383,tumor16SProximity_v3,ADGRG5,229,0.033333333,6330,14,0.036809816,326,0.88152647,-0.337577534,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.885279849,0.17456802,Inf,1,-0.617940507,0.536614556,0.885279849,0.093771862,0.105923412,tumor16SProximity_v3,ADGRG6,580,0.077093207,6330,31,0.079754601,326,0.910609713,-0.175794511,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.298497116,0.336651358,Inf,1,1.00750292,0.313693155,1.298497116,0.076958371,0.059267263,tumor16SProximity_v3,ADGRL1,478,0.062243286,6330,17,0.049079755,326,0.843586849,0.37684281,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.851592314,0.258166292,Inf,1,-0.52991452,0.596171198,0.851592314,0.038191903,0.044847637,tumor16SProximity_v3,ADGRL2,231,0.033175355,6330,13,0.033742331,326,0.9263506,-0.231765166,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.581252243,0.775036541,Inf,1,0.934867926,0.349856368,1.581252243,0.026668614,0.016865503,tumor16SProximity_v3,ADGRL3,148,0.02164297,6330,5,0.015337423,326,0.850537524,0.661067526,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.90674598,0.561252141,Inf,1,-0.158153561,0.874335796,0.90674598,0.009294119,0.010249969,tumor16SProximity_v3,ADGRL4,55,0.00821485,6330,3,0.009202454,326,0.989124728,-0.141229651,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.617666267,1.568394355,Inf,1,1.606060503,0.108260617,2.617666267,0.027595316,0.010541954,tumor16SProximity_v3,ADGRV1,158,0.023064771,6330,3,0.009202454,326,0.696033072,1.388281176,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.0244162,0.556006871,Inf,1,0.044445276,0.964549472,1.0244162,0.014298361,0.01395757,tumor16SProximity_v3,ADH1A,83,0.012480253,6330,4,0.012269939,326,0.999992957,0.034801973,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.725703182,1.016051006,Inf,1,0.926728457,0.354067538,1.725703182,0.018109279,0.010493855,tumor16SProximity_v3,ADH1B,109,0.016903633,6330,3,0.006134969,326,0.851028586,0.787184345,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.129805465,0.38474288,Inf,1,0.358389039,0.720052193,1.129805465,0.041791264,0.036989787,tumor16SProximity_v3,ADH1C,239,0.034439179,6330,10,0.027607362,326,0.957485229,0.176074384,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.721721543,0.437512061,Inf,1,-0.537961998,0.590603285,0.721721543,0.00739428,0.010245336,tumor16SProximity_v3,ADH4,45,0.006951027,6330,3,0.009202454,326,0.9263506,-0.470485776,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.706019087,0.209354101,Inf,1,-1.173965188,0.24040897,0.706019087,0.032061432,0.045411565,tumor16SProximity_v3,ADH5,197,0.028751975,6330,13,0.036809816,326,0.80881502,-0.502220907,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.674301981,1.32088062,Inf,1,0.653298351,0.513563955,1.674301981,0.011252828,0.006720907,tumor16SProximity_v3,ADH6,60,0.008846761,6330,2,0.003067485,326,0.905218998,0.743559759,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.102470197,0.674588517,Inf,1,0.159429931,0.873330159,1.102470197,0.011155133,0.010118308,tumor16SProximity_v3,ADIPOQ,67,0.010268562,6330,3,0.009202454,326,0.989124728,0.140739656,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.974466802,0.90188777,Inf,1,1.489350035,0.136395218,1.974466802,0.034096965,0.017268948,tumor16SProximity_v3,ADIPOR1,208,0.030963665,6330,5,0.012269939,326,0.722916096,0.981463111,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.955966772,0.3568962,Inf,1,-0.120621106,0.903991151,0.955966772,0.026639132,0.027866169,tumor16SProximity_v3,ADIPOR2,161,0.024328594,6330,8,0.024539877,326,0.993571467,-0.064967622,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.531020459,0.616672699,Inf,1,1.05747247,0.290296012,1.531020459,0.036123509,0.0235944,tumor16SProximity_v3,ADIRF,216,0.031911532,6330,7,0.021472393,326,0.828455666,0.614493562,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.152009242,0.305424394,Inf,1,0.533742716,0.593519551,1.152009242,0.081679823,0.070902055,tumor16SProximity_v3,ADM,493,0.063191153,6330,19,0.055214724,326,0.9263506,0.204152291,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.218658551,0.378466963,Inf,1,0.636754622,0.524284688,1.218658551,0.051230207,0.042038196,tumor16SProximity_v3,ADM2,303,0.04328594,6330,12,0.033742331,326,0.905218998,0.285293962,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.877687222,0.184892568,Inf,1,-0.619318851,0.535706328,0.877687222,0.086652906,0.098728686,tumor16SProximity_v3,ADNP2,527,0.068720379,6330,28,0.079754601,326,0.910274458,-0.188221191,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.906232993,0.259910254,Inf,1,-0.343297917,0.731374348,0.906232993,0.042716007,0.047135789,tumor16SProximity_v3,ADORA1,256,0.037598736,6330,14,0.039877301,326,0.959216364,-0.142046079,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.13097565,0.358842022,Inf,1,0.387917885,0.698076802,1.13097565,0.043855028,0.038776279,tumor16SProximity_v3,ADORA2A,265,0.038546603,6330,11,0.033742331,326,0.953072172,0.177567869,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.655646302,0.167349639,Inf,1,-1.653845643,0.098158879,0.655646302,0.040247554,0.061386076,tumor16SProximity_v3,ADORA2B,244,0.036808847,6330,18,0.04601227,326,0.678009153,-0.609010353,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.745724076,0.235380774,Inf,1,-0.92953709,0.352610813,0.745724076,0.028376823,0.038052711,tumor16SProximity_v3,ADPGK,173,0.026698262,6330,11,0.033742331,326,0.850835303,-0.423286175,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.686511561,0.263366534,Inf,1,-0.980455296,0.326861426,0.686511561,0.021665199,0.031558389,tumor16SProximity_v3,ADPRM,123,0.018799368,6330,8,0.018404908,326,0.849212422,-0.542644079,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,5.035767088,5.073974391,Inf,1,1.604393037,0.108627445,5.035767088,0.017218037,0.003419149,tumor16SProximity_v3,ADRA1A,102,0.015481833,6330,1,0.003067485,326,0.696033072,2.332211558,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.009538901,0.376391507,Inf,1,0.02546352,0.979685246,1.009538901,0.027748232,0.027486046,tumor16SProximity_v3,ADRA1B,167,0.02464455,6330,8,0.024539877,326,0.999992957,0.013696504,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.647646722,1.369998483,Inf,1,1.881708217,0.059875643,2.647646722,0.03777876,0.014268807,tumor16SProximity_v3,ADRA1D,213,0.030647709,6330,4,0.012269939,326,0.619606048,1.404710635,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.168101689,1.114400131,Inf,1,1.505554202,0.132181653,2.168101689,0.029650116,0.013675611,tumor16SProximity_v3,ADRA2A,177,0.02685624,6330,4,0.012269939,326,0.719953284,1.116432424,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.222085999,0.332023304,Inf,1,0.738203097,0.460391041,1.222085999,0.069704026,0.057036924,tumor16SProximity_v3,ADRA2B,400,0.057030016,6330,16,0.042944785,326,0.888307559,0.289345812,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.53805472,0.253803296,Inf,1,-1.313945239,0.188864633,0.53805472,0.008797801,0.016351127,tumor16SProximity_v3,ADRA2C,54,0.008372828,6330,5,0.015337423,326,0.778133748,-0.894175192,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.570564453,0.134427168,Inf,1,-2.381663947,0.017234617,0.570564453,0.046332996,0.081205542,tumor16SProximity_v3,ADRB1,273,0.040126382,6330,24,0.061349693,326,0.49687765,-0.809538227,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.532384097,0.687502879,Inf,1,0.951355243,0.341424072,1.532384097,0.032889637,0.02146305,tumor16SProximity_v3,ADRB2,184,0.025592417,6330,6,0.018404908,326,0.850297735,0.615777959,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.705873614,0.348972243,Inf,1,-0.704552437,0.481088807,0.705873614,0.012527404,0.017747376,tumor16SProximity_v3,ADRB3,72,0.010900474,6330,5,0.015337423,326,0.897727287,-0.502518201,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.862759903,0.12571204,Inf,1,-1.013105939,0.311009562,0.862759903,0.16520308,0.191482102,tumor16SProximity_v3,ADRM1,1045,0.126382306,6330,57,0.13190184,326,0.840408154,-0.212968966,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.696367879,0.162767144,Inf,1,-1.548221889,0.121568883,0.696367879,0.04877034,0.070035309,tumor16SProximity_v3,AEBP2,300,0.043443918,6330,20,0.058282209,326,0.7096798,-0.522078436,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.115758459,0.234888108,Inf,1,0.520307057,0.602849578,1.115758459,0.095994965,0.086035614,tumor16SProximity_v3,AFDN,592,0.079620853,6330,25,0.064417178,326,0.928791745,0.158024745,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.170785548,0.341250467,Inf,1,0.540961992,0.588533781,1.170785548,0.051513266,0.043998892,tumor16SProximity_v3,AFF1,312,0.045655608,6330,13,0.036809816,326,0.9263506,0.227476843,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.485759757,0.910067875,Inf,1,0.646381795,0.518032127,1.485759757,0.015641455,0.01052758,tumor16SProximity_v3,AFF2,89,0.013270142,6330,3,0.009202454,326,0.905218998,0.571200855,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.399698173,0.244315466,Inf,1,-1.500279333,0.133542061,0.399698173,0.003917959,0.009802294,tumor16SProximity_v3,AFP,25,0.003949447,6330,3,0.009202454,326,0.721640751,-1.323017116,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.919404254,1.15803974,Inf,1,1.080688374,0.279835756,1.919404254,0.019340752,0.010076435,tumor16SProximity_v3,AGA,115,0.017061611,6330,3,0.009202454,326,0.826969217,0.940658596,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.699712345,0.133519538,Inf,1,-1.871317568,0.061301077,0.699712345,0.08117703,0.116014861,tumor16SProximity_v3,AGAP3,496,0.066824645,6330,33,0.09202454,326,0.619606048,-0.515166151,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.588076197,0.669718958,Inf,1,1.096762015,0.272745439,1.588076197,0.033902398,0.021348093,tumor16SProximity_v3,AGBL4,206,0.030173776,6330,6,0.018404908,326,0.826525639,0.667280135,NS or |log2FC| < 1
