contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,msg,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.711328598,0.112897315,Inf,1,-2.146138815,0.031861905,0.711328598,0.125266385,0.176101995,tumor16SProximity_v3,CAPZB,NA,152,0.072364672,1755,66,0.201413428,283,0.403080921,-0.491411928,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.654042633,1.249178015,Inf,1,2.073818555,0.038096165,2.654042633,0.044337324,0.016705581,tumor16SProximity_v3,CARD11,NA,45,0.024501425,1755,6,0.017667845,283,0.413519858,1.408191545,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.845532198,1.156018715,Inf,1,0.978256223,0.327947616,1.845532198,0.014522628,0.007869073,tumor16SProximity_v3,CARD8,NA,17,0.00968661,1755,3,0.010600707,283,0.668073724,0.884036908,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.185199199,0.333815728,Inf,1,0.603261618,0.546334662,1.185199199,0.055619489,0.046928389,tumor16SProximity_v3,CARD9,NA,65,0.034757835,1755,18,0.060070671,283,0.806567945,0.245129556,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.251109051,0.298591123,Inf,1,0.938696557,0.347886562,1.251109051,0.073539167,0.058779183,tumor16SProximity_v3,CARHSP1,NA,90,0.047863248,1755,23,0.074204947,283,0.682749461,0.323207545,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.161310357,0.272932306,Inf,1,0.636321836,0.524566675,1.161310357,0.076133148,0.065557968,tumor16SProximity_v3,CARM1,NA,90,0.045584046,1755,25,0.081272085,283,0.795996436,0.21575358,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.665998824,0.18580913,Inf,1,-1.456907921,0.145141799,0.665998824,0.037794114,0.05674802,tumor16SProximity_v3,CARMIL1,NA,45,0.023931624,1755,22,0.070671378,283,0.512924376,-0.586408466,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.334944525,0.512153244,Inf,1,0.753000742,0.451449468,1.334944525,0.028359885,0.021244242,tumor16SProximity_v3,CARMN,NA,48,0.025641026,1755,11,0.028268551,283,0.752384247,0.41677979,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.954374485,0.75752513,Inf,1,1.728745388,0.083854674,1.954374485,0.045051827,0.023051789,tumor16SProximity_v3,CARTPT,NA,52,0.027350427,1755,9,0.03180212,283,0.445901921,0.966706934,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,10.32704916,10.59949285,Inf,1,2.274754993,0.022920632,10.32704916,0.025077732,0.002428354,tumor16SProximity_v3,CASP1,NA,31,0.015954416,1755,1,0.003533569,283,0.381742809,3.368356173,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.063954654,0.606517943,Inf,1,0.10874781,0.91340252,1.063954654,0.011133495,0.010464257,tumor16SProximity_v3,CASP10,NA,14,0.007977208,1755,4,0.014134276,283,0.976977317,0.089436664,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.037913273,0.318997506,Inf,1,0.12107639,0.903630529,1.037913273,0.041447222,0.039933223,tumor16SProximity_v3,CASP3,NA,49,0.027920228,1755,15,0.042402827,283,0.974620113,0.053685898,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.11226467,0.366477753,Inf,1,0.322919836,0.746755953,1.11226467,0.039289491,0.035323869,tumor16SProximity_v3,CASP4,NA,47,0.026210826,1755,13,0.035335689,283,0.913884202,0.153500126,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.370332062,0.530772499,Inf,1,0.813394352,0.415991996,1.370332062,0.031689989,0.023125773,tumor16SProximity_v3,CASP7,NA,38,0.020512821,1755,9,0.03180212,283,0.731686463,0.454525533,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.723666,1.11518908,Inf,1,0.841521732,0.400055716,1.723666,0.013406402,0.007777842,tumor16SProximity_v3,CASP8,NA,16,0.008547009,1755,3,0.010600707,283,0.716297962,0.785480246,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.826683703,0.261716779,Inf,1,-0.601204435,0.547703831,0.826683703,0.03017539,0.036501735,tumor16SProximity_v3,CASP9,NA,36,0.01994302,1755,14,0.045936396,283,0.807207199,-0.274592648,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.173775846,0.474940022,Inf,1,0.395985033,0.692116069,1.173775846,0.024395505,0.020783785,tumor16SProximity_v3,CASR,NA,29,0.016524217,1755,8,0.024734982,283,0.889307958,0.231156926,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.558843123,0.108740128,Inf,1,-2.990462373,0.002785554,0.558843123,0.061691375,0.110391221,tumor16SProximity_v3,CAST,NA,74,0.038176638,1755,42,0.127208481,283,0.156472191,-0.839484746,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.052281173,0.216996538,Inf,1,0.247122011,0.804813799,1.052281173,0.093119074,0.088492578,tumor16SProximity_v3,CAT,NA,112,0.05982906,1755,34,0.098939929,283,0.93534645,0.07352025,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.397975293,0.625087578,Inf,1,0.74926562,0.453697125,1.397975293,0.025754136,0.018422454,tumor16SProximity_v3,CAV1,NA,30,0.016524217,1755,7,0.021201413,283,0.753404549,0.483338864,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.062130788,0.420723872,Inf,1,0.152171373,0.879051772,1.062130788,0.024462341,0.023031383,tumor16SProximity_v3,CAV2,NA,29,0.016524217,1755,9,0.03180212,283,0.967115573,0.086961427,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.725673571,2.097438188,Inf,1,1.303054064,0.192556305,2.725673571,0.014576684,0.00534792,tumor16SProximity_v3,CAVIN2,NA,17,0.00968661,1755,2,0.007067138,283,0.556600744,1.446612794,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.201307356,0.509686804,Inf,1,0.432289583,0.665530957,1.201307356,0.022836521,0.019009724,tumor16SProximity_v3,CBFB,NA,28,0.015954416,1755,7,0.024734982,283,0.876448674,0.264605314,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.385537165,0.55043277,Inf,1,0.820821256,0.411748089,1.385537165,0.029256401,0.021115566,tumor16SProximity_v3,CBL,NA,35,0.018803419,1755,8,0.028268551,283,0.727856913,0.47044541,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.307866711,0.572081255,Inf,1,0.613598068,0.539480961,1.307866711,0.028430184,0.02173783,tumor16SProximity_v3,CBLB,NA,31,0.014814815,1755,8,0.028268551,283,0.803435251,0.387215519,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.911819929,0.250148718,Inf,1,-0.336490271,0.736501187,0.911819929,0.042969595,0.047125089,tumor16SProximity_v3,CBLC,NA,51,0.028490028,1755,18,0.06360424,283,0.909622394,-0.133179154,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.922896083,0.28178072,Inf,1,-0.262799822,0.792704872,0.922896083,0.038349361,0.041553282,tumor16SProximity_v3,CBLN2,NA,46,0.023931624,1755,16,0.056537102,283,0.932443062,-0.115759883,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.076263166,0.193097144,Inf,1,0.409638232,0.682071347,1.076263166,0.13512944,0.125554273,tumor16SProximity_v3,CBR1,NA,165,0.075213675,1755,49,0.137809187,283,0.885403121,0.106030887,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.753738671,0.179279339,Inf,1,-1.188587208,0.234602144,0.753738671,0.05587139,0.074125678,tumor16SProximity_v3,CBR4,NA,67,0.035897436,1755,28,0.088339223,283,0.59325804,-0.407863682,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.694317224,0.248253969,Inf,1,-1.020347046,0.307563899,0.694317224,0.023518369,0.033872656,tumor16SProximity_v3,CCBE1,NA,28,0.014814815,1755,13,0.038869258,283,0.652426058,-0.526333135,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.715557329,0.193209209,Inf,1,-1.239549761,0.215141972,0.715557329,0.041079276,0.057408784,tumor16SProximity_v3,CCDC12,NA,49,0.026780627,1755,22,0.067137809,283,0.575644655,-0.482860737,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.569899525,0.907570092,Inf,1,0.780152338,0.435301213,1.569899525,0.015080327,0.009605919,tumor16SProximity_v3,CCDC122,NA,18,0.01025641,1755,4,0.010600707,283,0.743018286,0.650672228,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.763630061,0.226467106,Inf,1,-0.909313111,0.363184872,0.763630061,0.034902509,0.045706044,tumor16SProximity_v3,CCDC50,NA,43,0.024501425,1755,17,0.060070671,283,0.692480093,-0.389054198,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.175067715,0.369315598,Inf,1,0.513297332,0.60774335,1.175067715,0.042253385,0.035958256,tumor16SProximity_v3,CCDC59,NA,50,0.026210826,1755,14,0.045936396,283,0.846317815,0.232743897,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.447714057,0.667180163,Inf,1,0.802832089,0.422071792,1.447714057,0.02313007,0.01597696,tumor16SProximity_v3,CCDC80,NA,27,0.015384615,1755,6,0.021201413,283,0.73342251,0.533776679,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.093010568,1.16952165,Inf,1,1.321826676,0.186225873,2.093010568,0.021463892,0.010255033,tumor16SProximity_v3,CCDC88A,NA,26,0.013675214,1755,4,0.014134276,283,0.548035182,1.065579596,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.968927028,0.214029264,Inf,1,-0.142901617,0.886367881,0.968927028,0.074557683,0.076948708,tumor16SProximity_v3,CCDC88C,NA,91,0.046723647,1755,29,0.09540636,283,0.970352237,-0.045540078,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.897772715,0.947859288,Inf,1,1.282750328,0.199579562,1.897772715,0.024084611,0.012690988,tumor16SProximity_v3,CCDC92,NA,28,0.014814815,1755,5,0.017667845,283,0.563454425,0.924307219,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,5.30637527,5.596478215,Inf,1,1.58239825,0.113558684,5.30637527,0.014848135,0.002798169,tumor16SProximity_v3,CCK,NA,17,0.009116809,1755,1,0.003533569,283,0.476823122,2.407726707,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,5.873044562,6.094436932,Inf,1,1.706060888,0.087996744,5.873044562,0.014882823,0.00253409,tumor16SProximity_v3,CCKAR,NA,18,0.01025641,1755,1,0.003533569,283,0.450436253,2.554108584,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.59836725,0.878551769,Inf,1,0.853229734,0.393531917,1.59836725,0.016754009,0.010481952,tumor16SProximity_v3,CCKBR,NA,20,0.011396011,1755,4,0.014134276,283,0.711211968,0.676598928,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.18999909,4.340698572,Inf,1,1.382960314,0.166677035,4.18999909,0.011267053,0.002689035,tumor16SProximity_v3,CCL1,NA,14,0.007977208,1755,1,0.003533569,283,0.533237881,2.066949931,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,5.672804889,5.913070659,Inf,1,1.665157658,0.095881306,5.672804889,0.015113937,0.002664279,tumor16SProximity_v3,CCL11,NA,18,0.01025641,1755,1,0.003533569,283,0.461161921,2.504062245,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.213753854,1.386309605,Inf,1,1.269014707,0.204435819,2.213753854,0.017744058,0.008015371,tumor16SProximity_v3,CCL13,NA,21,0.011965812,1755,3,0.007067138,283,0.566424245,1.146494819,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.257653917,0.63834336,Inf,1,0.451660786,0.651513373,1.257653917,0.016693734,0.01327371,tumor16SProximity_v3,CCL14,NA,20,0.011396011,1755,5,0.014134276,283,0.867857129,0.330734974,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.659024165,0.099908071,Inf,1,-2.750626936,0.005948134,0.659024165,0.123544771,0.187466223,tumor16SProximity_v3,CCL15,NA,150,0.071225071,1755,72,0.204946996,283,0.248485756,-0.601596728,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.212653849,1.434377019,Inf,1,1.225112617,0.220532792,2.212653849,0.017025986,0.007694826,tumor16SProximity_v3,CCL16,NA,19,0.01025641,1755,3,0.010600707,283,0.58074903,1.145777771,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,6.311953158,4.622335314,Inf,1,2.515920368,0.0118722,6.311953158,0.032971034,0.005223587,tumor16SProximity_v3,CCL17,NA,39,0.021652422,1755,2,0.007067138,283,0.330479581,2.658086499,P < 0.05
Within30micronTumor / Within30um16StumorHigh,2.27830532,1.777127872,Inf,1,1.055652368,0.291127066,2.27830532,0.01200084,0.005267441,tumor16SProximity_v3,CCL18,NA,14,0.007407407,1755,2,0.007067138,283,0.641538567,1.187961098,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.373521888,0.583235794,Inf,1,0.747426438,0.454806191,1.373521888,0.029545399,0.021510687,tumor16SProximity_v3,CCL19,NA,34,0.018233618,1755,8,0.028268551,283,0.753619592,0.457879901,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.589391584,1.231239931,Inf,1,0.598134145,0.549750429,1.589391584,0.008402693,0.005286736,tumor16SProximity_v3,CCL2,NA,10,0.005698006,1755,2,0.007067138,283,0.80848669,0.66847461,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.688927871,0.686610615,Inf,1,1.289168605,0.197339477,1.688927871,0.040977761,0.024262588,tumor16SProximity_v3,CCL20,NA,43,0.023931624,1755,9,0.028268551,283,0.561536138,0.756107716,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.531519726,2.686738938,Inf,1,0.875159706,0.381487014,2.531519726,0.006686184,0.002641174,tumor16SProximity_v3,CCL21,NA,8,0.004558405,1755,1,0.003533569,283,0.704064594,1.340003726,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,6.424700523,6.585138026,Inf,1,1.814830114,0.069550021,6.424700523,0.016715965,0.002601828,tumor16SProximity_v3,CCL22,NA,20,0.011396011,1755,1,0.003533569,283,0.432789933,2.683629207,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.802002058,0.215055381,Inf,1,-0.822843982,0.410596722,0.802002058,0.04585605,0.057176972,tumor16SProximity_v3,CCL23,NA,56,0.02962963,1755,21,0.070671378,283,0.726747965,-0.318322155,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.318268197,1.219596761,Inf,1,1.598271944,0.109982469,2.318268197,0.02752838,0.011874545,tumor16SProximity_v3,CCL24,NA,33,0.015384615,1755,5,0.017667845,283,0.473344798,1.213047479,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.932731257,0.308236275,Inf,1,-0.210726951,0.833100343,0.932731257,0.031849612,0.034146612,tumor16SProximity_v3,CCL25,NA,38,0.021082621,1755,13,0.045936396,283,0.947364225,-0.100466631,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.476482507,3.632565818,Inf,1,1.192482245,0.233072209,3.476482507,0.009155571,0.002633573,tumor16SProximity_v3,CCL26,NA,11,0.006267806,1755,1,0.003533569,283,0.592810096,1.79762833,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.735225794,0.283409253,Inf,1,-0.797923852,0.424914681,0.735225794,0.019375339,0.02635291,tumor16SProximity_v3,CCL27,NA,23,0.012535613,1755,10,0.035335689,283,0.735519676,-0.443740713,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,7.789544249,7.963852083,Inf,1,2.007852332,0.044658986,7.789544249,0.018946252,0.002432267,tumor16SProximity_v3,CCL28,NA,24,0.013675214,1755,1,0.003533569,283,0.415980129,2.961538922,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.974693629,0.446432603,Inf,1,-0.055962376,0.95537178,0.974693629,0.018693939,0.019179298,tumor16SProximity_v3,CCL3,NA,23,0.013105413,1755,7,0.024734982,283,0.994816688,-0.036979281,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.473943556,2.119230404,Inf,1,2.041339451,0.041217098,3.473943556,0.027416329,0.00789199,tumor16SProximity_v3,CCL4,NA,32,0.018233618,1755,3,0.010600707,283,0.415980129,1.796574313,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.793105019,0.320030638,Inf,1,-0.574449539,0.565663638,0.793105019,0.025123448,0.031677328,tumor16SProximity_v3,CCL5,NA,30,0.015954416,1755,11,0.038869258,283,0.818734508,-0.334416181,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.297736183,0.750875445,Inf,1,0.450431235,0.652399527,1.297736183,0.013623289,0.010497733,tumor16SProximity_v3,CCL7,NA,16,0.008547009,1755,4,0.014134276,283,0.867862372,0.375997127,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,4.462681209,4.62051325,Inf,1,1.444656461,0.148554405,4.462681209,0.011707361,0.002623392,tumor16SProximity_v3,CCL8,NA,14,0.007977208,1755,1,0.003533569,283,0.516952581,2.157910752,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,6.624203434,4.90557993,Inf,1,2.553129536,0.010675978,6.624203434,0.034595406,0.005222576,tumor16SProximity_v3,CCN1,NA,40,0.022792023,1755,2,0.007067138,283,0.326568663,2.72774698,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.147784852,0.310855014,Inf,1,0.508930596,0.610800873,1.147784852,0.088051536,0.076714322,tumor16SProximity_v3,CCN2,NA,154,0.056980057,1755,31,0.081272085,283,0.847359362,0.19885224,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.968568528,1.368228975,Inf,1,0.974489333,0.329813633,1.968568528,0.01702169,0.008646735,tumor16SProximity_v3,CCNA1,NA,16,0.008547009,1755,3,0.007067138,283,0.670367908,0.977146935,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.243550574,1.259166578,Inf,1,1.439779938,0.149929669,2.243550574,0.023403014,0.01043124,tumor16SProximity_v3,CCNA2,NA,27,0.014814815,1755,4,0.014134276,283,0.518557369,1.165783706,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.05775232,0.539013896,Inf,1,0.110180419,0.912266291,1.05775232,0.014691025,0.013888908,tumor16SProximity_v3,CCNB1,NA,18,0.01025641,1755,5,0.017667845,283,0.976863865,0.081001849,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.693856632,2.014050414,Inf,1,1.325459127,0.185018917,2.693856632,0.013828905,0.005133497,tumor16SProximity_v3,CCNB2,NA,17,0.00968661,1755,2,0.007067138,283,0.547077668,1.429673072,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.213663267,1.674599338,Inf,1,1.050451092,0.293510766,2.213663267,0.011595818,0.005238293,tumor16SProximity_v3,CCNB3,NA,14,0.007977208,1755,2,0.007067138,283,0.644035164,1.146435782,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.013731751,0.34649069,Inf,1,0.039901802,0.968171414,1.013731751,0.032159221,0.0317236,tumor16SProximity_v3,CCNC,NA,38,0.019373219,1755,12,0.038869258,283,0.99999345,0.019675944,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.230213911,0.287456325,Inf,1,0.886693451,0.375243965,1.230213911,0.076926971,0.062531378,tumor16SProximity_v3,CCND1,NA,92,0.04957265,1755,24,0.081272085,283,0.698593691,0.298909195,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.351566309,0.881175636,Inf,1,2.281930011,0.022493473,2.351566309,0.056828732,0.024166332,tumor16SProximity_v3,CCND2,NA,67,0.035897436,1755,9,0.03180212,283,0.380680947,1.233622013,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.360785875,0.426494926,Inf,1,0.9829119,0.325650801,1.360785875,0.047990507,0.035266759,tumor16SProximity_v3,CCND3,NA,58,0.032478632,1755,13,0.045936396,283,0.665739927,0.444440071,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.341187682,0.527235265,Inf,1,0.746750293,0.455214305,1.341187682,0.031654149,0.02360158,tumor16SProximity_v3,CCNE1,NA,37,0.018803419,1755,9,0.03180212,283,0.75395462,0.423511138,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.358231184,1.799391234,Inf,1,2.260881095,0.023766621,3.358231184,0.035072968,0.010443881,tumor16SProximity_v3,CCNE2,NA,40,0.021652422,1755,4,0.014134276,283,0.383430684,1.74770155,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.90550551,0.276123649,Inf,1,-0.325514358,0.744791818,0.90550551,0.038077856,0.04205149,tumor16SProximity_v3,CCNG1,NA,45,0.024501425,1755,16,0.053003534,283,0.913290066,-0.143204675,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.856812591,0.629333823,Inf,1,1.825914193,0.067863188,1.856812591,0.056727651,0.030551091,tumor16SProximity_v3,CCNG2,NA,68,0.035327635,1755,12,0.038869258,283,0.432789933,0.89282821,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.743863433,0.172463511,Inf,1,-1.276255859,0.201865088,0.743863433,0.061912806,0.083231415,tumor16SProximity_v3,CCNH,NA,76,0.037606838,1755,32,0.081272085,283,0.564840102,-0.426890315,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.521117298,0.127330753,Inf,1,-2.667493031,0.007641947,0.521117298,0.037282852,0.071544068,tumor16SProximity_v3,CCNK,NA,45,0.024501425,1755,28,0.091872792,283,0.287924348,-0.940319951,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.553450368,1.364412743,Inf,1,1.754396275,0.079362629,2.553450368,0.026763707,0.010481389,tumor16SProximity_v3,CCNO,NA,32,0.017663818,1755,4,0.014134276,283,0.439078166,1.352448018,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.272602782,1.221387398,Inf,1,1.527474577,0.126643044,2.272602782,0.023763706,0.010456603,tumor16SProximity_v3,CCNT1,NA,28,0.015384615,1755,4,0.014134276,283,0.491064601,1.184345544,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.760976912,0.642980149,Inf,1,1.549786179,0.121192845,1.760976912,0.045604509,0.025897278,tumor16SProximity_v3,CCNT2,NA,55,0.028490028,1755,10,0.03180212,283,0.484143465,0.816375994,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.009823791,0.894209078,Inf,1,1.568930137,0.116664219,2.009823791,0.031451906,0.015649086,tumor16SProximity_v3,CCP110,NA,39,0.021082621,1755,6,0.021201413,283,0.479581128,1.00706902,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.318775189,2.060926294,Inf,1,1.931747281,0.053390706,3.318775189,0.026383255,0.007949696,tumor16SProximity_v3,CCR1,NA,31,0.017094017,1755,3,0.010600707,283,0.42025627,1.730650906,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.494294152,0.498006688,Inf,1,1.205182928,0.228132691,1.494294152,0.04714521,0.031550154,tumor16SProximity_v3,CCR10,NA,55,0.02962963,1755,12,0.042402827,283,0.590520995,0.579464171,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.987616608,0.980270938,Inf,1,1.392845406,0.163666544,1.987616608,0.026326807,0.013245415,tumor16SProximity_v3,CCR2,NA,31,0.017663818,1755,5,0.017667845,283,0.529556363,0.991039502,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.339062697,0.515852362,Inf,1,0.757902874,0.44850913,1.339062697,0.035057403,0.026180554,tumor16SProximity_v3,CCR3,NA,40,0.01994302,1755,10,0.03180212,283,0.75106016,0.421223511,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.762669753,1.683529597,Inf,1,1.667578722,0.095399385,2.762669753,0.021384692,0.007740589,tumor16SProximity_v3,CCR4,NA,27,0.015384615,1755,3,0.010600707,283,0.460803134,1.466063114,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.218096656,0.714604671,Inf,1,0.336294621,0.736648705,1.218096656,0.012781107,0.010492687,tumor16SProximity_v3,CCR5,NA,15,0.007977208,1755,4,0.014134276,283,0.909622772,0.284628615,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.068907172,1.165293658,Inf,1,1.290780209,0.196779902,2.068907172,0.02152436,0.010403734,tumor16SProximity_v3,CCR7,NA,25,0.013675214,1755,4,0.014134276,283,0.561164251,1.048868915,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.099521635,0.572612427,Inf,1,0.182177925,0.855443097,1.099521635,0.013394329,0.012181961,tumor16SProximity_v3,CCR9,NA,16,0.009116809,1755,5,0.017667845,283,0.956368003,0.136875992,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.81348478,0.337555108,Inf,1,-0.497477544,0.618852334,0.81348478,0.020471931,0.025165721,tumor16SProximity_v3,CCRL2,NA,24,0.012535613,1755,10,0.035335689,283,0.851369456,-0.29781274,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.807697838,0.145889904,Inf,1,-1.182383455,0.237053585,0.807697838,0.118281759,0.146443079,tumor16SProximity_v3,CCS,NA,144,0.066666667,1755,56,0.151943463,283,0.59325804,-0.308112417,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.454798276,0.591328792,Inf,1,0.922255494,0.356395323,1.454798276,0.029742091,0.020444134,tumor16SProximity_v3,CCT2,NA,36,0.019373219,1755,8,0.028268551,283,0.688392216,0.540819121,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.140595778,0.283559887,Inf,1,0.529151771,0.59670017,1.140595778,0.070545652,0.061849827,tumor16SProximity_v3,CCT6A,NA,84,0.041595442,1755,23,0.074204947,283,0.837469983,0.189787597,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.214520782,0.360003494,Inf,1,0.655664762,0.512039847,1.214520782,0.047796123,0.039353894,tumor16SProximity_v3,CCT8,NA,57,0.02962963,1755,15,0.053003534,283,0.791171346,0.280387177,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.102353319,0.498783036,Inf,1,0.215366842,0.82948132,1.102353319,0.021044058,0.019090121,tumor16SProximity_v3,CD109,NA,25,0.014245014,1755,7,0.024734982,283,0.946733273,0.140586701,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.961798684,0.159493285,Inf,1,-0.234882446,0.814299975,0.961798684,0.182113416,0.189346709,tumor16SProximity_v3,CD14,NA,223,0.094017094,1755,77,0.190812721,283,0.939775783,-0.056193143,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.032947387,0.149991748,Inf,1,0.223240867,0.823348047,1.032947387,0.171071351,0.165614777,tumor16SProximity_v3,CD151,NA,206,0.0997151,1755,65,0.197879859,283,0.943871537,0.046766773,NS or |log2FC| < 1
