contrast,ratio,SE,df,null,z.ratio,p.value,fold_change,modelest_cpc_1,modelest_cpc_2,term,target,msg,counts_1,propnz_1,ncells_1,counts_2,propnz_2,ncells_2,padj,log2fc,sig_level
Within30micronTumor / Within30um16StumorHigh,0.906461369,0.310555613,Inf,1,-0.28664988,0.774380418,0.906461369,0.027631004,0.030482274,tumor16SProximity_v3,GPR182,NA,33,0.018803419,1755,12,0.042402827,283,0.927804751,-0.141682557,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.633555706,1.643988329,Inf,1,1.551205619,0.120852416,2.633555706,0.021083072,0.008005554,tumor16SProximity_v3,GPR183,NA,24,0.013675214,1755,3,0.010600707,283,0.484143465,1.397011976,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.085079637,2.306350333,Inf,1,1.506961526,0.131820519,3.085079637,0.016437749,0.005328144,tumor16SProximity_v3,GPR37,NA,20,0.011396011,1755,2,0.007067138,283,0.497596528,1.625307731,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.313731788,0.702762621,Inf,1,0.510101592,0.60998029,1.313731788,0.01708268,0.013003172,tumor16SProximity_v3,GPR37L1,NA,20,0.011396011,1755,5,0.017667845,283,0.847053711,0.393670764,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.618611346,0.5889459,Inf,1,1.323504214,0.185667756,1.618611346,0.040130151,0.02479295,tumor16SProximity_v3,GPR75,NA,49,0.025071225,1755,10,0.035335689,283,0.547609099,0.694756614,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.263628985,0.311893588,Inf,1,0.947995363,0.343131815,1.263628985,0.073462842,0.058136401,tumor16SProximity_v3,GPS1,NA,90,0.046153846,1755,23,0.067137809,283,0.680519049,0.337572935,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.997513062,0.18896812,Inf,1,-0.013144245,0.989512712,0.997513062,0.103733001,0.103991622,tumor16SProximity_v3,GPS2,NA,125,0.061538462,1755,40,0.134275618,283,0.99999345,-0.003592362,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.28515741,2.013901,Inf,1,1.940221533,0.052352773,3.28515741,0.02539648,0.007730674,tumor16SProximity_v3,GPSM3,NA,31,0.017663818,1755,3,0.010600707,283,0.419897155,1.7159625,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.770431304,1.497505011,Inf,1,1.885187579,0.059404517,2.770431304,0.028870469,0.01042093,tumor16SProximity_v3,GPT,NA,34,0.018803419,1755,4,0.014134276,283,0.423111565,1.470110594,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.866498856,0.092820868,Inf,1,-1.337678854,0.181001147,0.866498856,0.392612914,0.453102634,tumor16SProximity_v3,GPX1,NA,482,0.191452991,1755,161,0.374558304,283,0.542126073,-0.206730251,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.058147968,0.292093516,Inf,1,0.204751938,0.837765939,1.058147968,0.055550351,0.052497716,tumor16SProximity_v3,GPX2,NA,65,0.034188034,1755,20,0.06360424,283,0.949304188,0.081541383,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.838828162,0.115737258,Inf,1,-1.273777811,0.202742171,0.838828162,0.185055168,0.220611535,tumor16SProximity_v3,GPX3,NA,226,0.0997151,1755,84,0.250883392,283,0.564840102,-0.253552797,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.830309465,0.218085762,Inf,1,-0.707986108,0.478953885,0.830309465,0.048599317,0.05853157,tumor16SProximity_v3,GPX4,NA,59,0.03019943,1755,22,0.070671378,283,0.771637087,-0.268278951,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.092763254,0.324421867,Inf,1,0.298804068,0.765089547,1.092763254,0.047659598,0.043613837,tumor16SProximity_v3,GPX7,NA,57,0.030769231,1755,16,0.049469965,283,0.921717354,0.127980877,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.962656374,0.498772296,Inf,1,-0.073455377,0.941443752,0.962656374,0.012383136,0.012863506,tumor16SProximity_v3,GRAMD1B,NA,15,0.008547009,1755,5,0.017667845,283,0.988308009,-0.054907183,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.781765929,0.255003178,Inf,1,-0.754777648,0.450382407,0.781765929,0.028182777,0.036050147,tumor16SProximity_v3,GRAP2,NA,34,0.018803419,1755,14,0.045936396,283,0.75213862,-0.355191385,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.871909949,0.187999267,Inf,1,-0.635704278,0.524969188,0.871909949,0.073436978,0.084225416,tumor16SProximity_v3,GRB10,NA,89,0.047293447,1755,32,0.098939929,283,0.796046728,-0.197748954,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.73407973,0.178118969,Inf,1,-1.274045491,0.202647295,0.73407973,0.048676157,0.066309087,tumor16SProximity_v3,GRB2,NA,59,0.030769231,1755,25,0.084805654,283,0.564840102,-0.44599133,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.091405508,0.351882731,Inf,1,0.271287044,0.78617027,1.091405508,0.036222184,0.033188567,tumor16SProximity_v3,GRB7,NA,44,0.023361823,1755,13,0.035335689,283,0.92990087,0.12618723,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.3708124,0.680933118,Inf,1,0.634950916,0.525460428,1.3708124,0.021693982,0.015825639,tumor16SProximity_v3,GREM1,NA,25,0.012535613,1755,6,0.021201413,283,0.796179496,0.455031148,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.899182084,1.187648959,Inf,1,1.02570684,0.305029789,1.899182084,0.015020064,0.007908702,tumor16SProximity_v3,GRIA2,NA,18,0.01025641,1755,3,0.010600707,283,0.651102784,0.92537823,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,5.847500057,4.560228885,Inf,1,2.264528506,0.023541629,5.847500057,0.03084769,0.005275364,tumor16SProximity_v3,GRIA4,NA,31,0.017663818,1755,2,0.007067138,283,0.38279927,2.547819971,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.691148511,0.316514514,Inf,1,-0.806631715,0.419878696,0.691148511,0.012418688,0.01796819,tumor16SProximity_v3,GRID1,NA,15,0.008547009,1755,7,0.024734982,283,0.732884553,-0.532932351,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.796201717,0.467325179,Inf,1,-0.388287511,0.697803278,0.796201717,0.008849694,0.011114889,tumor16SProximity_v3,GRID2,NA,11,0.006267806,1755,4,0.014134276,283,0.893032343,-0.328794113,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.908834594,0.756263513,Inf,1,1.631769857,0.102727978,1.908834594,0.039737796,0.020817831,tumor16SProximity_v3,GRIK1,NA,47,0.025071225,1755,8,0.028268551,283,0.468663697,0.932692095,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.22798519,1.118084577,Inf,1,1.596331611,0.110414776,2.22798519,0.028887218,0.012965624,tumor16SProximity_v3,GRIK2,NA,33,0.017663818,1755,5,0.017667845,283,0.473344798,1.155739643,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,6.22626668,3.85081125,Inf,1,2.956897122,0.003107518,6.22626668,0.04480476,0.007196088,tumor16SProximity_v3,GRIN1,NA,50,0.027350427,1755,3,0.010600707,283,0.165528901,2.638367371,P < 0.05
Within30micronTumor / Within30um16StumorHigh,0.855826886,0.326917226,Inf,1,-0.407568786,0.683590284,0.855826886,0.022671911,0.026491235,tumor16SProximity_v3,GRIN2A,NA,27,0.015384615,1755,10,0.035335689,283,0.885891111,-0.224609093,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.941592969,0.398582254,Inf,1,-0.142171726,0.886944364,0.941592969,0.02451424,0.026034858,tumor16SProximity_v3,GRIN2B,NA,28,0.014814815,1755,9,0.028268551,283,0.970352237,-0.086824547,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.135585928,1.043960265,Inf,1,1.552124884,0.120632345,2.135585928,0.034773107,0.016282701,tumor16SProximity_v3,GRIN2D,NA,35,0.019373219,1755,6,0.021201413,283,0.484143465,1.094631948,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.777980198,0.289745458,Inf,1,-0.67409237,0.50025259,0.777980198,0.027522021,0.035376249,tumor16SProximity_v3,GRIP1,NA,31,0.016524217,1755,13,0.042402827,283,0.786129388,-0.36219466,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.807076059,0.127761202,Inf,1,-1.353983479,0.175741649,0.807076059,0.131402904,0.162813532,tumor16SProximity_v3,GRK2,NA,158,0.075213675,1755,62,0.183745583,283,0.538560941,-0.309223455,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.288659181,0.250501177,Inf,1,1.304612275,0.192024906,1.288659181,0.111256342,0.086334962,tumor16SProximity_v3,GRK3,NA,134,0.071225071,1755,33,0.109540636,283,0.556600744,0.365870757,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.789275114,0.205935651,Inf,1,-0.906954793,0.364430704,0.789275114,0.043531546,0.05515383,tumor16SProximity_v3,GRK6,NA,52,0.028490028,1755,21,0.074204947,283,0.692866867,-0.341399834,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.076819434,0.41786928,Inf,1,0.190722961,0.848742648,1.076819434,0.0253511,0.023542573,tumor16SProximity_v3,GRM1,NA,31,0.017094017,1755,9,0.03180212,283,0.953523786,0.106776352,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.096072749,1.07214776,Inf,1,1.446844484,0.147940485,2.096072749,0.028938446,0.013806031,tumor16SProximity_v3,GRM3,NA,31,0.017663818,1755,5,0.014134276,283,0.516068298,1.06768879,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.104577447,0.505960242,Inf,1,0.217140446,0.828098894,1.104577447,0.019297842,0.017470791,tumor16SProximity_v3,GRM5,NA,22,0.011965812,1755,7,0.024734982,283,0.945983189,0.143494576,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.684385978,0.286334815,Inf,1,-0.906428027,0.364709344,0.684385978,0.018863209,0.027562237,tumor16SProximity_v3,GRM7,NA,22,0.012535613,1755,10,0.03180212,283,0.693183339,-0.547117893,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.580596725,0.900073992,Inf,1,0.803935076,0.421434471,1.580596725,0.016274662,0.010296531,tumor16SProximity_v3,GRM8,NA,19,0.010826211,1755,4,0.014134276,283,0.732914044,0.660469324,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.850304969,0.118323712,Inf,1,-1.165325424,0.243887292,0.850304969,0.171081671,0.201200366,tumor16SProximity_v3,GRN,NA,207,0.096866097,1755,79,0.233215548,283,0.600151165,-0.233947726,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.068860192,0.28427576,Inf,1,0.250385172,0.802289495,1.068860192,0.05318307,0.049756806,tumor16SProximity_v3,GRSF1,NA,64,0.034757835,1755,19,0.06360424,283,0.93534645,0.096073159,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.215556307,0.425003124,Inf,1,0.558299014,0.576640218,1.215556307,0.03725527,0.03064874,tumor16SProximity_v3,GSC,NA,44,0.023931624,1755,12,0.035335689,283,0.825319834,0.281616723,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.896271137,0.208112211,Inf,1,-0.471633627,0.63718832,0.896271137,0.061044837,0.068109788,tumor16SProximity_v3,GSDMD,NA,73,0.037606838,1755,26,0.084805654,283,0.861340326,-0.157992857,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.083283606,0.308030514,Inf,1,0.281333255,0.778454806,1.083283606,0.050730522,0.046830324,tumor16SProximity_v3,GSK3A,NA,61,0.030769231,1755,18,0.053003534,283,0.929258138,0.115410993,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.608577888,0.4307918,Inf,1,-0.701587784,0.482936272,0.608577888,0.004911005,0.008069641,tumor16SProximity_v3,GSK3B,NA,6,0.003418803,1755,3,0.010600707,283,0.773711836,-0.716486178,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.603932487,0.742849692,Inf,1,1.020114047,0.307674376,1.603932487,0.025321621,0.015787211,tumor16SProximity_v3,GSKIP,NA,30,0.015954416,1755,6,0.021201413,283,0.652426058,0.681613417,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.387549347,0.396766472,Inf,1,1.145451393,0.25202222,1.387549347,0.092131365,0.066398622,tumor16SProximity_v3,GSN,NA,107,0.045584046,1755,24,0.067137809,283,0.608774549,0.472539081,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.948148951,0.323967559,Inf,1,-0.155827108,0.876169302,0.948148951,0.030535114,0.032204976,tumor16SProximity_v3,GSR,NA,37,0.020512821,1755,12,0.038869258,283,0.966068901,-0.076814376,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.591707005,1.426047003,Inf,1,1.730746564,0.083496976,2.591707005,0.027012997,0.010422859,tumor16SProximity_v3,GSS,NA,32,0.017094017,1755,4,0.014134276,283,0.445901921,1.373902629,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.708886255,0.199149628,Inf,1,-1.224704993,0.220686392,0.708886255,0.040596694,0.057268277,tumor16SProximity_v3,GSTM4,NA,49,0.025641026,1755,21,0.06360424,283,0.58074903,-0.496373937,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.97490248,0.278234733,Inf,1,-0.089061162,0.929033303,0.97490248,0.045758295,0.046936279,tumor16SProximity_v3,GSTM5,NA,55,0.027920228,1755,18,0.060070671,283,0.983900976,-0.036670182,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.860618941,0.274113256,Inf,1,-0.471271891,0.637446586,0.860618941,0.033730925,0.039193799,tumor16SProximity_v3,GSTO1,NA,41,0.022792023,1755,15,0.045936396,283,0.861426608,-0.216553503,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.992802287,0.263297832,Inf,1,-0.027238156,0.978269783,0.992802287,0.056464315,0.056873675,tumor16SProximity_v3,GSTP1,NA,70,0.035327635,1755,20,0.067137809,283,0.99999345,-0.010421656,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.8972636,0.274305215,Inf,1,-0.354599134,0.722889925,0.8972636,0.037537638,0.041835686,tumor16SProximity_v3,GTF2A1,NA,44,0.023361823,1755,16,0.053003534,283,0.903031994,-0.15639621,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.693352063,0.734754853,Inf,1,1.213881771,0.224792875,1.693352063,0.03035334,0.017925003,tumor16SProximity_v3,GTF2B,NA,36,0.018803419,1755,7,0.024734982,283,0.585143999,0.759881953,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.310825916,1.119156035,Inf,1,1.729481218,0.083723005,2.310825916,0.030387574,0.013150092,tumor16SProximity_v3,GTF2E2,NA,36,0.01994302,1755,5,0.017667845,283,0.445901921,1.20840858,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.017266655,0.220996615,Inf,1,0.078801537,0.937190481,1.017266655,0.073740872,0.072489225,tumor16SProximity_v3,GTF2F1,NA,88,0.05014245,1755,28,0.091872792,283,0.985732074,0.024697901,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.442932413,0.565184092,Inf,1,0.936138813,0.349201722,1.442932413,0.031135391,0.021577858,tumor16SProximity_v3,GTF2F2,NA,38,0.021082621,1755,8,0.028268551,283,0.683254413,0.529003726,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.446783916,0.581377483,Inf,1,0.919126864,0.35802922,1.446783916,0.030513674,0.021090692,tumor16SProximity_v3,GTF2H1,NA,36,0.01994302,1755,8,0.024734982,283,0.689823058,0.532849465,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.563859167,0.506614899,Inf,1,1.380318533,0.167488591,1.563859167,0.052243548,0.033406811,tumor16SProximity_v3,GTF2H3,NA,62,0.02962963,1755,13,0.042402827,283,0.533237881,0.645110597,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.219566281,0.453338531,Inf,1,0.533989819,0.593348578,1.219566281,0.031819911,0.02609117,tumor16SProximity_v3,GTF2H5,NA,38,0.019373219,1755,10,0.03180212,283,0.834958065,0.286368167,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.740199343,0.101566058,Inf,1,-2.192449203,0.028347087,0.740199343,0.159180708,0.215051134,tumor16SProximity_v3,GTF2I,NA,192,0.094586895,1755,83,0.22614841,283,0.398820535,-0.434014239,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.564589514,0.129907059,Inf,1,-2.484477566,0.012974168,0.564589514,0.048344416,0.085627549,tumor16SProximity_v3,GTF2IRD1,NA,58,0.03019943,1755,33,0.106007067,283,0.330479581,-0.824725761,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.921917821,0.304702263,Inf,1,-0.245981675,0.805696418,0.921917821,0.030191093,0.032748139,tumor16SProximity_v3,GTF3C1,NA,36,0.020512821,1755,13,0.042402827,283,0.935363103,-0.11728994,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.875479845,1.620609105,Inf,1,1.874071949,0.060920509,2.875479845,0.028162421,0.00979399,tumor16SProximity_v3,GUCA2B,NA,32,0.017663818,1755,4,0.014134276,283,0.42440569,1.523802725,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.81883193,0.626158368,Inf,1,1.73760395,0.082280623,1.81883193,0.050197278,0.027598635,tumor16SProximity_v3,GUCY1A1,NA,61,0.033048433,1755,10,0.035335689,283,0.444416059,0.863012236,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.117303039,0.855891708,Inf,1,1.855702432,0.063495984,2.117303039,0.046998432,0.02219731,tumor16SProximity_v3,GUCY1A2,NA,53,0.027920228,1755,8,0.028268551,283,0.429484078,1.08222777,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.548673847,0.159037748,Inf,1,-2.070842199,0.038373545,0.548673847,0.028884702,0.052644576,tumor16SProximity_v3,GUCY1B1,NA,35,0.01994302,1755,19,0.067137809,283,0.413519858,-0.865979285,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.043520872,0.936362406,Inf,1,1.559707772,0.118828955,2.043520872,0.032031717,0.015674769,tumor16SProximity_v3,GUCY1B2,NA,40,0.021082621,1755,6,0.021201413,283,0.480635525,1.031056979,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.694091324,0.065615778,Inf,1,-3.862617499,0.000112179,0.694091324,0.353224312,0.508901782,tumor16SProximity_v3,GUSB,NA,440,0.17037037,1755,192,0.445229682,283,0.012491138,-0.526802599,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.296672607,0.452817749,Inf,1,0.74395808,0.456901836,1.296672607,0.038423534,0.02963241,tumor16SProximity_v3,GYG1,NA,46,0.025641026,1755,11,0.038869258,283,0.75486536,0.374814264,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.912979844,0.428373504,Inf,1,-0.194034018,0.846149245,0.912979844,0.015357022,0.016820768,tumor16SProximity_v3,GYPC,NA,19,0.010826211,1755,6,0.021201413,283,0.953036126,-0.131345086,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,3.773060921,3.179853179,Inf,1,1.575606391,0.115116542,3.773060921,0.018647554,0.004942288,tumor16SProximity_v3,GZMA,NA,20,0.01025641,1755,2,0.007067138,283,0.478707286,1.915735394,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.81055396,0.361339862,Inf,1,-0.47115371,0.637530973,0.81055396,0.014982765,0.018484599,tumor16SProximity_v3,GZMB,NA,18,0.01025641,1755,7,0.024734982,283,0.861426608,-0.303019862,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.603931176,0.763487981,Inf,1,0.992536221,0.32093602,1.603931176,0.022458475,0.014002144,tumor16SProximity_v3,GZMH,NA,29,0.016524217,1755,6,0.021201413,283,0.661732522,0.681612238,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.3914572,0.769382477,Inf,1,0.597453214,0.550204835,1.3914572,0.013984909,0.010050549,tumor16SProximity_v3,GZMK,NA,18,0.01025641,1755,4,0.014134276,283,0.808878343,0.476596533,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.005640578,0.377651738,Inf,1,0.01497797,0.988049756,1.005640578,0.027011168,0.026859664,tumor16SProximity_v3,GZMM,NA,32,0.016524217,1755,10,0.035335689,283,0.99999345,0.00811477,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.910606959,0.062503301,Inf,1,-1.364292753,0.172475446,0.910606959,0.870877434,0.956370282,tumor16SProximity_v3,H2AX,NA,1069,0.325925926,1755,370,0.632508834,283,0.537141671,-0.135099611,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.791808596,0.206229159,Inf,1,-0.896266592,0.370110397,0.791808596,0.04441257,0.056090032,tumor16SProximity_v3,H2AZ1,NA,53,0.028490028,1755,21,0.070671378,283,0.696168081,-0.336776366,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.71315665,0.133310945,Inf,1,-1.80844554,0.070537186,0.71315665,0.101534439,0.142373263,tumor16SProximity_v3,H2BC5,NA,126,0.063817664,1755,50,0.141342756,283,0.434072575,-0.487709085,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.361499101,0.429715997,Inf,1,0.977715685,0.328214962,1.361499101,0.04813396,0.035353648,tumor16SProximity_v3,H3-3A,NA,57,0.031908832,1755,13,0.045936396,283,0.668073724,0.44519603,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.447648451,0.394629402,Inf,1,1.357080243,0.174755715,1.447648451,0.069751214,0.048182426,tumor16SProximity_v3,H3-5,NA,81,0.041595442,1755,18,0.06360424,283,0.538560941,0.533711298,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.122879281,0.997268102,Inf,1,1.602424542,0.109061761,2.122879281,0.034076764,0.016052144,tumor16SProximity_v3,H3C10,NA,38,0.020512821,1755,6,0.017667845,283,0.473344798,1.086022334,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.863957358,1.412293696,Inf,1,2.133740614,0.03286402,2.863957358,0.050148091,0.017510069,tumor16SProximity_v3,H3C2,NA,55,0.026210826,1755,6,0.021201413,283,0.406947448,1.518010012,P < 0.05
Within30micronTumor / Within30um16StumorHigh,3.561452446,2.17440254,Inf,1,2.080408046,0.037488122,3.561452446,0.028546897,0.008015521,tumor16SProximity_v3,H3C8,NA,33,0.018233618,1755,3,0.010600707,283,0.413519858,1.832465727,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.291292081,0.562160334,Inf,1,0.587217183,0.557057853,1.291292081,0.023823397,0.01844927,tumor16SProximity_v3,H3P7,NA,28,0.015384615,1755,7,0.021201413,283,0.812765166,0.368815365,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.311563316,0.346918862,Inf,1,1.02537502,0.30518627,1.311563316,0.067580419,0.051526616,tumor16SProximity_v3,H4C3,NA,81,0.042735043,1755,19,0.06360424,283,0.651102784,0.391287455,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.499831087,0.466263732,Inf,1,1.303897834,0.192268419,1.499831087,0.051837841,0.034562453,tumor16SProximity_v3,H6PD,NA,62,0.032478632,1755,13,0.038869258,283,0.556600744,0.584800031,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.13664239,0.403099913,Inf,1,0.361150205,0.717987164,1.13664239,0.033059736,0.029085433,tumor16SProximity_v3,HACD2,NA,39,0.021082621,1755,11,0.038869258,283,0.901412435,0.184778425,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.742600269,0.100793908,Inf,1,-2.192552071,0.028339668,0.742600269,0.164157938,0.22105828,tumor16SProximity_v3,HACD3,NA,200,0.093447293,1755,84,0.243816254,283,0.398820535,-0.429342258,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.265798439,0.454661134,Inf,1,0.656208753,0.511689818,1.265798439,0.033917113,0.026795034,tumor16SProximity_v3,HACD4,NA,41,0.022792023,1755,10,0.028268551,283,0.79082826,0.340047694,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.360522219,0.500657402,Inf,1,0.836624173,0.402803854,1.360522219,0.035313571,0.025955894,tumor16SProximity_v3,HACE1,NA,42,0.021652422,1755,10,0.035335689,283,0.719342489,0.444160517,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.204765459,0.553463057,Inf,1,0.405500638,0.68510955,1.204765459,0.019210424,0.015945364,tumor16SProximity_v3,HACL1,NA,23,0.013105413,1755,6,0.021201413,283,0.886312732,0.268752313,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.584267939,0.516865902,Inf,1,1.410341086,0.158438992,1.584267939,0.054025449,0.034101207,tumor16SProximity_v3,HADH,NA,63,0.034188034,1755,13,0.038869258,283,0.524456201,0.663816351,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,0.861970112,0.166418633,Inf,1,-0.76933967,0.441691693,0.861970112,0.087173222,0.101132534,tumor16SProximity_v3,HADHA,NA,105,0.054131054,1755,39,0.113074205,283,0.746293269,-0.214290248,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.042319281,0.30578718,Inf,1,0.141282478,0.887646791,1.042319281,0.040416527,0.038775573,tumor16SProximity_v3,HADHB,NA,48,0.026210826,1755,17,0.053003534,283,0.970412159,0.059797268,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.586750322,1.393712022,Inf,1,1.763961018,0.077738542,2.586750322,0.027217517,0.010521896,tumor16SProximity_v3,HAMP,NA,34,0.018803419,1755,4,0.014134276,283,0.439078166,1.371140809,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.540138458,0.536105311,Inf,1,1.240694982,0.214718449,1.540138458,0.045335183,0.029435784,tumor16SProximity_v3,HAND1,NA,52,0.027920228,1755,11,0.035335689,283,0.575644655,0.623060054,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,1.518345759,0.591749627,Inf,1,1.07155745,0.283918854,1.518345759,0.034523163,0.022737352,tumor16SProximity_v3,HAND2,NA,40,0.021082621,1755,9,0.028268551,283,0.634479059,0.60250036,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.263416239,1.107151164,Inf,1,1.669987658,0.094921806,2.263416239,0.02863041,0.012649202,tumor16SProximity_v3,HAS2,NA,34,0.018803419,1755,5,0.017667845,283,0.460803134,1.178501919,NS or |log2FC| < 1
Within30micronTumor / Within30um16StumorHigh,2.950486363,1.614767709,Inf,1,1.97696411,0.048045687,2.950486363,0.031419147,0.010648802,tumor16SProximity_v3,HAT1,NA,37,0.019373219,1755,4,0.014134276,283,0.416742359,1.56095279,P < 0.05
Within30micronTumor / Within30um16StumorHigh,1.050290323,0.379370165,Inf,1,0.135841468,0.891946608,1.050290323,0.027574075,0.026253764,tumor16SProximity_v3,HAUS1,NA,33,0.018803419,1755,10,0.03180212,283,0.972247899,0.070788175,NS or |log2FC| < 1
