contrast,p.value,fold_change,counts_1,ncells_1,counts_2,ncells_2,target
16Spos_tumor / 16Sneg_tumor,0.176760665,1.16491034,1198,164,129176,39686,A1BG
16Spos_tumor / 16Sneg_tumor,0.677897173,1.116771201,17,164,1809,39686,AAAS
16Spos_tumor / 16Sneg_tumor,0.795463155,0.885409435,5,164,744,39686,AAK1
16Spos_tumor / 16Sneg_tumor,0.853208174,0.963623891,28,164,4044,39686,AAMP
16Spos_tumor / 16Sneg_tumor,0.22266822,1.202677961,55,164,5433,39686,AARS1
16Spos_tumor / 16Sneg_tumor,0.521535108,1.274450643,8,164,784,39686,AASS
16Spos_tumor / 16Sneg_tumor,0.87049667,0.952186687,14,164,1364,39686,AATK
16Spos_tumor / 16Sneg_tumor,0.627690323,0.823190898,7,164,1116,39686,ABAT
16Spos_tumor / 16Sneg_tumor,0.013692457,1.891102447,19,164,1341,39686,ABCA2
16Spos_tumor / 16Sneg_tumor,0.444849506,1.167073854,37,164,1948,39686,ABCA5
16Spos_tumor / 16Sneg_tumor,0.114156316,1.505628496,23,164,1696,39686,ABCB1
16Spos_tumor / 16Sneg_tumor,0.630745259,1.123821077,21,164,2081,39686,ABCB10
16Spos_tumor / 16Sneg_tumor,0.151820042,0.482346375,4,164,903,39686,ABCB7
16Spos_tumor / 16Sneg_tumor,0.474146072,1.226549531,14,164,1332,39686,ABCB8
16Spos_tumor / 16Sneg_tumor,0.379356403,1.388880949,8,164,752,39686,ABCB9
16Spos_tumor / 16Sneg_tumor,0.896268241,1.032158794,21,164,1545,39686,ABCC1
16Spos_tumor / 16Sneg_tumor,0.148722849,1.311943043,48,164,5598,39686,ABCC3
16Spos_tumor / 16Sneg_tumor,0.401569183,1.293544494,13,164,1357,39686,ABCC4
16Spos_tumor / 16Sneg_tumor,0.059769816,0.148502686,1,164,839,39686,ABCC8
16Spos_tumor / 16Sneg_tumor,0.885176528,0.964057477,19,164,2780,39686,ABCD1
16Spos_tumor / 16Sneg_tumor,0.801172109,1.0629344,22,164,2361,39686,ABCE1
16Spos_tumor / 16Sneg_tumor,0.044628396,0.517629013,10,164,2411,39686,ABHD12
16Spos_tumor / 16Sneg_tumor,0.008752794,0.553618366,23,164,8100,39686,ABHD2
16Spos_tumor / 16Sneg_tumor,0.567725307,0.845811189,13,164,2138,39686,ABHD3
16Spos_tumor / 16Sneg_tumor,0.99852792,0.999475544,14,164,1672,39686,ABHD5
16Spos_tumor / 16Sneg_tumor,0.361001958,1.35147538,11,164,1075,39686,ABHD6
16Spos_tumor / 16Sneg_tumor,0.715932364,0.925847607,25,164,3146,39686,ABI1
16Spos_tumor / 16Sneg_tumor,0.528424644,1.154585871,25,164,2237,39686,ABI2
16Spos_tumor / 16Sneg_tumor,0.921419642,0.975257203,20,164,2581,39686,ABL1
16Spos_tumor / 16Sneg_tumor,0.144915969,1.473975108,16,164,1360,39686,ABL2
16Spos_tumor / 16Sneg_tumor,0.364019033,1.191578274,31,164,4109,39686,ABLIM1
16Spos_tumor / 16Sneg_tumor,0.623280916,1.078114475,54,164,6534,39686,ABR
16Spos_tumor / 16Sneg_tumor,0.618826561,0.827985057,8,164,1157,39686,ABRAXAS1
16Spos_tumor / 16Sneg_tumor,0.03107414,0.212630579,2,164,1191,39686,ABRAXAS2
16Spos_tumor / 16Sneg_tumor,0.323056605,0.708652474,9,164,1679,39686,ACAA1
16Spos_tumor / 16Sneg_tumor,0.4519257,0.582691242,2,164,529,39686,ACAA2
16Spos_tumor / 16Sneg_tumor,0.4900747,1.162751353,29,164,3138,39686,ACACA
16Spos_tumor / 16Sneg_tumor,0.085996049,1.662233718,15,164,1034,39686,ACACB
16Spos_tumor / 16Sneg_tumor,0.436549572,1.171068262,32,164,3337,39686,ACAD9
16Spos_tumor / 16Sneg_tumor,0.382796982,1.20557436,26,164,2328,39686,ACADM
16Spos_tumor / 16Sneg_tumor,0.636271059,1.150553203,14,164,1574,39686,ACADS
16Spos_tumor / 16Sneg_tumor,0.109102053,1.224696961,104,164,9066,39686,ACADVL
16Spos_tumor / 16Sneg_tumor,0.377525171,1.182539061,34,164,2779,39686,ACAP2
16Spos_tumor / 16Sneg_tumor,0.090460319,1.469583229,24,164,1992,39686,ACAP3
16Spos_tumor / 16Sneg_tumor,0.070879822,0.490087207,7,164,1472,39686,ACAT1
16Spos_tumor / 16Sneg_tumor,0.803045222,0.911658272,8,164,1096,39686,ACAT2
16Spos_tumor / 16Sneg_tumor,0.55632262,0.830971132,11,164,1705,39686,ACBD5
16Spos_tumor / 16Sneg_tumor,0.065098959,1.433916872,33,164,2493,39686,ACBD6
16Spos_tumor / 16Sneg_tumor,0.975856039,0.991917846,16,164,2036,39686,ACD
16Spos_tumor / 16Sneg_tumor,0.477653817,1.261896985,12,164,1231,39686,ACE
16Spos_tumor / 16Sneg_tumor,0.010983952,1.896777343,20,164,1189,39686,ACE2
16Spos_tumor / 16Sneg_tumor,0.271480609,1.448632695,10,164,834,39686,ACER2
16Spos_tumor / 16Sneg_tumor,0.623259013,0.837486518,9,164,1366,39686,ACER3
16Spos_tumor / 16Sneg_tumor,0.734143752,1.178256287,5,164,671,39686,ACHE
16Spos_tumor / 16Sneg_tumor,0.228547233,0.891343954,208,164,26752,39686,ACIN1
16Spos_tumor / 16Sneg_tumor,0.845799444,0.901016431,4,164,578,39686,ACKR1
16Spos_tumor / 16Sneg_tumor,0.038410335,0.222801893,2,164,1063,39686,ACKR3
16Spos_tumor / 16Sneg_tumor,0.15098283,1.79407331,7,164,507,39686,ACKR4
16Spos_tumor / 16Sneg_tumor,0.629241535,1.078640257,54,164,6340,39686,ACLY
16Spos_tumor / 16Sneg_tumor,0.774309741,0.936195855,21,164,3410,39686,ACO2
16Spos_tumor / 16Sneg_tumor,0.975016905,1.009534302,13,164,1340,39686,ACOT11
16Spos_tumor / 16Sneg_tumor,0.684863724,1.217498772,5,164,555,39686,ACOT12
16Spos_tumor / 16Sneg_tumor,0.290556688,1.252371748,26,164,2793,39686,ACOT13
16Spos_tumor / 16Sneg_tumor,0.591376908,0.899911815,32,164,4146,39686,ACOT7
16Spos_tumor / 16Sneg_tumor,0.224500918,1.475700283,11,164,945,39686,ACOT8
16Spos_tumor / 16Sneg_tumor,0.295078011,1.598067589,6,164,455,39686,ACOT9
16Spos_tumor / 16Sneg_tumor,0.96689048,0.988922486,15,164,1868,39686,ACOX1
16Spos_tumor / 16Sneg_tumor,0.728544292,1.134966876,9,164,966,39686,ACOX2
16Spos_tumor / 16Sneg_tumor,0.340227103,1.354956711,11,164,1129,39686,ACOX3
16Spos_tumor / 16Sneg_tumor,0.30548785,1.494674823,8,164,666,39686,ACP3
16Spos_tumor / 16Sneg_tumor,0.942417299,0.966987872,6,164,718,39686,ACSBG1
16Spos_tumor / 16Sneg_tumor,0.142950811,1.438421987,22,164,1923,39686,ACSF3
16Spos_tumor / 16Sneg_tumor,0.594056546,1.10305325,39,164,4492,39686,ACSL3
16Spos_tumor / 16Sneg_tumor,0.808633224,0.924660258,11,164,1481,39686,ACSL4
16Spos_tumor / 16Sneg_tumor,0.574052595,1.178713083,14,164,2725,39686,ACSL5
16Spos_tumor / 16Sneg_tumor,0.50834269,1.322210414,7,164,724,39686,ACSM2A
16Spos_tumor / 16Sneg_tumor,0.379001045,1.259753358,17,164,1953,39686,ACSM3
16Spos_tumor / 16Sneg_tumor,0.182063138,1.335768236,25,164,2735,39686,ACSS1
16Spos_tumor / 16Sneg_tumor,0.357454874,0.722795522,9,164,1665,39686,ACSS2
16Spos_tumor / 16Sneg_tumor,0.197001307,0.391347117,2,164,474,39686,ACSS3
16Spos_tumor / 16Sneg_tumor,0.800370788,0.887344851,5,164,748,39686,ACTG2
16Spos_tumor / 16Sneg_tumor,0.964052822,0.990039464,24,164,3089,39686,ACTL6A
16Spos_tumor / 16Sneg_tumor,0.904613818,1.014983428,86,164,9455,39686,ACTN4
16Spos_tumor / 16Sneg_tumor,0.334099501,1.269483389,20,164,1830,39686,ACTR10
16Spos_tumor / 16Sneg_tumor,0.155023974,1.246084483,53,164,5277,39686,ACTR1B
16Spos_tumor / 16Sneg_tumor,0.758559834,1.051105644,46,164,5065,39686,ACTR2
16Spos_tumor / 16Sneg_tumor,0.911491217,0.979187777,31,164,3980,39686,ACTR3
16Spos_tumor / 16Sneg_tumor,0.719024592,1.08299644,25,164,2953,39686,ACVR1
16Spos_tumor / 16Sneg_tumor,0.035776913,1.34315086,81,164,7224,39686,ACVR1B
16Spos_tumor / 16Sneg_tumor,0.706090988,1.143517059,10,164,1162,39686,ACVR1C
16Spos_tumor / 16Sneg_tumor,0.436946983,1.269997357,13,164,1318,39686,ACVR2A
16Spos_tumor / 16Sneg_tumor,0.454682312,1.308449564,9,164,832,39686,ACVR2B
16Spos_tumor / 16Sneg_tumor,0.8444427,1.051952756,17,164,1960,39686,ACY1
16Spos_tumor / 16Sneg_tumor,0.719424674,1.207737332,4,164,414,39686,ADA
16Spos_tumor / 16Sneg_tumor,0.639605326,1.111535408,24,164,2750,39686,ADAM10
16Spos_tumor / 16Sneg_tumor,0.81287266,0.865312157,3,164,466,39686,ADAM12
16Spos_tumor / 16Sneg_tumor,0.969094308,0.990614696,19,164,2558,39686,ADAM15
16Spos_tumor / 16Sneg_tumor,0.24255516,0.687432746,11,164,1649,39686,ADAM17
16Spos_tumor / 16Sneg_tumor,0.592791798,1.387762172,3,164,293,39686,ADAM19
16Spos_tumor / 16Sneg_tumor,0.218408005,0.475699592,3,164,786,39686,ADAM22
16Spos_tumor / 16Sneg_tumor,0.732717302,0.874431136,8,164,1131,39686,ADAM28
16Spos_tumor / 16Sneg_tumor,0.399560824,1.161905291,40,164,5068,39686,ADAM9
16Spos_tumor / 16Sneg_tumor,0.660019154,1.118329333,21,164,2161,39686,ADAMTS17
16Spos_tumor / 16Sneg_tumor,0.053988061,1.783425029,15,164,1001,39686,ADAMTS5
16Spos_tumor / 16Sneg_tumor,0.872702745,1.046733457,13,164,1370,39686,ADAR
16Spos_tumor / 16Sneg_tumor,0.912624928,1.054508711,5,164,668,39686,ADCY1
16Spos_tumor / 16Sneg_tumor,0.379094294,1.460621049,7,164,682,39686,ADCY2
16Spos_tumor / 16Sneg_tumor,0.624087462,0.830261719,8,164,1173,39686,ADCY3
16Spos_tumor / 16Sneg_tumor,0.203118777,1.651092728,7,164,767,39686,ADCY5
16Spos_tumor / 16Sneg_tumor,0.84637017,0.870645359,2,164,306,39686,ADCY8
16Spos_tumor / 16Sneg_tumor,0.834104549,1.07813926,9,164,1011,39686,ADCY9
16Spos_tumor / 16Sneg_tumor,0.371598757,0.819344929,24,164,3388,39686,ADD1
16Spos_tumor / 16Sneg_tumor,0.119544799,0.32541402,2,164,698,39686,ADD2
16Spos_tumor / 16Sneg_tumor,0.22764917,1.317360261,22,164,1970,39686,ADD3
16Spos_tumor / 16Sneg_tumor,0.10539556,1.463059,23,164,2150,39686,ADGRA3
16Spos_tumor / 16Sneg_tumor,0.688859332,0.812138446,4,164,633,39686,ADGRE1
16Spos_tumor / 16Sneg_tumor,0.916999523,0.964595773,10,164,1428,39686,ADGRE2
16Spos_tumor / 16Sneg_tumor,0.215247858,0.407290495,2,164,643,39686,ADGRF1
16Spos_tumor / 16Sneg_tumor,0.06266276,0.327910844,3,164,1138,39686,ADGRF3
16Spos_tumor / 16Sneg_tumor,0.484030643,0.889571866,44,164,6821,39686,ADGRG1
16Spos_tumor / 16Sneg_tumor,0.573637155,1.247335864,8,164,907,39686,ADGRG5
16Spos_tumor / 16Sneg_tumor,0.461889681,0.827859345,18,164,3050,39686,ADGRG6
16Spos_tumor / 16Sneg_tumor,0.777057159,0.904319515,9,164,1682,39686,ADGRL1
16Spos_tumor / 16Sneg_tumor,0.477912316,1.145996692,37,164,3437,39686,ADGRL2
16Spos_tumor / 16Sneg_tumor,0.664684645,0.827949929,6,164,916,39686,ADGRL3
16Spos_tumor / 16Sneg_tumor,0.989253798,9.76E-08,0,164,323,39686,ADGRL4
16Spos_tumor / 16Sneg_tumor,0.269529203,0.590670302,5,164,981,39686,ADGRV1
16Spos_tumor / 16Sneg_tumor,0.586998635,0.7184127,3,164,546,39686,ADH1A
16Spos_tumor / 16Sneg_tumor,0.066296724,1.94296538,9,164,610,39686,ADH1B
16Spos_tumor / 16Sneg_tumor,0.178298433,0.561039987,6,164,1501,39686,ADH1C
16Spos_tumor / 16Sneg_tumor,0.465695064,0.480575323,1,164,282,39686,ADH4
16Spos_tumor / 16Sneg_tumor,0.183684312,1.216349598,60,164,4999,39686,ADH5
16Spos_tumor / 16Sneg_tumor,0.685338488,1.245131856,4,164,391,39686,ADH6
16Spos_tumor / 16Sneg_tumor,0.979710218,0.986712944,4,164,513,39686,ADIPOQ
16Spos_tumor / 16Sneg_tumor,0.076450757,1.477627714,24,164,2043,39686,ADIPOR1
16Spos_tumor / 16Sneg_tumor,0.219153665,1.475892281,11,164,1028,39686,ADIPOR2
16Spos_tumor / 16Sneg_tumor,0.140672966,0.798727123,57,164,8063,39686,ADIRF
16Spos_tumor / 16Sneg_tumor,0.816086386,1.070435796,15,164,1828,39686,ADM2
16Spos_tumor / 16Sneg_tumor,0.042960283,1.500369029,34,164,3146,39686,ADNP2
16Spos_tumor / 16Sneg_tumor,0.475681788,0.747034554,7,164,1209,39686,ADORA1
16Spos_tumor / 16Sneg_tumor,0.111454315,1.570057944,16,164,1214,39686,ADORA2A
16Spos_tumor / 16Sneg_tumor,0.547431695,0.786725943,7,164,1300,39686,ADORA2B
16Spos_tumor / 16Sneg_tumor,0.594033142,0.801390397,6,164,922,39686,ADPGK
16Spos_tumor / 16Sneg_tumor,0.092849198,0.182362308,1,164,708,39686,ADPRM
16Spos_tumor / 16Sneg_tumor,0.673969994,1.251733891,4,164,439,39686,ADRA1A
16Spos_tumor / 16Sneg_tumor,0.124265048,0.328975533,2,164,782,39686,ADRA1B
16Spos_tumor / 16Sneg_tumor,0.656093223,0.848515239,9,164,1334,39686,ADRA1D
16Spos_tumor / 16Sneg_tumor,0.244973768,0.495220973,3,164,807,39686,ADRA2A
16Spos_tumor / 16Sneg_tumor,0.948302823,0.983203601,19,164,2305,39686,ADRA2B
16Spos_tumor / 16Sneg_tumor,0.366807,1.506232573,6,164,438,39686,ADRA2C
16Spos_tumor / 16Sneg_tumor,0.80394746,1.076355102,16,164,2000,39686,ADRB1
16Spos_tumor / 16Sneg_tumor,0.84643823,0.926890843,8,164,1123,39686,ADRB2
16Spos_tumor / 16Sneg_tumor,0.852668211,1.106381965,4,164,379,39686,ADRB3
16Spos_tumor / 16Sneg_tumor,0.820869969,0.968273989,61,164,8288,39686,ADRM1
16Spos_tumor / 16Sneg_tumor,0.56389148,1.155807782,19,164,1940,39686,AEBP2
16Spos_tumor / 16Sneg_tumor,0.821822721,0.956538517,29,164,3625,39686,AFDN
16Spos_tumor / 16Sneg_tumor,0.034209661,0.526814221,12,164,2687,39686,AFF1
16Spos_tumor / 16Sneg_tumor,0.874845551,1.126261012,2,164,229,39686,AFP
16Spos_tumor / 16Sneg_tumor,0.05445839,1.811505585,13,164,902,39686,AGA
16Spos_tumor / 16Sneg_tumor,0.207620946,0.746546386,22,164,3362,39686,AGAP3
16Spos_tumor / 16Sneg_tumor,0.328401456,1.344987752,13,164,1222,39686,AGBL4
16Spos_tumor / 16Sneg_tumor,0.589780244,1.103665865,39,164,4819,39686,AGFG1
16Spos_tumor / 16Sneg_tumor,0.815925915,0.922037004,9,164,1137,39686,AGK
16Spos_tumor / 16Sneg_tumor,0.848971284,1.063542426,11,164,1082,39686,AGL
16Spos_tumor / 16Sneg_tumor,0.625692865,0.702906705,2,164,474,39686,AGMO
16Spos_tumor / 16Sneg_tumor,0.193295682,1.356859776,21,164,1480,39686,AGO2
16Spos_tumor / 16Sneg_tumor,0.372017141,1.256401308,19,164,1639,39686,AGO3
16Spos_tumor / 16Sneg_tumor,0.259146357,1.433603004,12,164,853,39686,AGO4
16Spos_tumor / 16Sneg_tumor,0.184593954,0.770779863,29,164,4462,39686,AGPAT1
16Spos_tumor / 16Sneg_tumor,0.72024385,0.916737168,20,164,3037,39686,AGPAT2
16Spos_tumor / 16Sneg_tumor,0.866860113,1.040108956,21,164,3266,39686,AGPAT3
16Spos_tumor / 16Sneg_tumor,0.097164348,1.684929579,12,164,974,39686,AGPAT5
16Spos_tumor / 16Sneg_tumor,0.055167801,1.739017044,14,164,1072,39686,AGPS
16Spos_tumor / 16Sneg_tumor,0.872494421,0.97912848,199,164,42693,39686,AGR2
16Spos_tumor / 16Sneg_tumor,0.086420808,1.25882172,77,164,9222,39686,AGRN
16Spos_tumor / 16Sneg_tumor,0.977890794,1.010267052,8,164,1314,39686,AGRP
16Spos_tumor / 16Sneg_tumor,0.779169409,1.061957546,40,164,4531,39686,AGT
16Spos_tumor / 16Sneg_tumor,0.494730439,0.805793638,11,164,1647,39686,AGTPBP1
16Spos_tumor / 16Sneg_tumor,0.094264808,0.361616454,3,164,992,39686,AGTR1
16Spos_tumor / 16Sneg_tumor,0.59314585,1.291472384,5,164,537,39686,AGTR2
16Spos_tumor / 16Sneg_tumor,0.451141205,0.833715032,20,164,2880,39686,AGTRAP
16Spos_tumor / 16Sneg_tumor,0.436682904,0.69923477,5,164,888,39686,AHCTF1
16Spos_tumor / 16Sneg_tumor,0.492886073,1.130534381,37,164,3391,39686,AHCYL1
16Spos_tumor / 16Sneg_tumor,0.848867104,0.915872602,5,164,659,39686,AHI1
16Spos_tumor / 16Sneg_tumor,0.32224214,1.209182817,34,164,4787,39686,AHR
16Spos_tumor / 16Sneg_tumor,0.208872137,1.647741881,8,164,580,39686,AICDA
16Spos_tumor / 16Sneg_tumor,0.565737415,0.855514543,15,164,1573,39686,AIFM1
16Spos_tumor / 16Sneg_tumor,0.822662628,1.053174902,21,164,2533,39686,AIFM2
16Spos_tumor / 16Sneg_tumor,0.67761218,0.904871146,20,164,2770,39686,AIG1
16Spos_tumor / 16Sneg_tumor,0.289183035,0.764763076,17,164,3066,39686,AIP
16Spos_tumor / 16Sneg_tumor,0.381344912,0.802625302,18,164,3182,39686,AKAP1
16Spos_tumor / 16Sneg_tumor,0.480863499,1.236521839,13,164,1394,39686,AKAP10
16Spos_tumor / 16Sneg_tumor,0.142651001,1.606421725,14,164,1044,39686,AKAP12
16Spos_tumor / 16Sneg_tumor,0.04618218,1.538066616,25,164,1981,39686,AKAP13
16Spos_tumor / 16Sneg_tumor,0.791376102,1.085467332,12,164,1199,39686,AKAP9
16Spos_tumor / 16Sneg_tumor,0.255798851,0.703495235,11,164,1653,39686,AKIRIN1
16Spos_tumor / 16Sneg_tumor,0.282341337,1.245423807,27,164,2555,39686,AKR1A1
16Spos_tumor / 16Sneg_tumor,0.824122404,0.940533411,15,164,1981,39686,AKR1B1
16Spos_tumor / 16Sneg_tumor,0.480446738,1.245750802,13,164,1305,39686,AKR1C1
16Spos_tumor / 16Sneg_tumor,0.037182098,0.292993015,3,164,1208,39686,AKR1C4
16Spos_tumor / 16Sneg_tumor,0.892519517,1.014852222,118,164,13265,39686,AKT1
16Spos_tumor / 16Sneg_tumor,0.022026839,1.517583299,34,164,3056,39686,AKT1S1
16Spos_tumor / 16Sneg_tumor,0.792894772,1.031907268,102,164,8214,39686,AKT2
16Spos_tumor / 16Sneg_tumor,0.447719026,1.198210858,22,164,2143,39686,ALAD
16Spos_tumor / 16Sneg_tumor,0.284392393,1.244761834,29,164,2467,39686,ALCAM
16Spos_tumor / 16Sneg_tumor,0.420805765,0.772251557,11,164,2482,39686,ALDH1A1
16Spos_tumor / 16Sneg_tumor,0.715556751,0.862866527,7,164,1191,39686,ALDH1A3
16Spos_tumor / 16Sneg_tumor,0.532462547,0.638489662,2,164,485,39686,ALDH1L1
16Spos_tumor / 16Sneg_tumor,0.308326321,0.801141954,24,164,4265,39686,ALDH2
16Spos_tumor / 16Sneg_tumor,0.372541614,1.418783999,8,164,776,39686,ALDH3A1
16Spos_tumor / 16Sneg_tumor,0.476953537,0.809156114,13,164,2184,39686,ALDH3A2
16Spos_tumor / 16Sneg_tumor,0.916129963,1.027230358,17,164,2270,39686,ALDH3B1
16Spos_tumor / 16Sneg_tumor,0.356249937,0.791144967,19,164,2567,39686,ALDH7A1
16Spos_tumor / 16Sneg_tumor,0.932984879,1.02201461,18,164,2088,39686,ALDH9A1
16Spos_tumor / 16Sneg_tumor,0.180428277,0.906201108,368,164,51302,39686,ALDOA
16Spos_tumor / 16Sneg_tumor,0.324378923,1.67832998,4,164,378,39686,ALDOB
16Spos_tumor / 16Sneg_tumor,0.413463844,1.319627151,10,164,946,39686,ALDOC
16Spos_tumor / 16Sneg_tumor,0.056796342,0.416143952,5,164,1573,39686,ALG13
16Spos_tumor / 16Sneg_tumor,0.990464928,0.994775476,6,164,678,39686,ALK
16Spos_tumor / 16Sneg_tumor,0.552538067,0.72571461,4,164,719,39686,ALKAL2
16Spos_tumor / 16Sneg_tumor,0.082966149,0.644199879,18,164,3484,39686,ALKBH2
16Spos_tumor / 16Sneg_tumor,0.612901657,1.178930759,11,164,1032,39686,ALKBH3
16Spos_tumor / 16Sneg_tumor,0.480113156,1.220089795,15,164,1605,39686,ALKBH5
16Spos_tumor / 16Sneg_tumor,0.278636838,1.547628897,7,164,557,39686,ALMS1
16Spos_tumor / 16Sneg_tumor,0.560980886,0.655702434,2,164,380,39686,ALOX12
16Spos_tumor / 16Sneg_tumor,0.252270222,1.233128239,42,164,4135,39686,ALOX15B
16Spos_tumor / 16Sneg_tumor,0.942195716,1.032739067,6,164,709,39686,ALPK1
16Spos_tumor / 16Sneg_tumor,0.737070285,0.81775091,3,164,521,39686,AMBP
16Spos_tumor / 16Sneg_tumor,0.085042458,1.437307324,30,164,2154,39686,AMBRA1
16Spos_tumor / 16Sneg_tumor,0.518468813,0.706546083,4,164,703,39686,AMELX
16Spos_tumor / 16Sneg_tumor,0.01314806,2.06063447,15,164,834,39686,AMER1
16Spos_tumor / 16Sneg_tumor,0.897535768,1.025442288,30,164,3847,39686,AMFR
16Spos_tumor / 16Sneg_tumor,0.858023888,0.945676407,12,164,1794,39686,AMH
16Spos_tumor / 16Sneg_tumor,0.128927836,1.552331516,15,164,1269,39686,AMHR2
16Spos_tumor / 16Sneg_tumor,0.422911634,0.691499582,5,164,736,39686,AMOT
16Spos_tumor / 16Sneg_tumor,0.062533758,1.859959122,10,164,678,39686,AMOTL2
16Spos_tumor / 16Sneg_tumor,0.445940868,1.378706114,7,164,605,39686,AMPH
16Spos_tumor / 16Sneg_tumor,0.390908913,0.760782754,11,164,1768,39686,ANAPC1
16Spos_tumor / 16Sneg_tumor,0.451616779,1.314602308,9,164,866,39686,ANAPC10
16Spos_tumor / 16Sneg_tumor,0.68799201,0.933773674,41,164,6397,39686,ANAPC11
16Spos_tumor / 16Sneg_tumor,0.534171961,1.143481819,27,164,2879,39686,ANAPC13
16Spos_tumor / 16Sneg_tumor,0.944734668,0.980617468,14,164,2055,39686,ANAPC15
16Spos_tumor / 16Sneg_tumor,0.343098136,1.612857955,4,164,376,39686,ANAPC16
16Spos_tumor / 16Sneg_tumor,0.965344754,1.010253698,21,164,2313,39686,ANAPC2
16Spos_tumor / 16Sneg_tumor,0.031475427,1.725464337,21,164,1581,39686,ANAPC4
16Spos_tumor / 16Sneg_tumor,0.072566624,1.40531536,32,164,2581,39686,ANAPC5
16Spos_tumor / 16Sneg_tumor,0.234010776,1.298050651,25,164,2249,39686,ANAPC7
16Spos_tumor / 16Sneg_tumor,0.364535951,1.309319886,14,164,1622,39686,ANG
16Spos_tumor / 16Sneg_tumor,0.666338035,1.150500077,11,164,1079,39686,ANGEL2
16Spos_tumor / 16Sneg_tumor,0.985804377,2.70E-07,0,164,234,39686,ANGPT1
16Spos_tumor / 16Sneg_tumor,0.158659471,0.355917822,2,164,742,39686,ANGPTL1
16Spos_tumor / 16Sneg_tumor,0.581514658,1.299515726,6,164,633,39686,ANGPTL3
16Spos_tumor / 16Sneg_tumor,0.435924336,0.76113185,10,164,1502,39686,ANK1
16Spos_tumor / 16Sneg_tumor,0.83151235,1.040540143,36,164,3206,39686,ANKLE2
16Spos_tumor / 16Sneg_tumor,0.688722362,1.220847549,5,164,552,39686,ANKRD1
16Spos_tumor / 16Sneg_tumor,0.322948532,1.314664383,16,164,1733,39686,ANKRD22
16Spos_tumor / 16Sneg_tumor,0.119316111,1.413529118,27,164,2225,39686,ANKRD28
16Spos_tumor / 16Sneg_tumor,0.704971551,0.797012548,3,164,534,39686,ANKRD30B
16Spos_tumor / 16Sneg_tumor,0.874854912,0.954543439,15,164,1278,39686,ANKRD6
16Spos_tumor / 16Sneg_tumor,0.515868211,1.220887895,14,164,1391,39686,ANLN
16Spos_tumor / 16Sneg_tumor,0.803741177,0.883260194,5,164,645,39686,ANO4
16Spos_tumor / 16Sneg_tumor,0.524761105,1.195460156,15,164,1419,39686,ANO6
16Spos_tumor / 16Sneg_tumor,0.347340093,0.833906806,34,164,4256,39686,ANP32B
16Spos_tumor / 16Sneg_tumor,0.20402045,0.61758879,8,164,1500,39686,ANPEP
16Spos_tumor / 16Sneg_tumor,0.90490697,0.959390559,9,164,1671,39686,ANTXR2
16Spos_tumor / 16Sneg_tumor,0.178769745,0.75740343,33,164,4986,39686,ANXA1
16Spos_tumor / 16Sneg_tumor,0.280098702,0.868236768,74,164,11329,39686,ANXA2
16Spos_tumor / 16Sneg_tumor,0.109857884,0.741093036,36,164,8573,39686,ANXA4
16Spos_tumor / 16Sneg_tumor,0.399317573,0.864259565,39,164,5745,39686,ANXA5
16Spos_tumor / 16Sneg_tumor,0.514754182,0.840702321,15,164,2094,39686,AP1G1
16Spos_tumor / 16Sneg_tumor,0.871970194,1.02592583,60,164,7392,39686,AP1G2
16Spos_tumor / 16Sneg_tumor,0.695272156,0.882769439,11,164,1721,39686,AP1M1
16Spos_tumor / 16Sneg_tumor,0.363468158,1.172256458,40,164,4922,39686,AP1S1
16Spos_tumor / 16Sneg_tumor,0.479310401,0.603518972,2,164,486,39686,AP1S3
16Spos_tumor / 16Sneg_tumor,0.083638074,0.703672916,28,164,5010,39686,AP2A1
16Spos_tumor / 16Sneg_tumor,0.144898601,1.223753104,69,164,7463,39686,AP2B1
16Spos_tumor / 16Sneg_tumor,0.266574842,1.171891668,55,164,6037,39686,AP2M1
16Spos_tumor / 16Sneg_tumor,0.014379711,0.692153284,50,164,10125,39686,AP2S1
16Spos_tumor / 16Sneg_tumor,0.373993773,1.452728499,7,164,586,39686,AP3B2
16Spos_tumor / 16Sneg_tumor,0.510397871,0.885769376,33,164,4939,39686,AP3D1
16Spos_tumor / 16Sneg_tumor,0.300693333,1.280906169,21,164,2029,39686,AP3M1
16Spos_tumor / 16Sneg_tumor,0.395904967,1.16731616,43,164,3589,39686,AP3M2
16Spos_tumor / 16Sneg_tumor,0.042049625,0.501909806,10,164,2387,39686,AP3S1
16Spos_tumor / 16Sneg_tumor,0.053459658,1.534888298,26,164,2230,39686,AP3S2
16Spos_tumor / 16Sneg_tumor,0.438046365,0.788912729,13,164,2010,39686,AP4B1
16Spos_tumor / 16Sneg_tumor,0.163668637,0.36718472,2,164,612,39686,AP4E1
16Spos_tumor / 16Sneg_tumor,0.258852508,1.337627811,20,164,1734,39686,AP4S1
16Spos_tumor / 16Sneg_tumor,0.289753176,0.579473161,4,164,831,39686,APAF1
16Spos_tumor / 16Sneg_tumor,0.102683885,0.190341521,1,164,664,39686,APBA1
16Spos_tumor / 16Sneg_tumor,0.692317898,1.12382353,14,164,1529,39686,APBB2
16Spos_tumor / 16Sneg_tumor,0.328620278,1.433574996,9,164,734,39686,APC
16Spos_tumor / 16Sneg_tumor,0.565157626,1.213626991,11,164,1180,39686,APCDD1
