feature	X1965	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1814	X1812	X1949	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8000	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14851	X14890	X14894	X15316	X15346	X15300	X15286	X15271	X25416	X14963	X63327	X14837	X15350	X4198	X4181	X4262	X29305	X7253	X15091	X15254	X15078	X15124	X15132	X15127	X15126	X15158	X15154	X15120	X15234	X14987	X14995	X14993	X14027	X3813	X5090	X4799	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4820	X4677	X4868	X25431	X4874	X4768	X4630	X4552	X4581	X4575	X4577	X4617	X4613	X4584	X4557	X4608	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4711	X4705	X4699	X4716	X4721	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X3922	X3958	X6140	X6148	X5792	X6952	X6939	X14546	X14341	X14809	X14807	X63101	X14797	X17130	X17167	X17168	X17248	X17244	X17237	X17234	X16971
02-2020-49	0	427974.22668314	408917.351322304	1012170.97224245	0	250031.068727232	216149.927348218	1818.80082250567	0	2324192.04637007	0	2744922.24920586	0	173097.872564754	991475.617169224	0	0	0	308622.957738185	0	660580.66387339	0	0	0	0	72734.8842067573	230.72787576929	0	38773.1959341758	65409.2741510823	33852.0405658533	21784.5569372172	6915.08072716654	0	19293.3194677622	48042.3245830425	2056.80390156498	15485.7898601911	1270.04263148681	2303.64115604789	0	111153.154151856	231522.431900036	0	0	0	14861.6813493827	0	311556.423636198	1601636.52395587	0	6210.94498016792	115.363937884645	15070.0639579041	258.789374173663	0	92886.1580053644	0	0	0	26726.498600654	175.124536338403	15565.2974390035	0	131.992973976126	0	0	2368.07867090238	0	95.6169575260122	1307.9776200705	49233.3792930948	0	151835.571292284	17805.5403949526	422915.881767063	0	29841.8445809173	7872.80927456024	21205.1389609046	0	0	0	3836.11076335338	0	353.367016943958	0	0	23036.9312178568	131812.133208631	1463016.87909729	0	2789.00114696797	0	152971.022662906	2402.89571521891	85554.3120611551	0	0	207.343293765646	0	0	24326.7208297022	0	0	0	0	27091.2980799108	7197.77434072171	0	0	472118.081617487	0	0	10360.4091423701	0	115659.622932647	0	0	6874.0277943157	208728.18067764	5429.8999412462	0	19431.0286728948	0	0	50937.8554924715	0	5466.79561507417	78.468264056673	0	0	5783.78661556802	8396.62391144187	0	0	21204.0996461489	180.840767494849	7318.8545097628	0	3930.16874874582	58.2016263201813	113.804965751069	43366.9671544473	0	1981.97323915332	2194.51310669755	0	1777.22823227697	213839.01098888	1244.05976259388	0	1530.91063517191	0	0	429.236994111337	1737.21461418184	15114.7544923999	0	55637.1171604483	4031.50193742827	0	18374.0455663301	430.795966244913	3346.07385603257	0	97159.300623497	0	0	26748.8438679019	729.598958513702
01.2020.030	0	272269.944541101	443309.679773606	1064450.9887904	0	291986.053776789	676093.389105701	206358.152685272	0	794492.392022706	0	7558980.01581866	0	0	1060573.15562565	0	199961.433755165	71205.432143767	194164.584911392	749519.193464763	0	35622.6169752216	0	0	26471.044425881	0	11528.3090051495	0	127163.929344349	22644.385012581	310943.085699436	1658171.69599346	7087.56457455926	0	167449.043673071	94850.548295636	0	0	15386.2412665522	0	0	686575.479192504	81431.6534733658	0	1648.93199087219	6297.21441341707	20352.9381425069	0	42161.4852148872	150902.864040526	108613.444447036	0	0	0	0	0	692830.048813053	16259.038027238	4878.56430402876	116741.54196756	30766.7965607221	0	0	0	0	0	0	12654.1315368485	196532.792408627	0	53885.9602672267	46602.2296454775	22385.6732691856	5779.79092662614	0	112010.812945471	0	172685.824237186	22925.8406455058	5594.99682420081	3994.39559857832	24569.0866639956	38366.09864969	0	0	0	0	0	18712.5351102082	0	0	2106.65276764878	38545.206779733	0	182693.135630065	69590.6159871887	19627.9766637614	23127.692665078	0	10803.347526404	54460.2434778408	0	20932.9073255033	0	0	0	15818.3751676084	100266.436989794	0	0	8861.58795784244	133782.401197367	2970.9205697611	0	315483.334646717	205007.734244472	1967573.88317728	238276.358653414	1187304.95106895	2505392.95290359	29743.3215319049	741806.171928149	0	8164260.30487498	0	0	123067.186242889	21387.7851160888	50042.2429367798	0	0	0	17691.9030675821	19869.6304900099	0	0	27147.6751393768	0	1907.64373426765	5813.90676092005	0	29137.7654731881	4852.97742830832	22118.4325672166	0	0	0	9512.63179561784	8159.37036862618	760353.81383927	0	0	22937.2125902704	8290.14773341949	82003.0936977887	1412.964137006	0	0	0	670.944741113512	0	0	0	0	0	0	87336.5357924029	0	52441.723282118	0	2914.06084593792
01.2020.090	296269.132333475	0	49358.7317081037	209129.632019651	10288.4532032798	13009.1675930254	0	0	0	103959.272142209	42297.1723159176	1156663.64466693	10567.386581593	1181778.34264656	479015.053176314	124969.282771964	84393.8334173927	123107.647540986	0	14266.5956978178	307879.177230169	10179.7315670043	16015.0534877558	6730.93867859439	0	4362.23286531438	0	29125.8134294321	1187.02638949923	101984.45947019	0	283183.324898485	27696.3912606957	13153.535667424	332599.090907586	7696.06599077732	1367.04090202089	1645.08311938107	14697.9175991073	4181.32719183965	0	1170.09433139076	0	1464.17744590634	0	0	18796.3668223107	0	105855.662650358	118397.861903971	0	21954.6412400174	0	0	0	195.164248723973	573025.404438366	136467.04138857	1177422.34790792	1723138.12493922	12142.9591466341	0	0	0	0	0	0	1938.27507294357	0	4943.26980672091	4852.37138950701	180348.69787906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7599.82060784495	0	0	0	7165.82522369621	33837.3813883528	265491.106497038	0	3326612.04826015	0	83701.4013568514	2838.34763555185	882417.77296686	17448.9314612575	992091.169140202	0	0	45045.5126952086	1288739.93603969	657825.607250362	220678.186810582	10918.5039971056	0	0	0	0	0	0	572.125331875757	0	0	0	22807.4822721125	201.402375395516	0	0	13835.2737965282	0	0	90633.7424108414	0	0	3972.79552881951	0	0	30409.9763628167	1187397.11245572	224226.789725737	0	161.300132507028	0	0	0	3801.69262582863	1287.72757719699	1829269.15632408	548.955147095742	81297.9402664014	5593.81730246749	0	0	10799.9795903463	646.09169098119	0	0	29963.5047253249	0	224052.122178934	173139.205768663	0	0	401509.89392621	2562.9789010509	4484.321915886	19816.7461135844	2910.53167275113	27670.5475930565	2055.9083187498	4579.67613786529	0	1430394.42533612	5488019.56527908	0	0	6962.64052639454
01.2020.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5731908.00697767	0	0	0	0	0	0	0	0	0	0	720.722416120125	12.8289247962962	0	0	0	299570.19659905	0	10901.6255557449	0	54624.9038890497	10895.7045135312	0	0	0	2849.99498551564	0	91403.457599293	435.525549494772	7148.0137390645	0	0	865.787950355167	0	0	12887.4773248536	0	0	5.59209542402653	0	0	0	377229.928380034	0	0	0	60.526209295346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2007.56225722552	0	0	0	0	0	0	0	0	0	0	0	0	152234.929515433	0	0	0	0	0	0	0	0	0	0	8649.9847806001	0	0	1660.52339414623	0	0	0	0	212257.192329037	0	13285.8318871181	0	1420.39223770274	0	0	51427.8700404548	85945.9014122327	205147.007470782	23503.2481203939	201312.803690638	818286.718142747	0	1954.6018240921	0	408101.255641767	0	0	376771.047608474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87670.5694303604	0	0	0	0	0	0	0	0	0	0	0	0	116.447163535611	202001.618268162	0	0	0	8.55261653086411
01.2020.141	0	678255.322130035	26066.0295308033	419806.396842915	0	1507037.67834764	0	0	251342.206323291	5720308.6624872	116459.625952265	4238952.33200669	58572.7292020396	31664.7963730158	422081.514110952	0	230195.705725692	20021.0319587246	30486.5713916943	0	462741.266871221	31227.3583668909	866.083288508729	0	161603.667820549	0	1151.8468100979	0	125933.785783414	0	0	1828.88653817072	17321.6657701746	1868.45379500614	89160.4169167578	40947.7144627934	0	0	36193.0490997366	6601.13734870993	437.438006124967	0	0	0	338.519864036407	129081.580882765	44889.0528797887	0	7559.54423650132	162001.538569838	703752.022798596	0	0	0	0	0	1334236.47684266	0	127890.166815832	32097.8380172702	6856.12633720489	0	2268.52272523099	0	0	2655.40256984402	0	30695.398580548	0	0	0	87720.6084041354	0	36951.4215224156	641.868833107992	6253.82476093232	7218.82619152961	0	5695.48680336578	88718.5825487622	41879.7431793612	0	0	767.165146420169	39501.3114073651	7089.13351634683	0	0	260480.044471339	18383.3871619251	6603.33552964524	29772.1625877214	174962.013364375	0	2172638.07283314	127334.027039201	1317152.2146135	0	123120.114186228	514.374338860514	820084.154256613	28435.6685790582	0	17642.6001867286	377010.012213533	49362.351083127	149885.165254457	0	0	2543.29534214365	164977.875556236	172069.207253519	0	406.663473030749	0	2182.79366875423	0	6937.45903181104	12850.5657477717	57860.518579002	0	2283.9099917781	125265.538779082	0	3996.29294037784	37476.7867659526	0	102120.891711295	119194.16303578	0	0	0	703514.619257583	587993.616564692	12815.3948528068	0	62190.9350215456	36568.9380396732	0	101182.268451921	1285836.9290092	0	1244825.46729928	377610.115608871	149548.843571356	0	519597.21676279	69574.6247832228	10852.4192775827	52474.9752875137	0	8654.23834228139	0	0	152929.64584985	0	0	2760.91525473849	28607.1266920117	27483.8562340727	7471.61699908927	0	29095.1228596486	0	0	0	1176.02680038622	0	15956.5954093525	0	0
01.2020.64	0	676676.860744109	0	568478.468565617	0	475469.011890324	0	0	1285740.12898686	4115560.49565693	0	5800568.5487342	0	462275.128333125	363692.121801927	0	92889.1237788889	145933.438963204	204441.092565595	197777.799002997	577650.75924858	61348.4096427493	0	56427.1315617486	636312.483942629	14652.4981986651	0	0	63417.6856183072	74327.4933568329	0	66.3517839988673	1483.35598465264	479.082372601991	986615.040654886	254465.839274707	6049.25840898148	0	80916.5628898729	4245.38956941905	432.973505755321	3712.3260844112	0	0	10608.4131942596	107714.811379856	136042.524721339	10368.8720079586	187127.775367924	613572.940341661	249688.510826788	2376.29355236621	11724.0228506473	918.803517408044	0	7295.32242035004	866941.163664116	155316.031063247	287578.753309667	888188.354428363	33251.2406355002	4958.39009577976	0	1619.43337217574	969.410810288536	0	168985.623173522	653665.162368095	197872.265949707	1350.65241665491	0	318344.613561481	0	10950.29357283	4653.62173198835	0	2073.77440159172	0	158.569517692208	46701.5344766265	0	230339.655848814	0	0	4281.37697768962	18524.518407277	9615.38564729348	305883.973447795	5709.62724342795	474.58394656817	0	45293.5271280404	113779.814279956	0	208220.895040513	69444.4518971196	649890.982925719	16933.2001978126	269527.69424245	3513.2707324146	1094345.59652586	0	2623.7069842264	0	0	56078.5035441274	98109.5471911387	33410.9347597008	11972.560889016	0	302028.82233681	59218.4049157348	0	0	0	4143.05037714961	430.72429273841	0	6840.98139093406	9077.82373625181	0	0	46685.7899855081	12529.2411107014	0	22542.7374619881	7332.43443512907	5197.93128208076	27140.1288685536	111473.246331114	236020.043323022	229731.243727739	429233.064508198	50319.3936143274	0	227970.109935498	254822.339537887	13129.7809862165	11357.4011288909	11071.7510757432	138657.234853497	750101.295074653	0	427195.277514877	15094.4685564881	5660.14455705592	51626.1863771526	5556.68075827802	951.41710615325	2242.46537786002	0	0	4784.07608696918	10291.2741588752	0	322.762067926693	0	23535.7650089541	13890.0149859324	9272.38066221459	11130.2306141829	6219.07399175824	23498.6529941751	423.976653687678	0	0	182959.983647589	0	0	0	1390.01364445085
GBM.BM.257	0	882157.452807928	386896.604847822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14424.8028812671	0	0	0	0	0	438096.300943378	1615.13236894496	0	0	0	94602.2014444796	0	10180.9033463151	0	0	0	0	23670.0433379865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10838.0951378169	0	0	0	0	0	11038.5943284445	0	0	0	0	4700.59213582602	578072.583111287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113.88439237583	0	0	0	0	0	0	0	559771.462544552	21186.0811429884	19436558.6221033	1513050.43380568	0	0	1021058.83653719	0	0	0	0	30230.8224090802	0	0	0	0	2010.56132823838	0	0	0	0	0	0	4728.43924563542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5452.46410067971	0	0	0	0	0	0	0	0	7875.16265409715	221941.465180885	0	0	3748.22098034468	0
GBM.BM.260	2881.81021481636	0	22519.9796287074	576398.051525112	0	290472.066228753	0	0	0	1172075.31211327	1322768.89288163	3264757.89418991	1193978.64512045	431589.620082595	209487.685381381	57440.4077413182	93297.058461788	72989.3548511707	8170.56773517437	234866.969873754	160745.595859716	38241.092674861	0	13406.4376803288	121184.56433988	0	14939.0520936751	0	92237.0564226013	30515.0056249082	0	0	1570.87351030208	0	17511.4137301727	76033.2035942704	0	0	1578.75038320474	774.184079575812	0	778.685149805904	0	48063.5531844791	0	0	18463.3900838371	0	365774.971178191	704145.176260466	250691.6075352	70881.7287159302	0	54217.6414565723	0	16689.9684131809	939992.254176823	0	50306.2114266224	489998.88319094	4187.12058154302	336.454999699372	0	362.3361535224	172.165936301016	0	295993.754133518	35362.6582627172	0	0	2902.06503085177	213072.787819649	30360.8439695276	62013.4950950916	2404.69677042661	16809.2467742783	2985.33483010847	23091.6155479291	5063.70400885342	12122.5073971951	19841.8428418027	362.3361535224	21887.5792613795	0	275.690551593131	313749.350923673	0	15828.0134641183	406806.727395709	57529.3038783625	0	2170.64111846183	208158.744395946	0	1069625.32733859	76528.3213195805	343994.292334776	9110.16614570606	282607.571269224	8629.67689864375	44516.7098431667	36175.1014392488	1138.77076821326	35893.7845498681	279561.47199101	25135.1014323909	23807.2857145137	0	0	0	58240.472974717	149270.117308096	0	0	55664.7355355469	0	156682.2547095	0	6412.89981032348	65697.6210784218	0	0	646009.353168599	65430.9326672889	19211.6930095899	85954.6876489505	15796.5059725076	38848.7371559234	174240.929677089	0	16392.8977779948	4474.06380871138	135942.448356794	0	7612.43502664297	0	190093.699027472	96949.6769535076	57198.4752164507	744001.027880373	88834.2473286519	233138.558905399	1634585.03414148	128215.236039284	40020.1406833049	481686.531743518	23449.4506312214	45631.849992672	3569.3486924629	39343.8548812336	0	3787.65059862236	1082.50739033711	560.383243646445	134605.630498457	2178.51799136449	0	0	0	16409.7767913577	0	498.493527982681	7074.55713414699	1191.65834341684	0	0	0	0	0	0	5113.21578138443
GBM.BM.265	0	0	0	816293.259500451	2112117.76499955	883345.218706502	2811.48957978199	0	0	1969079.78717523	305236.119316747	9587034.75803408	1475963.12032721	1105215.15925805	1053619.50183496	0	500992.972214901	94288.2645101885	46306.8871964092	0	1193625.48109286	0	0	0	0	2500382.40869569	28242.3775557266	425275.698924106	0	5044.14306960886	0	0	0	0	0	385842.490295914	0	0	1653.81739987176	0	0	34778.4017381365	0	0	0	0	28118.3412507363	137563.153140166	1646.92649403896	66038.9960486291	0	106392.1406055	10746.36764625	0	1023.29951617065	2249.88075440887	1227380.58331482	55461.4555952826	16279.7650299876	67658.3589193368	13085.8301764853	0	158.490834154377	0	16669.1012095407	96014.4364213047	7559.32369858049	5581.63372456718	0	0	0	170591.264796772	0	115636.2907802	10705.0222112532	45728.0511064541	0	6315.51519576027	265148.274634439	64006.1788279534	77588.1542244002	0	151338.073899931	1553.89926529617	122847.623734224	0	0	148964.156840532	181999.15940297	22402.3348624295	29176.0952960709	6294.84247826187	209555.891828334	0	508490.277760986	0	543978.442799901	10412.1587133593	0	0	0	0	18712.2547889656	183263.640623289	0	237264.224182018	0	182198.995672122	0	9964.24983422733	1164.56308574303	16166.0650837464	6367.19698950626	0	23618.5797419185	52746.4386971598	0	0	1795.08096944414	79286.7625121851	0	189427.555890728	161136.941994171	0	0	3721.08914971145	0	1023.29951617065	602513.242396612	0	0	0	105572.122811397	142245.523653553	0	0	29748.0404801932	0	36890.4643758894	117279.771821322	1537619.50026618	22684.8620015743	0	92276.1200070112	0	0	132257.155648911	42596.1344054469	0	30185.613000576	0	25013.9881730603	331094.243454326	141136.087814472	0	0	58114.4543409102	0	0	10184.7588208769	0	0	5488.60649582439	0	0	0	523.708843292723	0	0	0	913.045022845866
GBM.BM.270	923968.36134526	0	101198.283322997	150192.953442946	0	422717.710415345	0	0	0	2586162.58282562	753378.514152983	0	0	254995.525241169	559607.460364263	0	146373.533999355	0	182486.251840818	628224.102211369	368982.274610326	0	0	0	631979.320266495	0	0	0	14226.8024158044	0	16853.427642125	195.98318584039	0	22748.6919794158	72402.2710862419	763.658620688415	6510.24605837616	0	39229.3010323847	0	0	29903.2046027385	0	1353.8608585066	0	0	1420.31492726857	339.028384700904	62529.8996845694	218232.909134017	0	9882.50846300908	7628.7018258446	249768.180611943	4557.17224086331	0	510134.095681198	0	0	0	201649.803127533	4598.84682635811	0	1626.43517444553	0	0	0	321557.722657397	0	0	0	258498.443103029	40730.7124503458	50910.574712561	1165.76205370577	32106.3259332202	35681.3295645845	7513.81513069678	2768.54408503263	52595.579574729	22832.0411504054	27558.1644135449	0	0	18357.0917403832	0	674.677748956284	0	37752.6690976907	3443.22183398892	52217.1292848303	9711.30476043586	112611.488047829	42622.9638998392	271855.710924185	623645.529507684	55965.5892990649	22971.7073288204	0	2497.09610924221	307207.022825256	0	25759.3991963777	0	0	0	0	135993.183190706	6414.50714575299	0	161966.5870153	413496.36361951	0	0	0	12958.5434085844	0	43044.2151153812	12079.9980927482	82543.8377834078	114246.933943462	0	0	29215.0107720002	0	9796.90661172247	18969.8207811715	0	15255.1509713922	0	7580.26919945875	0	0	0	0	0	5095.56283185013	45463.5937543764	41404.2638591536	33771.056672715	820141.200115645	947906.4685215	25624.2383785567	79970.1505440671	0	0	7264.89395787651	0	48621.8515307928	61386.6644338338	0	14132.1898433297	0	0	112238.669458672	0	0	46247.526497738	25332.5162800931	6230.91370154618	8224.53576440532	0	3065.89788423874	0	0	0	96617.4579390151	0	0	2730.24851998336	245.542152374741
GBM.BM.279	0	0	0	6155283.53723083	0	0	0	5024616.96445239	1388269.82264069	948979.886616318	0	7497873.83263499	0	0	0	0	103387.51178848	90084.8025487778	183110.001519055	700673.867303481	0	27177.6297208728	0	0	215581.787347975	89689.3036024682	0	0	262662.991701212	52674.6894510441	0	282437.939016691	718.870425207093	0	79857.1276697444	187312.628620265	0	0	16515.9879129101	0	1341.57089386474	884.763600254883	13986.7180556597	0	6671.79073561767	97644.9632580209	4344.47778712113	16634.99823414	11221.8318048632	219426.181361039	234096.908232656	30104.8027733465	13515.4852685675	0	0	3709.7560738948	308038.381450153	0	0	0	112318.094378552	538.551756676885	4569.27506055545	0	411.126564248872	0	6598.46114374872	4955.15701121009	79883.5744077955	302.935363130748	43.2764804472497	156440.870443437	0	95955.9783961213	18451.4082884677	141612.66526797	7373.83141842861	5093.40132374992	18725.4926646336	70803.9283850712	27295.4379176459	4433.43499692936	0	0	0	0	245.233389201082	0	111474.203009831	50827.0241608379	641068.930358593	0	34412.0147023047	0	1380035.27011115	521276.026107235	163077.799569806	0	32029.4040287923	8465.3604252648	235190.841488406	0	2484.79125234626	0	164382.104605507	46001.6965909696	160496.83836091	10363.5149426594	1916.18638424767	56947.0397707532	0	135681.383197783	2549.70597301713	0	0	7389.45903636789	14766.8968281671	3141.15120579621	5767.7931440529	151757.393559479	0	157114.060139283	0	3822.75577284039	3551.07564558821	57592.5806040913	20190.8823775557	0	169681.069211382	0	0	0	187800.691149754	277612.611446823	0	0	3942.9682185272	9421.04936847489	18506.7060134836	64824.5613366095	0	1853502.80656874	0	232429.56161098	16033.936005706	50177.8769541292	1160.05010087767	4724.34911549143	0	197438.122920465	0	37797.1971728452	9954.7926273243	449.59454686865	324168.487412408	0	0	0	1833.23979672377	29745.367560743	0	0	37142.0393438521	183.925041900811	0	0	50174.2705807586	424.349933274421	0	0	0
GBM.BM.281	0	2084394.43143529	617999.696643733	439976.053069757	43948.7954480239	695995.85900956	104083.110887818	0	3972826.52886085	177867.110498621	1194966.38212493	2757416.92709448	458380.073647703	0	2025791.29407807	69354.1135782392	110182.208714855	5603.8840977308	62645.9597852725	446526.25075941	281715.421773405	0	0	0	0	0	0	77330.1852815864	929.237256429206	72166.0168228091	0	0	0	0	317494.613715824	0	0	0	20259.6490348891	0	1135.57631030705	31569.8752433108	0	63162.518933946	5125.7467039173	56743.2398164083	2234.15389371187	0	9182.79941154314	75326.5619170346	0	0	268.952284020092	0	0	0	612401.504657833	0	0	0	62816.7231402059	0	11841.0156366729	0	2336.61190667191	8038.68493348941	0	846.701634878067	0	0	14806.6059006828	0	63902.4934719907	139986.106262563	3354.07689648337	49061.7349003212	0	3345.5387287367	17705.3138506772	23622.2640991192	29682.9401712968	0	124985.968559623	0	0	0	0	0	114549.481517277	62460.9661507613	147677.572374355	0	343127.616319284	0	1435391.22467544	38737.6670666399	17094.8348567903	0	0	0	161135.147771064	0	46224.2171525113	0	0	25765.3442035332	0	82817.3810867794	23423.0401850302	27805.9662949873	0	475741.014732598	135751.175060215	0	77567.8309505354	24299.6254070216	13773.4876033358	68480.3744121634	23599.4956517947	73386.9748105828	61860.4483525789	41755.9093650876	0	46976.998942176	0	0	69401.0735008459	57117.496169304	192764.790188601	0	0	0	174367.884750444	0	14642.9576855383	5268.04949969513	0	0	222491.844226589	231925.096558701	0	0	292523.319112731	589.133574520201	39766.5162801136	0	0	0	146966.058395466	0	0	11406.9921095506	471.022254024605	0	92825.5367138339	0	0	0	0	13551.4952419224	4364.42674650593	0	7946.18811623382	1657.82757081168	2413.45541639194	0	121115.332514466	0	88222.0412704212	0	2278.267760403
GBM.BM.282	2194.94975155147	0	0	296357.552476501	0	9603.60759191362	0	21716.8530718019	0	11872.7338327648	1912.85431497214	16971.8055290214	0	0	21740.4546820336	0	0	32.5926998438262	4417.99665814072	0	3952.70777071506	0	0	0	0	5718.33299328923	1146.36392554147	19208.3390700287	0	0	181968.414886686	0	0	0	6408.39912101714	0	0	0	0	0	0	740641.006795913	0	6656.77797155113	8622.4549379943	0	0	0	386.61685331987	51571.7661287467	2910.86526191413	0	0	0	0	0	7128904.58262678	7637.93062547045	0	563504.178689523	0	0	0	0	0	0	264.113257355143	868.764033768195	0	0	7090.59804533447	270.856574564211	0	29985.2838563201	0	1665.59935063967	0	986.772084926876	5099.07169625653	141185.956292448	0	0	0	0	1271.11529390922	13728.2699514599	0	0	205593.626728654	0	0	1090.16961546591	129443.593259058	0	1449.81319994951	12757.2322733542	70780.1051987754	0	42168.210280702	8603.34887256861	717951.992159804	234961.897060345	699.057217339997	0	7342.34855447299	0	0	145812.995784069	0	0	0	3459.32172825162	0	0	0	898802.140275986	592175.639576277	18854.3149165527	550796.397409036	1651837.36410216	3071.58098873024	183580.067699653	186067.227863598	1180464.88066773	0	0	0	87.6631237178774	138597.646370367	0	0	0	0	1039.5947363979	0	0	119935.515994273	0	0	0	0	1453.18485855404	0	104443.868592642	0	0	0	0	2191.57809294693	8003.1936409616	0	0	120506.450184641	0	4069.59193567223	6570.23873403476	3907.75232265461	410.218463551606	0	0	0	0	0	0	1058.7008018236	0	2047226.14922483	7453.6132884226	0	0	5049.62070339004
GBM.BM.284	0	444949.264677529	3972882.92825943	750923.573375235	0	2053073.8179904	0	8105256.63724416	424373.288388466	1249635.87287258	0	0	0	2991487.6785351	752348.542700899	0	89393.4905348861	0	0	0	0	0	0	0	0	0	27765.122843287	0	0	0	0	0	0	0	2563.70027150028	3096.76739915042	0	593.21867123712	925.0892565446	584.921906604434	0	10105.4593226128	0	52754.9779169403	0	0	4955.24267687231	4735.3784141061	0	45644.6506267275	0	734.2636699928	3889.10842157203	0	0	0	1428916.51143799	0	0	0	10636.4522591047	0	0	0	2248.42321545818	21631.7395885732	0	0	228710.688055808	642.999259033242	0	10810.6843163912	0	15996.1622118205	0	93481.7213076426	0	0	70.5224993778395	0	0	0	2223.53292156012	0	0	0	0	395228.828424994	435849.78806663	28878.9634952253	21050.9660642851	0	0	0	2037816.06783089	0	0	0	0	0	27997.4322530023	0	4635.81723851386	23857.3467012915	0	73198.205971881	0	110577.204833294	709.373376094739	595504.429893426	193349.877191296	65295.5376592467	31670.8247941245	0	4511.36576902356	11735.7735729358	1910.33005667618	140202.877145461	10285.9139533737	106619.648103502	1993.29770300305	107183.828098525	0	5706.09987613048	0	0	44821.1967369333	20594.6440094873	31392.8831789294	23135.5281782477	0	0	191659.411397386	504150.828714067	0	613858.947452088	0	57112.8535402591	300413.402202647	0	0	0	786.118448947093	187266.274524378	0	0	1487524.85680329	0	1707.05932317535	0	0	0	2345.91019989225	0	0	0	4890.94275096899	0	0	4868.1266482291	0	0	2773.19357847563	0	0	935.460212335459	10101.3109402964	0	63057.4853995794	0	0
GBM.BM.288	0	1438163.32518453	0	6274902.37961612	0	196045.712087358	0	0	0	1896715.4704205	0	1960048.89966291	0	488042.160892865	0	0	377069.460613232	0	0	2925291.55848262	0	0	0	0	0	31750.3783322285	0	277805.352443121	7278.74285877174	94211.1085200356	0	57.6991110485275	995.309665587099	0	3603.30948498054	136309.822418817	0	0	0	0	173.097333145582	28617.3166022934	38390.1035361377	0	0	0	11464.8133653424	0	22544.4851644359	231421.03707121	0	0	0	0	0	0	664540.856634758	0	111049.151601772	910183.282101654	36617.2983491717	0	0	0	0	0	0	463.035366164433	0	297.150421899916	0	0	0	48217.7046254782	0	234595.930656655	0	0	72530.6675435514	5448.2385607572	46082.8375166827	0	0	5797.3181826008	265.415910823226	0	0	8858.25602372518	278950.679797435	18994.5473571752	253666.92933597	17961.7332694066	370054.691187507	28.8495555242637	1088560.08390818	223852.35617942	794261.440571833	0	344553.126581834	0	6980.14995909561	0	0	39760.4574235403	273711.600514228	2944.09714125111	25374.6265613662	0	1697.79634260292	8157.21182448557	0	373206.505128533	3451.84931847816	0	0	102466.408833304	0	49332.739946491	8276.93747991126	6733262.67530784	181721.907769561	0	0	11014.7602991639	0	1963.21225342615	1027.04417666379	0	118822.664337785	0	0	5073.19433894178	188663.110828699	0	0	0	780.380476931334	3701.39797376304	25168.3522393677	35911.9267166035	0	18007.8925582454	2883.51307465016	71254.0747116028	75580.0655624661	0	3998.54839566295	0	0	0	0	0	17847.7775250858	6248.81372655552	169752.227182544	0	0	3392.70772965341	0	2215.64586426345	0	0	15246.9900945734	0	0	0	0	0	0	0	0
GBM.BM.291	0	0	2935647015.52704	684702.814688048	13300198.6015301	24851073.6558034	0	0	0	497815.331451938	12259204.6051479	4136096.43682849	0	12130202.625569	228200721.597298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13554422.2828981	0	0	0	1422565.78579597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6379.21877038554
