feature	X1965	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1814	X1812	X1949	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8000	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14851	X14890	X14894	X15316	X15346	X15300	X15286	X15271	X25416	X14963	X63327	X14837	X15350	X4198	X4181	X4262	X29305	X7253	X15091	X15254	X15078	X15124	X15132	X15127	X15126	X15158	X15154	X15120	X15234	X14987	X14995	X14993	X14027	X3813	X5090	X4799	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4820	X4677	X4868	X25431	X4874	X4768	X4630	X4552	X4581	X4575	X4577	X4617	X4613	X4584	X4557	X4608	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4711	X4705	X4699	X4716	X4721	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X3922	X3958	X6140	X6148	X5792	X6952	X6939	X14546	X14341	X14809	X14807	X63101	X14797	X17130	X17167	X17168	X17248	X17244	X17237	X17234	X16971
01-2020-22	425943.77106376	0	235422.465985755	627608.88260204	0	359848.898775533	0	0	0	1259019.37952132	1513103.07026347	446094.778669064	395255.398128834	659238.284877633	773895.318811206	0	0	0	114706.068412627	1857963.28254468	713626.175291747	0	0	208596.279371602	24533.8247183841	2257.74932231904	102.395529788982	211166.262950249	26507.4625003028	38248.3358525859	437732.236704537	0	0	1004.48572532431	6878.52787786692	0	0	0	0	0	2493.54747894578	37009.4941611953	51588.5985363618	0	0	0	7117.93151089468	0	53989.8458194415	332301.616881176	0	19303.7206510638	0	0	0	943.913721787168	3106380.39816116	196404.721469191	22783.7264733288	92311.7333906082	285703.718779106	0	9636.7173246476	0	3089.89327567457	10911.6137800485	27255.9594011546	3126.66913496498	0	0	0	17436.0838753352	0	267116.045741285	0	194569.533981072	12105.0264687862	0	131405.914006874	35147.6261477083	30187.9328104645	0	1238.12059611044	0	3472.79486946295	0	35785.0743754087	16324.8760485406	1793.3639618676	122.586197634697	14426.9532710434	0	70096.2299980802	0	330173.664709293	52495.7363988586	153348.843383484	0	0	0	16902.4733679841	0	26414.4412091564	0	75409.2600226241	26177.9219572495	1802.73820051025	6652.10395988283	4487.37592871012	104967.67665347	0	2033.48869017556	0	0	172603.529555494	0	212970.44334132	11914.6573148124	23974.2547809457	315352.272319978	0	66020.5994743667	28955.5809765957	52553.4240212749	9233.62506301351	22667.6301332159	1010.25448756595	17012.8009458554	11334.8967095283	0	0	0	52951.4686159475	2473.35681110007	1859.70472764638	3426.64477152989	9447.06926595393	16877.9561284572	0	639987.204182024	129222.437498416	22918.5712907269	0	61367.3716312096	0	48275.165723824	12236.2658097834	8913.45875860289	0	6136.5208345369	0	7701.2975925798	3064.65494086743	6481.92547375466	74605.9598804767	0	101.674434508778	3781.42364939031	0	8388.50139461431	858.10338344288	732.632804687367	19497.6952814387	0	0	0	648212.738043312	196010.282350919	881335.631180496	0	479.528361335727
01-2020-24	26129.6893510534	0	0	1623.60312255643	0	24261.9353829998	2776.66097924552	13011.0205118603	15271.6353858504	21572.9467528192	0	244908.82289482	0	23438.481167732	0	0	2118.5634729735	16278.2027352411	4428.008516063	2803.29561693612	25978.7597374734	3426.99004952444	0	2292.79839453287	0	51351.5814674855	0	0	7213.54770787205	5707.58090178245	527.143870959881	4752.06327463202	63451.475415013	2232.87045972901	617651.699162266	71131.1292824706	4041.80626954923	1752.33720472769	3236.10847940845	26540.3066821169	3492.46686718051	16014.075911476	75392.6713129673	670.30504854688	0	70630.6200492013	77837.5090976507	8982.53156115636	156542.863473387	522263.073603077	1514287.91081477	2596.87717483394	34767.0803988024	9958.02516657475	0	0	61350.6683671666	0	108713.712840484	5785.26526171338	12939.994811352	0	0	2313.88414937126	0	0	26544.7457883987	1001291.47157488	0	0	182.003357552464	438969.902885134	0	864.515948374204	0	0	0	0	0	0	320819.759866183	4209.38253168595	0	0	1600.29781457715	0	0	0	28132.836060701	24509.4155582083	0	50141.9250057038	2727613.29393827	226747.329319539	947661.518808278	1648873.84484196	203220.066026171	13641.3736038713	203864.846213598	1814.48469267243	110076.518468987	0	0	98825.6035978471	200687.555892423	217042.333211025	401328.501168888	0	5008.42166240409	0	0	312594.095926068	13083.155988939	13286.2451013299	0	0	39725.5621155366	5291.41468786676	0	13326.1970578658	0	0	0	0	0	0	0	0	178612.990129764	5094.98423489855	0	0	1024327.10384754	209834.334386005	0	147863.300915961	5834.09543081283	1576.99250659787	18150.3958095765	6987.15328750191	21592.9227310871	58732.7054374942	41989.506319238	328820.139162499	53015.1365465778	35367.4695234114	5916.21889702552	14864.3473844982	65981.7659956204	115703.085681127	2695.64728960326	5565.5295007659	0	24051.0778346159	131131.199563409	0	0	45486.4122927003	13123.1079454749	2207.34559860885	27267.2103357563	8315.55584232081	69450.9275548217	380.653363661556	0	15917.5253498475	0	0	0	3547.95569570261	4393.6054423793
01-2020-27	310813.382278637	1227000.07712454	0	6613346.62477144	0	487395.616559792	32437.5895998504	47257.0040801277	0	527544.045873629	1135418.83740524	4947971.60106266	0	3457563.01641731	0	0	321922.166940497	3796.88771373908	630113.925329161	1565223.44596138	1181172.48959546	0	0	0	0	2861.91374122807	115.523966949465	0	0	87762.7875317288	3602.80744926398	108589.448293378	0	0	0	448.232991763923	0	0	0	167.894831966556	2663.212518075	454220.213891024	0	0	7909.54093714002	4947.50642455575	9178.76425402481	2804.92191753301	34312.1585035504	125049.303104338	0	11700.2673726418	651.555173594982	0	3713.71045753546	0	175105.067823761	1702.05311305545	319118.785342524	409198.213491479	114156.163180783	0	5320.26375791269	0	933.433652951676	5900.96423177866	0	0	0	44.6692672204597	69899.7016022228	236052.43214718	0	137535.133452236	14830.1967171926	915458.123694339	0	0	20239.7990095462	213608.435848238	0	0	96501.0203917863	21086.9747671756	0	0	23563.8086185722	2687.85763102421	221291.549810157	11741.8560007436	87690.3925124404	1805.2545235303	18302.0770039139	218.72537742432	49262.5001463704	14500.5683314968	36841.363219964	0	68106.7696351671	126189.139578239	58961.8924114475	0	40391.7998042109	268.015603322758	56729.9693699838	52.3708650170907	6751.22062852672	161581.062092877	5395.73941631967	0	13915.2468989529	302980.857319463	0	0	0	1049570.66708575	0	1535915.78570608	255676.103332996	5109846.86419137	0	3827.6941049256	0	7607696.83565534	0	0	115075.733957701	0	208044.801599952	6427.75352106822	0	0	0	0	82929.2647545631	262971.056765965	841119.221122138	0	0	0	1042.79634166384	0	0	57666.4836620542	0	0	908391.13755615	0	62358.2970397618	190844.053080957	0	3508.84795614508	4134.21769723151	6723.49487645885	0	0	10899.3012017922	39410.6162449201	42518.9811156404	34524.7226027374	0	864.119272781997	21968.0375551102	0	0	0	504510.107183465	8496.4026892433	102163.235091869	0	372.75733335694
01-2020-28	392959.757064439	671643.092185352	245045.459442416	32055.5204528643	402523.668026111	213940.173061494	0	0	239777.099047864	1995651.63370992	260206.105423932	11568090.073932	1826626.95236435	935795.85013703	8190231.65338851	105227.648675284	264031.669808601	128203.610738784	196386.496998152	272914.203422789	735271.832860181	3133.9253301443	7599.82023413512	0	0	19790.7281981542	0	914168.27637864	12164.227525714	6963.59439762908	0	4336.59739528153	0	0	802.465490560852	523759.57968445	0	0	0	0	888.66382970038	4461.79022117466	0	41818.50853112	0	0	27973.4133921852	0	0	980850.901068698	0	91844.3303531679	3376.10161629821	0	0	0	0	0	38945.2305598024	140517.659187289	17619.3509884013	0	1533.09903183876	0	5490.01326662475	0	0	12028.7729927804	0	0	0	10579.8199586731	0	424370.842315165	12566.4864416984	103368.22735956	0	0	215288.561366606	15710.6734788832	55612.2951348527	0	11232.4645264438	999.490265736917	130465.290970493	0	131.349850117377	34518.3301425651	34183.7984930474	44936.0151299996	782229.404277143	0	72498.960240568	0	565317.440856743	228739.606955188	586526.336967883	48708.218638058	0	3248.856448997	25549.598189238	2286.3083286056	0	0	777504.914355734	0	2471.01905533316	0	0	30528.5784452498	0	661734.387867122	98822.2911406536	0	0	31823.6058737508	80184.9788138426	0	43854.4312079393	2501793.91474738	798344.389013419	1328224.05077678	8630171.5576254	833.250611682112	11417.1752531714	677270.612326318	1169.83460260789	0	267262.055184925	0	0	0	232704.730555607	24223.7856396157	0	0	0	358092.5288825	184915.96086837	0	0	994521.547187946	39312.5996718494	179965.713392071	487178.64642676	0	19244.8053836038	0	0	0	0	0	0	0	0	0	0	14947.2024750759	0	0	0	0	0	0	0	0	0	0	0	0	6947.1756663644
01-2020-29	0	0	0	950907.022404322	0	0	0	1234046.40742476	0	760860.949265227	723648.043273312	1911977.39001963	0	0	480551.570081229	0	1240470.46926557	218394.326425804	664611.191273843	2210505.09242547	880114.464961646	0	5195.41262207968	94368.8708244294	0	150451.052788484	1707.38544673664	0	117066.108823746	98973.0923998408	5341.28258685545	0	1937.43587576626	5310.4378365945	275451.973616861	1717.66703015696	801.320907821072	12545.4595696799	36660.9134820369	906.707137879336	3304.88647066862	28913.0977758631	218.483647681768	166.433131616405	888.714366893779	3827.31942821356	295567.891578714	7381.5342968249	97772.7175355186	251625.689238201	539409.77956877	12704.8241126948	444.035883965005	0	703.645865328046	1590.43243533052	919508.99443556	56540.3550252227	53479.6561607866	858815.522307493	41398.7956419124	0	37590.7541826119	354.072029037218	2801.73148203679	6740.86312994631	0	391815.079174243	323560.787638459	0	144.584766848229	416392.561741551	22294.3284490331	58204.6863413867	0	155835.389505912	358.570221783607	134958.634370955	3773.98371422065	13780.5347780456	75337.6599134199	0	10018.7604441366	51.4079171015924	4958.29360444859	0	6961.27457451938	92047.1607683288	17687.5364777666	0	0	24719.4969383007	122345.70191008	18122.5759762389	363143.598608758	107005.579446965	147129.458744758	3246.40996496556	71268.7232748289	3257.33414734965	115791.835078591	201.77607462375	3667.31228623485	2069.1686633391	62482.467643203	16936.3382891196	51910.4294912605	31052.9523252169	2539.55110481867	4331.11701580916	0	289474.125605284	0	3984.75617433718	18783.8103099581	0	0	12540.3187779697	9469.33833011333	18304.4314829858	0	2002.98097007079	0	146723.336199655	0	11925.3515696419	10363.836087681	22558.4366231425	63915.4633324099	2375.68836905734	387.487175153253	34300.64748811	54869.5977194209	10874.0596649143	0	19790.1202872218	4658.84248733181	3953.91142407623	0	49123.4777853904	9364.59469901883	262092.983759049	0	29941.8987168587	0	10428.095984058	5049.54265730392	51788.3356881442	20986.6395577613	0	458.173061167942	0	12699.0407220209	30876.2376101802	0	4350.39498472226	34.057745079805	26063.8139705074	3213.6374178133	24231.1217258356	0	0	0	0	0	0	57744.5854833275	11686.3047551195	0	0	0
01-2020-41	0	1173463.77911787	368813.107483414	1101105.68610979	0	747859.754962789	0	333374.595754698	1459611.26390393	3889995.36914488	4914641.63700512	6456150.56161718	0	1642159.14552221	1147000.98259878	0	616275.463825508	0	0	0	1884167.95119331	270872.4401698	0	0	152788.716693606	1302671.47027853	0	0	0	155003.304755559	0	0	8091.66594295354	3000.4096323233	35599.2479590196	3735.20382799432	6835.11684098141	103.330433766236	43272.4894294383	0	0	21099.819438192	32887.1429937478	2668.73169677736	1368.80932631076	0	137143.723610778	0	208437.895856378	356683.900517373	166728.119777108	21761.8996249164	4617.97741029352	41750.5979790294	0	0	328410.907880816	0	0	0	267199.744875812	10060.046921982	55462.9292451192	2852.43024569511	16127.2017737378	0	0	331341.154872928	0	2404.66503270809	2469.7249354498	192846.481516984	256598.807782017	266066.937157486	1821.67727676772	18511.4558565661	42408.8511126513	1500.20481616165	39477.3284361722	193261.078936416	0	0	0	3312.95230235698	39843.4498496402	33015.9871148637	353.364569793178	17321.2423417032	42972.7036030794	0	66581.7941921132	0	11934.0272578165	0	592852.623154127	255753.029046375	193740.736258591	21372.8158928336	0	3903.59416450226	439880.207911603	0	6329.94583145758	0	187774.360471866	0	0	246823.238473984	1979.86213833579	176225.58989303	248661.499647529	169344.548414819	10359.8327483408	449.040897354508	0	33766.0895229445	14317.0056562774	0	2338.3294455989	68971.1510124115	213.039289369895	0	39407.1657959606	22602.5756230886	0	63162.960087255	1534.64829408373	0	105624.114258973	21659.8448755176	33063.1874364606	0	105310.295904572	9193.85723646006	0	0	12060.3200101975	46832.9244990872	44090.2031089958	40492.7731926898	143275.938365275	1043354.1791094	0	69204.6012516611	0	0	110086.458176434	0	20541.0696852338	74115.9860664761	487.31142837904	0	0	0	246642.091293801	9548.49749062072	6733.06209158266	0	0	16407.8523345843	0	0	15851.6539503611	196.455392592597	1290.99257989421	0	102711.726848006	0	0	20615.0593785479	15886.0974282832
01-2020-42	284554.254037525	552156.080293968	0	338347.009990431	0	393312.19194059	9370.59274496116	15551.5403269699	0	2578579.08391305	0	0	0	0	94937.8562700333	0	216420.58309817	0	274908.91986213	22417.8722795531	558142.358145857	0	0	0	45793.6665518492	0	1497.85501779365	0	21801.5405679647	0	0	0	0	91215.6241095819	69346.5000881415	63644.5135025043	12147.3911595075	26670.487629238	41311.1205397958	0	0	0	0	0	0	3129.40773702842	617602.574354907	11027.1219578717	1074763.49936394	431272.789314051	182661.913484288	2048.80708417189	7058.79787443805	6861.92433605222	0	140.309126237659	612572.749290251	61351.8183036156	354051.347690476	55760.022131254	5664.52184512351	1571.31529331075	0	0	783.086537012276	160.878003382447	0	264654.600002698	10320.4341073973	0	0	1673712.30595679	103206.544882238	9992.80127859099	0	0	6562.20641194246	1217.9713680735	2401.41640665397	10875.7937903065	53244.7422975486	8773.36070500714	25676.5701014916	0	136766.13714947	8305.41874996322	2853.9317038393	307708.932880514	201113.665488672	0	0	34771.6868132637	46544.430567634	0	82561.2690509125	97137.9915217705	276089.426489689	0	36463.4769584225	2824.54759363246	260105.939742679	177.77386675138	0	7381.28848395812	185930.161142043	37760.0508212993	47176.188937081	0	0	0	37785.7619177302	31543.1077042872	0	0	1123.94221541162	0	0	0	990.979116725666	835.243332629416	0	0	25239.4814621649	1463.32868830061	13131.7588514366	33417.8139354835	0	35937.50138572	183885.027071647	0	12467.6779607621	66492.5683843022	138189.062686236	17050.8645502739	0	0	64853.6696375157	39740.5398492403	35631.1720368137	0	0	382476.066699063	0	379255.568220393	39996.1816080398	2474.1420794159	24678.9795599694	24662.0836966005	0	0	531.852394743797	45396.9810640569	7672.19117500583	4281.26485713653	0	1654.32540464507	27475.6122489054	8102.66838953603	105621.91874124	7267.42505690661	12404.5021238174	853.608401508691	7246.12157700665	0	3665.66774830324	0	0	0	3246.94417785578	93449.5510880569	3757.49309269962
01-2020-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17141.867128888	0	0	266967.770435205	0	16283.3175304994	8250.56033672671	16972.1832849587	0	297721.067701377	36891.0404865105	1405.59005045916	0	7708.58507402714	61357.1714458992	0	1203652.34691252	0	24676.3363182862	0	0	185431.517683817	14963.8356993476	0	154193.861684041	0	0	0	0	0	27369.1176176568	95949.2491066362	0	0	0	27634.4069109642	0	104330.238069667	5557.1458886847	0	0	0	0	0	0	0	0	0	43862.0073583823	36877.1112157402	518068.202017006	319446.931211042	192383.490095548	0	0	0	0	648.344239491072	0	0	0	0	0	0	6589.81137170222	0	0	0	0	3508.90993677687	0	0	2604.14048537771	0	0	0	0	794833.948141785	0	0	0	0	0	51.918191052996	82437.8564594297	0	232437.741344263	0	0	0	0	0	0	0	32429.8749479811	4926822.32667839	0	0	603414.110324075	0	0	313083.153915022	0	12923.1975314963	0	0	0	0	0	494.489112346218	0	0	0	0	0	0	0	0	81230.4419431118	0	0	0	0	0	0	0	0	0	0	0	0	16402.3494807185	0	0	121143.50103811	1351.13926472065	0	0	0	0	0	401532.123860514	0	0	4438.37218635978	17.728162798584
01-2020-44	0	0	903452.115658574	344786.521119084	0	433474.790521516	195350.003163754	0	3294.133267114	2983516.93807827	4104832.68877336	1827075.21575699	1312172.81713999	155956.943893076	304829.268533366	0	510567.470376024	0	0	725670.250758276	971704.908169059	0	3901.26366853464	0	40858.9313997091	322230.810901665	0	0	0	60820.3828580159	68621.19271163	0	4477.47936776131	0	28478.451912748	5285.55533344282	0	318.593180943507	3802.50836985943	0	0	22634.7144563584	72217.6030668629	3503.66624865097	0	0	31955.4971678431	0	289207.897766402	149654.638354143	279377.022468717	27858.4403854133	6406.21328797456	0	0	4291.13241286983	1417357.51512982	881.069012528405	295006.121911229	23018.5720086003	52323.1334633097	25.7622518283159	32092.0371025332	342.637949316602	13745.8788338618	0	0	137700.953505804	519769.746729099	0	0	226350.579530494	377594.748822444	123654.515067278	9459.04012963	67844.0314481424	5568.08136182669	3085.45902730464	10529.8910639603	11164.5012006645	63477.3297632429	69813.984971281	0	2377.85584375356	26348.7724282739	0	983.259278114059	32408.0540582938	127414.945092485	0	48.9482784738003	322.028147853949	618332.687257325	18412.2813816974	659876.894555667	489477.632287637	337877.943920457	0	113080.82817521	0	108040.014234136	11340.5432548247	407.043578887392	0	185378.294222741	27301.9757459216	73648.266785062	6436.26924844093	2485.19855970488	53668.7817504754	0	188140.007618736	35139.711493823	0	26602.9599796467	0	6931.76322527221	30826.2517960352	905.972522629111	65084.8942773298	6785.77713157842	3573.22432858742	0	9214.298737261	0	0	2275.66557816791	79413.8587442391	60901.9633221389	49855.109738157	0	0	123559.194735514	109963.595703984	0	0	6906.8597151715	0	121338.488627913	160491.958956587	0	759.12768720771	0	38905.2939693951	15347.4321558554	645225.901940904	333768.006012113	2015.46683470192	0	2803.79174064839	0	0	0	0	0	942.898416916364	15091.5271210275	0	8422.53886440409	12084.2135909354	0	1616.15193136302	14656.1450651289	0	0	0	89781.4476216811	0	4798.64877388765	0	0
01-2020-49	608586.873938278	72481.2142341834	195532.535164467	69691.7383161364	60816.1331223507	0	0	0	96707.6215224266	431130.35115184	0	1156241.24184853	177750.060414177	275541.513177489	187268.321952719	178528.195664044	106555.895778545	374708.597900385	3211.54481473772	373169.696491052	1600820.47969616	255586.16521831	30232.6387481475	132573.056286904	778847.382572494	13933.4843179156	3762.14498037961	132131.881390775	5259.36057275598	70676.5657417482	58163.8730184543	50512.7886977838	18466.8169120019	264.010174061727	2542.834834384	166672.054557824	1966.18103314391	29119.2800535846	285928.22923597	126806.518274503	0	0	0	0	0	0	70749.5159214232	71770.8184368725	1030530.71317819	1596525.10364054	0	7098.74724598867	0	55225.0229229777	995.248879851116	8338.90030046284	766800.181471887	118241.819798856	4448.22405113212	379568.469393969	61707.167459809	1884.54630826956	0	2506.35974454653	519.335802924055	2980.53591243371	418838.245876611	934486.590909001	7487.81487092175	46.8965440767541	0	1700427.00240615	310013.946891983	61491.790738864	1448.58213925974	0	88.5823610338689	3461.65971648041	10120.9689753795	38701.8072266013	0	328117.74981465	0	0	592.285982599006	0	4291.90223754294	266811.808343053	32334.298686402	0	0	30185.7422040707	479850.649720468	8333.6895733432	1023715.08210571	440063.274343942	35822.0120384806	0	211119.556888348	5926.33364406982	326655.272403071	1340.89377878719	0	17376.0380349573	288000.361720547	20511.1588519404	277855.076018609	0	0	0	42170.4145792413	333182.576574939	0	13864.0079563204	0	0	0	0	0	0	0	0	2638.36483157739	0	2772.10682764813	15637.3920860377	0	2417.77738351266	8510.85429541094	0	21605.4115470646	159284.980411215	243778.657565207	7161.27597142435	0	0	253652.985456924	2383.03920271506	10650.7262325428	198216.059631081	85692.144391509	401425.732751816	161023.626360135	253819.728724752	163222.553204623	96266.4466262971	86699.5516346393	183763.239510241	0	0	0	6383.1407215582	0	15229.2184616659	114229.559916734	5884.6478271127	1492.00486525673	20703.955755367	0	432.490350930066	0	2971.85136723431	687.815979792394	0	0	5017.93021621269	0	0	0	30687.708916596	2509.83356262629
01-2020-50	0	1318701.27045748	166822.03042972	42183.684103632	0	732811.68577352	148755.962705525	0	464659.067188824	2698547.80903085	23075.1186136719	2356269.80308985	479418.538358111	975031.320720932	1199500.26541951	0	191173.259753867	60595.3043085423	393608.610217266	504238.940346216	750885.540595871	368179.841185647	288366.952012947	80385.2408872382	0	1307810.04029768	0	0	87242.754201729	82561.7348221142	0	0	14363.3025505502	813.751757404443	515864.104507318	73438.1759439421	3162.53523900363	0	45343.2991808268	0	7227.40047694736	48892.2691658705	0	0	3623.92080480471	0	63028.7724825987	984.094529588387	42181.7373290927	1019229.91647268	0	54950.6315320012	4086.27975787542	22084.2103731962	0	16700.4053849139	590187.089479347	16996.3151148792	10392.8558777599	991389.093786939	17014.809473002	5157.97914172984	15407.7470908552	3602.50628487302	1138.86310545837	15653.0406828001	17670.8724927276	176242.472425127	190236.86120049	1258.58973962194	0	1260639.69321177	164981.355102863	217680.541880228	10747.1688439025	10962.287430489	970.467107813672	7779.31105882333	18753.2791365478	84150.3028461382	125278.835149499	180226.546519692	0	77.8709815698031	10588.506718954	21941.1224445617	2578.50287723011	1479.54864982626	50563.5751078124	0	0	20021.602748866	298304.262648523	92237.2042821622	553527.378130823	242274.144634511	171575.080467287	48053.2093394559	209886.63001236	5059.66702749796	69458.9687857252	7250.7617714183	1431.85267361476	5255.31786869209	46738.1631381959	55182.2977021714	86905.9622064396	0	0	516.868640169568	91601.5823950987	142994.48345663	0	3178.10943531759	4167.07090125409	4462.98063121934	315.377475357703	0	0	20722.4415829942	0	0	12024.2529416472	212827.23295389	160.608899487719	25910.5957300824	0	2610.62465712765	34767.4464963779	7658.61103739014	5338.05578661001	60674.1486773818	226468.28215038	64236.7460842002	0	50109.9766401683	16940.8320405107	17311.6925902369	5043.11944391438	17852.895912147	53689.1216305704	782687.076081709	0	126323.279689804	15354.2107910259	2195.96168026845	11270.8511949594	0	263211.704804092	2059.68746252129	660.929956073704	344.579093446379	0	0	201944.76327951	0	723.226741329547	115252.946272387	25678.9295599122	26475.1603464634	0	841.006600953874	24700.6753539416	7946.73366919841	2740.08516398745	2437.36172313484	42154.4824855433	121484.571572511	0	39856.3151419645	6978.21333592399
01-2020-52	280134.843133181	230357.708519419	206538.988404305	1302444.35534137	1104622.38553494	96578.649224698	0	76611.0349976362	0	2898793.96638392	5429889.02100812	8970321.26063744	4920806.87883663	114145.12731075	1279643.88207116	8159.73485168241	58788.275188797	72089.1246002768	0	473746.224635031	0	5565.9574156923	0	0	0	56166.9775678097	75680.508742417	865267.296532989	0	13598.4114117625	0	0	0	0	139327.81659479	0	0	3668.7846624449	5660.55805162032	0	0	0	0	13421.2502208427	0	0	19238.3293246349	0	0	19326.0499143136	0	0	0	0	0	0	1660346.08124207	1336505.74431015	702492.282320549	474515.069803392	25807.0534811642	0	0	0	0	43476.7322609562	0	660.484439933821	0	0	0	316182.845456444	0	34391.6311887415	3895.82618867215	116374.262295527	0	0	516.003468698297	41847.8813114319	0	0	0	0	136252.435921348	0	0	119681.844529883	0	0	3902.70623492146	218.441468415613	23820.4401266757	0	1987387.35969149	48635.0469363769	240031.053545949	0	97340.6143468092	2021.013585735	554689.968758171	23968.3611210359	0	21352.2235347355	320491.474420075	77813.3230797033	72204.3653749528	0	0	114539.009958523	0	66110.3644096259	10175.5884027304	889.245977723399	0	672.524520870114	0	16042.5478418301	9133.26139595986	7328.96926707815	14902.1801760068	0	0	0	0	0	33213.4232685471	464568.242938451	129234.788747051	277245.223708471	0	30500.9650347564	206815.91026584	267241.636461973	0	2077024.04225064	0	985.566625213748	75185.1454124666	1091858.17973091	2137465.24855083	315998.804219275	0	140609.225208724	0	40353.1912637692	35504.4786695675	0	0	0	0	16030.5077608938	0	0	35857.0810398447	12781.4059196568	53375.3988021519	24678.7258962772	0	21422.744008791	0	0	0	0	0	0	191855.249696714	0	54806.4484220085	158087.982705097	0
01-2020-56	610574.237348864	102277.169146875	0	1783456.3270477	93759.4630611581	165302.279107509	0	0	0	772976.898050746	279864.316884088	2900961.62027274	0	1388121.14596368	72598.2870044552	0	209613.574742666	545510.89158589	0	23049.6865567551	406841.231680422	53068.069281729	168264.129017379	0	2338.91871393093	2087340.77226264	0	147381.454346002	2347.54486303394	24391.6688957808	1425.16306251903	0	0	0	3841.71711837707	314108.89651603	0	0	0	0	312.389828230501	24811.8855877989	0	0	0	2531.77476173398	4904604.71624938	0	51169.700325559	2540511.20231481	0	2465.84633644668	23039.21194713	0	2295.17181490851	0	2111574.70586053	34841.0162270649	87911.5501228234	78075.8916848678	56447.6712695876	0	0	0	0	13146.8673864974	1801.63285551476	324.096744870303	114406.767092724	0	0	269708.258622306	9661.90314888065	899314.861659951	2858.33612063372	233423.594727501	0	34768.926266704	52441.4411647459	180753.560611525	0	0	141981.485007516	0	42155.990666419	0	5744.39914909855	18500.625211931	471.357433128863	0	0	2582.9155028447	30890.2399378855	6934.80772531418	163002.794218049	11913.9442182741	47796.8760262814	0	553734.076295089	20922.7246493553	0	43781.4036188294	0	3650.70953109609	265111.137303908	27834.1185413899	0	0	253.239091524134	0	117110.448683011	57321.3769430212	0	3647.01261005195	0	0	0	0	342033.589623001	682917.436801273	0	0	110444.283886905	172391.74136317	6969.31232172623	35410.3420678637	0	34653.7055608281	48870.215436099	6160.91892007255	0	43138.755510655	58063.2257658802	75666.731471098	0	150340.223488335	74309.3452943884	30004.2111943047	24477.9303868109	165177.816099023	0	463242.691436958	0	87368.718882841	22018.8617389452	1221.21625158354	52773.5479052119	2902.08301965614	634.021959071372	0	0	6834.99085712219	42399.9874553328	35322.8482698189	0	0	0	20895.6138950315	0	0	6469.6118272589	0	131.85685057461	0	0	0	94895.6501287262	25583.3097790111	0	0	0
01-2020-58	578988.169874667	244799.445723541	0	7193.14726574139	0	0	0	0	0	49476.235088077	811401.954062736	7872839.49733644	2033805.31738901	436312.322146684	1551266.75110005	1220.30311374955	39643.248433408	37970.5200155812	2307.7841198801	9359.8078962763	430555.313919573	5561.92575654557	22417.8813515691	7703.68224190192	14261.77380559	327887.97542095	0	1267181.01635733	163333.8361536	0	0	0	0	0	0	278619.274876028	0	0	0	2287.03066556463	0	0	0	0	0	4893.66452758748	84084.6955045523	0	10621.6179186568	94295.3950277628	0	70059.5110781587	0	0	0	0	227354.092025958	0	33529.280792071	223676.579921257	8670.79321300275	0	0	0	2403.25000973126	23492.9102851104	0	5902.28240731925	0	0	0	152517.135764378	162092.779585535	85869.4925756826	3391.11443514756	508733.576325943	0	99.6165807142489	0	2299.48273815391	28374.1227401086	21044.0026758851	0	0	24937.350705467	0	0	3482.42963413562	0	0	0	855.042317797303	126687.386523346	1477.64594726136	905244.923786422	540395.046229622	151002.133599349	659.959847231899	189080.571577371	0	176225.881974369	10443.1382115438	0	24360.404675497	487768.436776457	298297.700257955	569744.581322558	0	0	0	0	658552.76302931	0	1382.1800574102	0	0	0	0	0	0	0	0	1889394.48088025	0	26967.0385375198	855208.345431827	0	10762.741408002	54415.5572151585	0	0	0	99201.5116279396	1361.42660309474	0	0	0	0	8720.60150335987	12423.0177532395	0	94062.9563394296	19628.6170915701	90746.5543398177	119664.417582992	78543.5232023222	20396.4949012425	713.918828452117	0	0	0	0	0	6885.99614187246	0	0	0	387064.375056077	0	0	0	0	0	0	0	0	68283.0153887545	1810759.64247894	108212.661491716	0	0
