feature	X1877	X1867	X1871	X1861	X1857	X1855	X1844	X1836	X1830	X1815	X1814	X1812	X1949	X1941	X1934	X1790	X2295	X2301	X2303	X2318	X2325	X2328	X9226	X10068	X10115	X9712	X9262	X15452	X7144	X7038	X7967	X7985	X8007	X8002	X8130	X8047	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6768	X6846	X4303	X4348	X4285	X14853	X4121	X14844	X14851	X14861	X14890	X14894	X14941	X15332	X15346	X15300	X15286	X15271	X7263	X25416	X14963	X63327	X14837	X15350	X4198	X4262	X29305	X7253	X29347	X15091	X15249	X15254	X15078	X15124	X15132	X79840	X15131	X15127	X15126	X15149	X15158	X15154	X15156	X15120	X15234	X15265	X14974	X14987	X14995	X14993	X14027	X66170	X14127	X5090	X4791	X4862	X4815	X4811	X4837	X4826	X4828	X4816	X4820	X4805	X4677	X48013	X4868	X25431	X4874	X4774	X4775	X4871	X4630	X4626	X4552	X4628	X4581	X4575	X4577	X4571	X4617	X4613	X4584	X4557	X4608	X29302	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X29433	X4705	X4699	X29435	X4716	X4721	X59817	X29380	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X5087	X4936	X4940	X4951	X4925	X4933	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X4498	X3922	X3958	X6140	X6148	X6179	X5792	X6952	X6939	X49188	X714	X14546	X14809	X14808	X14807	X63101	X14797	X15878	X17153	X17154	X17248	X17234	X17300	X16971	X16988
02-2020-29	823478.618310177	102561.80508467	4997427.70570575	883285.067405392	0	539485.430651001	0	0	0	0	3091595.42283188	0	1893454.40563872	0	3756383.22655826	372191.865341139	0	0	8913721.25766502	0	0	0	3275771.4925428	253962.339886512	136881.423457397	8087.53103972122	0	188795.715338904	0	4198.96166391137	0	0	739247.289772578	21539.9643179483	245.792877887495	723.198275322821	15373.0840355659	15410.8983244717	93747.9245788843	444.317894642779	3627.02054421162	73306.1502345743	686004.770993256	5363.32664313482	0	24580.8633841206	11164.6687994281	11344.2866717305	16001.7465886243	1040636.62592378	121220.005468925	19145.0593539163	0	0	349341.005674457	5656.38738215453	3589.20625530585	0	0	0	247228.245270543	397949.698467452	265153.793807248	0	0	54231.9926723562	5312.90759126047	3819.24317948261	0	0	488644.119217195	516.795281712169	0	0	149092.287583219	88318.4229301643	0	108879.942522676	30591.7597247667	100099.149519682	0	0	0	19594.1040346723	0	14128.3636924177	0	0	0	0	0	0	0	1299.86618113579	0	0	0	10124.7758545195	4432.14977883027	3395.40802466379	9519.7472320272	0	277386.716268264	1392325.26870114	170429.000098298	0	14151.9976229838	110839.983164292	0	148958.361976677	3615.99137661411	0	21935.4387560878	202637.320673787	0	0	0	116004.784790671	0	0	0	6332.31779634514	0	323340.530860999	166876.032536527	0	5086.02185782585	0	0	250878.899745321	690.110772530274	11408.8860819446	0	0	0	66803.6681381532	10061.7520396766	25904.3634958225	357773.592100444	0	3816.09198874047	0	233014.799428087	0	138723.294446183	90245.3760689874	0	18856.7254010099	110644.609338278	0	0	0	554.609570617937	0	264714.202698719	0	49290.9255886692	0	62045.3701175106	0	8063.89710915512	15357.3280818552	19573.6212948484	71314.5976855371	306454.875269203	49886.500638935	0	2914.85143648632	12844.2534649927	23380.2597113624	0	205946.070953041	56247.1791519595	3080.28895044905	74798.239050981	20274.7612349762	4466.8128769939	7126.41786336628	0	0	0	0	0	0	164200.671596444	11854.7795719584	0	12883.6433492695	0	943.781627273137	0	1102.91675975158	0	73941.115169117	0	0	0
02-2020-44	0	183423.945633071	407487.26561674	101460.946254378	0	0	0	858766.574593493	222765.162156261	900761.6605668	2035799.24235061	1870875.64447463	847255.815532741	0	1060224.04275507	77358.6957543934	170640.608209493	348622.522753287	1532676.75353747	856822.535285455	0	0	387292.278331266	720106.691974454	0	0	54260.4392391525	17624.2510952392	127.897322897236	0	2030785.66729304	0	57764.8258865368	2698.63351313169	0	26007.920611153	0	0	0	0	0	247270.289223372	416420.893621112	436436.824654529	0	127871.743432657	0	135641.505798664	139951.645580301	0	68687.2572619607	0	149435.232073131	0	4660840.63588723	26199.7665954988	0	0	54151.7265146898	0	31008.7059364349	0	0	0	0	1509.18841018739	0	0	0	13269.3472505883	145400.071535723	0	673922.968676262	537.168756168392	1455362.82184609	2189084.18384295	0	1269208.26836916	13838.490337481	0	0	0	0	0	0	41924.742445714	248619.605979938	3229.40740315522	113010.074511998	6810.53244427783	0	136882.109830767	0	16102.272952762	0	7673884.13789719	2155.06989081843	2935.24356049157	0	2426519.16893552	0	0	1426.05515030418	20380.4384036746	0	0	0	0	0	2056569.76758912	0	0	416900.508581976	0	11651.4461159382	541600.398406781	0	2909.66409591213	0	7737.78803528279	13499.5624318033	0	0	77224.4035653512	0	65246.8192760251	11312.5182102605	0	0	1135504.40701239	0	0	0	124571.992501908	1013976.37079543	7807543.23519095	0	36457.1318918572	25829714.8762941	0	1165988.73392494	0	307708.169158461	5154.26211275862	0	48095.7882755057	0	0	9170.23805173184	0	6650.66079065628	0	0	0	38222.114947839	7987.1878149324	0	18378.8453003328	0	17451.5897093279	0	0	0	0	0	112408.957094381	0	0	0	0	1312527.09163445	4128167.47061867	1764490.65128871	0	0	0	43804.8330923034	0	442096.281192732	0	0	0	0	24210.9632244468	18071.8917253795	0	0	0	0	0	1323.7372919864	0	2167335.24408428	0	59248.4348321447	1138.2861737854	0
02-2020-08	378362.980911561	23515.4663613684	670683.452602058	146384.745425364	0	0	0	1001182.25080616	424464.380983959	0	308674.127438078	14814.0329356449	346667.087324417	420369.218262091	282212.591476314	234734.439269339	1939958.03704416	1704641.40259111	653210.398386888	2569978.7104244	0	443928.776685285	1671695.63402689	882923.741636006	70607.5880678641	18635.6449065909	4430.80229454628	25789.3569784111	0	0	0	137877.677006875	1255191.21995958	6218.78039350312	3064.84821592702	3175.52828949103	61620.0061592678	15049.7904907162	207943.562600873	12585.1342184249	11930.9519950019	29921.4130581342	300.545890816096	0	0	0	0	73325.0988171594	1806341.9927885	1354498.24108639	17198.6036262516	0	0	26606.4098791926	1020957.99045426	0	2534.8436360148	12793.8966336026	2469471.30541031	0	6714.59112955003	307955.15687891	27031.1334135195	20.6962739184737	9498.68989058297	43429.7810609224	5873.24260286425	0	3591.25344385341	3594.85279583923	332952.65642044	0	0	790.057760887822	4649096.69362038	203115.93174989	0	0	7446.15942066825	0	0	1855.46594869099	0	1959.84715627981	68970.7827523118	8836.40912519181	16749.5844660204	0	0	1332916.5265794	0	476.014300124895	96.2826656207254	0	0	27948.0683319076	117.878777535654	7258.09327940908	0	0	0	67765.899675058	168567.551713982	367955.454644558	370061.97539426	0	0	429831.914632815	15005.6984288899	0	0	232887.971700613	13967.2853809804	1198664.29686025	0	0	0	0	0	48704.6313961438	0	0	81110.4971624913	458067.031285592	89944.2067736937	15597.7918305575	7918.57436880732	0	0	1010314.70663219	0	0	13389.589387256	3966.4858883753	29512.8866077435	480.513490107172	10263.55218757	2700.41382736259	43172.4273939361	0	0	0	349608.657734829	0	9153.1520999441	7731.4080655446	466.116082163886	0	25352.9355501303	0	0	9475.29410267513	10473.2144407441	0	359720.137300998	5237.95697736675	0	62165.3079851198	340108.168168253	22621.9272308882	15194.6644081455	412.125802376563	22583.2341970406	0	2108998.00370628	994527.048984381	0	0	4185.14652151396	32896.2774744157	46528.8231207147	138102.636505989	43580.9538443269	3387.8900566545	0	0	15368.3331414614	17535.1430369259	423018.341323655	3172.82877550166	18135.3349805617	33909.4950584245	68783.6164490491	309681.046156111	619.988379557755	0	21974.9437114368	1096.90251767911	37743.7047613208	5235.25746337739	0	754.964079026062	404119.043884103	101759.979505149	0	38400.5864987332	452.618512217055
02-2020-53	23626.4214667079	16397.6257511375	0	65377.1162322803	22331.6483425383	0	1154.49895116366	179943.709131961	2214.63164048699	117500.448481761	129138.103962232	122029.178903594	6374.39847998904	0	81398.9772290626	133.473000981366	0	32811.4042858332	175839.201815158	59096.2338676285	2565.74214625326	0	0	2310640.38537124	268113.253111441	0	0	9172.23062157933	0	7734.63288489468	0	1760.65340784973	3730981.84833665	0	40581.7433238566	7716.7798083303	68301.6202028274	70804.4515078538	253769.581311711	0	0	11130.9681646434	0	883.302216685598	0	0	24753.7157297734	46472.4084436011	259775.866355873	0	10115.0430934795	0	0	17184.0112664735	314057.720576638	0	0	0	282152.572463073	22402.2105022928	369344.447964028	97481.1986275625	7624.1138394961	563.647131532774	0	0	0	0	0	23057.6734561567	51372.6528872737	0	426.773544539144	147.075345030422	160420.944835552	111261.22329576	0	0	0	0	0	0	0	0	0	0	0	0	157244.797500098	249.943071901411	0	1798.91000048771	0	0	777.884050305411	0	0	0	0	0	0	167041.035654928	2792288.33624379	1889103.74329099	496534.866287736	32381.2301552818	8421.55125937203	926595.927354236	14727.9380191158	0	0	94968.1655644993	5868.56131066476	329994.566923114	0	0	100954.89723909	220.1879442941	0	33964.2029439907	620.606947238197	372132.078347581	110853.152974288	699147.731923952	40700.7638342859	0	249.943071901411	496162.502119393	215160.177874968	512488.715564273	1420.59480662333	0	17138.103355308	0	0	0	0	2981.46378625254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040.35160735846	278829.349782588	704903.223749709	605579.757650002	0	14507.7500748217	52115.6809309534	1843.11761864714	4969.95645692397	3429.49099336834	0	0	1297194.34141029	375608.327398618	15073.9476458637	0	0	20598.1996227867	37326.5323636168	0	2369.35830404501	4383.35536980842	76337.2049498074	179843.391844599	0	0	279330.086072894	16589.7588608304	148284.253357782	709.87233006013	2113.46420662213	142601.023984786	1815.91293054903	10744.1515057484	0	2590.39639484217	20400.1154875723	3126.83883827683	5767.3938767999	24859.1338961536	0	454579.286214924	11953.9099796114	40251.0363341639	9037.9074740949
02-2020-28	1156786.15247695	11340.2745376619	527837.886464139	119651.857078732	0	0	0	315443.379094715	1113074.77406953	0	1382122.0488662	0	1412186.78544617	0	3811975.29308727	0	0	0	1651112.14100279	0	17211.9806832652	0	17663.7236978759	0	0	0	2939.18872797287	0	0	0	6116.63853960113	0	123.895763500802	0	0	0	0	0	0	0	0	116305.718419876	26763.3910048424	0	60.9948374157794	167206.863287678	0	23574.5046611987	78685.2463550247	0	19282.9460223979	0	80271.1121278349	0	405774.827218815	2232.9828760183	0	235.401950651524	0	0	142.003605858611	0	1079015.82868316	0	0	0	0	0	0	0	0	0	5851.69221457633	0	596387.506320464	6900.99402699466	0	95475.0283980526	0	230048.700623954	0	0	0	58307.2523921466	0	18358.493017815	13151.0587734428	10650.2704393959	0	0	0	0	6210.03688439404	384.076866852486	0	283888.081175395	0	0	0	149652.739688284	19604.1219631653	0	0	0	0	0	0	0	0	0	2197.7202356373	0	8058.94289355985	0	6748.50693345522	58006.0903824062	0	1599.20839349497	2001.39310270526	0	5705.87643137924	0	0	0	0	199589.403689449	30830.0311806726	0	0	1172753.4572592	0	2378.7986592154	0	100846.38626798	0	34669.8468048629	80578.9454479177	57799.2797617933	4102655.72123551	0	203425.407136301	0	2417404.57912225	0	0	53922.2954085528	0	0	28923.9425114295	2076.68360514036	29731.171062854	0	0	0	0	7628.16685431091	3743.55814639346	0	0	0	0	0	0	0	0	9129.21168133986	0	0	0	0	3259.41162440571	910981.722913031	1110162.27058293	0	0	2990.65312204243	0	0	39209.1969706653	0	0	0	0	271.617635367143	48102.053657019	0	36403.4344495395	0	0	0	0	0	3442794.50918492	0	0	0	0
02-2020-37	871573.893660709	211106.181898956	0	0	0	0	0	1786188.43545442	810196.44685374	0	2688362.62125771	246506.369089886	942394.261197208	0	3866033.25037753	0	159988.299291774	408480.142430817	5394208.48727979	0	0	0	135811.961528223	185727.178987117	0	0	711397.966302322	260252.431871732	0	0	0	2140.80548135261	44663.1695287077	83869.7457759218	0	0	0	0	2709.84142107996	0	25423.6030260345	6940.70052970138	43391.2973066685	1448.73474384638	0	0	11174.6355082673	65906.6653002045	1440888.19961803	323310.841603356	53669.3167261221	2374.57159713249	0	0	136245.659190393	5227.4409706304	0	0	0	0	0	0	283612.126165026	0	0	81713.5609448469	161.483172084787	11914.3822299128	0	0	0	748.974331478966	0	0	117036.851387165	6290.15403644553	0	756763.972113342	34371.3086945039	641466.525179776	0	0	0	0	30921.7205517784	72915.0349686843	49736.8170021145	2080.8260174354	0	0	50711.8677745122	0	77634.9573984768	0	9352.18256616754	0	0	0	69477.7503057367	60597.7137760456	5065.95779854561	133174.403050838	205340.463688043	1008522.38913341	186526.90517268	0	11436.0844535474	398964.938757592	0	7068.34913239698	0	139544.52970584	21729.4832227234	471521.634877746	0	0	3460.35368753116	17504.775853991	0	0	0	473525.564146569	29960.5111941309	30829.4444534443	0	0	0	0	5407.37936238202	70111.379514298	0	0	0	0	173705.141309147	16518.9595367876	31526.1289958672	47463.7491131496	259747.989200839	0	310921.237467022	2493924.57858784	78343.9454206776	0	239913.24186391	13373.8825185649	0	0	27395.2356604411	0	0	125958.412161106	4563.05306262442	0	267659.126698021	9116.87851541542	4343.12836159466	35984.6024803796	0	0	54652.057173381	32065.9441711221	158634.916516206	233290.893873462	0	231408.461467445	0	360444.281507996	251238.594999457	0	0	16408.2282187866	202804.408918826	0	0	4776.82602376523	84737.141100263	7343.63949242723	409138.378598934	0	495.215061060015	0	0	124003.696811394	29299.1991560694	2872.86252813698	0	0	21803.3041013908	0	0	0	177951.379767491	0	0	0	0
02-2020-22	63565.5217927255	4969.34660805372	61763.7239220461	0	33371.0049951591	191118.706555155	373966.425861607	1082947.06959333	67234.6735756859	511117.611078488	506296.262200716	0	0	567271.327076831	2562439.65501314	457383.50897925	643726.557231082	83062.4845289811	436747.261701831	2404265.83918273	69463.5789901317	38876.7192163147	23213.7916403805	18783.7924655015	0	0	41408.5730048274	153633.563312833	46585.5137446187	2071.96822394564	0	21512.3143788182	53989.3733521407	325112.275768238	134.091903275485	2167.32246627488	5445.12454634229	60638.3452078896	591.990921127327	0	13820.4054975933	601549.190647475	201209.370594975	5958.64687221952	0	6497.99430539425	40864.2592048647	856394.329279286	77443.5371450595	1465053.37062044	34576.8388512808	28602.2996053398	108425.7197152	8871.91763004914	3618181.96061526	13486.665649441	0	0	289693.141109716	42373.0414350533	33004.4871262061	26487.6206270175	146856.459193954	1428.32708822332	9466.88837124925	51359.185501226	17048.5439097809	0	2246.78433488257	3574.79081398867	459876.625106816	0	1755.11402287246	0	1264850.18593671	167760.890277923	4838.23452485102	82557.9016633222	3361.2370421055	129150.368321444	0	23132.3432250576	156940.17032027	125328.252441414	0	13030.7531783044	7071.11303272725	7193.28565571158	250287.007193802	534883.662705692	196640.313150032	683.372070026176	0	0	0	0	66033.8060863521	15187.1496376457	111578.36935221	0	0	21860.9533273345	239965.90373502	722587.495457431	162108.171599843	48391.2847087286	0	294825.384548415	66816.5054921379	219750.804361223	0	33575.6193068239	7269.76770424649	220144.140610831	33158.4444966335	2208.04667393632	12304.6703539016	2199.10721371796	209.580678452795	0	0	44860.1979224742	13016.847351298	0	36636.8877949353	65350.4340163259	32437.3280390187	7949.16668084228	0	221171.185262585	9583.10135408801	0	0	0	38567.8112021023	32273.4379350153	59336.163836081	9725.13944422426	29393.9384713439	0	0	0	2241433.5713052	0	0	131026.661693943	425.120997051168	0	2003.43236227151	1943.83596081574	1201.86076269139	4019.77727819177	1181.00202218187	0	536388.47184245	61751.8046417549	0	169093.863123817	191776.253517884	11378.9395846219	5513.66040801643	16846.9094181889	11833.858782401	2512.98159471835	319413.866515709	269203.898289222	0	921.757675849261	1938.86959402776	0	658176.698037391	0	13506.5311165929	0	0	0	67701.5120537561	0	21436.8256036409	0	204.614311664814	7421.7385279587	178348.190996541	466968.596880053	96025.6951189689	2611.31565712037	26452.8560595016	30094.1961884493	9376.500495708	14787.853747892	0	0	433661.16137978	39060.47478747	776.739765640218	0	2887.44565053211
02-2020-18	40347.5845299575	249760.901511669	0	138135.678269525	0	147146.234220119	3884063.68762868	1764776.64410797	679240.268817633	0	1384169.90396667	0	1352982.8133231	200467.020146455	0	51964.2046025536	620907.271895009	215239.47677227	0	1129496.75008257	0	0	131631.227817076	11923.6358458731	0	0	0	0	3355.75380093435	0	0	0	0	46473.6201920887	0	0	0	0	0	0	0	82201.6883194834	0	0	0	204929.458711527	0	714382.865005291	277463.720123638	0	0	0	6061.77654679418	0	21228834.1200908	0	0	0	23762142.6437281	104371.083110762	815248.256379332	0	143904.718846451	0	0	0	0	0	0	2023255.36560036	77539.3325066959	1677.87690046718	248204.402940172	0	631281.549071089	1225435.60928078	0	843200.971550945	17735.5158330233	282190.335051763	1499.37935786428	18428.0862983225	4847.99325709452	2109112.68359235	1363.72122548609	150437.728905717	359758.227165275	1677.87690046718	0	0	0	0	0	0	0	43153.5658996749	0	11245.3451839821	0	21669.601671991	66372.526241459	0	1599.3379817219	22162.254889575	1427.98034082313	0	0	9353.27123239149	0	51207.3750219174	0	57683.2658675503	140927.379835835	0	13687.1915667897	1019713.62148009	0	0	285546.088852697	0	8425.08401085646	0	0	0	0	0	0	0	0	10338.5776675594	0	0	0	0	2726121.56915691	0	2449300.44018665	0	6296586.49413743	0	27888.4560562757	19398734.5152919	77032.3994857037	0	0	0	0	0	208906.38396072	70249.4928667938	0	0	0	0	0	19948.8853612991	0	30494.5201782779	4262.52131735704	0	0	0	0	0	0	163382.370695278	0	835.36849938153	0	0	0	0	2606371.13777549	0	0	0	7275.55983649384	18171.0498369743	0	0	0	19570.470570981	0	17828.3345551768	0	0	0	0	71241.9392036659	0	0	0	0	0	0	0	0
02-2020-56	471266.568521938	103461.027732567	815194.108292013	212001.095769211	0	0	20671.0428785797	2224562.67677202	1267614.50707027	0	3420953.41096281	0	2188804.27955428	0	543027.547587424	1036687.47457823	0	1406967.41961831	561600.230545506	1964239.07062262	174759.68389858	327726.703518097	0	79747.4443641411	0	28533.7879646988	60888.2514401888	103039.402271427	65.1159013343195	0	1204.64417468491	0	22054.755781934	141625.457504612	0	0	84.6506717346154	0	13998.2908893453	128.603905135281	11212.9582097698	43476.2594233918	0	0	0	7999.48847892116	176788.044225144	95840.8393789182	327868.330603499	404449.514265259	40140.6973775413	26927.0530992745	66660.7760934763	0	917863.977823368	2150.4526415659	27837.0478204216	4950.43639894164	2678635.39154664	97242.4591551395	66685.1945564766	212487.837131685	159310.936307013	4296.02159053173	11971.5584603146	0	65.1159013343195	3568.35139312071	27638.4443213519	745000.79455115	13505.0379367379	825.3440494125	1598.59537775754	0	905272.190402844	190398.89550155	561841.159380443	165536.016474574	34501.6603219892	51047.6108510398	937.668979214201	149.766573068935	64399.626419642	1469.99147262226	0	57692.6885822071	70655.6366403368	0	0	0	35237.470007067	0	27257.5162985462	0	14037.3604301459	22463.3580628069	1193.24889195141	8473.20666112833	271810.051144783	0	0	74808.403247933	752375.170377262	351673.076233793	505681.950274659	0	0	577794.555207351	30887.7277979345	8937.15745813536	0	159862.793570821	1950.22124496287	337319.903682175	5098.57507447722	2760.91421657515	0	0	48849.9491810065	67691.2352320919	130500.405761643	348060.771607272	92602.9511850692	422035.691318125	0	218.13826946997	9132.50516213832	0	0	474496.31722812	9959.47710908417	0	0	0	0	0	0	9225.29532153972	1396.73608362115	0	0	12370.3933559874	0	0	6321.12612202907	0	0	11514.1192534411	38968.6111535235	0	92.7901594014053	0	0	0	334850.383124071	137952.920669356	0	369474.135761062	807018.806879489	0	108051.698776636	52717.8337202651	114957.240113141	173265.273962958	4324519.5647507	216225.489868275	21408.4804611909	5033.4591731429	241884.410789063	0	0	0	15924.0936713078	494.880850140828	0	0	122338.127529386	11413.1896063729	63427.7715922273	36349.3240223505	54573.6369082932	392.323305539275	87201.5871693874	201497.900883985	6168.10375389342	0	0	877.436770479956	15071.0753638283	896.971540880252	0	4488.11349946797	174113.408577837	2754.40262644172	0	0	0
02-2020-26	640690.177701288	0	165490.195329903	330119.322776461	824749.00501557	0	746646.065346714	3123922.73303067	469129.82494375	79015.9685451624	4168672.72649119	0	641490.005842929	0	1318114.92167589	145789.555998884	778741.257248557	0	210033.75654528	486082.098897109	0	110940.431470135	3260.55230827051	356038.579515001	3264004.00280289	0	0	56644.9053259244	5428.06801462223	1814548.39267063	0	0	973307.339639349	0	10199.200618244	0	28428.2303986318	41978.9150628272	100685.558359434	0	0	116340.663238529	0	0	0	0	0	965351.740467149	511979.086638666	376429.557752494	199190.610764276	3932.33371725966	0	121304.793816004	608583.851300953	0	0	0	1196123.50045291	0	501859.683259611	0	21463.601592178	3065.69858466869	1885.44174456622	20240.662507858	634.666414017368	2165.65995660313	6623.17085271341	183587.466878141	0	584.561170805471	0	1002.10486423795	669780.910760166	295182.978009528	0	371474.705923762	14075.861843046	91976.5247893065	0	0	0	30425.0171281133	0	294147.469649816	33165.959506779	0	112738.652976518	0	0	0	62019.1565978376	1950.39298576682	0	5082.89856138471	0	0	117507.929830391	10759.6370423178	22551.0709448511	0	55230.8240174998	4200701.11140208	0	81413.5972203391	0	301119.521455264	0	111315.29291935	0	0	10119.4033790547	82762.7272875631	0	0	0	20762.1281872115	0	0	0	0	0	0	0	494375.444523552	13342.8406923534	116680.265442521	3308.80180173382	255338.175157578	0	547.446175833695	0	0	14439.5887937694	25004.3721124854	0	2540.52140581806	122761.557368646	2846.72011433521	11715.3481628411	0	81972.1778946643	1144.99759487929	18075.0025512549	1376.96631345289	5643.33498545853	61553.3634109418	57431.7432193261	0	1119.01709839904	0	48566.8266703174	91397.5308677468	162838.32893917	5461.47151009683	640.233663263135	0	28864.3315895501	0	40444.2100207442	0	182839.59972946	43003.2889240482	133146.332961749	86142.0475797433	0	0	58775.3060373044	45541.9545801177	48577.9611688089	1942.96998677247	272594.792069705	9031.93402638167	0	0	0	0	90443.6754969722	0	21233.488623353	0	11234.7089779566	0	15319.2141746005	0	0	25078.602102429	21142.5568856722	4494.62589108207	1840.90375060009	0	796558.310584758	10509.1108262584	41613.3323623552	8651.50532792097	187.430724607468
02-2020-16	0	0	3480931.39973996	972951.219472032	776575.481471369	0	0	6334874.90783484	325466.389609288	0	2865656.04421926	0	182002.12892946	0	424412.521331027	57647.0426186803	0	0	0	629319.907184505	0	0	0	0	6357.00759519365	0	0	0	0	0	0	0	56240.2029783336	12027.2866879808	0	0	0	0	4296.8220879741	0	0	27054.2416260567	12547.1020127191	0	0	0	0	54113.2522000468	105064.691920264	1130021.28860579	23415.5343528889	0	0	38342.3413843638	509409.480347634	10343.8480674981	0	0	1401140.7475663	0	537355.515237232	1143150.20226638	84644.0568695365	0	0	6957.89503479936	0	0	0	0	0	0	224.140552868793	0	364376.235797724	36945.0396398839	93705.0579429558	63083.6432627319	10720.5949542351	6361.77654312703	0	0	0	0	0	10596.6023079672	25947.8457055129	0	118598.966155192	52448.8893712977	50441.1622913453	0	9576.0474502242	629.501127205973	0	0	0	7415.7140364037	0	0	42534.2466178036	36234.4663978105	335094.89548678	329024.024767589	922214.382408817	0	0	351471.462690002	5837.19227045539	152086.518543376	21932.3915456081	399470.923639457	11702.998228511	967133.10299331	0	0	399475.692587391	12270.5030325831	0	72182.7959196182	0	0	62821.3511263961	399885.822109661	298216.621117963	71863.2764080819	4554.34527637655	4888.17163171305	0	922805.731952556	0	0	4416.04578630857	51786.005608558	0	6352.23864726027	2236.63658075456	21641.485721672	96990.8630690537	83256.2930209233	116705.693825641	0	120291.942671541	0	470056.122001394	59263.7159680957	0	0	260260.564516203	0	0	84949.2695372727	0	89656.2211475174	861462.754685508	0	0	0	0	0	44360.7536762876	0	0	1943193.67651791	0	523687.710460169	298865.198036903	0	24545.7750130996	34193.3566823245	23472.7617280894	74996.4752003116	2794.60348895985	0	63255.3253883335	0	0	0	120687.765350012	0	0	0	0	139162.66964392	19109.174369048	0	14240.0785290685	0	41508.9228121272	0	0	0	81429.7859624393	0	0	0	0
02-2020-55	264756.000768457	52097.7139537431	18353.9447959623	124152.913266182	75173.7733289237	0	0	2003800.94735343	305896.187543522	1405005.23381867	9897.17730440363	98282.8059407839	482679.592850849	0	773404.620654743	295329.13290447	0	0	765274.114662961	356282.764056945	0	174053.568396959	301276.463541361	105540.388877311	0	32627.8854112033	4211.89712743952	17767.3682697675	0	51219.5845979605	0	0	849789.726573264	11158.8374657751	0	0	0	1023.90577057656	76884.9107692432	0	0	777.474212234407	0	0	0	0	4149.42152109926	284753.401097871	350755.408329341	463799.811701522	55962.5243792923	10141.8734292363	0	0	327486.715834612	0	0	67386.8831720135	823836.318439412	307053.721694326	776313.207216584	259067.249724474	65750.3693726004	0	24528.6172225918	28842.9049270889	0	0	0	90511.5346854587	0	24.2960691323252	0	1730.22720892345	2171908.92054701	258079.788057596	110946.264259254	221739.810369676	17047.163363345	38052.8505617497	27758.2589836816	0	0	104587.635880622	0	0	73814.9288910229	5247.95093258225	147258.475011023	113323.808167203	5303.48480488471	60889.4201126259	3684.32534056618	3800.59938569945	34007.5550512175	0	0	13862.642873501	816622.121340621	0	0	71421.7660814889	180750.606309934	1091327.36241877	637952.29980852	0	24296.0691323252	246367.347302306	0	0	0	542529.488291313	8956.57234228075	268547.92298661	0	0	224363.785835967	0	0	63961.1374243556	0	607929.300095004	270462.106147535	147600.355412385	0	0	7620.28854000286	0	145207.192602851	327136.158265702	0	0	2292.50766598583	0	0	0	24681.3353714235	47543.9364249416	9386.9598526248	0	0	109721.048201581	101168.831867002	0	122337.649815295	6582.49930135068	0	2438.28408077978	424736.938837272	0	0	83099.4981665901	0	0	330318.943322037	610502.947989521	0	170818.720335341	1482.06021707184	0	16307.8686883186	67773.8848446212	1620.89489782798	274309.56223799	791381.976379154	730844.849268947	138829.474455616	287500.592343333	333472.226008711	97120.0654894512	0	0	10818.6924979225	100.655143548205	42363.6673992279	0	487.656816155956	0	1043805.98662945	10242.5285727845	2481.66991851608	0	0	0	87052.8157011213	0	11167.5146333223	0	58799.958167246	126.686646189982	0	0	190708.523787168	130.157513208885	0	4826.24058978546	209.987454643668
