feature	X1934	X1867	X4837	X9226	X17248	X17244	X1836	X15342	X1814	X2303	X1871	X1812	X1855	X1830	X2301	X1877	X4868	X10068	X2318	X4933	X4198	X1815	X4608	X15286	X1790	X14861	X14809	X4938	X15106	X1949	X4581	X15300	X9712	X4532	X1844	X4874	X4584	X5090	X15271	X4826	X2290	X9283	X15078	X8071	X4285	X4041	X4951	X4540	X15132	X4820	X4303	X15452	X4575	X1861	X2295	X4811	X15249	X4914	X2325	X4262	X1965	X4749	X4910	X13976	X4716	X15346	X4993	X5082	X5087	X4577	X5089	X4925	X15254	X15154	X2328	X14027	X5792	X5062	X4557	X5825	X14853	X15120	X9262	X4644	X15234	X15126	X4670	X5075	X4046	X15143	X14797	X4705	X5111	X4936	X5190	X5045	X4940	X4721	X9260	X15265	X15124	X4652	X5121	X15236	X6754	X4552	X15350	X14993	X5043	X3813	X4643	X4959	X4768	X4871	X14837	X4166	X4714	X6747	X4121	X5051	X79840
SRR628277	0	0	92750.5641476365	4171.31224933995	983.568482852764	15302.3693243833	73.0790071085117	367154.553175248	440238.432217567	0	310097.837302173	0	89008.1694554026	0	235150.256196518	0	14335.4778457169	15787.8762664812	328476.832825825	2984.43422106991	77.0140305682008	884223.943679105	53825.4994664615	65928.8821001871	129164.89647946	259302.305899672	0	80679.2238477969	133407.601297283	1106010.86020652	24962.2897717115	9154.17624172339	97.6260582141913	24453.7348350641	0	141181.333832934	11096.5787742537	89415.7254565847	3319.2859792825	5342.82494791024	0	0	11393.9541185645	106.995161689641	59769.2587112871	8961.92223840715	114830.168162021	35536.4473361741	2401.67598489691	74276.9406788828	23536.8743689565	16516.0429885932	10294.5835167552	0	217990.743181231	19538.1410056344	44520.2932767138	131494.617749666	0	64856.8692805261	0	6577.86016804409	4519.84289862669	515300.129003553	10633.182916358	0	93417.831697158	43269.1431986022	13540.4157247902	63865.6181328235	12149.6660048943	220241.389218103	74661.8234496543	12946.7893285856	0	8405.2101098959	0	139528.623979864	78248.5036421261	89829.4650660606	1441.71764280228	7618.5801820971	5853.06632318326	79852.6815391927	0	217.175818560936	890.814358445807	132933.899425564	0	5755.62764703858	3045.70815779936	33900.78925143	0	7031.32477625588	7423.14068359921	30260.1430229396	116541.341220778	23375.1636429703	47395.48375126	1776.38201894536	1518.35690923146	0	139725.00038871	11834.3019819107	14504.121708275	11431.9926786748	0	2913.60379879551	19528.0223738809	483.820503472249	108.119454106695	10775.5932891848	8771.542055786	0	1271.94948782712	2871.44283315598	0	0	2943.58492991695	0	395.001402524981
SRR1804539	378465.57627203	140076.5351388	22802.4805959534	0	11308.7647989522	0	1415939.4757248	263221.329852426	2878578.49685009	0	676195.97064724	0	196907.672948141	6814677.72019934	0	0	0	5278.66433425683	0	169837.360831167	3838.60561988707	0	3574.55608179181	60373.1239040542	0	51721.1394795936	3988.66020320993	0	32417.6060668584	0	20089.8659578999	0	0	6544.24097499535	0	31513.7889254487	6408.144957563	13780.5941753946	64070.9806512121	14336.6103833661	0	0	62648.3701442054	0	0	4968.08624319324	1982.11635645078	3623.41106240855	11228.5030450818	6546.56740264377	5700.91095244441	13444.4253801984	4488.84214761946	17508.6944819819	0	4829.66379811246	30056.2820037158	2505.56257734447	0	393447.770327831	0	0	1310.94197988265	0	1426.10014847926	0	55918.0149573368	0	0	9385.972347536	6289.49714749376	34585.8366351825	0	3882.80774520698	0	0	0	101.199602706114	4300.40150809773	57269.6694210667	2919.66669876259	0	0	2806.8349578144	0	0	20331.8144333352	38914.1552750613	0	22175.5083447052	0	1576.15473180212	0	0	2496.25686675081	0	35098.8139316583	17048.0618075954	59706.6023827829	0	3039.47772265604	0	0	0	5639.26061976137	0	0	2709.12499658091	0	0	0	0	1208.57916335232	0	1383.06123698355	538.568000608398	0	13012.8730514172	2577.68183444538	0	0
SRR062404	1691072.88965498	0	88782.9155023494	0	3089.18214622416	0	1316218.38203097	161078.234215975	7362807.46626255	108633.889783333	493985.979043184	437251.886860413	0	37323.8805141061	38730.7332708685	2094234.86354051	35216.1639522899	634.236898540423	437936.093938839	77079.643115949	1424.79077005444	0	127431.64642674	23492.39097927	174229.360532377	202143.471788138	0	3182.71607267558	329407.269661931	2190538.93175889	31875.849619977	12885.8999770122	0	16408.157015573	4052.70971734011	24364.947197262	23796.0559185712	11212.5395941964	113069.704213125	2984.11663979928	0	188514.425546169	63715.82321337	0	0	0	64043.8325992818	119828.491364237	40677.0077130562	5995.14029953664	5477.50048739456	125595.562637632	21897.1890829411	0	387840.347960791	27671.9480763182	3175.02835269327	51459.0349882433	152255.294249613	94028.503103611	606868.615403406	15016.6796987753	43015.3558743416	97595.605175402	4184.68224370307	0	146516.41128282	4856.07645549132	0	12038.9694922946	1217.22233053212	675.238071779399	381769.611748095	8671.7481400436	0	5865.73034650112	1486.29252991291	20708.1550590107	15722.6686504839	0	65008.6414570615	2736.8283137017	0	0	0	0	0	44113.4185451479	2838.04996013543	13301.0368560568	0	10944.7506814794	0	7669.7819690161	17194.8670270959	16146.7745361746	113905.103117869	26926.2392380343	0	0	9696.77747101802	4663.88345593361	0	0	20392.9585397361	3825.92197786202	0	1631.07792291305	0	0	0	9917.15877717752	8138.7328879369	0	0	0	0	1752.80015596626	10156.7593832928	0	2977.71020648069
SRR1804779	129271.536652197	0	25313.4340662546	0	0	0	150313.909164204	678850.457855205	5406742.9792809	0	5772656.15896546	965767.673954874	0	0	0	0	1486.94721564815	0	0	41633.5125695701	259.433424590343	0	108.013137864462	3688.59818464247	0	2605.43840026333	2163.29116302376	0	421712.564811626	146316.413594641	1802.91088061616	68527.774429243	3490.74234332065	3538.18736649476	0	5312.83312692209	0	5680.27968937689	13790.3502464151	0	0	0	4317.49710884396	0	0	0	47669.1251984637	89.8427034573562	1937.17020151311	2870.92863632271	623.85158131063	0	0	0	0	0	0	192952.852437634	0	315260.065369019	0	0	0	0	0	60332.9085116383	35898.7215769719	0	0	1762.53213748926	20074.2921455392	0	0	0	0	0	91610.2829377363	33061.1054037289	0	0	0	0	0	0	0	1430.41697527049	1311.29968304613	0	9073.1035806148	14611.0482004694	0	2406.57309036334	0	55731.7507323278	13451.1688041491	0	50363.3968336063	0	0	0	0	23993.049166005	0	0	12943.4061093283	0	0	10854.8156210893	9220.48599302799	2099.69464259889	0	996.345486656298	0	24325.1643282237	0	0	21138.272026933	0	3777.43141952165	0	0
SRR062376	159186.206708492	191127.366711536	1711.77455184792	178010.4308108	0	0	3362947.34165693	140252.532600462	829336.23448225	504646.319659753	994142.051699558	0	0	0	31854.6591920712	0	6002.09708795076	0	1075457.52154169	498128.159910417	47.6637121690207	850098.782879432	40405.8822197281	25317.0808933327	93473.2470905774	359738.631170784	0	0	161046.268364865	126647.190760216	3740.13030304069	30341.777661373	0	0	1111521.8868678	5973.85192518393	0	3301.15339837292	5037.05402675083	3151.10097117415	0	0	8095.76977804182	0	0	0	0	0	655.523152546779	6358.69226788195	3417.0762538951	8961.36632866687	6365.16511768268	484480.450326021	0	4209.70613403919	104476.50331093	29945.7569417465	17639.6925887745	406095.416120948	0	1394.01647072111	23068.6482489151	404096.482414304	564.903255336542	16536.3659181953	12034.7931022322	0	7869.8084759072	6112.72397545416	3041.06252456172	0	15243.561280722	0	0	5125.90860128814	0	2745.07675640101	0	0	0	66.4938206802388	0	5268.31129690423	18483.5168264335	4011.40155378042	551.95755573508	20462.4435427843	0	3782.49804719093	0	357.183620822168	0	19813.3932400382	1477.57507723964	13856.0176598016	51556.8371037151	4234.42065146016	37609.6111058122	1970.68854387717	643.754334727268	7587.35684823893	0	5233.0048434457	0	0	152.994631653647	0	0	0	7792.13427829842	10561.3371112294	1804.74821262206	10773.7642728716	0	753.792781339698	0	0	0	2098.38021721886	0
SRR1804552	717668.120916146	0	13221.1027533649	0	4401.25279220474	0	0	54821.3560062584	0	0	2575912.30105882	0	262573.238259069	0	0	0	0	0	0	0	0	0	1503.80434097271	0	0	0	366.57574645906	0	0	0	860.65610038214	0	2911.042692469	1191.13679252234	0	3434.65536356206	5830.05442290451	0	7939.50564933132	0	0	0	24322.4414076404	0	0	253.602914110424	0	0	66118.1704741828	0	274.228659435486	0	0	597222.206022689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32918.22077186	0	1144.72886554095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16035.1106894182	0	0	0	0	0	0	0	0	54828.8562772857	0	1141.91626390571	0	0	0	0	0	0	0	0	0	324.855488869729	0	0	0	10083.1768623202	0	13546.895776113	0	0	0	0
SRR060364	697724.261836415	197125.581985181	20894.4140783685	250971.464898565	84466.5957938238	319502.194398313	1767010.77215856	223175.122334553	3896697.28885944	94266.611528412	476944.939808658	0	0	3284640.77518786	9185.70796361467	1261457.88081318	7381.81126202677	0	976343.190003908	221272.213674585	0	1070954.53659909	8393.61229657127	95646.9972255405	105569.151799299	108096.486240586	0	635.989221713683	120874.810591858	417028.973403032	2655.9777156793	20117.4954268433	2343.04210999518	17860.4564047844	61831.8839360388	61416.3227968509	0	35645.7504470026	1773.54267055157	9594.04195255584	243518.104849095	493646.884028889	65584.2203441495	0	13864.5650333583	0	724.883169748663	16110.0406150224	0	5087.91377370946	7456.97362459293	38938.4400994202	7232.93196694379	204122.908854081	508082.39393174	10274.8395057994	15035.3633733312	220942.655623333	1696.93487793605	173299.113051707	341453.94055778	3772.57242880162	4278.47294607387	257376.888162256	8240.39671134024	944.588537249754	38533.7196856024	12442.9845798233	65548.0845929158	3857.13008668855	40841.3487593886	0	120528.630095039	2577.92449301444	29503.3954522928	0	454.587750520348	114501.186789253	0	0	1808.23299173595	0	6222.57636244865	8870.60421285653	5207.88446780545	0	2030.82921933574	26233.8326806647	0	8241.84214138959	3599.1208228797	3672.83775539652	0	17264.2165094278	8055.38166502353	5396.51308924553	12868.6637293566	12421.303129083	0	1668.02627694907	2217.28969570179	9092.47772543164	112019.38339452	0	8554.05503204903	1012.52374956917	5446.38042594808	5431.20341042992	16.6224455675167	0	0	72.9942174921386	4068.16287389355	13860.2287432102	398.215978595726	0	1027.70076508734	878.098754979687	778.364081574587	0	134.424994589483
SRR060352	604960.040118167	404850.378513758	36454.5378917246	1823.71868017686	0	0	1246313.94418604	208545.673157626	564288.663256411	14823.1107568565	0	4269281.09164409	1842.38758541219	13282.9260749414	141817.17181365	104119.984917199	2034.91067065159	0	1282774.31611066	96702.5955058845	65033.1313872919	525935.731063568	16615.3256594488	32381.2161306898	480742.97871513	628470.025842341	0	2149.25771521802	353390.708039133	141315.444985451	4650.89101675301	1295.15530070141	10148.8836085594	6967.00207251184	132562.062043233	5587.83669825142	0	26540.1824051841	3579.76257887562	437.55246645318	55397.6426727043	305779.165656141	18615.2321327841	857.602834248234	2931.01812194771	0	64813.7717507767	1131.80237989223	0	2852.84208127474	24052.5507825756	0	14032.0158975092	511511.668156117	663457.887866515	14303.8818299988	454069.780360144	2807308.62140575	9099.92449564895	7153.6911248652	141817.17181365	6941.33232781326	27125.9193069428	511964.389108074	7892.27968823817	6033.55681074506	7948.28640394418	24875.1494195076	183288.977987372	4303.18265674488	95644.3019403564	0	226115.446597232	268.365512757951	0	0	830.766282972439	129772.227517127	3271.72564249258	0	1463.17544781944	0	74138.8899158269	95753.981758614	0	0	0	9894.51977472792	0	3522.58905659241	0	5983.38412792509	49472.5988736396	378.045331015548	8297.16157052951	12478.9963432447	41670.1632918465	16861.5218472398	66636.3236243764	1396.66747291855	1228.64732580053	11193.175495161	74600.9453204015	1358.16285587067	9003.07954974064	1351.16201640742	0	1641.69685413233	0	0	4489.87170909824	1356.99604929346	2913.51602328958	3391.90671994506	3521.4222500152	0	7956.45404998463	0	1095.63137599876	0	3169.04666369824
SRR060356	223255.928509637	2357416.64120657	38149.8288016362	0	20360.0413839303	0	3312073.7573008	100069.139897601	0	108412.219400721	2203740.04415542	2973285.20574901	292.73963168843	2958956.57657663	0	1082726.80176283	3001.55702357871	0	4039209.7284517	67448.1869397867	0	5248499.5825787	17693.1833392487	117535.937921677	709493.529347803	105246.728183397	356.16655188759	0	36503.656272775	937554.291012219	10044.8725620023	57416.9755605964	2231.65179223813	4371.57849988056	478935.698625084	16608.095104457	8541.1666538961	3111.82228484802	129841.736239086	3597.77007345081	0	0	6125.08889369426	0	0	1483.21413388805	20500.5564071408	32572.1630191994	72615.0414390875	4120.79821540081	13193.7752001976	0	9915.09132528714	474054.753166066	616765.323614176	3742.18829175044	37326.2546378195	55855.6975249248	2365.33622404252	36813.9602823647	240909.104099222	839.186944173501	5763.0675491729	54626.1910718334	0	958.234394393462	47248.1765545127	383.488917511844	0	9629.18228500477	266.393064836472	25674.2414978476	76.1123042389919	349.335960481527	168189.652191499	17.5643779013058	0	5709.39861669669	0	179545.022504693	7863.96230592354	6075.32315630723	105944.424305588	0	0	22172.0997040817	3888.55810759465	1240.24023958665	0	6125.08889369426	8238.66903448473	127.829639170615	0	803.082389598594	0	18138.1475794151	225071.890024877	53482.554910704	0	0	0	1503.70590810624	4798.97836214567	0	15217.5818539369	361.045545749064	31501.711765992	0	0	150.273010933394	0	6832.54300360797	0	7968.37277455908	6887.18773485647	0	0	0	10799.1650129862	0	5396.16721079007
SRR512768	31810.9637915854	0	14897.7533283293	0	0	0	97994.1762219438	421924.648353951	342918.901888467	284878.586664696	91182.1562966325	0	0	344.541834238886	0	0	0	0	2788.38104863919	110951.824701869	356012.704155075	0	46370.4113369742	26080.7255429065	9175.31014377342	464368.252833026	51.4474232121414	1987.74135137819	1116639.99082516	330554.717623777	4815.09772063264	89294.0185423822	0	1510.8566506946	127527.075829479	38088.2423180554	0	11375.423686593	7273.14127410162	7383.83118464896	42278.6955669608	0	86507.0232829204	0	9765.48310971203	0	40192.9096312793	14363.3583767823	1879.82301918572	3328.31915689591	6317.11996532112	3710.10407527827	11446.9650528779	170901.757412141	656247.567142183	6895.68694689874	616320.902256617	21439.3711403943	0	0	0	7704.29493192997	0	185102.112336928	1551.21776048729	0	49615.4099195771	41516.1650720792	0	31565.3326598857	1328.27892656801	0	0	18908.5736551102	0	2274.08004016496	0	48518.0381146986	0	0	402.05208510229	0	3494.26741089332	0	0	1240.62776109548	2816.09683218782	37204.1088228541	3228.54233612085	27409.8705877104	800.120026319465	14119.8059288487	0	19642.5222482073	2310.11055877817	0	10906.853720974	28709.2211651995	0	0	5694.90062465441	0	0	33478.5878429769	0	457.830099493905	3206.7161565763	0	0	284.779675962157	1716.64634354317	2204.79058129339	4339.59880912649	0	269.882442304769	0	93.021098535084	0	0	0	1111.4029203
SRR1804173	385232.384925219	0	4894.0985661133	0	0	0	4613209.3713387	195064.142389495	4188586.42791376	0	379396.212914102	0	0	0	1261339.97397135	150.407519422326	0	0	1177871.00584259	143468.058720835	441.315476149341	0	22005.4306709323	34254.1867436487	0	475242.729183107	0	83223.0923634769	333454.371203126	0	1396.89857858699	21315.5374980132	409.792942138673	0	0	5846.07909323545	0	7207.85256249627	6047.82331090372	0	268101.853692211	0	1747.24902801984	0	15305.5412279222	0	5642.53358790943	0	0	9143.33615075124	224948.405275437	0	7550.99786129811	267922.625570265	0	23337.4828938402	363507.955128896	180889.809810641	0	34770.2556575948	0	0	107974.586068653	640479.34924788	1263.60329191332	9449.55505256915	39453.603567751	99710.2782948847	69215.3788929653	0	22027.9467666542	52241.8452939643	248528.161359244	1519.38613931416	0	1874.23980789138	0	317040.137421857	0	0	0	358.45624389273	8769.56896176761	31285.6646836727	0	3142.34631894908	735.82600819186	11874.0882399039	0	14148.2139078163	0	2924.39051236104	35021.5352858512	40566.799340242	2626.27740500301	9366.69582031254	69129.817729222	7562.7062310735	0	0	728.62085756085	18791.0328456732	19415.1790190844	42208.6730402834	0	0	0	206.247436812651	10238.5190466647	422.40195574294	1214.968525154	5937.04411995195	1116.79834780649	34152.4139909857	295.411175871395	6307.20873362007	696.197679721307	1016.82688280124	2539.8155974309	0	734.925364362984
SRR061236	540528.713001935	436041.606550321	13343.1675407188	2832.68035588131	0	0	1101004.84465356	54833.2709713766	4359175.82613197	44351.0352528544	4784664.56829798	0	751952.3280347	3158857.66022467	62274.7071988281	1222340.18390008	0	0	348561.882820521	30354.3171247082	67084.9901967809	1258520.89509455	19858.8973885722	0	127916.047466897	141705.588175398	0	0	138041.372994302	0	0	7865.20822218108	838.126834020733	2894.83358177498	0	17585.5960657339	0	0	11347.6723033144	0	54418.9161320855	62986.6441499738	11765.7940047809	39.5520528414278	688105.897593197	44868.0370864245	53240.8299867373	7973.50550972309	0	5312.2173828213	5885.722149022	0	23252.8402085842	2161598.79188971	134533.482593485	0	34494.0986554443	301857.500423602	4676.55939072692	0	288264.778263765	1464.36767067667	0	0	339.959311327511	0	150602.916633631	52370.6848242258	0	5085.26393675501	2339.2214109073	0	136085.429809739	0	28740.2166825604	27340.8273844089	58632.1514752414	15902.7503888855	0	0	0	233.545454873193	23708.6305318045	0	505.70124704397	0	0	7012.9556550027	0	5421.45638590714	0	11491.7547815225	0	15349.9633646494	6558.10704732627	0	0	15769.9684972036	0	236.370601504724	932.298388405085	0	18162.86769411	0	0	0	0	0	0	0	0	21855.3343415204	4752.83834977825	0	1265.66569092569	2551.1074082721	0	0	0	10163.9358647031	0
SRR1804305	199657.522045207	118781.195436698	45176.0843119193	0	9664.93864091291	24141.3358661064	1482055.30837547	848505.073561799	7508479.22199661	1423600.43880038	2569140.29274832	3016891.08679166	0	4867375.65707897	97635.3902425266	847450.034452395	0	22454.4739045558	1653755.0444049	584041.436548906	0	2053.04907775914	29616.1334067974	206793.668510663	255514.564168831	32421.0666862798	0	1806.9233111272	246269.840251436	663963.275428281	8980.58894832653	87620.772920972	0	1896.96932330962	267892.889310174	7079.1173244078	0	91243.6241444446	8516.85198558708	297.151840201981	0	0	15102.2170098613	0	119732.681632092	0	0	0	7202.18020772377	1419.7254587428	6974.06364352831	16551.9578059982	23368.4409282073	191586.397819923	0	13781.5421645191	9846.53143214746	185993.039696525	2089.06748263211	215394.563440954	0	4674.88879913722	28053.8350954325	207.105828019562	5276.69631388972	13753.0275939947	69883.2092879053	3837.46088584073	3148.60889264523	10841.5398667632	14434.3757528417	0	369619.370039522	735.375766156417	0	0	117278.927800121	12589.9332699718	0	0	154.578987579818	4727.41563957697	433883.708167244	0	0	0	0	21984.7338743375	7247.20321381498	13277.2844962976	0	6663.40490149897	0	7999.08741553817	24240.386479507	9259.73158609203	49211.6464245614	13768.0352626918	0	1785.9125749513	1614.8251518047	16422.8918552034	0	0	0	0	1794.91717616954	3847.96625392868	1493.26303535844	277.64187089579	0	778.89800537792	1263.64570429327	5755.44094532625	6814.98235533937	8504.84585062942	0	0	820.919477729715	1064.04371062224	0
SRR1804121	97494.5702521313	21957.452401323	21955.2206126965	821636.330510308	0	0	1545078.42503409	385487.922292109	3818844.76375844	172607.648263914	962621.76572606	0	142.834472092765	5551617.72817124	181510.253094821	2907933.54050721	0	19875.1936128456	319957.028747987	19268.1471064514	0	289207.445052766	29110.3349490935	45454.8389548961	87025.2498054569	194755.918592799	0	0	172239.40314055	432058.65556023	24509.5026956679	23191.6315117495	1246.45394787202	9508.53544298791	0	96174.4672795865	2221.74557763044	8660.45576493712	89117.5516427533	2006.37797517806	383182.484640987	0	26745.7548993703	0	164587.715834768	5304.96156507036	15625.8680680859	7730.91580202092	22130.4160198728	28930.6759646643	26620.7747362891	4221.42818692915	3903.3983076601	132889.621973306	0	1103.61947577926	19486.8623918434	26674.3376633239	0	44094.5637870752	750806.054872681	0	0	128843.389193554	0	0	9983.90642042165	4116.53412148602	0	27137.4338033122	4168.98115420759	3650.09029855809	11738.0922808109	13167.5528960518	0	487.645814879207	87566.4585473709	22855.7473234689	0	0	2717.20265270221	49670.6876702591	1541.05004656335	0	0	6992.19376666615	0	0	0	10236.0985352104	1048.94065443125	2563.2092374772	0	12408.744763059	0	9038.7439371203	194.165610501103	165.15235835726	68626.3843690076	31179.2030058121	2633.51057921036	3124.50407702924	0	0	11665.5591504513	0	989.798255830334	0	0	430.735204904745	0	505.500123890802	1138.21219948922	3648.97440424486	0	1111.43073597183	0	13373.9933439984	9014.19426222936	0	102.662276816675
SRR1804286	0	0	6807.87615676631	0	0	0	0	265255.947793158	12336866.5359446	0	0	2151209.27034743	0	0	4319588.71574424	0	9956.86088985588	0	0	67636.0133192509	0	0	16269.7544542961	31942.5449781487	0	147275.976339837	0	0	6661.12252386562	0	0	0	0	0	0	12944.1678917837	0	0	30268.5586231967	0	0	0	89932.6161213163	0	0	0	26704.1864885068	1785.9170919102	7802.81604083885	1206.36460943795	669.097072038779	0	6805.38880705613	7506311.51863668	0	2974.87025337688	11494.043010748	4293.16559977298	0	60353.0533678399	0	0	0	30417.7996058075	0	0	23493.0180126627	0	0	4290.6782500628	0	7243.16235604805	0	0	0	0	0	0	0	94534.2130851518	11844.7593198835	3556.91008555931	0	16779.6611448833	0	17379.112425037	0	0	2161.50689814758	20433.5778691397	0	0	0	1855.56288379528	0	8158.50704939478	62280.7493932304	0	0	0	1246.16220480085	0	0	0	0	0	0	0	0	0	3049.49074468232	4415.04573557187	0	0	0	0	0	3636.50527628511	0	2815.67987192527	0
SRR061499	531605.80961326	1129312.58479817	19712.0336551616	0	0	0	5001879.47740708	421810.813985804	338765.5518051	74207.9263492606	0	2191957.70813806	0	105105.218965991	513290.795278523	365608.352433229	3500.13529954117	4436.87671207733	1222928.05326353	224294.941913343	3577.01688415537	1683052.19798194	55305.1725321432	29369.7769224216	0	303161.285330346	0	624.15707509159	404183.687513403	239112.855747932	1614.51327689818	18205.7615566019	0	0	1560491.82450914	17438.968910055	0	1278.66214410984	23957.718005501	1641.82647143217	104722.834242515	0	138317.051919527	0	103659.642855284	0	45709.136852534	1506.27209855977	5215.80855619488	9598.05887920423	11955.086407508	19842.5300290463	4078.77038374278	194821.981811571	362527.019449876	3824.85883455641	216575.423858199	136104.683162274	9569.73408487268	275961.38997368	0	914.486216989948	1575.06088479353	319749.498810657	10524.6842937648	0	58757.7626411992	77151.6817601464	11126.5861733102	3887.57802200483	3396.95212019054	57633.8752661154	240189.197932531	13682.8988617323	95033.7313815306	5879.41802339112	0	32879.0166201408	98060.4379758159	0	986.309802616371	4144.52437058387	52378.6143178158	0	70737.1274438485	1570.00288580575	0	32160.7807638766	235.702752830374	6752.4286486813	0	66777.7258362173	256067.268354958	8024.00959420826	2810.22423760849	6229.43155334524	63601.3024718938	26769.9654427046	0	2987.25420218066	15372.2705236496	0	0	24045.7271878883	6781.76504281041	2542.15029125635	21247.6421478505	317.642336432349	711.154657681342	0	900.323819824174	0	5052.94098878848	0	2478.41950401037	3208.79455784526	1648.90767001506	589.762681974712	643.37747124514	0	3934.11161269237
SRR1804168	0	2224870.72065006	6355.31631269849	0	0	0	1252964.17230053	79409.4655733986	1262.86343573613	0	1439174.57983065	0	0	585216.683031282	0	360201.72150312	0	2950.13548954698	69.383149876334	15419.7292501138	200579.477653534	720822.895685037	1628.25132242254	22267.0351710263	109972.743093924	33039.8955391629	1189.8759663857	0	21030.7535914117	0	878.552871810723	0	0	711.853096133817	0	4072.88100572766	107.228504354334	0	6074.17939371906	246.445344041264	0	0	41996.1788923554	0	0	1040.29670821075	61546.4582597824	2035.53942299531	1940.92603680031	829.894558910437	2295.05042513017	1131.75631486592	0	915799.008176155	0	0	2197.28325939533	48635.3353636389	20491.9078300344	0	264.917481346003	0	0	8753.08984284038	2555.46250713355	0	4202.63650679509	28617.395544448	0	1730.07334756573	6455.33617810464	0	26451.650080451	35.5926548066908	0	0	8195.77194415839	1407.93729456847	0	0	0	50.4604726373339	0	0	0	0	0	0	0	6661.23292806233	39.647514215048	0	0	12842.1902862015	0	0	0	4567.57385354724	11391.4516978781	0	582.548135000649	0	0	0	1643.56968018745	0	993.891094981772	1162.39303039573	0	0	0	1724.21632842033	1006.05567320684	0	0	0	0	0	0	0	0
SRR061903	620207.964688601	77635.9576066322	30226.0780630611	39183.2592839755	0	0	1572494.68160283	91850.1547381677	4948714.14659307	0	414025.523339184	0	270965.564388295	4908095.96481404	1013850.33337184	216283.328351155	145.104521972289	0	1369019.8503266	183491.721726	0	29309.0980978195	14143.6602111323	697742.147595794	224582.500871737	437694.690815622	87.6673153582582	0	446605.519203129	0	2806.36176175574	2642.11150424544	692.269490242797	2227.95901444953	0	2473.83056556924	0	29388.704050846	2820.46914583638	0	123963.59925716	0	17188.8398319675	0	234928.251754302	0	53610.0748470121	818.228276677076	0	9161.73829008372	4100.21041600865	4290.66010109728	2434.53142420174	651727.891405915	549347.582121841	139020.208752368	170837.398205667	9018.64910869438	3337.40400536266	160913.861175229	780793.325348809	55.4218660310828	20618.9495041457	45892.328084611	0	0	1007.67029147423	41452.5327803755	0	389.968402800528	117.897424102485	24883.4101776647	448452.578847401	2643.11917453691	0	16655.7822477776	218086.050502602	54603.6377544057	0	0	672.116084413313	0	743.660675107983	12054.7596969062	23926.1234007642	0	0	0	0	8131.89925219705	761.79874035452	8524.890665872	0	26201.442918913	10829.4326224736	3741.47979224382	81935.6867403528	23816.2873389935	729807.223940795	4564.74642037827	2573.58992442519	6645.58557227256	73533.7318500406	0	3693.11161825306	0	17542.5321042749	0	9420.7095549926	644.908986543508	0	0	184.403663339784	16682.9893456474	0	15641.058264263	0	1165.87452723569	2874.88334157598	0	0
SRR1804492	83793.6451809497	115769.703102353	4900.53793806679	2046.19960407361	1333.8119085047	5323.75750989671	409060.866380486	144263.295904422	1569565.31773117	53520.0406503015	18273.12739548	0	0	1453574.42973947	0	61936.5565697245	0	0	997051.69065205	239168.848621766	178858.144615316	2161.1008452944	3618.43158811145	25628.7218542977	132767.426720282	984727.575020777	0	4039.73613925435	710369.2637648	87788.3783340593	1517.65389445796	17425.7307414766	15442.7268200745	1794.37438373137	0	2996.04986483216	0	2133.33304533271	2537.40241029249	0	120814.825102289	103487.717926194	3335.00852643349	575.463716447468	0	0	199231.092194106	0	1270.61622583326	5826.45044023767	308972.310173741	3883.66195326278	5054.69710337135	0	539362.703966238	15726.1498817524	148692.738753484	134655.637117677	215446.52986139	54901.7280759815	194169.69251833	605.146537096172	4469.65828348882	457054.157328067	1934.17089388334	23958.8238152222	2880.19111326786	201154.73047421	0	3219.1497748692	1178723.95816693	119410.157428365	318121.321505946	0	0	0	5351.5253098584	59615.5514970645	0	0	1501.37621861835	0	9109.75340812181	95751.0343506602	54659.4779590744	0	81.3883791980611	9837.46126918683	2119.92790052362	234.590034159117	0	4137.40219429203	0	1260.08361205469	2263.55445204961	37839.8512650374	33309.8698299077	17739.7941341468	0	7607.41967915995	934.530095262443	0	0	6202.75200523577	7994.25385793662	202.9921928234	5291.20215821748	0	408.856916677319	493.1178269059	0	0	6878.75430775143	1102.0944053761	0	1200.71797075728	0	0	0	0	0
