feature	X1934	X1867	X4837	X9226	X17248	X17244	X1836	X15342	X1814	X2303	X1871	X1812	X1855	X1830	X2301	X1877	X4868	X10068	X2318	X4933	X4198	X1815	X4608	X15286	X1790	X14861	X14809	X4938	X15106	X1949	X4581	X15300	X9712	X4532	X1844	X4874	X4584	X5090	X15271	X4826	X2290	X9283	X15078	X8071	X4285	X4041	X4951	X4540	X15132	X4820	X4303	X15452	X4575	X1861	X2295	X4811	X15249	X4914	X2325	X4262	X1965	X4749	X4910	X13976	X4716	X15346	X4993	X5082	X5087	X4577	X5089	X4925	X15254	X15154	X2328	X14027	X5792	X5062	X4557	X5825	X14853	X15120	X9262	X4644	X15234	X15126	X4670	X5075	X4046	X15143	X14797	X4705	X5111	X4936	X5190	X5045	X4940	X4721	X9260	X15265	X15124	X4652	X5121	X15236	X6754	X4552	X15350	X14993	X5043	X3813	X4643	X4959	X4768	X4871	X14837	X4166	X4714	X6747	X4121	X5051	X79840
SRR1804256	0	0	1001	143341	0	0	4434840	294035	6705857	0	3964156	0	0	0	0	0	231	0	1983821	39625	0	0	10882	71181	0	150547	2899	0	208501	0	3517	168207	7551	0	0	1893	606	35137	16809	4295	0	68323	61773	0	0	6307	380	2032	10223	2970	5681	2901	13512	0	534281	11111	1383	621981	0	195086	0	1752	0	138849	7011	91060	49364	105812	29177	0	3309	46057	637158	18595	0	80541	137696	19201	0	0	1259	866	0	64883	0	4230	0	0	0	28740	0	0	46159	2220	2292	59446	670	24731	1498	4085	2433	27778	38353	0	34968	0	1732	1244	0	205	15253	421	3184	38011	484	609	4716	3747	382	0	3917
SRR1804338	1487437	312463	8151	329189	0	0	599910	87429	877742	2642488	818499	0	894906	0	206138	6625500	0	64526	36	639970	131639	0	337698	0	679098	218516	45211	240	363908	0	10035	0	629	8477	223751	0	1242	0	587806	0	0	0	119813	0	318415	230945	0	13208	311034	18329	28608	22922	0	0	142982	26871	28428	6041	0	0	0	0	0	10723	9790	0	0	186307	0	890	15995	0	0	0	0	0	33698	29786	56595	7617	13297	0	0	35254	109584	241	0	0	4836	5579	1123	0	0	0	0	9322	0	6227	0	30121	8738	0	0	0	0	193	271	0	0	0	2297	0	628	0	0	19055	0	14139	30222	0	0
SRR1804611	741354	374681	1016	0	0	0	5400	56575	6506834	171943	262090	0	126	6498104	98783	2453389	0	334	767155	80539	255	2342	43410	3694	62346	48842	0	0	27231	174981	0	17757	1183	0	0	504	0	0	3198	0	24153	0	12297	128	165	0	0	0	14266	0	3016	0	9745	3385	466729	19217	0	33767	0	172783	971	6735	0	0	16533	0	38405	14370	0	0	1006	0	87938	40	7323	2695	46724	18727	0	59	0	5830	0	0	0	0	0	0	722	5206	0	848	0	0	11123	0	317	53141	715245	0	0	0	0	0	851	0	0	0	3707	0	0	0	571	91462	63	414	192	0	969	4567	0
SRR1804174	118378	530354	10995	0	36361	0	1990305	595506	6258658	8236	254785	0	40135	2451805	38402	773100	0	0	627268	367336	0	0	47957	0	165830	82979	788	5320	174325	910314	13679	225072	1820	384	5210	44541	4369	73666	2998	6253	62243	107290	94155	0	0	0	51795	12244	32448	3593	2120	6952	5118	10709	404654	2661	128697	79027	5708	57678	125146	21866	23152	26567	15838	0	297823	30859	17459	27223	22636	4126	253085	3344	27979	13516	0	99223	45943	0	2911	0	1481	7155	0	0	708	0	1202	24062	0	6992	0	4845	15861	0	262487	57088	0	0	5498	0	0	16995	20176	378	5915	638	0	431	0	368	14609	0	0	0	0	7058	313	0	23
SRR061184	0	86704	44955	118521	0	0	350261	1612817	2944	477885	27703	0	5995	108	51816	45803	0	0	349104	525411	23968	741167	180664	70922	70407	672375	0	111641	2898869	125432	10466	694357	0	344	74136	19337	1111	2668	35386	635	0	0	26751	1643	110377	27113	10699	837	0	2495	3390	2743	1925	14726	233269	767	25548	46177	0	6028529	295833	0	321354	81021	0	68653	586302	165324	0	0	70083	50942	44804	2089	0	1795	69220	36241	0	0	4701	0	0	9416	70446	2090	9473	0	3394	30258	0	5365	378	950	5091	10780	81723	7181	44404	176653	4064	0	0	16658	3761	815	0	0	0	58370	0	2042	5938	0	0	2922	0	7792	8211	0	1166
SRR1804638	383756	4762295	39634	0	18065	56	2269039	318299	5984325	1622419	1120	5427	811256	0	0	9906	0	6115	33176	153474	41485	454	99765	209983	328498	69499	20753	0	66663	376355	0	345	11518	4158	0	17289	0	0	145940	19092	0	712	104219	6798	0	8655	12223	21124	92663	18207	3636	11158	0	0	6220	1888	5653	12100	0	0	7611	0	0	0	1731	639	108054	80464	0	3653	5779	3650	5249	3810	0	579	0	27446	86503	169925	1950	15289	0	0	0	0	0	0	25294	2729	0	0	1045	0	0	0	0	20852	0	0	30503	0	0	0	20337	0	11276	944	0	4032	0	0	0	0	2030	68135	4868	1099	37501	0	0
SRR628277	0	0	494981	22261	5249	81664	390	1959390	2349416	0	1654896	0	475009	0	1254924	0	76504	84255	1752979	15927	411	4718829	287250	351842	689313	1383816	0	430560	711955	5902437	133216	48853	521	130502	0	753441	59219	477184	17714	28513	0	0	60806	571	318970	47827	612813	189647	12817	396393	125609	88141	54939	0	1163349	104269	237591	701746	0	346121	0	35104	24121	2749997	56746	0	498542	230914	72261	340831	64839	1175360	398447	69093	0	44856	0	744621	417588	479392	7694	40658	31236	426149	0	1159	4754	709427	0	30716	16254	180918	0	37524	39615	161489	621945	124746	252935	9480	8103	0	745669	63156	77404	61009	0	15549	104215	2582	577	57506	46811	0	6788	15324	0	0	15709	0	2108
SRR1804539	325362	120422	19603	0	9722	0	1217265	226288	2474677	0	581317	0	169279	5858491	0	0	0	4538	0	146007	3300	0	3073	51902	0	44464	3429	0	27869	0	17271	0	0	5626	0	27092	5509	11847	55081	12325	0	0	53858	0	0	4271	1704	3115	9653	5628	4901	11558	3859	15052	0	4152	25839	2154	0	338242	0	0	1127	0	1226	0	48072	0	0	8069	5407	29733	0	3338	0	0	0	87	3697	49234	2510	0	0	2413	0	0	17479	33454	0	19064	0	1355	0	0	2146	0	30174	14656	51329	0	2613	0	0	0	4848	0	0	2329	0	0	0	0	1039	0	1189	463	0	11187	2216	0	0
SRR062404	1319824	0	69292	0	2411	0	1027263	125716	5746417	84785	385539	341260	0	29130	30228	1634478	27485	495	341794	60158	1112	0	99456	18335	135980	157766	0	2484	257091	1709640	24878	10057	0	12806	3163	19016	18572	8751	88247	2329	0	147129	49728	0	0	0	49984	93522	31747	4679	4275	98023	17090	0	302696	21597	2478	40162	118830	73386	473640	11720	33572	76170	3266	0	114351	3790	0	9396	950	527	297958	6768	0	4578	1160	16162	12271	0	50737	2136	0	0	0	0	0	34429	2215	10381	0	8542	0	5986	13420	12602	88899	21015	0	0	7568	3640	0	0	15916	2986	0	1273	0	0	0	7740	6352	0	0	0	0	1368	7927	0	2324
SRR1804779	128059	0	25076	0	0	0	148904	672483	5356029	0	5718510	956709	0	0	0	0	1473	0	0	41243	257	0	107	3654	0	2581	2143	0	417757	144944	1786	67885	3458	3505	0	5263	0	5627	13661	0	0	0	4277	0	0	0	47222	89	1919	2844	618	0	0	0	0	0	0	191143	0	312303	0	0	0	0	0	59767	35562	0	0	1746	19886	0	0	0	0	0	90751	32751	0	0	0	0	0	0	0	1417	1299	0	8988	14474	0	2384	0	55209	13325	0	49891	0	0	0	0	23768	0	0	12822	0	0	10753	9134	2080	0	987	0	24097	0	0	20940	0	3742	0	0
SRR062376	270522	324803	2909	302512	0	0	5715013	238346	1409379	857599	1689451	0	0	0	54134	0	10200	0	1827639	846522	81	1444663	68666	43024	158849	611342	0	0	273683	215225	6356	51563	0	0	1888927	10152	0	5610	8560	5355	0	0	13758	0	0	0	0	0	1114	10806	5807	15229	10817	823329	0	7154	177548	50890	29977	690121	0	2369	39203	686724	960	28102	20452	0	13374	10388	5168	0	25905	0	0	8711	0	4665	0	0	0	113	0	8953	31411	6817	938	34774	0	6428	0	607	0	33671	2511	23547	87616	7196	63914	3349	1094	12894	0	8893	0	0	260	0	0	0	13242	17948	3067	18309	0	1281	0	0	0	3566	0
SRR1804552	1530970	0	28204	0	9389	0	0	116948	0	0	5495081	0	560136	0	0	0	0	0	0	0	0	0	3208	0	0	0	782	0	0	0	1836	0	6210	2541	0	7327	12437	0	16937	0	0	0	51886	0	0	541	0	0	141047	0	585	0	0	1274028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70223	0	2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34207	0	0	0	0	0	0	0	0	116964	0	2436	0	0	0	0	0	0	0	0	0	693	0	0	0	21510	0	28899	0	0	0	0
SRR060364	965421	272757	28911	347262	116874	442086	2444962	308801	5391748	130434	659935	0	0	4544863	12710	1745443	10214	0	1350938	306168	0	1481849	11614	132344	146073	149570	0	880	167251	577031	3675	27836	3242	24713	85555	84980	0	49322	2454	13275	336949	683045	90747	0	19184	0	1003	22291	0	7040	10318	53878	10008	282439	703019	14217	20804	305712	2348	239789	472460	5220	5920	356125	11402	1307	53318	17217	90697	5337	56511	0	166772	3567	40823	0	629	158432	0	0	2502	0	8610	12274	7206	0	2810	36299	0	11404	4980	5082	0	23888	11146	7467	17806	17187	0	2308	3068	12581	154998	0	11836	1401	7536	7515	23	0	0	101	5629	19178	551	0	1422	1215	1077	0	186
SRR060352	518475	346973	31243	1563	0	0	1068141	178732	483618	12704	0	3658945	1579	11384	121543	89235	1744	0	1099389	82878	55736	450748	14240	27752	412016	538624	0	1842	302870	121113	3986	1110	8698	5971	113611	4789	0	22746	3068	375	47478	262065	15954	735	2512	0	55548	970	0	2445	20614	0	12026	438386	568610	12259	389156	2405976	7799	6131	121543	5949	23248	438774	6764	5171	6812	21319	157086	3688	81971	0	193790	230	0	0	712	111220	2804	0	1254	0	63540	82065	0	0	0	8480	0	3019	0	5128	42400	324	7111	10695	35713	14451	57110	1197	1053	9593	63936	1164	7716	1158	0	1407	0	0	3848	1163	2497	2907	3018	0	6819	0	939	0	2716
SRR060356	228793	2415884	39096	0	20865	0	3394218	102551	0	111101	2258396	3047027	300	3032343	0	1109580	3076	0	4139388	69121	0	5378670	18132	120451	727090	107857	365	0	37409	960807	10294	58841	2287	4480	490814	17020	8753	3189	133062	3687	0	0	6277	0	0	1520	21009	33380	74416	4223	13521	0	10161	485812	632062	3835	38252	57241	2424	37727	246884	860	5906	55981	0	982	48420	393	0	9868	273	26311	78	358	172361	18	0	5851	0	183998	8059	6226	108572	0	0	22722	3985	1271	0	6277	8443	131	0	823	0	18588	230654	54809	0	0	0	1541	4918	0	15595	370	32283	0	0	154	0	7002	0	8166	7058	0	0	0	11067	0	5530
SRR512768	183641	0	86003	0	0	0	565709	2435722	1979631	1644571	526384	0	0	1989	0	0	0	0	16097	640512	2055220	0	267691	150561	52968	2680744	297	11475	6446233	1908254	27797	515484	0	8722	736199	219879	0	65669	41987	42626	244070	0	499395	0	56375	0	232029	82918	10852	19214	36468	21418	66082	986596	3788441	39808	3557949	123767	0	0	0	44476	0	1068573	8955	0	286424	239668	0	182223	7668	0	0	109157	0	13128	0	280089	0	0	2321	0	20172	0	0	7162	16257	214775	18638	158234	4619	81512	0	113394	13336	0	62964	165735	0	0	32876	0	0	193268	0	2643	18512	0	0	1644	9910	12728	25052	0	1558	0	537	0	0	0	6416
SRR1804173	427730	0	5434	0	0	0	5122124	216583	4650658	0	421250	0	0	0	1400487	167	0	0	1307810	159295	490	0	24433	38033	0	527670	0	92404	370240	0	1551	23667	455	0	0	6491	0	8003	6715	0	297678	0	1940	0	16994	0	6265	0	0	10152	249764	0	8384	297479	0	25912	403609	200845	0	38606	0	0	119886	711135	1403	10492	43806	110710	76851	0	24458	58005	275945	1687	0	2081	0	352015	0	0	0	398	9737	34737	0	3489	817	13184	0	15709	0	3247	38885	45042	2916	10400	76756	8397	0	0	809	20864	21557	46865	0	0	0	229	11368	469	1349	6592	1240	37920	328	7003	773	1129	2820	0	816
SRR061236	573983	463029	14169	3008	0	0	1169148	58227	4628973	47096	5080796	0	798492	3354365	66129	1297993	0	0	370135	32233	71237	1336413	21088	0	135833	150476	0	0	146585	0	0	8352	890	3074	0	18674	0	0	12050	0	57787	66885	12494	42	730694	47645	56536	8467	0	5641	6250	0	24692	2295384	142860	0	36629	320540	4966	0	306106	1555	0	0	361	0	159924	55612	0	5400	2484	0	144508	0	30519	29033	62261	16887	0	0	0	248	25176	0	537	0	0	7447	0	5757	0	12203	0	16300	6964	0	0	16746	0	251	990	0	19287	0	0	0	0	0	0	0	0	23208	5047	0	1344	2709	0	0	0	10793	0
SRR1804305	133037	79147	30102	0	6440	16086	987532	565381	5003095	948582	1711885	2010233	0	3243259	65057	564678	0	14962	1101940	389162	0	1368	19734	137792	170256	21603	0	1204	164096	442416	5984	58384	0	1264	178504	4717	0	60798	5675	198	0	0	10063	0	79781	0	0	0	4799	946	4647	11029	15571	127659	0	9183	6561	123932	1392	143523	0	3115	18693	138	3516	9164	46565	2557	2098	7224	9618	0	246287	490	0	0	78146	8389	0	0	103	3150	289108	0	0	0	0	14649	4829	8847	0	4440	0	5330	16152	6170	32791	9174	0	1190	1076	10943	0	0	0	0	1196	2564	995	185	0	519	842	3835	4541	5667	0	0	547	709	0
SRR1804121	87369	19677	19675	736303	0	0	1384610	345452	3422228	154681	862646	0	128	4975039	162659	2605922	0	17811	286727	17267	0	259171	26087	40734	77987	174529	0	0	154351	387186	21964	20783	1117	8521	0	86186	1991	7761	79862	1798	343386	0	23968	0	147494	4754	14003	6928	19832	25926	23856	3783	3498	119088	0	989	17463	23904	0	39515	672829	0	0	115462	0	0	8947	3689	0	24319	3736	3271	10519	11800	0	437	78472	20482	0	0	2435	44512	1381	0	0	6266	0	0	0	9173	940	2297	0	11120	0	8100	174	148	61499	27941	2360	2800	0	0	10454	0	887	0	0	386	0	453	1020	3270	0	996	0	11985	8078	0	92
SRR1804286	0	0	2737	0	0	0	0	106642	4959844	0	0	864860	0	0	1736623	0	4003	0	0	27192	0	0	6541	12842	0	59210	0	0	2678	0	0	0	0	0	0	5204	0	0	12169	0	0	0	36156	0	0	0	10736	718	3137	485	269	0	2736	3017795	0	1196	4621	1726	0	24264	0	0	0	12229	0	0	9445	0	0	1725	0	2912	0	0	0	0	0	0	0	38006	4762	1430	0	6746	0	6987	0	0	869	8215	0	0	0	746	0	3280	25039	0	0	0	501	0	0	0	0	0	0	0	0	0	1226	1775	0	0	0	0	0	1462	0	1132	0
SRR061499	525510	1116363	19486	0	0	0	4944524	416974	334881	73357	0	2166823	0	103900	507405	361416	3460	4386	1208905	221723	3536	1663753	54671	29033	0	299685	0	617	399549	236371	1596	17997	0	0	1542598	17239	0	1264	23683	1623	103522	0	136731	0	102471	0	45185	1489	5156	9488	11818	19615	4032	192588	358370	3781	214092	134544	9460	272797	0	904	1557	316083	10404	0	58084	76267	10999	3843	3358	56973	237435	13526	93944	5812	0	32502	96936	0	975	4097	51778	0	69926	1552	0	31792	233	6675	0	66012	253131	7932	2778	6158	62872	26463	0	2953	15196	0	0	23770	6704	2513	21004	314	703	0	890	0	4995	0	2450	3172	1630	583	636	0	3889
SRR1804168	0	4938232	14106	0	0	0	2781028	176254	2803	0	3194333	0	0	1298923	0	799489	0	6548	154	34225	445198	1599909	3614	49423	244091	73334	2641	0	46679	0	1950	0	0	1580	0	9040	238	0	13482	547	0	0	93213	0	0	2309	136606	4518	4308	1842	5094	2512	0	2032670	0	0	4877	107949	45483	0	588	0	0	19428	5672	0	9328	63518	0	3840	14328	0	58711	79	0	0	18191	3125	0	0	0	112	0	0	0	0	0	0	0	14785	88	0	0	28504	0	0	0	10138	25284	0	1293	0	0	0	3648	0	2206	2580	0	0	0	3827	2233	0	0	0	0	0	0	0	0
SRR061903	615487	77045	29996	38885	0	0	1560525	91151	4911045	0	410874	0	268903	4870736	1006133	214637	144	0	1358599	182095	0	29086	14036	692431	222873	434363	87	0	443206	0	2785	2622	687	2211	0	2455	0	29165	2799	0	123020	0	17058	0	233140	0	53202	812	0	9092	4069	4258	2416	646767	545166	137962	169537	8950	3312	159689	774850	55	20462	45543	0	0	1000	41137	0	387	117	24694	445039	2623	0	16529	216426	54188	0	0	667	0	738	11963	23744	0	0	0	0	8070	756	8460	0	26002	10747	3713	81312	23635	724252	4530	2554	6595	72974	0	3665	0	17409	0	9349	640	0	0	183	16556	0	15522	0	1157	2853	0	0
SRR1804492	87512	120907	5118	2137	1393	5560	427213	150665	1639215	55895	19084	0	0	1518077	0	64685	0	0	1041296	249782	186795	2257	3779	26766	138659	1028425	0	4219	741892	91684	1585	18199	16128	1874	0	3129	0	2228	2650	0	126176	108080	3483	601	0	0	208072	0	1327	6085	322683	4056	5279	0	563297	16424	155291	140631	225007	57338	202786	632	4668	477336	2020	25022	3008	210081	0	3362	1231030	124709	332238	0	0	0	5589	62261	0	0	1568	0	9514	1e+05	57085	0	85	10274	2214	245	0	4321	0	1316	2364	39519	34788	18527	0	7945	976	0	0	6478	8349	212	5526	0	427	515	0	0	7184	1151	0	1254	0	0	0	0	0
SRR061919	111329	3169185	38830	0	0	0	4856604	1429394	3629488	12148	463747	2664135	0	2985540	20129	100574	3431	0	881795	510529	0	9634	9300	117848	218265	101675	0	85897	82922	0	8547	111502	0	12420	2320	13091	0	5569	9220	381	102667	0	17036	0	230660	0	45059	11211	0	2882	3288	1012	722	1199370	531244	6529	580	20903	985	321028	380437	3182	23834	249843	475	0	44566	31127	6939	9017	966	11789	43132	1248	13795	381	26032	21070	6531	13213	309	5004	27282	35259	0	0	0	31289	624	10850	383	3018	28413	11506	1546	0	213822	9829	0	4355	670	11272	0	0	3975	0	1131	2231	88	1701	0	1630	899	10893	88	0	0	0	422	41122	196
SRR059422	255466	143770	9744	0	3500	0	4581573	22289	1417238	472320	2180048	0	100848	762069	25954	1573193	518	3681	1803458	8980	0	1803798	836	29793	107451	2504	0	0	24917	550485	1170	34948	0	2576	348365	1978	0	673	3078	2720	59434	0	23691	0	0	0	0	4718	0	1657	368	271	3399	166529	276099	2088	5336	150381	6858	0	0	809	0	28797	0	17836	326	32382	3048	1222	4601	0	17113	1932	18134	27345	0	5933	0	57022	613	29	11139	19194	0	11406	0	0	0	8057	45	0	0	5804	673	5554	1439	7900	0	0	222	0	0	4947	778	351	0	2058	55	290	42	0	1021	64405	1059	0	0	128	626	0	0
SRR1804455	609671	0	31744	0	635	6239	763344	393925	4619547	0	1116687	0	0	258934	0	371065	15787	0	0	186446	0	0	12998	105658	0	417588	0	3901	138864	411814	4792	27664	0	135	0	6571	0	13267	13036	3827	0	0	92721	598	0	0	10467	0	1013	6352	3442	11147	5631	0	0	1376	666939	140587	580080	127438	858245	8144	202359	32881	2095	22530	86163	34290	591	2245	1889	0	78451	12393	0	36126	8981	20163	1101	0	2388	693	0	0	0	2850	971	14484	0	21690	0	8545	139363	12755	0	1198	3694	24487	352857	2147	4807	16671	3799	0	2086	0	3851	1044	0	117	0	1762	1861	0	1869	0	1133	0	0	2241	3395
SRR1804156	0	98345	73382	96988	1783	0	1270291	374253	0	451252	508512	0	20705	4588052	116501	0	5132	626	516446	283783	4028	3112159	36947	38026	257299	130932	2563	0	260883	397805	28703	15655	363	5954	0	13272	3132	37118	3545	1237	206184	0	30957	0	0	4265	1287	3877	8025	20906	108489	0	4223	1224532	0	10478	62360	51110	2030	137613	0	540	24436	269578	1253	10591	42753	109353	687	13138	0	30650	0	3903	157541	111857	0	12652	0	6389	5107	2195	6465	913	0	22004	4463	0	2754	54884	4055	13561	0	3085	8837	44363	1497	6446	127483	4287	5468	0	46807	0	60184	0	1980	8055	334	4573	0	23036	0	16565	520	3347	0	851	8493	0	388
SRR1804314	405672	0	25322	0	1012	380	614973	146876	0	591891	4258372	0	40798	0	19332	0	861	3104	0	49625	0	4179024	14616	6024	0	20441	0	0	30033	646068	2303	2114	0	429	0	6456	0	692	27600	7949	22622	0	50653	0	0	0	2438	1184	16841	266	0	14139	2917	1228958	0	53	132	27634	0	0	0	16910	636	0	3752	0	463	0	0	4005	5530	45147	94370	352	25390	0	63024	5478	0	0	2050	0	8261	0	0	0	2786	9355	1755	4916	0	14651	0	5562	0	0	25517	7697	156662	1762	1466	0	0	0	4538	0	2302	0	0	0	0	2100	0	8346	743	0	0	985	220	4432	0
SRR1804489	0	0	2792	7852	0	0	1896605	249309	4194929	18566	1379006	0	0	849768	0	1141819	0	0	562813	190242	161816	34543	17485	45035	71497	73484	985	0	67703	274114	2234	32840	0	0	0	2641	2975	0	65353	0	147541	0	40105	2197	23738	1034	21526	0	176	3177	86252	0	4280	352956	141045	0	10787	33287	0	820564	0	834	0	48639	413	0	4678	0	0	0	6686	4570	0	14126	0	0	83000	2400	3320	0	0	0	0	6737	0	7068	0	0	0	35952	0	0	11852	7242	0	8404	38072	11800	0	0	2261	0	0	0	2013	1376	0	791	0	2655	0	0	0	0	0	0	0	0	1348	0	232
SRR060362	0	348347	105751	82474	117	0	202423	342448	718323	0	339130	0	0	235601	0	509156	8926	3855	0	4190	0	0	0	30027	0	864954	1152	1336199	148971	2129927	0	0	0	5148	0	0	0	1971	857	46577	0	0	31376	0	219093	0	8159	9472	3139	1753	28996	57407	23987	346950	0	686	549511	148538	0	376620	0	14947	13368	41730	9879	0	37620	167045	0	153	111234	11715	0	10153	0	0	0	28612	0	1084101	12936	0	0	0	0	0	11323	0	0	11693	0	118702	1180	0	5730	8725	5243	55497	0	0	4813	0	442154	7390	1012	3559	26575	8334	0	807	0	0	442	209	0	53486	8998	0	0	0	0
SRR1804293	244462	1441644	15747	447	0	699	1241707	77161	4034175	26824	399	451142	0	0	0	946726	2501	176	750340	122493	0	0	17870	2992	137210	12137	0	0	50085	72132	0	0	911	2073	0	18245	0	3850	9485	4372	13644	191254	26635	0	0	0	18977	1018	6869	5268	1143	2439	2812	326301	147923	4601	1441	8867	7746	5402	206850	10633	0	8097	0	2277	2407	4097	0	6894	1961	2590	33391	3130	17318	0	0	4154	0	0	487	0	18487	0	0	0	0	35583	0	6541	0	13624	300	265	0	0	18981	3869	0	371	1795	0	0	0	1494	1241	0	0	0	0	0	3917	1571	6837	1043	3970	0	0	1654	963	0
SRR1804299	105033	0	42276	0	3464	6393	1049444	394947	4010848	146462	320239	0	20274	145911	60520	22889	31830	0	172483	83373	34379	0	34716	40974	154578	192685	0	649	377074	560970	38364	2083	0	15329	390148	78501	1087	37410	10091	8055	0	29299	14822	0	239773	0	135536	6223	801	16798	7227	4528	10872	62275	223718	6289	46668	263456	0	164205	0	1214	217092	292470	9876	63330	31045	91859	23118	11793	10905	222294	36671	271	0	2334	0	145466	648	0	437	0	7767	27755	138340	0	3910	15179	0	3405	0	14163	9052	7262	0	8689	126761	12952	0	9937	4678	3503	44165	8309	5465	674	0	0	71	660	310	3596	6453	4290	925	145	6572	0	0	4706	282
SRR1804107	17419	0	400	0	39949	0	2048	6768	3925750	0	1892705	0	594659	2862	0	0	0	0	0	120127	0	0	29199	21448	0	4064	4416	0	0	19770	0	0	0	0	0	713	16878	28	68378	1971	0	0	31999	482	0	0	24671	1026	26952	0	418	18861	0	0	0	0	20657	0	0	0	0	0	0	0	15532	0	4339	0	0	0	22695	12082	0	0	0	0	0	18196	0	28343	378	0	1868	0	0	0	0	6994	3626	23224	0	0	0	0	0	1758	0	12962	73096	0	1342	0	0	0	1337	0	0	2742	0	0	0	0	0	0	4439	233	0	1209	1313	0	0
SRR1804618	501278	372749	26883	296573	0	0	3860636	455383	675964	34518	1036221	909722	37556	1078850	417196	111335	0	0	0	422970	25514	637699	3381	224817	132693	177277	1032	987	637076	226650	3895	31072	20923	1161	949044	15616	67	36684	10022	9560	203157	0	31549	0	0	0	473409	18587	5747	12583	49562	7159	20599	38351	576296	0	81660	145466	0	335979	0	0	1138	17549	6868	19063	114132	42986	27365	1034	625	327404	142458	13419	0	0	30529	191423	55535	577	207	2174	37638	119224	35988	760	0	53341	3141	0	3316	2347	0	8193	0	0	1020	74350	115199	2985	4063	0	123464	0	0	422	0	18829	37	1167	44740	0	6143	4084	0	0	39179	925	1421	0	1217
SRR1804756	509833	0	9408	0	0	0	751422	147992	1225822	0	3799260	0	0	0	0	680849	0	10709	0	43420	0	0	174448	0	36822	5238	59	0	10198	0	3773	0	566	0	0	1217	26086	0	53956	1049	0	0	0	0	0	17622	53057	0	66377	0	46	0	1798	664255	27769	0	0	5714	9821	0	0	0	0	0	2849	0	0	0	0	3223	0	7081	0	0	0	0	0	14563	0	0	0	0	2797	0	0	117	0	0	3648	9131	0	0	0	873	21015	0	29073	4553	46142	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	10655	0	0
SRR061205	444204	0	35302	251983	684	6416	164253	797230	868268	51700	161932	0	0	248779	5204	223972	9350	10736	1221545	185737	0	0	48062	201046	316489	121710	0	919363	396373	532579	4451	40333	0	6989	0	19841	0	12486	5979	0	115978	78496	6253	224	357043	0	24408	0	4580	934	13776	21825	21960	52467	235755	22070	181219	218634	9120	149311	494428	3425	12959	594818	8614	51839	282976	47599	23765	6701	71994	206891	708201	0	5957	2813	0	52745	146016	506025	271635	0	1229	108331	185	0	2618	124015	1322	810	532	42320	0	7213	55284	197584	140682	35304	0	279	115	31727	8160	5134	24731	2103	1395	2761	0	0	3137	8657	1558	4533	0	0	2155	2408	0	8306	4878
SRR1804586	0	16823	76941	0	0	0	1473430	1005091	3762930	0	1669580	0	0	53	0	1861156	0	28109	0	914286	0	0	35926	40262	218997	120143	10512	0	80819	0	0	180225	14085	54009	0	143334	68978	0	41521	66180	128113	0	49552	656	140670	407	43944	99833	58611	12161	76375	0	10574	0	638696	0	0	0	0	35853	0	0	0	787	0	0	0	65125	0	0	17416	0	0	0	0	0	0	11447	0	49421	10237	1946	156320	46053	0	21776	0	132337	12768	16194	0	0	0	73962	0	0	0	38635	0	0	0	1219	0	0	0	470	0	11704	0	0	0	0	0	0	5594	0	13335	3466	4263	0	0
SRR1803320	204514	0	24133	913	0	79	445151	153078	3732364	47368	126977	51566	2903	0	96514	205881	842	0	371456	58571	2861	0	3587	12199	75687	38415	0	10290	103453	168916	326	0	0	131	1209360	28204	0	15437	1789	0	63156	0	15330	0	0	0	60011	0	163	47	5618	8598	3194	102991	201714	5054	40212	83550	1619	0	113007	1630	34704	183308	0	6737	57764	5211	150840	4017	1740	3746	115872	9732	17514	6628	31691	8473	1387	3845	0	3583	22977	0	55687	0	0	0	118	6908	0	840	14455	2272	3700	2206	43679	15623	13133	0	1305	5422	7458	1904	1200	0	0	0	3944	0	0	0	2251	3952	0	0	232	0	311	820	230
SRR059338	1966557	172615	34835	0	0	970	1584495	8865	658267	207146	357506	263199	0	888545	10914	0	5639	0	855125	12292	0	3654695	719	19135	128101	55159	0	0	47283	1108456	575	0	0	0	2267872	31083	0	5366	141	0	42909	331635	3217	0	0	0	7255	428	0	0	0	7774	966	614764	155306	6118	2088	40424	10388	43211	268807	2476	3103	19965	475	365	13596	5215	0	18988	0	19644	15158	0	9351	962	61271	6818	0	0	0	0	0	0	0	0	1290	8557	239	4157	384	4930	0	0	16981	6859	1555	2158	0	0	550	248	0	0	9727	0	0	1062	0	0	3635	254	610	0	21	0	781	0	558	0	59
SRR059424	225089	72548	15307	210493	3785	5100	1681742	139532	2233424	1830978	26401	2151800	0	811352	23577	65252	0	0	1420977	0	0	0	23331	640	93890	168809	0	115161	380309	0	6417	20881	26218	6700	145946	3854	0	62427	12343	4155	147753	55493	20168	2120	0	112	31825	159	1268	4402	10525	1258	4332	271949	236399	1456	177112	192348	6954	64842	469467	1043	36492	432642	227	3034	73456	8903	10371	3374	3243	101042	87970	22300	16557	7066	105696	33580	10813	0	3418	5333	637	61507	7064	0	0	0	2120	7403	526	11952	0	18833	11147	61428	23524	32845	0	0	637	20749	0	2726	4037	0	0	6243	0	220	0	0	0	0	6116	0	1001	559	1737	0	323
