"","Gene","Subset","Contrast","log2FC","Pr(>|t|)","FDR"
"High...Low","A2M","BrM","High - Low",-0.977644436539456,0.304084447336316,0.53961832920419
"High...Low.1","ACADM","BrM","High - Low",0.2008960638924,0.635104983178257,0.797436795516381
"High...Low.2","ACADS","BrM","High - Low",-0.0592486427204883,0.844941277965804,0.91714060481369
"High...Low.3","ACAT1","BrM","High - Low",-0.490103889707202,0.13430477685675,0.337814424348424
"High...Low.4","ACVRL1","BrM","High - Low",-0.675187370147601,0.331211639602755,0.567154325341804
"High...Low.5","PSEN1","BrM","High - Low",-0.302031576882211,0.358774087119702,0.592213585762878
"High...Low.6","ADA","BrM","High - Low",0.689126553556829,0.239970315231237,0.472909523888576
"High...Low.7","SGCA","BrM","High - Low",-0.216896057161258,0.737116321058165,0.861220755938177
"High...Low.8","ADRB2","BrM","High - Low",0.175492770631494,0.788254551199475,0.887897034724691
"High...Low.9","AGL","BrM","High - Low",0.675577929582508,0.144111661438482,0.351485729345253
"High...Low.10","ABCD1","BrM","High - Low",0.587870297521512,0.325454886081169,0.561549067238334
"High...Low.11","ALDOB","BrM","High - Low",-0.841204462821359,0.302969704742117,0.539043347774559
"High...Low.12","APC","BrM","High - Low",0.793237261296642,0.131962396222623,0.334024592573637
"High...Low.13","APOA1","BrM","High - Low",-2.25937067503171,0.000628517846421223,0.0120749345814648
"High...Low.14","APOE","BrM","High - Low",0.374417785197016,0.6983198617374,0.837002644423083
"High...Low.15","ARSB","BrM","High - Low",0.412684949294597,0.532916312257405,0.72857414330901
"High...Low.16","ASL","BrM","High - Low",-0.442438646125933,0.07827808019451,0.244335194538419
"High...Low.17","ASS1","BrM","High - Low",-0.613890473077637,0.299982514603293,0.536425660496399
"High...Low.18","ATM","BrM","High - Low",1.14985288128567,0.039312741512741,0.16461695712758
"High...Low.19","ATP7A","BrM","High - Low",1.34144081985788,0.0164679719441783,0.100115878214701
"High...Low.20","ATP7B","BrM","High - Low",-0.291687656948533,0.517638594467444,0.718014070407426
"High...Low.21","BLM","BrM","High - Low",1.46177737179858,0.0190299454402367,0.108267156042664
"High...Low.22","BRCA2","BrM","High - Low",0.143720350454412,0.79255000109834,0.890297048838477
"High...Low.23","BTD","BrM","High - Low",0.351042913506378,0.588026361883589,0.765473554101984
"High...Low.24","BTK","BrM","High - Low",0.445594725523294,0.441466921790767,0.6621057285434
"High...Low.25","SERPING1","BrM","High - Low",-2.00735763352613,0.0012469908848164,0.0194053420228937
"High...Low.26","C2","BrM","High - Low",-0.114639323213128,0.862444425648831,0.926940038248074
"High...Low.27","C3","BrM","High - Low",-1.00846620803464,0.276973354322128,0.513498174790162
"High...Low.28","CA2","BrM","High - Low",-1.34801346132655,0.0921925510718392,0.268811712399556
"High...Low.29","CBS","BrM","High - Low",-1.20854040444539,0.167371365104273,0.384881029907658
"High...Low.30","CD36","BrM","High - Low",-0.288578444568828,0.669287491432327,0.821285325046566
"High...Low.31","CD40LG","BrM","High - Low",1.01726564854485,0.0233786337153719,0.12156387836805
"High...Low.32","CDK4","BrM","High - Low",0.471394425563953,0.0460718550041552,0.181255695024784
"High...Low.33","CDKN1C","BrM","High - Low",-0.451740619860258,0.484176283153488,0.693521675163029
"High...Low.34","LYST","BrM","High - Low",0.306188454805733,0.604417868326306,0.776035316362707
"High...Low.35","ERCC8","BrM","High - Low",-0.321872184185157,0.169630477196877,0.387196993960566
"High...Low.36","CLCN5","BrM","High - Low",-0.412204063343815,0.405760420839949,0.630245163837382
"High...Low.37","CLN3","BrM","High - Low",0.176171689248327,0.561092532469395,0.747957884932033
"High...Low.38","COL1A1","BrM","High - Low",1.29642039998953,0.0207596941836098,0.113400343471862
"High...Low.39","COL1A2","BrM","High - Low",0.67462765459067,0.293675037322984,0.530678606580799
"High...Low.40","COL4A3","BrM","High - Low",-1.14168757684416,0.10421662240308,0.287906679471925
"High...Low.41","COL5A1","BrM","High - Low",1.2563045286487,0.124399639077057,0.32226926063678
"High...Low.42","CP","BrM","High - Low",-1.056937682277,0.279763517028567,0.516413053534572
"High...Low.43","CPOX","BrM","High - Low",1.00411265284344,0.0237342452148514,0.122389270385467
"High...Low.44","CPT2","BrM","High - Low",0.978430329546477,0.0422823813867346,0.172081402630949
"High...Low.45","CST3","BrM","High - Low",1.7432500213736,0.000496332402829949,0.0104731377309065
"High...Low.46","CSTB","BrM","High - Low",1.50276292532979,0.0421306348304635,0.17182438688949
"High...Low.47","CYP1B1","BrM","High - Low",0.410198215498679,0.473889392858876,0.685879640605802
"High...Low.48","CYP2D6","BrM","High - Low",-1.06115459836132,0.0482233522002353,0.186160236556648
"High...Low.49","DDB2","BrM","High - Low",0.30163645295554,0.482348890012868,0.692224517050413
"High...Low.50","DLD","BrM","High - Low",0.34368172078822,0.24550762691901,0.479030569890345
"High...Low.51","SLC26A2","BrM","High - Low",0.96905612136936,0.203515587937579,0.430063124123573
"High...Low.52","TOR1A","BrM","High - Low",0.357140728193736,0.420756407301047,0.64277712438901
"High...Low.53","EMD","BrM","High - Low",0.989689684379017,0.000347127412648619,0.00789644309423444
"High...Low.54","EPHX1","BrM","High - Low",0.521460041964214,0.175818722197392,0.395705264405005
"High...Low.55","EPOR","BrM","High - Low",-0.94834594573257,0.159839225116129,0.374878584974793
"High...Low.56","ERCC5","BrM","High - Low",0.637888211032612,0.151304654335749,0.362712362489789
"High...Low.57","ESR1","BrM","High - Low",-0.888475650443024,0.167343547415275,0.384881029907658
"High...Low.58","EXT1","BrM","High - Low",-0.0393057188240664,0.922418714685691,0.960237950625257
"High...Low.59","F13A1","BrM","High - Low",1.40651477940123,0.0632729435475197,0.217130342450971
"High...Low.60","F5","BrM","High - Low",-0.249100117615723,0.755027501235761,0.870026628101328
"High...Low.61","FANCA","BrM","High - Low",0.19292271006219,0.647537406529842,0.806539202043491
"High...Low.62","FAH","BrM","High - Low",1.98259807006249,0.00167420295372661,0.0240473299000363
"High...Low.63","FECH","BrM","High - Low",0.592854752898147,0.192866583949276,0.416818759318941
"High...Low.64","FGFR2","BrM","High - Low",0.292038621058954,0.696759237714803,0.83584439019325
"High...Low.65","FH","BrM","High - Low",0.0579772811928938,0.85288987564798,0.921552420056802
"High...Low.66","FUCA1","BrM","High - Low",0.933448427645506,0.147892979614687,0.357159120457357
"High...Low.67","FUT6","BrM","High - Low",-0.885923579882068,0.229272577122774,0.460318138411744
"High...Low.68","GALC","BrM","High - Low",-0.100553171455699,0.7924062393265,0.89020829394709
"High...Low.69","GALK1","BrM","High - Low",1.09385800899107,0.0051106323038985,0.0492174089937629
"High...Low.70","GALT","BrM","High - Low",0.439981517088888,0.355384617321105,0.589256459671845
"High...Low.71","GBE1","BrM","High - Low",0.949973353733071,0.00375955345147127,0.0406461768053193
"High...Low.72","GCDH","BrM","High - Low",-0.567134082582598,0.0311137280250862,0.143043396342739
"High...Low.73","GCH1","BrM","High - Low",0.679210435366951,0.292056739967389,0.529121185203804
"High...Low.74","GHR","BrM","High - Low",-0.959118163646589,0.157987387070637,0.372528404267182
"High...Low.75","GIPR","BrM","High - Low",0.384998652380648,0.562182166122152,0.748898162640345
"High...Low.76","GJA1","BrM","High - Low",-0.56949377443008,0.520389996767452,0.720084942630899
"High...Low.77","GJB1","BrM","High - Low",-0.652098853448322,0.477055666376059,0.688255003877597
"High...Low.78","GK","BrM","High - Low",-0.0756576959527041,0.80086517275136,0.894182263909938
"High...Low.79","GLI3","BrM","High - Low",0.986119368838388,0.219782546049829,0.449324971475171
"High...Low.80","GLDC","BrM","High - Low",-0.611773696958424,0.370406676247668,0.601996909933188
"High...Low.81","GP9","BrM","High - Low",-0.488456032640116,0.454903130167349,0.672298917101502
"High...Low.82","GPI","BrM","High - Low",0.389975970481512,0.169799630622342,0.387322273569232
"High...Low.83","GSN","BrM","High - Low",0.529820250720001,0.324374577491542,0.56059300050731
"High...Low.84","GSS","BrM","High - Low",1.19072552566055,0.0275130389113185,0.133209277463559
"High...Low.85","MSH6","BrM","High - Low",1.29694767721397,0.001349780626827,0.0205701862410781
"High...Low.86","GUSB","BrM","High - Low",0.372772325620352,0.179505874979344,0.400588162539644
"High...Low.87","HADHA","BrM","High - Low",-0.188254847993047,0.316045714990902,0.551951353661827
"High...Low.88","HADHB","BrM","High - Low",0.926529251165986,0.00388576055663162,0.0415610016722296
"High...Low.89","HGD","BrM","High - Low",0.218686640127363,0.757683679791877,0.871280180855529
"High...Low.90","HK1","BrM","High - Low",0.0798982869544996,0.815800582801917,0.902931183022058
"High...Low.91","HK2","BrM","High - Low",-0.278897595109534,0.485174491752762,0.693793932763181
"High...Low.92","HMGCL","BrM","High - Low",1.05832743564731,0.0330363651406899,0.148498144267434
"High...Low.93","HPRT1","BrM","High - Low",0.565961492111792,0.272593935143539,0.508327431158358
"High...Low.94","HPS1","BrM","High - Low",-0.444784448903055,0.295966759493402,0.532618338733303
"High...Low.95","HSD11B2","BrM","High - Low",-0.16291079620387,0.787222490692274,0.887306046147672
"High...Low.96","HSD17B3","BrM","High - Low",-0.443206836476229,0.185678121186789,0.40813057053231
"High...Low.97","SGSH","BrM","High - Low",0.808711539859275,0.0635221235646221,0.217439321915601
"High...Low.98","ICAM1","BrM","High - Low",-0.670162866484444,0.375062653612275,0.605766486849162
"High...Low.99","IDS","BrM","High - Low",1.4811031149227,0.00408564983640073,0.0427511153412463
"High...Low.100","IDUA","BrM","High - Low",0.0364656604644882,0.946053544801772,0.97332615765383
"High...Low.101","CFI","BrM","High - Low",0.158979387232194,0.838226712332049,0.914155885993558
"High...Low.102","IL2RG","BrM","High - Low",-0.687822215356369,0.455117452252126,0.672298917101502
"High...Low.103","INSR","BrM","High - Low",-0.164932938353902,0.796355904661544,0.892365020359947
"High...Low.104","ITGA6","BrM","High - Low",0.0416726173127605,0.952245326665851,0.975535889147009
"High...Low.105","ITGB2","BrM","High - Low",-0.321402553029163,0.678592212326469,0.826096854372372
"High...Low.106","JAG1","BrM","High - Low",0.0470854111312663,0.92986064660729,0.964897674383325
"High...Low.107","JAK3","BrM","High - Low",-0.116244756706132,0.862077958087685,0.926795360872584
"High...Low.108","ANOS1","BrM","High - Low",1.39692598122191,0.0965813984289075,0.27581324093591
"High...Low.109","KHK","BrM","High - Low",-0.313837484411186,0.641881874304167,0.802495748124691
"High...Low.110","KRT12","BrM","High - Low",-0.783339155631912,0.0449791376275729,0.178757126381728
"High...Low.111","KRT18","BrM","High - Low",0.601430213808312,0.131629716285253,0.333484196093931
"High...Low.112","LAMA3","BrM","High - Low",0.392662262999593,0.603514874737294,0.776000287276704
"High...Low.113","LAMB3","BrM","High - Low",-0.0545454418242278,0.93102230467306,0.965458605172048
"High...Low.114","LCAT","BrM","High - Low",0.643334347424362,0.260162078650447,0.495192854465273
"High...Low.115","SGCB","BrM","High - Low",0.49299368899448,0.384717181895962,0.613985098645278
"High...Low.116","LIG1","BrM","High - Low",0.0222662051852582,0.948649508892369,0.974563565090633
"High...Low.117","LIPA","BrM","High - Low",1.29957147267096,0.0212670053758462,0.11478603595991
"High...Low.118","LYZ","BrM","High - Low",-0.0576006770538889,0.950411857862618,0.974923695549014
"High...Low.119","MLH1","BrM","High - Low",0.978981879917972,0.0217330141404227,0.11612835913072
"High...Low.120","MSH2","BrM","High - Low",0.43518571735738,0.231950213943257,0.464099469832117
"High...Low.121","MTM1","BrM","High - Low",0.549324535517659,0.319208560838368,0.55488665086093
"High...Low.122","MTTP","BrM","High - Low",-0.382828435544199,0.589788509216114,0.766407323419416
"High...Low.123","MTR","BrM","High - Low",1.48158125318496,0.012277164472435,0.0838250517176019
"High...Low.124","MMUT","BrM","High - Low",0.33954281988332,0.361634193512509,0.594927371500471
"High...Low.125","MYL3","BrM","High - Low",-0.432771073549202,0.452820627619204,0.670961825614386
"High...Low.126","MYO5A","BrM","High - Low",-0.846394411225004,0.333627179607935,0.569408837710749
"High...Low.127","NAGA","BrM","High - Low",-0.0533879731411028,0.908212952577603,0.952871903046567
"High...Low.128","NAGLU","BrM","High - Low",1.18530867436476,0.059123004438184,0.208397790902039
"High...Low.129","PTCH1","BrM","High - Low",0.0367672108692213,0.953580014921211,0.975602058486335
"High...Low.130","NCF1","BrM","High - Low",0.00791952130506801,0.991238562396686,0.996581206462784
"High...Low.131","NF1","BrM","High - Low",0.262386273262579,0.248500079274024,0.482514380158723
"High...Low.132","PNP","BrM","High - Low",0.942325828481697,0.0123904871116017,0.0841527288159978
"High...Low.133","NPC1","BrM","High - Low",2.5265994438286,1.34705646962561e-05,0.000788507113391729
"High...Low.134","GPR143","BrM","High - Low",0.341541218887883,0.671773811156723,0.822304280171717
"High...Low.135","OAT","BrM","High - Low",0.101121135725725,0.826162514035747,0.908220459795702
"High...Low.136","OCA2","BrM","High - Low",0.705199600600156,0.326760965006361,0.56263211082326
"High...Low.137","OCRL","BrM","High - Low",0.524813478105629,0.358516633322319,0.591956532536202
"High...Low.138","PAX6","BrM","High - Low",-1.3154457153976,0.109021373786428,0.296387294844952
"High...Low.139","PCBD1","BrM","High - Low",0.342028283167524,0.402041107960849,0.627452130300561
"High...Low.140","PCCA","BrM","High - Low",0.575896474819985,0.069382971185865,0.228499945124824
"High...Low.141","PDE6B","BrM","High - Low",-0.741279947561886,0.28112105166802,0.517424592141177
"High...Low.142","PDHA1","BrM","High - Low",0.287309958529691,0.470658968297578,0.68360869668637
"High...Low.143","PEPD","BrM","High - Low",0.699994311994493,0.180749107723665,0.402335722681634
"High...Low.144","PEX12","BrM","High - Low",-0.205324144068807,0.730037025245933,0.857317047191354
"High...Low.145","PEX6","BrM","High - Low",0.964033508500987,0.0668002299032629,0.224001729709168
"High...Low.146","PEX7","BrM","High - Low",1.14340417006607,0.0157275249771394,0.0969713858220272
"High...Low.147","PFKM","BrM","High - Low",0.953992214664997,0.17488596668766,0.39430373472367
"High...Low.148","PGK1","BrM","High - Low",0.205479151966904,0.509354300134736,0.711727007306636
"High...Low.149","PHKA2","BrM","High - Low",1.80554591584428,0.00784827855318768,0.0639420469543119
"High...Low.150","PHKB","BrM","High - Low",1.2629459744499,0.0261304270231365,0.129540990096981
"High...Low.151","PHKG2","BrM","High - Low",0.00780772087360697,0.96732591279624,0.982889743817165
"High...Low.152","SERPINA1","BrM","High - Low",-1.97270790549213,0.00339711072264934,0.0381731558312163
"High...Low.153","PKD2","BrM","High - Low",1.09235622293443,0.020677603888501,0.11308822455048
"High...Low.154","PKP1","BrM","High - Low",0.333515581261088,0.687150144582939,0.830731984334196
"High...Low.155","PLA2G2A","BrM","High - Low",-1.05979124012731,0.246800461200668,0.480681950744445
"High...Low.156","PLOD1","BrM","High - Low",0.486365146940427,0.160957821856483,0.376240589435623
"High...Low.157","PMM2","BrM","High - Low",-0.367170731427121,0.187460873806032,0.410419033575334
"High...Low.158","PMP22","BrM","High - Low",0.423317116325856,0.532283442040733,0.728135851584028
"High...Low.159","PON2","BrM","High - Low",1.38349818951896,0.000773300544410312,0.0138876439233636
"High...Low.160","POU3F4","BrM","High - Low",-0.653115462841024,0.243724477793883,0.476899914889013
"High...Low.161","PRNP","BrM","High - Low",1.59395021590645,0.00032732814539738,0.00760684510649392
"High...Low.162","PROC","BrM","High - Low",0.773480112139323,0.185445300905228,0.40810056870947
"High...Low.163","PROS1","BrM","High - Low",0.352870096721458,0.525709916193148,0.723885996805328
"High...Low.164","PTH1R","BrM","High - Low",0.111793491995076,0.82715688756867,0.908956472946799
"High...Low.165","PTS","BrM","High - Low",0.669982287582171,0.193982551154388,0.418089029525479
"High...Low.166","PEX2","BrM","High - Low",-0.0413308074228472,0.899813931656928,0.94806423436364
"High...Low.167","QDPR","BrM","High - Low",0.708917876692684,0.176901135323268,0.397240103416008
"High...Low.168","RB1","BrM","High - Low",1.07045891751632,0.0916814118254905,0.267770971072779
"High...Low.169","PRPH2","BrM","High - Low",0.663824649462243,0.243378352049922,0.476604583591602
"High...Low.170","RHAG","BrM","High - Low",-0.180560834086981,0.756597738227475,0.870844157710364
"High...Low.171","PITX2","BrM","High - Low",0.671618595486692,0.292432092391822,0.529526918529845
"High...Low.172","RLBP1","BrM","High - Low",-0.286863576913916,0.650516049779374,0.808090884071518
"High...Low.173","RPGR","BrM","High - Low",0.991631322879932,0.0700206427385299,0.229761164727991
"High...Low.174","RPE65","BrM","High - Low",-0.493221001151136,0.300742721369897,0.537205141977127
"High...Low.175","ATXN1","BrM","High - Low",0.459527179448637,0.086271905351812,0.25873179998854
"High...Low.176","SGCD","BrM","High - Low",-1.20477456383533,0.0844035510199918,0.25564097830043
"High...Low.177","SLC3A1","BrM","High - Low",-1.67475234693187,0.00060029537714736,0.011745639617191
"High...Low.178","SLC5A1","BrM","High - Low",-1.81425094214007,0.0191387060176831,0.108709093458135
"High...Low.179","SMN1","BrM","High - Low",-0.527351795464213,0.0155802312304291,0.0965739631872856
"High...Low.180","SNCA","BrM","High - Low",-0.524548076378839,0.506808209072837,0.709876536336502
"High...Low.181","TCN2","BrM","High - Low",-0.587820075193836,0.37390248248427,0.604937635012714
"High...Low.182","TCOF1","BrM","High - Low",2.18404057400134,0.00014178615211855,0.00428420792254538
"High...Low.183","THBD","BrM","High - Low",0.708029308805797,0.234175924686573,0.465967721408866
"High...Low.184","TIMP3","BrM","High - Low",0.851618943489692,0.321950904132456,0.557575284577006
"High...Low.185","TPI1","BrM","High - Low",0.230892428090003,0.489602745626596,0.696868839373814
"High...Low.186","TPM1","BrM","High - Low",-0.636424128824863,0.0342818091250373,0.151721344855162
"High...Low.187","TPMT","BrM","High - Low",-0.276802180574972,0.288748630492238,0.52507048208796
"High...Low.188","TSC1","BrM","High - Low",0.356008373039942,0.467489885716178,0.681695174189007
"High...Low.189","TYR","BrM","High - Low",-0.476026372096992,0.51934210647966,0.719452610435458
"High...Low.190","UROS","BrM","High - Low",-0.420745822585555,0.194688941463115,0.418982030153286
"High...Low.191","VDR","BrM","High - Low",0.30169184535703,0.631798373748674,0.79522631090939
"High...Low.192","WAS","BrM","High - Low",0.339915058235634,0.621116622662553,0.787900238684591
"High...Low.193","WT1","BrM","High - Low",-1.16509744616451,0.192951597618494,0.416830273422287
"High...Low.194","XDH","BrM","High - Low",0.596282537059268,0.32100970125593,0.55646741119462
"High...Low.195","XPA","BrM","High - Low",0.29363198137475,0.574025887305537,0.75828611865877
"High...Low.196","MID1","BrM","High - Low",1.10347581955888,0.105096058325005,0.289659424589834
"High...Low.197","BLMH","BrM","High - Low",1.03208403035456,0.0608555247659071,0.212523412749636
"High...Low.198","SLC25A20","BrM","High - Low",-1.11620602421865,0.0518550110549583,0.194153528932373
"High...Low.199","CASR","BrM","High - Low",-0.466441445178382,0.47378355339867,0.685868368382387
"High...Low.200","CDKN1A","BrM","High - Low",1.32508506158565,0.0216139914534917,0.1158099350572
"High...Low.201","CHM","BrM","High - Low",1.5820790999498,0.00189891619149208,0.0260961075824894
"High...Low.202","TPP1","BrM","High - Low",1.50975225899755,0.0012132174041185,0.0191351876929174
"High...Low.203","COL5A2","BrM","High - Low",0.840278347332549,0.18544739650746,0.40810056870947
"High...Low.204","CSF2RB","BrM","High - Low",0.146087772535362,0.830230606080673,0.910418580931005
"High...Low.205","CTSK","BrM","High - Low",0.629000473352664,0.40415336878594,0.629072722442735
"High...Low.206","CYBB","BrM","High - Low",0.585015039798898,0.495072911164655,0.70109019406757
"High...Low.207","CYB5R3","BrM","High - Low",0.600869226118258,0.0138412198923199,0.0903165421145314
"High...Low.208","EGR2","BrM","High - Low",-0.313860755345939,0.637847514696619,0.799523943249324
"High...Low.209","ERCC2","BrM","High - Low",0.361908904684941,0.501848349801626,0.705330361033228
"High...Low.210","G6PD","BrM","High - Low",0.678075532492115,0.236034498886936,0.468378604516496
"High...Low.211","GLB1","BrM","High - Low",1.33312926345944,0.0463442958746698,0.181879979397581
"High...Low.212","GM2A","BrM","High - Low",1.19158368667864,0.00888241591210291,0.0687686765967459
"High...Low.213","HLCS","BrM","High - Low",0.155178194685624,0.768785727184023,0.877441531983381
"High...Low.214","HSD17B4","BrM","High - Low",0.105901094714116,0.661746903969519,0.815682173987648
"High...Low.215","IFNGR1","BrM","High - Low",0.697349205667585,0.0198041643018687,0.110470597521189
"High...Low.216","IL2RA","BrM","High - Low",0.539650430738486,0.286032146755375,0.522196232951546
"High...Low.217","IL4R","BrM","High - Low",0.762380267587099,0.1516610781473,0.363166979105079
"High...Low.218","ITGA2B","BrM","High - Low",0.0664064320491633,0.917012049243594,0.956959463592263
"High...Low.219","KRT17","BrM","High - Low",-1.25222216505182,0.0725989921779816,0.235324351383217
"High...Low.220","LAMA2","BrM","High - Low",-0.208278744207997,0.767819735386613,0.876992067241343
"High...Low.221","LTBP2","BrM","High - Low",1.18298771664058,0.177055257703697,0.397337673287572
"High...Low.222","MAT1A","BrM","High - Low",-0.255026060410572,0.679716867476891,0.826818448482889
"High...Low.223","PAFAH1B1","BrM","High - Low",0.252425056923766,0.473582577527695,0.685861310518887
"High...Low.224","MVK","BrM","High - Low",0.0276847985007013,0.917994596369891,0.957556248375691
"High...Low.225","NCF2","BrM","High - Low",0.582150328856426,0.340180172582201,0.575259351435391
"High...Low.226","NEU1","BrM","High - Low",0.715913511146503,0.16069446210807,0.375939050985267
"High...Low.227","NOTCH3","BrM","High - Low",0.222568132399013,0.787802188462435,0.887601885849196
"High...Low.228","OXCT1","BrM","High - Low",0.797689384603242,0.272475411961269,0.508327431158358
"High...Low.229","PAFAH2","BrM","High - Low",-0.0945277302655023,0.658057571053347,0.813394745683728
"High...Low.230","PCSK1","BrM","High - Low",-0.838816192510181,0.220168147546956,0.449458058681344
"High...Low.231","PLEC","BrM","High - Low",0.190213296796795,0.490502959501818,0.697795377069186
"High...Low.232","PSEN2","BrM","High - Low",1.22444474585132,0.0189567813373035,0.108162393117032
"High...Low.233","RFX5","BrM","High - Low",0.324397968216903,0.394195133212983,0.621384779002776
"High...Low.234","SLC5A5","BrM","High - Low",0.408388258266163,0.154428981865329,0.367238051384659
"High...Low.235","STK11","BrM","High - Low",-0.449947132687515,0.0365759611556902,0.157687915958169
"High...Low.236","UBE3A","BrM","High - Low",1.93397164596547,0.000973614196132339,0.0163811492674491
"High...Low.237","BARD1","BrM","High - Low",0.72880484769066,0.075101361639887,0.239277624537012
"High...Low.238","PEX1","BrM","High - Low",0.135028840587008,0.595120544326171,0.770227569186362
"High...Low.239","TWIST1","BrM","High - Low",-1.12141213858865,0.0882086080888124,0.262505515244094
"High...Low.240","AK1","BrM","High - Low",0.757008678990032,0.19891495382773,0.423834784280454
"High...Low.241","ALPL","BrM","High - Low",0.447462743726728,0.551159972603633,0.741258942537542
"High...Low.242","AMH","BrM","High - Low",-1.29414290563291,0.036351004166139,0.156964915568125
"High...Low.243","AMPD3","BrM","High - Low",0.194530150140291,0.720471271499686,0.852235823816742
"High...Low.244","AMT","BrM","High - Low",-0.343075395600978,0.453977189872097,0.671794043400744
"High...Low.245","APP","BrM","High - Low",0.00266553979827544,0.994046774171773,0.998113426445354
"High...Low.246","APRT","BrM","High - Low",-0.314473165253023,0.220613802623078,0.449910655786714
"High...Low.247","ARSA","BrM","High - Low",0.828966780862009,0.143206130724391,0.350246834179513
"High...Low.248","ATRX","BrM","High - Low",-0.70718925266478,0.00033219849464504,0.00764815705091042
"High...Low.249","C1QB","BrM","High - Low",0.842754314085293,0.30338913762535,0.53943653992646
"High...Low.250","CFTR","BrM","High - Low",-1.33284682514887,0.0925248282229685,0.269222617895035
"High...Low.251","COL4A5","BrM","High - Low",0.0993216493288619,0.875885089114623,0.934464454870249
"High...Low.252","CYP11B1","BrM","High - Low",0.0684542364922292,0.919657815568901,0.958362222704576
"High...Low.253","F12","BrM","High - Low",-0.378584647772238,0.529393485712168,0.726028317332931
"High...Low.254","FBP1","BrM","High - Low",-0.897388432297265,0.170533005185673,0.38845138108605
"High...Low.255","FUT2","BrM","High - Low",-1.06734034209533,0.162056086266245,0.377483291186275
"High...Low.256","GALNS","BrM","High - Low",0.348472413894194,0.509561825418451,0.711872152735996
"High...Low.257","GH1","BrM","High - Low",0.266488360195427,0.705888676605023,0.841675836163323
"High...Low.258","HBA2","BrM","High - Low",-3.49346312027078,0.0044041163804189,0.0448678666600969
"High...Low.259","HBB","BrM","High - Low",-1.60826128013079,0.0946985481605401,0.272548196119833
"High...Low.260","HEXA","BrM","High - Low",0.217353066526301,0.328070575259537,0.56391538860805
"High...Low.261","HEXB","BrM","High - Low",1.24444628590499,0.0454336914445155,0.179959610223322
"High...Low.262","HOXA13","BrM","High - Low",-0.60377035007897,0.393256881754334,0.620605050845249
"High...Low.263","HOXD13","BrM","High - Low",-1.21010421698653,0.0751541273411234,0.239391220742786
"High...Low.264","KCNJ11","BrM","High - Low",-0.945931594476085,0.205623328282082,0.432451564230857
"High...Low.265","LDLR","BrM","High - Low",0.599158766979285,0.361736361241849,0.594969153893967
"High...Low.266","MPZ","BrM","High - Low",-0.91667549216877,0.151819510526602,0.363193391290554
"High...Low.267","PCCB","BrM","High - Low",-0.385247878669411,0.293249930940436,0.530389984984706
"High...Low.268","PLP1","BrM","High - Low",0.0502144373735196,0.95732068433694,0.977285411011708
"High...Low.269","PMS1","BrM","High - Low",0.511448099924129,0.0710252026102031,0.231888584484654
"High...Low.270","SMPD1","BrM","High - Low",0.0337760303644604,0.948381522975285,0.97435980806523
"High...Low.271","HNF1A","BrM","High - Low",-1.55072111732185,0.00907571069999426,0.069888369610193
"High...Low.272","TSC2","BrM","High - Low",0.113575520369668,0.634258980456701,0.796645378712312
"High...Low.273","VHL","BrM","High - Low",-0.206267215086773,0.368680134176791,0.6007334074216
"High...Low.274","VWF","BrM","High - Low",1.16858125869152,0.133201233230493,0.335884147962256
"High...Low.275","WRN","BrM","High - Low",1.61732078934186,0.00111106568445097,0.0181173461260765
"High...Low.276","IL6R","BrM","High - Low",-0.00497936440398429,0.9938194839227,0.998100113429905
"High...Low.277","FCGR1A","BrM","High - Low",-0.831001311247536,0.179038301273555,0.399894583169283
"High...Low.278","FCGR3A","BrM","High - Low",-2.15576299549752,0.00619214021045348,0.055623191106384
"High...Low.279","CR1","BrM","High - Low",0.36013572075975,0.5487197704068,0.739555836993365
"High...Low.280","CD55","BrM","High - Low",-0.59372980838765,0.185874804367809,0.408183469033507
"High...Low.281","IL1RN","BrM","High - Low",-0.672013208151489,0.261730409554432,0.497163398461168
"High...Low.282","SLC11A1","BrM","High - Low",0.481892418466583,0.512081512208727,0.713761119438088
"High...Low.283","CCR5","BrM","High - Low",0.813509876974795,0.281847871126004,0.517930611827913
"High...Low.284","GPX1","BrM","High - Low",0.264800044951873,0.379516934026468,0.609973663192432
"High...Low.285","C7","BrM","High - Low",0.169830834958732,0.83461877106545,0.912124311009157
"High...Low.286","CD14","BrM","High - Low",0.696624548722452,0.314099717217934,0.549694151098186
"High...Low.287","TAP1","BrM","High - Low",0.564525139375173,0.28323019625306,0.519385298935682
"High...Low.288","TNF","BrM","High - Low",0.144500404230815,0.785728847873153,0.886408078521524
"High...Low.289","IGFBP2","BrM","High - Low",-0.303380824238755,0.691768528444611,0.83308348953803
"High...Low.290","IGFBP3","BrM","High - Low",-2.05033251715591,0.00764603059635476,0.0631451995531305
"High...Low.291","HGF","BrM","High - Low",0.963227962354182,0.278579380389578,0.515053620504031
"High...Low.292","SERPINE1","BrM","High - Low",1.82717434030943,0.0250051372898641,0.126198366048052
"High...Low.293","C8G","BrM","High - Low",1.28120341359923,0.0701049411210052,0.229903452011923
"High...Low.294","ORM1","BrM","High - Low",-0.88513893157516,0.263083693546401,0.498558013003528
"High...Low.295","ORM2","BrM","High - Low",-0.582709932374864,0.209191918516524,0.436740029853182
"High...Low.296","CD59","BrM","High - Low",0.160826480602655,0.632722320696411,0.795667949091744
