feature	X1552	X13165	X9450	X6952	X9467	X16971	X1543	X17167	X8007	X6956	X2043	X1564	X1536	X6939	X1472	X1545	X9712	X17130	X17168	X8071	X8235	X6936	X16988	X17169	X4303	X1468	X8236	X8163	X1466	X15878	X8130	X15877	X16987	X19288	X1699	X8095	X1395	X2492	X8047	X1542	X2502	X1521	X8059	X749	X17154	X1522	X5089	X3934	X8245	X15888	X1411	X17153	X17137	X8053	X8249	X17300	X2048	X969	X15873	X5825	X1540	X9649	X7298	X9463	X8255	X15494	X5868	X6050	X2479	X4494	X1457	X1544	X7285	X19850	X5265	X2036	X2499	X6055	X9447	X17007	X5266	X4482	X15874	X1464	X1525	X1520	X4479	X2497	X2483	X19322	X15896	X5273	X9731	X1458	X5286	X5989	X6067	X9422	X17151	X15892	X2041	X15872	X19351	X2477	X8028	X2489	X1560	X17152	X6649	X2016	X6833	X9738	X12664	X9648	X8025	X1561	X15897	X6001	X17132	X9631	X17008	X17148	X2037	X3922	X8031	X9418	X7282	X9733	X2480	X14348	X19882	X6893	X2532	X5884	X5880	X1528	X16955	X1541	X15875	X15899	X1547	X15887	X6934	X9460	X7295	X6070	X1526	X9434	X985	X19880	X19300	X4481	X5898	X6653	X19903	X14784	X6629	X1531	X2053	X748	X3931	X19845	X1524	X8026	X19800	X19893	X5285	X19825	X15894	X1454	X17525	X1485	X19849	X3920	X19337	X5878	X1341	X19315	X1533	X9416	X3936	X3607	X19317	X6820	X7281	X3587	X5842	X76214
GBM-BM-259-SL	1317126	3011	214608	637100	1368	138989	0	32565	129590	67287	59433	274504	30087	9829	0	57648	32149	54129	110616	84988	0	256136	4229	0	16429	30268	4000	17611	10629	1517	809	2449	1671	2974	0	22866	31562	31215	176	12464	13465	0	811	39400	0	79142	39258	14429	0	10396	0	4801	3898	0	0	3214	29342	265480	9007	501	2565	0	2996	0	17454	0	10787	2280	24583	32916	2631	0	0	34146	10002	5119	1164	14147	20463	4537	4281	131264	342	0	23025	899	130098	6750	2711	0	4451	51797	0	4693	14970	16337	8697	0	0	0	1809	2111	73548	0	229	0	11623	86201	208	2122	11257	0	522	0	1582	11393	2337	2465	43205	0	2654	0	0	26072	0	2428	523	0	1962	2319	1892	146	682	1220	13470	0	0	0	3117	0	0	0	0	0	0	0	1064	738	76	0	993	586	735	0	0	49	205	0	2856	4172	786	6392	396	154	1797	0	16852	0	0	0	0	689	0	2830	0	0	2206	0	0	42	0	1293	144	0	0	0	0	0
GBM-BM-428-SL	202234	0	0	28607	0	65515	1220023	0	100419	0	0	7223	0	220347	0	0	0	1346	0	18398	0	427676	8235	0	4342	5851	0	12503	0	119032	31668	12273	0	0	171	0	57088	0	0	32785	0	0	0	0	8618	380124	15753	0	0	3490	4938	0	50821	2037	448	274192	645	112976	237	9173	243165	0	0	0	712	221353	88707	0	0	0	0	0	0	0	74275	0	0	886	0	9384	0	10002	4769	0	9924	87103	0	691	0	0	0	0	0	2002	0	0	0	1058	56733	2314	0	1208	1072	0	14625	0	0	0	0	244	980	0	0	0	0	18474	0	4488	527	0	0	2074	0	1698	3229	0	7733	0	0	31311	77	0	0	11483	21049	0	0	41148	44366	0	0	0	0	0	0	0	0	0	34573	0	2564	1855	22260	2192	0	412	212	164	1014	1666	1238	2624	0	0	724	354	0	0	0	0	0	0	0	0	0	1666	147	34	0	0	551	1214	0	0	3518	115	268	0
GBM-BM-454-SL-PreOp	917574	20065	215649	594961	52966	1270879	622543	463887	101552	22294	22551	437125	38843	32158	0	239889	140167	261168	0	58802	12487	381414	43200	409226	25541	749382	0	81840	61825	32045	11045	2336	11856	3519	304	57069	60022	6905	18681	453579	897	78567	277642	0	262376	209417	22002	1352	8180	2303	10566	66378	33621	5231	2940	1585	4284	90583	5941	1381	2353	17150	31681	3069	40666	58	216048	212667	11720	8870	539	2857	14687	63864	30045	574	0	35908	4891	5122	3944	49383	122	1292	7279	2821	60264	1055	660	0	0	25682	229	1139	3994	35997	11247	1424	4353	3092	954	14179	63090	4492	1864	0	1202	0	0	10642	20051	532	532	7708	7860	14601	0	35049	18440	3975	7789	92	0	32191	5577	2230	83	6150	1213	3172	207	0	4223	0	35508	0	0	472	93	0	722	0	3465	40112	3700	921	10465	0	644	117	200	595	6480	11420	0	1628	0	607	0	0	6353	1488	574	0	145	251	2746	0	3090	0	134	5487	178	405	0	0	15	221	1018	0	0	294	0	1272	16	480	404	219
GBM-BM-279-SL	830711	26523	42479	380860	17750	332517	1177431	0	150763	64483	0	70374	11999	58467	0	717	242956	79074	0	121615	0	392850	22448	26520	6772	31625	0	1327	6862	37557	3268	0	8642	0	788	56021	41371	12034	14063	334907	37008	0	0	1358	219797	143721	55757	0	0	783	5809	42407	24290	482	271	33444	5472	174835	4972	579	13005	0	0	0	30939	0	109837	0	8939	5901	0	0	0	2040	59553	4513	0	3777	44	1047	1513	68653	0	58141	97953	22139	0	1100	0	0	0	62023	0	355	0	965	1684	7601	5180	0	1217	0	18790	0	5414	0	7474	4812	0	6185	1535	0	0	0	0	23330	0	3906	8106	0	940	0	957	20442	1513	11572	441	7050	0	91	0	0	1601	0	15361	0	0	6794	0	0	0	0	0	0	196	0	4444	4372	2075	0	74	0	4637	373	0	913	0	0	0	15109	0	0	0	0	0	0	5900	0	0	0	0	0	0	1556	0	0	0	0	7620	0	923	580	0	0	0	0	1527	0
GBM-BM-426-SL-PreOp	223469	14737	1116003	63341	118879	294281	0	24946	6216	48944	435656	139016	132043	2719	2382	38284	190052	32500	19368	6115	5159	25016	108866	0	16418	98609	9608	185679	796	51546	21617	0	38177	6413	0	152021	7150	42105	14075	9933	4057	2689	93133	30268	0	12191	1798	15832	2425	4128	57016	8952	3842	1276	4811	0	26429	13054	1653	55	0	9751	129317	0	19526	0	11543	0	23112	23178	2519	0	16274	8286	577	4643	7474	21903	12072	12736	8862	1006	154	0	2325	0	14335	66	676	27148	0	5864	0	8117	18210	38221	14612	298	16	632	51467	0	4911	0	0	0	15829	9908	79907	9235	20096	30844	53	50549	6525	3515	5651	27786	5157	0	37080	981	0	8219	916	29649	0	1441	0	0	87	7645	7865	269	6105	0	0	0	0	0	0	0	0	0	11246	2468	1506	11371	0	5443	42	0	0	5374	430	0	493	0	0	1271	8440	1186	0	320	0	0	1022	2377	1829	0	0	2911	1435	0	0	292	0	0	0	0	0	0	37	1198	0	1187	0	508
GBM-BM-286-SL	1081895	48897	64560	683948	31920	782687	604886	56071	72846	968	7121	158307	15424	62552	0	475016	13362	355014	1276	68839	535	168607	11248	0	2166	26653	49471	160419	7978	5327	8174	12838	37821	0	0	45065	25569	17415	6346	21933	5105	907	0	2720	134837	155097	319	866	0	27539	22156	53513	152132	386	9397	9736	2048	152308	1544	2611	29943	4185	1099	0	138620	24380	71892	0	4058	1927	0	0	1842	7862	14576	126	0	0	2123	0	0	35891	6373	1215	39552	3673	0	1871	13875	0	3378	14694	0	1611	972	1216	481	1741	3313	1231	0	3814	26004	0	0	2613	0	93	0	2737	599	833	2758	0	0	23265	6446	19057	15152	0	0	441	256	713	2773	3520	137	0	0	2212	325	0	1403	842	1299	528	730	3683	5081	385	28670	0	0	0	0	0	5655	3625	4275	129	642	0	21	8083	0	146	0	389	1154	4425	256	197	1142	12682	411	68	0	0	0	0	915	26	0	6259	968	187	1593	2736	787	481	822	1524	1159	3080	370	1270	268	0
GBM-BM-430-SL	1060457	164	24361	639944	78803	410320	336739	41118	370927	30696	0	99758	92730	128107	0	66672	616030	3247	0	175774	0	167529	127440	21800	3468	33057	0	50844	20103	50908	89520	1101	3512	0	0	186189	12720	26156	53973	60967	3017	0	329	0	0	141867	9124	21716	0	0	15285	27396	18031	16947	2441	15738	1990	25764	2788	992	10953	0	67309	0	34862	3999	60097	1718	419	4919	694	231	1861	10384	13771	0	0	9489	12850	12940	971	4468	156	0	13188	9675	0	1834	0	0	0	33572	0	0	0	20149	6970	12127	15804	2785	0	3064	29432	0	2395	0	0	0	0	0	2956	0	0	692	4993	9975	0	53338	6052	0	16028	1064	0	15737	3372	6101	262	1051	1291	219	221	0	9135	677	2873	1670	0	0	0	0	0	5094	6533	0	1487	0	36908	0	945	120	693	121	1123	25278	0	4718	0	0	0	0	4171	0	430	6788	0	226	7147	4490	0	0	0	197	460	0	0	206	0	1650	0	0	368	0	2671	0	8	0	1820	1108
GBM-BM-389-SL-PreOp	597592	0	511428	183791	0	1183251	2328	174596	259378	199	271608	106775	25394	1627	0	360672	63000	147870	1006670	284556	0	119513	183545	0	38542	31906	6283	33447	0	19432	85502	5111	58768	0	0	253420	11670	2540	26565	289	631	1423	37801	8566	75561	25648	12122	26970	0	0	2080	119860	34475	8997	25074	0	25390	51069	6556	0	0	0	101741	0	141766	0	32248	691	12273	18774	0	0	227	165568	253	310	2953	6690	805	6511	14387	2411	0	0	1106	0	890	0	128	5381	0	25309	0	0	5631	46025	5797	577	0	4778	2812	0	22288	0	0	2493	0	0	0	0	25320	0	12697	0	280	1833	5150	7756	58609	303	10027	660	858	25949	8555	372	0	0	0	0	219	0	4060	0	12736	0	0	0	0	0	0	0	0	599	3600	1040	0	1218	217	0	0	0	0	1782	567	2299	0	330	0	0	941	0	0	0	0	0	6516	17781	0	0	0	5685	0	0	0	0	0	0	0	2854	0	0	0	0	0	0	0	950
02-2020-29-SL	0	0	0	602129	0	0	0	0	0	18634	0	0	0	592946	0	0	0	0	0	977627	33169	110305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM-BM-464-SL-PreOp	924585	46741	153492	288291	28163	1133344	175392	620633	138684	62312	119824	119530	14671	21378	1698	152297	155930	146219	0	73240	2959	193962	65897	454783	56737	64047	2726	165171	22658	9191	62560	23526	151778	0	0	195497	22178	1795	20541	0	1984	828	19301	3729	0	154411	24365	9073	1162	13438	29090	20755	34321	5443	10646	2512	2637	96030	3981	7115	48017	3268	95135	60302	41035	2642	65805	1108	2466	260	5429	0	58811	35215	7358	3554	5152	29367	24499	9738	5589	23755	7079	3716	40308	3411	0	4878	0	0	85	70098	0	6283	0	43765	18768	455	9284	33946	3575	900	31993	0	0	0	709	0	0	21065	15706	3370	715	0	15573	66035	5726	52230	10605	0	62990	7958	140	22336	9622	3554	4172	8966	5262	15187	578	0	3685	2567	1747	1172	0	0	1489	6905	13198	0	6898	1474	3077	2893	8341	4229	9200	350	2050	2919	3459	27217	0	2699	0	1458	0	1973	21782	4331	2896	17274	0	902	4572	189	2186	101	1097	1181	39	4366	66	0	329	0	1357	2370	3166	1857	931	181	2361	2135	1504	1960
GBM-BM-392-SL	418068	11911	14210	271894	68071	913777	448342	430242	170568	24074	20573	18826	5246	75667	116	3155	224520	825951	253966	435174	4311	331869	13362	0	4222	79969	184	103106	43673	191246	37525	7542	5593	0	2340	22741	14145	2496	39806	0	4715	0	49654	0	0	73868	3453	10170	1467	15418	0	39404	22559	98067	5784	0	1950	37192	0	208	18685	30126	20137	0	30579	0	56619	6355	653	1147	1427	8164	12864	40313	111	0	0	4340	3619	14328	11015	25728	2980	0	0	14097	0	0	253	0	0	1993	7872	304	0	32084	4586	6895	94073	2129	0	0	17169	679	16655	0	0	0	0	0	5686	1763	0	2074	1229	595	4108	14289	7056	25912	12778	0	1098	35548	4356	4721	97	3459	3764	560	0	0	7433	187	8377	0	0	867	647	195	0	202	2583	7906	4482	116	0	0	233	1154	167	208	819	0	371	0	0	0	0	0	0	3002	405	0	132	4170	7959	492	1764	0	0	0	11756	0	3180	2004	0	0	0	0	0	0	1366	0	0	0	0	0
GBM-BM-291-SL	803235	153056	0	520469	2554	910379	876302	14843	0	172607	2311	257457	13262	90881	0	821807	0	17471	0	0	12538	68586	32089	9705	544	38166	8922	0	299235	869	280	0	146441	0	0	11876	9235	116	32768	8617	179463	0	5233	36745	16758	70205	0	123	0	1923	13908	33027	54996	0	3538	0	34109	13570	0	1943	1773	0	0	7521	20298	1770	53372	0	98951	0	28634	0	0	1208	33223	11024	0	0	0	5796	1026	20467	0	180	37271	4247	0	2256	67353	0	0	12039	0	0	0	0	0	0	0	445	8017	0	34010	0	396	0	0	0	0	0	0	0	0	0	0	27799	6956	0	8823	0	182	0	8200	1058	0	3657	625	0	0	4943	277	3075	11728	0	2236	0	5272	0	0	4641	0	0	0	0	0	0	19356	0	244	599	493	0	0	943	0	261	0	0	878	0	1588	0	633	748	2064	0	0	0	0	0	0	0	0	0	0	0	2336	0	0	3903	2852	214	0	0	0	0	805	0
01-2020-90-SL	585960	84974	33529	869710	106282	741481	111651	158048	525239	5206	273	256	0	233489	0	48294	38333	37562	0	63624	4056	433252	28434	0	0	0	28684	8048	1366	22965	423	167	83005	0	0	24862	6254	5506	22438	9534	11808	0	0	0	0	20606	4093	0	0	17077	1330	19768	21368	1408	19925	0	0	133599	3808	0	0	0	0	53101	24592	4441	13609	0	4247	519	0	0	0	2890	6173	0	0	0	0	555	0	80326	0	0	10384	10178	345	8143	6342	0	0	6134	0	3350	0	0	0	8343	1057	3470	0	0	13970	0	81	0	0	545	0	7175	0	0	0	0	0	7047	0	0	474	0	1313	1625	0	0	0	694	0	0	236	1213	0	0	252	226	0	0	0	790	0	0	0	0	0	0	0	0	3770	738	678	663	796	1794	0	0	0	0	0	0	0	625	0	84	0	0	1025	0	0	0	0	0	0	0	0	0	1565	0	275	0	0	0	0	0	0	0	0	0	0	0
GBM-BM-263-SL	342099	579414	532979	71225	122736	435453	293888	55581	130390	685226	106475	407419	231851	476221	341077	359038	183864	102439	191209	3687	89955	101931	10537	0	109995	312	721880	9847	164295	22874	285633	16229	24525	47381	24802	9956	161217	211034	40397	775	80520	2575	198803	308053	0	61213	109901	369073	5708	32519	324615	21712	5409	21394	30977	57752	49559	28088	12802	4267	38583	0	7017	0	121360	5312	56647	4937	45729	134482	92963	0	24186	58382	6525	42597	26118	3188	152953	7362	13994	7678	3187	57879	95465	27343	0	11495	5412	20057	14422	102471	104121	8252	17257	57593	3561	801	4586	12033	184	23430	33454	153852	7453	88875	86778	37114	11254	43573	4683	15193	9424	1722	70	44058	39171	14885	41372	0	5516	3677	59691	3331	0	15654	1728	0	1767	25578	3575	19278	15320	4684	3605	385	48092	46711	794	6284	0	3677	0	532	14733	38421	0	14366	6706	4361	2518	8510	3497	9508	10375	25556	4057	9897	10012	21941	16348	7123	7045	20056	1720	18735	11130	174	3363	12116	1105	10928	5538	5688	587	0	5360	3304	2796	2786	5695	1184	0	2733	395	473	1466	0
GBM-BM-322-SL	180720	35488	717168	20535	307471	251556	0	3405	11997	79484	75930	31898	42551	6110	0	0	81554	717	6780	0	57090	582	3582	0	11552	6446	0	6354	0	7590	0	7599	61613	152	0	164459	4691	25466	1516	0	41536	0	0	7389	3674	3065	0	6312	12058	18816	5479	496	3284	454	14538	0	3513	1580	3535	317	259	1320	2572	0	55684	0	0	0	15678	7529	83	0	69	2853	0	3542	0	0	22975	4727	0	3226	417	3551	10258	5795	0	22447	46440	391	34272	3650	0	31889	760	0	0	25863	1928	6161	1974	0	2267	0	0	8068	0	0	0	229	0	20715	5046	0	771	9563	11271	1288	269	0	0	840	0	0	739	28577	113	0	14128	31463	3868	0	5148	3133	0	559	2073	0	0	4351	0	10437	0	0	0	3355	388	6681	40	3187	3344	1943	206	0	2983	0	0	0	0	0	351	1485	1650	1781	0	281	0	189	0	1004	0	0	615	0	8001	7628	1654	0	0	6242	0	336	1635	0	0	0	0	0
01-2020-22-SL	92273	23125	13157	468972	11328	570236	351149	29787	211995	72314	9746	157867	4893	67516	0	657409	128530	38689	0	69045	0	176745	270491	0	9752	8115	2442	63853	0	63230	26226	2741	15371	0	0	24262	6753	30562	54840	60559	4227	0	1218	0	126472	92938	23394	854	0	10479	1365	22739	6449	3493	14494	0	0	12802	0	840	0	0	1905	0	21940	13646	110625	0	10901	0	6225	0	0	29600	1512	0	0	0	2264	7395	0	60453	1639	973	25645	6993	0	5831	11797	0	0	11782	0	6409	0	0	0	28642	3953	2769	0	748	34756	0	0	626	0	0	0	1799	1108	0	1871	0	0	20365	9295	2725	0	0	4533	0	2123	1004	0	14088	1566	0	3795	13198	236	0	1251	2318	18824	1944	322	0	0	0	1518	0	0	0	552	0	0	346	7531	0	1509	0	0	0	924	0	0	0	0	0	30	279	0	1306	465	0	3324	159	0	0	0	0	361	0	554	0	565	0	0	0	0	0	0	0	0	0	0	0
01-2020-12-SL	80647	0	102326	0	0	1779	6852	0	0	0	0	0	0	0	0	110577	0	0	2239	0	26683	0	2502	0	0	0	0	573676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3785	0	0	0	8594	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	1589	0	0	0	19469	0	0	0	0	2266	0	0	0	0	0	0	333	0	0	37610	4501	0	0	0	0	0	0	0	4454	3115	0	0	0	0	0	0	0	1783	0	3720	33949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2941	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	5885	0	0	0	0	0	0	0	0	0	0	3592	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0
