feature	X1524	X1525	X1522	X1520	X1568	X1552	X1545	X1543	X1540	X1542	X1541	X1564	X1561	X1526	X1536	X1457	X1458	X1528	X1411	X1464	X1466	X1469	X1468	X2016	X2037	X2036	X2043	X2048	X2053	X1341	X2532	X2489	X2492	X2502	X2497	X2483	X2480	X2479	X2476	X9712	X9649	X9418	X13165	X9434	X9422	X9467	X9450	X9463	X9447	X19351	X19300	X5989	X6001	X6055	X6067	X8007	X8095	X8163	X8130	X8047	X8053	X8028	X8026	X8071	X8059	X8249	X8255	X8235	X8236	X6833	X6602	X7298	X4482	X4481	X4494	X5266	X5265	X4799	X7281	X5286	X5285	X5273	X7282	X3936	X3934	X3920	X3922	X3931	X749	X748	X6936	X6956	X6952	X6939	X5868	X5825	X5884	X5880	X5898	X19880	X19882	X19831	X19850	X19800	X14348	X969	X985	X17008	X17007	X16955	X15897	X17130	X15888	X15878	X15873	X15872	X15877	X17167	X17168	X17169	X17153	X17154	X17151	X17132	X17137	X15892	X17234	X17300	X15494	X16971	X16988	X16987
01-2020-22-SL	0	24167.7206920658	85074.3185200629	5713.27602703374	6137.76507225687	70088.339191382	590633.191219287	324977.76764461	0	56556.6679946774	0	160205.630883904	21124.8272811551	0	3466.29957591641	3842.05901135627	2189.58379959481	1775.92355654574	772.093595010435	800.24848066299	0	0	6201.65500508382	1217.15736436428	1230.15192697315	0	5171.83591833077	0	0	404.997201309821	191.669798480851	430.986326527564	19033.7855813442	2336.85550916202	4457.13497484285	10548.3361977513	3129.52382830317	9259.70873903819	0	99919.5234204809	0	11859.7041410299	16480.354028701	374.676555222455	22191.4642952999	7727.43323140879	5654.80049529382	0	1336.27418827893	17096.512872405	348.687430004713	0	2382.33647829307	0	0	139419.745110797	16450.0333826136	42856.0674840575	18257.3604654641	30614.1066262833	2253.47373242176	0	1185.7538380595	38990.1851079183	397.41703978798	11884.6103860302	10029.6365736138	0	1425.07036610622	406.080081527227	8302.44262685134	1064.47125371004	39050.826400093	0	0	0	895.541939794712	19172.3942491722	0	0	2569.6747559043	8394.48744533085	1086.12885805816	0	555.517551529247	0	624.821885443227	10.8288021740594	0	0	147844.553202216	59982.9010025498	420547.361231771	57402.3974444715	104409.144801846	717.949584140138	2298.95470155281	13023.8003747412	0	0	0	49.8124900006732	7433.97269249178	76.8844954358217	12135.8385964684	5708.94450616412	4789.57920158647	3687.20714026723	6205.98652595344	152.686110654238	8786.4900840318	31282.2437204228	7954.83807706404	42955.6924640588	0	833.817767402574	2575.08915699133	25294.9989983853	0	0	13841.3749388827	120538.645640107	3212.90560504342	0	3678.54409852798	2750.51575221109	404.997201309821	0	9163.33239968906	475801.324324909	243876.536642209	14209.5542128007
01-2020-24-SL	0	0	453.344951167092	2025.68111465296	3803.78624012388	84160.8119214907	305.060651577856	0	125.421081590896	0	0	0	1130.09620391797	0	15211.2255516958	7424.01350146109	3812.27829252327	0	567.007806358841	0	0	21664.5321404274	849.858474738309	0	0	9187.74746133306	15940.8888232428	17782.3577243092	0	2004.77760105447	1953.17205185822	0	32638.8767796307	10970.4252304037	2270.64416463517	983.118373928635	1657.2566874797	31535.5632025108	9834.44991328611	35029.7161474572	0	5876.50026037342	114257.952094506	6821.07778110486	86.2269935937408	17483.8294207308	194449.056136685	0	70303.7421100966	555.902814759647	0	0	0	0	0	0	2450.93696942209	1855.84006666528	0	6704.8019867133	0	0	0	0	0	211.648075184636	1056.28067152332	0	29710.4251714433	0	1113.1120991192	0	0	0	14744.8159045297	328.577104376149	0	0	0	0	0	1810.76686546856	0	0	1672.28108787861	0	0	0	770.817063944046	0	0	60269.402348025	0	35144.6854722488	28.089096397961	0	470.329055965859	0	0	0	1398.57570669848	0	77.7349411943572	0	5689.67510758699	0	0	1504.3997442908	2307.87854823247	401.086167170885	1013.16717472645	0	165.921639187956	361.89207917373	644.089512753245	0	966.787503929821	772.776768343904	0	0	0	0	0	0	0	1324.76017430384	0	0	0	19664.9804177725	37743.9067412602	12819.0797142695
01-2020-27-SL	0	407.171004507167	12517.994987333	0	58308.3958861837	209082.31081443	29132.8340323615	23162.2493335543	0	3943.52658068978	0	53923.7673839445	11737.5838953609	1324.56246527949	129095.829040133	1269.26763750691	698.725550944397	0	0	66186.6521431449	153235.791464757	158702.439210455	11041.3717456789	2548.58888006338	8558.13129843767	1810.90560955194	352060.911727374	16383.6061288887	0	0	235129.944797208	22604.2742533037	15965.1248187008	6351.36499005932	1815.93241207672	0	0	8117.02937688824	32596.3009719349	97604.1679230189	77249.3877995541	1141.08417312502	65024.2040592896	4225.02752207745	0	81470.645219738	348349.874763456	0	20777.0315355463	8687.57146345075	0	21536.078716788	6876.66585389882	6273.44955092524	4551.76968618814	20024.2678574605	19483.8865860467	42602.1513975091	15325.4641974225	21292.2787943362	2170.3219900737	0	0	495.140048690814	11086.6129684019	5579.75080250562	4914.95616860349	1891.33444994841	1465.31293597332	1921.49526509709	31279.2787104425	1224.02641478389	0	0	36634.0800999643	2572.46619205608	0	12523.0217898578	0	21381.504539151	552.948277725782	8908.75077454107	0	0	18995.0300405118	0	0	1348.43977727219	20983.1304390622	0	102094.359278278	246484.235000055	7018.67302522385	44292.4137464663	1480.39334354766	0	84.1989422900623	20745.6140197664	388.320495039242	261.393731288552	0	994.050199275213	14518.6623921954	0	0	4001.33480972475	0	10651.7945500085	0	0	674.848238951693	4091.81725517079	1935.31897204024	2626.50431919747	0	0	0	1192.60889900402	9598.6794210671	0	0	0	0	6792.46691160876	1413.78821009433	1089.55944724603	0	0	0	75613.1635777383	19672.3916807259	59475.8707725638
01-2020-28-SL	0	55803.105991665	0	0	3228.84286751436	0	0	0	16383.0719341118	0	0	0	36370.3343874438	17261.7266642413	0	0	0	206.867739860564	3606.32317633209	0	0	0	0	0	0	0	0	0	8545.55704764204	16534.4905890613	0	0	0	0	177.01054029306	0	0	12540.0238183517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4307.96736616844	0	0	23047.6254090011	0	0	50352.0344134836	23145.7276361515	1580.29891996575	1802.09525961006	0	63919.9989598022	0	2232.89199622691	2422.69847919175	0	725.103418067955	0	0	0	0	0	0	0	0	0	763.491246083317	0	0	0	516.103021095427	0	0	648.32776203723	0	656.858390485088	0	970.358985943881	0	0	0	85340.4069923744	0	3341.87369444849	0	0	0	0	0	0	0	486.245821527923	0	0	3966.74222825411	0	0	1260.40035317106	0	0	5011.74421311675	21407.6120899004	0	0	0	0	0	0	0	0	0	0	151.418654949485	0	7069.75832616256	0	2068.67739860564	295823.000657718	277224.097984275	67244.811397355
01-2020-29-SL	2385.39165343239	184943.181298487	51147.8189267555	107461.893987129	20978.8918572922	637477.087340437	1004651.63626825	407161.245855083	298600.816238084	11205.0634246758	4218.37681870149	102207.755003121	28103.6800853074	0	16735.4056527651	9164.92582634549	16848.3978889803	0	0	100726.301239411	8141.71835395213	0	6019.97525168858	0	0	0	0	7859.23776341408	0	0	1619.55538575146	54292.7695014124	121623.58759277	28794.1881955115	37551.0865021909	2322.61818886838	0	3678.525023451	22567.0605107617	34481.4640850108	4984.21308638241	0	193015.848841419	0	0	3609.47421243059	47607.3955253454	4318.8143620039	0	4431.80659821912	2322.61818886838	0	0	0	0	93275.0909956628	148151.653717521	37670.3560848625	489.63302359928	125.54692912802	0	14343.7366528763	29377.9814159568	163.211007866427	0	0	16842.1205425239	0	309912.594552519	0	2623.93081877563	0	82917.4693426011	19076.8558810027	8499.52710196699	1688.60619677188	12768.1226923197	10150.4692200005	3753.85318092781	0	0	0	364.086094471259	0	17978.3202511325	0	4186.99008641948	0	43225.8076987774	684.230763747712	101925.274412583	4802.17003914678	357413.275188105	220918.653840121	150336.170284348	5919.53770838616	6710.48336189269	0	9629.44946411917	0	125.54692912802	0	803.500346419331	1406.12560623383	29359.1493765876	86778.0374132877	13941.9864796667	2077.80167706874	0	10608.7155113177	0	6804.64355873871	4312.5370155475	26126.3159515411	0	12517.0288340636	9842.8792436368	66583.8138630457	0	29748.3448568844	0	2749.47774790365	590.070566901696	1343.35214166982	2058.96963769954	13207.5369442678	0	0	6842.30763747711	8920.10931454585	48034.2550843806	26804.2693688324
01-2020-41-SL	3410.24011996367	22938.5305581636	103064.327804648	68369.1640965976	26681.7356649645	209741.431756286	0	306257.801619151	195844.915347043	0	0	28036.9243693531	42914.3089723041	0	0	876.949185077724	0	23123.0398183855	1221.57855043475	0	0	0	0	0	0	0	0	0	0	0	0	0	671.23196391076	2380.59361608161	19234.560179111	4525.77886567318	0	4123.88800576453	0	168.603289513129	0	0	0	0	1021.16331950405	0	0	0	0	4271.28333433261	1977.6423581257	706.225099470089	4230.98820853702	0	0	54908.4712847758	0	0	0	2270.31221916736	92651.21898063	209.958813355972	0	41723.4819652396	0	0	5869.30319154196	0	0	0	118.764581292267	0	25417.7411926397	8626.33811439816	0	0	37605.9563477586	10177.7004575284	1661.64374004449	0	0	28633.9284699562	5759.02179462771	0	1941.58882451912	0	458.091956413031	20.1475628977953	0	0	70896.0926432	0	307598.144750878	315943.477382754	25038.1186917233	12090.6585347717	26859.8825369029	12966.5473218022	6377.23385617585	0	9.54358242527148	3732.6011263284	2321.21132543547	0	17850.7407274467	9231.82539937928	26037.0136522351	0	0	0	0	14250.6893570248	0	132825.459398834	0	44178.3034446289	13354.6530070966	153975.098451283	0	0	0	0	1491.98005248411	1452.74532473577	11845.7065858564	7752.5701234622	29419.6834229702	20834.7008324149	5605.26407777611	433371.957135483	11227.4945243083	0
01-2020-42-SL	598.223227404945	22808.805167363	10700.4181417111	17011.9275992531	11402.5853806821	362540.720956191	563577.161899442	619.302782198072	5787.42811251297	8580.1056820024	285.664311506857	80230.9661862402	31014.5670314875	0	0	3193.18911055884	409.96099666633	0	1776.49765222076	16495.8419474214	0	0	714.524219367025	1638.39022426579	0	1061.97343285374	3530.46198724887	12435.4835655453	170.090200744541	0	2283.86072965533	0	69623.5888380988	1016.17991726867	52899.5061939518	64424.2076161941	0	6847.94778296718	12068.408559665	106075.227243813	36086.7440434337	417.229808663959	5067.08884354784	6224.28371357053	288.571836305909	193776.351520018	209332.336076146	13749.6847747168	14257.0478521514	993.646600076015	1493.01398431319	0	229.694459125107	356.171787883868	0	153.371933149992	3197.55039775742	134793.57656525	0	0	0	258.769707115626	0	388.881441873203	0	26.8946043912308	12889.0574341974	4472.50002214171	3593.70065162825	0	407.053471867277	0	18825.4961926618	5133.23503272627	0	0	500.821146636704	9188.50524620403	0	0	760.317734952093	0	202.799854733876	234.782627523448	0	3070.34618779889	0	1253.87006959117	10392.2205130115	715.251100566788	9573.75228207841	0	18292.6922732355	72406.8169519913	1041.62075926037	0	6650.23609663165	0	1293.84853557813	9960.45308035233	2128.30815290605	161.367626347385	747.960754556122	14.5376239952599	9072.20425424195	0	143.19559635331	643.289861790251	9063.48167984479	0	351.81050068529	0	5498.1293950073	618.575900998309	0	6217.74178277266	7535.57739794298	1418.87210193737	0	771.947834148301	0	0	1315.65497157102	3199.00416015694	0	24833.169308703	0	0	607.672683001864	254528.355315009	16910.1642312863	4436.15596215356
01-2020-43-SL	0	0	3778.5433837524	0	164.956873506244	201782.759101899	0	8784.68992882136	0	0	0	0	5944.33876313572	0	57619.2886328083	30.9294137824208	0	0	0	0	0	1540.5793722101	0	0	0	0	120799.980429541	0	0	0	6043.75473600779	0	42334.2669073815	43217.9644440221	0	20413.4130963977	0	120071.666376427	58740.1116751141	17601.7821006529	0	58301.9449798631	14282.7614359536	4057.64452240806	3184.2567903616	312860.593799166	347605.371696033	0	120748.431406571	15860.161538857	0	2091.41750338274	3364.67837075906	0	6775.01444757788	24309.046403755	1489.76676385327	3335.22178620437	0	13304.0664141241	0	1621.58497973549	0	0	9812.72472977992	1025.82555711696	35989.318594302	23359.8079664802	0	0	804.901172956807	0	1259.26898971285	2447.84217649444	56856.3630928419	18379.4359328966	0	4004.62267020962	0	0	0	17747.5921941986	0	0	541.264741192363	0	0	0	0	0	14916.8144184932	92509.1402086066	48817.661167868	94084.3310676685	44543.510748983	145.810093545698	0	0	0	0	0	0	1132.60567612769	0	0	1016.98858175055	0	21576.9481863078	0	1382.98664484253	17201.908965323	2203.35252469055	31859.505439735	0	0	0	0	0	70.6958029312474	0	0	0	6116.65978278064	5252.84544071446	5550.35694471679	0	0	1528.79673838823	0	462005.909131068	143382.870978392	27061.0278157766
01-2020-44-SL	526.692696040096	34457.5075021404	1130.57311477572	136.213628286232	10606.5011892212	128295.076028525	58317.594723612	1784.39853054964	43679.1701371183	0	7573.47773271448	2079.52805850314	71852.6889209872	91281.2927688801	503.990424659057	10111.5916731146	20936.0346675938	2324.71258941835	56097.3125825464	0	11605.4011299869	948.954943727414	1303.11037727162	35311.1129060675	13616.822374347	0	11210.3816079569	19496.710662036	12917.592415811	25426.5439467633	1525.5926368058	65500.5933885726	785.498589783936	75625.8064245158	3146.53481341195	0	0	0	0	37086.4305280647	20155.0765320861	41676.8298013107	345841.861764466	0	172.537262495893	117125.558509054	0	0	295.129527953502	0	286.048619401087	0	23737.494956014	0	0	95281.4329862191	7219.32229917028	93774.0021665181	46317.174071595	102219.247120264	0	2760.5961999343	15482.9490818683	13680.3887342139	0	9162.63672938719	2361.03622362802	0	0	0	0	903.550400965337	0	0	0	0	0	0	0	0	0	0	263.346348020048	513.071333211473	0	6824.30277714021	0	36646.0064632725	0	0	45572.5395702969	0	125212.10757498	66131.7165329655	1162.35629470918	9126.31309517752	0	0	7509.91137284757	3064.80663644021	14352.3759670926	6311.23144392873	1053.38539208019	0	62590.1621975235	1003.44039504191	5493.94967421135	0	34103.3520685962	0	245.184530915217	6297.61008110011	2656.16575158152	111636.149289119	5103.47060645748	0	42416.9238483326	292677.68264435	9875.4880507518	0	0	0	75271.6509909716	0	0	0	0	0	0	121525.2587027	4340.67428805458	0
01-2020-49-SL	0	0	52804.9020121437	0	27592.8923153615	178140.254479946	0	488.163288628787	0	194349.837719044	0	50585.0629526996	0	0	3570.40890764672	0	0	0	355.027846275481	0	0	0	0	0	0	0	12320.7472940705	161.50106924645	0	0	438.752196621375	0	1799.38726726993	399.406327059917	0	12533.9470058803	0	13389.4909137864	0	51707.7927655347	0	357.31539683138	8185.3133991168	3138.97687280422	1697.36251247685	1388.08567731934	149868.874669705	9617.3200471094	0	9198.24078526876	0	0	0	0	7579.57001191482	0	166509.889943646	187.121635472515	6122.40030780734	4275.43198897471	0	642.80170620754	0	31518.7865793949	475859.011698719	5464.04325781968	40756.8307443363	0	15892.986242162	7849.95848762205	43199.477227925	50310.5568859917	2565.25919338483	0	2715.78001996296	0	41584.0090253493	42208.9678372208	0	8771.38385153805	0	14183.2709566832	0	888.942146022243	0	0	33462.7470417977	0	86054.9068522428	76938.5603768752	181076.554373497	555355.968617311	276912.569892652	4928.2989176282	181685.500331478	0	0	18482.4934714393	122.155199684992	0	0	0	0	0	0	17865.769841569	173.396332137123	0	0	0	0	339335.249462016	0	175.683882693022	0	0	0	1325.8643021989	153257.194553102	21850.2253998334	37463.2154539533	8791.97180654114	0	28994.7032960163	13076.5539977394	0	0	10006.2036416122	0	388757.321712097	18464.6505771033	151.893356911675
01-2020-50-SL	0	892.618578292567	129950.612073941	2843.20526067587	41368.300466562	270991.741122149	1998064.84947387	1195223.67001173	5121.80238447994	111633.783100258	522.934679150314	439563.566215753	19378.157840493	5317.39877475339	1696.51302079099	0	0	0	257.434424311787	0	0	0	61733.8503940368	9808.04992051592	0	341.453492298663	8143.80022183189	665.431018456055	6640.86713368265	1101.65801944391	0	0	16678.7932242107	5113.7365539532	1207.18596883543	0	75.2810849162406	18222.7276175375	0	8705.04759598422	0	0	0	239.286305626622	342.125644842558	14522.5278633955	0	7495.8451695171	0	17464.5395480239	0	0	730.629815213871	11628.9111619275	1422.27478288183	54063.245563107	1527.13057972945	1376.56840989697	0	0	0	0	0	1191.72646032584	1148.70869751656	0	4475.86378979684	0	0	8299.06745947163	30095.6301528989	0	130374.740329139	240.630610714412	0	195872.644968987	83065.2835270887	81689.3872697356	403.291526337003	0	5301.9392662438	293278.303020076	498.737187570094	410.685204319848	28555.7286748354	1037.80352777389	13326.7684878063	2110.55898783032	7784.19861084806	0	259849.468402002	4492.66760339422	456526.679966032	19608.0340105051	176240.413466902	166.693830885961	219.793881853667	27210.7514345015	180.136881763861	0	440.259916251229	1252.89234182029	36877.6493207995	1833.63213974557	2016.45763168502	35039.9842657905	1524.44196955387	0	0	0	0	150751.044697316	0	0	0	0	722.563984687131	18476.8012791298	24191.4422073251	1753.64598702207	213.744508958612	39191.1983768861	0	10563.5493798539	21543.8333369227	0	953.784459787013	0	0	377781.320838556	3452.17546544475	0
01-2020-52-SL	211.23104842378	14436.549585377	64711.9670533221	4627.65952064052	17452.0548973579	386657.220168188	262011.478053474	76217.9893347048	147652.930791308	5273.49238133852	0	94918.0069779227	13091.4691161037	11799.8033947077	3654.05434342287	0	0	21596.5537440176	25058.8005836993	0	0	524.435706431455	47262.3400990496	35581.505915523	0	0	4647.08306532317	0	1247.96274586004	0	745.378527196559	0	3996.39431845451	20839.0355013943	3617.63519714291	8519.65228642581	8201.59174224748	12076.5889064355	551.143080370094	60378.0886460066	0	23560.7597000502	145902.383826784	0	25959.567468357	0	25260.3198597817	0	0	8507.51257099916	648.260803783326	0	12008.6065000462	2318.68564649092	0	86463.9091548008	874.059510719092	978.461063388316	7412.51023951496	75331.7901085591	10755.7878680155	582.706340479394	16939.7589063531	12552.4657511603	2983.94205187157	3224.30841731932	1019.73609583894	0	0	97.1177234132324	0	218.514877679773	2156.01345977376	0	0	0	0	3202.45692955134	2806.70220664242	0	0	3224.30841731932	0	806.077104329829	480.7327308955	6523.88307028389	1111.99793308151	3399.12031946313	0	3945.40751366257	157845.435863527	11304.5030053003	20630.2323960559	119178.014286548	19219.5974634787	2323.54153266159	216.086934594442	8755.1627657029	6023.72679470574	0	3862.85744876132	752.662356452551	19.4235446826465	80.1221218159167	58401.7429745473	9393.7117971449	2976.65822261557	9187.33663489179	5822.20751862328	1153.27296553213	2614.89470290128	502.584218663478	23898.2437889112	22470.6132547367	7825.2605640212	4851.03028449096	8167.60053905285	8337.556555026	0	1740.83519218219	169.956015973157	0	0	0	0	12188.2742883607	2731.43597099716	0	29.1353170239697	78223.470323188	17439.9151819312	81263.2550660222
01-2020-56-SL	0	32451.6869780682	17565.9081844083	22440.3865661721	7768.03989321893	64176.3707949793	6546.36332729913	85825.2799135309	17661.5079884749	0	0	0	12409.0768929598	0	4360.90734131337	6053.91317379369	0	176.74847496019	3864.01068529322	0	0	0	10607.1317488688	0	0	0	0	1840.85204109481	0	0	1131.63488999669	0	225486.589024056	8039.27654661696	11743.2131413802	59675.3986244522	0	24362.3872781606	0	11468.6416110961	24424.6383133667	0	48729.2210588359	1817.50790289252	8745.15882082904	99472.7077568407	17075.6812821603	0	10202.5000200291	1686.33607870823	1297.26710867008	0	185.641479989634	0	0	53588.1366817981	20678.4599447136	618.063849546326	9870.12395705365	71327.4584642806	0	3733.95048673761	0	4442.05601220705	489.115276619395	19893.6522508652	8233.81103163604	0	0	0	3680.59245656094	0	1521.81548566353	0	701.435771697359	0	0	0	80.0370452649918	0	0	1392.86691273659	0	0	0	0	0	403.520103211001	0	0	9935.70986914579	8525.05694635031	146545.606628943	401998.287725337	3547.19738111929	48.9115276619395	8425.01063976907	0	0	274.571530284069	910.421389889282	1828.62415917933	575.822075656469	0	0	2436.68337806753	0	6447.42864634657	27.7906407170111	0	177.860100588871	0	10760.5360856267	199082.145466009	22293.6519831863	71314.1189567364	0	8063.73231044793	155.627588015262	0	0	0	714.775279241524	0	482.445522847312	8228.25290349263	2349.97657903046	0	9979.06326866433	12111.1612244734	247272.228094935	187.864731246995
01-2020-58-SL	0	4279.29052415562	35258.7964556297	0	10583.7352157539	470382.945065212	0	0	5208.6013572332	0	1281.70550098059	93281.9910783277	12784.3432684816	0	21748.8472886811	0	0	0	4417.57197611757	0	0	0	49927.0386449262	2576.7930779575	0	4019.0834908939	71445.4168470041	139.768349294868	0	0	0	0	5752.80578108343	0	0	0	0	10176.3253465327	0	15814.640032981	0	1428.90833694008	60815.5878139295	0	0	62961.180665339	178641.793166836	4511.24650809179	10235.8012398497	11058.0554649567	0	11802.9910287517	1814.01474616743	692.894157142641	1317.39103697077	218.573907939846	0	4966.23709196657	8362.31060036526	14556.7248893272	2935.13533519222	0	0	7650.08677789461	25210.3442797285	2334.42881269087	3440.68042838642	231.955983936163	788.055586449785	7171.30583669304	3265.22654310137	8847.03913089853	4774.42733601936	0	7000.31264340677	13938.1755988307	0	26135.1944208073	0	0	5824.17685306379	71308.6222923751	0	0	6433.80475956268	0	5453.93941716568	59.4758933169649	15474.1405437413	0	271824.162123858	187912.598037618	785.081791783937	10530.2069117686	30056.1426877282	0	0	9633.60782001539	0	0	29.7379466584824	95.1614293071438	1836.31820616129	1764.94713418093	3748.46817630171	34436.5422305227	1333.74690763294	1263.8627329855	1745.61746885292	0	0	36469.13088463	0	1611.79670888975	0	1439.31661827055	0	23195.5983936163	7886.50345382954	0	0	0	0	7550.46465658869	0	0	0	0	0	119225.375743188	27143.3108125299	46194.9263392866
02-2020-49-SL	3361.5083642837	24151.2748114662	44150.3468383707	16601.2001759128	20367.7808688737	53128.7454053141	146039.145269152	144479.743653117	2794.06883914298	2012.67670616232	705.282509638392	138084.843967403	15074.7793966594	0	27614.2626735396	9581.35591631053	144.608284350318	943.759329444179	12225.7424962137	2516.69154518448	0	0	21920.4171850561	956.444266667891	131.077684645025	0	21854.4555114928	18180.0520290242	236.785494842626	0	2079.4840422072	39778.2718085979	81.1835982317573	17943.2665341815	9766.55599977672	36452.2812685406	0	12091.2821616424	0	12513.2677399512	0	9577.9732663842	9854.50489786113	581.815787327594	4073.55617377474	57878.8315643535	31284.4378436003	30711.9243435701	6228.30417684263	12560.6248389197	3239.73296693607	33270.8990128336	18502.2494345064	8235.06124563388	16989.3592549584	4171.65302163811	7257.47541692647	35669.1978105968	19309.8571044161	1445.2371810216	14328.0594254236	5082.43151430064	0	16624.8787253971	4583.49065016797	1209.29734866055	13014.7455915286	4372.07502977276	0	2273.98641297079	30497.1260732486	9971.20632031928	37522.8899702219	8663.81212379535	0	10503.1280212336	8865.92545689316	4854.9483067554	0	8829.56197018519	2446.50155921327	16651.9399248076	586.044099735498	0	17746.2271759732	0	3543.32579782357	2204.64208948116	3744.59346843981	0	69277.5161535812	3335.2928273547	370959.149832718	85564.9755488275	49274.2158142688	4582.64498768638	7723.4354442775	9380.0882456943	6026.19084374482	14218.9689652997	10414.3334606676	5616.04454017813	15810.5057556347	0	70343.8965428545	10404.1855108886	885.408618215103	8916.66520578801	92046.9784701443	0	5776.72041167848	20076.8729752099	14937.7820746433	56077.5704785864	5464.67095597516	20908.1591946038	15269.281767423	112435.055238576	0	77311.3097285988	659.616735633028	0	28234.1332725384	7024.91823449175	3836.77067893211	27370.7118788443	3167.8516560017	2004.22008134651	0	300321.808408755	98378.4534697398	24772.8367354281
01.2020.030.SL	0	0	44214.6102479862	0	18119.4568862875	768362.081627789	0	31891.6409533816	384.50071507991	22257.5761764084	0	184510.933967723	0	0	8691.94515045861	0	730.36560951411	0	0	0	0	0	27447.0355860231	0	0	314.659039297279	0	462.515352922211	0	0	1253.43518133296	6.31547068247195	11547.6523937622	19430.1028020381	3592.01682522478	1392.74703462279	44.9512913281827	7052.52326094397	7284.70968309368	61402.7209577467	0	20977.0216209683	18661.8443684292	6605.98233386566	1724.86649286572	282051.14966885	37892.8240948317	120904.113741794	1153.87364351517	7717.13367570529	0	0	0	0	0	33415.1553809591	154746.492139509	2069.98839074904	1479.67763107563	100435.301761627	0	0	0	0	0	4349.50180884598	14466.885842166	0	0	3253.21039802394	21866.759990646	0	12189.6014137217	0	2755.77420721041	0	17435.9000594787	6277.94935665256	0	3264.72684456256	3739.50164057428	19931.9969721569	0	0	31256.37890238	0	3334.94001862063	0	13979.8516030648	0	102724.845633161	28194.4901162074	375997.119555099	33302.9629017764	62248.2510326471	0	12.6309413649439	12691.4955838406	225.499453191793	0	0	0	8241.31774235046	0	0	63979.8044944707	0	929.117186874256	648.264490641974	1689.57415669897	2314.80575426369	11059.5036598347	1280.18305716461	2156.91898720189	0	432.795490887049	0	128942.96492403	3917.07781623437	33662.2017341264	3046.28585860412	0	0	7504.63666215388	9949.4668128214	249.646841095362	0	10027.1099523883	0	407405.069753859	231518.096752189	24111.3525708516
01.2020.090.SL	0	5462.86379765048	10075.5407252801	4542.28708597918	2945.96789446406	254013.067178684	23284.9596179518	60346.1293752558	0	4560.03756778667	287.068136817711	86.9161522987527	4063.63616275647	2230.43985194827	0	0	828.151789156425	0	427.23573453894	0	501.910175246318	0	0	2873.74179607496	0	0	0	0	0	107.114976424519	0	0	1894.40486876507	3824.92278672469	4044.04942421028	3092.25634798098	47.1305896267884	1920.72454868652	0	9197.81000417857	0	174.444390177074	33605.9466606389	247.282574145747	3480.93069100709	40741.6403472506	8621.22538822487	27790.5215691568	0	3684.75518900346	115.684174538481	0	0	0	0	194181.089690266	7878.76558020806	1854.00722051354	73.4502695482417	5909.68627073562	363.578834263797	0	0	23403.0921348085	0	9277.99321510207	6841.89260841872	1861.96433304793	16902.7432797891	0	0	0	28781.4881224785	919.964626091728	0	0	2748.87633784295	2001.51984518959	0	0	0	2633.80424888404	0	0	0	0	0	0	0	275.438510805907	214016.334981769	2196.775145072	460184.913372701	111379.376657374	7180.3759339202	0	116.908345697618	0	0	355.621721729404	0	0	419.890707584115	177.504818074918	501.29808966675	45394.7149231317	127.313800550286	603.51638145472	163.426849744838	0	0	14593.9564736561	7831.02290500171	7993.22558358741	2051.09877713465	0	0	67544.8678765631	0	0	1428.6077427133	0	227.083750019981	153.633480471739	5243.73716016489	2008.25278656484	0	0	1792.79866255667	331397.210746814	15079.9524238336	45302.2900006168
01.2020.108.SL	0	0	0	0	906.335388344012	231234.387685211	0	33385.8297968688	0	0	0	22591.5239012634	0	0	527.457480101843	0	0	0	8298.16908836279	1196.06555347038	5163.14012212367	16447.7586048659	0	0	0	104.005700301772	7406.69165720475	20972.006567993	0	0	0	0	4851.12302121836	0	0	61422.7950067892	0	16670.6279626554	0	45658.5024324778	0	0	159931.051149753	0	0	14375.0735774235	116464.097402205	631.463180403615	0	4672.82753498675	0	0	0	0	0	183139.180274234	16098.5966109957	13780.7552899848	2406.98906412672	4405.38430563934	0	0	0	0	12086.9481707845	0	0	0	10274.2773940965	0	213538.560676724	0	0	0	14583.084978027	2102.40094181439	0	21588.6117912106	0	0	0	85878.9925348916	0	0	9605.66932072793	0	0	0	0	0	22279.5068003581	299707.283376741	0	5683.16862363253	0	0	0	9910.25744304026	0	0	0	0	11462.9139689739	0	10400.5700301772	0	0	0	0	0	0	113306.781500187	0	0	0	0	0	58406.6296980379	88263.6946632394	0	0	0	0	0	950.909259901914	0	0	0	0	356048.65702593	0	124933.132998207
