feature	X1965	X1877	X1867	X1871	X1861	X1857	X1855	X1844	X1836	X1830	X1815	X1814	X1812	X1949	X1941	X1934	X1790	X2295	X2301	X2303	X2318	X2325	X2328	X9226	X10068	X10115	X9712	X9262	X15452	X7144	X7038	X7967	X7985	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6768	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14844	X14851	X14890	X14941	X15316	X15346	X15300	X15286	X15271	X7263	X25416	X14963	X63327	X14837	X15350	X4198	X4181	X4262	X29305	X7253	X29347	X15091	X15254	X15078	X15124	X15132	X79840	X15131	X15127	X15126	X15149	X15158	X15154	X15120	X15234	X15265	X14974	X14987	X14995	X14993	X14027	X3813	X5090	X4799	X4791	X4862	X4815	X4811	X4837	X4826	X4828	X4816	X4820	X4805	X4677	X48013	X4868	X25431	X4874	X4774	X4775	X4871	X4630	X4626	X4552	X4628	X4581	X4575	X4577	X4571	X4617	X4613	X4584	X4557	X4608	X29302	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X29433	X4705	X4699	X4716	X4721	X59817	X29380	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X5087	X4936	X4940	X4951	X4925	X4933	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X5190	X3922	X3958	X6140	X6148	X6179	X5792	X6939	X49188	X714	X14546	X14809	X14808	X14807	X63101	X14797	X15878	X17154	X17248	X17234	X17300	X16971
02-2020-37	0	763765.563729985	175242.624177654	0	0	0	0	0	1508065.23528798	639193.497229471	0	2354955.53134392	215189.720802652	815356.377314477	0	3171128.84242046	0	130581.282470381	323077.327282289	4359861.14497134	0	0	0	105972.702720327	124281.386865108	0	0	615733.859735003	218613.127883147	0	0	0	1923.16953093412	24235.242398419	73909.7745949966	0	0	1234.35522902362	0	15209.0197861838	4670.16096695319	36257.8072239649	1205.42502834337	0	0	56313.324438391	9940.96800517233	1140796.33765232	106888.825741868	246153.301302132	45781.3537621794	257.616548914527	0	0	4606.79005117742	0	0	0	0	0	241243.432958114	0	0	68998.5286223747	106.077402494217	9825.24720245137	0	0	5179.88355036696	0	533.142269678727	0	0	89074.7102658582	0	653901.060203864	29800.8619578559	541312.984927989	0	0	0	0	22404.3739839409	60656.9874262386	42534.2831429733	0	0	13521.4247465031	0	64131.3667650751	0	5788.79539325584	0	0	52110.1795681331	157480.85858859	51771.2829315932	3951.03883575863	113414.652438168	175080.064002403	842546.633068093	149007.065046487	0	10129.7031238958	312502.650119359	0	6146.9788302493	0	113637.828271987	19344.6608548545	401299.079407246	0	0	2799.34132296427	6243.41283251677	0	0	0	408348.404972998	24257.2844560802	26049.5792696513	0	0	0	0	4674.29385276465	54982.5352070999	0	0	0	0	148699.853867835	13294.1160268726	24663.6848942073	40764.0303870634	215129.105144083	0	233935.113214844	2165411.74463	59547.9964001627	0	199929.728758126	11738.7733331587	0	21161.7529832944	0	0	106595.390849254	3384.83347958819	0	234305.695309272	7165.04636847302	3731.99588775109	31488.4569975366	0	0	41377.0751157637	21952.5118018876	136485.798666358	194973.021041578	0	190067.285583372	0	303035.586353901	218062.076441618	0	0	13345.088285214	0	0	0	2734.59277858468	73879.4667657125	6638.7922418134	350584.437614783	275.5257207642	0	0	40995.4719925053	23992.7797641465	2205.58339471742	0	0	11023.7840877756	0	0	145945.974288797	0	0	0
02-2020-40	25486.387680805	0	0	0	0	0	0	0	38119.8369819265	0	0	19639.9967700197	0	0	0	33872.580786378	0	36871.314690886	27724.0360791309	179.58197336883	80104.9621525535	0	0	0	0	0	0	0	0	0	0	335667.213301482	0	26851.7807799108	0	0	0	2605.36386760494	51403.2019961924	0	188655.138785227	0	0	0	1624470.0260193	0	0	3201918.08009111	362524.69509642	4503.80187178971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14865.3966844198	0	0	0	0	0	0	0	0	0	0	2990.18238196672	0	0	0	0	0	0	0	3458982.5486998	675.570280768457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783.889566292513	0	0	0	0	0	17019137.5435698	21832769.628556	4671155.16792438	13124395.0607293	11458709.5465681	0	0	0	550227.764372041	793036.844904269	786.740073806305	0	0	5065.35185200653	16188.0321708189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3489.02119688013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.319285524056	0	0	0	0	0	0	0	0	0	3144.10978771143	146322.251697917
02-2020-41	0	0	0	1348975.65975829	0	0	562557.019530105	0	0	1026301.75827542	0	2044052.66226967	0	0	0	0	0	0	0	0	0	0	0	0	85691.5830383129	23495.792092484	0	0	0	0	0	0	16879.641055368	0	55506.8346315098	0	0	0	502.561819439424	0	72726.0814940194	0	0	177.106254262031	0	0	0	0	0	0	0	2070.27169125114	0	0	0	0	0	0	0	0	0	0	0	12676.3345028631	0	0	0	0	0	0	0	0	0	0	0	0	0	2244.86741871307	0	0	0	0	0	0	0	0	0	0	0	12402.6870816515	0	0	0	0	0	0	370780.387796799	0	0	0	553.457044568848	0	0	0	0	0	0	0	0	0	0	0	0	0	67771.2145094464	0	0	0	0	0	0	0	0	0	119110.346423071	0	0	0	0	0	0	165349.913716553	0	95969.4515282382	0	0	539102.993474387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.268055297423	0	0	0	0	0	0	0	0	4516.2094836818	0	0	0	0	0	0	0	0	0	904.930796583704	935.741807312279	0	0	27422.25600785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-44	492661.372663983	0	86846.53123591	190536.929504058	41491.6864708215	0	0	0	380269.551935596	94898.9182592495	429900.577545705	958435.908903717	881045.420277167	396340.166222439	0	475494.540629651	35774.5848472317	74831.6120715055	141871.693467516	680307.144312765	391918.030039933	0	0	178158.674712299	255493.265550026	0	0	25436.5993475412	7819.47956990707	0	0	452247.271344375	0	13337.8334999011	1310.49260464686	0	0	0	0	0	114981.751610556	193195.179905901	208899.353132676	0	57242.4411882832	60953.433279641	0	62183.1846337646	1900835.36328043	0	31218.9150580921	0	62226.6606917387	0	12791.2773425128	0	18576.6984857761	0	12061.500655091	0	0	0	0	440.97144516553	0	0	0	4046.3788243006	1029954.02427106	60481.4075073511	0	317210.635276925	96.2684140854326	647035.538231755	0	602416.681019513	6533.83042695968	0	0	0	0	0	0	18452.4811772787	117397.778260829	53419.6535192778	2384.97232314878	0	40218.4590587238	0	7720.10572310921	0	3502148.63601395	661.457167748295	0	808101.911294821	1116611.12411151	0	0	0	8900.17015383387	0	0	0	0	0	972428.988705942	0	0	197682.530175367	0	5431.40181404586	237804.720820006	0	0	0	2807.31117203971	4043.27339158817	0	0	32933.1139153553	0	30756.2055839395	2875.63069171325	0	0	542360.717793765	0	0	0	55829.469304126	444747.651343849	3544248.98729641	0	16825.2344359637	10194542.4572705	0	544972.386704922	0	136042.796266278	1950.21174340812	0	22654.131637201	0	4521.5100293029	0	3099.22184700844	0	0	0	14381.2588912787	3065.06208717168	0	7484.09283696428	0	8018.22726350281	0	0	0	0	0	50686.8727323365	0	0	0	0	560471.601372676	1876973.21831809	0	0	0	0	19545.5934920553	0	190583.510994745	0	0	0	4058.80055515034	8940.5407790955	0	0	0	0	0	0	961566.18507785	0	27408.5491199364	0
02-2020-47	1026631.92680571	1014784.04817603	822930.931844706	446806.628391112	316322.059665251	0	0	0	1185635.95918055	24141863.5079831	11561451.324814	0	0	1064885.39564012	0	2257000.50426906	459011.063987285	0	346545.356247009	980799.075597707	1066474.62097652	0	0	0	0	0	49734.6031556901	382740.982017629	0	0	0	3193.73168564294	8740.73935018068	134908.421945927	26408.1370402166	0	0	9764.56721112842	1752.22280679613	0	4785.50385751442	129231.525672164	13039.7976319712	0	1851.54939032091	160766.442523545	0	1347.27596627202	331715.133276117	0	6351.80767463596	5325.43297821323	0	0	0	0	4364524.68767523	0	58699.4640276703	142579.49039661	33597.8535861257	1576.49115902152	756.410136073328	36040.2688066453	0	5108.95196283871	22244.0610386008	246477.643599005	18128.3749110099	257500.347534781	68.764557824848	0	0	123414.553447277	0	239458.565029921	49538.4968241155	112249.226724902	0	0	0	0	77599.5300876035	153589.46015501	270812.656562576	0	0	0	0	0	8124.40516523204	73909.1654843366	0	2424.58737219464	228779.683883269	46780.2740046966	137.529115649696	543543.080237824	8007.2507333823	7459.68110625851	1624384.40012878	171106.594552022	0	0	127326.492736869	0	25498.9167756436	0	0	3669.98991946689	302887.502534656	0	0	0	0	0	19473.104041807	0	456387.823448041	9975.95455555295	229182.083888318	0	0	0	0	0	307769.78614022	0	6155.70134306139	1487.35191739671	122510.426853654	42402.2638231813	69554.0768220963	0	6896.83046628476	231680.529489288	0	67244.0970462764	325910.895228605	9532.80518290393	4278.68359799054	189596.620100481	0	104351.489916944	229396.018068218	0	0	14109.4685314688	6300.87096513607	450.789879074004	102945.636734747	261050.636186923	0	608197.045606031	115598.315374519	0	20387.4179773299	2174.99749564519	0	2681886.5197269	10406.369750827	162271.622289266	154684.599409258	43706.2435863784	529242.59904573	24653.3673979455	0	15884.6128575399	105846.482340766	0	0	0	0	0	162078.062793167	5114.0456337887	0	0	3142.79497614305	1573.94432354652	0	0	15846.410325415	23711.0382721976	0	0	0	0	0	0
02-2020-52	0	922492.074568165	0	310092.706812391	579207.012213586	1013565.01109536	0	589823.234755679	747346.162751824	0	0	595759.669728294	820805.635514905	0	0	973777.976702718	295713.342100945	675787.981189595	276100.666559115	1118986.03214972	1071119.19015747	47507.7998770677	142183.39762819	2283343.29158956	159044.776961634	0	0	0	0	224.401321988898	0	0	3473.46046278572	63372.2933376767	176592.960341166	0	0	13239.677997345	890.80524789532	23577.0988969668	11486.6276698074	18379.1482748967	0	0	0	16736.2585963356	8400.76949045709	9124.29375286978	978448.244216111	350882.067109913	12129.911459509	5726.99373875908	0	14954.648100545	0	1554.48915777764	877349.328624059	0	0	0	38787.4285037779	0	4735.54789797176	53808.7169969135	0	5663.07336219254	477.362812230927	0	294303.013792445	618762.845244174	0	0	0	374755.647753507	275028.980245617	239241.72941643	44576.9826110915	61845.0043401402	4958.58921194861	48093.9633302629	15108.329005907	329179.059253556	0	66418.7112846775	90926.0556618892	77175.014652012	0	8316.44899370975	0	18149.3069208596	3745.46206519651	0	0	1510.96890139191	8470.12989907184	48941.2483217725	22463.2523350947	0	0	78875.0246670794	545621.614355914	191255.206719119	0	6393.3976646655	642066.582530718	2449.37442970912	32612.9921290531	0	0	7058.44158255987	68974.1663393268	0	0	0	35909.6515502718	0	0	0	232037.76697658	40317.4375173386	32305.6303183289	0	0	18600.8295808615	0	108413.038680879	210843.402116732	0	5290.43116688977	0	16635.6180034436	651.44383777383	0	37853.1029994969	29285.0525235572	5917.39486044662	67907.9200578766	722.164254400634	0	18066.3464321243	0	127378.350408971	50097.2551320184	0	75534.844989475	0	0	78579.9029284637	90096.4507745363	0	518976.337383753	0	0	226567.814752099	0	246952.974844776	62170.046255021	34814.8451005684	0	669065.461586013	1404988.9170446	149682.481806655	0	193268.018576959	627804.178508308	69767.0510103543	0	6321.31724002664	0	0	1311.04772361998	0	0	0	191444.247832795	0	9755.3374704628	0	0	42814.4122274696	0	0	29596.4943583175	31359.0647419394	0	0	0	0	0	0
02-2020-53	6116.51077907769	29099.8577285857	15826.1473983498	0	73029.7898533305	26895.0086351947	0	1238.86579647477	210564.644782909	2280.59214459928	145665.30080996	158890.245066131	146432.069506439	6920.63221313794	0	90912.4129707866	130.734581537538	0	36989.5859667718	204895.329278773	66474.3844076625	3078.48812239584	0	0	2163601.29533989	318376.058781488	0	0	8826.65940587174	0	8947.01822696979	0	1953.75569075543	2636123.80151457	0	56169.1791391638	53371.8741246781	178667.482039837	0	0	13099.3975548526	0	1031.35058768502	0	0	48467.2521649325	29941.3319002281	295506.845196814	335092.446425546	0	9628.7056878441	0	0	20265.9352904063	0	0	243206.787125535	25092.7390468558	395271.856974571	115292.33727545	9137.93221905635	643.297147248205	0	0	0	0	0	22004.9127400644	132539.963854009	53695.5978503901	0	462.758915601128	189.876416042615	150137.253559379	0	0	0	0	0	0	0	0	0	0	0	185945.040412094	297.784324613282	0	780.257185049435	0	0	546.802575160974	0	0	0	2628.1801193221	0	0	134328.744953777	3299460.6924756	2235106.88598466	566890.047371821	38218.076002807	9977.33123861087	1017295.5825937	8093.0931428	0	0	109098.008293076	6946.57161423666	385315.27725684	0	0	119107.504389049	0	0	35317.0133839264	326.836453843846	429324.065160924	127822.105582174	796630.135022946	47898.6604928486	0	0	568950.673395103	257047.013975767	598384.63060984	1476.47071053902	0	19139.127706678	0	0	0	0	3536.05915777723	0	0	0	0	0	0	0	0	0	0	0	0	0	2206.92424547892	323106.36796585	753103.819979297	685322.08975626	0	17084.7271396596	41058.9592111386	2169.57150789677	4698.14432699979	3244.50028942764	0	0	1345547.29016149	417564.17827881	17040.1113697698	0	0	23085.029401815	43261.7331524418	0	0	3671.98161953451	89401.7022507973	215316.743064194	0	0	316656.795276665	141938.327660097	652.635331643743	614.245018017641	66243.0049498619	2115.61755361143	9916.11425201789	0	2379.16186877441	18311.142023607	1130.9578879041	29598.9318057251	0	521993.094374116	14313.3615262726	27598.4851929919
02-2020-55	0	159965.814018901	26952.4075319879	11394.6539038337	63746.9258252769	34946.7656982555	0	0	1051221.46703432	177404.719851679	845429.233845061	6144.45075771214	59663.5542012669	281630.895092702	0	432269.598782038	178623.266898316	0	0	435360.67877921	208105.42550502	0	100669.655523119	175791.841930533	44053.0076418261	0	8958.63721732009	2100.94318385739	848.996527630575	0	29832.3158040139	0	0	303026.038551697	7262.79897558084	0	352.312010831469	27526.6653355756	0	0	244.571334736219	0	0	0	0	145235.508783159	2528.67366795553	182857.475468859	169517.024954745	242792.536173886	32941.7117161229	3361.50909417182	0	0	0	40722.7433437219	375636.78979933	170958.5952009	409176.462267782	150299.320559635	38254.4044543797	0	14694.7508126312	17251.4370563715	0	0	0	40759.3751735942	134556.252968597	0	0	0	962.124237530588	1125939.62590637	56613.4156610104	128782.430136653	10090.9917230812	22048.0519561321	16894.8154184962	0	0	62158.8282596329	0	0	43561.7101588317	87193.4517571253	64296.4032733627	1774.48893528878	31838.4471929075	2186.05831797263	2265.78641828312	16144.9403128733	0	7173.37421442178	437573.672266207	5653.1532747178	0	0	37319.2153858729	106662.191927537	645796.535108171	360678.074330266	0	14479.2694604407	128767.346442	0	0	0	310449.37113466	4977.61923560058	156713.123007586	0	0	131962.934894985	0	0	34171.0328303697	0	361530.303078179	151258.212576883	83343.877400242	0	0	3945.46355860808	0	85638.7538010709	181135.779464857	0	0	1187.30225056966	0	0	0	14361.8321234969	28541.5825043928	3657.79595343376	0	0	64593.7675393856	48684.7793071609	0	68994.9741578766	3617.93190327851	1286.42367257729	233415.865133317	0	0	49303.2107879476	0	0	197880.835343581	340577.973797936	0	100338.891647507	335.073502656229	0	8319.73500807525	35792.5300056032	591.496311762926	157061.125391373	395857.559888887	409736.713783477	79230.3383869254	164746.267817248	195671.074076867	53797.0743878805	0	0	56582.1708649427	0	23742.8127911104	0	256.422809106696	0	613813.715409296	895.325018351532	0	0	0	48931.505455419	0	6057.18081007499	0	24854.6965684134	0	0	109880.405922502	40.9414569161952	0	1464.19578813446
02-2020-56	0	422998.076600061	87146.0444405815	722485.89129727	174441.809070462	0	0	17818.1849046708	1922551.02127364	1043352.56312386	0	3083309.41323567	0	1904420.05458736	0	448951.552582671	931446.357080725	0	1174947.71524885	468226.91517131	1650770.33586538	153039.233891291	288326.989892945	0	56690.5861322236	0	12543.8835826393	54166.0962077099	89379.9882551688	0	0	0	0	10103.8892105022	130280.282739759	0	0	7644.62392291078	0	5886.5234822336	37324.798478761	0	0	0	7122.82682753273	82457.2824727384	158608.528457584	255476.008555806	739092.973284544	321668.638385112	35240.5748534725	23042.0853708988	53198.1033006591	0	1764.02995312465	4131.38779778017	1806965.55275684	79652.6230850814	48933.3014728107	184259.599305373	139073.749699369	2506.70138717125	10951.8094904915	0	29.6475622373891	3280.5027615671	19774.9240123385	505313.05077406	171002.691850925	10690.9109428025	713.023871809208	1388.98829082168	0	662794.971866623	432385.97718253	152855.419005419	30553.2952637413	43753.8723499388	889.426867121673	136.37878629199	56392.6281317378	1271.88041998399	0	50792.203625095	63791.1772880783	0	0	7567.54026109357	0	22429.8632106967	0	10424.082882666	18446.7132241035	6340.13118446566	222389.329098879	12569.0840105411	0	0	44472.8257341955	661105.060819092	306646.218599427	433518.514059998	0	0	457955.517234166	11860.5072730675	7795.82649032146	0	135521.971743329	1636.54543550388	292528.049461983	4303.34365875703	2004.1752072475	0	0	40654.2197180198	49962.0718824481	96547.2864260576	293479.736209803	79089.319402571	356279.20254104	0	237.180497899113	5760.5213427247	0	0	383675.0324265	8001.87704787132	0	0	0	0	0	0	8491.06182478824	1153.29017103444	0	0	9921.55670274226	0	0	5023.77942112558	0	8974.31708925768	31531.6648175752	0	68.1893931459949	0	0	0	280083.485212839	114581.898535061	0	323804.745244316	444027.092495041	0	88065.1188699406	41107.8274202519	101574.030603407	145944.572247883	3437169.37469814	181698.049928063	19435.4594247204	4378.94494246237	215522.9536847	0	0	0	0	111.178358390209	0	0	105469.7202814	10462.6247135746	54717.5408653253	40418.5215982326	229.768607339765	27962.0983241935	80343.4112852126	5604.87164097841	0	0	619.634050761432	9706.61187652119	0	4278.14323085525	144613.396703425	2165.75442144127	0	0
02.2020.043	0	1103634.07657516	0	343954.244408193	0	0	78627.2401615595	0	4688001.47675204	0	5553078.71507415	0	0	0	262897.617546753	0	0	0	453927.833234326	0	0	0	0	14112.7820473521	66134.0492474611	12624.9921235632	449.017679702062	0	0	2280.83109938211	39201.9241405554	71393.8110726278	828.783876464999	138577.802158198	16758.858871268	3540.76130511327	7375.2829330167	20669.333738524	0	7301.5636124686	11464.4713046317	157063.480265335	2154.61468692855	2670.64993076525	435.614166875134	2898.50964882301	442.315923288598	100923.983749153	398639.459782653	0	14409.893248349	0	35196.5077241086	0	0	0	2073426.25885764	0	0	0	32744.7818361832	320.567348444009	0	24463.6448279466	1315.77817584335	0	0	0	290314.503034232	144442.955979381	0	1584.96539178414	298.22816039913	441000.145112755	0	192918.994036768	0	132222.30315943	0	0	69513.9683986513	19871.8247253218	0	19603.7544687833	22864.1589639333	75477.4146472316	0	0	0	16542.1687472327	431.146329266159	0	0	1093.50325479681	0	187801.086055686	87257.9854626984	58314.2164723513	0	0	708941.951320041	288131.964362248	0	0	586262.949293383	0	333013.627063213	2862.7669479512	0	0	559906.058278633	1666.50342814795	0	0	149477.092005295	323971.840702049	0	0	0	0	0	0	434700.494084099	14298.1973081246	73562.9462317855	0	398544.518233463	291.526403985667	0	0	0	1691.07653499732	0	7021.20680250537	3146.47463612116	13500.6882949224	26120.0956214744	0	0	7499.26542666578	0	18558.280468283	15772.5837190866	17577.5901131128	1344.8191203017	0	0	0	8599.47043787605	0	0	245961.162130528	3442.46887771581	0	0	0	68662.8453341414	0	0	77769.4153406362	825065.518614929	35790.7301261024	0	0	17838.9586132379	0	43124.6855612361	32524.7408339411	0	0	0	29097.9093878567	1106.90676762374	31225.7170491314	0	3757.4514291486	0	0	0	70658.8517859513	7636.65143314178	0	0	0	731.608408469777	0	0	0	0	0
02.2020.110	0	0	0	0	905.764280803936	0	0	0	0	0	0	2908912.30803966	0	0	0	0	0	21650.4595070412	0	110498.989843616	0	0	0	0	620109.756665074	0	12092.4492637533	0	0	0	0	547780.43904914	174099.518036718	18784.332158394	881181.072788313	0	0	0	3326.80558223292	0	2635409.76696705	744980.489925077	166421.07498646	46084.8330164281	99418.6152222636	900759.188979963	0	28780.3410914603	181403.748614155	2035.48905670493	141360.179079396	19603.6306784326	11210.7819982446	0	4969.65503677402	0	386113.563433285	0	0	60469.3336762064	93541.7784331977	0	0	1255.87973832909	0	0	0	0	19609.3005643844	0	0	8115.02426854856	0	8476.47949797736	0	404811.429830913	10316.3574893444	762756.999855535	0	0	3780.39645837887	399780.823520157	6146.15637177757	10948.5497729728	108781.014400214	115212.08254107	0	0	987.977627105388	3427.4460578778	367.125115380625	3978.84246669272	0	0	14857.9361367556	348146.589628381	35338.981666233	21398.149582185	744.172531176942	6758.50405457459	343620.603167337	0	296614.413683738	0	36587.7740471224	0	0	44505.769778845	0	39419.8820800586	0	0	0	0	119172.49787842	203278.168616294	0	0	1525.19932104074	0	0	0	1255766.34061005	0	8642536.28279142	0	823926.564446791	0	0	0	2276009.87119578	8466.55719756167	0	373105.427588312	274275.06303355	424712.729521817	2551.44867832095	34998.7885091236	1071184.6209199	2050471.73033263	0	399851.697094555	94355.4070672845	181823.32017459	71193.9229540821	1189.25857839515	2747.05974365888	0	0	0	0	0	4747.11201316491	0	153434.201213806	0	0	0	614170.551130538	0	0	352009.199433061	0	0	0	0	0	4174807.89990265	1713.7230289389	0	0	34698.2845536769	0	0	103016.157858696	0	0	0	0	55713.7168341138	0	0	0	2323.23576876002	0	0	0	0	0	4894.52904791235
GBM.BM.277	0	1230903.14258034	0	0	917431.432624737	0	0	968243.239490462	0	0	2922335.05257524	0	1001432.16457489	154331.823167239	16069.9123270298	315276.613921828	0	343027.01240248	2577820.24780616	5142059.84667203	365922.971257316	7586.86368578981	0	0	0	0	0	0	0	0	0	0	0	13194.6000363967	36788.7057726114	0	0	3146.04788556623	0	789.645485221804	0	0	0	1371.22565211532	0	33788.0529287685	0	3397.98239751795	4512899.15237453	0	3359.12682602291	0	0	0	0	681.852609461367	46977.6393430368	0	235598.877651884	108364.428683073	39057.3697857089	0	264.468567272699	800.926135010687	581.580166893519	1723.43260663489	0	949054.854199572	98007.5387713468	0	0	0	1764.79498919413	613894.21491654	66901.7736812683	36712.2480351534	0	778.364835432921	147.901852787576	2063.10550583347	0	0	0	4152.53252784101	4315.47524701376	0	127.847364274006	0	0	0	0	23958.8467460552	0	6748.33538481618	90330.429887246	1135.58541208088	0	0	27777.9734023581	506076.271045461	2913763.01214122	0	163253.563744713	0	1656869.25244729	58822.3216213639	0	0	35843.6380014094	9291.49520944322	39344.3996525594	0	0	7589.370496854	0	0	32433.1215485705	0	392269.555542018	51765.6484756516	144195.532629162	41500.2571677681	0	1549.20923767325	24200.7540137501	0	0	0	0	14201.0846786715	11077.598092683	0	1061.63448568709	305.830949831937	0	16998.6858263144	0	0	21477.103792501	0	0	2404.03181056416	0	0	0	0	0	0	0	92172.9360194302	500032.349569684	0	1616.89313640655	0	0	0	0	0	0	707349.384795307	0	341640.74588398	0	46848.5385732307	77243.6227266097	43505.7060191251	574.05973370093	0	0	0	3384.19493666487	0	0	0	0	0	0	1212.04314953886	0	32404.2932213322	0	0	21581.1364516651	17972.5819247547	0	6374.82053625094	0	0	0	0
GBM.BM.298	0	0	1196270.1133835	35639.306341288	718893.316297662	0	327687.500125866	0	1375586.25956043	350403.319892362	0	4607591.36748753	2081078.54961305	0	0	0	0	0	0	0	1347788.13244495	0	0	0	31763.5899456583	0	0	109498.406012264	0	9887.0655392801	0	0	0	114547.473941047	2863538.37911594	402.19698445214	0	27115.6110206535	0	196.666569532383	45730.2403244777	2072.47784963562	3338.89975935682	28634.0985335782	0	105004.990391201	0	176862.52297564	554510.533637109	334549.224436368	131659.681451711	8642.24925269062	37922.8545092105	0	6354.82315241116	4680.66435487071	1321088.01417683	12548.4351168394	105518.539433332	286674.487518482	36919.578009427	0	0	19643.9433494331	0	791.098200823218	0	0	9297.06583068295	20211.2294542251	5657.9033088288	0	0	386037.086330282	106052.586117922	104215.000171051	14671.3260871158	164045.956535833	1161.71773608284	0	585.01379556675	3989.28441465546	9024.50258502117	47746.2111597688	48031.516183175	0	0	4460.73019119647	0	0	558.422259404625	5286.72978323247	0	891.370451767898	11402.2291101845	80550.1949577703	715.755515030531	3079.6322817761	12673.6369329361	414178.133464188	601701.092489157	94491.9157714377	9279.89213024491	7411.28272451892	396841.005876819	558.422259404625	73773.7851591221	0	297608.040803809	5646.82350209458	42797.9694722667	0	0	0	4004.24215374665	0	2584.36492075652	5097.26508807733	299538.697127247	1127.37033520676	63790.3253012543	0	18906.5822112709	3191.53832979171	9601.76051587396	0	287453.951922234	0	3216.4678949437	608.281389708609	128625.476377545	0	50896.2002143072	2598.2146791743	15868.4992047481	32821.7114887762	0	16479.5505461402	0	110921.053196937	38364.9387979058	0	4395.35933146458	2212.63740482348	29812.4359797624	676.976191460765	0	905.774200522382	235.445893102148	1419.87723299013	174384.524199532	56183.4839878764	0	0	4036.37359327589	761.736712977539	0	12766.7073095035	104433.272363715	63115.0110808037	747101.950252646	209085.924900769	8909.826585322	0	10154.6428719115	0	0	106515.722039412	0	0	20654.9757139306	5179.25565791055	0	0	0	0	0	0	27148.2964505195	7483.30146829134	12766.7073095035	0	806.055939914414	15330.5745878018	233.229931755305	2530.62785809556	26758.8412438117	0	1471.39833430425	939.56761106175
