feature	X1814	X1934	X1830	X1867	X1861	X4837	X6602	X9226	X1815	X17244	X1871	X4584	X4725	X2303	X8002	X1949	X4758	X4742	X1836	X4761	X1812	X15342	X15106	X4749	X1855	X14874	X10068	X17248	X4811	X4987	X4862	X1844	X8007	X2318	X4868	X4933	X4608	X4540	X2301	X2295	X4925	X1877	X15286	X1790	X4037	X4198	X14809	X13976	X4826	X15078	X4938	X4581	X15271	X4285	X4532	X15234	X4820	X15300	X4874	X14027	X5075	X9286	X4699	X5089	X14993	X1965	X5082	X5090	X4041	X15254	X4951	X15249	X15132	X8071	X2290	X15346	X4577	X4910	X4575	X4914	X5087	X4262	X4557	X4753	X5117	X15236	X15452	X5792	X4716	X4714	X9712	X15120	X2328	X14546	X9262	X4964	X6754	X15126	X14853	X4705	X4959	X15265	X4871	X2325	X15154	X14987	X5825	X4936	X4721	X4644	X4768	X14963	X4652	X4940	X15143	X5045	X4815	X5190	X4993	X5043	X4552	X25431	X15124	X14797	X4121	X6747	X4046	X3813	X49188	X15350	X14837
SRR1569009	415334	0	0	0	0	2133	887	0	0	0	189657	0	0	3867	0	56467	0	0	187282	0	0	17302	9709	0	107249	4713	0	0	0	0	0	0	0	69908	0	13390	4205	0	10904	54738	3448	0	4825	36999	0	19930	0	16307	0	362	0	0	994	2228	0	7597	0	0	1034	1517	0	0	0	127	0	0	0	0	520	809	0	10562	0	0	7837	385	0	2585	903	23426	374	4019	605	0	0	27	0	4791	0	0	0	0	0	0	0	0	0	0	0	902	0	0	0	0	391	0	0	0	2547	1840	0	0	0	488	0	0	0	0	1837	0	0	0	0	0	0	0	0	0	134	0	0
SRR1803877	14329	5526	0	0	488	0	297	101678	0	7283	22169	0	0	215673	0	2448	0	0	75668	0	0	14568	199133	0	0	588144	0	361	0	0	0	3806	0	9746	1794	149837	4853	0	16159	6452	14876	3643	65195	4839	0	0	0	49882	551	0	0	1356	1330	0	262	3948	2472	16648	2417	0	2460	0	0	5254	0	1177	2002	0	0	0	0	7039	0	0	11740	1264	818	0	1096	0	1141	150581	0	0	0	595	0	6566	0	0	0	1160	8613	6895	0	6032	0	0	2610	0	0	2735	1661	0	0	287	0	0	3082	33431	0	0	166	0	0	1211	0	0	1061	0	0	0	0	1034	1313	385	0	310	0	0	0
SRR1568843	389331	4005	15746	2278	0	208	9518	0	0	19	8239	0	0	30299	0	121192	0	0	52696	0	72296	24540	27266	0	0	12444	0	0	0	0	0	0	0	59767	0	938	1215	0	18252	33612	278	18155	3458	55478	0	0	0	24636	0	817	0	691	0	0	0	5792	0	0	34	0	374	0	0	0	0	37522	967	0	0	17596	0	35064	0	0	9125	810	0	6088	128	11509	0	0	0	0	1798	0	0	0	0	0	0	0	19335	0	0	278	465	0	0	0	0	0	1162	14212	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
SRR1568983	116535	9930	330163	56315	19083	0	0	116875	0	1851	254434	0	0	48540	0	26567	0	0	217213	0	0	12856	15951	0	0	5357	0	350	0	0	0	42901	0	84450	0	3341	750	538	0	53024	1929	71012	3441	9970	0	6060	0	0	477	3654	0	1457	2793	0	0	0	75	0	0	0	0	97	0	0	0	44331	0	0	0	0	0	0	1990	0	0	0	103	211	0	0	0	0	0	0	0	0	0	20734	0	0	0	0	0	209	0	0	89	0	0	0	0	0	0	0	0	0	71	2737	3377	0	0	2473	0	0	1602	859	0	0	5419	0	0	0	0	0	0	0	0	0	0	0	0
SRR549558	14935	58734	7546	0	5105	0	2092	26730	80333	605	37937	0	0	36052	0	108625	0	0	248718	0	0	13094	113485	0	12606	21442	172	373	0	0	0	14685	0	0	0	5802	6970	0	61554	56834	0	40425	3831	20881	0	4154	0	13218	0	24451	0	0	15834	0	0	11036	0	0	1855	0	0	7856	0	582	0	0	0	0	0	39546	0	2979	5737	0	8432	0	0	0	0	264	0	0	3491	0	0	1029	529	24739	0	0	0	415	0	291	0	726	0	0	0	0	0	1282	0	26475	1098	0	37843	0	0	1740	0	0	0	0	1034	268	0	0	0	0	0	0	5481	0	0	0	0	0	807	0	0
SRR1568863	0	10260	0	122738	115878	219	0	0	264144	0	118349	0	0	0	0	158415	0	0	240015	0	0	11859	1445	0	53400	0	0	0	0	0	56	17245	0	0	0	31636	0	0	0	0	1136	0	0	0	0	0	0	0	0	21879	0	0	1583	5587	0	0	0	0	0	0	0	16173	0	232	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	3526	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	1746	0	1476	0	0	0	0	0	0	0	3749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1031252	263129	66173	104216	20013	168847	3217	64482	54832	0	1687	85507	0	0	25650	0	30525	0	0	165315	0	0	94357	178816	0	51915	31078	2411	506	3419	0	0	266431	0	117370	0	32798	1610	0	25452	10952	1443	33179	12809	30895	0	798	125	52908	869	3291	0	1459	726	3877	0	657	145	5829	13407	415	0	0	0	1732	1738	19573	8398	6958	0	34673	818	45791	0	0	53397	14184	1450	2064	0	2045	41441	270	0	0	19327	3317	2664	15279	2852	1436	0	785	1008	0	22042	51388	0	0	0	0	0	2056	22038	695	1063	42377	0	4208	6359	9204	2919	0	17633	326	1055	1490	0	1397	5024	735	0	0	738	0	84	1553	0	0	437	916	0
SRR549571	220668	18831	29822	963	0	4419	12440	11902	0	4447	87682	0	0	5047	0	0	0	0	113225	0	18711	34154	36693	0	0	46209	0	0	0	0	0	9215	0	113703	1029	2481	676	0	0	20773	8656	0	16048	6392	0	0	0	1013	0	0	0	5336	3407	0	341	0	0	16495	545	0	267	0	0	0	703	0	0	191	0	88391	0	282	296	0	0	194	1228	0	1018	2326	0	246962	2696	0	0	0	0	43225	0	0	0	9480	0	762	934	1517	0	0	20399	526	0	0	0	12235	0	0	22007	87	3997	0	0	0	0	0	0	2828	0	0	5139	0	0	0	0	0	741	0	0	0	0	0	591
SRR1803820	236963	42238	0	0	18226	0	0	0	0	0	20399	0	0	421	0	10796	0	0	43223	0	133491	676	1791	0	0	323	0	0	0	0	0	11352	0	14379	0	8219	237	0	0	6588	3296	0	0	8777	0	0	0	0	0	1348	1564	0	0	556	0	0	0	1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	4777	0	0	1282	0	4503	0	0	2751	0	0	0	0	0	0	0	1475	0	0	0	2540	398	0	0	0	0	0	0	0	0	0	0	1342	0	0	0	0	0	0	6467	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR527872	135952	6327	0	0	0	1331	1535	0	102764	4032	113394	0	609	0	0	8786	0	0	17756	0	0	27984	80464	0	0	1916	0	719	0	0	0	0	0	138164	0	31859	0	0	34903	84118	0	21082	570	65314	0	0	0	5078	0	2501	0	0	0	1762	0	0	0	2357	0	0	0	2777	0	0	0	98383	1470	59	0	0	829	38628	0	0	0	0	0	6575	0	30220	6832	0	0	0	0	0	3634	0	0	377	0	0	0	3783	0	101	0	144	0	522	0	42	0	4663	1786	0	35399	5457	398	0	0	0	0	10586	5001	0	0	1246	0	0	0	0	0	0	0	0	0	0	513	266	0
SRR1568971	122393	91877	100313	19884	21005	1205	2330	81809	0	1424	142086	0	0	197632	0	61354	0	0	28620	0	0	34992	25844	0	8157	4222	0	395	0	0	0	0	0	53044	0	38287	289	0	0	19703	0	0	10249	27485	0	0	0	14456	0	375	0	722	449	5060	0	0	0	6368	3052	0	1323	0	0	0	0	42136	0	113	0	4238	0	16233	0	0	0	0	0	0	0	3926	0	1081	298	0	126	0	1470	1711	0	0	0	0	0	0	2438	425	0	0	0	0	0	0	1107	157	0	0	0	0	493	0	0	0	0	5582	350	592	0	125	7931	0	0	0	0	0	0	0	0	0	0	0	0
SRR1568883	170268	0	44898	0	60480	0	467	108536	2090	2058	12756	0	0	0	0	28712	0	0	32318	0	113348	53396	31110	0	0	73064	0	5457	270	0	0	0	0	84004	2566	685	275	0	0	0	0	80423	84820	0	0	2577	0	26667	542	2929	0	0	0	17149	221	7266	2063	0	7151	0	5097	0	0	443	312	38297	0	0	0	1418	0	5279	0	0	0	1488	6820	171	0	0	587	0	0	0	177	20636	0	0	0	0	0	0	0	626	3855	9239	0	0	638	0	0	0	0	0	162	0	4350	0	41	8766	0	0	0	0	516	0	0	0	240	0	0	0	0	0	186	0	0	0	0	0	0
SRR1568849	0	21551	162860	0	4252	3040	127	51434	122032	7012	39716	0	0	8075	0	0	0	2494	133504	0	0	12030	9570	0	0	27759	5927	1788	3436	0	0	0	0	74217	63	94458	0	713	1326	57597	0	105419	0	13887	0	28487	0	62251	0	19834	403	0	19505	0	2442	0	8631	0	3404	0	7418	0	0	5775	338	0	1041	0	0	0	0	2220	6880	0	2393	0	0	0	4040	2794	4187	0	0	0	0	0	838	0	0	0	0	671	0	2492	7148	9535	0	0	1803	1429	0	0	0	0	0	0	0	0	8695	0	0	0	0	2424	3110	538	0	5010	2767	0	0	0	180	0	7535	0	0	0	0	0	0
SRR539795	0	2409	0	395	0	48296	0	0	2372	0	0	0	0	79868	0	4027	0	0	7022	0	0	977	24322	0	3569	4802	0	0	0	0	0	0	0	2472	0	0	2996	0	13737	41101	899	0	1202	268	0	4384	672	12899	0	6551	0	0	0	55359	0	0	0	6211	0	368	0	0	0	0	0	419	0	0	0	46833	0	21963	0	0	96174	0	0	8804	0	0	0	0	4762	0	0	1910	0	13580	0	0	0	0	413	0	139	496	0	0	241	0	0	580	0	2436	0	0	0	0	493	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
SRR1803873	83128	5323	0	39368	40771	2651	895	0	0	0	14937	6525	0	0	144	3161	0	0	47391	0	1539	133365	6331	382	58208	7776	18873	428	0	0	0	0	0	10036	327	85	12945	0	18137	616	57867	3124	18865	20870	0	174	0	0	0	0	0	4130	0	0	0	0	0	476	847	0	0	0	0	0	150	1686	5025	0	0	15521	1761	204	0	108	784	675	0	0	2995	605	0	0	0	0	0	0	0	0	0	0	147	0	0	2444	0	2083	1761	0	49046	2317	1178	0	0	0	0	0	0	1463	8396	0	0	0	0	15179	0	410	0	503	7112	0	640	0	0	0	0	0	0	0	0	0	171
SRR1803290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1803285	0	1174	0	0	5382	0	0	0	0	0	6045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR1803287	5156	0	0	0	0	0	0	0	0	0	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
