feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X1522	br_m_progression_overall	Y	4.62203039188228	0.0547086895577412	23	9	0	0
X1552	br_m_progression_overall	Y	2.1518401075047	0.00293466681193753	23	16	0	0
X1536	br_m_progression_overall	Y	1.43135264068503	0.0279692239991396	23	6	0	0
X2043	br_m_progression_overall	Y	-0.274705711347806	0.00465101410684923	23	8	0	0
X2048	br_m_progression_overall	Y	-2.66931873421952	0.00696464373156712	23	6	0	0
X2502	br_m_progression_overall	Y	3.32175161520753	0.0184200034870879	23	10	0	0
X9463	br_m_progression_overall	Y	0.565702847540785	0.005485418071238	23	7	0	0
X8007	br_m_progression_overall	Y	-0.214358178403939	0.00440403966846718	23	11	0	0
X8095	br_m_progression_overall	Y	-0.322142002441867	0.00439199129805405	23	11	0	0
X8163	br_m_progression_overall	Y	1.10970067655225	0.00440221778260894	23	11	0	0
X8130	br_m_progression_overall	Y	1.85388755764123	0.00744978662355515	23	7	0	0
X8047	br_m_progression_overall	Y	-2.49709570732603	0.00265246843291326	23	9	0	0
X8053	br_m_progression_overall	Y	4.37253169742292	0.0527339557845249	23	6	0	0
X8071	br_m_progression_overall	Y	0.528684531679286	0.00424295621864372	23	8	0	0
X8235	br_m_progression_overall	Y	5.10642780298795	0.0321580919494836	23	11	0	0
X8236	br_m_progression_overall	Y	3.0045655282971	0.0102528531921124	23	6	0	0
X4482	br_m_progression_overall	Y	0.986366889906413	0.0137252748387165	23	8	0	0
X4494	br_m_progression_overall	Y	-0.558513597380736	0.0116840070019342	23	7	0	0
X6936	br_m_progression_overall	Y	1.35380245168173	0.00534046858399554	23	12	0	0
X6956	br_m_progression_overall	Y	-1.35280925892083	0.00175249699210525	23	13	0	0
X6952	br_m_progression_overall	Y	1.9483324736894	0.00375256786123625	23	11	0	0
X5868	br_m_progression_overall	Y	0.839562383446036	0.00929501246032092	23	10	0	0
X969	br_m_progression_overall	Y	2.29476341565433	0.0271434098448051	23	9	0	0
X17130	br_m_progression_overall	Y	1.32502033307691	0.0084683389142088	23	6	0	0
X15888	br_m_progression_overall	Y	1.07813978298795	0.00764305416758969	23	7	0	0
X15892	br_m_progression_overall	Y	2.58329553514298	0.0199287427392091	23	6	0	0
X5273	br_m_progression_overall	Y	0.317865221066557	0.00856889774970217	23	7	3.35386903535152e-301	6.33508595566397e-301
X8059	br_m_progression_overall	Y	-0.317613008475154	0.0103439767834237	23	7	4.86349434921602e-207	8.85850756464347e-207
X1520	br_m_progression_overall	Y	0.866485708177387	0.0310520125362565	23	6	2.36384201569981e-171	4.15710147588586e-171
X16971	br_m_progression_overall	Y	0.0276757932204131	0.00161430860340494	23	15	6.96231948202203e-66	1.18359431194375e-65
X8255	br_m_progression_overall	Y	0.135232945066698	0.0098288972978371	23	9	4.51513039475853e-43	7.42811774621565e-43
X1564	br_m_progression_overall	Y	-0.0668623285601005	0.00639723636184008	23	8	1.43842932999854e-25	2.29249674468517e-25
X749	br_m_progression_overall	Y	-0.0906853697844494	0.0154060113344337	23	6	3.94787539009814e-09	6.1012619665153e-09
X2497	br_m_progression_overall	Y	5.98469626921012	2.18106694785403	23	10	0.00607083766686227	0.0091062565002934
X6939	br_m_progression_overall	Y	2.62087566138592	1.04348670227719	23	21	0.0120167458515876	0.017510115383742
X2492	br_m_progression_overall	Y	2.3909140902135	1.86752112792078	23	13	0.200453429769498	0.283975692173455
X9467	br_m_progression_overall	Y	-1.86562130938237	1.67133503603473	23	15	0.264316782427992	0.364328537941287
X9434	br_m_progression_overall	Y	2.76456367522904	2.60175719808691	23	8	0.287974464179063	0.386492044029795
X9712	br_m_progression_overall	Y	1.02684110205738	1.03043756369101	23	19	0.319002521275312	0.417157143206178
X1525	br_m_progression_overall	Y	1.57781404495903	2.15944308956002	23	9	0.464988167201572	0.580552977501687
X16987	br_m_progression_overall	Y	1.61086563947177	2.21325132283553	23	10	0.466719060344494	0.580552977501687
X13165	br_m_progression_overall	Y	-0.789922434928069	1.52079132055034	23	16	0.60347109314922	0.732786327395481
X9450	br_m_progression_overall	Y	0.969708674039721	2.14289514871983	23	11	0.65089248008258	0.771988755446781
X1568	br_m_progression_overall	Y	29.2708936483719	6950.53317147429	23	7	0.996639865674568	0.999998341557802
X1545	br_m_progression_overall	Y	44.2135079329052	4623051.93936691	23	8	0.999992369266921	0.999998341557802
X1543	br_m_progression_overall	Y	44.8915590158056	7622224.80012005	23	6	0.999995300810093	0.999998341557802
X1540	br_m_progression_overall	Y	42.8543563968149	7622153.43861855	23	8	0.99999551401981	0.999998341557802
X1561	br_m_progression_overall	Y	43.0658844757339	20719205.269696	23	8	0.999998341557802	0.999998341557802
X15878	br_m_progression_overall	Y	0.232798175181796	2.20900570644589	23	11	0.916069560573093	0.999998341557802
X15877	br_m_progression_overall	Y	42.6199808955369	7622208.49496385	23	6	0.999995538586387	0.999998341557802
X16988	br_m_progression_overall	Y	-0.0313883890721735	1.39825831781853	23	16	0.98209042816131	0.999998341557802
