feature	X1524	X1525	X1522	X1521	X1520	X1568	X1552	X1547	X1545	X1543	X1540	X1542	X1541	X1564	X1561	X1699	X1531	X1526	X1536	X1457	X1458	X1528	X1411	X1485	X1464	X1466	X1469	X1468	X2016	X2037	X2036	X2043	X2041	X2047	X2048	X2053	X1343	X1341	X2524	X2492	X2502	X2497	X2483	X2480	X2479	X9712	X9649	X9733	X9738	X9418	X9416	X13165	X12664	X9269	X9434	X9430	X9422	X9467	X9450	X9463	X9447	X19337	X19351	X19322	X19317	X19300	X3607	X5989	X6001	X6055	X6050	X6070	X6067	X8000	X8007	X8095	X8163	X8130	X8047	X8053	X8031	X8028	X8026	X8025	X8071	X8059	X8249	X8255	X8245	X8235	X8236	X6833	X7295	X7285	X7298	X4303	X4482	X4481	X4494	X4479	X5266	X5265	X7281	X5286	X5285	X5273	X7282	X4498	X3936	X3934	X3920	X3922	X3931	X6653	X6649	X749	X748	X6936	X6956	X6952	X6939	X5870	X5868	X5825	X5842	X5884	X5880	X5882	X5878	X5898	X17525	X19880	X19882	X19831	X19850	X19849	X19893	X19827	X19800	X14348	X14386	X969	X985	X962	X14784	X17008	X17007	X15903	X16955	X15897	X15899	X17130	X15888	X15887	X15878	X15876	X15873	X15874	X15875	X15872	X15877	X17148	X17167	X17168	X17169	X17153	X17154	X17151	X17132	X17137	X15892	X15894	X17248	X17234	X17300	X15494	X16971	X16988	X16987
GBM-BM-356-SL	476	1389	27774	37349	1352	7414	213538	0	176852	53848	14007	23866	3971	49132	6448	0	11560	0	0	1043	0	1112	2164	44	0	0	0	0	0	0	0	188	0	235	5682	2351	706	0	1687	13337	5832	7164	31731	0	12439	132180	0	572	0	2749	1671	187279	0	4756	404	0	5564	103756	60844	0	21846	0	17452	0	252	1102	0	0	4924	46696	5691	434	438	0	109452	18686	0	2098	24980	2361	3003	2790	467	0	108943	31954	1745	28046	0	18807	22798	293	0	0	6217	8587	18538	2604	1775	11305	1830	28448	1039	2081	0	0	725	1075	503	11696	1254	3299	324	2180	331	4292	0	98411	14154	216652	11155	2368	16949	3100	0	1595	3541	307	487	4561	1337	3039	2584	168	3926	0	0	0	0	18070	34134	11007	2692	908	4016	521	3452	3437	0	735	0	7684	6133	820	9890	569	1126	185	8574	0	17962	3498	77345	3647	74008	5574	0	1019	7284	9333	4167	498	22633	7793	10228	885	496785	2388	554
GBM-BM-379-SL	889	1524	98370	0	1088	10961	96817	227	487889	0	0	0	0	120961	2516	4702	1226	1458	2315	5204	0	0	0	1832	0	0	14437	75	5258	42	0	49045	0	0	2518	3548	0	1712	1251	3322	0	1462	0	1135	43	22781	0	2175	676	1392	0	12686	0	2533	0	0	148	7698	135981	0	1134	0	11025	0	0	84	0	21816	16626	2209	0	570	6970	0	155519	9844	20175	10300	10275	0	6321	145	1297	0	21980	33237	2090	3798	619	0	742	5239	342	1382	20856	23269	0	0	1812	115261	5508	0	1810	8815	643	17621	0	2391	0	25174	1836	7052	1450	2466	362	4035	278	91129	48558	0	3600	0	25056	598	0	0	17202	0	0	9385	1738	6396	2061	0	69170	0	0	275	324	800	2250	7662	109	0	852	2284	20114	0	0	5347	0	6792	2900	0	26688	0	2548	0	48	0	10134	0	85638	78865	0	6535	0	0	3852	0	0	0	0	0	0	0	50233	2985	13793
GBM-BM-294-SL	1969	12057	28777	0	9044	45776	459005	6229	62706	121299	58070	0	38041	101813	37950	0	0	0	333822	0	1690	920	7538	2555	0	0	0	360	789	0	1577	138626	0	1218	13008	0	0	0	6350	215585	20852	29528	16789	0	46071	112522	0	0	0	13438	840	0	0	0	38749	0	6112	0	133581	0	8084	0	11829	0	0	1455	0	1227	3529	879	0	3050	756	3340	17729	33451	0	15826	5629	9104	0	12366	0	0	47346	0	4205	5422	0	11856	0	490	882	0	10777	2576	3183	3476	1824	0	4497	9174	1315	0	0	15344	2925	6638	2393	0	1095	7156	2356	4585	0	11770	1225	20382	0	41898	60424	605	0	2786	227	10713	1152	616	0	1228	167	32471	12084	4752	1170	1751	930	50	2173	29508	444	5134	5078	5722	0	5771	47094	23368	7914	18149	831	12202	9962	15022	8449	0	4234	6708	37356	264393	66519	5656	23409	0	0	1138	3067	18943	603	14437	1247	0	0	12145	0	14059	43055	24732	771
GBM-BM-459-SL-PreOp	220	3841	112299	0	69	13657	148993	0	120108	244480	0	50859	1804	708	25906	0	0	18298	959	881	0	190	0	231	0	0	0	29963	0	0	0	4147	970	0	0	156	0	1114	1642	2126	416	291	3939	0	0	32956	0	645	0	218	0	0	0	0	0	0	10926	0	0	0	0	0	6417	0	0	213	1018	0	17293	0	0	0	0	0	223723	11241	46767	93693	25917	23784	2401	3047	7523	0	300881	0	11242	25919	0	0	0	949	0	0	11413	11871	3176	151	348	0	0	4244	177	0	0	1349	0	1122	383	0	1169	5635	7570	19050	0	0	0	115804	0	86642	39963	0	35061	945	0	1323	5932	0	370	0	0	0	1459	943	12005	0	0	583	13	249	0	34838	696	7648	0	0	4102	0	0	536	0	143359	0	0	29297	0	0	794	613	1710	8846	3927	0	26767	319610	20155	20634	1009	2753	21327	0	0	12135	0	3868	0	785251	204407	0
GBM-BM-332-SL	0	530	20219	1086	0	65728	158363	0	15991	7271	0	14602	0	158020	1452	0	0	0	128828	0	0	0	10509	361	0	0	0	101152	10139	0	0	327948	0	0	89372	764	0	177	5573	45895	1546	888	0	0	91257	200336	0	0	9336	1196	43	9037	0	5434	5188	0	0	0	353845	0	1067	0	50134	3501	0	0	0	0	0	0	0	0	26087	0	13351	32842	1999	0	3723	0	0	267	0	0	1631	70943	36	35852	0	0	0	0	0	1264	19271	145823	17236	0	46646	10443	22911	49858	0	4761	3143	106764	0	108392	0	33762	0	2489	0	0	3258	55763	0	28243	418116	49558	4175	0	8529	287	0	0	7567	0	0	0	0	0	0	97	45152	0	0	0	137	0	0	18380	0	0	2422	0	0	636	0	0	0	159597	0	0	1181	0	0	0	0	0	0	0	146834	294190	0	24184	0	0	12448	11134	0	0	177	0	880	0	343199	10116	6422
01-2020-138-SL	7402	25323	11394	0	27103	1119	201864	36532	0	192953	6248	64969	0	19455	21690	0	0	4223	3134	50437	22748	475	7639	0	42680	0	0	26565	4342	0	6393	34487	0	1085	0	0	4589	0	11874	28431	19951	8331	0	0	9102	321133	10411	0	0	40301	0	222628	0	0	1033	0	5033	0	62883	0	0	11617	10809	0	19073	7085	0	39892	111186	17345	955	49196	19096	8558	290096	180055	171657	385439	158898	1441	13372	4020	0	1199	234637	35523	32441	24710	0	0	17842	3456	17468	40835	53065	620	0	24419	3639	0	0	9002	170	0	0	39786	1321	14606	136	3029	339	13133	29	2740	0	1350	0	139678	133284	204726	335311	1196	20632	4632	0	10758	262	563	6039	6878	170	0	21050	62917	12486	0	231	0	0	0	3646	13714	18755	0	457	19417	47965	640	179	17427	0	296638	27896	10432	105209	226523	55573	2147	5955	8382	239370	0	0	235349	335297	28247	0	151707	1653	10956	6904	0	0	9779	0	25093	556753	119539	36426
01-2020-118-SL	3600	57168	8422	0	10528	2950	164887	0	68712	57315	55177	6191	0	15257	23874	0	1707	7118	5402	6048	10450	994	30718	1445	5714	44557	0	18343	11153	0	4793	25094	0	2075	10479	0	1102	0	4762	0	5996	5197	292	0	2253	18622	2650	0	0	5094	0	29802	0	0	1910	0	207	334959	25407	0	7393	0	10823	692	0	1902	447	31303	68442	7322	0	7340	8360	2091	277599	7094	115335	51949	32216	37058	0	27237	16327	0	67124	249	4743	7563	11019	3755	11350	6244	6094	80579	19012	3538	196	1454	2418	0	399	1419	250	0	0	6464	543	3059	4252	1687	3146	6239	715	10339	0	1199	629	35633	0	127731	60177	2377	6710	1463	443	4574	597	19	4305	9970	2320	0	4630	123	11646	0	2841	0	0	23397	1260	17285	4774	13	775	9927	14764	2174	0	828	28825	5307	15708	3505	20372	7674	13031	30101	190	6056	9747	8862	54926	2259	12626	15232	0	28402	3206	3839	32157	3392	0	0	399	186	186175	20873	50851
GBM-BM-386-SL-PreOp	0	0	1040	0	61	882	35644	0	2072	0	0	0	523	2669	73	0	0	0	32387	329	0	0	0	0	0	0	36795	27710	0	0	0	106581	0	0	409	0	0	0	6314	6558	1358	595	0	1308	2565	37783	0	6266	0	1229	0	5686	0	0	346	0	846	1035	18881	8463	930	0	1317	0	0	241	0	2546	2563	570	0	997	11962	0	21236	24516	234083	52253	8439	29343	5357	1722	0	1001	27582	80814	38919	35371	9418	3097	13258	1073	4036	83313	35057	525	0	0	1036	0	915	0	0	0	219	1775	0	0	0	0	0	0	0	0	0	304	0	7092	8921	25007	10551	0	242	0	0	0	0	0	0	0	0	872	1315	2011	23818	518	0	2066	0	0	0	615	39	0	0	12697	7821	0	0	228	19484	1755	12142	181	39210	0	0	0	0	3352	3657	0	70089	209	16387	285	2172	4332	2179	733	861	0	0	0	0	592	56577	139068	33732
GBM-BM-378-SL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181724	9155	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	8714	0	230405	0	0	0	0	0	2607	229460	0	0
GBM-BM-462-SL-PreOp	0	10023	18961	978	4273	3058	95337	0	58599	149184	12590	5046	870	26429	6170	5588	44	3484	19935	810	107	0	131	338	0	0	1048	22908	11028	0	1502	48672	694	0	1539	7537	0	0	1896	290	0	2706	0	0	0	48601	50	1075	0	0	0	16077	0	0	0	0	295	4368	220557	0	0	0	4698	0	0	556	0	9130	12821	4147	0	0	2287	0	132788	69402	37788	25812	19738	4465	10616	0	0	3854	51391	15765	7410	23273	0	302	2474	1331	721	3080	27302	180	7457	268	2010	0	0	698	230	0	235	5376	145	101	0	679	403	2154	986	1266	0	3353	0	51804	12973	86590	40301	0	9798	909	0	1367	1647	0	0	1152	285	574	624	0	3087	0	211	1882	233	7126	0	3974	61	391	0	3456	3305	0	0	2981	0	21978	36865	1268	9265	0	1150	36433	2902	10397	5308	0	29751	0	0	4846	0	2301	689	3729	2722	0	0	0	0	6458	168999	11897	41517
GBM-BM-312-SL	1190	9096	2210	0	3527	2294	31415	0	1310	0	0	1203	0	13227	5986	491	2085	0	22579	6657	7068	2659	12753	397	512	18026	3986	2371	383	0	86	50084	476	82	6476	26	103	269	2090	2115	0	1714	163	0	2210	74685	10210	27251	1797	3316	0	17095	0	3451	688	0	486	2086	64749	5510	1595	601	7527	0	0	714	951	14655	11309	3426	0	0	1807	0	79012	70830	47252	13239	5980	7276	45976	7707	0	0	233	105138	1711	11898	3892	0	2036	293	5121	6521	42101	5895	1887	5475	2433	30	3167	1433	3177	0	2680	7297	0	4438	394	951	2166	4025	1559	3764	1637	2648	0	15626	110501	2025	15098	453	6209	2826	0	2935	356	698	0	6328	403	2195	3688	744	528	0	21	1330	0	15637	11149	1599	1166	0	376	1049	10718	0	2546	2597	0	1471	677	1640	3322	654	117	0	0	0	13470	0	0	433	0	1125	0	166	1662	0	1303	365	0	0	2231	0	193034	642	3294
01-2020-108-SL	0	0	0	0	0	321	43351	0	0	5230	0	0	0	3274	0	0	0	0	203	0	0	0	2212	0	201	695	3164	157	0	0	258	2792	0	0	3573	0	0	0	0	2338	0	0	9729	0	3125	16408	0	0	0	0	0	30369	0	895	0	0	0	3191	38619	106	0	0	1675	2867	0	0	0	120	0	0	0	0	0	0	35460	4102	3006	621	2918	0	0	0	0	0	0	4165	0	866	0	0	1383	0	0	0	0	32175	0	0	3180	0	513	0	0	0	0	16076	0	5367	0	2583	0	0	0	0	0	0	0	3406	51413	0	1465	0	0	0	0	0	2252	0	0	0	0	0	0	0	5299	0	0	0	0	1867	0	0	0	0	0	0	0	0	0	0	0	21198	0	0	0	0	0	0	0	0	0	0	9998	12936	0	0	0	0	130	533	0	0	0	0	0	0	82730	0	18984
01-2020-49-SL	0	0	139256	0	0	74605	575136	0	0	1386	0	502064	0	120353	0	0	0	0	9741	0	0	0	1878	0	0	0	0	0	0	0	0	52150	0	0	783	0	0	0	3420	7154	1809	123	33870	0	39914	273352	0	0	0	1189	0	27397	0	503	20585	0	5590	3700	598701	24662	0	0	47849	0	0	42	0	0	0	0	0	0	22459	0	0	570238	1808	24155	21949	0	0	2832	0	0	139685	1340344	17734	187059	0	0	35083	35131	0	0	128161	114097	10726	0	10911	8750	33	115770	0	21540	0	44041	0	142333	2552	0	0	95736	0	0	6080	204619	195915	489862	1538077	717937	15937	0	452738	0	10698	0	60214	0	0	889	0	0	0	153	0	0	0	0	0	0	3846	66177	1008	0	3702	0	0	0	0	0	0	988708	0	0	1219	0	0	0	0	0	0	0	4179	363947	71485	191849	21773	0	80657	58195	0	0	0	0	23439	0	1467033	49235	492
01-2020-20-SL	0	8202	97680	0	3543	184934	4625317	0	233953	0	373	0	0	897397	3720	0	0	0	339385	1792	0	0	0	0	1270	0	0	647585	0	0	0	168105	0	0	858	0	0	2245	5729	14602	5434	1066	9532	0	24373	440524	2810	0	0	4249	0	21622	0	0	3551	0	0	157	1361290	0	0	0	28939	0	0	821	0	31	112	33092	0	0	11016	0	96538	312439	11444	25153	9351	0	0	722	0	0	10711	31487	3920	242382	0	2993	0	43938	0	0	72387	0	4642	0	328522	140	25087	20529	0	53755	4907	455	0	79251	0	399794	0	10375	0	0	1265	0	14538	88711	8815	1464899	12592	0	108137	0	0	0	15466	0	0	0	0	0	86	249	93188	0	268	248	0	1876	0	405602	244	0	377	0	0	0	0	725	0	0	0	0	16272	0	0	0	3668	0	0	0	34485	0	145398	83841	0	0	72805	76219	0	0	0	0	0	2050	927653	29582	12151
01-2020-50-SL	0	1588	229625	0	5596	74483	539496	0	3662598	2097401	8723	211045	1107	694761	30439	0	536	8253	3028	0	577	0	1356	532	0	0	0	119581	21445	0	947	22780	0	322	1651	10267	0	2365	42	43188	8835	2332	0	150	35673	27717	0	0	0	0	0	390	0	0	2288	0	1034	28549	0	13022	0	0	59556	0	0	420	0	0	1798	19107	0	0	3002	0	119162	3067	4795	0	0	0	0	0	0	0	3708	2627	0	14092	0	0	0	23364	0	0	0	54532	344832	420	0	0	352712	167435	788	0	11467	648197	1289	182022	880	62360	1683	29753	3355	0	0	13201	0	490765	9920	774773	38347	0	298254	261	1397	432	68016	1531	0	1060	1335	0	1873	2773	213804	108	0	0	7629	4080	0	90112	4997	15000	83	0	0	0	0	0	0	296252	0	0	502	0	0	0	0	0	1605	0	35953	37928	3346	2477	64369	0	20161	65643	0	0	601914	1547	0	0	722459	6661	0
GBM-BM-295-SL	0	27982	95535	6022	9960	22583	551292	0	3119440	86174	4546	0	0	73051	16436	0	0	10406	38162	5240	6182	1054	4930	0	0	0	0	4492	0	0	0	0	0	0	0	1434	95	6675	1493	26682	9348	76664	23385	493	8954	209409	340	0	0	307	5272	282208	0	0	10262	0	34644	1558072	94051	0	179	599	43892	0	973	6907	476	0	690	0	0	0	0	0	791588	20747	1774	0	116483	0	0	1904	11056	0	308	0	8926	74270	0	0	0	0	0	0	0	5172	45745	8586	3280	0	0	4790	0	0	0	0	672	4394	0	21996	0	0	1286	0	0	5103	0	373710	43224	1105428	113940	0	68790	0	0	1298	22634	0	0	235	0	0	350	0	5298	0	0	0	648	26883	0	57686	0	0	0	0	0	0	0	0	0	214999	22738	0	5548	0	30	243	195	15601	3145	0	100888	0	23070	15258	8589	112	5478	8052	2754	1320	0	0	0	1049	1986360	53891	12772
01-2020-16-SL	3838	31558	78175	0	18159	17109	755681	35	217936	340463	117432	0	9543	20922	24477	35493	3735	20678	62798	0	9258	12377	3558	169	816	0	342	99676	42238	0	0	84031	0	133	5421	7417	0	2887	2455	13712	2532	29197	18122	0	12658	286459	15168	0	1282	0	0	5011	0	0	1910	0	11245	0	0	0	0	0	57414	0	0	2953	0	0	8023	0	0	0	0	0	308860	564240	1839459	152179	16895	14443	34308	7756	7363	0	491432	0	12356	60095	4014	0	0	7727	0	69218	35635	0	7318	3282	0	0	0	38000	3158	0	284	29732	1122	9806	2540	0	299	6336	0	1162	0	0	444	418889	1789	559981	90889	16981	13928	11396	945	16350	22653	259	4271	13738	2856	2791	23522	32371	356	533	105	2085	4670	164361	18176	27834	14451	2807	1013	176233	190676	0	0	0	0	12525	31790	0	133512	4552	6303	514	2762	1532	75052	6770	10241	2893	578	19534	24523	21839	18736	49852	0	0	102	42175	5795	14418	4410342	1113729	13971
01-2020-30-SL	0	0	138653	100957	0	59870	2834913	0	0	95844	1120	71766	0	517924	0	0	0	0	29955	0	3290	0	0	8036	0	0	0	103003	0	0	1173	0	0	0	1537	0	0	0	10148	53757	65286	12689	5021	356	24028	305645	0	0	0	64834	1970	71330	0	10319	20444	2510	6736	1090167	231246	373054	4992	0	51887	0	5830	347	0	0	0	0	0	0	0	0	151521	628263	15583	5574	581391	0	0	0	0	0	0	0	15066	80670	0	0	0	17901	0	0	0	70386	58927	0	11148	36330	82	60604	0	10750	14366	67326	0	22801	0	115868	0	11602	0	0	0	41325	0	357010	99567	1179403	109298	0	185664	0	0	52	50268	0	0	1017	0	0	0	0	59391	0	0	0	0	0	0	309280	0	0	0	3653	2523	0	5093	7413	0	42559	5372	0	9864	0	0	2082	0	1113	0	0	447225	11916	122325	40214	0	0	24104	50730	751	0	0	0	27703	0	1447992	720555	73572
01-2020-10-SL	0	59465	14320	0	3063	753326	653289	42460	15237	28339	7443	0	0	1755401	66241	0	3106	8808	1745316	8889	11492	838	46333	6293	143154	702509	1560731	0	8457	31969	164504	1884766	9962	1446	269506	0	10295	8308	50585	476024	66761	20330	92905	56143	210477	662989	72445	7372	76811	57814	5024	22081	75465	1601	36410	150933	11134	295660	1230403	0	35221	705	15786	1314	2380	2055	136	11082	0	0	1162	1494	40633	0	678	111578	501643	268207	31574	1796	0	0	0	0	2004	395863	15524	143643	360792	209956	26117	34176	5448	2355	11765	186051	0	0	198652	0	41854	0	0	36178	4400	34319	0	48536	14	46443	8177	4383	1243	0	17214	390715	10484	15145	1955760	272147	45010	0	0	4060	56	0	897	0	0	0	12110	0	613	1659	151584	2463	2921	12107	2282	2352	0	43713	1047	0	0	572	215	0	31257	54942	8212	82520	0	0	20566	0	6138	0	722	0	4633	1286	26204	195262	36513	35598	857	156	67761	190824	14226	1055	0	0	0	0	586394	55496	40190
01-2020-64-SL	2176	5745	30898	1145	28780	6054	545413	1357	0	73842	23086	1766	0	261	13934	0	0	0	7518	193873	0	0	2108	292	6784	37874	0	1244	0	0	0	0	0	0	0	0	0	0	6411	108718	178314	8310	0	0	38535	119089	0	0	2286	28703	599	406600	150	0	19426	1710	0	220102	218051	0	0	273	8365	0	1391	1505	0	0	0	0	1283	0	0	0	109618	210851	783	0	46598	0	0	0	2055	0	97713	0	8856	12786	8069	0	150131	0	0	0	0	0	24707	0	18811	0	3849	4731	0	0	0	15088	2191	5824	0	0	0	0	0	0	0	0	111	61699	28346	419444	192977	0	15515	0	0	0	4369	0	0	1423	0	0	0	0	1399	0	0	0	136	0	0	4370	13	0	0	1368	0	0	5683	5863	0	4438	7706	0	42733	0	1256	0	0	0	386	0	4534	0	0	346	15804	0	59	12679	1667	1469	0	0	1053	2837	179436	19044	26298
GBM-BM-259-SL	396	23025	79142	0	899	31562	1317126	0	57648	0	2565	12464	0	274504	11393	0	0	1064	30087	2631	4693	0	0	689	0	10629	0	30268	2122	0	5119	59433	1809	0	29342	2856	0	2206	682	31215	13465	6750	2711	1962	24583	32149	0	0	0	2428	42	3011	522	2974	738	0	0	1368	214608	0	20463	0	73548	0	144	993	1293	16337	2465	14147	2280	0	8697	0	129590	22866	17611	809	176	0	0	229	154	1582	84988	811	0	17454	0	0	4000	11257	0	0	2996	16429	131264	586	32916	130098	4281	10002	0	14970	16852	51797	523	39258	0	14429	2830	26072	786	0	208	39400	4172	256136	67287	637100	9829	0	10787	501	0	1220	13470	0	0	735	0	0	1892	6392	34146	0	0	0	1797	2319	0	265480	76	0	49	2654	4537	0	0	2337	0	54129	10396	0	1517	0	9007	342	3117	2111	2449	0	32565	110616	0	4801	0	0	43205	3898	0	0	0	0	3214	0	138989	4229	1671
GBM-BM-279-SL	0	97953	143721	0	22139	41371	830711	0	717	1177431	13005	334907	6794	70374	23330	788	0	4444	11999	0	355	0	5809	0	58141	6862	0	31625	6185	957	4513	0	1217	0	5472	0	0	0	1601	12034	37008	1100	0	0	8939	242956	0	7050	0	11572	0	26523	0	0	4372	0	7601	17750	42479	0	44	0	18790	0	0	74	580	965	3906	3777	0	0	1684	0	150763	56021	1327	3268	14063	482	1513	5414	0	0	121615	0	271	30939	0	0	0	1535	196	0	0	6772	68653	0	5901	0	1513	59553	0	0	5900	62023	441	55757	923	0	1556	20442	0	373	0	1358	15109	392850	64483	380860	58467	0	109837	579	1527	0	15361	131	0	4637	0	0	0	0	2040	0	0	0	0	91	0	174835	2075	0	913	940	1047	0	0	0	0	79074	783	0	37557	0	4972	0	0	0	0	0	0	0	26520	42407	219797	5180	8106	24290	0	0	4939	0	33444	0	332517	22448	8642
01-2020-46-SL	3727	4262	95932	58501	7322	81593	1128665	0	807054	344402	58311	135126	1818	277986	24641	0	0	0	434352	88	0	0	91142	0	3384	31825	298729	0	0	0	0	433145	0	3499	27926	0	664	1874	1255	71425	36578	8426	0	0	158101	139655	1543	0	0	0	0	192087	0	26644	9558	0	0	828	920958	4982	66460	0	65038	0	0	3354	802	3971	0	4044	0	0	31522	0	9489	113322	29527	0	4192	0	0	0	0	0	102	29360	3271	69185	0	5909	38931	6481	0	12716	0	42439	50412	0	115911	0	133253	110711	0	104237	0	140455	14	88498	0	97696	0	4549	0	0	119	38829	0	384844	503791	487283	33330	0	375097	1673	0	0	23816	0	0	0	0	0	60	0	54349	0	0	0	0	30596	0	37737	0	0	0	0	0	0	0	0	0	22984	554	0	0	0	0	0	0	0	0	0	31854	0	19947	438	9208	0	16595	8151	3742	0	0	0	0	0	217773	445	9534
01-2020-42-SL	1353	36903	18068	0	30725	23565	588405	10404	967200	1171	9031	15060	650	118356	44992	0	2841	0	0	7103	1731	0	3510	428	26818	0	0	2522	3345	0	2300	9278	7197	0	25227	237	9367	0	11106	151461	5076	94844	109178	0	12515	325346	56173	638	114229	964	7659	11392	0	0	11031	0	713	337131	545438	22144	28628	5444	4753	65	0	6831	0	0	316	969	0	0	0	2984	519	7020	341953	0	503	0	0	521	161	0	1737	0	236	31638	0	11241	5651	0	0	0	0	926	42972	8089	0	0	0	918	8	0	2108	0	475	19925	565	0	4201	0	1860	1212	0	16045	1200	15682	0	35352	128085	0	1738	0	771	9888	110	428	0	3223	0	15713	6001	308	4690	0	2586	0	349	15232	379	0	642	0	0	1308	15704	785	0	1005	0	0	9721	0	2334	126	0	0	0	8479	11911	2841	3047	0	1641	0	0	2580	5219	397	34783	0	0	0	0	1106	629239	27416	7644
GBM-BM-291-SL	633	37271	70205	0	4247	9235	803235	0	821807	876302	1773	8617	0	257457	27799	0	0	19356	13262	28634	0	0	13908	0	180	299235	0	38166	0	8200	11024	2311	8017	0	34109	878	0	2336	11728	116	179463	2256	67353	0	98951	0	0	0	0	3657	3903	153056	0	0	0	0	0	2554	0	7521	0	0	34010	0	0	493	214	0	0	0	0	0	0	0	0	11876	0	280	32768	0	0	396	748	0	0	5233	3538	20298	0	12538	8922	0	0	0	0	544	20467	0	0	0	1026	33223	0	0	0	12039	625	0	2852	123	0	1058	1588	943	0	36745	0	68586	172607	520469	90881	0	53372	1943	805	0	2236	0	0	0	0	599	277	0	1208	0	0	0	2064	4943	1423	13570	244	0	261	182	5796	0	5272	6956	4641	17471	1923	0	869	0	0	0	0	0	0	0	14843	0	9705	33027	16758	0	8823	54996	445	0	0	0	0	1770	910379	32089	146441
01-2020-90-SL	0	10384	20606	0	10178	6254	585960	0	48294	111651	0	9534	790	256	7047	0	0	3770	0	0	3350	0	1330	0	0	1366	0	0	7175	0	0	273	0	0	0	0	0	275	252	5506	11808	8143	6342	236	4247	38333	0	0	0	694	0	84974	0	0	738	0	8343	106282	33529	53101	0	1565	13970	0	0	796	0	0	0	0	0	0	0	1276	525239	24862	8048	423	22438	1408	0	81	0	0	63624	0	19925	24592	0	4056	28684	0	0	0	0	0	80326	1794	519	345	0	6173	0	0	0	6134	0	4093	0	0	0	0	0	0	0	0	625	433252	5206	869710	233489	0	13609	0	0	226	0	0	0	0	0	663	0	84	2890	0	0	0	1025	1213	0	133599	678	0	0	1313	555	0	0	0	0	37562	17077	0	22965	104	3808	0	0	0	167	1625	158048	0	0	19768	0	1057	474	21368	3470	0	43489	0	0	4441	741481	28434	83005
01-2020-14-SL	0	17916	32557	0	653	10737	810121	576	87943	0	49694	1259	27173	20753	25901	0	11632	42327	9293	11101	629	12660	20972	1300	0	544	0	17135	12029	1153	2688	3779	78	33	120	1960	2352	1701	137	1161	3473	4930	2454	0	6866	30901	153	0	14817	14079	0	36502	0	0	2771	0	606	1854	25183	0	7019	0	2386	330	0	530	0	0	0	0	0	0	0	0	215491	7611	14509	0	8363	14373	441	6468	11548	0	2792	19554	3094	6669	0	3290	14066	468	0	0	977	577	5768	0	6939	3225	0	505	3583	320	0	43	1021	1947	636	15461	3016	2135	1679	976	0	15890	8831	30229	120233	59598	93247	695	7882	3150	0	0	0	0	0	632	102	0	0	0	379	361	0	0	1856	3033	9002	5273	6371	0	0	0	1443	0	0	5546	0	922	4751	0	8077	0	0	0	0	0	2129	0	104	0	826	4526	0	2658	898	16063	0	0	5866	3011	10769	371	65768	8647	22157
02-2020-49-SL	5478	34625	63603	19661	26308	31002	90546	0	215422	190996	3642	2992	970	171317	18781	0	0	0	41499	16573	1252	1462	25269	0	3716	0	0	34521	2066	375	0	49440	0	0	30200	480	322	0	7742	587	31111	14223	51405	0	18047	33835	0	0	0	13936	3919	18534	17140	0	2410	19725	6494	92733	68356	42377	11594	4755	33537	15879	10761	11047	0	46530	24491	12259	0	6552	26503	0	9869	17113	56204	44480	4076	26494	22830	7882	0	3924	38052	9104	2076	34405	0	8178	0	4684	4801	0	15355	45152	66477	12154	98	0	14467	13343	0	12225	4367	26904	1376	10332	0	29690	0	5725	2680	1208	950	4664	0	108356	5837	504244	134733	2409	66467	6268	0	10410	18521	3079	2066	11943	0	20103	21661	12809	58538	8957	330	3392	0	95339	0	23665	1805	0	0	14403	129501	2531	0	7557	0	31091	28957	1709	91628	14503	7175	24402	0	25905	20211	2005	178202	0	119753	5120	0	41307	10766	9132	33711	3756	0	4019	2589	0	658607	138144	34047
01-2020-22-SL	0	25645	92938	0	6993	6753	92273	1518	657409	351149	0	60559	0	157867	20365	0	0	0	4893	6225	6409	1944	1365	0	973	0	0	8115	1799	2123	0	9746	0	0	0	0	70	565	1251	30562	4227	5831	11797	3795	10901	128530	0	0	0	14088	0	23125	1871	0	346	0	28642	11328	13157	0	2264	554	34756	0	0	1509	0	0	2725	0	0	0	0	1811	211995	24262	63853	26226	54840	3493	0	0	1306	0	69045	1218	14494	21940	0	0	2442	1108	552	0	1905	9752	60453	0	0	0	0	1512	0	0	3324	11782	1566	23394	0	854	0	1004	30	0	0	0	0	176745	72314	468972	67516	0	110625	840	0	2318	18824	0	0	0	0	0	236	279	29600	361	0	159	465	13198	0	12802	7531	0	0	4533	7395	53	322	9295	0	38689	10479	0	63230	234	0	1639	0	748	2741	0	29787	0	0	22739	126472	3953	0	6449	2769	0	0	420	0	13646	570236	270491	15371
