feature	X1963	X1877	X1867	X1871	X1862	X1861	X1855	X1844	X1836	X1830	X1815	X1814	X1812	X1949	X1941	X1934	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X10115	X9712	X9262	X15452	X7106	X7038	X7967	X7985	X8007	X8002	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6768	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14844	X14851	X14890	X14941	X15316	X15346	X15300	X15286	X15271	X25416	X14965	X14963	X63327	X14837	X15350	X4198	X4181	X4262	X29305	X7253	X29347	X15091	X15254	X15078	X15124	X15132	X79840	X15131	X15127	X15126	X15158	X15154	X15120	X15234	X15265	X14987	X14995	X14993	X14027	X3813	X5090	X4799	X4791	X4862	X4815	X4811	X4837	X4826	X4820	X4805	X4677	X48013	X4868	X25431	X4874	X4774	X4630	X4626	X4552	X4628	X4581	X4575	X4577	X4571	X4617	X4613	X4584	X4557	X4608	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4705	X4699	X4716	X4721	X29380	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X5087	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X5190	X3958	X6140	X6148	X5792	X6952	X6939	X49188	X714	X14546	X14341	X14809	X14807	X63101	X14797	X15878	X17154	X17248	X17234	X17300	X16971
02-2020-30	0	0	0	3495391.64054312	0	5274636.56835654	0	0	0	0	0	0	0	0	0	4180727.48135755	289459.721433483	131434.065906168	0	0	0	0	0	0	40415.378145752	45873.8065660548	0	29443.3231347493	0	78253.4660176327	0	0	108693.451444039	0	45.3966261210326	18769.4414180415	0	0	6104.29860102476	2531.89364775032	38834.2342927865	472811.53562882	11437.8862994947	1175.15357163309	21822.8803954323	0	1781.81757525053	93762.6042869819	0	148042.524746698	0	66.5473269274228	35616.232545707	0	108.332857788828	1085.90793164516	0	0	0	65046.1430409205	0	0	1313.40693300169	0	4001.09354766737	0	0	0	393.093512548032	0	7415.12618026958	0	47047.9283961852	0	61978.2596824911	17253.8131505006	70719.1736937954	640.195602456835	0	1791.10324877529	167902.001062396	3088.51818848434	6481.40012028016	17139.8057144467	0	0	33991.2396788745	3435.18333340859	0	0	0	0	11902.1699757325	54191.1906904799	9354.80020544097	0	0	0	0	0	0	7823.1799446075	1472.81099517668	0	18198.372496269	0	0	45365.1580051987	0	0	0	0	0	0	0	444308.644873828	3422.80243537558	190324.839141678	0	47763.9569990942	0	0	4165.14044660474	120131.853614285	12710.5394431378	8181.71011681338	39208.2405875337	722494.526906753	144915.832122612	84505.3036535508	0	240894.617157503	0	132503.465973769	0	1438.76352558591	1953.08666470715	61855.4824436638	1167.41551036246	0	0	0	0	0	5913.42642301587	0	4341.05237282374	0	0	4669.66204144985	0	0	263860.667137983	0	0	0	0	0	66432.2877498661	0	12109.0341470341	6734.69265920546	3352.64401318853	0	1668.32600994795	80614.6064466778	0	0	0	0	24218.0682940682	5242.27857547652	0	0	0	0	0	0	0	1987.6500050493
02-2020-34	122994.371397352	566705.974181217	624622.238801184	1492710.65773694	0	387387.736220785	199924.026780501	394319.315553495	2657514.90201673	0	0	710713.802882489	0	0	80819.2137044752	3307522.55402316	0	0	0	1294987.79774778	672995.051045114	236342.006302044	0	0	19099.0558246172	0	0	11771.9590806013	0	82671.6447138039	0	12540.5144190076	0	0	24762.063183736	10034.9632604403	5679.41130705312	4229.1807989299	3689.06562435029	0	11065.9817657965	179079.469384942	2275.288333859	0	15142.6666042995	0	3708.50734042065	203523.174468026	780092.781786813	29405.5955564154	2212.10275663034	0	0	10716.6384301572	615.451824352247	0	0	0	0	185270.440846097	1947.20937517172	0	32631.7053168403	0	2425.96163340427	0	253674.903732394	0	0	0	0	0	131192.700042771	0	438879.728786754	8599.9215929971	156551.988442043	0	0	7992.97551942563	15195.5237698658	13434.2258046169	32072.7559798175	26554.346383972	0	0	14762.3380336732	6821.00457255941	873.66211591168	0	1444.76252547842	0	10458.4281385978	34132.9703296482	99843.540432947	0	0	1129959.22109906	0	180134.182481759	0	15135.3759607731	0	0	11340.5960052903	17498.1520169487	0	6904.23941948562	0	0	0	0	2558.40832413358	0	0	57003.7190719147	0	6402.40012341953	0	135624.803753185	828.09559387178	0	15741.7144807174	2204.81211310395	4244.36963960987	77836.1253949297	5190.93819078539	377259.817255384	181941.654522675	6364.73179853321	1195114.4871871	12360.0709917296	8592.02339584351	14700.9751173261	0	139130.388182121	3117.35766115635	0	0	0	77893.2354358864	1633.71170353721	0	76111.2806473127	133549.400562674	0	0	0	0	89927.0501298103	0	348843.926557675	29424.4297188585	0	0	0	0	46507.6226084306	0	0	0	360.886854556007	2772.8747545347	76562.6929923213	0	587.504357501109	0	0	11107.9029660732	3903.53205475142	35367.5193001159	830.525808380575	607.553627198665	13522.3210805607	0	0	272904.583586859	41412.6778907426	4231.0034598115	1035.27138074652
02-2020-35	50434.9588832993	224733.900724625	93788.1213797549	24034.0492762089	0	101522.255895312	96293.3047169866	564448.373555007	687651.479927138	0	0	3884958.74095794	651229.836971121	0	179640.600654455	627810.556612024	398872.319570927	142139.696710619	2900742.73541594	0	157298.873591741	224346.254768557	0	0	5230305.37763449	22295.6193939309	0	0	0	0	592794.343708183	1444401.27844624	1116.83019942025	1550.58382427154	180280.984943113	39804.5796915699	0	44924.2386179642	0	1647.92223614762	5338.24343025644	0	0	0	340050.888043357	0	304358.429330693	2261096.16945807	1296363.21551421	59415.7081474448	18402.0829188878	0	246783.612551711	0	4052.35177863037	738487.746297996	10980.4559361961	238731.847428979	12151.9322615818	275158.613459306	2363.44494800861	72568.3475907701	14443.6541692607	0	498.645899435342	0	332615.599529174	700068.104361365	0	0	0	744.553466280169	1695636.8425727	266847.279238238	21130.9738342908	6740.25809955923	0	2334.41419358943	118293.493492416	2786.95242424137	106348.191894642	7619.71918931677	2961.13695075645	158180.042372935	0	34317.7671063447	0	0	5649.04327168532	50810.6509993123	7781.9498757769	107900.48341035	9720.17965611633	0	0	7874.16521334371	206021.017964308	1431965.86940621	0	792307.349608285	12597.6397264881	53930.603253656	0	164378.962287148	10587.6869058189	230246.328681397	0	2003.12205492348	0	18598.4674340764	17032.5143868771	151554.199599616	85731.233182714	126669.719988068	0	0	3995.99796122843	0	196529.668960673	418620.063341716	0	915.322609922409	3483.69053030171	23704.4648289794	8992.70310420039	38113.9651695117	6036.6892277532	174186.234206522	0	0	67476.0117273585	2891.12160186313	0	15049.8846291907	2083.38355243533	94145.0288899672	0	0	67730.4577513855	101973.086434528	518135.781799231	269367.831798397	479.861293634696	0	88393.5241320966	56116.4482922767	84143.0801468412	42055.3170047746	14858.6231883114	0	22411.7424116077	61803.0607755633	255938.546342372	3080.67535130602	0	55028.6488472756	1577.9068872543	775.291912135772	17196.4527647736	1805.02984829848	61746.7069581613	10182.9640353868	0	0	332.999830102369	0	3821.81343471334	9573.318192584	0	5452.65875649674	29051.246716418	17374.0526741616	0	29481.5849583964	0	0	0	56435.7865908877	42116.7938964858	0
02-2020-37	0	781348.250264248	179276.893690029	0	0	0	0	0	1542782.4830463	653908.403779642	0	2409169.08439747	220143.614491954	834126.738635849	0	3244131.56346976	0	133587.400926031	330514.907138849	4460229.73382283	0	0	0	0	108412.305789128	127142.475098283	0	0	629908.700757399	223645.832003862	0	0	0	1967.44291614609	24793.1631667923	75611.2553375629	0	1262.77138457514	0	15559.1474170866	4777.67298405104	37092.5000788317	1233.17518024916	0	57609.7163920515	10169.819543632	1167058.66912799	109349.518926117	251820.009179132	46835.2886743316	263.547152807535	0	0	4712.84320314651	0	0	0	0	0	246797.110502094	0	0	70586.9473174621	108.519415861926	10051.434726328	0	0	5299.12991741354	0	545.415765435915	0	0	91125.303776629	0	668954.550321745	30486.9091418856	553774.57914341	0	0	0	0	62053.3750701379	43513.4670745062	0	0	13832.7021647377	65607.7382753817	0	5922.05955132226	0	0	53309.8107064055	161106.23357694	52963.1123128726	4041.99590509097	116025.57701622	179110.591208578	861942.942673081	152437.364395554	319696.789786172	0	6288.48874773916	0	116253.890592449	19789.9952926386	410537.406264046	0	6387.14276215909	0	0	0	417749.014718143	24815.7126558026	26649.2679809502	0	0	0	0	4781.90101324047	56248.2909930564	0	0	0	152123.080892474	13600.1605593193	25231.4688594294	41702.4612383688	220081.603397176	0	239320.545552126	2215261.80036896	60918.8539043086	204532.321381531	12009.0122410321	0	21648.9187929227	0	109049.328853668	3462.75590613965	0	239699.658836111	7329.99327140102	3817.91035805141	32213.3543942344	0	0	42329.618901467	22457.8817111662	139627.845294657	199461.505040347	0	0	194442.834392499	0	310011.784256261	223082.094778605	0	0	13652.3062526556	0	0	2797.54598033667	75580.2497901738	358655.260080603	0	281.86861262838	0	0	41939.2308729767	0	24545.1187876793	0	0	11277.5631912615	0	0	149305.804109253	0	0	0
02-2020-40	0	0	0	0	0	0	0	0	34785.6625095866	0	0	17922.1726382302	0	0	0	30909.8951320884	0	33646.3429717717	25299.1365862738	163.874728041872	73098.5334513126	0	0	0	0	0	0	0	0	0	0	0	306307.878571853	0	24503.173621499	0	0	2377.48414968685	46907.1900123664	0	172154.303587226	0	0	1482384.77800518	0	0	2921860.38912499	330816.254565671	4109.87413184378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13565.1858212439	0	0	0	0	0	0	0	0	0	2728.64428120514	0	0	0	0	0	0	3156440.55935153	616.481119776567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715.32619383357	0	0	0	0	15530548.4405808	19923153.2996477	4262589.77126185	11976461.9518565	10456466.6231726	0	0	0	502101.761975659	717.927379992965	0	0	4622.30780524456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3183.85185909923	0	0	0	0	0	0	0	0	0	0	0	0	0	1386.43222295743	0	0	0	98.8450740570024	0	0	0	0	0	0	0	0	0	2869.10833381246	133524.087934054
02-2020-41	0	0	0	5437643.45365244	0	0	2267635.05510708	0	0	4136963.4781685	0	8239458.95354633	0	0	0	0	0	0	0	0	0	0	0	0	0	345417.852554054	94710.1892727752	0	0	0	0	0	0	68040.8642074172	0	223744.864322518	0	0	2025.79784724959	0	293154.660045243	0	0	0	0	0	0	0	0	0	8345.14635440556	0	0	0	0	0	0	0	0	0	0	0	51097.5767629141	0	0	0	0	0	0	0	0	0	0	0	0	0	9048.93171005767	0	0	0	0	0	0	0	0	0	49994.5197152973	0	0	0	0	0	0	1494594.46051624	0	0	0	2230.95357837432	0	0	0	0	0	0	0	0	0	273181.875638436	0	0	0	0	0	0	0	0	0	480126.969530152	0	0	0	0	0	666516.011151685	0	386847.350490108	0	0	2173093.22233115	0	0	0	0	0	0	0	0	0	0	0	0	0	2355.15099407764	0	0	0	0	0	0	0	0	0	18204.5811995345	0	0	0	0	0	0	0	0	3647.72409824915	3771.92151395247	0	0	110537.539937663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02-2020-44	0	0	97915.8766364407	214822.517589411	0	46780.1626167305	0	0	428738.212177718	106994.610388793	484695.14346584	1080596.897592	993342.318400959	446857.16596423	0	536100.453512905	40334.3666899734	84369.5515736363	159954.474152034	767018.204060111	441871.390081719	0	0	0	200866.546614911	288058.103358002	0	0	28678.7150657615	8816.14021921468	0	0	509890.117658639	0	15037.8563310274	1477.52627978896	0	0	0	0	129637.175439493	217819.585114291	235525.391741998	64538.487951066	68722.478245729	0	70108.9721006969	2143113.35511569	0	35198.0371817971	0	70157.9895602159	0	14421.6368399306	0	20944.4602030747	0	13598.843769432	0	0	0	0	497.177089407659	0	0	0	4562.12498238154	1161230.61850087	68190.2886852363	0	357641.888392423	108.538660363644	729505.842539592	0	679199.924084598	7366.62391629376	0	0	0	0	0	20804.4103187346	132361.145689909	60228.4527604968	2688.95777933156	0	0	8704.10031174253	0	3948527.925369	745.765634111488	0	911101.525069294	1258932.91906369	0	0	0	10034.5742129743	0	0	0	1096373.51706293	0	0	222878.88718608	0	6123.68119277461	0	0	3165.12738608819	4558.62373527304	0	0	37130.7255856917	0	34676.3513626299	3242.15482247529	0	0	611489.306253226	0	0	62945.4205166964	501434.6058916	3995994.33241899	0	18969.7568338781	11493925.519023	0	614433.855071479	0	153382.633329371	0	25541.5976565413	0	5097.81578998275	3494.24461428763	0	0	0	16214.275359485	3455.73089609408	0	8438.00553149618	0	9040.22003415898	0	0	0	0	0	3266.66355223483	57147.3553050127	0	0	0	0	631908.579390026	2116209.77233394	0	0	0	22036.8493009282	214875.036296038	0	0	0	0	4576.12997081556	0	10080.0904253849	0	0	0	0	0	1084126.15467738	0	30902.0069796619	0
02-2020-47	0	827080.111081955	670713.939331483	364161.10058696	1007336.07800933	257812.176606293	0	0	966329.65662435	19676358.9137976	9422937.28718238	0	0	867914.245300397	0	1839524.60736658	374108.089768273	0	282445.089923203	799381.31650027	869209.512672922	0	0	0	0	0	0	40535.2263632445	311945.634632054	0	0	0	2602.98923901621	7123.97054888648	109954.499983994	21523.4413232529	0	7958.42164464766	1428.11530816839	0	3900.33236053546	105327.655475407	10627.8348514857	1509.06951895119	131029.579524449	0	1098.07121805389	270358.003528633	0	5176.9179921104	4340.39114735479	0	0	0	0	3557221.43050102	0	47841.8628236409	116206.655955219	27383.280734531	616.497451345945	0	29373.9240201901	0	4163.95248282817	18129.5917173585	200886.836183023	14775.1813423584	209870.67783092	56.0452228496314	0	0	100586.644772127	0	195166.071954372	40375.3936906733	91486.5611805427	0	0	0	0	125180.118858143	220720.617824809	0	0	0	0	6621.63929223423	60238.2358183816	0	1976.11304269811	186462.456420724	38127.3575297048	112.090445699263	443004.274642425	6526.15483849041	6079.86880468779	1323923.08739293	139457.120441838	103774.995227573	0	20782.3989322411	0	0	2991.15430097477	246862.600660671	0	0	0	15871.1768114178	0	371970.068304009	8130.70881118541	186790.424761844	0	0	0	0	0	250841.811482995	5017.08531953923	1212.23741274758	99849.7538791044	34559.1450082783	56688.705037905	0	5621.12827691859	188826.73452538	0	54806.0006999562	265627.371570325	7769.52848615446	154527.058141406	0	85049.6635488129	186964.787677376	0	11499.6494291466	5135.40301222178	367.40757201425	83903.8501038871	212764.271929156	0	495699.238615045	94216.1711082192	0	16616.3707004185	1772.6896412439	0	2185819.73635847	8481.51039124422	0	132256.347180158	126072.690925749	35621.9284934268	431348.944038696	20093.2502660901	0	12946.4464782649	86268.1282085437	0	0	0	132098.590256581	0	4168.10398081703	0	0	2561.4742591276	0	1282.81287855823	0	12915.3102433484	19325.2231381507	0	0	0	0	0	0
02-2020-50	74681.3203943509	444202.020019545	23090.1978863562	34286.3963338099	37876.9331813445	111620.468116288	0	93379.8025170645	6906356.09045951	178755.200010525	0	12609583.2794272	1617805.44781502	308140.056858857	87858.3137196475	535401.655946924	257518.102394541	947864.807061757	387166.942157627	1083360.03767119	0	269377.027180434	51153.6123625624	138818.092473474	0	24144.2835110052	2527289.35431272	0	24962.0767364334	15966.3512567233	0	2294.6207205581	0	0	3620.0733974372	12745.0212829712	1323.60664251019	6603.26493759963	0	0	0	0	2556.75760094366	0	166048.945449301	0	464362.561362437	623518.414478219	0	8526.83275000634	0	0	4997.21503664585	0	0	531798.196858807	0	105927.298122562	334276.211453918	89648.9670574925	1729.73420367091	2916.73430288158	0	479.968935917222	1990.02504968756	575.962723100667	1655189.48981986	1561036.19890222	0	454.124454752449	0	0	2320347.05552327	229700.2104894	74685.0124630887	5408.88070091331	19028.9222747489	2303.85089240267	24744.2446809017	5720.8605092595	2643.52121628255	31463.8097837428	37031.4494403826	111038.96729008	312136.721267552	46505.297821641	0	0	2340.77157978091	34699.9080324462	1187.00009921067	745770.194525073	120885.714613859	0	0	22505.004991411	710662.312897097	239851.553484049	532604.913878021	1277014.58107321	12331.5095843348	7517.05195021126	0	4020.66285549119	1515.59421687707	771175.319510045	0	0	0	0	0	355978.191494852	66822.7520858908	360853.56826315	27361.9214160195	0	1646.66265706985	49852.1581324792	0	803776.286465038	4201.57422364461	10828.8376080401	0	1349.45112367496	0	0	0	0	0	0	889.788565815773	0	30195.5841723	0	13117.9202254915	83115.8514259116	0	107429.970098857	0	227544.04234651	555996.01536651	159255.538971703	219.678089900575	0	66431.3927996814	219742.701103487	10686.6929616338	29798.6867829838	16254.3326182736	469802.824647622	145041.074331078	84900.9666606499	864854.179594874	0	430.126007956588	291678.968391265	59626.9101158703	0	5576.86982848434	0	11973.3789167658	2198.62693337466	25255.5962010904	0	0	0	7572.43298127864	13066.2312631619	54773.6857599996	27618.5201932983	0	0	35198.3373120526	6619.87924691984	0	18098.5209528171	0	6926.3209521593	0	0
02-2020-51	0	0	42597.8468820576	106677.076356048	221549.963176555	75792.6826384414	0	14423.8202025933	88984.9035724305	20880.9646883759	0	686969.311244937	0	394018.414759847	11588.2777004581	1014959.79036677	92438.89773141	184415.282731458	0	0	0	60839.5187364221	0	49905.7601993824	0	2199284.10513343	0	2165.11120346348	239102.109169944	0	1528223.74671473	1173864.73786017	0	4040.6215453172	253429.395752	5010.20098675062	1935.97645581619	10493.5227950322	0	5133.25483270935	0	0	0	0	165601.834816992	0	12325.5399671936	702244.961088089	450121.421235875	25874.1927308563	0	0	69045.937291049	0	0	1159079.18178282	114521.759035917	0	193287.889348689	6308.63122341858	759.53925609008	1932.79402876554	139016.900044822	0	1701.53766308448	0	883.653911065693	55165.2513051011	198040.313744336	0	0	0	902680.581592553	966348.217167992	3372.31186467928	2152.38149526085	6822.0627875912	1961.43587222145	0	13049.0117167096	510.249137121967	7244.26477631167	7564.62909941112	130225.975721891	65339.4705860508	337725.523469797	31194.1499505375	0	48694.3163020991	20578.6341185635	404.168235433408	79310.325338434	63187.0890907899	0	0	7099.99475001523	34787.110090729	946276.6497595	31074.2785316295	120413.4923157	7676.0140461841	0	0	154454.853667558	5352.84229920467	512226.485129442	0	0	0	2255.27996989876	12832.6066772649	88717.5797001753	44258.0129934835	296677.518561409	22698.1305343009	0	13055.3765708109	0	0	43192.9607405304	119.871418908071	4402.35742007518	0	8053.66205619537	0	5286.01133114088	2171.47605756479	862.437730727981	0	0	6174.969287291	1050.20092671673	89107.9574183892	0	118411.745700837	88289.0128573536	0	82829.0288474434	10599.6036967208	104399.519396795	441036.652815267	70474.8470367939	0	0	8089.72956276948	346631.015166551	66281.4689930452	22625.9955211527	730.897412634169	178171.360858069	688514.909982539	16512.553156841	305351.753892482	1996.44256977867	228046.357595962	117898.314136664	22845.582987648	0	0	29834.1927908902	0	0	0	0	1344.04502439404	7735.41935112969	0	0	56740.5526951762	0	8504.50588837174	0	0	0	2750.67778078432	0	397493.625099164	8597.85708185768	0	8384.63446946367
02-2020-52	0	672227.566517953	0	225967.107406358	0	422072.916466777	0	429809.045200918	544597.299189118	0	0	434134.974220202	598127.821536786	0	0	709600.02546805	215488.746004094	492452.263386458	201196.827931452	815414.330482685	780533.368795928	0	34619.3247426358	103610.211970217	1663891.04768068	115897.237853624	0	0	0	0	0	0	0	2531.13922457036	46179.9116864938	128684.743497568	0	9647.86231448413	649.137115150191	17180.8259973186	8370.40011382979	13393.03660174	0	0	12195.8493725775	6121.70986302707	6648.94794739333	713003.287839693	255690.649937022	8839.166305381	4173.30746854573	0	10897.5751422771	0	1132.76904216285	639331.676039815	0	0	0	28264.7183573793	3450.83272511903	106.042246291711	39210.8549021638	0	4126.72816409984	347.858209798041	0	214461.028159192	450897.577526538	0	0	0	273087.524623047	200415.88129521	174337.417099695	32483.6140813402	45066.9636249462	3613.36476616427	35046.466874895	11009.5636827534	239875.489504095	48399.8615154044	66258.5650497654	56238.0682997141	0	6060.26482311972	13225.5493155409	2729.34903072309	0	0	1101.05547317842	6172.25336359601	35663.8904210607	16369.1568411232	0	0	57476.8795881687	397598.960652069	139369.243098231	467879.202668673	1784.87930440533	23765.3557577123	0	0	5143.54446966334	50262.0426442093	0	26167.6586082834	0	0	0	169087.83038374	29379.6485169884	23541.3786767597	0	0	13554.5775937544	0	79001.4734873244	153643.322288319	3855.1807296706	0	12122.511744301	474.712485735789	0	27583.8676732447	21340.2587794337	4312.05433285264	49485.0602040906	526.247035335498	0	13165.0953246643	92821.6522213235	36506.2820972098	0	55042.8631686131	0	57261.8219484929	65654.0251409995	0	378182.328041347	0	0	165101.831182009	0	179956.665104125	45303.8243432987	25369.8641385187	0	487553.508027393	1023826.98640713	0	109074.856325847	0	140835.995663761	457486.071483055	50839.8242291445	0	4606.39589498945	0	955.371265656159	0	0	139506.998913507	0	0	7108.79469766766	0	0	0	31199.2145374705	0	21567.2090074786	22851.6085513482	0	0	0	0	0	0
02-2020-53	409.502121496544	22832.7962216542	12417.7651276079	0	0	57301.8028261119	0	972.058713850644	165216.60245405	1789.43471779206	114294.240232405	124671.007708737	114895.874562	5430.17723733986	0	71333.1528539308	102.579060255596	0	29023.3610961268	160768.253364871	52158.195661867	0	2415.49263316152	0	0	1697639.48477571	249809.320025305	0	0	6925.71480630438	14151.0255981172	7020.15267130159	0	1532.98706715307	2068397.65803762	0	41877.494289584	140188.939990736	0	0	10278.2590137055	0	809.234808683032	0	38029.1512909475	23493.0471571089	231865.311556309	262925.599706082	0	7555.0291997772	0	0	15901.382578669	0	0	190828.802736915	19688.6666128676	310144.53220469	90462.5193525477	7169.9506640558	0	0	0	0	0	0	17265.8469039736	103995.628230554	42131.4995816454	0	363.097308523775	148.983873228365	117803.095388767	0	0	0	0	0	0	0	0	0	0	145899.174344965	233.652303915523	0	0	0	429.040990116658	0	0	0	2062.16475894781	0	0	105399.170293099	2588875.66857926	1753745.34601837	444802.344136882	798206.745586029	6350.13230153687	0	0	85602.2257832945	5450.53022548581	302332.241234748	0	0	0	27711.0004204759	256.447650638989	336863.120923169	100293.826746568	625064.689547946	37583.0137907882	0	0	446419.185515197	201688.343092069	469514.128224171	0	15017.2487736089	0	0	0	0	2774.51934405611	0	0	0	0	0	0	0	0	0	0	0	1731.63223145755	253520.890943601	590912.375439039	537728.389174616	0	13405.2921124495	32216.3378764637	1702.32392852738	3686.33321299474	2545.75175729561	0	0	1055764.85525826	0	327635.89021732	13370.2849728385	0	0	18113.345330371	33944.7136298179	0	0	70147.7948243106	168945.269882388	0	248460.323970992	14042.7477011807	111369.922895595	512.08118175214	481.958759296132	51976.6470076051	5122.44005657307	1659.9897131838	0	1866.77607274667	14367.5813919901	887.390283163485	23224.3877135823	0	409574.578134344	11230.778858936	21654.7652677666
02-2020-55	30806.0132449723	210679.926509478	35497.1546446903	15007.1117493702	38943.8523034668	83956.6736833382	0	0	1384491.19756179	233647.505062362	1113456.45910567	8092.43176121956	78578.7469123366	370916.602680609	0	569312.436299173	235252.369225424	0	0	573383.48429548	274081.284307663	158733.978426938	0	132585.051108727	231523.294936719	58019.1740930643	0	11798.8024012872	2767.00717769212	1118.15469539558	0	39290.0829451882	0	0	399094.668595793	9565.33096657568	464.005819028371	36253.4699399261	0	0	322.108015044159	0	0	0	191279.658748757	3330.34145950944	240828.952922003	223259.166832678	319765.28230038	43385.2535681726	4427.21148430739	0	0	0	53633.1129719123	494725.274612913	225157.759449987	538898.060993197	197948.855536014	50382.234282634	19353.4414854066	0	22720.6763739519	0	0	0	53681.3582252669	177214.748417842	0	0	0	1267.14738957901	1482897.32462484	74561.6200815436	169610.445102328	13290.1483211612	29037.966607329	22250.9946427642	0	0	81865.100052611	0	57372.1201068963	114836.473786382	84680.3524836577	2337.05683161996	2879.10644283965	2984.11081778796	21263.385927034	0	9447.55578926878	576298.065189316	7445.37777505156	0	0	49150.5613440511	140477.406966329	850534.018103322	475024.183507745	169590.57940977	0	0	0	408871.427290305	6555.67854407056	206396.031807195	0	0	0	45004.3075116324	0	476146.59513726	199211.745991474	109766.465250026	0	0	5196.29758190181	0	112788.88847489	238561.426014336	0	1563.71379990601	0	0	0	18914.9772710954	37590.1472534574	4817.43044526397	0	0	85071.9904226541	64119.3606863455	90868.5157154092	4764.92825778981	1694.25977957148	307415.916419634	0	64933.8540812149	0	0	260615.182709562	448551.72919645	0	132149.424850496	441.302170390897	0	10957.3484236608	47139.8694615948	779.01894387332	206854.361714064	521356.654464669	261033.781231315	539635.929573915	104348.807093909	216975.932072257	257704.858749845	70852.4114853963	0	0	74520.4697183882	31270.0190640006	0	337.716773482423	808411.654990609	6737.30773317035	1179.1707511088	0	0	0	0	64444.3066574694	7977.49453999235	0	32734.4044011177	0	0	144715.894371338	53.9211655140003	0	1928.39115614543
02-2020-56	0	221233.91879745	45578.6018561858	377870.240669412	60029.5027202643	91235.5094684354	0	9319.16027609977	1005521.11239634	545688.004263664	0	1612614.00959073	0	996038.362867474	0	234807.950254518	487159.491085373	0	614514.112016592	244889.234869337	863376.007223262	0	80041.6628738989	150799.054174895	0	29649.9705855976	0	6560.626810013	28329.6269957309	46746.985761018	0	0	0	0	5284.47557752879	68138.4126476959	0	3998.24538634331	0	3078.73423098105	19521.3923953341	0	0	3725.33819689346	43126.3136737146	82954.4819385667	133617.530807287	386555.977156363	168237.203337127	18431.3142465657	12051.3333886601	27823.3531471208	0	922.612373424187	2160.77368464976	945068.293410623	41659.4375304217	25592.8020560777	96370.351274476	72737.5190335381	5727.94976038479	180.645952107425	0	15.5060903096502	1715.7488927628	10342.5622365367	264285.803237678	89436.802992516	5591.49616565986	372.921471947087	726.460331007112	0	346651.053744478	226143.922294001	79945.525113979	15979.80136861	22883.8880789818	465.182709289506	71.328015424391	29494.1343779857	665.211274283994	26565.0339184927	33363.6792147589	0	0	3957.92955153822	11731.1326237659	0	5451.94135287301	9647.88939066436	3315.9774127187	116312.734021717	6573.8069867762	0	0	23259.9107689908	345767.206596828	160380.267377228	226736.254943829	239517.149881558	6203.21142837556	4077.32644692252	0	70879.889414442	855.936185092691	152996.267171772	2250.70900844573	0	21262.7263371078	26130.8633898225	50495.5830933759	153494.012670712	41364.8218145384	186339.013164613	0	124.048722477202	3012.83334716503	0	0	200667.415915245	0	0	0	0	0	0	4440.94426468382	603.186913045393	0	0	5189.11312212444	0	2627.50700297023	0	4693.69353673112	16491.5023488285	35.6640077121955	0	0	0	146487.585764296	59927.9378287361	0	169354.417143938	232232.388654085	0	46059.290655785	21499.9695188455	53124.6407053771	76331.0554627996	1797687.72578608	61456.0630287521	95030.6250717222	10165.0175024912	2290.24953873534	112721.523506002	0	0	0	0	0	0	55162.1409720651	28618.0402754904	15651.0722540454	21139.4529191461	120.172199899789	14624.5690755466	42020.7294346366	62141.4322204387	2931.42637303937	0	324.077287471689	5076.69396737948	0	2237.52883168252	75634.8320078963	1132.71989711995	0	0
