feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X1524	br_m_progression_overall	Y	0.676826258166781	0.00853421816679278	34	14	0	0
X1524	shotgun_seq_batch	Batch 10	-0.792470707365823	0.00842394014438961	34	14	0	0
X1524	shotgun_seq_batch	Batch 2	-1.28297738945857	0.00909792618736452	34	14	0	0
X1525	br_m_progression_overall	Y	-0.593458897327415	0.00375032168372571	34	29	0	0
X1525	shotgun_seq_batch	Batch 10	-0.918855337070085	0.00388743393415679	34	29	0	0
X1525	shotgun_seq_batch	Batch 6	-1.51568434955442	0.00775189737205107	34	29	0	0
X1540	br_m_progression_overall	Y	0.86511608620177	0.00325341647007955	34	26	0	0
X1540	shotgun_seq_batch	Batch 2	-0.329506460249611	0.00343051607185762	34	26	0	0
X1540	shotgun_seq_batch	Batch 6	-1.60368053815214	0.007140381295032	34	26	0	0
X1540	shotgun_seq_batch	Batch 8	-2.69171895198675	0.0178542860491807	34	26	0	0
X1564	shotgun_seq_batch	Batch 10	-0.463519328200683	0.00199274537317998	34	21	0	0
X1564	shotgun_seq_batch	Batch 2	-0.396807932020937	0.00214018361462244	34	21	0	0
X1564	shotgun_seq_batch	Batch 6	-4.23261112668365	0.0146601479149988	34	21	0	0
X1564	shotgun_seq_batch	Batch 8	-0.251353350056316	0.00318180908792646	34	21	0	0
X1561	br_m_progression_overall	Y	1.02226435503353	0.00531497419629992	34	26	0	0
X1561	shotgun_seq_batch	Batch 10	0.441004199050053	0.00572185499107777	34	26	0	0
X1561	shotgun_seq_batch	Batch 2	0.36482514708283	0.00556365212621368	34	26	0	0
X1561	shotgun_seq_batch	Batch 6	-1.28696671150394	0.0111825277701328	34	26	0	0
X1561	shotgun_seq_batch	Batch 8	-1.8192739703403	0.0211958909546686	34	26	0	0
X1531	br_m_progression_overall	Y	-0.949917147169273	0.0107995162789693	34	13	0	0
X1526	br_m_progression_overall	Y	-1.17159085742046	0.0110358397308556	34	10	0	0
X1526	shotgun_seq_batch	Batch 10	1.48862120712172	0.0141747374225169	34	10	0	0
X1526	shotgun_seq_batch	Batch 2	2.13200010488644	0.0166208396040451	34	10	0	0
X1536	br_m_progression_overall	Y	-0.787600093689269	0.00104791884603635	34	23	0	0
X1536	shotgun_seq_batch	Batch 10	0.350664751463215	0.00102840229446733	34	23	0	0
X1536	shotgun_seq_batch	Batch 2	-2.43285049321457	0.00299786235410671	34	23	0	0
X1536	shotgun_seq_batch	Batch 6	-1.86958205901161	0.00318147522897298	34	23	0	0
X1536	shotgun_seq_batch	Batch 8	-5.00284129343755	0.0186148495613383	34	23	0	0
X1457	shotgun_seq_batch	Batch 10	-0.622327085659037	0.0109733842021953	34	13	0	0
X1528	br_m_progression_overall	Y	-0.791070387861982	0.00973298450158024	34	17	0	0
X1528	shotgun_seq_batch	Batch 10	0.928561437308747	0.0109985022347057	34	17	0	0
X1528	shotgun_seq_batch	Batch 6	-2.79211097922298	0.0559398805044186	34	17	0	0
X1411	br_m_progression_overall	Y	-1.15234034825164	0.00565927615546414	34	20	0	0
X1411	shotgun_seq_batch	Batch 6	-1.50774970065389	0.0126034193722013	34	20	0	0
X1468	br_m_progression_overall	Y	-0.0871983335684455	0.00211318092519043	34	21	0	0
X1468	shotgun_seq_batch	Batch 10	2.44638488797869	0.00513185201469826	34	21	0	0
X1468	shotgun_seq_batch	Batch 2	0.765690928683045	0.00574036821207925	34	21	0	0
X1468	shotgun_seq_batch	Batch 6	1.43879003321427	0.00587361140461627	34	21	0	0
X2036	br_m_progression_overall	Y	1.83176936645187	0.0090088409182752	34	11	0	0
X2036	shotgun_seq_batch	Batch 10	-2.87092836351948	0.0124962451693307	34	11	0	0
X2036	shotgun_seq_batch	Batch 2	-2.05503783500331	0.00656558334214118	34	11	0	0
X2036	shotgun_seq_batch	Batch 6	-1.11535949117002	0.00726901709469531	34	11	0	0
X2043	br_m_progression_overall	Y	0.666343338950142	0.00147916276209688	34	20	0	0
X2043	shotgun_seq_batch	Batch 10	-1.63338158811539	0.00178587108572609	34	20	0	0
X2043	shotgun_seq_batch	Batch 2	-1.2209611622761	0.0014539318010992	34	20	0	0
X2043	shotgun_seq_batch	Batch 6	-1.68971216266012	0.00250738268678095	34	20	0	0
X2043	shotgun_seq_batch	Batch 8	-0.874603119686216	0.00252108290376017	34	20	0	0
X2047	shotgun_seq_batch	Batch 2	-1.98934731552281	0.0349096441607964	34	11	0	0
X2048	br_m_progression_overall	Y	-0.437792502381055	0.00241285867916658	34	19	0	0
X2048	shotgun_seq_batch	Batch 10	-1.58693659174802	0.00361984097608194	34	19	0	0
X2048	shotgun_seq_batch	Batch 2	-0.780969289000682	0.00338607984027477	34	19	0	0
X2048	shotgun_seq_batch	Batch 6	-1.27043442239853	0.0051250194055703	34	19	0	0
X2048	shotgun_seq_batch	Batch 8	1.26614945375031	0.00261438837247779	34	19	0	0
X2053	br_m_progression_overall	Y	1.0602458515307	0.0137795209449328	34	11	0	0
X2053	shotgun_seq_batch	Batch 10	1.25489317509729	0.0197244514674376	34	11	0	0
X2053	shotgun_seq_batch	Batch 6	1.06724782444066	0.0216356194576147	34	11	0	0
X1343	br_m_progression_overall	Y	1.42470483915243	0.017517614515581	34	12	0	0
X1343	shotgun_seq_batch	Batch 10	-2.661592189604	0.0263157560535318	34	12	0	0
X1343	shotgun_seq_batch	Batch 2	-2.3654865536004	0.0178154571162719	34	12	0	0
X1341	br_m_progression_overall	Y	0.369204922183628	0.00817185909225246	34	13	0	0
X1341	shotgun_seq_batch	Batch 2	-0.801592858365858	0.0132733728371285	34	13	0	0
X1341	shotgun_seq_batch	Batch 6	0.492772013607653	0.0123687417677341	34	13	0	0
X1341	shotgun_seq_batch	Batch 8	1.50780556179411	0.01163837781513	34	13	0	0
X2524	br_m_progression_overall	Y	-0.631685792299878	0.00473358910944515	34	29	0	0
X2524	shotgun_seq_batch	Batch 10	0.273873490148184	0.00537804934023169	34	29	0	0
X2524	shotgun_seq_batch	Batch 6	0.425580952003036	0.00680175283620556	34	29	0	0
X2524	shotgun_seq_batch	Batch 8	-1.07257658576724	0.0142202232778082	34	29	0	0
