feature	X1524	X1525	X1522	X1520	X1568	X1552	X1545	X1543	X1540	X1542	X1564	X1561	X3323	X1536	X1457	X1458	X1528	X1411	X1469	X1468	X2036	X2043	X2048	X1343	X1341	X2532	X2492	X2502	X2497	X2483	X2480	X2479	X9712	X9418	X9416	X13165	X9434	X9422	X9467	X9450	X9463	X9447	X19351	X19317	X19300	X5989	X6001	X6055	X6067	X8007	X8095	X8163	X8130	X8047	X8053	X8028	X8071	X8059	X8249	X8255	X8235	X8236	X6833	X6602	X7298	X4482	X4481	X4494	X5266	X5265	X4799	X5286	X5285	X5273	X7282	X3934	X3922	X749	X6936	X6956	X6952	X6939	X5870	X5868	X5825	X5884	X5880	X5878	X5898	X19882	X19831	X19850	X19800	X14348	X14386	X969	X985	X17008	X17007	X16955	X15897	X17130	X15888	X15887	X15878	X15873	X15872	X15877	X17167	X17168	X17153	X17154	X17151	X17132	X17137	X15892	X17234	X17300	X15494	X16971	X16988	X16987
02-2020-37-SL	635.352056980148	4505.47086340701	33236.797833836	2577.20909275756	12305.5276428238	157196.612568588	286418.248083365	67583.8756531222	3715.13278396808	56191.0434758891	83659.8234914345	5405.02423937391	814.809556669262	11539.6610406152	900.459726975431	4428.88420318615	0	0	0	25966.0500434012	11255.5199994408	10770.6222098767	6244.75844877777	1401.67183469301	2334.76019797555	1532.18637992145	19238.2065070765	25463.4784091708	18436.0858645267	4839.46121005064	8550.51541448034	8129.96854652201	46655.3245151357	1312.39626035272	1432.48776898306	271206.052756183	1523.57604534041	4232.65920983922	92495.839473602	1911.94745249589	7538.5745134556	469.489822418997	14149.0455941756	1207.25954336313	783.087271370682	3746.85506926666	1252.12391828541	3089.29741257751	0	15143.7658260382	17465.8371098943	22185.6599868189	32326.3682457667	17892.2752594081	11589.5103460844	182.176552714707	27209.5636271056	4283.41486631695	7484.19345294375	6431.9199320394	3332.65265836805	12363.987282874	5142.18244689996	41956.3477114073	66.1636236227543	19346.5154525959	5534.63243359383	4133.86694990935	926.290730718561	18396.6595956556	23259.2327564237	0	7835.85764425373	148009.385570614	0	54498.8861429619	2466.18109421253	12418.3683433859	141731.092134521	53627.4296482595	194972.86942865	144741.99018486	0	30016.0795250215	605.895649202894	2833.25325266754	5506.0823768251	0	0	856.501703061683	2597.60199044951	22984.1552253346	0	8240.99654506704	0	32188.60289247	0	2469.80649824665	74550.5426801948	0	0	17949.8285484498	19899.3895677998	2062.85489541629	45781.6021429119	605.895649202894	38760.5540553274	8701.87603290499	11868.2132812076	0	1110.7331609546	5911.22127763841	4804.11352071794	9248.40569104911	2199.26072220018	894.56844541998	0	0	521.151829905257	143023.095497182	36267.182430859	10018.3508727961
02-2020-40-SL	0	18032.7855846107	4288.19543964051	286.85207589432	5450.18944199208	179000.557257647	264360.928384369	20376.2211876796	0	0	127863.097354995	11182.369060287	0	20201.1928023881	0	0	0	0	0	6952.51641574368	0	0	3476.25820787184	0	0	7550.53006548947	57598.9244596611	112470.32324853	0	133225.772604342	933.484721554397	41151.1181418563	270311.893484278	137805.682019468	1025.86081379155	467952.973775464	6053.06499132929	20556.1114725624	239803.47354806	464821.910438584	0	11469.2211361814	17546.5956254678	7667.21565568377	0	0	0	0	0	0	32487.2130699296	0	12636.0770381244	42838.1973000822	0	0	0	196022.06772724	0	49571.9282342116	0	0	996.689416242976	0	0	9918.27516651546	0	15713.659479499	0	5673.83682319782	5318.91815302349	0	0	106451.291554341	0	4049.96235966048	0	5421.0180444435	32409.4226764667	98925.0709868089	305774.589104162	59198.4894252413	0	6991.41161247512	0	1633.59826272019	0	0	0	0	0	325.747272625753	0	0	0	165.304586108591	0	0	0	50811.712630026	0	9300.81391840396	0	0	20468.5972799167	0	0	0	621900.162438477	0	0	0	0	0	0	0	0	500.775657917202	0	451811.467131919	125227.947776441	68611.1270342481
02-2020-41-SL	0	16067.8604577872	0	0	8991.42201008488	0	757.303061947087	0	4410.35922551971	0	0	26871.8438948274	0	0	29044.4346463149	0	0	1233.72117673757	34756.7964721904	0	12312.3821587873	217110.097497224	23302.5876602407	0	0	7771.6674881783	22320.266270461	38554.1747356832	7728.21567314855	0	58185.08402591	17877.3181836689	124911.55340624	36234.1581832019	0	1990583.51313221	13398.677534531	488.832919084697	355853.294737755	393768.107052286	0	1457.18765403343	2500.03121474745	0	0	31095.9810559339	883.002955426009	0	0	0	0	462.451459959491	0	13913.8919127409	0	0	0	264155.99837015	7147.82357239402	18806.8766551982	0	152450.693031881	0	0	6738.13503068494	0	0	29679.1415158566	3192.15655414991	0	101287.732684886	0	0	0	0	0	0	6440.17972762379	0	393432.907336342	0	58774.7872298852	0	0	0	54.3147687871886	0	0	0	0	0	0	0	0	0	0	0	2079.47971928093	6924.35709509816	4362.25185887963	13220.2147228017	0	166715.303165933	0	10816.3982413344	11302.1274593456	0	0	8303.95222229275	0	0	0	0	0	1987.9205376111	3348.89345836437	0	0	0	327727.555609212	3167.32694556148	226768.815238123
02-2020-44-SL	3211.55059768992	31434.6799066306	165077.099187503	40007.8774104462	84472.2768848474	604926.990887626	3396505.3259207	2156.89324091768	71099.3122267417	40746.4774068109	1544.03649546785	11637.4812310648	2779.94538509033	9324.25854306376	3958.08034861679	0	1922.3990702927	1749.07729200467	0	12674.013434552	0	10498.9950403493	3313.50458491818	662.700916983635	0	617.388033771079	8525.61897644246	9368.43860419601	5973.37082949523	692.154291071797	0	5536.10150649406	67363.2650058665	0	0	30447.9918746772	2460.4895584418	0	60143.7898880259	15629.546242091	5878.21377474886	0	34742.5203811472	0	141.602760039238	0	0	0	0	0	50457.0282792617	339.846624094172	0	31051.7860434845	0	0	0	0	0	30736.8615051572	8799.76191987843	2147.83066427517	0	1155.47852192018	0	169868.936587231	1174.73649728552	18042.4572731596	85819.2023383406	0	5239.30212145182	0	0	25349.1596911843	353.440489057939	67735.9634702897	2219.19845533494	0	72612.7625260411	76209.4726310377	739434.886237858	118538.502484047	883.601222644847	343006.064876167	849.61656023543	0	19810.7925405296	0	428.206746358657	825.827296548838	0	13335.5815294553	4780.50917892469	6366.46009136416	635.513187056102	97660.5915438619	2204.47176829086	0	0	1767.20244528969	0	42057.1525537341	3013.30673363499	0	8380.61775016228	0	2425.37207395207	0	199077.621106045	213557.352936617	21359.3603243187	4095.15182033477	1192.86165057054	53408.0297984794	2694.98372906678	0	17576.8673981506	11845.9204938425	27729.2188819238	438918.711950105	5763.79874463716	4219.7622491693
02-2020-47-SL	0	6114.25386738366	19779.9461575203	0	9588.88514705385	634445.855550692	0	49673.129749939	0	1708.92917169753	77606.690193625	5338.56970434365	0	0	0	0	343.189210292374	722.73861572725	671.068864735275	56313.6495996484	0	21119.5322943493	815.233848984488	0	0	5148.47605254601	64418.783625624	78093.4064900062	8568.24809042226	0	0	11611.0223155052	256802.489819076	0	0	0	0	8080.25599772027	0	75645.7912485716	0	58453.7979277727	32172.3937195091	4211.40365492613	209.868494769872	115695.589350795	4974.96775291864	4032.1542718552	10323.1059296682	94778.2707732913	28817.0493958327	149049.370463356	60495.0720410359	25080.2419722403	2436.77097270794	0	14506.442065537	75775.2845751317	567.729362751326	7073.01480245697	17657.0210797266	0	3099.54716135808	27666.2811144806	17024.8640027754	4529.71483696311	525.628084165272	30598.0610596549	65998.2194707614	0	63370.7169480955	1011.70648238607	16081.4126235516	114570.97489402	0	6178.68158158353	23437.6542092238	0	233877.70573081	584131.638149556	9715.18898281201	113302.195452994	0	54443.9700915314	0	687.654216905538	2409.34135181096	770.580977756856	0	5.74108344355273	10508.0963961827	10725.6196688773	0	0	0	6567.79945942433	0	14528.7685011508	473.958333173298	0	0	52922.5829789899	4501.64731790574	371.256729349743	74384.0286873108	2480.78594577518	0	65.0656123602643	41714.0744026938	65463.0229141902	4996.65629037206	0	0	9.56847240592122	2188.62858831438	0	0	0	0	142294.028944775	25011.3489709177	1682.13744896095
02-2020-52-SL	0	31383.5344569913	8266.67817200818	18329.4901978535	687.495333805674	158692.888430868	0	0	2072.24759844875	0	121484.469573661	0	693.073389252373	2080.61468161879	2733.2471688826	0	0	0	15232.2749110738	0	0	102539.998762809	255541.876124183	0	15456.7916428034	1935.58524000462	60084.0242441202	24509.9756327962	732.119777379267	12810.0043333447	0	52085.0927335536	47494.3531009202	186.864857464423	585.695821903414	247117.617885805	16428.7678043908	295.636938675057	173357.59620024	94107.3734412619	0	73630.3318964292	11348.5538063095	0	0	55325.9429480858	22581.3629621	0	13387.333072078	13602.088206776	56207.2757086643	25430.3547815016	180765.253833457	14620.0833257986	23203.3161444069	0	15823.5487884239	6294.83557160003	11825.4775470023	4009.22735231504	0	2427.84863317582	1508.86399833213	6538.87549739311	59756.3134866266	0	0	14727.4608931475	30242.8221181413	0	12236.8591361963	33446.0204584083	65.5421514987154	57081.6358999344	0	11546.5747746673	15730.1163596917	12522.7344778397	65434.7739313664	167327.718262359	54229.8550528094	89746.7285958048	0	62461.6703782757	40.440901988569	2851.78084712496	9891.28682085932	2888.0382075285	0	93.4324287322113	0	3688.48916412983	0	0	0	4671.62143661056	538.282350606471	2656.54890649048	3712.1958997783	821.368664526454	1853.3089221658	8520.479694833	3253.4008392873	888.305329886844	3610.39638787604	0	0	0	48951.6200863703	20563.5014042565	263.563119856536	0	1394.5138616748	12857.4178046416	794.872901154633	15427.5068517083	0	0	0	99281.0198680754	3809.81187009554	116391.704950825
02-2020-53-SL	5986.30697991449	4629.07084797393	64366.7513191933	3799.57221708233	13650.2129350956	2962695.59546132	2891.53301814951	18196.6095009209	14024.3140618183	54195.0588055027	7965.66708502374	7274.64787673116	0	0	0	65048.1251945686	0	0	0	29446.5124443003	0	85177.9349930657	14177.9504361446	0	0	3474.38670729759	168568.038634667	165292.070204526	7138.23531118587	19483.5724930351	0	22063.0100960734	275122.09822962	11964.3465316141	446.441123602784	46170.8307706237	6406.56791417019	1638.32869124602	87851.0701158725	1104166.70952175	119374.773899158	42631.6825423096	16935.1377458025	1306.25365794889	409.926648987124	3951.83068670612	1882.90677593581	0	1077.52147733758	74242.8832742024	2334.17056599727	0	32094.8452824625	1296.60832503154	2748.23092909183	775.071395143722	25110.2463456029	0	21830.8331537059	163799.110459391	4044.83925412337	0	2380.33037353027	11914.7419623249	7710.75471506536	52018.6583279392	5036.24168755609	28069.2966941738	0	7986.33565556091	21782.6064891192	0	25059.9528239624	128752.793304221	339.65350916076	21879.0598182926	267.313512280679	69182.528254353	87414.9632775383	304925.487991862	307090.865231806	130810.693977372	1612.14850189894	7925.01889630065	2655.91131402582	6278.42277683977	13514.4893219016	456.775408871367	2561.5248419061	1080.27728674254	368.589507912792	0	38.5813316693764	17047.4369790544	0	23179.1129050803	370.656364966509	1506.7387921594	2593.21665006308	8292.9194518622	0	0	5432.38928951844	0	654.50473367692	749.580158147884	2384.46408763771	9769.34434056709	283.848368710412	0	440.240552441634	9605.37368097224	261.112941119529	1889.10734709696	4799.24207872992	4011.08058891267	3752.72345719809	14250.2904330247	0	103847.854759288	9944.33823778176	1887.72944239449
02-2020-55-SL	0	38568.845045128	86054.7473715376	1206.43001709228	4661.56390067884	678754.335950992	3414396.44916826	0	17047.8929173099	0	0	11373.9017431728	0	1437.34826255135	0	0	3426.85818006096	3140.17396375973	0	0	0	0	0	0	0	596.931518873786	9081.99888518103	1258.26880688922	489.326758234695	4699.26483871297	0	755.589633100766	283201.592150323	0	0	79752.4072301649	0	1124.74465135166	58657.946963858	59663.3053114349	9421.30732748824	6126.40243054675	38769.1312784343	0	375.43850792325	5095.12468807138	1093.32720298988	0	0	183604.353662441	73214.4362260789	604.78588096423	2226.71165264103	2756.88109374604	0	1775.87126864951	115289.468508381	0	0	26835.2135182129	0	0	0	0	0	242775.190470805	0	0	50554.6015951463	0	0	0	32503.7066388867	60319.144545987	114.67368652049	0	9537.55188642682	0	366890.605660219	437.487968437761	1042050.00008241	110846.255873817	1094.11263919893	76156.6802651594	3669.55796865569	0	22890.7528763916	0	705.321715721921	1939.24200013076	4777.02302340838	0	1054.05539253766	24461.6252944805	6013.29961644435	112614.272780376	5080.20140009954	0	0	331.45408021676	0	0	1365.87356752831	0	3826.64521046459	0	3459.06106463178	9584.67805896948	1251.19988100782	0	660.551851806387	8624.87501151716	0	182.221200498314	68574.8645392533	684.11493807772	3117.39631369744	0	4008.8664109629	1762602.10933392	25904.4716104952	11274.9367808332
02-2020-56-SL	3322.42772879124	11267.6883075331	277743.382374254	1829.71574836494	43396.9367317556	5929968.71118431	236081.875018115	576114.009225993	837.375013409873	0	87613.5114365032	5699.19114477957	545.180610737309	25500.2629501718	0	0	0	828.973257422483	0	6432.94450101163	0	0	4178.47331106197	0	0	276.324419140828	1211.71991907025	808.43563167553	14907.515706959	1169.7111391333	0	922.326101726817	446262.069855551	0	0	37259.9207471887	838.308541852916	0	1360.15094151414	9839.38978967677	0	636.666398155556	12475.6741128312	0	443.426010445585	57.8787634686869	0	0	0	208.176842798664	5488.21371665178	1782.10579776973	0	0	0	0	41677.3773396698	98.0204865195503	0	65162.152381311	354.740808356468	0	74.6822754434669	5558.22834988003	4574.28937091235	105128.372084882	0	2186.32361360749	31144.3759168118	29744.0832522468	2319.81818096269	4020.70700418765	1383.48915259022	14802.0269928951	40.1417230508635	17159.1863115796	3810.6631045029	13107.6728687715	200976.537917471	4478.13594127889	1780477.72416506	8755.56326730345	0	156515.378760646	108.289299393027	0	6661.65896955725	0	0	172.702761963017	374.344905660378	3918.95240389593	0	15803.7030122806	0	49658.1119992472	71.8816901143369	102.688128734767	0	0	0	22771.5593111561	0	0	813.103273890746	1050.21949842375	0	2798.71827224392	185017.869183645	74966.0680901521	10802.7911428975	62060.970893521	0	17775.3150839882	34241.8232908296	1629.94066155367	0	9033.75474333037	0	1956774.5706338	7144.29317461066	786.964477485533
02.2020.043.SL	0	4009.90936380674	146099.247178271	0	0	324344.906257866	0	14410.0395859174	9872.18933935679	0	4376.11113219092	7140.93448349146	0	0	0	0	0	3283.60918984479	0	0	176.997521385686	3021.16458916947	0	0	0	85.4470792896415	4556.16033497981	4943.7238731864	128.170618934462	0	0	0	22847.9386657695	1736.40671842164	0	13988.9075522756	0	0	0	3594.88069297134	5041.37767808884	34999.7340133178	9106.21730715322	0	0	0	0	69868.2457262979	2294.86441520751	106381.613715604	37218.3063934453	79127.0471036112	222028.132171327	17757.7340852294	4363.90440657812	22948.6441520751	69605.8011256226	827.005660267601	17016.1755042515	7394.22403995719	0	0	0	0	5767.6778520508	0	0	222.772742433708	0	15353.0091395066	0	0	70.188672273634	0	0	0	0	0	290254.573302702	192722.835656383	0	533620.061845214	0	12206.7256128059	0	0	0	0	0	0	0	0	0	0	0	2947.92423549263	1870.68070016251	6237.63678814383	3317.17768528001	0	0	8724.75713175303	3350.74618071523	872.780881315623	48030.4136049881	0	0	0	19497.1924850543	0	0	0	0	1678.42477176081	973.486367621272	0	0	0	0	237365.882903818	75703.0605692191	126864.499293892
02.2020.110.SL	0	0	0	0	0	120552.180734568	0	0	0	0	0	0	0	14231.2481145382	0	0	0	0	1665.35882191405	0	0	16461.4314319966	0	0	0	1077.24259459475	1968.15133498933	0	0	0	0	0	53972.765455669	14673.7910182637	0	230937.52054934	0	0	383335.321553307	91181.3069662661	0	0	0	0	0	7558.16696099454	0	0	0	0	0	0	63085.6555126462	106973.101109731	0	0	0	14638.8534206011	0	0	0	14638.8534206011	0	4437.07490314163	24549.4852908729	0	0	0	0	0	0	0	0	5269.75431409866	0	826.85647801327	0	9037.19192870841	1781.81748078916	391085.645301445	0	28922.5079316332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4518.59596435421	0	0	0	0	0	844.325276844536	0	0	0	0	0	0	0	0	120598.764198119	39566.8293528181	37831.595335579
GBM.BM.277.SL	0	1068.39493120369	0	11033.1207282066	0	106990.298050941	0	142313.452942529	0	0	0	0	0	3092.66111464608	700.662908194386	0	0	0	0	111.363641037518	2588.04461619483	5741.02770306956	5006.72369497843	2204.07206220088	4973.08259508168	0	0	0	0	6247.96427737577	0	10505.3034712059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397602.999641765	6238.68397395597	0	0	0	0	0	48549.9073406481	0	0	10156.1320550362	0	0	0	0	18754.3331734746	0	0	0	0	0	0	0	0	0	0	0	0	0	1267.92145472924	24423.4385250407	364682.283297976	91801.9214665217	0	0	0	0	0	0	0	0	770.265183842835	0	0	0	0	2280.63456541418	0	0	0	0	122.96402031226	0	0	2777.13079837311	182.125954613441	0	2417.51904085613	0	0	0	0	0	0	2006.86561453028	0	0	0	0	0	0	2901.25485661285	0
GBM.BM.298.SL	0	10764.8659500956	4279.65317326656	0	120426.891055877	5997531.84981836	0	66292.2480782712	14641.445598233	122307.455946297	0	3847.21667610817	0	38725.7560649709	2132.81951376266	361.031087905381	431.769156884994	1723.07258589962	12264.3795444087	127209.737594639	15388.8667044327	25117.3532099496	19192.7062627703	0	0	3442.80847043227	340882.750371113	0	26918.5046078361	4810.85603088705	0	17360.8572123077	55482.002989585	59.3932843319388	974.984139426547	0	39632.004156238	357.027046265026	497007.674671578	4158.19724350911	0	0	66571.8636528227	0	0	40.7077566769468	0	1269.28119999267	0	316676.983974617	3932.63623110242	135612.886317198	0	6833.56439953993	1810.49416171405	0	136886.838899104	0	1613.62878106324	25759.3345529532	47172.2819053007	0	333.002796422893	9924.01720562093	17029.1890964316	35960.9653123055	5259.30869460685	312749.019125429	439855.986317965	2401.09030366647	15507.6532730966	67479.4464246366	7276.6783410726	62236.8212368646	0	4928.97525927753	1201.87983238002	79318.0628746208	407834.330639496	0	1415458.08283767	153508.283088493	0	14260.3943021259	282.95227591845	1644.99377391269	1307.31959557605	0	0	585.257419765285	61.3953051521165	9014.43241298685	0	2599.95770513746	0	36751.0961960023	0	0	2866.89381449449	0	0	24807.039982822	0	0	1998.68411881075	0	0	1124.46836066648	0	5915.30418335175	20421.9470463595	70191.517295704	664.003572025608	52582.4095016943	42930.6671276175	0	0	2545.23580271927	0	340233.428285102	22641.5207956632	0
