feature	X1552	X13165	X9450	X6952	X9467	X16971	X1543	X17167	X8007	X6956	X2043	X1564	X1536	X6939	X1472	X1545	X9712	X17130	X8071	X8235	X6936	X1468	X1466	X15878	X8130	X16987	X1395	X2492	X8047	X2502	X8059	X1522	X8245	X15888	X17153	X8053	X8249	X9649	X7298	X9463	X8255	X2479	X4494	X7285	X19850	X6055	X9447	X17007	X5266	X1525	X2497	X5273	X5989	X6067	X9422	X19351	X9648	X1561	X6001	X9631	X17008	X9733	X2532	X7295	X9634	X19825	X9632	X7284
GBM-BM-392-Or	13127	192	0	6676	8443	251604	468	0	35636	2293	2630	0	0	178695	0	0	103794	1078	27399	141	23834	9913	1641	142688	82654	537	0	0	16085	64	23119	0	0	5400	0	309430	3637	240315	0	0	3168	0	0	26128	0	0	0	1029	0	0	0	0	0	71	2077	0	0	0	4369	8696	683	0	2910	979	1002	0	0	5987
01-2020-22-OR	105234	13000	20123	445196	4187	508575	59650	12567	187246	256833	20091	29031	13871	45242	0	81159	341011	26441	151575	0	50434	2290	0	28852	9910	11680	30954	37621	27178	5825	2851	22348	0	2036	40886	828	6099	0	5740	0	41207	10959	0	0	11466	0	2488	3531	0	131196	4116	8426	0	0	16089	19755	0	57799	6947	0	2673	0	1947	137	0	0	0	0
GBM-BM-307-Or	15593	119363	337	1815	89054	12701	302	0	27277	0	3302	0	0	38004	3550	5224	16773	0	0	25113	1003	6507	0	62148	17585	2225	306	1658	347214	8243	4886	0	1559	0	0	17574	7273	70264	212	129498	740	1497	2054	95474	148	113	0	0	0	0	2369	0	124	0	1531	0	0	0	1964	909	111	0	554	0	0	505	0	0
GBM-BM-308-OR	765	0	914	0	0	13812	77	0	0	18804	17360	0	12926	3576	340	0	6719	0	0	21382	0	117	0	14932	1071	11283	0	1965	1626	2916	1017	0	0	1986	1791	0	0	0	0	0	3096	226	0	0	174	0	1871	0	0	4419	0	0	0	0	0	0	0	653	0	0	0	0	305	0	0	0	0	0
GBM-BM-318-Or	31630	9736	39412	1953	66612	6573	6965	0	2620	0	4928	66077	41756	153136	22697	0	99093	0	475	259	2658	23889	0	75262	28054	569	1494	15154	7335	4312	0	25470	3648	12177	0	8069	5720	107509	0	2820	0	151	0	263	0	4094	6730	1438	0	11449	11332	0	0	0	7138	3677	0	8024	5688	243	1338	15134	1786	2384	5399	3201	0	0
GBM-BM-263-Or	18201	236395	7615	0	29295	6009	8081	0	17232	24583	1312	11291	12101	80091	9214	9087	35592	334	0	66808	1127	0	13299	6437	38776	20741	5044	36937	9948	15762	4711	65	261	1234	5802	1189	3483	0	0	0	4742	4700	8788	1527	600	0	14752	0	0	12827	916	1024	1383	0	0	595	0	3549	672	0	1069	0	3504	1325	0	0	0	0
01-2020-10-OR	389	1749	2600	0	15310	0	0	0	0	18250	5620	1820	10980	3465	12555	0	46421	0	0	193127	0	0	100981	0	8645	0	53421	38677	0	5409	655	0	93825	0	0	0	0	25872	0	0	906	2887	0	402	0	0	0	0	0	1760	522	0	0	0	0	0	6619	473	0	0	0	0	2106	0	0	0	0	0
GBM-BM-386-Or-PreOp	1926	0	0	1927	0	72825	0	5122	9399	0	2934	0	28	696	0	0	1996	0	11612	3296	1203	1080	0	12827	12726	529	0	0	2806	0	4994	0	1913	0	0	23153	9094	0	3694	867	1331	0	0	204925	975	0	0	0	0	0	0	0	0	873	0	0	0	0	0	1074	0	0	123	0	0	0	0	8934
GBM-BM-322-Or	669	43636	17370	0	168799	8581	0	0	0	723	956	0	0	0	0	0	10573	0	0	10632	0	0	0	1305	0	18649	0	495	532	4246	0	0	57685	1793	0	0	1477	13675	0	0	830	764	0	139	0	0	2736	0	0	381	2450	0	0	0	2567	0	0	0	0	0	0	0	502	0	0	0	0	0
GBM-BM-452-Or-PreOp	13374	48980	127822	642	52	42044	1430	7710	2953	28581	27802	7623	12508	60991	16876	13861	100493	894	4793	0	2467	889	0	20331	5448	50274	692	1895	8947	0	8114	2943	0	13920	12221	56800	0	24	18430	2350	5082	1429	599	16750	3100	0	6683	12239	555	7928	383	1245	5347	642	0	457	0	22672	17009	5999	1731	8464	1047	3434	0	0	0	0
GBM-BM-396-Or	0	11522	0	0	23814	9113	0	0	0	203	0	0	0	614	0	0	14906	0	0	5975	0	0	0	561	0	37424	3548	0	9588	0	0	0	79	0	0	0	0	16369	0	24705	0	0	0	5497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0
GBM-BM-444-Or	0	112254	0	0	42136	747	0	0	0	1272	404	0	0	0	0	0	3804	0	0	5079	0	0	1020	0	0	0	0	0	0	1457	1230	0	0	0	0	0	0	369	0	0	24	274	0	1359	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0	0	0	0	419	0	0	0	0	0
GBM-BM-460-Or-PreOp	67454	0	0	32784	1841	47598	2988	25789	52166	0	209	0	0	30200	0	17287	8107	2040	22298	0	9864	23061	823	84044	28559	1156	216	854	20231	0	0	2237	0	325	2066	27221	2204	0	4903	0	4462	0	0	311	0	0	917	2524	126	4617	0	631	0	0	569	936	554	2833	6506	0	0	1747	0	0	0	163	541	0
GBM-BM-430-Or	29590	0	0	36353	19769	32499	1468	734	76805	3529	0	0	2328	40903	0	0	55173	0	10452	0	1664	0	4766	16588	27523	191	0	454	16006	0	0	304	0	0	725	5171	0	0	5650	0	2238	0	0	1441	0	0	0	317	0	470	0	0	845	572	445	0	0	0	8997	0	1672	0	1001	0	0	0	0	0
02-2020-29-OR	74476	47102	0	12606	498	90	10932	5779	1943	1531	0	494	0	5356	0	34100	9388	4401	129	18726	13454	0	0	597	0	26628	31682	13289	0	17448	0	3893	0	2486	0	0	0	0	0	0	457	0	0	0	217	0	0	0	0	0	18726	0	0	0	0	0	27	0	0	0	0	0	187	0	0	0	0	0
01-2020-29-OR	16484	48253	0	465	0	0	0	0	5418	0	0	0	0	15116	0	0	7721	0	0	0	0	0	0	23150	0	1065	210	1236	0	1259	0	0	0	47752	0	0	0	0	0	0	0	0	0	6986	0	0	0	413	0	2378	6345	0	0	0	0	0	0	0	0	0	918	0	0	0	0	0	0	0
GBM-BM-279-OR	28276	19556	2175	0	7465	13113	133	0	0	0	0	0	0	10393	0	0	38316	0	0	0	0	0	3995	46558	1883	907	0	1050	2449	9643	0	0	0	0	276	213	0	0	0	0	0	68	0	0	0	0	0	0	0	213	0	0	0	0	13043	0	0	0	0	0	0	420	0	0	0	0	0	0
GBM-BM-291-OR	89	44779	0	0	0	2017	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	32797	0	0	15184	0	0	182	4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM-BM-260-OR	0	30577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	1470	0	0	0	0	0	0	0	0	0	0	0	0	0	1269	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM-BM-286-Or	22335	13540	602	7384	9286	10516	20	0	4750	0	0	0	0	8813	0	0	1255	0	1428	0	0	0	572	0	870	10339	0	0	523	465	0	0	0	197	0	0	314	1114	0	0	2609	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0
GBM-BM-428-Or	9978	0	0	0	0	0	20249	0	720	0	0	0	0	27384	0	0	0	0	23	0	8350	0	0	17383	3017	0	122	0	0	0	0	10136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259	0	1650	0	0	0	0	0	0	0	1904	741	0	0	0	0	0	0	0	0	0
GBM-BM-464-Or-PreOp	17736	16496	2491	1077	1131	13730	346	3559	1018	1344	3756	149	0	2702	0	57	9890	395	880	244	2172	0	806	1622	6201	27334	938	310	6605	0	171	427	0	296	0	92	598	1001	1514	16428	147	0	0	18397	0	0	499	389	0	7610	554	342	1961	874	0	716	0	12045	7153	0	3641	1201	357	392	3197	0	0	5997
GBM-BM-259-OR	8695	0	0	164	0	29	0	0	0	365	0	0	0	0	0	0	325	0	0	0	0	0	1748	1902	0	0	3879	665	0	1061	0	0	0	1522	0	0	0	0	0	0	0	264	0	0	0	0	801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBM-BM-379-Or	0	1770	4896	0	2195	1026	0	303	2476	353	798	0	0	0	0	0	236	0	0	0	0	0	0	7264	747	806	0	0	2350	0	1003	0	0	0	0	0	0	0	32	0	0	0	143	1602	0	0	0	455	355	0	0	0	2424	451	0	0	0	0	6428	0	0	0	0	0	0	0	0	1000
01-2020-108-OR-ab	0	0	0	0	0	438	0	0	0	511	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR514211	20827	3900	123088	33593	64985	1430272	12610	7714	27457	16437	0	3510	9096	159678	0	10137	8267138	8386	30583	0	7634	75184	0	274469	19490	1898	0	7107	12464	62069	390037	2690	0	4491	15799	0	599	48928	2587	0	171135	19494	13754	190754	4267	6044	20647	1311	494	452	419	4557	82306	8769	11580	27949	129	0	8985	886	193	836	187864	0	0	0	4378	0
SRR513822	736	2970	11144	0	316039	1421998	0	0	3098	9353	34689	0	3777	66595	13769	0	5702187	0	25158	13109	0	26719	0	58989	199278	3997	6939	9112	29719	15136	1967561	0	20303	0	18958	5581	31153	208107	9042	0	298907	22502	8432	1192344	0	0	2849	467	305	0	0	0	119894	4949	20297	1745	25603	0	20523	3600	1894	10815	84989	1158	16679	1935	0	0
SRR062041	0	115509	0	117	10103	16594	0	0	4245	0	1740	0	0	205261	0	0	13473	0	174	0	8096	0	0	687074	149675	43188	0	313496	225880	188457	0	0	0	198218	1669	21552	28471	5238	0	0	0	47214	0	194	0	62882	51356	3788185	0	361	249713	0	0	0	91749	1623	0	12846	204270	0	45665	27700	11828	1245	0	0	0	0
SRR061999	0	192	7644	0	1889	55	0	0	477	1753	15291	712	53090	552	46120	0	183577	0	0	0	0	0	3201506	0	616	0	532717	867708	133	1350	27	0	744245	0	0	0	0	107816	105	0	0	1330	3415	185164	38	0	0	0	0	0	0	0	63318	11515	221	11442	388962	0	18806	138	679	0	58669	456	99040	12764	0	702
SRR513445	3484	2854	7778	1306	6629	4383	0	959	11073	22056	192450	49992	26184	159624	2252	0	121089	744	2012	1400	754	742	2478026	106337	114583	2059	198449	21737	16338	14683	4023	0	111202	0	10402	68600	4917	341382	3012	1232	1185	20494	3109	213757	181	0	325	45779	472	35782	7645	607	56005	2494	2361	89131	265215	19769	219923	2264	3139	10232	17020	9410	0	279	0	61306
SRR514198	2826	1519	4921	0	2617	11172	0	13361	19619	27032	57234	142	5861	93697	2309	0	552116	0	0	7573	0	168	0	76898	227892	0	0	882	19248	551	2655	0	15369	12061	883	32424	4277	2392860	3197	0	948	346	4667	247392	227	0	0	3136	3012	0	0	0	38574	5297	617	1590	212176	0	5947	20382	256	0	13491	0	0	0	6053	105569
SRR061437	22974	1694	101474	2086	29029	8875	0	11797	48992	47267	50733	3038	25516	221551	33567	10702	1023737	5516	2328	0	4926	8171	5803	737367	1880282	3512	721	29534	148207	8851	5387	1147	3080	1732	1634	74361	53324	150462	2594	0	2145	11585	9705	468686	1878	0	26122	0	1997	7997	0	4192	91533	10772	12996	11174	705	0	130667	657	18816	0	52996	0	43473	78	19964	0
SRR062429	17658	0	58938	17876	29251	1794801	1617	4259	19287	23340	14712	6336	9942	11025	0	5301	247044	15	13490	236	3912	3780	0	45285	120137	13190	80	1113	14563	0	750498	926	0	1049	452	8175	658	3367	6567	905	16843	6456	3746	52214	5396	5813	2114	264	2114	2996	0	171	24843	3807	423	5183	1702	1335	8695	3612	3157	0	5045	43	12148	3496	5155	24048
SRR513162	8985	3118	1853	316	14443	202741	0	0	1858	7642	95817	0	13984	143702	100455	0	1642250	0	98826	0	0	8706	0	12081	18258	689	0	8964	2025	253	282348	0	944	0	15934	0	907	70010	295	0	104677	876	5136	283815	197	0	1172	0	227	1062	0	0	15745	0	19	0	5859	37	4043	0	0	0	33336	216	0	2265	0	0
SRR061945	0	1327	173	0	12757	0	0	0	0	0	373	0	0	7066	0	0	10459	0	0	0	0	0	162871	5856	123133	5481	577744	0	13044	0	104	0	360846	43678	289	524	7910	267243	0	0	0	0	0	65204	0	0	0	189	0	0	0	0	0	0	261	0	132564	0	22535	0	774	0	1603358	0	4607	0	0	0
SRR1804049	17358	1272	35732	36588	0	627369	15271	3718	10363	0	47251	4783	39732	55176	9402	3955	1533829	3581	72686	0	4469	43263	0	35374	21907	716	0	889	10604	0	86927	1893	0	0	26400	7656	2181	3942	16966	0	142594	15991	4128	110766	1697	0	0	0	3980	475	1144	1579	76268	962	5184	8375	122	0	58350	0	501	157	62103	15	0	0	0	0
SRR061985	2120	34863	44247	0	1312	5020	0	8000	24068	107315	70726	0	20197	35616	12910	0	307979	1446	0	3369	0	0	0	5781	31895	12123	123191	8568	31367	11384	3005	0	20783	395	5651	7998	4300	57702	11094	36481	2890	3170	3370	903588	3167	0	8774	0	1106	1901	0	285	102556	9027	0	398	1293384	0	9616	40258	541	2510	132452	4538	491806	25816	8210	774292
SRR1803912	12376	13129	9194	15478	63489	108323	12422	6736	1361	7145	54562	1993	16805	50066	56946	1394	1284060	1910	1862	4887	1713	9392	267	33465	25475	1337	15311	0	1840	10134	1891	215	19493	1175	6666	2805	2485	4337	580	1900	14535	1076	28837	63126	698	0	5143	171	0	0	0	397	56153	8073	0	1768	45092	0	10571	602	0	1655	26225	263	1537	0	0	0
SRR061472	4875	0	9122	2335	12737	5305	0	0	3033	1578	3813	1624	568	0	0	0	35167	137	1864	0	1513	0	0	396	24238	426	0	3569	1988	82	2491	175	2213	0	0	404	0	1044629	1408	0	557	43	0	63367	59	2891	0	0	0	0	0	0	8039	0	0	1339	57797	0	4867	1351	0	0	1150	0	0	0	2903	0
SRR059334	0	0	935	0	183	7623	0	0	1306	0	1094	0	658	0	0	0	291015	0	0	0	0	1477	97440	0	0	0	7061	40	62	0	0	0	46276	0	0	0	0	754478	0	0	0	0	0	43785	0	0	4816	0	0	0	0	0	966	0	0	0	339360	0	182	1486	0	0	6262	0	988132	0	11864	1364
SRR062326	9450	2046	0	1597	339799	18209	2015	1049	8966	10649	91895	2050	5694	29021	789	562	203432	333	1475	45055	764	862	186231	43165	205717	35856	211082	32109	20709	7947	13628	0	73441	5517	4288	83908	5419	878587	923	8073	616	4455	453	114705	1277	5204	0	38680	3490	0	4070	976	16538	0	1172	3190	24536	0	37500	410	3760	60093	30932	1723	18742	2603	33078	13613
SRR1803336	0	378	203416	0	362914	4676	0	0	1572	27179	32782	0	9259	50757	3028	0	177652	0	0	18304	0	0	566129	0	77517	169	792000	0	33136	23421	0	0	103519	0	453	40235	172	877671	378	0	2413	2204	884	41899	0	0	0	0	439	124	0	1735	4777	2040	0	0	11503	0	114849	0	0	0	84083	0	0	0	285	1865
SRR1803923	12477	30054	118667	3575	2263	51526	0	2936	2168	17716	19408	5313	6934	42921	1571	891	857767	92	198	5741	1835	0	0	32171	157737	18963	0	1537	10259	5421	2012	1192	135452	4804	1287	5405	20197	154672	5469	4486	3071	5307	0	273595	279	0	23023	12211	326	0	0	0	45834	3779	10243	263	86949	0	8554	0	2404	68107	28468	9481	0	14360	0	0
SRR061193	6000	10511	4570	4413	27740	178895	1326	679	2335	4141	26911	2028	5488	413740	0	942	825124	62	12104	85935	5873	33263	49363	435332	293109	2332	496	3211	3413	21613	1791	1006	7138	1156	13036	177610	18696	35398	857	0	6189	13348	1653	91822	627	1074	0	416	2198	7605	3426	336	10798	2493	4411	4166	20845	3880	39691	5519	0	2503	10541	292	0	0	0	0
SRR1804146	66460	51824	137751	102879	777642	140376	39099	53595	58573	14970	18312	14018	7418	259271	0	26023	139708	11147	39230	161716	43079	7998	0	68211	31276	25137	1314	1852	136152	1975	650	7415	20042	3774	5445	7136	5185	52950	2461	44783	11864	3555	2127	35972	2015	9602	7243	1697	0	0	0	6988	5362	0	3767	17575	0	0	8852	2335	2744	2001	6811	0	374516	12965	0	0
SRR513159	1252	8687	26152	0	203774	547	0	0	2015	6146	5596	542	294	2352	0	0	148901	0	779	1975	0	0	28608	5199	21765	2856	4352	0	67793	1428	2069	0	60859	0	0	0	337	769523	76	0	1156	259	142	626939	960	0	0	73	0	0	0	0	976	0	0	0	17432	0	514	1528	423	0	2809	0	279609	2174	10011	14656
SRR1804050	8671	0	1325	1346	5829	1735	2134	199	113593	2400	9638	1245	923	54690	729	973	81521	422	1136	409	1695	0	54368	48146	31983	0	1961	1699	1877	1105	220	62	20019	455	0	22149	140	765485	507	0	1044	1705	168	208907	490	2306	3292	23789	601	1365	2491	0	10364	2238	2583	513	5238	0	34744	0	1344	13095	1583	8661	0	251	0	0
SRR062027	2538	8718	4875	0	3750	16143	0	0	140	3747	13287	0	9276	22867	28037	0	632764	0	0	0	0	1854	0	75478	46832	3601	93443	523	6072	1239	527	0	14487	0	0	0	2544	89625	0	275	74	5633	2648	117559	0	0	404	0	0	3512	0	0	17626	1362	0	1545	10427	1388	28851	2762	274	0	14418	0	23607	15657	1814	0
SRR1803362	10430	0	3112	2723	60312	1591	3328	126	5995	1109	15635	1751	5569	67916	1498	2079	625232	60	2124	0	849	2286	0	106518	284656	0	5348	3736	1403	1245	0	783	86674	0	0	39709	5799	590926	32	0	101	2042	0	55010	461	0	0	0	0	1637	0	0	9336	3710	2007	3578	23649	451	3631	0	0	0	14304	31	291090	108835	0	0
SRR061142	3620	5127	1694	0	68498	6870	0	0	4452	2598	20772	0	8784	384966	3398	0	479985	0	0	9142	0	0	624612	19029	210206	6876	78449	1157	18313	14029	1592	0	70527	5071	0	69559	6674	23747	270	1973	0	1242	2055	128319	0	0	4228	0	292	890	618	0	22615	1380	0	0	109015	472	29104	280	0	0	13110	3677	0	0	1816	1105
SRR061371	11593	25746	12847	0	277227	3551	0	0	0	7172	333718	0	8538	250524	3598	0	517209	0	0	244001	0	148	44722	10325	13787	18428	324926	18264	28901	234686	927	0	113544	464	6373	340425	2125	86988	414	70720	25	42395	1460	163288	22	0	1366	1323	1243	21	820	0	94786	4154	0	480	127849	1627	301364	1217	0	5778	37573	33998	0	26125	10391	36389
SRR1804565	13161	120506	18658	5942	141614	36457	761	2615	21743	45351	36149	49	720	63875	4432	1202	447212	1056	13403	520	6426	465	0	110979	245475	76533	0	37972	61973	58737	8821	0	104257	2146	1801	35578	16418	458219	5148	0	9737	56668	0	196351	91	199	0	8935	289	5745	2538	914	8622	2737	129661	6496	323144	4781	21885	19970	6867	7358	61801	0	0	72	0	93813
SRR514264	3675	10541	77373	50	10401	30567	0	3776	2142	12717	37629	443	6734	3531	783	0	52251	0	554	589	0	0	0	2052	45693	466	0	0	3773	0	1039	0	1786	0	301	0	36	8706	162	10779	77	965	0	460432	126	205	0	0	0	0	0	0	8212	447	1583	679	434418	0	273	3640	0	501	3909	0	0	0	28606	76102
SRR1803884	2501	34363	18370	2069	0	456266	1531	929	12190	665	1328	24	0	32776	0	0	295302	0	12556	0	1027	4798	0	48916	77651	3310	0	40	8290	0	610	602	0	12372	1515	2794	18	6956	0	0	929	0	0	4335	22	316	28528	25432	0	0	797	0	0	0	31789	1329	0	0	859	176	2348	5395	5351	0	0	0	3244	0
SRR059832	8110	3407	0	3699	14977	8396	0	2683	11300	18110	10895	238	1543	27725	0	1772	384962	597	5619	0	1567	0	2682	25283	71369	3942	3219	781	28048	660	5662	1218	12023	287	0	8814	3743	2009	679	0	1931	1236	0	14680	290	0	14969	7573	0	1465	1452	845	1784	0	235	1550	34218	1890	7830	0	775	15437	2406	528	13291	0	0	10748
SRR1804129	0	2963	7932	0	7703	102419	0	81	865	895	4031	0	0	1234	340	0	375259	0	0	0	0	0	0	14990	8817	2956	0	151	5711	0	82852	0	0	136	946	334	0	2315	505	13246	2423	0	210	22597	0	0	544	348	0	0	0	0	13477	0	0	0	0	0	820	0	0	94	4004	0	130	0	0	0
SRR059438	331	0	160	0	0	57	0	0	761	3478	8421	0	142	0	0	0	10507	0	0	0	0	0	0	71	2171	105	0	2020	1553	0	1347	0	0	0	0	0	0	365409	517	0	0	0	260	26954	0	0	0	0	0	0	0	0	6729	468	0	227	1369	0	0	4688	0	0	361	0	7127	0	0	100447
SRR061396	2753	23495	13792	843	92687	6698	0	2267	30291	12947	28682	1833	827	27929	0	1470	364490	1196	3893	75783	1425	0	0	41881	73573	19913	5050	2390	34255	19476	1006	22	49465	2926	952	27888	6079	291860	1081	4179	1547	6539	485	279645	680	1863	89	7050	0	0	0	0	4153	533	10564	1937	7352	0	4925	9669	3676	5283	29523	1758	213890	236	4371	146157
SRR513816	98903	4962	147232	37971	0	359895	0	59634	12751	36238	7316	9382	2359	39883	0	0	129913	8545	13929	0	26397	2474	0	86403	11492	1890	985	0	19309	0	56	5367	0	1172	4158	1219	0	3262	5162	0	5393	9810	352	0	1891	0	1988	8733	10925	0	0	2938	23923	7171	2128	9028	0	0	1083	0	508	0	1220	0	0	0	0	744
SRR060400	76236	12198	69967	73177	16143	38967	7755	0	15770	58811	114699	10506	61945	5243	4579	1895	350903	4148	31362	856	14679	5617	0	1236	18625	8991	6453	2106	17508	9545	26882	2277	505	0	0	0	645	9657	13266	938	17287	7915	5966	288805	4222	290	2627	0	895	2968	508	2785	54424	6337	771	11724	25357	2432	4212	1105	3036	2882	13233	278	48243	431	82873	0
SRR062285	13690	5627	14150	7654	5016	30706	39	0	1862	11782	1905	1276	1662	49785	0	0	345462	31	5982	0	120	222	0	0	36422	5794	0	2583	16206	2879	30719	0	0	0	98	7362	4427	5343	6901	937	8621	7174	1319	93767	251	0	0	0	82	0	1635	418	31712	1826	0	1427	0	0	3116	815	0	0	17966	515	0	0	0	0
SRR513778	32171	9920	19312	22991	117697	347139	3462	5702	12305	13434	13567	0	5092	90403	59	19189	22432	2315	22458	1032	10472	5532	0	223486	47704	8809	626	360	5484	8397	1154	2971	0	1884	5664	14738	3090	72	2990	0	4654	3389	1647	86211	0	0	193	14318	0	2587	0	1468	8485	125	1113	3719	0	146	10767	0	1788	496	4275	6184	0	2244	13162	17228
SRR1804291	27707	6229	42093	38111	357633	29687	13832	9247	13198	16409	49233	20276	7893	37552	0	14831	232498	3869	17248	10084	9096	15934	517	77837	120339	2214	604	2170	7115	464	4617	5511	51316	0	3010	16696	4471	25110	6897	0	6921	2529	75	123479	3812	27870	8758	5860	2724	286	60	5253	30661	2589	2920	16587	90889	0	3999	2488	3934	5603	7916	1290	87360	995	50453	82699
SRR1804073	0	0	2290	0	587	5802	0	0	1651	39957	5130	0	1180	19278	0	0	124486	0	499	0	0	0	0	10325	81253	0	0	0	3790	0	9540	0	0	0	1000	811	0	314466	1192	0	774	0	0	2340	0	0	0	24	0	0	0	0	1620	0	0	0	0	0	3191	1798	0	0	196	0	0	0	0	0
SRR061965	18083	3472	12050	12359	38900	17231	42493	7837	27648	11888	78470	7427	10941	37886	8141	33692	305822	1263	8050	40739	10899	2289	3245	34766	166284	629	13479	6552	34957	2086	11984	7937	19517	0	2697	42324	2969	199033	4468	5382	1021	3936	1926	129852	2375	11211	1095	380	3551	1768	206	5577	40823	6443	545	4827	14507	611	23599	4267	318	30393	34828	11080	0	6351	573	56322
SRR059384	2097	0	0	4984	0	26525	10451	0	11980	0	0	94	0	83363	0	1222	206579	153	6509	0	4784	0	294875	7194	5684	0	0	20538	2684	0	0	2839	847	134	202	28054	0	0	0	0	0	0	0	20045	0	885	0	0	0	782	0	0	0	785	19	15348	103642	107	25126	0	0	0	4059	0	920	0	0	0
SRR061287	2415	1981	23437	0	292081	17259	0	0	0	4818	103935	3391	12133	2430	17950	0	254728	0	0	5335	0	0	0	5071	13467	1496	1271	2721	5673	28198	6509	0	2345	0	7284	3937	1412	63337	265	0	1298	33821	0	57448	1707	0	6564	0	481	250	0	0	6866	224	0	188	2265	772	7481	1520	0	67	5999	401	9239	110	0	15639
SRR061444	2778	10387	38300	0	47495	44205	0	932	304	11644	35321	1805	12633	35941	22303	0	290772	0	670	4538	0	1175	26883	63848	9548	6374	5957	2329	8928	6479	7831	0	22980	5390	0	13419	4352	200618	4972	17277	2215	24256	6193	74211	149	0	296	27000	1930	0	10649	0	33976	4025	1989	1514	20499	2202	24846	921	468	5947	8861	2576	4175	73240	14333	20885
SRR1803328	8274	0	2239	6369	1786	35001	0	0	2462	3483	0	0	1854	30817	0	0	286000	0	19269	0	1050	418	2338	230130	29610	0	456	0	13388	0	0	0	0	0	0	6695	2116	23736	360	0	674	0	0	3818	0	0	0	0	79	0	0	0	492	0	866	576	2365	0	0	0	0	0	121	0	0	0	0	0
SRR1804336	0	10632	55105	0	0	67175	0	0	5134	11041	21193	0	2847	6486	0	0	285337	1773	1683	0	0	0	0	16709	9004	12638	944	3609	14257	0	9795	0	0	2021	222	0	0	12384	1529	0	1364	4381	844	4998	0	382	11370	6949	0	405	0	0	3132	0	7516	1157	0	0	4222	0	153	7334	5264	0	0	0	0	342
SRR061223	3951	2263	13441	1186	65403	105928	657	206	925	2434	18436	426	1326	15312	1829	0	279379	0	2692	0	121	1319	0	37444	13577	3647	0	1044	17635	3520	38093	0	7759	1547	7141	5559	1049	38239	1244	0	1275	690	3238	133150	324	2086	545	14370	1574	0	634	0	29451	2165	254	328	18592	469	12282	505	398	4987	6735	312	925	44	1216	0
SRR1031148	2703	8555	7956	672	260456	22086	0	714	1095	1206	19802	255	0	25073	389	110	68153	0	452	12743	116	1566	0	120763	17148	6218	0	0	32789	3931	551	0	1425	0	6810	23578	144	41701	136	0	100	0	48	20980	66	0	196	2908	1116	464	0	0	3375	563	1820	292	0	0	803	0	1936	0	1424	0	34718	0	322	0
SRR1803367	1765	17088	469	114	141752	380	0	0	123378	0	0	0	0	16285	0	0	255393	306	172	7193	0	0	53085	8877	54986	315	43761	2982	12345	3133	0	0	11886	0	0	45645	3190	64601	0	0	0	5825	73	32778	0	0	1565	0	465	0	510	0	3846	145	0	0	0	0	1127	0	0	0	2700	0	1270	0	0	0
SRR059482	7365	2899	346	8365	13892	6006	8247	386	12824	11535	17009	3346	3982	5998	0	9581	250738	1272	3573	0	4828	678	0	17075	26360	126	0	724	7084	0	678	1405	23212	0	0	1202	873	87006	590	0	788	494	0	75386	955	0	1409	25	0	417	0	416	3565	0	798	2174	30337	622	1326	1768	217	783	4030	547	0	0	2179	19648
SRR063519	8030	5037	39161	4739	74115	68820	2966	256	4910	9558	27675	1262	3118	35710	5792	13046	250718	0	5832	739	3361	3107	14867	23135	37445	2358	31469	0	2638	1760	2503	519	52191	0	1330	9257	1328	160703	630	0	1499	1352	1138	233597	1281	0	44	580	750	6661	0	297	26139	5364	1207	1694	41257	492	6427	346	171	8706	32510	592	0	2878	0	5710
SRR1803308	41090	10139	8832	4599	35991	1195	2655	1032	26387	3250	2176	2791	4383	141396	3080	160	245226	0	1897	19260	1430	2253	54637	48048	6307	2041	23792	221	11913	4871	0	434	23791	0	2967	43940	3245	26881	404	1057	615	8399	5027	77053	281	847	0	3340	1153	2613	4744	261	24740	7082	7142	1608	32217	7546	34453	2119	88	2705	3502	8114	0	8037	734	0
SRR061476	0	2272	0	429	23035	4235	0	0	655	0	1602	0	0	1414	0	0	242457	0	324	0	936	0	0	12800	5084	187	0	960	8582	0	0	0	0	0	0	2151	0	6497	0	0	0	0	0	53106	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	86	1006	0	0	0	0	35641	22106
