feature	X1965	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1814	X1812	X1949	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8000	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14851	X14890	X14894	X15316	X15346	X15300	X15286	X15271	X25416	X14963	X63327	X14837	X15350	X4198	X4181	X4262	X29305	X7253	X15091	X15254	X15078	X15124	X15132	X15127	X15126	X15158	X15154	X15120	X15234	X14987	X14995	X14993	X14027	X3813	X5090	X4799	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4820	X4677	X48013	X4868	X25431	X4874	X4768	X4630	X4552	X4581	X4575	X4577	X4617	X4613	X4584	X4557	X4608	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4711	X4705	X4699	X4716	X4721	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X3922	X3958	X6140	X6148	X4080	X5792	X6952	X6939	X5825	X4053	X14546	X14341	X14809	X14807	X63101	X14797	X17130	X17167	X17168	X17248	X17244	X17237	X17234	X16971
01-2020-22	497857.32803671	0	275169.653456292	733570.256383875	0	420603.43033992	0	0	0	1471583.96675107	1768565.48394683	521410.499805296	461987.731181192	770539.759811517	904554.7365119	0	0	0	134072.289839773	2171649.63611957	834110.145478857	0	0	243814.30916805	28675.9550217424	2638.93293281237	119.68332049165	246818.191944333	30982.8088822047	44705.9344050571	511636.081018383	0	0	1174.07651721739	8039.85348006937	0	0	0	0	0	2914.54170605723	43257.9347951652	60298.4796803777	0	0	0	8319.67645473999	0	63105.1378299354	388405.245766526	0	22562.8344335315	0	0	0	1103.27793326458	3630841.32215804	229564.408466977	26630.3816496773	107897.041944078	333940.063699688	0	11263.7175707776	0	3611.57062187832	12753.8591949271	31857.6770981929	3654.55547642109	0	0	0	20379.8780949866	0	312214.169669313	0	227419.379941264	14148.7598668544	0	153591.628003619	41081.7211789015	35284.6656976228	0	1447.15676960678	0	4059.11881329428	0	41826.7919909763	19081.0612155667	2096.14378917418	143.282848475919	16862.7055850454	0	81930.8184391009	0	385918.024085041	61358.7727590995	179239.257880809	0	0	0	0	19756.1762839738	0	30874.08248542	0	88140.8656601043	30597.63087189	2107.10071288117	7775.2016305315	5244.9950945038	122689.731788789	0	2376.80960412995	0	0	201744.77917495	0	248926.978337785	13926.2500315742	28021.910960464	368594.284864017	0	77167.0851474192	33844.2516502973	61426.1999819117	10792.5698513773	26494.6843637678	1180.8192394986	19885.1308476021	13248.6064423116	0	0	0	61891.4478193159	2890.94217807296	2173.68509540821	4005.17703504452	11042.0505757825	19727.5197142786	0	748038.452718802	151039.507620177	26787.9927830008	0	71728.2367873303	0	56425.6285701021	14302.1567987522	10418.3487647696	0	7172.57082664749	0	9001.53424542834	3582.07121189798	7576.29132323552	30739.2280397956	87201.9415824444	0	118.840480206498	16587.0968118005	0	4419.85445533953	0	9804.76103717864	1002.97993933143	856.325729714906	22789.5584702375	0	0	0	757652.731851536	229103.374830999	1030134.56763848	0	560.48878962639
01-2020-24	26067.6740476527	0	0	1619.74971890915	0	24204.3529424414	2770.0709478542	12980.1406045734	15235.3902131981	21521.746265123	0	244327.564742329	0	23382.8530850043	0	0	2113.53534750346	16239.5686103619	4417.49923338859	2796.64237181443	25917.1026452114	3418.85654954987	0	2287.35674590998	0	51229.7053953275	0	0	7196.42732256287	5694.03472614474	525.892765879594	4740.78489157141	63300.881871928	2227.57104199946	616185.785924458	70962.3091137949	4032.21358596522	1748.17826805027	3228.4280111682	26477.3168337063	3484.17796678544	15976.0686560896	75213.736947432	668.714169665842	0	70462.9877718755	77652.7722384483	8961.21273058828	156171.330040934	521023.552438882	1510693.95212037	2590.71383612263	34684.565409423	9934.39113313178	0	0	61205.0608070647	0	108455.695464347	5771.53471269542	12909.2834740128	0	0	2308.39245654517	0	0	26481.7454043663	998915.040934316	0	0	181.571397061586	437928.066859246	0	862.464136042534	0	0	0	0	0	0	320058.337314321	4199.39212838168	0	0	1596.49972294395	0	0	0	28066.0665579952	24451.2457567386	0	50022.919890467	2721139.67063143	226209.175029446	945412.371647724	1644960.46453409	202737.750531241	13608.9976382989	0	203381.000419612	1810.17825729081	109815.266656979	0	0	98591.0543191113	200211.250969689	216527.212423937	400376.001947448	0	4996.53484718865	0	0	311852.195881269	13052.104877799	13254.7119854958	0	0	39631.2788366862	5278.85622676611	0	13294.5691214361	0	0	0	0	0	0	0	0	178189.076219982	5082.8919750594	0	0	1021896.00123192	209336.320814699	0	147512.367257894	5820.24898995584	1573.24972697874	18107.3182862332	6970.57021890089	21541.6748330932	58593.3112603069	41889.8498733059	328039.728786376	52889.312250177	35283.5295911932	5902.17754716656	14829.0688551395	65825.16714815	115428.479968578	2689.24953330849	5552.3204650235	0	23993.9958360896	0	130819.977297543	0	0	0	0	45378.4564107514	13091.9620137394	2202.10676070424	27202.4952792876	8295.81998891747	69286.0951189703	379.749934098317	0	15879.7472442337	0	0	0	3539.53510003592	4383.17781077329
01-2020-27	213341.225972887	842208.590902646	0	4539378.15150944	0	334546.658217761	22265.048828025	32437.0434514368	0	362104.400641545	779347.546070552	3396270.51998492	0	2373259.24448036	0	0	220966.257177964	2606.17053806362	432508.009619093	1074363.93643936	810752.694006715	0	0	0	0	1964.40765100292	79.2952496368241	0	0	60240.0725140977	2472.95451867375	74535.4201186243	0	0	0	307.665568590877	0	0	0	115.242429472184	1828.01982162758	311775.177062055	0	0	5429.08142513456	3395.95122444639	6300.27190114446	1925.28866118209	23551.7464121319	85833.407286879	0	8031.02288321754	447.225207951688	0	2549.0779583251	0	120191.510319517	1168.28334464921	219042.025786777	280872.232373592	78356.3938811241	0	3651.81056327454	0	640.705617065539	4050.40135144897	0	0	0	30.660829859572	47978.9123802544	162025.569487915	0	94403.637867627	10179.3955133779	628367.276222049	0	0	13892.5277363716	146620.088388473	0	0	66237.965196627	14474.0262337083	0	0	16174.1163859218	1844.93614155011	151893.75112432	8059.5691730868	60190.3808243253	1239.12043432477	12562.4820824632	150.132339312387	33813.6089851321	9953.13973441416	25287.7837441808	0	0	46748.2501058908	86615.7870832957	40471.2381446399	0	27724.7910830192	183.964979157432	38939.2539216564	35.9471798353603	4634.014388776	110908.679762033	3703.61679303726	0	9551.37713625425	207965.008047511	0	0	0	720421.660160435	0	1054247.2602415	175495.189226224	3507381.13831603	0	2627.31593796677	0	5221896.68234347	0	0	78987.5840682332	0	142801.229165964	4411.98768979289	0	0	0	0	56922.359269293	180502.419923291	577341.31171575	0	0	0	715.771786721732	0	0	39582.0740787123	0	0	623516.521484265	0	42802.5184839625	130994.695130038	0	2408.46104896914	2837.71266700314	4614.98352886316	0	0	0	7481.24248573556	0	0	27051.3100961037	29184.8809463319	23697.6496714637	0	593.128467283444	15078.7846709385	0	0	0	346293.985133958	5831.90129328962	70124.4896988266	0	255.859338828152
01-2020-28	270311.286296988	462013.488448226	168563.198017892	22050.525049343	276890.161175657	147166.325129241	0	0	164939.169731724	1372779.65595941	178991.985298736	7957520.4627664	1256510.04257259	643720.318466206	5633940.91506095	72384.5649740645	181623.535250203	88189.3942158466	135091.407353005	187733.700588161	505782.771251528	2155.78153213053	5227.80550980966	0	0	13613.7533165257	0	628843.025875773	8367.59472229054	4790.15503504839	0	2983.08210700184	0	0	552.004308489219	360286.576805006	0	0	0	0	611.298888940746	3069.20042622906	0	28766.342173341	0	0	19242.5031322457	0	0	674713.03095793	0	63178.3754711024	2322.37106768482	0	0	0	0	0	26789.8561582901	96660.0485660648	12120.0945994372	0	1054.59646660217	0	3776.50006447228	0	0	8274.41752443814	0	0	0	7277.70386256246	0	291918.513768669	8644.30276439767	71105.4961671816	0	0	148093.86178059	10807.1431751534	38254.8868213104	0	7726.64854312403	687.53477809271	89745.1710648367	0	90.3536464023274	23744.6559193866	23514.5364762057	30910.8294996712	538084.19984036	0	49870.9774869096	0	388873.623461267	157346.639882478	403462.913803793	33505.6732822881	0	0	2234.84097273257	17575.1960009777	1572.71815769051	0	0	534834.292121327	0	1699.77797294378	0	0	21000.1639099159	0	455197.43524775	67978.412936226	0	0	21890.9943924139	55158.0775771708	0	30166.8236925771	1720947.5499407	549169.462833346	913665.95485041	5936569.15947974	573.180944364764	7853.7083583773	465884.577486276	804.712163270728	0	183845.670241411	0	0	0	160074.190583248	16663.1888826042	0	0	0	246326.628504345	127200.992825777	0	0	684116.869062397	27042.5640130716	123795.789776989	335123.086281957	0	13238.220973666	0	0	0	0	0	0	0	0	0	0	0	0	38644.5369214204	10281.9626054399	0	0	0	0	0	0	0	0	0	0	0	0	4778.8608292481
01-2020-29	0	0	0	878576.904547272	0	0	0	1140179.47828545	0	702986.561089996	668604.230341277	1766544.08612997	0	0	443998.730653794	0	1146114.89808332	201782.30548421	614057.977698446	2042364.47500266	813169.136471578	0	4800.22697467446	87190.7646710968	0	139007.092313365	1577.5142945838	0	108161.552175423	91444.7691576203	4935.00143642475	0	1790.06608888602	4906.50287182557	254499.900231927	1587.01381611686	740.368959482876	11591.1974306208	33872.3251864134	837.739055196742	3053.50245278302	26713.8419911568	201.864832577528	153.773504816411	821.114892513887	3536.19689068164	273085.714111359	6820.06274064137	90335.7000186355	232485.946519252	498379.929109989	11738.4400143833	410.260586209035	0	650.123504918804	1469.45723714524	849567.146945594	52239.6500705852	49411.7612542124	793490.283895748	38249.8234528667	0	34731.4381650596	327.139772794759	2588.61961775889	6228.12380511256	0	362011.922622527	298949.348925307	0	133.587021558658	384719.935127211	20598.5250042493	53777.3851187493	0	143981.872996209	331.295813465473	124693.094523331	3486.91812272889	12732.3274547797	69607.1503134025	0	9256.6900138713	47.4976076653008	4581.14425931826	0	6431.76979797754	85045.6539649126	16342.1456373425	0	0	22839.2246458599	113039.556482649	16744.0941422101	335521.319387397	98866.2703553235	135938.153138091	2999.47392406374	0	65847.7146666939	3009.56716569262	106984.205225419	186.428110086305	3388.36058682339	1911.77870852836	57729.7797965982	15648.0868453333	47961.8967802291	28690.9299102249	2346.38181866586	4001.67344580159	0	267455.466442734	0	3681.65831415663	17355.0321208051	0	0	11586.4476698543	8749.0593319484	16912.1169293262	0	1850.62553865928	0	135562.922037535	0	11018.2575381581	9575.51770532463	20842.5439636298	59053.7756102684	2194.98319423271	358.013217777204	31691.5912744803	50695.977821463	10046.9314614027	0	18284.7977908533	4304.47069466788	3653.15974955745	0	45386.932724674	8652.28295633035	242157.053160003	0	27664.3878645586	0	9634.88971490626	4665.45251292417	47849.089962024	19390.3046092632	0	423.322428316993	0	11733.0965335209	28527.6568838755	0	0	4019.48504867608	31.4671650782618	47345.021600676	0	24081.2870863075	2969.19419917711	22387.9973730395	0	0	0	0	0	0	53352.2815301449	10797.3936625145	0	0	0
01-2020-41	0	922496.736848521	289935.568711096	865613.76706933	0	587916.044662345	0	262076.241469582	1147446.26291824	3058047.54969906	3863554.16638871	5075382.75290587	0	1290952.88673416	901693.50127264	0	484473.500158826	0	0	0	1481203.61069602	212941.333687076	0	0	120112.009493023	1024070.9614582	0	0	0	121852.96673173	0	0	6361.11276792391	2358.7162588928	27985.687041098	2936.361056989	5373.30004895733	81.2312997322776	34017.8631878838	0	0	16587.2308342206	25853.6161370138	2097.97381530771	1076.06400756462	0	107812.989000225	0	163859.57724884	280400.4181203	131070.212112463	17107.7128658386	3630.33709914624	32821.4565140492	0	0	258174.130515776	0	0	0	210054.112552147	7908.51888504619	43601.1508451881	2242.38501483176	12678.0998915488	0	0	260477.689719295	0	1890.38271599189	1941.52834915666	151602.676689236	201720.382912947	209163.576821749	1432.07772861349	14552.4369187047	33338.9299790103	1179.3581294464	31034.3679199391	151928.604743718	0	0	0	2604.41586919414	31322.1874634349	25954.9045477911	277.790987973344	13616.7726884551	33782.192133105	0	52342.0398386021	0	9381.71369130194	0	466060.069363958	201055.489681805	152305.678431364	16801.8419224022	0	0	3068.73798988604	345803.64867141	0	4976.16925026619	0	147615.323013489	0	0	194035.500816053	1556.43181709253	138536.471698967	195480.615666845	133127.068850128	8144.18993982502	353.00515439212	0	26544.5836125143	11255.0478629056	0	1838.23422727488	54220.388287967	167.476877225807	0	30979.2108645653	17768.5946747715	0	49654.3869585711	1206.43522935716	0	83034.4340152237	17027.4844216585	25992.0102032243	0	82787.7315493702	7227.57996506821	0	0	9480.99639097473	36816.8330342145	34660.6935968763	31832.6409395303	112633.715639893	820213.493363405	0	54403.9108540288	0	0	86542.4227369954	0	16147.980102335	58264.9047301926	383.09082095963	0	0	0	0	193893.095327633	7506.3738085938	5293.0716047773	0	892.541441502804	0	0	12898.7281130439	0	0	12461.4830922627	154.439755046553	1014.88981887735	0	80744.9147894362	0	0	16206.1457243655	12488.5601921735
01-2020-42	341758.785841818	663157.162189391	0	406365.611080586	0	472380.557546239	11254.3824374306	18677.8987300411	0	3096956.18466845	0	0	0	0	114023.410400299	0	259928.061736358	0	330174.430134428	26924.5836346087	670346.873892324	0	0	0	54999.662306722	0	1798.97191830675	0	26184.3494808768	0	0	0	0	109552.890189382	83287.3708132208	76439.1020393625	14589.4063958413	32032.1110672118	49615.980773859	0	0	0	0	0	0	3758.51906424068	741760.500675838	13243.9271533608	1290825.43451023	517972.452533243	219382.816760494	2460.68302116603	8477.84264983304	8241.39121574466	0	168.515760861495	735719.519447468	73685.5015699975	425227.024356487	66969.5750167111	6803.27241886383	1887.20006535465	0	0	940.51204753065	193.219642034908	0	317858.663088011	12395.17237876	0	0	2010182.1618062	123954.370632011	12001.6748429263	0	0	7881.42037578921	1462.82267805424	2884.17812699596	13062.1771704421	63948.6432617909	10537.0876019311	30838.3842376537	0	164260.517329375	9975.07430523596	3427.66351281105	369568.297791317	241543.962735986	0	0	41761.9111236546	55901.3539695516	0	99158.7321856681	116665.843404384	331592.256457488	0	0	43793.8053501678	3392.37225399189	312395.576222805	213.512115855926	0	8865.16421537333	223308.087022655	45351.0321455633	56660.1160341636	0	0	0	45381.9119970301	37884.2840608992	0	0	1349.89064983292	0	0	0	1190.19770367622	1003.15403193466	0	0	30313.4267627186	1757.50468919424	15771.6635662832	40135.8663735617	0	43162.0918173048	220851.815408841	0	14974.0811169702	79859.7073004098	165969.496537693	20478.6352112889	0	0	77891.337339771	47729.6629899748	42794.1804441151	0	0	459366.023575202	0	455498.101608622	48036.6969417015	2971.52399257339	29640.2460007431	29619.9535269221	0	0	638.771784626821	54523.2303126633	9214.54767768303	5141.93640995181	0	0	1986.89787151878	32999.0915588568	204414.911613817	680.239013739335	9731.56461938374	126855.312106946	8728.41058744908	14898.204910509	1025.21106869664	8702.82442480519	0	4402.58453769038	0	0	0	3899.68409951733	112235.908141108	4512.86972150026
01-2020-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22538.2366349969	0	0	351010.933566635	0	21409.4101270167	10847.8895468215	22315.1352307648	0	391445.56567992	48504.5761902464	1848.07879625076	0	10135.2970019608	80672.801795977	0	1582569.81092022	0	32444.604957242	0	0	243806.546493493	19674.5469687345	0	202735.076416635	0	0	0	0	0	35985.0910475368	126154.686946049	0	0	0	36333.895108631	0	137174.064885676	7306.57098860043	0	0	0	0	0	0	0	0	0	57670.0480581387	48486.2618958691	681159.388433793	420010.870100888	252947.044323598	0	0	0	0	852.447156468821	0	0	0	0	0	0	8664.32617629637	0	0	0	0	4613.537247217	0	0	3423.94058062135	0	0	0	0	0	1045052.76315898	0	0	0	0	0	68.2623699516048	108389.821400107	0	305610.630273335	0	0	0	0	0	0	0	42639.0071819658	6477817.53424822	0	0	793372.735019117	0	0	411643.734974259	0	16991.5028424659	0	0	0	0	0	650.157450392723	0	0	0	0	0	0	0	0	106802.305064769	0	0	0	0	0	0	0	0	0	0	24496.2011975112	0	0	21565.9140971497	0	0	0	0	159280.250666955	1776.4865545942	0	0	0	0	0	527937.00686608	0	0	5835.60016293597	23.3091019346943
01-2020-44	0	0	558646.798541396	213197.670208559	0	268037.78504268	120794.065309074	0	2036.91703383802	1844848.39535351	2538210.4932697	1129766.2624133	811377.969815198	96435.4899458697	188490.227668287	0	315707.803237616	0	0	448715.936745945	600850.699962002	0	2412.33422438116	0	25264.9928232567	199250.417129625	0	0	0	37608.0940880025	42431.7005362258	0	2768.63540522196	0	17609.5619377399	3268.30665883029	0	197.001099987983	2351.26919338758	0	0	13996.1051037285	44655.5296649311	2166.48109959831	0	0	19759.5820289834	0	178830.801765642	92538.4789679403	172751.910680298	17226.1797431541	3961.26201054004	0	0	2653.40834673842	876418.599826595	544.806276516633	182416.115585369	14233.4622241992	32353.8464212071	15.9300080852817	19844.0110718354	211.869107534246	8499.7213140368	0	0	85146.9552163696	321398.002125679	0	0	139963.175038363	233484.535505165	76461.3838080045	5848.96796864592	41951.1452923198	3443.00574749888	1907.88396834724	6511.12530472413	6903.53450389157	39251.0089218645	43169.2599105743	0	1470.3397462715	16292.6812693566	0	607.995308588251	20039.4191710148	78786.6339881861	0	30.2670153620352	199.125101066021	382344.089058888	11385.1767785508	408032.820097213	302666.967618735	208925.773040356	0	0	69923.1774895354	0	66806.2059075153	7012.389559141	251.694127747451	0	114628.090179531	16882.091568512	45540.1761139338	3979.84701997287	1536.71477996017	33185.9238435283	0	116335.787046273	21728.5310283242	0	16449.8573491314	0	4286.23417547979	19061.3166745785	560.205284332406	40245.0414263861	4195.96412966319	2209.49212142857	0	5697.63289183575	0	0	1407.15071419988	49105.3119234198	37658.5391136059	30827.7516466371	0	0	76402.442778089	67995.6465112163	0	0	4270.83516766402	0	75029.2760811377	99239.7023691488	0	469.4042382463	0	24056.9672101229	9490.0368166718	398973.424499114	206384.405750484	1246.25763253854	0	1733.71587994816	0	0	0	0	0	0	583.03829592131	9331.79873635801	24749.9225618326	2678.36535940536	0	5208.05064334809	7472.23579253613	0	999.342507216671	9062.58159971675	0	0	0	55516.0781772067	0	2967.22950601847	0	0
01-2020-46	525271.024357629	1703949.27236847	0	262823.01733537	0	0	0	6585.70742847464	0	0	0	5846740.83432043	1148393.42392375	0	3323671.44771672	0	0	0	1975558.71554872	0	0	487903.768655405	0	0	2446478.46449723	37593.1391071969	4638.285451623	0	0	0	0	0	0	0	105618.036166851	10738.2339072681	0	0	27472.2467387618	5834.59028087139	0	43188.6877264953	6170.12582418029	3732.55878896565	2521.99918173355	0	12915.9253746258	2804.90169864105	303943.665732843	72896.7415659331	531902.785684205	27656.4623311667	5242.46873385569	0	0	2879.46515270969	859453.460279458	0	160233.573229366	0	612951.067214054	0	46500.1823042498	457.249416862125	2610.8174137859	9161.43615799294	0	0	779947.984336	0	0	329784.288653162	0	140390.92227604	41243.4587924104	205616.400243969	0	417485.165415871	20945.7514649888	0	0	0	0	0	0	0	0	32571.0711713971	234961.505505514	15671.4836110156	41100.9110125733	0	0	0	169442.159806843	195996.618147731	79090.9908605474	0	10013.4332728655	23426.0828341545	0	194917.641106502	0	14662.6839383222	0	0	80268.6548262786	0	0	59213.2512229536	82087.7838012768	0	0	2589.98350750202	0	26565.4235547211	0	33902.248130799	18717.6200139964	15932.4557002558	289937.798103155	3432.11192992435	1167.79527328097	37607.3938851806	45340.0626806523	0	0	7672.36011938679	4457.3594233682	74455.9949730744	0	34236.6871527246	0	488163.644223262	246153.699265494	0	171293.087901959	213807.414977686	426.546818127978	13037.6392481791	49712.9899575016	14546.4526716857	472159.914633088	0	92886.3263846299	0	0	3705.14575438159	1853.12113788247	0	0	0	5872.96852928907	24940.378864578	27926.2065914739	13219.6617978172	0	0	0	46220.5693514924	478.083323146011	22680.4482934681	0	1144.76832423036	0	3868.52744050259	25704.6542687816	0	300.446859041301	0	49322.6283450246	170329.245605984	0	0	0
01-2020-49	626767.915331201	74646.5319770282	201373.911749675	71773.7227185785	62632.9659871475	0	0	0	99596.6836189067	444010.022232016	0	1190783.015223	183060.199926507	283773.093369369	192862.811842014	183861.581338578	109739.167115426	385902.714665713	3307.48712258627	384317.83981952	1648643.69878016	263221.595504905	31135.8144162989	136533.569283744	802114.819166528	14349.7359098903	3874.53602353806	136079.214643865	5416.47972265616	72787.9710682304	59901.471754487	52021.8174683905	19018.4981543198	271.897264809688	2618.79997158805	171651.247591269	2024.91910371426	29989.1950298317	294470.104182277	130594.760605006	0	0	0	0	0	0	72863.100575612	73914.9136789548	1061316.98602652	1644220.00183362	0	7310.81658734997	0	56874.8258856844	1024.98113642073	8588.01821283758	789707.717661791	121774.198678844	4581.11115248429	390907.770895566	63550.6192558802	1940.84560735863	0	2581.23521789724	534.850540645373	3069.5770158778	431350.700238212	962403.623165224	7711.5072933853	48.2975404596157	0	1751225.88591859	319275.363202776	63328.8083293249	1491.85736086368	0	91.2286875348296	3565.07400503756	10423.324750303	39857.9924637465	0	337920.002617983	0	0	609.980048026998	0	4420.11935095223	274782.595652701	33300.2597480076	0	0	31087.5168758393	494185.800376172	8582.65181945318	1054297.74347972	453209.809290675	36892.1657199672	0	0	217426.583160216	6103.37807585958	336413.834874761	1380.95189758605	0	17895.133139185	296604.139951474	21123.9131588	286155.772032044	0	0	0	43430.2216599633	343136.136987621	0	14278.1839980982	0	0	0	0	0	0	0	0	2717.18385030208	0	2854.92128050173	16104.5465465896	0	2490.00653036241	8765.10919452284	0	22250.8557695244	164043.490569982	251061.348095851	7375.21330796279	0	0	261230.663559292	2454.2305744664	10968.9080777172	204137.604342642	88252.1280042814	413418.002345336	165834.077162577	261402.388147593	168098.695170795	99142.3289790273	89289.6307252657	189253.017892107	0	0	0	6573.83189589213	0	15684.1790648115	0	117642.075772855	6060.44692878436	1536.5773057337	0	0	21322.4697140229	0	445.410650905344	0	3060.63302690379	708.36392674103	0	0	5167.83682917888	0	0	0	31604.4794385366	2584.81281348684
01-2020-50	0	1227200.17518542	155246.703369837	39256.6729718736	0	681963.875599514	138434.19095878	0	432417.638043069	2511302.91460174	21473.9988802002	2192774.64875182	446152.989642684	907376.54873487	1116270.20374911	0	177908.267108383	56390.7609166549	366297.17907646	469251.171429836	698783.634783161	342632.843180638	268357.953356036	74807.5276100385	0	1217064.65787037	0	0	81189.2167229639	76833.0005492154	0	0	13366.6720440494	757.287735756659	480069.697061585	68342.5006123168	2943.09551850883	0	42197.0509506608	0	6725.91081099664	45499.7675589967	0	0	3372.46679452397	0	58655.3773513339	915.810886184189	39254.8612787259	948508.324114658	0	51137.7566347735	3802.74391711298	20551.8470679989	0	15541.6096679151	549235.612209551	15816.987026372	9671.72386922709	922599.300408783	15834.1981112756	4800.08099494562	14338.6454178136	3352.5381698988	1059.84049142977	14566.9187544292	16444.7387020651	164013.486511766	177036.842704318	1171.25962001598	0	1173167.33290055	153533.747498645	202576.281008054	10001.4520221164	10201.644114942	903.129034149987	7239.52581838184	17452.0400922103	78311.3421577738	116586.077443571	167721.116538623	0	72.4677259097281	9853.79903057528	20418.6876216398	2399.58757418587	1376.88679228483	47055.1061263342	0	0	18632.358177965	277605.741028691	85837.1154934991	515119.618544399	225463.400543494	159669.952190052	44718.9278123194	0	195323.167491064	4708.59049098458	64639.3998183297	6747.65112876956	1332.50031016513	4890.66565233278	43495.1290910188	51353.348119355	80875.7938084043	0	0	481.00453072582	85245.5976807609	133072.485088034	0	2957.58906369078	3877.92918274433	4153.30654120129	293.494289934399	0	0	19284.5677111525	0	0	11189.9227270359	198059.72999073	149.464684688814	24112.7299498882	0	2429.48051112364	32355.0279255459	7127.20084322176	4967.66261111186	56464.1344891385	210754.263876967	59779.5329495086	0	46632.98162291	15765.3537716614	16110.4813163064	4693.19109922877	16614.132011379	49963.7794750359	728378.54819812	0	117558.050817335	14288.8238562506	2043.58987065433	10488.7974788593	0	244948.160347472	1916.77135031231	615.069823658817	320.669687150547	0	0	22648.8818865117	187932.365294846	0	673.0440043866	0	0	107255.857732693	23897.1384653067	24638.1209627337	0	782.651439825064	22986.7626585658	7395.33142908775	2549.95810544856	2268.23982097449	39229.4975746574	113055.087498619	0	37090.7938137466	6494.01408808551
01-2020-52	199952.370966274	164422.852486499	147421.720077794	929648.143691771	788448.386283483	68935.1231043315	0	54682.8017487093	0	2069077.59148558	3875702.04295559	6402762.98489903	3512333.53011627	81473.5810253384	913373.807238147	5824.18920760372	41961.4171430623	51455.1893063	0	338146.728884635	0	3972.82383554081	0	0	0	40090.4086370783	54018.6182830024	617603.456700657	0	9706.16354875948	0	0	0	0	99448.2762590075	0	0	2618.67529085555	4040.34710839457	0	0	0	0	9579.71087414245	0	0	13731.7783067132	0	0	13794.3907960867	0	0	0	0	0	0	1185108.32803144	953960.205006732	501419.23034088	338695.508938555	18420.3488345038	0	0	0	0	31032.4685077148	0	471.435214106203	0	0	0	225682.421011164	0	24547.7789220144	2780.73114570456	83064.6748729468	0	0	368.308761020471	29869.8405187602	0	0	0	0	97253.1560433254	0	0	85425.5340310881	0	0	2785.64192918483	155.917375498666	17002.360104575	0	1418541.19307034	34714.3284220495	171327.414059763	0	0	69478.9923747717	1442.54264733018	395922.096530046	17107.9419494009	0	15240.6165310271	228757.799165685	55540.961161887	51537.4449295945	0	0	81754.723379584	0	47187.7184619428	7263.04876732369	634.718764825279	0	480.029085196681	0	11450.7193801264	6519.06507006234	5231.21210236076	10636.7570182712	0	0	0	0	0	23706.8072510177	331595.74372195	92244.156893447	197889.841904559	0	21770.73086392	147619.379112875	190749.562724242	0	1482521.33564308	0	703.4697335491	53665.0418724228	779337.655231707	1525662.56851728	225551.057553066	0	100362.909682208	0	28802.9728076709	25342.0981499485	0	0	0	0	11442.125509036	0	0	0	25593.7758033125	9123.00801047707	38097.8582399575	0	0	17614.9803437391	0	15290.9520616999	0	0	0	0	0	0	136940.880435021	0	39119.3012038543	112838.755113842	0
01-2020-56	633106.071863691	106051.472268259	0	1849270.67093477	97219.439877517	171402.378603922	0	0	0	801501.828329966	290192.064255182	3008014.92053262	0	1439346.55646117	75277.3594067677	0	217348.880442216	565641.713332675	0	23900.2820967348	421854.769339389	55026.4240270409	174473.528755997	0	2425.23111655498	2164369.27097704	0	152820.227122098	2434.17559380255	25291.7871999636	1477.7554195447	0	0	0	3983.48683132779	325700.361145564	0	0	0	0	323.91785460837	25727.5110201666	0	0	0	2625.20407216133	5085597.84545019	0	53058.0001413439	2634262.91093942	0	2556.84271034063	23889.4209457913	0	2379.86983908517	0	2189497.50202162	36126.7436029288	91155.7231948976	80957.1024589737	58530.7424343918	0	0	0	0	13632.0222165262	1868.11796227786	336.056788015785	118628.685060804	0	0	279661.220078634	10018.4534085086	932502.003206621	2963.81642510499	242037.554319201	0	36051.9933287884	54376.6716441282	187423.854028012	0	0	147220.98436512	0	43711.6603088668	0	5956.38295564859	19183.3481311064	488.751792456417	0	0	2678.23204441477	32030.1730235425	7190.72081581303	169018.036526213	12353.6008613559	49560.7095375446	0	0	574168.355714535	21694.8295639772	0	45397.0553788015	0	3785.43054941735	274894.452596912	28861.2725129754	0	0	262.58429633933	0	121432.139786685	59436.6902013241	0	3781.59720202553	0	0	0	0	354655.550669639	708118.930300424	0	0	114519.97554801	178753.461118959	7226.49872480331	36717.0791012683	0	35932.5206684102	50673.6580636349	6388.27342845975	0	44730.6918238577	60205.915244615	78459.0377419742	0	155888.182818014	77051.5603579461	31111.4474319708	25381.2319724393	171273.322575064	0	480337.594931383	0	90592.8600195327	22831.4170656503	1266.2824217629	54721.0340181596	3009.1777025748	657.419077696278	0	0	7087.22043623403	43964.6612367266	36626.3565463287	0	0	0	0	0	0	21666.7183497705	0	0	6708.35793567631	0	136.722723641403	0	0	0	98397.5553092681	26527.402842592	0	0	0
