feature	X1965	X1877	X1867	X1871	X1862	X1861	X1858	X1855	X1844	X1836	X1830	X1814	X1812	X1949	X1934	X1786	X1790	X2295	X2301	X2303	X2318	X2290	X2325	X2328	X9226	X10068	X9712	X9286	X9262	X15452	X7967	X7962	X7985	X8000	X8007	X8002	X8053	X8028	X8071	X8059	X4046	X4037	X4041	X6744	X6747	X6754	X6602	X6846	X4348	X14874	X4285	X14853	X4121	X14851	X14890	X14894	X15316	X15346	X15300	X15286	X15271	X25416	X14963	X63327	X14837	X15350	X4198	X4181	X4262	X29305	X7253	X15091	X15254	X15078	X15124	X15132	X15127	X15126	X15158	X15154	X15120	X15234	X14987	X14995	X14993	X14027	X3813	X5090	X4799	X4791	X4862	X4815	X4811	X4831	X4837	X4826	X4820	X4677	X48013	X4868	X25431	X4874	X4768	X4630	X4552	X4581	X4575	X4577	X4617	X4613	X4584	X4557	X4608	X4606	X25493	X4724	X4725	X4763	X4762	X4761	X4758	X4760	X4753	X4749	X4742	X4711	X4705	X4699	X4716	X4721	X4652	X4644	X4670	X4532	X4540	X4529	X5075	X5082	X4936	X4940	X4951	X4925	X4933	X4938	X4964	X4959	X4910	X4914	X4993	X4988	X4987	X3922	X3958	X6140	X6148	X4080	X5792	X6952	X6939	X5825	X4053	X14546	X14341	X14809	X14807	X63101	X14797	X17130	X17167	X17168	X17248	X17244	X17237	X17234	X16971
01-2020-58	439787.039509596	185944.427036654	0	5463.76092872803	0	0	0	0	0	37581.090750397	616323.582754372	5980040.62123982	1544835.05192689	331413.51489096	1178309.06994808	926.91616448127	30112.1642413626	28841.5954852879	1752.94349473329	7109.51003709273	327040.614482335	4224.71993335	17028.1435522562	5851.55238529672	10832.9385753661	249056.698399192	0	962523.617412057	124064.891117355	0	0	0	0	0	0	211633.246452278	0	0	0	1737.17961438496	0	0	0	0	0	3717.12298613407	63868.937619257	0	8067.95396227064	71624.7667506309	0	53215.7072798617	0	0	0	0	172693.309215856	0	25468.1250907473	169899.949618133	6586.14920952848	0	0	0	1825.45734433556	17844.7125542993	0	4483.24757106247	0	0	0	115848.75667981	123122.211072526	65224.6313292126	2575.81804891564	386423.15175446	0	75.6666256719404	0	1746.63794259396	21552.3772122244	15984.5746731974	0	0	18941.8786265424	0	0	2645.17912244825	0	0	0	649.471870350822	96229.0311982902	1122.38828080045	687604.69691341	410472.527613859	114697.993414383	501.291395076605	0	143621.561077482	0	133857.413589732	7932.38459127508	0	18503.6427528591	370498.479826586	226580.557798556	432765.807202454	0	0	0	0	500222.603988989	0	1049.87443119817	0	0	0	0	0	0	0	0	1435143.66691114	0	20483.5861246082	649597.981393608	0	8175.14834863922	41332.8942732974	0	0	0	75351.348064974	1034.11055084985	0	0	0	0	6623.98252236445	9436.2587765049	0	71448.2112907297	14909.4780334419	68929.143211068	90894.5340884184	59659.9815662553	15492.7416063298	542.277483982239	0	0	0	0	0	5230.45549957288	0	0	0	0	0	46866.0162755581	294005.826824394	0	0	0	0	0	0	0	0	51866.3191220455	1375414.32427135	82196.0249122149	0	0
02-2020-49	0	762126.006275581	728189.990026643	1802449.2426137	0	445249.19486561	384914.489275118	3238.87589635918	0	4138864.19246674	0	4888090.21874368	0	308248.44602207	1765595.4618787	0	0	0	549588.193777152	0	1176345.84466096	0	0	0	0	129524.49788163	410.874542280994	0	69046.3563585851	116479.231164209	60282.8835761504	38793.4047003638	12314.2061579576	0	34357.070115465	85552.5933195447	3662.70594222561	27576.7147747153	2261.66076877196	4102.26767101722	0	197938.810743869	412289.468351146	0	0	0	26465.3176457075	0	554812.037901422	2852155.03972701	0	11060.29848951	205.437271140497	26836.400284119	460.84577039625	0	165409.392027064	0	0	0	47593.8932073283	311.857479163727	27718.2999210419	0	235.049850764352	0	0	4217.01641705966	0	170.272332837169	2329.21446603888	87673.5943351034	0	270385.061400518	31707.6696322432	753118.229711249	0	53141.624921235	14019.705665669	37761.5913790951	0	0	0	6831.25196197814	0	629.267317006927	0	0	41023.6021032854	234727.813960943	2605304.57598255	0	4966.5848387885	0	272407.045352959	4279.0177556471	152353.020592283	0	62.9267317006927	0	369.231852184947	0	0	43320.4278103607	0	0	0	0	48243.5191728267	12817.6200115632	0	0	840736.300459558	0	0	18449.5624987752	0	205963.819821933	0	0	12241.1001020112	371698.024831746	9669.43264030203	0	34602.299290475	0	0	90708.8837465485	0	9735.13555134246	139.734360100068	0	0	10299.6253504222	14952.5019238205	0	0	37759.7405928686	322.036803409427	13033.2366069494	0	6998.74811547557	103.644028683494	202.66109180076	77226.8314796751	0	3529.44933391826	3907.93511723567	0	3164.84444729955	380799.266100515	2215.39111310968	0	2726.20811162119	0	370038.794979697	0	764.374711540767	3093.58917757964	54161.4081320315	0	26915.9840918581	0	99077.2136696274	7179.19977255844	0	32720.0496981337	767.150890880504	5958.60625618765	0	173018.899597281	0	0	47633.6851111979	1299.25193099666
01.2020.030	0	262793.563800615	427880.245141891	1027402.67313306	0	281823.452020783	652561.895822115	199175.837990035	0	766840.010431649	0	7295889.01339328	0	0	1023659.80831225	0	193001.757457176	68727.1204559953	187406.668476509	723432.108231961	0	34382.7684785443	0	0	25549.7172628672	0	11127.0651381083	0	122737.976957447	21856.2450863213	300120.682684386	1600458.8759067	6840.8812304079	0	161620.964135497	91549.266141235	0	0	14850.7217083705	0	0	662679.155788627	78597.4172011927	0	1591.54075958146	6078.03928012575	19644.5522376615	0	40694.0508010225	145650.675823835	104833.143412155	0	0	0	0	0	668716.034531867	15693.1406966317	4708.76541972722	112678.341742575	29695.9553451562	0	0	0	0	0	0	12213.7033118915	189692.450291563	0	52010.4544088052	44980.234708723	21606.5378292145	5578.62476591226	0	108112.266184052	0	166675.478065065	22127.9046297671	5400.26243940744	3855.37028829647	23713.9573177638	37030.7630181928	0	0	0	0	0	18061.2435854572	0	0	2033.33052215494	37203.6372731129	0	176334.484054249	67168.5081259224	18944.8231106042	22322.7311710262	12114.9180233658	0	10427.336011051	52564.7496388663	0	20204.3355393074	0	0	0	15267.8151488125	96776.6543257224	0	0	8553.15956485416	129126.092282112	2867.51740303901	0	304502.907844819	197872.420988654	1899092.29119162	229983.127831106	1145980.69182925	2418192.51817966	28708.1024598987	715987.539127229	0	7880102.46569875	0	0	118783.821380625	20643.3812660885	48300.518017505	0	0	0	17076.1347359921	19178.0661529566	0	0	26202.7977814541	0	1841.24801668821	5611.55319542084	0	28123.6228361214	4684.06909759578	21348.5984647306	0	0	0	9181.5437613096	7875.38272413585	733889.628636728	0	0	22138.8807729366	8001.60837058542	0	79148.9683954615	1363.78578881377	0	0	0	0	0	647.592447002112	0	0	0	0	0	0	84296.7795419698	0	50616.4842262752	0	2812.63668719138
01.2020.090	225508.755898512	0	37569.9827131982	159181.494092277	7831.17790138251	9902.08185399583	0	0	0	79129.8301657581	32194.9932207291	880408.220213382	8043.49134297044	899524.569768753	364607.976023848	95121.8483730335	64237.3649578887	93704.8426878028	0	10859.1881354034	234345.878956044	7748.42314140254	12190.0474721304	5123.33362400538	0	3320.3651647698	0	22169.4575444681	903.519182732048	77626.6781320237	0	215548.338721907	21081.435946043	10011.9693221659	253161.73376821	5857.95169825373	1040.53935909231	1252.1744829755	11187.4939045043	3182.66667070478	0	890.631146341726	0	1114.47598891048	0	0	14307.0770286669	0	80573.2902414742	90119.933618179	0	16711.0349743144	0	0	0	148.55157734108	436165.067333734	103873.503399767	896208.952827917	1311586.97409947	9242.75704497514	0	0	0	0	0	0	1475.34100783949	0	3762.62830826927	3693.43990238439	137274.545499548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5784.69338614032	0	0	0	5454.35266392523	25755.7232495014	202081.69732943	0	2532090.12512231	0	63710.312101295	2160.44188964082	279.466894358561	671662.729752451	13281.4606590792	755141.93304109	0	0	34286.9250221898	980939.652281827	500711.745164991	167971.813228181	8310.74851864344	0	0	0	0	0	0	435.479966451933	0	0	0	17360.1850177637	153.299801274357	0	0	10530.8823663026	0	0	68986.9455265747	0	0	3023.9403277924	0	0	23146.9133570183	903801.362897226	170672.874328511	0	122.775504560436	0	0	0	2893.70332847967	980.169083369227	1392369.86451171	417.843706128335	61880.889251574	4257.80023273954	0	0	8220.53226391118	491.780335946498	0	0	22807.0761869367	0	170539.924058379	0	131786.95526809	0	0	161644.465678238	0	305614.006923706	1950.8417188719	3413.29469032107	15083.75080061	2215.38562372588	21061.7647326052	1564.87894486699	3485.87468472973	0	1088761.64304097	4177271.03314887	0	0	5299.69622724136
01.2020.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5995166.72403954	0	0	0	0	0	0	0	0	0	0	753.824213705596	13.418139814933	0	0	0	313329.047147703	0	11402.3223488896	0	57133.7512222507	11396.1293612827	0	0	0	2980.89136811743	0	95601.4937424613	455.528643973623	7476.31226098703	0	0	905.552410074453	0	0	13479.3815812678	0	0	5.84893273984259	0	0	0	394555.584489967	0	0	0	63.3060955371198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2099.76685360349	0	0	0	0	0	0	0	0	0	0	0	0	159226.872196203	0	0	0	0	0	0	0	0	0	0	0	9047.26678393534	0	0	1736.7889688662	0	0	0	0	222005.875677003	0	13896.0320252649	0	1485.62891592002	0	0	53789.8819693959	89893.279443242	214569.129725727	24582.7202506914	210558.826195397	855869.511053028	0	2044.37402000851	0	426844.789707701	0	0	394075.627950432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91697.1591111828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.795422935546	211279.277086999	0	0	0	8.94542654328867
01.2020.141	0	550476.159545972	21155.3486755797	340717.434197464	0	1223120.97878214	0	0	203990.868857687	4642637.42753176	94519.3432983818	3440359.58743884	47537.9845513153	25699.342019879	342563.933259636	0	186828.239893353	16249.1917471057	24743.0874330928	0	375563.636789084	25344.314663964	702.91848357045	0	131158.523240225	0	934.845902007401	0	102208.629248099	0	0	1484.33547799648	14058.369671409	1516.44850516468	72363.1386093935	33233.4150049501	0	0	29374.4995735722	5357.52336589356	355.027355915024	0	0	0	274.744787994541	104763.398965035	36432.2293223151	0	6135.37224618979	131481.437568972	571169.437441743	0	0	0	0	0	1082874.46885332	0	103796.44003586	26050.8012616642	5564.47398542191	0	1841.14689097641	0	0	2155.14093439874	0	24912.5728542583	0	0	0	71194.5812318842	0	29989.9992609626	520.944662950689	5075.64234963942	5858.84340113035	0	4622.49185515491	72004.5431393487	33989.8552004676	0	0	622.635915649967	32059.5054562462	5753.58403430127	0	0	211407.194076475	14920.0692337555	5359.30742295846	24163.2688870004	142000.23802362	0	1763326.32180549	103345.07359844	1069008.77734492	0	0	99925.0362050277	417.469353186511	665585.305430361	23078.5621915415	0	14318.8420028843	305983.627200934	40062.7854493859	121647.715027245	0	0	2064.15402408886	133897.050834846	139652.418926212	0	330.05055700643	0	1771.56866544532	0	5630.4840968232	10429.5976014032	46959.9500622878	0	1853.6352904307	101666.27590037	0	3243.41574398751	30416.3888994736	0	82881.9390640416	96738.710287117	0	0	0	570976.759278734	477219.208347064	10401.0526883648	0	50474.54248014	29679.5733316701	0	82120.1466973295	1043593.10039836	0	1010307.94773852	306470.674779651	121374.754296316	0	421708.272772713	56467.1901611379	8807.88972940942	42589.0102532837	0	7023.8326645098	0	0	0	124118.634062131	0	0	0	8377.93197676861	2240.77567351392	23217.7186426036	22306.0654824399	6064.00996359381	0	23613.7793110114	0	0	0	954.470529721297	0	12950.4702341063	0	0
01.2020.64	0	477282.396607197	0	400966.51982192	0	335363.897707278	0	0	906874.707525958	2902839.87927268	0	4091331.35656478	0	326057.818646423	256523.988909416	0	65517.7473738031	102931.643645825	144199.011796267	139499.172175097	407436.037450656	43271.0466117211	0	39799.9076780097	448812.076998246	10334.8878353122	0	0	44730.5748653841	52425.6202940711	0	46.8000907424529	1046.25965575077	337.91251959805	695891.966240211	179483.107328569	4266.74047633312	0	57073.1072713598	2994.41258563999	305.39042264143	2618.42541594639	0	0	7482.46196565353	75974.7913781718	95955.2572376912	7313.5057058545	131987.360999995	432773.130645494	176113.500795112	1676.07782608141	8269.33806762833	648.062273501424	0	5145.63031603885	611482.05342212	109549.493765558	202838.732274684	626468.394344105	23453.1912369848	3497.31525565211	0	1142.23950286665	683.757257966007	0	119191.105680381	461051.490560213	139565.802812764	952.659474265863	0	224538.903163519	0	7723.60141625871	3282.35212698763	0	1462.7011411709	0	111.844284655692	32940.1248857939	0	162466.118401487	0	0	3019.7956857037	13065.9507577913	6782.04704827072	215750.004766462	4027.18746948192	334.739632090087	0	31947.0110958015	80252.6369607828	0	146865.030524833	48981.4509041774	458389.437941032	11943.5418018494	4261.98114507118	190106.727927106	2478.02514371903	771877.86272466	0	1850.58663901937	0	0	39554.0088961426	69199.883326794	23565.8287435175	8444.64010244328	0	213030.840172138	41768.6843767007	0	0	0	2922.22939483384	303.803978887448	0	4825.16867773459	6402.88699106915	0	0	32929.019779516	8837.28493155369	0	15900.1325242791	5171.80663797954	3666.27151545114	19142.8235574172	78625.7388910748	166472.682102167	162036.985366035	302752.166678559	35491.9196640731	0	160794.799906667	179734.558663575	9260.86541386674	8010.74773572935	7809.26937897371	97799.4981016947	529071.059734045	0	301314.848637451	10646.6240329695	3992.28570689433	36413.6434851363	3919.30929421118	671.065707934155	1581.68442271951	0	0	3374.36586471855	7258.77339634214	0	0	227.654678696339	0	0	0	16600.5474416619	9797.08340271247	6540.11437578854	7850.51691657722	4386.51697975872	16574.3711197212	299.044647625504	0	0	129047.680723867	0	0	0	980.422239960538
GBM.BM.257	0	232081.369558999	101786.244218649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3794.93252326686	0	0	0	0	0	115256.056838878	424.915224612891	0	0	0	24888.3103630158	0	2678.43113997367	0	0	0	0	6227.20587794755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2851.32767964375	0	0	0	0	0	2904.07577649224	0	0	0	0	1236.64982611476	152081.554563691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.044982491649	0	0	0	0	0	0	0	147266.825501353	5573.71556699117	5113444.46524066	398059.117192444	0	0	268624.078875708	0	0	0	0	7953.24082482336	0	0	0	0	528.946193397427	0	0	0	0	0	0	1243.97595067705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434.45518929662	0	0	0	0	0	0	0	0	0	0	2071.82802621596	58389.2127614611	0	0	986.0963660844	0
GBM.BM.260	2592.87600846682	0	20262.095883423	518607.599987885	0	261348.942335646	0	0	0	1054561.44935221	1190146.28703353	2937428.83336857	1074268.72444194	388317.858567511	188484.16550888	51681.3544428728	83942.9686598954	65671.3429961701	7351.37551639108	211318.888466694	144629.024086487	34406.9887824039	0	12062.2900292361	109034.43532051	0	13441.2424398303	0	82989.243864903	27455.5297140192	0	0	1413.37559852389	0	15755.6956047484	68410.0113299861	0	0	1420.46272545058	696.563332223807	0	700.613119039062	0	43244.6360599934	0	0	16612.2255161747	0	329101.875754857	633546.624485036	225556.926462425	63775.0303199271	0	48781.7070831504	0	15016.6095109644	845747.354030752	0	45262.4423406941	440870.929622368	3767.31418489068	302.721564440288	0	326.007838628003	154.904345683492	0	266317.01831126	31817.1501140485	0	0	2611.10004913546	191709.82070723	27316.8245155967	55795.9378471715	2163.59860604982	15123.9288615686	2686.02110521767	20776.4188089604	4556.01016716153	10907.0883401847	17852.4727283465	326.007838628003	19693.1008358798	0	248.04944243435	282292.414850736	0	14241.0753358431	366019.732362719	51761.337732474	0	1953.00969165658	187288.465951676	0	962383.239203495	68855.4878796641	309504.95735584	8196.7685140755	0	254272.952322693	7764.45377154706	40053.4040495727	32548.136634202	1024.59606425944	32295.0249582485	251532.259095469	22615.022023086	21420.3349125859	0	0	0	52401.2040492843	134304.092600995	0	0	50083.7135442548	0	140973.079039016	0	5769.93376503412	59110.6883554575	0	0	581239.577979207	58870.7384866537	17285.5025742108	77336.7539175112	14212.7268281363	34953.7100024632	156771.297405324	0	14749.3235811576	4025.48809436316	122312.673841026	0	6849.2019512995	0	171034.646568651	87229.3706604746	51463.6784015528	669406.474287413	79927.6050325704	209763.770329636	1470699.31844711	115360.202325938	36007.6670211333	433391.985821296	21098.3768607731	41056.7387330521	3211.48094449697	35399.1865521413	0	3407.89560503682	973.973729068754	504.198458499209	44871.637913022	121109.887156895	1960.09681858327	0	0	0	0	0	14764.5102817148	0	448.513889789457	6365.25242687656	1072.18105933868	0	0	0	0	0	0	4600.55782212933
GBM.BM.265	0	0	0	563265.266130075	1457420.55462835	609533.000436557	1940.00674138478	0	0	1358720.33420116	210621.491698553	6615323.13483394	1018455.99004217	762629.488318264	727027.036170914	0	345699.215985952	65061.549613647	31953.0522110434	0	823635.092465241	0	0	0	0	1725334.05913804	19488.0334057979	293452.171686109	0	3480.60033013152	0	0	0	0	0	266242.150662642	0	0	1141.18043610869	0	0	23998.0735876691	0	0	0	0	19402.4448730897	94922.4376918245	1136.42551762491	45568.7612893653	0	73413.5639304175	7415.29537546462	0	706.105394842255	1552.4808849562	846927.060658068	38269.9614167535	11233.494917945	46686.1671330551	9029.59020071005	0	109.363125127083	0	11502.1478122789	66252.6566938354	5216.14557671349	3851.48397186684	0	0	0	117712.761984612	0	79792.2870764167	7386.7658645619	31553.6390584054	0	4357.88279039008	182959.753419126	44166.0603366484	53538.004668191	0	104427.519740913	1072.23411809379	84768.309269699	0	0	102789.450323249	125584.52953452	15458.239990789	20132.3248603509	4343.61803493872	144599.448551181	0	350872.567296311	0	375360.39748781	7184.68182900099	0	0	0	0	0	12911.9811427215	126457.057076295	0	163718.975774486	0	125722.42217055	0	6875.61212755488	803.581223759873	11155.0387629625	4393.54467901847	0	16297.4831031773	36396.5235341417	0	0	1238.65626502631	54710.0920744443	0	130710.331660041	111189.013824857	0	0	2567.65598124456	0	706.105394842255	415751.052548333	0	0	0	72847.7286308469	98153.4048015572	0	0	20526.9830945051	0	25455.4561029496	80926.3351347997	1061000.62317585	15653.1916486243	0	63673.1134163814	0	0	91261.1504593091	29392.5286075246	0	20828.9204182256	0	17260.354096144	228464.323308961	97387.8629256676	0	0	0	40100.6050330112	349.486508558288	117567.736970856	0	0	7027.76951903604	0	0	3787.29257233573	0	0	0	361.373804767753	0	0	0	630.026699101675
GBM.BM.270	649851.046812138	0	71175.3920418786	105634.621380974	0	297308.390754295	0	0	0	1818915.59493304	529870.758080153	0	0	179345.003511937	393586.522153337	0	102948.324070947	0	128347.340394772	441846.395974291	259514.85726365	0	0	0	444487.538773356	0	0	0	10006.0811922598	0	11853.4552196805	137.840086093992	0	15999.74838414	50922.4055988959	537.101025124864	4578.82584840961	0	27590.9905664807	0	0	21031.7037109735	0	952.205652212518	0	0	998.944531980021	238.447505254549	43978.9093080118	153488.896787674	0	6950.62595050968	5365.46496042877	175668.475698361	3205.17809388673	0	358790.614443035	0	0	0	141825.565824675	3234.48891679177	0	1143.91427769956	0	0	0	226159.932982113	0	0	0	181808.697004767	28646.9723754651	35806.7350083243	819.910856938399	22581.2164029266	25095.6096975377	5284.66215133919	1947.18926217834	36991.8428749715	16058.37002995	19382.3757842626	0	0	12911.0213974706	0	474.518457300581	0	26552.4368143587	2421.70771947892	36725.6689156176	6830.21392127814	79202.5965958465	29977.8421722347	191203.211838035	438626.16637675	39362.0586082659	16156.6008959021	3766.04465109676	0	1756.27282109414	216066.711505541	0	18117.2572929287	0	0	0	0	95647.552614382	4511.49017416829	0	113915.32494385	290822.777048252	0	0	0	9114.08155466308	0	30274.1191388965	8496.17772044863	58055.2339620585	80352.8483487688	0	0	20547.6790408388	0	6890.41993589391	13341.969712615	0	10729.3455520519	0	5331.40103110669	0	0	0	0	0	3583.84223844379	31975.7312361947	29120.6986483629	23752.0649503227	576826.696374033	666687.341925676	18022.195164588	56245.0926015713	0	0	5109.58939831176	0	34197.0163017554	43174.8421391301	0	9939.53770242135	0	0	0	78940.3835585068	0	0	0	0	32527.0915805707	17817.0194042527	4382.36411650553	5784.53050953062	0	2156.32594452785	0	0	0	67953.5780755323	0	0	1920.25499248182	172.696199818909
GBM.BM.279	0	0	0	6382430.08480696	0	0	0	5210038.86897789	1439500.71970817	983999.801403389	0	7774565.57964275	0	0	0	0	107202.789545092	93409.1744910715	189867.253954322	726530.620931829	0	28180.5574861105	0	0	223537.336173661	92999.0805679943	0	0	272355.963825091	54618.5274206647	0	292860.659978953	745.398680851648	0	82804.0708511287	194224.969319301	0	0	17125.4723682622	0	1391.07847463284	917.413761048182	14502.8656383092	0	6917.99779051278	101248.325500898	4504.80072340778	17248.8744910119	11635.9476350337	227523.598684303	242735.7149069	31215.7511113174	14014.243091664	0	0	3846.65606874278	319405.827717108	0	0	0	116462.934695672	558.425767594545	4737.89362193497	0	426.298242226193	0	6841.96213912156	5138.01565630517	82831.4935450731	314.114494271932	44.8734991817045	162213.960083597	0	99497.0125467228	19132.3149705551	146838.554183421	7645.9456661271	5281.36155646895	19416.5137987059	73416.7841195338	28302.7131227718	4597.04069394795	0	0	0	0	254.283162029659	0	115587.901461629	52702.6783028236	664726.10121165	0	35681.9107659854	0	1430962.29000276	540512.516018427	169095.809777547	0	0	33211.3753388149	8777.75503437676	243870.017247327	0	2576.48674468287	0	170448.24718344	47699.2831440635	166419.604145793	10745.9565679299	1986.89882487881	59048.5389787697	0	140688.391823351	2643.79699345543	0	0	7662.14998527605	15311.8351096683	3257.06814893872	5980.64025205051	157357.650283266	0	162911.99229309	0	3963.82576105057	3682.11990507653	59717.9020082301	20935.9803404419	0	175942.757861022	0	0	0	194731.042671184	287857.264820193	0	0	4088.47436988864	9768.7114746394	19189.6533306206	67216.7623159283	0	1921902.05428628	0	241006.838702316	16625.6314468215	52029.575815098	1202.85907528736	4898.69032733608	0	204724.121641732	0	39192.0155908654	10322.1512978804	466.185797054375	0	336131.178051	0	0	0	0	0	1900.89128478054	30843.0517708916	0	0	38512.6806726979	190.712371522244	0	0	52025.8363568329	440.009589198381	0	0	0
GBM.BM.281	0	2179765.96183256	646276.291497892	460107.170715527	45959.6739160249	727841.170637165	108845.436781696	0	4154603.32712231	186005.425531401	1249642.10516362	2883582.62218283	479353.267812922	0	2118481.43614904	72527.4131474325	115223.599014699	5860.28998450026	65512.3275743157	466957.072899035	294605.319436651	0	0	0	0	0	0	80868.4302533553	971.754535266296	75467.9751101985	0	0	0	0	332021.589391016	0	0	0	21186.6298906374	0	1187.53463880935	33014.3558420869	0	66052.5219024959	5360.27539973843	59339.5284743393	2336.37767284546	0	9602.95867698837	78773.13104102	0	0	281.25820392853	0	0	0	640421.954067972	0	0	0	65690.9042117306	0	12382.8016660809	0	2443.52365529442	8406.49520630828	0	885.442493849075	0	0	15484.0826025204	0	66826.3539979606	146391.174798187	3507.54278655844	51306.5560679572	0	3498.61395468769	18515.421022639	24703.1015090666	31041.0839986519	0	130704.70533993	0	0	0	0	0	119790.696516587	65318.8695504495	154434.564175085	0	358827.430805644	0	1501067.59367334	40510.110197579	17877.0095438806	0	5986.78176933585	0	0	168507.891342027	0	48339.207609579	0	0	26944.2383086241	0	86606.6928689554	24494.7620987492	29078.2291257326	0	497508.559283441	141962.474190296	0	81116.9494070911	25411.4555041459	14403.69394616	71613.6960193261	24679.2912907446	76744.7980677154	64690.8750422069	43666.4522638881	0	49126.4329528498	0	0	72576.5217227216	59730.908938007	201584.749007209	0	0	0	182346.09260304	0	15312.9466583311	5509.08926425088	0	0	232671.96530386	242536.83638239	0	0	305907.732446372	616.089399081541	41586.034438004	0	0	0	153690.494852523	0	0	11928.919379318	492.573891536208	0	9311.28350254397	97072.771960116	0	0	0	0	0	0	14171.5443175206	4564.12122459683	0	8309.76619437518	1733.68152157004	2523.88314213114	0	126656.968225191	0	92258.6434431382	0	2382.50997084432
GBM.BM.282	4530.93169466867	0	0	611756.978273006	0	19824.2761551171	0	44829.0799467909	0	24508.3268932308	3948.61533247623	35034.1011373229	0	0	44877.7996424325	0	0	67.2795796955409	9119.86302700591	0	8159.38902721439	0	0	0	0	11804.0862583073	2366.38521687765	39650.872295741	0	0	375628.853396725	0	0	0	13228.5573594474	0	0	0	0	0	0	1528870.4489435	0	13741.2741564375	17798.9288077307	0	0	0	798.07501431952	106457.174947906	6008.76246246383	0	0	0	0	0	14715862.9480521	15766.621503824	0	1163215.21324026	0	0	0	0	0	0	545.196594084556	1793.34879671218	0	0	14636.7885620403	559.116507125012	0	61897.2133198976	0	3438.21852099281	0	2036.94727492017	10525.774244092	291443.539313549	0	0	0	0	2623.9036081261	28338.6229648632	0	0	424397.268733965	0	0	2250.38594154051	267204.330739101	0	2992.7813036982	26334.1554870374	146108.047243647	0	0	87045.8562129895	17759.4890541161	1482034.58153337	485020.810010661	1443.03098519402	0	15156.4653155506	0	0	300994.91964481	0	0	0	7140.91538975431	0	0	0	1855355.04935089	1222400.36350278	38920.076861117	1136983.13711552	3409810.29846275	6340.52038992804	378955.712613394	384089.840539816	2436778.21712324	0	0	0	180.958869525938	286100.612691521	0	0	0	0	2145.98659373708	0	0	247577.253352057	0	0	0	0	2999.74126021843	0	215598.573127114	0	0	0	0	4523.97173814844	16520.6167935154	0	0	248755.805989482	0	77028.1587948741	8400.66751991564	13562.6352724183	8066.58960694468	0	2162.22649228428	846.794709961118	0	0	0	0	0	0	2185.42634735171	0	4225992.7996624	15386.1438807182	0	0	10423.6948817954
GBM.BM.284	0	464929.963748425	4151287.48926254	784644.222302987	0	2145268.26213075	0	8469227.78320959	443430.01157501	1305751.48044001	0	0	0	3125822.12927842	786133.180684351	0	93407.7559243772	0	0	0	0	0	0	0	0	0	29011.931430779	0	0	0	0	0	0	0	2678.82468612303	3235.82949545443	0	619.857492096428	966.630914248276	611.188156542632	0	10559.2507045238	0	55123.9701188132	0	0	5177.76065950478	4948.02326732918	0	47694.3495492098	0	767.236196510964	4063.75104084197	0	0	0	1493082.81775422	0	0	0	11114.0881799667	0	0	0	2349.38993507877	22603.1251226351	0	0	238981.071209835	671.873505419206	0	11296.1442265964	0	16714.4789477191	0	97679.5710185103	0	0	73.6893522072677	0	0	0	2323.38192841738	0	0	0	0	412976.803108413	455421.869979799	30175.7897288761	21996.2716338694	0	0	0	2129325.35404732	0	0	0	0	0	0	29254.6728262853	0	4843.99124068363	24928.674384941	0	76485.212923367	0	115542.736927107	741.228189849575	622245.894041499	202032.363079555	68227.6708083761	33093.0211427285	0	4713.95120737668	12262.7751408447	1996.11451126158	146498.766855825	10747.8087528188	111407.463867947	2082.80786679954	111996.978685605	0	5962.33552712334	0	0	46833.9179954955	21519.4581784106	32802.5984016764	24174.4421917607	0	0	200265.985960469	526790.007592538	0	641424.631620385	0	59677.5386184446	313903.63639963	0	0	0	821.41954372219	195675.572784734	0	0	1554323.00410623	0	1783.71579019357	0	0	0	2451.25462783588	0	0	0	0	5110.57330896286	74939.9038609028	5279.62535226189	0	0	5086.73263618992	0	0	2897.72540885638	0	0	977.467583690522	10554.9160367469	0	65889.1175427396	0	0
