Gene,B cell-like,Endothelial,Ly-like,Myeloid,Pericyte/vSMC,T11,T16,T9,T17,T18,T10,T1,T13,T3,T14,T15,T2,T4,T12,T5,T6,T7,T8
A1BG,1,0.180589793,0.125659806,0.294540112,0.230190321,0.790973325,0.213086631,0.191541597,0.138421466,0.463286656,0.132411443,0.199822837,0.252084016,0.210592409,0.105183233,0.53362857,0.082631664,0.366873557,0.383770387,0.121517035,0.217099618,0.192870784,0.130568759
A2M,0.07063306,1,0.509969895,0.306223806,0.379624601,0.060729276,0.096919214,0.048659222,0.194575136,0.053514872,0.045682864,0.035612794,0.043318538,0.038889864,0.062285892,0.033734849,0.036628736,0.032283714,0.127165089,0.058726796,0.078544888,0.056652251,0.04770536
AAAS,0.621281312,0.614669759,0.334046549,0.486309931,0.577652005,0.922662711,0.388089209,0.494105797,0.848537237,0.289973189,0.7186529,0.481751031,0.863888767,0.612316009,0.755480286,0.793196401,0.806017865,0.588405076,0.715298289,0.552739462,0.619861803,0.792713321,1
AAK1,0.538612135,0.579362311,0.574210041,0.642128599,0.551756,0.861369684,0.567796207,1,0.400865712,0.910751027,0.844449552,0.500503115,0.450582936,0.805626786,0.55532522,0.750722886,0.462584448,0.353519644,0.348695991,0.475245156,0.371758344,0.641938186,0.639672407
AAMP,0.518990882,0.829372793,0.538531157,0.530493281,0.735954681,0.142976552,0.460547635,0.365469149,0.591934249,1,0.555189792,0.923482991,0.472412092,0.648361525,0.721020749,0.708798145,0.585251889,0.665437133,0.493100143,0.775538835,0.605570803,0.500831979,0.703819694
AARS1,0.54666244,0.47639541,0.674635296,0.499724701,0.507565899,0.648435864,0.535985073,0.497529944,0.645285244,0.636842381,0.427440598,0.518060691,0.71697914,0.730516812,0.537643152,0.823495008,0.741256243,0.522625709,0.804546145,0.777266071,0.805839605,1,0.695546249
AASS,0.526666512,0.171761055,0.487828275,0.362625121,0.481473859,0.640665737,0.582789777,0.977217958,0.657659442,0.158576316,1,0.956268279,0.521082761,0.744622246,0.649247924,0.805571508,0.944729025,0.534258265,0.423328746,0.74679531,0.62744278,0.5784486,0.707113258
AATK,0.099683746,0.176758295,0.123523421,0.13194002,0.151025378,0.51223768,1,0.23282572,0.239735495,0.632770551,0.346166545,0.77105731,0.549211723,0.381958986,0.328812902,0.967229544,0.213247483,0.312818234,0.641118763,0.373154174,0.447816011,0.327181945,0.303768503
ABAT,0.219392451,0.136825642,0.274692776,0.269253142,0.214767291,0.154494743,0.413920883,0.236183688,0.35807306,0.598593864,0.674419506,0.446678153,1,0.645747048,0.853186492,0.376637021,0.350921521,0.539503525,0.653958298,0.859237383,0.628547735,0.730116947,0.540622463
ABCA1,0.155596005,0.475314599,0.856627075,0.465293894,0.678177561,0.253994735,0.222339091,0.705493526,0.345737746,1,0.554931027,0.928007742,0.31429698,0.733137517,0.462744605,0.509277659,0.424751357,0.34941445,0.386496083,0.385491475,0.415017806,0.460491026,0.372081142
ABCA2,0.164959539,0.090239175,0.088917787,0.096866675,0.114879309,0.253811871,0.721683261,0.234154783,0.208421177,0.401321216,0.246683128,0.486860294,0.328690115,0.172185412,0.247162533,1,0.143371349,0.354888201,0.469005154,0.277233228,0.226592443,0.143611888,0.119933147
ABCA5,0.188151221,0.409184917,0.119236023,0.625444612,0.525070984,0.511571767,0.831442377,0.582555298,0.305785741,0.763488103,0.337267087,0.737426642,0.494166206,0.949190142,0.489301395,0.898825777,0.451759043,0.894163557,1,0.854902946,0.803521456,0.714112627,0.5981309
ABCB1,0.017044143,1,0.744809448,0.050368004,0.190106194,0.148342617,0.139102609,0.056237503,0.082946524,0.11486064,0.024886759,0.067601384,0.131899238,0.114572332,0.122227718,0.080634334,0.072580215,0.094176257,0.091355139,0.085626072,0.097673131,0.095062792,0.086412867
ABCB10,0.551638995,0.41334607,0.605932736,0.412452351,0.594762322,0.677566123,0.501142459,0.585293406,1,0.47449006,0.39800452,0.756330406,0.62613695,0.655581262,0.643911305,0.499704195,0.617246367,0.47572917,0.492328789,0.568246057,0.559628315,0.688325667,0.929186564
ABCB7,0.652162985,0.336852629,0.107068182,0.280823716,0.394624742,0.473758029,1,0.150534214,0.453208876,0.303737568,0.816251569,0.785036407,0.4770276,0.675914063,0.438172444,0.731191369,0.580770369,0.945563729,0.694255944,0.478365764,0.560023658,0.807918839,0.631961028
ABCB8,0.833119462,0.281945799,0.310786866,0.611116231,0.423882986,0.931095378,0.491659406,0.708362794,0.833736147,0.67593833,1,0.827787627,0.702700785,0.73534344,0.679668944,0.64195438,0.825716495,0.638303174,0.525256269,0.613384295,0.56721617,0.636089107,0.669433398
ABCB9,0.1250806,0.416932873,0.251646518,0.38816449,0.257207878,0.443527563,0.33066187,0.642463611,0.357049569,0.719709485,0.306855905,0.413067553,0.594016012,0.564724065,0.280017287,1,0.415717031,0.741698405,0.150022733,0.364337063,0.408601295,0.508287545,0.345110242
ABCC1,0.490526263,0.273365282,0.368992746,0.405339355,0.155237958,0.429256741,0.583351469,0.846276613,0.534980096,0.24316647,1,0.177977373,0.591088497,0.623575332,0.30209031,0.954691277,0.492260343,0.630520878,0.435457157,0.340136282,0.736649294,0.492251015,0.977293966
ABCC3,0.697802691,0.439739861,0.727205479,0.655198913,0.310091564,0.552294164,0.269569991,0.605331275,0.689016734,0.78678944,1,0.65412404,0.627623837,0.331990332,0.483728801,0.403406404,0.654476208,0.606238251,0.441421699,0.575942022,0.526167314,0.465894985,0.513342726
ABCC4,1,0.583232063,0.24809378,0.797492334,0.189224813,0.386546037,0.424340514,0.561236269,0.848031215,0.565132152,0.505420349,0.69597658,0.56612113,0.659975043,0.571103826,0.634784965,0.380888447,0.63432873,0.582866318,0.436885314,0.77254735,0.556397098,0.775798265
ABCC8,0.144968583,0.184437834,0.192661986,0.260204588,0.349503387,0.254016387,0.295130391,0.625947997,0.384062151,0.333389815,0.446219699,0.457117478,0.876089357,0.571441493,1,0.451482833,0.313165949,0.63427346,0.64462531,0.446015648,0.894080498,0.634044038,0.360920097
ABCC9,0.285608822,0.227895329,0.376567535,0.310179817,0.951240594,1,0.763656423,0.446954596,0.301554446,0.294385672,0.185668835,0.545879773,0.545986877,0.557113999,0.392306214,0.511885181,0.329912051,0.349663367,0.68931116,0.400036199,0.540323229,0.532106632,0.32123319
ABCD1,0.615825591,1,0.669631188,0.623203896,0.521318017,0.640036032,0.752204336,0.366480291,0.669039749,0.758092388,0.349451246,0.666850068,0.592021959,0.667052729,0.500485675,0.86591433,0.417970742,0.798008868,0.700251294,0.669993211,0.60184664,0.499001202,0.421414659
ABCE1,0.457038813,0.315244631,0.567053769,0.575276888,0.487742064,0.544229715,0.361391906,0.882629138,0.322871568,0.374574972,0.41046664,0.636277451,0.592420363,0.744791466,0.686024797,0.724853262,0.619799133,0.987297212,0.504430667,0.478188292,0.545908208,0.568080954,1
ABCG1,0.279136565,1,0.611957829,0.459233185,0.394734368,0.369862498,0.403395138,0.333673468,0.249963074,0.287655669,0.239180853,0.338558524,0.471390297,0.427102364,0.722375095,0.609614538,0.211469893,0.398379691,0.270007919,0.645622053,0.340835918,0.545913317,0.269676117
ABHD12,0.167790026,0.097077431,0.310637521,0.894772644,0.207892443,0.464675925,0.848658302,0.522586107,0.29523618,0.377053634,0.517508095,1,0.540723299,0.555320701,0.566399939,0.970406217,0.5406988,0.279206756,0.423827207,0.440698165,0.502272245,0.494763357,0.488424184
ABHD2,0.457637839,0.522976972,0.451885029,0.41253943,0.437521255,0.471588016,0.496746076,0.148694375,0.461074197,0.430784968,0.578039757,0.351770686,0.52354711,0.428454988,1,0.260797953,0.581701702,0.355340886,0.448961674,0.65227213,0.513550956,0.501101167,0.400691553
ABHD3,0.273472252,0.138115503,0.363268631,0.528224793,0.695161308,0.638668759,0.433787387,0.416986157,0.581678563,1,0.26959109,0.431227794,0.454955508,0.596833782,0.313670437,0.140942035,0.372359298,0.529291407,0.50197703,0.428549052,0.544037361,0.436656987,0.366055286
ABHD5,0.465337566,1,0.565705874,0.495040097,0.643903924,0.852177476,0.406958683,0.527343383,0.726371617,0.883625479,0.673668197,0.506337388,0.558983596,0.545023527,0.63646589,0.748091119,0.520454038,0.570070858,0.627302154,0.455740657,0.848759834,0.594494366,0.843709281
ABHD6,0.238475884,0.357054205,0.387455111,0.368907257,0.458853041,0.62898463,0.74102302,0.440706054,0.347404782,0.475507352,0.416415218,0.869316994,0.60302561,0.893508575,0.820485332,1,0.57457037,0.949263223,0.466219205,0.392486124,0.544370329,0.768232829,0.670695806
ABI1,0.598105993,0.681601626,0.645292879,0.975623626,0.58080126,0.992152453,0.869954402,0.85555573,0.955690125,1,0.823141567,0.897047529,0.794692419,0.828473746,0.774478676,0.814921496,0.502437807,0.650796021,0.909393806,0.851782731,0.600752566,0.727584252,0.874157794
ABI2,0.302254064,1,0.708227019,0.409439302,0.54841118,0.234478164,0.454415652,0.550364215,0.727996099,0.698666891,0.861360432,0.917977322,0.36015226,0.791500289,0.500253326,0.536942128,0.963140485,0.696134763,0.742667699,0.907792527,0.726396007,0.642373561,0.779262462
ABI3BP,1,0.112130304,0.212490336,0.205568328,0.117530305,0.968923509,0.177657271,0.202358989,0.330814619,0.095023645,0.148825467,0.207506924,0.211969654,0.249867363,0.192733813,0.106592249,0.118598892,0.218238278,0.243660894,0.185894081,0.401110085,0.229385222,0.295869928
ABL1,0.825925157,0.528161053,0.622121846,0.443210816,0.701775527,0.253532835,0.422303061,0.48605844,0.686931496,0.606214556,0.506991689,0.253294933,0.415221143,0.359756075,0.716652746,1,0.522309047,0.743990627,0.435952869,0.722622413,0.842267184,0.553852636,0.561889611
ABL2,0.788089532,0.759998383,0.49175691,0.613570323,0.42923427,0.553233965,0.748449778,0.598255038,0.634966904,0.724015808,0.477206636,0.485608591,0.663274437,0.585429559,0.460793391,1,0.685384142,0.687811757,0.875040516,0.745113404,0.48480721,0.46954012,0.63566047
ABLIM1,0.069522674,1,0.92910629,0.165219945,0.336180766,0.188370358,0.385460086,0.197982308,0.276487517,0.244108518,0.435305938,0.164989273,0.290714355,0.206084323,0.413035216,0.120433116,0.202830805,0.196026317,0.493108315,0.4656932,0.382783536,0.253442419,0.162089519
ABR,0.907731443,0.832706873,0.375920059,0.94664752,0.499892252,0.258149827,0.609835628,0.669688911,0.829728916,0.736813911,0.740930231,0.435345953,0.685166294,0.619993876,0.604505202,0.186788047,0.815525805,0.93911725,1,0.976413455,0.812443743,0.794931467,0.557207736
ABRAXAS1,0.340947799,0.453773532,0.38929613,0.433916762,0.486737044,0.186654103,0.234627088,0.488699732,0.429700511,0.24708181,0.420882675,0.951767116,0.738222141,0.535178468,0.722069677,0.554538248,0.50983832,1,0.440576587,0.318253793,0.315462839,0.467291327,0.49786688
ABRAXAS2,0.31889481,0.287976187,0.444087553,0.515194872,0.474372535,0.504505336,0.482515551,0.928097286,0.747189336,0.333663593,0.347260281,0.946350818,0.716542109,0.749881962,0.664147145,0.148772144,0.281080391,1,0.603519285,0.722391818,0.6557757,0.908329979,0.778893939
ACAA1,0.468245574,0.311600309,0.962328419,0.775959955,0.578359732,0.512002687,0.19410171,0.350171713,0.606291447,0.793289246,0.88568498,0.704032475,0.655865171,1,0.681395568,0.817583946,0.828901418,0.90129772,0.338798967,0.724093496,0.640982235,0.613454405,0.997579108
ACAA2,0.235470836,0.581079873,0.413272049,0.551412802,0.729696897,0.544689419,0.973640346,1,0.417896073,0.224713895,0.397152705,0.506644993,0.711542734,0.592422832,0.446859404,0.570680246,0.437740593,0.611219567,0.516151353,0.650596829,0.47207867,0.799998152,0.988742902
ACACA,1,0.28392776,0.303469948,0.411175326,0.392572696,0.569325297,0.548144674,0.753303408,0.795278615,0.838364944,0.83841689,0.82843202,0.767165523,0.912944944,0.688181598,0.359877107,0.44131972,0.877079898,0.551939449,0.768719965,0.745518916,0.68550977,0.650868894
ACACB,0.468227473,0.465098976,0.139210327,0.440255422,0.516485749,1,0.232615818,0.60439003,0.634398155,0.546351397,0.456004319,0.448656248,0.550765096,0.572343268,0.315219561,0.517884576,0.353522505,0.383645745,0.378136024,0.402652033,0.395267225,0.301638208,0.594571038
ACAD9,0.701502281,0.897090028,0.564751919,0.568672013,0.462516689,0.811056967,0.671982917,0.805561295,0.685394307,0.828356652,1,0.869101846,0.730991449,0.453261696,0.560582794,0.324891208,0.620229074,0.497367294,0.33576385,0.307830823,0.741908599,0.632685313,0.771338925
ACADM,0.573999008,1,0.330951582,0.56981251,0.384188439,0.536821125,0.560237326,0.750438041,0.977909793,0.65620449,0.453513,0.851819838,0.531558046,0.89965669,0.468557063,0.888949625,0.78445142,0.920875043,0.478948247,0.60327652,0.496991082,0.457680713,0.968739797
ACADS,0.623319983,0.263909094,0.042181974,0.412834007,0.226437404,1,0.321619707,0.473680629,0.519126725,0.284581355,0.281478049,0.474438617,0.499652311,0.439866555,0.381380538,0.738946578,0.331622349,0.733519776,0.370790019,0.409858009,0.279247329,0.474026186,0.699378868
ACADVL,0.385934941,0.431937444,0.247160198,0.292430052,0.273145623,0.170957023,0.147995006,0.103244114,0.448097177,0.061743824,1,0.208586497,0.198177297,0.17555401,0.151025355,0.12905116,0.352432703,0.185051671,0.236109301,0.187419688,0.16616196,0.151263425,0.201916919
ACAP2,0.567416214,1,0.536116336,0.543049913,0.501471064,0.471298977,0.592518101,0.354219374,0.391796363,0.430330504,0.479824552,0.486998534,0.55183298,0.58194114,0.501902667,0.221470964,0.389017135,0.284809376,0.547586092,0.481593718,0.381244718,0.499529898,0.429049435
ACAP3,0.177142928,0.151399371,0.150616922,0.151004317,0.207577775,0.27007711,0.274792827,0.345093453,0.571402566,0.173854543,1,0.274913735,0.418081839,0.267793729,0.307055367,0.377329603,0.656597235,0.410092804,0.170919861,0.152398732,0.241958361,0.239342208,0.237454689
ACAT1,0.379498398,0.928327051,0.569325142,0.324391714,0.550898463,0.200779282,0.481534943,0.99229468,0.702079443,0.289418757,0.88229627,0.638456368,0.729604783,0.592182474,0.668100835,0.610718674,0.615775406,0.523477742,0.75332779,0.67054649,0.675238174,0.922006551,1
ACAT2,0.272072178,0.520601388,0.121855389,0.361368227,0.351258597,0.388810464,0.377018013,0.494944587,0.495535125,0.276281445,0.398646497,0.549850682,1,0.843343437,0.753413568,0.263325806,0.405700578,0.587541913,0.318123948,0.704558512,0.72097025,0.3330598,0.292745021
ACBD5,0.431627007,0.614727938,0.341442251,0.637388639,0.464943947,0.489760554,0.872105064,0.478142266,0.657209549,0.425542011,0.41890413,0.731707148,0.518302742,0.626961705,0.845605966,1,0.234639837,0.742891397,0.883682377,0.883848291,0.488955581,0.768204605,0.754981973
ACBD6,0.473348763,0.248732513,0.249124357,0.57244777,0.661052422,0.633628977,0.49867288,0.359343917,0.924767039,0.319863344,0.570360911,0.615189233,0.56802283,0.448918446,0.539149887,1,0.666376735,0.455328019,0.602997138,0.722138693,0.621144502,0.448027532,0.706617193
ACD,0.533124303,0.461698559,0.449319652,0.353260052,0.336083396,0.362228494,0.260732583,0.52289317,0.595435606,0.815027235,0.167622381,0.607570284,0.677842563,0.545058506,0.579549538,1,0.499215551,0.603029341,0.435015343,0.392190319,0.500567863,0.520362054,0.566029254
ACE,0.134719513,1,0.607144599,0.128665766,0.312955287,0.067503728,0.153527364,0.099995342,0.096932496,0.089972017,0.050620323,0.066648764,0.173844788,0.174389153,0.137492906,0.273286635,0.123225991,0.121763319,0.179519652,0.070486807,0.225024991,0.118666083,0.099492401
ACE2,0.34839872,0.232567764,0.208172922,0.212054056,0.215851393,1,0.403870796,0.733216854,0.312617766,0.958984265,0.174013169,0.47352965,0.351202856,0.476462625,0.354435999,0.49174205,0.247111818,0.667412773,0.652505656,0.363923559,0.36811313,0.357763119,0.353727985
ACER2,0.119349833,0.455683036,0.515604235,0.527046452,0.537860459,0.545854005,0.320862683,0.559439536,0.923438406,0.61071324,0.300401369,0.521112569,0.605055732,0.634739385,0.676818718,0.711082644,0.699113163,0.770787271,0.379664623,0.874484961,0.708278123,0.914769852,1
ACER3,0.72305465,0.167961738,0.490864254,0.747333933,0.360193406,1,0.538104467,0.435665531,0.540811219,0.246952372,0.500279334,0.493702597,0.508901048,0.611745761,0.552687722,0.470745041,0.427847832,0.540074861,0.282402169,0.753486445,0.44650476,0.493874517,0.559917797
ACHE,0.197342218,0.72216831,0.371347533,0.535615775,0.506332555,0.254511701,0.462910675,0.5014801,0.531174291,0.521327808,0.442420232,0.506014145,1,0.870166212,0.755937652,0.699191187,0.697164637,0.743781206,0.462477382,0.563545412,0.556406807,0.718139315,0.616198936
ACIN1,1,0.454021889,0.294147086,0.387635549,0.368780291,0.6799885,0.267603483,0.280261186,0.348570153,0.207442185,0.700133116,0.264423029,0.343316176,0.242543206,0.206976672,0.355877518,0.398174199,0.225775583,0.216676245,0.277263793,0.41119651,0.153544088,0.302300708
ACKR1,0.122144848,0.60506286,0.290682996,0.317087447,0.217528386,0.635985069,0.250189278,0.401812094,0.603175249,0.408124701,0.476448661,1,0.432888868,0.70994925,0.644122139,0.082771072,0.275948857,0.663533317,0.452488915,0.484412894,0.500848527,0.55633869,0.643554555
ACKR3,0.137618097,0.386643348,0.496653945,0.34829647,0.464421805,0.795036722,0.578984747,0.696054071,1,0.241429763,0.65686925,0.567749568,0.742782334,0.482963345,0.600535758,0.356169403,0.548766112,0.541272376,0.454959203,0.655506726,0.485588632,0.595979687,0.501939498
ACKR4,0.075381442,0.191100614,0.275790968,0.607270014,0.236732488,0.270487425,0.418398449,0.941303791,0.425610856,0.445782181,0.193006869,0.816810947,0.627870746,0.655307482,0.791399557,1,0.520672507,0.697984762,0.357650529,0.422212354,0.394616979,0.67483723,0.774766805
ACLY,0.4105745,0.604885681,0.560691445,0.659081191,0.53465597,0.535265684,0.552656559,0.340699183,0.607305013,0.27821007,1,0.354975326,0.578268752,0.615322251,0.480849428,0.514643594,0.603779856,0.336095516,0.456985155,0.699812425,0.444893042,0.558132909,0.533026325
ACO2,0.442309149,0.445713772,0.287929977,0.366918549,0.374450878,0.53791992,0.351725498,0.67987536,0.423249709,0.817542918,0.680627998,0.361401879,0.618553772,0.489148666,0.623292705,0.559737883,0.642380561,0.468888561,0.690303054,0.722420274,0.720098266,1,0.667515107
ACOT11,0.258778539,0.077627918,0.359827153,0.263016345,0.111512502,0.420636078,0.148051981,0.449026457,1,0.558933215,0.280724438,0.405686426,0.235868718,0.12165616,0.222887972,0.090494507,0.347742892,0.267183792,0.241338246,0.179529164,0.199769673,0.260665738,0.492639843
ACOT12,0.412868629,0.210584281,0.271285431,0.451680944,0.22674951,0.821186135,0.277082125,0.620591143,0.548145416,1,0.238048315,0.651713269,0.498197803,0.352715908,0.704025838,0.827548167,0.487044947,0.661276014,0.374132655,0.680597741,0.688641509,0.450555564,0.816793754
ACOT13,0.777347459,0.58205019,0.512190871,0.521833232,0.561157349,0.982358519,0.731794428,0.456912227,0.715555489,0.77730643,0.584061314,0.291727994,0.780681233,0.766072728,0.604017892,1,0.588989133,0.574874215,0.861881859,0.545311782,0.237810388,0.630701148,0.283672306
ACOT7,0.509377631,0.628506569,0.495889185,0.479286769,0.45798697,0.43073885,0.732815216,0.562468464,1,0.728505157,0.546041724,0.95528598,0.369576788,0.447681215,0.541667757,0.790505225,0.687747803,0.92649117,0.899123238,0.321564678,0.396237337,0.671882913,0.531017252
ACOT8,0.396735849,0.212989074,0.418226655,0.288635186,0.314958262,1,0.152951366,0.469059271,0.505458978,0.083079007,0.325925249,0.38265054,0.48844128,0.565733159,0.407107261,0.36643983,0.411679021,0.464653375,0.383300832,0.426313402,0.470131574,0.527810114,0.589261711
ACOT9,1,0.318317138,0.118834808,0.666064844,0.644121837,0.114103322,0.416183749,0.385670726,0.294570056,0.422569718,0.535970583,0.211974199,0.358462865,0.440971887,0.340483085,0.619727569,0.221524804,0.821925753,0.25482097,0.339088887,0.288065196,0.400825017,0.308345953
ACOX1,0.53359682,0.702768984,0.914082185,0.506931861,0.389969951,0.364283477,0.363803448,0.472709464,0.417789148,0.885562308,0.639157368,0.73039508,0.67119283,0.852905295,0.600852815,0.305260015,0.476628004,0.564108442,1,0.509430148,0.637330976,0.548072668,0.588888164
ACOX2,0.586572175,0.420292567,0.56382285,0.693220378,0.751796365,0.955318837,0.496910232,0.955058524,1,0.606756506,0.408979684,0.967038507,0.749988999,0.807887146,0.890779443,0.966023978,0.68707931,0.651146844,0.743634521,0.939025882,0.784337751,0.827638377,0.650980742
ACOX3,0.174475349,0.523928172,0.165079495,0.240052666,0.226590212,1,0.226998751,0.451789621,0.388439934,0.177174372,0.542644054,0.608377532,0.555478986,0.427333874,0.441315021,0.450305727,0.50448761,0.338431226,0.193023198,0.453973741,0.555824961,0.455815868,0.544777078
ACP3,0.444863138,0.348431109,0.173337273,0.440785753,0.43881823,0.091693899,0.447182908,0.496576421,0.365310752,0.340356247,0.221741081,0.326226967,0.513302793,0.786910021,0.39588347,1,0.342309045,0.770564995,0.206995018,0.392318594,0.429583923,0.482535168,0.604521242
ACP5,1,0.390816286,0.241253625,0.487434885,0.485650525,0.673232693,0.443664815,0.717631672,0.704517293,0.904621718,0.292964701,0.343178667,0.592067296,0.498039138,0.504267469,0.404684054,0.636659486,0.438879509,0.460667667,0.362326689,0.753764072,0.523147712,0.383831366
ACSBG1,0.468175053,0.344121715,0.660045599,0.466478191,0.324199335,0.700788753,0.45209726,0.597261263,0.548028202,0.368428934,0.476958799,0.78285913,0.259312133,0.562436512,0.753257199,0.636857698,0.655021002,0.234825069,0.604015443,1,0.571264801,0.5690076,0.727121275
ACSF3,0.580401819,0.463410177,0.469818784,0.580208739,0.456655435,0.467072816,0.384306576,0.616079211,0.700825599,0.607646293,0.369024096,0.828457532,0.539200801,0.376791386,0.471931102,1,0.44729615,0.667451491,0.489951763,0.698520522,0.546330963,0.463707238,0.755384002
ACSL1,0.493550729,0.07540417,0.101572325,1,0.221307013,0.310306836,0.16133034,0.19199044,0.110698522,0.3246716,0.104580165,0.235734091,0.119537953,0.219179887,0.173909865,0.281905972,0.11457708,0.219673646,0.21889593,0.224599679,0.237081408,0.16189127,0.198037347
ACSL3,0.355052322,0.784318589,0.676095764,0.417581319,0.667894681,0.629643225,0.597342567,0.503666277,0.364899066,0.43184543,0.330540955,0.363935451,0.634563007,0.72616075,0.885972779,0.596405591,1,0.644722405,0.616757201,0.600425818,0.694705903,0.525945866,0.336196575
ACSL4,0.540255246,0.455032371,0.431999198,0.681204545,0.438777825,1,0.786839393,0.537489268,0.315106191,0.459294204,0.431956412,0.630297277,0.321797547,0.402511189,0.508162244,0.374250731,0.22392086,0.318910531,0.379439494,0.486785817,0.687871803,0.332703015,0.417708298
ACSL5,0.417717029,0.795163818,1,0.561548045,0.265617924,0.5121851,0.455322567,0.638548561,0.236682228,0.427108877,0.178948397,0.438983577,0.559794582,0.623985448,0.426859821,0.917938731,0.203305731,0.269613367,0.505365483,0.284779275,0.474650122,0.531504715,0.504814166
ACSM2A,0.336909046,0.369097082,0.283225949,0.600506581,0.396021517,0.212067107,0.285285228,0.752117494,0.503866716,0.974746626,0.249519171,0.310532709,0.578048125,0.859601503,0.439971319,0.614754738,0.46919584,0.699528248,0.614272993,0.532048744,0.735731712,0.650147484,1
ACSM3,0.242451805,0.269513762,0.389094647,0.451743724,0.266674735,0.937026466,0.36230407,0.406556295,0.370641752,0.863910053,0.170933159,1,0.441830602,0.478714022,0.308302704,0.319936862,0.285956898,0.631002695,0.595140069,0.311674348,0.443691055,0.498051816,0.365774159
ACSS1,0.246688509,0.361640083,0.572093165,0.432232051,0.468950616,0.486886318,0.4866281,1,0.293556851,0.641117927,0.532290809,0.851060185,0.841046676,0.635581404,0.749467009,0.258714749,0.700659192,0.892283283,0.544890731,0.720201761,0.739553311,0.689187191,0.915738715
ACSS2,0.407243476,0.432736872,0.428276349,0.490996893,0.417880692,0.657448712,0.380742954,0.688580354,0.76518891,0.194748096,0.354657039,0.723249046,0.916057679,0.957752319,0.512984748,0.524801126,0.474022782,1,0.556971367,0.55428646,0.971327242,0.498392147,0.717933422
ACSS3,0.342032356,0.354429678,0.573952822,0.473107275,0.828208781,0.45825567,0.294853789,0.948933241,0.41115913,0.854876088,0.670848878,0.877597815,0.605707896,0.774171347,0.565698504,0.453351909,1,0.522300467,0.57969375,0.572872372,0.31008625,0.61483741,0.553626635
ACTA2,0.373478005,0.191816775,0.138779005,0.120757179,1,0.180451979,0.09938875,0.0998471,0.118050453,0.180742043,0.09102063,0.116682379,0.10745856,0.109007946,0.084983808,0.042298301,0.071465023,0.121852978,0.107170744,0.089467779,0.125379443,0.100933274,0.123442844
ACTG2,1,0.132810833,0.095369511,0.222923,0.478249799,0.200219317,0.181392702,0.45024544,0.251560119,0,0.206574992,0.344741579,0.222037797,0.693816723,0.244864425,0.354515041,0.240750189,0.23422045,0.139485075,0.385194784,0.220357011,0.111112434,0.183908272
ACTL6A,0.334406722,0.318846211,0.207454306,0.214280374,0.277289532,1,0.161687307,0.44816063,0.222736354,0.414529407,0.243826024,0.504502505,0.286762321,0.295083164,0.227960671,0.464251999,0.197870607,0.2248519,0.290457071,0.23597881,0.218267524,0.233110022,0.126064292
ACTN1,1,0.350628667,0.467722832,0.194550194,0.697900554,0.382707615,0.192163765,0.230304785,0.396264024,0.330013693,0.98758329,0.135701232,0.229959964,0.177607674,0.16083782,0.336008117,0.420485382,0.253425269,0.221066418,0.164988028,0.144357302,0.145910288,0.269756082
ACTN4,0.221966534,1,0.656716351,0.118083515,0.510987255,0.152693811,0.145797833,0.097403358,0.190602833,0.155283643,0.336564742,0.141681044,0.116139427,0.082857156,0.109080216,0.224922563,0.273309089,0.129242108,0.145063957,0.099529554,0.09447747,0.060847673,0.075655248
ACTR10,0.635820635,0.797385264,0.723503648,0.536114221,0.47719981,1,0.364812163,0.697916984,0.529238485,0.246989112,0.422044531,0.729890425,0.30079778,0.689716652,0.42263839,0.687337752,0.447490954,0.798369477,0.714002067,0.557314445,0.518871603,0.448774438,0.39388239
ACTR1A,0.781556065,1,0.912871822,0.568546955,0.790635565,0.799741048,0.685322199,0.625848924,0.478167145,0.472827002,0.899158297,0.821346898,0.902215405,0.448836477,0.78212416,0.600373045,0.552574045,0.515957772,0.514957977,0.737634741,0.794151822,0.714905796,0.61219941
ACTR1B,0.461928565,1,0.736472191,0.289002571,0.558304971,0.535495124,0.585644506,0.430470009,0.954011271,0.300189005,0.433926591,0.378103704,0.53567225,0.56523739,0.607683886,0.443405191,0.490282352,0.363745539,0.429337432,0.647367255,0.594002892,0.464519217,0.344167074
ACTR2,0.667238814,1,0.317638188,0.681592436,0.516811614,0.388952274,0.524080033,0.588257222,0.398622468,0.547758573,0.407540404,0.794820613,0.623001249,0.419485036,0.482416277,0.346839485,0.323949124,0.283719158,0.497127286,0.564327368,0.482981932,0.460776602,0.723587173
ACTR3,0.60699788,1,0.458989281,0.683188619,0.721511279,0.422421658,0.509012057,0.214399437,0.603975008,0.487362009,0.519954401,0.643537655,0.506904444,0.484795783,0.499262842,0.721075876,0.52752645,0.834115164,0.528661602,0.492629462,0.36851719,0.440867753,0.543889051
ACTR3B,0.369337212,0.237148819,0.24541083,0.224000841,0.203000861,0.576406201,0.32395664,0.648695283,0.329970523,0.2931049,0.287063307,1,0.341545721,0.711488841,0.359820811,0.254858752,0.490720566,0.718531199,0.400120671,0.325166237,0.842093954,0.398329883,0.387057866
ACVR1,0.306988194,1,0.801675323,0.401444168,0.613480459,0.648503103,0.353562907,0.594873458,0.689196052,0.216855492,0.293868007,0.418842338,0.388576385,0.360510316,0.442367007,0.535001382,0.328283561,0.466995092,0.523530655,0.391208934,0.359600709,0.411216193,0.754329558
