"","contrast","ratio","SE","df","null","z.ratio","p.value","fold_change","modelest_cpc_1","modelest_cpc_2","counts_1","propnz_1","ncells_1","counts_2","propnz_2","ncells_2","term","target","msg"
"32","16Spos_tumor / 16Sneg_tumor",0.253515167921602,0.255966808973932,Inf,1,-1.35918747992684,0.174087187617907,0.253515167921602,0.0343725415112371,0.135583767208227,1,0.0147058823529412,68,233,0.0336941606952279,6559,"DE_tumor_bg","ACBD5",NA
"33","16Spos_tumor / 16Sneg_tumor",1.2758236763675,0.65173729042838,Inf,1,0.476849236163977,0.633469482394114,1.2758236763675,0.0337506973055208,0.0264540452812532,5,0.0441176470588235,68,219,0.0303399908522641,6559,"DE_tumor_bg","ACBD6",NA
"34","16Spos_tumor / 16Sneg_tumor",0.492070596747546,0.508400872172417,Inf,1,-0.686355115914977,0.492489200890705,0.492070596747546,0.0167737598814004,0.034088116608207,1,0.0147058823529412,68,110,0.016008537886873,6559,"DE_tumor_bg","ACE2",NA
"35","16Spos_tumor / 16Sneg_tumor",1.55391638387781,0.729624863504883,Inf,1,0.938746579546393,0.347860872146508,1.55391638387781,0.0321572347459378,0.0206943147517945,6,0.0735294117647059,68,211,0.0292727549931392,6559,"DE_tumor_bg","ACER2",NA
"36","16Spos_tumor / 16Sneg_tumor",2.66074439802163e-07,0.00022293537741904,Inf,1,-0.0180690534286602,0.98558376570627,2.66074439802163e-07,0.0134231706600386,50448.9295176915,0,0,68,106,0.0155511510901052,6559,"DE_tumor_bg","ACER3",NA
"37","16Spos_tumor / 16Sneg_tumor",1.97206423165585,0.884627383387808,Inf,1,1.51384756501096,0.130064505628755,1.97206423165585,0.0268176397406654,0.0135987658567023,6,0.0588235294117647,68,173,0.0253087360878183,6559,"DE_tumor_bg","ACHE",NA
"38","16Spos_tumor / 16Sneg_tumor",1.85127536508814,0.610299262076812,Inf,1,1.86818810712762,0.0617358559072648,1.85127536508814,0.0462688166481619,0.0249929413639441,10,0.147058823529412,68,294,0.0426894343649947,6559,"DE_tumor_bg","ACIN1",NA
"39","16Spos_tumor / 16Sneg_tumor",1.29315396538698,0.755328429184952,Inf,1,0.44013888457937,0.659836520493295,1.29315396538698,0.0196985887365017,0.0152329801893364,3,0.0441176470588235,68,129,0.0193627077298369,6559,"DE_tumor_bg","ACKR1",NA
"40","16Spos_tumor / 16Sneg_tumor",1.21011122785733,0.539457638606609,Inf,1,0.42780573278404,0.668792562825514,1.21011122785733,0.0431821457117533,0.0356844434773267,6,0.0588235294117647,68,284,0.0394877267876201,6559,"DE_tumor_bg","ACKR3",NA
"41","16Spos_tumor / 16Sneg_tumor",1.12926536982862,0.593040155776322,Inf,1,0.231488116880931,0.816935616117505,1.12926536982862,0.0298278857106091,0.0264135308737359,4,0.0588235294117647,68,195,0.0282055191340143,6559,"DE_tumor_bg","ACKR4",NA
"42","16Spos_tumor / 16Sneg_tumor",1.09485504646831,0.556524021695248,Inf,1,0.178281484372048,0.858501919199,1.09485504646831,0.0311389239010699,0.0284411383968273,4,0.0588235294117647,68,205,0.0301875285866748,6559,"DE_tumor_bg","ACLY",NA
"43","16Spos_tumor / 16Sneg_tumor",0.939832651444836,0.363088009444798,Inf,1,-0.160621824120505,0.872391264920069,0.939832651444836,0.0620903756294835,0.0660653527349043,8,0.0882352941176471,68,430,0.0579356609239213,6559,"DE_tumor_bg","ACO2",NA
"44","16Spos_tumor / 16Sneg_tumor",2.06109883015543,1.08982623211117,Inf,1,1.36780299000432,0.171373751551827,2.06109883015543,0.0200101981883759,0.00970850979856548,5,0.0441176470588235,68,129,0.0186003964018905,6559,"DE_tumor_bg","ACOT11",NA
"45","16Spos_tumor / 16Sneg_tumor",0.552233848195897,0.565886144759172,Inf,1,-0.579458345211281,0.562279945424347,0.552233848195897,0.0156528213491227,0.0283445525844878,1,0.0147058823529412,68,103,0.0150937642933374,6559,"DE_tumor_bg","ACOT12",NA
"46","16Spos_tumor / 16Sneg_tumor",0.296127569820695,0.299483089287195,Inf,1,-1.20332961242281,0.228848794156607,0.296127569820695,0.0279056994578064,0.0942353981924185,1,0.0147058823529412,68,183,0.0268333587437109,6559,"DE_tumor_bg","ACOT13",NA
"47","16Spos_tumor / 16Sneg_tumor",0.401698371100553,0.405645831097107,Inf,1,-0.903178326444664,0.366431258793707,0.401698371100553,0.02144166048686,0.053377514148527,1,0.0147058823529412,68,146,0.0216496417136759,6559,"DE_tumor_bg","ACOT7",NA
"48","16Spos_tumor / 16Sneg_tumor",0.909628595138525,0.557769623191495,Inf,1,-0.15447062075572,0.877238674405703,0.909628595138525,0.0293589312369534,0.0322757347271855,3,0.0441176470588235,68,193,0.0271382832748895,6559,"DE_tumor_bg","ACOT8",NA
"49","16Spos_tumor / 16Sneg_tumor",2.90820555638446e-07,0.000326769758265646,Inf,1,-0.0133947892630064,0.989312824035656,2.90820555638446e-07,0.00730081931331487,25104.2066035779,0,0,68,56,0.00838542460740967,6559,"DE_tumor_bg","ACOT9",NA
"50","16Spos_tumor / 16Sneg_tumor",1.17546959367227,0.586690159943325,Inf,1,0.323911161971357,0.746005293164186,1.17546959367227,0.035827341567129,0.0304791733958863,5,0.0735294117647059,68,236,0.0326269248361031,6559,"DE_tumor_bg","ACOX2",NA
"51","16Spos_tumor / 16Sneg_tumor",1.08552931586485,0.656155782845404,Inf,1,0.13577097810328,0.892002334693222,1.08552931586485,0.0229865292063771,0.0211754108069053,3,0.0441176470588235,68,147,0.0214971794480866,6559,"DE_tumor_bg","ACOX3",NA
"52","16Spos_tumor / 16Sneg_tumor",0.514798624614056,0.517163240389205,Inf,1,-0.660943574065386,0.50864850041154,0.514798624614056,0.0167510294257307,0.03253899413249,1,0.0147058823529412,68,110,0.0166183869492301,6559,"DE_tumor_bg","ACP3",NA
"53","16Spos_tumor / 16Sneg_tumor",2.29490425580382,0.997233845875807,Inf,1,1.91164449912913,0.0559218075748805,2.29490425580382,0.022046679428483,0.00960679704729591,6,0.0735294117647059,68,154,0.0227168775728007,6559,"DE_tumor_bg","ACSBG1",NA
"54","16Spos_tumor / 16Sneg_tumor",0.845317566202416,0.504121064624932,Inf,1,-0.281776796872997,0.778114663721836,0.845317566202416,0.0302132657594597,0.0357419116406069,3,0.0441176470588235,68,197,0.0283579813996036,6559,"DE_tumor_bg","ACSF3",NA
"55","16Spos_tumor / 16Sneg_tumor",1.50260839701642,0.552279304528618,Inf,1,1.1078922109482,0.267908369877493,1.50260839701642,0.0544841924072774,0.0362597417367435,9,0.117647058823529,68,354,0.0497026985821009,6559,"DE_tumor_bg","ACSL3",NA
"56","16Spos_tumor / 16Sneg_tumor",0.687875812751116,0.692619650101172,Inf,1,-0.371584383406542,0.710202318097317,0.687875812751116,0.0116996646332906,0.0170083965977791,1,0.0147058823529412,68,82,0.0123494435127306,6559,"DE_tumor_bg","ACSM2A",NA
"57","16Spos_tumor / 16Sneg_tumor",1.73404439300358,0.833591802818417,Inf,1,1.14506400938434,0.252182642943348,1.73404439300358,0.0252776250399651,0.0145772652314749,5,0.0735294117647059,68,164,0.0236316511663363,6559,"DE_tumor_bg","ACSM3",NA
"58","16Spos_tumor / 16Sneg_tumor",0.670368920463778,0.313798156741423,Inf,1,-0.854366688318592,0.392901847175682,0.670368920463778,0.0657494373694767,0.0980794833447673,5,0.0735294117647059,68,424,0.0588504345174569,6559,"DE_tumor_bg","ACSS1",NA
"59","16Spos_tumor / 16Sneg_tumor",1.56554109831227,0.684791432192561,Inf,1,1.02472785678426,0.305491615105227,1.56554109831227,0.036254921622528,0.0231580772051353,7,0.0882352941176471,68,232,0.0318646135081567,6559,"DE_tumor_bg","ACSS2",NA
"60","16Spos_tumor / 16Sneg_tumor",1.24626495499141,0.79614060565788,Inf,1,0.344620694846609,0.730379545606839,1.24626495499141,0.0205231380917454,0.0164677166035586,3,0.0441176470588235,68,134,0.0189053209330691,6559,"DE_tumor_bg","ACSS3",NA
"61","16Spos_tumor / 16Sneg_tumor",0.644015808887041,0.656923001860703,Inf,1,-0.43138627658625,0.666187526715091,0.644015808887041,0.0130857033906413,0.0203189164148865,1,0.0147058823529412,68,86,0.0126543680439091,6559,"DE_tumor_bg","ACTN1",NA
"62","16Spos_tumor / 16Sneg_tumor",0.702119600739395,0.503489251059759,Inf,1,-0.493169739229722,0.62189265765516,0.702119600739395,0.0244587456924248,0.0348355830924925,2,0.0294117647058824,68,160,0.0236316511663363,6559,"DE_tumor_bg","ACTR3B",NA
"63","16Spos_tumor / 16Sneg_tumor",1.36963725562605,0.534834196576775,Inf,1,0.805509116969351,0.420525947435529,1.36963725562605,0.0442629230859252,0.0323172598468001,7,0.0882352941176471,68,287,0.0417746607714591,6559,"DE_tumor_bg","ACVR1B",NA
"64","16Spos_tumor / 16Sneg_tumor",1.53212294271039,0.717291369359691,Inf,1,0.911326828955371,0.362123194396595,1.53212294271039,0.0285023458132049,0.0186031714679391,5,0.0735294117647059,68,185,0.0269858210093002,6559,"DE_tumor_bg","ACVR1C",NA
"65","16Spos_tumor / 16Sneg_tumor",1.04036951697095,0.505644282567183,Inf,1,0.0814280284120697,0.935101559667466,1.04036951697095,0.041358845550497,0.039753995936861,5,0.0735294117647059,68,271,0.0375057173349596,6559,"DE_tumor_bg","ACVR2B",NA
"66","16Spos_tumor / 16Sneg_tumor",1.30044900875717,0.810411634080648,Inf,1,0.421564078775512,0.673343230186678,1.30044900875717,0.0194969301088149,0.0149924602791216,3,0.0441176470588235,68,127,0.018295471870712,6559,"DE_tumor_bg","ADA",NA
"67","16Spos_tumor / 16Sneg_tumor",1.53582081603896,0.807133551672839,Inf,1,0.816428599205304,0.414255045102076,1.53582081603896,0.0224887600418729,0.0146428279959596,4,0.0588235294117647,68,147,0.0214971794480866,6559,"DE_tumor_bg","ADAM17",NA
"68","16Spos_tumor / 16Sneg_tumor",2.73780923248175e-07,0.000255275760736246,Inf,1,-0.0162063426448893,0.987069775430013,2.73780923248175e-07,0.0112987256056264,41269.2216520302,0,0,68,85,0.0126543680439091,6559,"DE_tumor_bg","ADAM19",NA
"69","16Spos_tumor / 16Sneg_tumor",0.335360724381826,0.24151267527774,Inf,1,-1.51709581479694,0.129242494775181,0.335360724381826,0.0527071160630081,0.157165440765801,2,0.0294117647058824,68,374,0.0529044061594755,6559,"DE_tumor_bg","ADAM22",NA
"70","16Spos_tumor / 16Sneg_tumor",0.881288947573192,0.405710222043217,Inf,1,-0.274501948213021,0.783698906643164,0.881288947573192,0.0492067923855169,0.055835027230306,5,0.0735294117647059,68,321,0.0460436042079585,6559,"DE_tumor_bg","ADAM8",NA
"71","16Spos_tumor / 16Sneg_tumor",0.795484880395228,0.477489716538135,Inf,1,-0.381180304098527,0.703069462918884,0.795484880395228,0.0320341728948227,0.0402699959286553,3,0.0441176470588235,68,221,0.0317121512425675,6559,"DE_tumor_bg","ADAM9",NA
"72","16Spos_tumor / 16Sneg_tumor",1.92327058614288,0.880667351028613,Inf,1,1.42831593746652,0.153200942579471,1.92327058614288,0.0251662197054738,0.0130851165128795,6,0.0735294117647059,68,165,0.0236316511663363,6559,"DE_tumor_bg","ADAMTS5",NA
"73","16Spos_tumor / 16Sneg_tumor",2.21680414900496,1.08974217293361,Inf,1,1.61939562858794,0.10536216679919,2.21680414900496,0.0194582631921065,0.00877761943960659,5,0.0588235294117647,68,126,0.0184479341363013,6559,"DE_tumor_bg","ADAMTS9",NA
"74","16Spos_tumor / 16Sneg_tumor",1.0653532455993,0.446485213472555,Inf,1,0.151054746761133,0.87993252964529,1.0653532455993,0.0533723258198627,0.0500982430384757,7,0.0882352941176471,68,376,0.0509223967068151,6559,"DE_tumor_bg","ADCY2",NA
